id,donateNum,donateType,upgradeCondition,buff,buff_show,condition,effect_para,effect_type,effectParams,fightforce,group_id,level,max_level,res_need,res_num,techpoint_cost
20301,[1|1],[1|13],[20201],-1,alliance_tech_showdesc_203,[20201],[104|200],2,[104|200],20000,203,1,1,[1|13],[1|1],25200
20401,[1|1],[1|12],[20301],-1,alliance_tech_showdesc_202,[20301],[1174|1],2,[1174|1],10000,204,1,1,[1|12],[1|1],12600
30101,[1|1],[1|13],[20401],-1,alliance_tech_showdesc_301,[20401],,-1,[],80000,301,1,1,[1|13],[1|1],75600
20501,[1|1],[1|12],[30101],-1,alliance_tech_showdesc_205,[30101],[22|100],2,[22|100],50000,205,1,5,[1|12],[1|1],18900
20502,[1|1],[1|13],[],-1,alliance_tech_showdesc_205,,[22|200],2,[22|200],80000,205,2,5,[1|13],[1|1],37800
20503,[1|1],[1|12],[],-1,alliance_tech_showdesc_205,,[22|300],2,[22|300],120000,205,3,5,[1|12],[1|1],56700
20504,[1|1],[1|13],[],-1,alliance_tech_showdesc_205,,[22|400],2,[22|400],160000,205,4,5,[1|13],[1|1],75600
20505,[1|1],[1|12],[],-1,alliance_tech_showdesc_205,,[22|500],2,[22|500],200000,205,5,5,[1|12],[1|1],94500
30201,[1|1],[1|13],[20503],-1,alliance_tech_showdesc_302,[20503],,-1,[],80000,302,1,1,[1|13],[1|1],216000
30301,[1|1],[1|12],[30201],-1,alliance_tech_showdesc_303,[30201],,-1,[],80000,303,1,1,[1|12],[1|1],428400
20601,[1|1],[1|13],[30301],-1,alliance_tech_showdesc_202,[30301],[1174|1],2,[1174|1],20000,206,1,1,[1|13],[1|1],64800
20701,[1|1],[1|12],[20601],-1,alliance_tech_showdesc_207,[20601],[103|200],2,[103|200],50000,207,1,1,[1|12],[1|1],129600
20801,[1|1],[1|13],[20701],-1,alliance_tech_showdesc_202,[20701],[1174|1],2,[1174|1],20000,208,1,1,[1|13],[1|1],86400
20901,[1|1],[1|12],[20801],-1,alliance_tech_showdesc_209,[20801],[104|200],2,[104|200],50000,209,1,1,[1|12],[1|1],162000
21001,[1|1],[1|13],[20901],-1,alliance_tech_showdesc_202,[20901],[1174|1],2,[1174|1],20000,210,1,1,[1|13],[1|1],162000
21101,[1|1],[1|12],[21001],-1,alliance_tech_showdesc_211,[21001],[22|100],2,[22|100],50000,211,1,5,[1|12],[1|1],129600
21102,[1|1],[1|13],[],-1,alliance_tech_showdesc_211,,[22|200],2,[22|200],80000,211,2,5,[1|13],[1|1],194400
21103,[1|1],[1|12],[],-1,alliance_tech_showdesc_211,,[22|300],2,[22|300],120000,211,3,5,[1|12],[1|1],259200
21104,[1|1],[1|13],[],-1,alliance_tech_showdesc_211,,[22|400],2,[22|400],160000,211,4,5,[1|13],[1|1],324000
21105,[1|1],[1|12],[],-1,alliance_tech_showdesc_211,,[22|500],2,[22|500],200000,211,5,5,[1|12],[1|1],388800
21201,[1|1],[1|13],[21103],-1,alliance_tech_showdesc_202,[21103],[1174|1],2,[1174|1],20000,212,1,1,[1|13],[1|1],275400
21301,[1|1],[1|12],[21201],-1,alliance_tech_showdesc_213,[21201],[103|200],2,[103|200],70000,213,1,1,[1|12],[1|1],428400
21401,[1|1],[1|13],[21301],-1,alliance_tech_showdesc_202,[21301],[1174|1],2,[1174|1],20000,214,1,1,[1|13],[1|1],321300
21501,[1|1],[1|12],[21401],-1,alliance_tech_showdesc_215,[21401],[104|200],2,[104|200],70000,215,1,1,[1|12],[1|1],428400
21601,[1|1],[1|13],[21501],-1,alliance_tech_showdesc_101,[21501],[1],1,[1],120000,216,1,5,[1|13],[1|1],214200000
21602,[1|1],[1|12],[],-1,alliance_tech_showdesc_101,,[2],1,[2],160000,216,2,5,[1|12],[1|1],428400000
21603,[1|1],[1|13],[],-1,alliance_tech_showdesc_101,,[3],1,[3],200000,216,3,5,[1|13],[1|1],642600000
21604,[1|1],[1|12],[],-1,alliance_tech_showdesc_101,,[4],1,[4],240000,216,4,5,[1|12],[1|1],856800000
21605,[1|1],[1|13],[],-1,alliance_tech_showdesc_101,,[5],1,[5],280000,216,5,5,[1|13],[1|1],1071000000
1010101,[1|1],[1|13],[],-1,alliance_tech_showdesc_10101,,[1200115|60],2,[1200115|60],10000,10101,1,5,[1|13],[1|1],12600
1010102,[1|1],[1|12],[],-1,alliance_tech_showdesc_10101,,[1200115|120],2,[1200115|120],30000,10101,2,5,[1|12],[1|1],18900
1010103,[1|1],[1|13],[],-1,alliance_tech_showdesc_10101,,[1200115|180],2,[1200115|180],60000,10101,3,5,[1|13],[1|1],25200
1010104,[1|1],[1|12],[],-1,alliance_tech_showdesc_10101,,[1200115|240],2,[1200115|240],100000,10101,4,5,[1|12],[1|1],31500
1010105,[1|1],[1|13],[],-1,alliance_tech_showdesc_10101,,[1200115|300],2,[1200115|300],150000,10101,5,5,[1|13],[1|1],37800
1010201,[1|1],[1|12],[],-1,alliance_tech_showdesc_10102,,[1200116|60],2,[1200116|60],10000,10102,1,5,[1|12],[1|1],12600
1010202,[1|1],[1|13],[],-1,alliance_tech_showdesc_10102,,[1200116|120],2,[1200116|120],30000,10102,2,5,[1|13],[1|1],18900
1010203,[1|1],[1|12],[],-1,alliance_tech_showdesc_10102,,[1200116|180],2,[1200116|180],60000,10102,3,5,[1|12],[1|1],25200
1010204,[1|1],[1|13],[],-1,alliance_tech_showdesc_10102,,[1200116|240],2,[1200116|240],100000,10102,4,5,[1|13],[1|1],31500
1010205,[1|1],[1|12],[],-1,alliance_tech_showdesc_10102,,[1200116|300],2,[1200116|300],150000,10102,5,5,[1|12],[1|1],37800
1011101,[1|1],[1|13],[1010103],-1,alliance_tech_showdesc_10111,[1010103],[3103|60],2,[3103|60],10000,10111,1,5,[1|13],[1|1],18900
1011102,[1|1],[1|12],[],-1,alliance_tech_showdesc_10111,,[3103|120],2,[3103|120],30000,10111,2,5,[1|12],[1|1],28350
1011103,[1|1],[1|13],[],-1,alliance_tech_showdesc_10111,,[3103|180],2,[3103|180],60000,10111,3,5,[1|13],[1|1],37800
1011104,[1|1],[1|12],[],-1,alliance_tech_showdesc_10111,,[3103|240],2,[3103|240],100000,10111,4,5,[1|12],[1|1],47250
1011105,[1|1],[1|13],[],-1,alliance_tech_showdesc_10111,,[3103|300],2,[3103|300],150000,10111,5,5,[1|13],[1|1],56700
1011201,[1|1],[1|12],[1010103|1010203],-1,alliance_tech_showdesc_10112,[1010103|1010203],[4103|60],2,[4103|60],10000,10112,1,5,[1|12],[1|1],18900
1011202,[1|1],[1|13],[],-1,alliance_tech_showdesc_10112,,[4103|120],2,[4103|120],30000,10112,2,5,[1|13],[1|1],28350
1011203,[1|1],[1|12],[],-1,alliance_tech_showdesc_10112,,[4103|180],2,[4103|180],60000,10112,3,5,[1|12],[1|1],37800
1011204,[1|1],[1|13],[],-1,alliance_tech_showdesc_10112,,[4103|240],2,[4103|240],100000,10112,4,5,[1|13],[1|1],47250
1011205,[1|1],[1|12],[],-1,alliance_tech_showdesc_10112,,[4103|300],2,[4103|300],150000,10112,5,5,[1|12],[1|1],56700
1011301,[1|1],[1|13],[1010203],-1,alliance_tech_showdesc_10113,[1010203],[5103|60],2,[5103|60],10000,10113,1,5,[1|13],[1|1],18900
1011302,[1|1],[1|12],[],-1,alliance_tech_showdesc_10113,,[5103|120],2,[5103|120],30000,10113,2,5,[1|12],[1|1],28350
1011303,[1|1],[1|13],[],-1,alliance_tech_showdesc_10113,,[5103|180],2,[5103|180],60000,10113,3,5,[1|13],[1|1],37800
1011304,[1|1],[1|12],[],-1,alliance_tech_showdesc_10113,,[5103|240],2,[5103|240],100000,10113,4,5,[1|12],[1|1],47250
1011305,[1|1],[1|13],[],-1,alliance_tech_showdesc_10113,,[5103|300],2,[5103|300],150000,10113,5,5,[1|13],[1|1],56700
1011401,[1|1],[1|13],[1011103],-1,alliance_tech_showdesc_10114,[1011103],[3104|60],2,[3104|60],10000,10114,1,5,[1|13],[1|1],18900
1011402,[1|1],[1|12],[],-1,alliance_tech_showdesc_10114,,[3104|120],2,[3104|120],30000,10114,2,5,[1|12],[1|1],28350
1011403,[1|1],[1|13],[],-1,alliance_tech_showdesc_10114,,[3104|180],2,[3104|180],60000,10114,3,5,[1|13],[1|1],37800
1011404,[1|1],[1|12],[],-1,alliance_tech_showdesc_10114,,[3104|240],2,[3104|240],100000,10114,4,5,[1|12],[1|1],47250
1011405,[1|1],[1|13],[],-1,alliance_tech_showdesc_10114,,[3104|300],2,[3104|300],150000,10114,5,5,[1|13],[1|1],56700
1011501,[1|1],[1|12],[1011203],-1,alliance_tech_showdesc_10115,[1011203],[5104|60],2,[5104|60],10000,10115,1,5,[1|12],[1|1],18900
1011502,[1|1],[1|13],[],-1,alliance_tech_showdesc_10115,,[5104|120],2,[5104|120],30000,10115,2,5,[1|13],[1|1],28350
1011503,[1|1],[1|12],[],-1,alliance_tech_showdesc_10115,,[5104|180],2,[5104|180],60000,10115,3,5,[1|12],[1|1],37800
1011504,[1|1],[1|13],[],-1,alliance_tech_showdesc_10115,,[5104|240],2,[5104|240],100000,10115,4,5,[1|13],[1|1],47250
1011505,[1|1],[1|12],[],-1,alliance_tech_showdesc_10115,,[5104|300],2,[5104|300],150000,10115,5,5,[1|12],[1|1],56700
1011601,[1|1],[1|13],[1011303],-1,alliance_tech_showdesc_10116,[1011303],[4104|60],2,[4104|60],10000,10116,1,5,[1|13],[1|1],18900
1011602,[1|1],[1|12],[],-1,alliance_tech_showdesc_10116,,[4104|120],2,[4104|120],30000,10116,2,5,[1|12],[1|1],28350
1011603,[1|1],[1|13],[],-1,alliance_tech_showdesc_10116,,[4104|180],2,[4104|180],60000,10116,3,5,[1|13],[1|1],37800
1011604,[1|1],[1|12],[],-1,alliance_tech_showdesc_10116,,[4104|240],2,[4104|240],100000,10116,4,5,[1|12],[1|1],47250
1011605,[1|1],[1|13],[],-1,alliance_tech_showdesc_10116,,[4104|300],2,[4104|300],150000,10116,5,5,[1|13],[1|1],56700
1012101,[1|1],[1|12],[1011403],-1,alliance_tech_showdesc_10121,[1011403],[1004|100],2,[1004|100],10000,10121,1,5,[1|12],[1|1],18900
1012102,[1|1],[1|13],[],-1,alliance_tech_showdesc_10121,,[1004|200],2,[1004|200],30000,10121,2,5,[1|13],[1|1],28350
1012103,[1|1],[1|12],[],-1,alliance_tech_showdesc_10121,,[1004|300],2,[1004|300],60000,10121,3,5,[1|12],[1|1],37800
1012104,[1|1],[1|13],[],-1,alliance_tech_showdesc_10121,,[1004|400],2,[1004|400],100000,10121,4,5,[1|13],[1|1],47250
1012105,[1|1],[1|12],[],-1,alliance_tech_showdesc_10121,,[1004|500],2,[1004|500],150000,10121,5,5,[1|12],[1|1],56700
1012201,[1|1],[1|13],[1011503],-1,alliance_tech_showdesc_10122,[1011503],[1005|100],2,[1005|100],10000,10122,1,5,[1|13],[1|1],18900
1012202,[1|1],[1|12],[],-1,alliance_tech_showdesc_10122,,[1005|200],2,[1005|200],30000,10122,2,5,[1|12],[1|1],28350
1012203,[1|1],[1|13],[],-1,alliance_tech_showdesc_10122,,[1005|300],2,[1005|300],60000,10122,3,5,[1|13],[1|1],37800
1012204,[1|1],[1|12],[],-1,alliance_tech_showdesc_10122,,[1005|400],2,[1005|400],100000,10122,4,5,[1|12],[1|1],47250
1012205,[1|1],[1|13],[],-1,alliance_tech_showdesc_10122,,[1005|500],2,[1005|500],150000,10122,5,5,[1|13],[1|1],56700
1012301,[1|1],[1|12],[1011603],-1,alliance_tech_showdesc_10123,[1011603],[1006|100],2,[1006|100],10000,10123,1,5,[1|12],[1|1],18900
1012302,[1|1],[1|13],[],-1,alliance_tech_showdesc_10123,,[1006|200],2,[1006|200],30000,10123,2,5,[1|13],[1|1],28350
1012303,[1|1],[1|12],[],-1,alliance_tech_showdesc_10123,,[1006|300],2,[1006|300],60000,10123,3,5,[1|12],[1|1],37800
1012304,[1|1],[1|13],[],-1,alliance_tech_showdesc_10123,,[1006|400],2,[1006|400],100000,10123,4,5,[1|13],[1|1],47250
1012305,[1|1],[1|12],[],-1,alliance_tech_showdesc_10123,,[1006|500],2,[1006|500],150000,10123,5,5,[1|12],[1|1],56700
1013101,[1|1],[1|12],[1012103|1012203|1012303],-1,alliance_tech_showdesc_10131,[1012103|1012203|1012303],[1200115|60],2,[1200115|60],10000,10131,1,5,[1|12],[1|1],54000
1013102,[1|1],[1|13],[],-1,alliance_tech_showdesc_10131,,[1200115|120],2,[1200115|120],30000,10131,2,5,[1|13],[1|1],108000
1013103,[1|1],[1|12],[],-1,alliance_tech_showdesc_10131,,[1200115|180],2,[1200115|180],60000,10131,3,5,[1|12],[1|1],162000
1013104,[1|1],[1|13],[],-1,alliance_tech_showdesc_10131,,[1200115|240],2,[1200115|240],100000,10131,4,5,[1|13],[1|1],216000
1013105,[1|1],[1|12],[],-1,alliance_tech_showdesc_10131,,[1200115|300],2,[1200115|300],150000,10131,5,5,[1|12],[1|1],270000
1014101,[1|1],[1|12],[1013103],-1,alliance_tech_showdesc_10141,[1013103],[3103|60],2,[3103|60],10000,10141,1,5,[1|12],[1|1],64800
1014102,[1|1],[1|13],[],-1,alliance_tech_showdesc_10141,,[3103|120],2,[3103|120],30000,10141,2,5,[1|13],[1|1],129600
1014103,[1|1],[1|12],[],-1,alliance_tech_showdesc_10141,,[3103|180],2,[3103|180],60000,10141,3,5,[1|12],[1|1],194400
1014104,[1|1],[1|13],[],-1,alliance_tech_showdesc_10141,,[3103|240],2,[3103|240],100000,10141,4,5,[1|13],[1|1],259200
1014105,[1|1],[1|12],[],-1,alliance_tech_showdesc_10141,,[3103|300],2,[3103|300],150000,10141,5,5,[1|12],[1|1],324000
1014201,[1|1],[1|13],[1013103],-1,alliance_tech_showdesc_10142,[1013103],[4103|60],2,[4103|60],10000,10142,1,5,[1|13],[1|1],64800
1014202,[1|1],[1|12],[],-1,alliance_tech_showdesc_10142,,[4103|120],2,[4103|120],30000,10142,2,5,[1|12],[1|1],129600
1014203,[1|1],[1|13],[],-1,alliance_tech_showdesc_10142,,[4103|180],2,[4103|180],60000,10142,3,5,[1|13],[1|1],194400
1014204,[1|1],[1|12],[],-1,alliance_tech_showdesc_10142,,[4103|240],2,[4103|240],100000,10142,4,5,[1|12],[1|1],259200
1014205,[1|1],[1|13],[],-1,alliance_tech_showdesc_10142,,[4103|300],2,[4103|300],150000,10142,5,5,[1|13],[1|1],324000
1014301,[1|1],[1|12],[1013103],-1,alliance_tech_showdesc_10143,[1013103],[5103|60],2,[5103|60],10000,10143,1,5,[1|12],[1|1],64800
1014302,[1|1],[1|13],[],-1,alliance_tech_showdesc_10143,,[5103|120],2,[5103|120],30000,10143,2,5,[1|13],[1|1],129600
1014303,[1|1],[1|12],[],-1,alliance_tech_showdesc_10143,,[5103|180],2,[5103|180],60000,10143,3,5,[1|12],[1|1],194400
1014304,[1|1],[1|13],[],-1,alliance_tech_showdesc_10143,,[5103|240],2,[5103|240],100000,10143,4,5,[1|13],[1|1],259200
1014305,[1|1],[1|12],[],-1,alliance_tech_showdesc_10143,,[5103|300],2,[5103|300],150000,10143,5,5,[1|12],[1|1],324000
1014401,[1|1],[1|13],[1014103],-1,alliance_tech_showdesc_10144,[1014103],[3104|60],2,[3104|60],10000,10144,1,5,[1|13],[1|1],64800
1014402,[1|1],[1|12],[],-1,alliance_tech_showdesc_10144,,[3104|120],2,[3104|120],30000,10144,2,5,[1|12],[1|1],129600
1014403,[1|1],[1|13],[],-1,alliance_tech_showdesc_10144,,[3104|180],2,[3104|180],60000,10144,3,5,[1|13],[1|1],194400
1014404,[1|1],[1|12],[],-1,alliance_tech_showdesc_10144,,[3104|240],2,[3104|240],100000,10144,4,5,[1|12],[1|1],259200
1014405,[1|1],[1|13],[],-1,alliance_tech_showdesc_10144,,[3104|300],2,[3104|300],150000,10144,5,5,[1|13],[1|1],324000
1014501,[1|1],[1|12],[1014203],-1,alliance_tech_showdesc_10145,[1014203],[5104|60],2,[5104|60],10000,10145,1,5,[1|12],[1|1],64800
1014502,[1|1],[1|13],[],-1,alliance_tech_showdesc_10145,,[5104|120],2,[5104|120],30000,10145,2,5,[1|13],[1|1],129600
1014503,[1|1],[1|12],[],-1,alliance_tech_showdesc_10145,,[5104|180],2,[5104|180],60000,10145,3,5,[1|12],[1|1],194400
1014504,[1|1],[1|13],[],-1,alliance_tech_showdesc_10145,,[5104|240],2,[5104|240],100000,10145,4,5,[1|13],[1|1],259200
1014505,[1|1],[1|12],[],-1,alliance_tech_showdesc_10145,,[5104|300],2,[5104|300],150000,10145,5,5,[1|12],[1|1],324000
1014601,[1|1],[1|13],[1014303],-1,alliance_tech_showdesc_10146,[1014303],[4104|60],2,[4104|60],10000,10146,1,5,[1|13],[1|1],64800
1014602,[1|1],[1|12],[],-1,alliance_tech_showdesc_10146,,[4104|120],2,[4104|120],30000,10146,2,5,[1|12],[1|1],129600
1014603,[1|1],[1|13],[],-1,alliance_tech_showdesc_10146,,[4104|180],2,[4104|180],60000,10146,3,5,[1|13],[1|1],194400
1014604,[1|1],[1|12],[],-1,alliance_tech_showdesc_10146,,[4104|240],2,[4104|240],100000,10146,4,5,[1|12],[1|1],259200
1014605,[1|1],[1|13],[],-1,alliance_tech_showdesc_10146,,[4104|300],2,[4104|300],150000,10146,5,5,[1|13],[1|1],324000
1015101,[1|1],[1|12],[1014403],-1,alliance_tech_showdesc_10151,[1014403],[1004|100],2,[1004|100],10000,10151,1,5,[1|12],[1|1],64800
1015102,[1|1],[1|13],[],-1,alliance_tech_showdesc_10151,,[1004|200],2,[1004|200],30000,10151,2,5,[1|13],[1|1],129600
1015103,[1|1],[1|12],[],-1,alliance_tech_showdesc_10151,,[1004|300],2,[1004|300],60000,10151,3,5,[1|12],[1|1],194400
1015104,[1|1],[1|13],[],-1,alliance_tech_showdesc_10151,,[1004|400],2,[1004|400],100000,10151,4,5,[1|13],[1|1],259200
1015105,[1|1],[1|12],[],-1,alliance_tech_showdesc_10151,,[1004|500],2,[1004|500],150000,10151,5,5,[1|12],[1|1],324000
1015201,[1|1],[1|13],[1014503],-1,alliance_tech_showdesc_10152,[1014503],[1005|100],2,[1005|100],10000,10152,1,5,[1|13],[1|1],64800
1015202,[1|1],[1|12],[],-1,alliance_tech_showdesc_10152,,[1005|200],2,[1005|200],30000,10152,2,5,[1|12],[1|1],129600
1015203,[1|1],[1|13],[],-1,alliance_tech_showdesc_10152,,[1005|300],2,[1005|300],60000,10152,3,5,[1|13],[1|1],194400
1015204,[1|1],[1|12],[],-1,alliance_tech_showdesc_10152,,[1005|400],2,[1005|400],100000,10152,4,5,[1|12],[1|1],259200
1015205,[1|1],[1|13],[],-1,alliance_tech_showdesc_10152,,[1005|500],2,[1005|500],150000,10152,5,5,[1|13],[1|1],324000
1015301,[1|1],[1|12],[1014603],-1,alliance_tech_showdesc_10153,[1014603],[1006|100],2,[1006|100],10000,10153,1,5,[1|12],[1|1],64800
1015302,[1|1],[1|13],[],-1,alliance_tech_showdesc_10153,,[1006|200],2,[1006|200],30000,10153,2,5,[1|13],[1|1],129600
1015303,[1|1],[1|12],[],-1,alliance_tech_showdesc_10153,,[1006|300],2,[1006|300],60000,10153,3,5,[1|12],[1|1],194400
1015304,[1|1],[1|13],[],-1,alliance_tech_showdesc_10153,,[1006|400],2,[1006|400],100000,10153,4,5,[1|13],[1|1],259200
1015305,[1|1],[1|12],[],-1,alliance_tech_showdesc_10153,,[1006|500],2,[1006|500],150000,10153,5,5,[1|12],[1|1],324000
1016101,[1|1],[1|13],[1015103|1015203|1015303],-1,alliance_tech_showdesc_10161,[1015103|1015203|1015303],[1200116|60],2,[1200116|60],10000,10161,1,5,[1|13],[1|1],214200
1016102,[1|1],[1|12],[],-1,alliance_tech_showdesc_10161,,[1200116|120],2,[1200116|120],30000,10161,2,5,[1|12],[1|1],321300
1016103,[1|1],[1|13],[],-1,alliance_tech_showdesc_10161,,[1200116|180],2,[1200116|180],60000,10161,3,5,[1|13],[1|1],428400
1016104,[1|1],[1|12],[],-1,alliance_tech_showdesc_10161,,[1200116|240],2,[1200116|240],100000,10161,4,5,[1|12],[1|1],535500
1016105,[1|1],[1|13],[],-1,alliance_tech_showdesc_10161,,[1200116|300],2,[1200116|300],150000,10161,5,5,[1|13],[1|1],642600
1017101,[1|1],[1|12],[1016103],-1,alliance_tech_showdesc_10171,[1016103],[3103|60],2,[3103|60],10000,10171,1,5,[1|12],[1|1],214200
1017102,[1|1],[1|13],[],-1,alliance_tech_showdesc_10171,,[3103|120],2,[3103|120],30000,10171,2,5,[1|13],[1|1],321300
1017103,[1|1],[1|12],[],-1,alliance_tech_showdesc_10171,,[3103|180],2,[3103|180],60000,10171,3,5,[1|12],[1|1],428400
1017104,[1|1],[1|13],[],-1,alliance_tech_showdesc_10171,,[3103|240],2,[3103|240],100000,10171,4,5,[1|13],[1|1],535500
1017105,[1|1],[1|12],[],-1,alliance_tech_showdesc_10171,,[3103|300],2,[3103|300],150000,10171,5,5,[1|12],[1|1],642600
1017201,[1|1],[1|13],[1016103],-1,alliance_tech_showdesc_10172,[1016103],[4103|60],2,[4103|60],10000,10172,1,5,[1|13],[1|1],214200
1017202,[1|1],[1|12],[],-1,alliance_tech_showdesc_10172,,[4103|120],2,[4103|120],30000,10172,2,5,[1|12],[1|1],321300
1017203,[1|1],[1|13],[],-1,alliance_tech_showdesc_10172,,[4103|180],2,[4103|180],60000,10172,3,5,[1|13],[1|1],428400
1017204,[1|1],[1|12],[],-1,alliance_tech_showdesc_10172,,[4103|240],2,[4103|240],100000,10172,4,5,[1|12],[1|1],535500
1017205,[1|1],[1|13],[],-1,alliance_tech_showdesc_10172,,[4103|300],2,[4103|300],150000,10172,5,5,[1|13],[1|1],642600
1017301,[1|1],[1|12],[1016103],-1,alliance_tech_showdesc_10173,[1016103],[5103|60],2,[5103|60],10000,10173,1,5,[1|12],[1|1],214200
1017302,[1|1],[1|13],[],-1,alliance_tech_showdesc_10173,,[5103|120],2,[5103|120],30000,10173,2,5,[1|13],[1|1],321300
1017303,[1|1],[1|12],[],-1,alliance_tech_showdesc_10173,,[5103|180],2,[5103|180],60000,10173,3,5,[1|12],[1|1],428400
1017304,[1|1],[1|13],[],-1,alliance_tech_showdesc_10173,,[5103|240],2,[5103|240],100000,10173,4,5,[1|13],[1|1],535500
1017305,[1|1],[1|12],[],-1,alliance_tech_showdesc_10173,,[5103|300],2,[5103|300],150000,10173,5,5,[1|12],[1|1],642600
1017401,[1|1],[1|13],[1017103],-1,alliance_tech_showdesc_10174,[1017103],[3104|60],2,[3104|60],10000,10174,1,5,[1|13],[1|1],214200
1017402,[1|1],[1|12],[],-1,alliance_tech_showdesc_10174,,[3104|120],2,[3104|120],30000,10174,2,5,[1|12],[1|1],321300
1017403,[1|1],[1|13],[],-1,alliance_tech_showdesc_10174,,[3104|180],2,[3104|180],60000,10174,3,5,[1|13],[1|1],428400
1017404,[1|1],[1|12],[],-1,alliance_tech_showdesc_10174,,[3104|240],2,[3104|240],100000,10174,4,5,[1|12],[1|1],535500
1017405,[1|1],[1|13],[],-1,alliance_tech_showdesc_10174,,[3104|300],2,[3104|300],150000,10174,5,5,[1|13],[1|1],642600
1017501,[1|1],[1|12],[1017203],-1,alliance_tech_showdesc_10175,[1017203],[5104|60],2,[5104|60],10000,10175,1,5,[1|12],[1|1],214200
1017502,[1|1],[1|13],[],-1,alliance_tech_showdesc_10175,,[5104|120],2,[5104|120],30000,10175,2,5,[1|13],[1|1],321300
1017503,[1|1],[1|12],[],-1,alliance_tech_showdesc_10175,,[5104|180],2,[5104|180],60000,10175,3,5,[1|12],[1|1],428400
1017504,[1|1],[1|13],[],-1,alliance_tech_showdesc_10175,,[5104|240],2,[5104|240],100000,10175,4,5,[1|13],[1|1],535500
1017505,[1|1],[1|12],[],-1,alliance_tech_showdesc_10175,,[5104|300],2,[5104|300],150000,10175,5,5,[1|12],[1|1],642600
1017601,[1|1],[1|13],[1017303],-1,alliance_tech_showdesc_10176,[1017303],[4104|60],2,[4104|60],10000,10176,1,5,[1|13],[1|1],214200
1017602,[1|1],[1|12],[],-1,alliance_tech_showdesc_10176,,[4104|120],2,[4104|120],30000,10176,2,5,[1|12],[1|1],321300
1017603,[1|1],[1|13],[],-1,alliance_tech_showdesc_10176,,[4104|180],2,[4104|180],60000,10176,3,5,[1|13],[1|1],428400
1017604,[1|1],[1|12],[],-1,alliance_tech_showdesc_10176,,[4104|240],2,[4104|240],100000,10176,4,5,[1|12],[1|1],535500
1017605,[1|1],[1|13],[],-1,alliance_tech_showdesc_10176,,[4104|300],2,[4104|300],150000,10176,5,5,[1|13],[1|1],642600
1018101,[1|1],[1|12],[1017403],-1,alliance_tech_showdesc_10181,[1017403],[1004|100],2,[1004|100],10000,10181,1,5,[1|12],[1|1],214200
1018102,[1|1],[1|13],[],-1,alliance_tech_showdesc_10181,,[1004|200],2,[1004|200],30000,10181,2,5,[1|13],[1|1],321300
1018103,[1|1],[1|12],[],-1,alliance_tech_showdesc_10181,,[1004|300],2,[1004|300],60000,10181,3,5,[1|12],[1|1],428400
1018104,[1|1],[1|13],[],-1,alliance_tech_showdesc_10181,,[1004|400],2,[1004|400],100000,10181,4,5,[1|13],[1|1],535500
1018105,[1|1],[1|12],[],-1,alliance_tech_showdesc_10181,,[1004|500],2,[1004|500],150000,10181,5,5,[1|12],[1|1],642600
1018201,[1|1],[1|13],[1017503],-1,alliance_tech_showdesc_10182,[1017503],[1005|100],2,[1005|100],10000,10182,1,5,[1|13],[1|1],214200
1018202,[1|1],[1|12],[],-1,alliance_tech_showdesc_10182,,[1005|200],2,[1005|200],30000,10182,2,5,[1|12],[1|1],321300
1018203,[1|1],[1|13],[],-1,alliance_tech_showdesc_10182,,[1005|300],2,[1005|300],60000,10182,3,5,[1|13],[1|1],428400
1018204,[1|1],[1|12],[],-1,alliance_tech_showdesc_10182,,[1005|400],2,[1005|400],100000,10182,4,5,[1|12],[1|1],535500
1018205,[1|1],[1|13],[],-1,alliance_tech_showdesc_10182,,[1005|500],2,[1005|500],150000,10182,5,5,[1|13],[1|1],642600
1018301,[1|1],[1|12],[1017603],-1,alliance_tech_showdesc_10183,[1017603],[1006|100],2,[1006|100],10000,10183,1,5,[1|12],[1|1],214200
1018302,[1|1],[1|13],[],-1,alliance_tech_showdesc_10183,,[1006|200],2,[1006|200],30000,10183,2,5,[1|13],[1|1],321300
1018303,[1|1],[1|12],[],-1,alliance_tech_showdesc_10183,,[1006|300],2,[1006|300],60000,10183,3,5,[1|12],[1|1],428400
1018304,[1|1],[1|13],[],-1,alliance_tech_showdesc_10183,,[1006|400],2,[1006|400],100000,10183,4,5,[1|13],[1|1],535500
1018305,[1|1],[1|12],[],-1,alliance_tech_showdesc_10183,,[1006|500],2,[1006|500],150000,10183,5,5,[1|12],[1|1],642600
20110201,[1|1],[1|12],[21301|40302],-1,alliance_tech_showdesc_201,[21301|40302],[103|100],2,[103|100],10000,201102,1,5,[1|12],[1|1],214200
20110202,[1|1],[1|13],[],-1,alliance_tech_showdesc_201,,[103|200],2,[103|200],30000,201102,2,5,[1|13],[1|1],321300
20110203,[1|1],[1|12],[],-1,alliance_tech_showdesc_201,,[103|300],2,[103|300],60000,201102,3,5,[1|12],[1|1],428400
20110204,[1|1],[1|13],[],-1,alliance_tech_showdesc_201,,[103|400],2,[103|400],100000,201102,4,5,[1|13],[1|1],642600
20110205,[1|1],[1|12],[],-1,alliance_tech_showdesc_201,,[103|500],2,[103|500],150000,201102,5,5,[1|12],[1|1],749700
20120101,[1|1],[1|12],[20110203],-1,alliance_tech_showdesc_128,[20110203],[3103|100],2,[3103|100],10000,201201,1,5,[1|12],[1|1],321300
