id,area_id,area_level,birth_alliance_max,birth_circle,birth_num_max,birth_player_max,birth_type,bounty_refresh_area,season,water
50114,14,3,5,1,256,220,2,-1,5,-1
50115,15,4,5,1,256,220,2,-1,5,-1
50116,16,3,5,1,256,220,2,-1,5,-1
50117,17,4,5,1,256,220,2,-1,5,-1
50118,18,5,5,1,256,220,2,18,5,-1
50119,19,4,5,1,256,220,2,-1,5,-1
50120,20,3,5,1,256,220,2,-1,5,-1
50121,21,2,5,1,256,220,2,-1,5,-1
50122,22,1,5,1,256,220,2,-1,5,-1
50123,23,1,5,1,256,220,2,-1,5,-1
50124,24,3,5,1,256,220,2,-1,5,-1
50125,25,4,5,1,256,220,2,-1,5,-1
50126,26,5,5,1,256,220,2,26,5,-1
50127,27,4,5,1,256,220,2,-1,5,-1
50128,28,2,5,1,256,220,2,-1,5,-1
50129,29,1,5,2,256,220,1,-1,5,-1
50130,30,1,5,2,256,220,1,-1,5,-1
50131,31,2,5,2,256,220,1,-1,5,-1
50132,32,3,5,2,256,220,1,-1,5,-1
50133,33,4,5,2,256,220,1,-1,5,-1
50134,34,1,5,2,256,220,1,-1,5,-1
50135,35,6,5,2,0,220,1,79,5,-1
50136,36,5,5,2,256,220,1,36,5,-1
50137,37,4,5,2,256,220,1,-1,5,-1
50138,38,2,5,2,256,220,1,-1,5,-1
50139,39,1,5,2,256,220,1,-1,5,-1
50140,40,1,5,2,256,220,1,-1,5,-1
50141,41,2,5,2,256,220,1,-1,5,-1
50142,42,3,5,2,256,220,1,-1,5,-1
50143,43,4,5,2,256,220,1,-1,5,-1
50144,44,5,5,2,256,220,1,44,5,-1
50145,45,2,5,2,256,220,1,-1,5,-1
50146,46,2,5,2,256,220,1,-1,5,-1
50147,47,1,5,2,256,220,1,-1,5,-1
50148,48,3,5,2,256,220,1,-1,5,-1
50149,49,4,5,3,256,220,1,-1,5,-1
50150,50,5,5,3,256,220,1,50,5,-1
50151,51,3,5,3,256,220,1,-1,5,-1
50152,52,2,5,3,256,220,1,-1,5,-1
50153,53,1,5,3,256,220,1,-1,5,-1
50154,54,3,5,3,256,220,1,-1,5,-1
50155,55,4,5,3,256,220,1,-1,5,-1
50156,56,1,5,3,256,220,1,-1,5,-1
50157,57,3,5,3,256,220,1,-1,5,-1
50158,58,3,5,3,256,220,1,-1,5,-1
50159,59,2,5,3,256,220,1,-1,5,-1
50160,60,1,5,3,256,220,1,-1,5,-1
50161,61,1,5,3,256,220,1,-1,5,-1
50162,62,1,5,3,256,220,1,-1,5,-1
50163,63,2,5,3,256,220,1,-1,5,-1
50164,64,2,5,3,256,220,1,-1,5,-1
50165,65,1,5,3,256,220,1,-1,5,-1
50166,66,3,5,3,256,220,1,-1,5,-1
50167,67,1,5,3,256,220,1,-1,5,-1
50168,68,2,5,3,256,220,1,-1,5,-1
50169,69,1,5,3,256,220,1,-1,5,-1
50170,70,1,5,3,256,220,1,-1,5,-1
50171,71,2,5,3,256,220,1,-1,5,-1
50172,72,1,5,3,256,220,1,-1,5,-1
50173,73,2,5,3,256,220,1,-1,5,-1
50174,74,1,5,3,256,220,1,-1,5,-1
50175,75,6,5,3,0,220,1,-1,5,-1
50176,76,0,5,3,0,220,1,-1,5,-1
50177,77,0,5,3,0,220,1,-1,5,-1
50178,78,0,5,3,0,220,1,-1,5,-1
50179,79,5,5,3,0,220,1,79,5,-1
