id,iconAtlas,iconBigAtlas,broadcast,buff_type,desc,effect_condition,effect_name,effect_pos,effect_scale,icon,icon_atlas,icon_big,icon_big_atlas,isShow,maxNum,name,overwrite,property_type,property_value,time_para,time_type
2063,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1072|64],[640|1500|1850|1500|1850],,-1
2064,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1072|64],[680|1600|1900|1600|1900],,-1
2065,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1072|64],[720|1700|1950|1700|1950],,-1
2066,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[760|1800|2000|2000|1800|2000|200],,-1
2067,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[800|1900|2100|2200|1900|2100|210],,-1
2068,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[850|2000|2200|2400|2000|2200|220],,-1
2069,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[900|2100|2300|2600|2100|2300|230],,-1
2070,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[950|2200|2400|2800|2200|2400|240],,-1
2071,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[1000|2300|2500|3000|2300|2500|250],,-1
2072,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[1100|2400|2600|3200|2400|2600|260],,-1
2073,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[1200|2500|2700|3400|2500|2700|270],,-1
2074,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[1300|2600|2800|3600|2600|2800|280],,-1
2075,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[1400|2800|2900|3800|2800|2900|290],,-1
2076,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[1500|3000|3000|4000|3000|3000|300],,-1
2077,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[1600|3200|3200|4200|3200|3200|320],,-1
2078,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[1700|3400|3400|4400|3400|3400|340],,-1
2079,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[1800|3600|3600|4600|3600|3600|360],,-1
2080,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[1900|3800|3800|4800|3800|3800|380],,-1
2081,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1034|1033|1022|1072|64|1130],[2000|4000|4000|5000|4000|4000|400],,-1
3001,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[400|100|500|1000],,-1
3002,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[410|200|550|1050],,-1
3003,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[420|300|600|1100],,-1
3004,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[430|400|650|1150],,-1
3005,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[440|500|700|1200],,-1
3006,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[450|600|750|1250],,-1
3007,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[460|700|800|1300],,-1
3008,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[470|800|850|1350],,-1
3009,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[480|900|900|1400],,-1
3010,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[490|1000|950|1450],,-1
3011,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[500|1100|1000|1500],,-1
3012,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[520|1200|1050|1550],,-1
3013,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[540|1300|1100|1600],,-1
3014,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[560|1400|1150|1650],,-1
3015,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[580|1500|1200|1700],,-1
3016,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[600|1600|1250|1750],,-1
3017,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[630|1700|1300|1800],,-1
3018,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[660|1800|1350|1850],,-1
3019,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[690|1900|1400|1900],,-1
3020,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[720|2000|1450|1950],,-1
3021,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[750|2100|1500|2000],,-1
3022,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[780|2200|1550|2050],,-1
3023,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[810|2300|1600|2100],,-1
3024,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[840|2400|1650|2150],,-1
3025,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[870|2500|1700|2200],,-1
3026,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[900|2600|1750|2250],,-1
3027,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[950|2700|1800|2300],,-1
3028,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1000|2800|1850|2350],,-1
3029,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1050|2900|1900|2400],,-1
3030,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1100|3000|1950|2450],,-1
3031,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1150|3100|2000|2500],,-1
3032,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1200|3200|2050|2550],,-1
3033,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1250|3300|2100|2600],,-1
3034,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1300|3400|2150|2650],,-1
3035,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1350|3500|2200|2700],,-1
3036,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1400|3600|2250|2750],,-1
3037,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1450|3700|2300|2800],,-1
3038,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1500|3800|2350|2850],,-1
3039,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1550|3900|2400|2900],,-1
3040,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1600|4000|2500|3000],,-1
3041,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016|1022|1002],[1600|4000|4000|3000],,-1
4001,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[400|100|500|1000],,-1
4002,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[410|200|550|1050],,-1
4003,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[420|300|600|1100],,-1
4004,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[430|400|650|1150],,-1
4005,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[440|500|700|1200],,-1
4006,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[450|600|750|1250],,-1
4007,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[460|700|800|1300],,-1
4008,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[470|800|850|1350],,-1
4009,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[480|900|900|1400],,-1
4010,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[490|1000|950|1450],,-1
4011,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[500|1100|1000|1500],,-1
4012,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[520|1200|1050|1550],,-1
4013,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[540|1300|1100|1600],,-1
4014,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[560|1400|1150|1650],,-1
4015,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[580|1500|1200|1700],,-1
4016,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[600|1600|1250|1750],,-1
4017,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[630|1700|1300|1800],,-1
4018,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[660|1800|1350|1850],,-1
4019,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[690|1900|1400|1900],,-1
4020,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[720|2000|1450|1950],,-1
4021,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[750|2100|1500|2000],,-1
4022,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[780|2200|1550|2050],,-1
4023,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[810|2300|1600|2100],,-1
4024,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[840|2400|1650|2150],,-1
4025,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[870|2500|1700|2200],,-1
4026,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[900|2600|1750|2250],,-1
4027,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[950|2700|1800|2300],,-1
4028,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1000|2800|1850|2350],,-1
4029,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1050|2900|1900|2400],,-1
4030,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1100|3000|1950|2450],,-1
4031,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1150|3100|2000|2500],,-1
4032,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1200|3200|2050|2550],,-1
4033,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1250|3300|2100|2600],,-1
4034,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1300|3400|2150|2650],,-1
4035,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1350|3500|2200|2700],,-1
4036,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1400|3600|2250|2750],,-1
4037,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1450|3700|2300|2800],,-1
4038,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1500|3800|2350|2850],,-1
4039,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1550|3900|2400|2900],,-1
4040,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1600|4000|2500|3000],,-1
4041,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1175|1016|1022|1002],[1600|4000|4000|3000],,-1
4042,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1012|1013|1006|1200103|1200104],[500|500|300|200|200],-1,-1
4043,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1012|1013|1006|1200103|1200104],[600|600|400|250|250],-1,-1
4044,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1012|1013|1006|1200103|1200104],[800|800|500|300|300],-1,-1
4045,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1096],[500],-1,-1
4046,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1096|1232],[1000|800],-1,-1
4047,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1032],[1500],-1,-1
4048,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1032|1022],[2000|500],-1,-1
4049,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[3],[50],-1,-1
4050,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[4],[1500],-1,-1
4051,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[45],[100],-1,-1
4052,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[48],[100],-1,-1
4053,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[18],[30],-1,-1
4054,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1096|1232],[2000|1200],-1,-1
4055,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1032|1022],[3000|800],-1,-1
4056,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1012|1013|1006|1200103|1200104],[1200|1200|700|400|400],-1,-1
4057,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1012|1013|1006|1200103|1200104],[2000|2000|1000|500|500],-1,-1
4058,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1012|1013|1006|1200103|1200104],[2800|2800|1400|600|600],-1,-1
4059,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1012|1013|1006|1200103|1200104],[3600|3600|1800|700|700],-1,-1
4060,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1012|1013|1006|1200103|1200104],[4500|4500|2400|800|800],-1,-1
4061,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[3],[100],-1,-1
4062,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[3],[150],-1,-1
4063,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[3],[200],-1,-1
4064,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[3],[250],-1,-1
4065,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[4],[3000],-1,-1
4066,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[4],[4500],-1,-1
4067,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[4],[6000],-1,-1
4068,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[4],[7500],-1,-1
4069,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[45],[200],-1,-1
4070,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[45],[300],-1,-1
4071,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[45],[400],-1,-1
4072,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[45],[500],-1,-1
4073,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[48],[200],-1,-1
4074,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[48],[300],-1,-1
4075,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[48],[400],-1,-1
4076,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[48],[500],-1,-1
4077,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[18],[60],-1,-1
4078,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[18],[90],-1,-1
4079,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[18],[120],-1,-1
4080,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[18],[150],-1,-1
5001,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[100|100|500|1000],,-1
5002,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[120|200|550|1050],,-1
5003,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[140|300|600|1100],,-1
5004,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[160|400|650|1150],,-1
5005,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[180|500|700|1200],,-1
5006,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[200|600|750|1250],,-1
5007,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[220|700|800|1300],,-1
5008,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[240|800|850|1350],,-1
5009,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[260|900|900|1400],,-1
5010,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[280|1000|950|1450],,-1
5011,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[300|1100|1000|1500],,-1
5012,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[320|1200|1050|1550],,-1
5013,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[340|1300|1100|1600],,-1
5014,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[360|1400|1150|1650],,-1
5015,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[380|1500|1200|1700],,-1
5016,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[400|1600|1250|1750],,-1
5017,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[420|1700|1300|1800],,-1
5018,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[440|1800|1350|1850],,-1
5019,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[460|1900|1400|1900],,-1
5020,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[480|2000|1450|1950],,-1
5021,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[500|2100|1500|2000],,-1
5022,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[520|2200|1550|2050],,-1
5023,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[540|2300|1600|2100],,-1
5024,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[560|2400|1650|2150],,-1
5025,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[580|2500|1700|2200],,-1
5026,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[600|2600|1750|2250],,-1
5027,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[620|2700|1800|2300],,-1
5028,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[640|2800|1850|2350],,-1
5029,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[660|2900|1900|2400],,-1
5030,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[680|3000|1950|2450],,-1
5031,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[700|3100|2000|2500],,-1
5032,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[720|3200|2050|2550],,-1
5033,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[740|3300|2100|2600],,-1
5034,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[760|3400|2150|2650],,-1
5035,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[780|3500|2200|2700],,-1
5036,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[800|3600|2250|2750],,-1
5037,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[820|3700|2300|2800],,-1
5038,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[840|3800|2350|2850],,-1
5039,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[860|3900|2400|2900],,-1
5040,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[880|4000|2500|3000],,-1
5041,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1199|1016|1022|1002],[880|4000|2500|3000],,-1
6001,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134],[400],,-1
6002,Atlas/UI_Common,Atlas/UI_Item,-1,3,,,,,-1,,,,,false,1,,1,[1134|1016],[400|200],,-1
