id,rank_id,reward_id,stage_first_number,stage_last_number
3288,3214,407226003,3,3
3289,3214,407226004,4,4
3290,3214,407226005,5,5
3291,3214,407226006,6,6
3292,3214,407226007,7,7
3293,3214,407226008,8,8
3294,3214,407226009,9,9
3295,3214,407226010,10,10
3296,3214,407226011,11,20
3297,3214,407226012,21,40
3298,3214,407226013,41,100
3299,3214,407226014,101,500
3300,3214,407226015,501,2000
321501,3215,154005,1,1
321502,3215,154006,2,2
321503,3215,154007,3,3
321504,3215,154008,4,4
321505,3215,154009,5,10
321506,3215,154010,11,20
321507,3215,154011,21,50
321508,3215,154012,51,100
321509,3215,154013,101,20009
3301,3216,408020801,1,1
3302,3216,408020802,2,2
3303,3216,408020803,3,3
3304,3216,408020804,4,4
3305,3216,408020805,5,5
3306,3216,408020806,6,6
3307,3216,408020807,7,7
3308,3216,408020808,8,8
3309,3216,408020809,9,9
3310,3216,408020810,10,10
3311,3216,408020811,11,20
3312,3216,408020812,21,40
3313,3216,408020813,41,100
3314,3216,408020814,101,500
3315,3216,408020815,501,2000
3316,3217,408066101,1,1
3317,3217,408066102,2,2
3318,3217,408066103,3,3
3319,3217,408066104,4,4
3320,3217,408066105,5,5
3321,3217,408066106,6,6
3322,3217,408066107,7,7
3323,3217,408066108,8,8
3324,3217,408066109,9,9
3325,3217,408066110,10,10
3326,3217,408066111,11,20
3327,3217,408066112,21,40
3328,3217,408066113,41,100
3329,3217,408066114,101,500
3330,3217,408066115,501,2000
3331,3218,408160201,1,1
3332,3218,408160202,2,2
3333,3218,408160203,3,3
3334,3218,408160204,4,4
3335,3218,408160205,5,5
3336,3218,408160206,6,6
3337,3218,408160207,7,7
3338,3218,408160208,8,8
3339,3218,408160209,9,9
3340,3218,408160210,10,10
3341,3218,408160211,11,20
3342,3218,408160212,21,40
3343,3218,408160213,41,100
3344,3218,408160214,101,500
3345,3218,408160215,501,2000
3346,3219,408170201,1,1
3347,3219,408170202,2,2
3348,3219,408170203,3,3
3349,3219,408170204,4,4
3350,3219,408170205,5,5
3351,3219,408170206,6,6
3352,3219,408170207,7,7
3353,3219,408170208,8,8
3354,3219,408170209,9,9
3355,3219,408170210,10,10
3356,3219,408170211,11,20
3357,3219,408170212,21,40
3358,3219,408170213,41,100
3359,3219,408170214,101,500
3360,3219,408170215,501,2000
3361,3220,408180201,1,1
3362,3220,408180202,2,2
3363,3220,408180203,3,3
3364,3220,408180204,4,4
3365,3220,408180205,5,5
3366,3220,408180206,6,6
3367,3220,408180207,7,7
3368,3220,408180208,8,8
3369,3220,408180209,9,9
3370,3220,408180210,10,10
3371,3220,408180211,11,20
3372,3220,408180212,21,40
3373,3220,408180213,41,100
3374,3220,408180214,101,500
3375,3220,408180215,501,2000
322101,3221,1286,1,1
322102,3221,1287,2,2
322103,3221,1288,3,3
322104,3221,1289,4,10
322105,3221,1290,11,20
322106,3221,1291,21,50
322107,3221,1292,51,100
322108,3221,1293,101,200
322109,3221,1294,201,500
322110,3221,1295,501,2000
3376,3222,408213401,1,1
3377,3222,408213402,2,2
3378,3222,408213403,3,3
3379,3222,408213404,4,4
3380,3222,408213405,5,5
3381,3222,408213406,6,6
3382,3222,408213407,7,7
3383,3222,408213408,8,8
3384,3222,408213409,9,9
3385,3222,408213410,10,10
3386,3222,408213411,11,20
3387,3222,408213412,21,40
3388,3222,408213413,41,100
3389,3222,408213414,101,500
3390,3222,408213415,501,2000
3391,3223,408221101,1,1
3392,3223,408221102,2,2
3393,3223,408221103,3,3
3394,3223,408221104,4,4
3395,3223,408221105,5,5
3396,3223,408221106,6,6
3397,3223,408221107,7,7
3398,3223,408221108,8,8
3399,3223,408221109,9,9
3400,3223,408221110,10,10
3401,3223,408221111,11,20
3402,3223,408221112,21,40
3403,3223,408221113,41,100
3404,3223,408221114,101,500
3405,3223,408221115,501,2000
3406,3224,409053101,1,1
3407,3224,409053102,2,2
3408,3224,409053103,3,3
3409,3224,409053104,4,4
3410,3224,409053105,5,5
3411,3224,409053106,6,6
3412,3224,409053107,7,7
3413,3224,409053108,8,8
3414,3224,409053109,9,9
3415,3224,409053110,10,10
3416,3224,409053111,11,20
3417,3224,409053112,21,40
3418,3224,409053113,41,100
3419,3224,409053114,101,500
3420,3224,409053115,501,2000
3421,3225,409130501,1,1
3422,3225,409130502,2,2
3423,3225,409130503,3,3
3424,3225,409130504,4,4
3425,3225,409130505,5,5
3426,3225,409130506,6,6
3427,3225,409130507,7,7
3428,3225,409130508,8,8
3429,3225,409130509,9,9
3430,3225,409130510,10,10
3431,3225,409130511,11,20
3432,3225,409130512,21,40
3433,3225,409130513,41,100
3434,3225,409130514,101,500
3435,3225,409130515,501,2000
3436,3226,409191601,1,1
3437,3226,409191602,2,2
3438,3226,409191603,3,3
3439,3226,409191604,4,4
3440,3226,409191605,5,5
3441,3226,409191606,6,6
3442,3226,409191607,7,7
3443,3226,409191608,8,8
3444,3226,409191609,9,9
3445,3226,409191610,10,10
3446,3226,409191611,11,20
3447,3226,409191612,21,40
3448,3226,409191613,41,100
3449,3226,409191614,101,500
3450,3226,409191615,501,2000
3451,3227,409191701,1,1
3452,3227,409191702,2,2
3453,3227,409191703,3,3
3454,3227,409191704,4,4
3455,3227,409191705,5,5
3456,3227,409191706,6,6
3457,3227,409191707,7,7
3458,3227,409191708,8,8
3459,3227,409191709,9,9
3460,3227,409191710,10,10
3461,3227,409191711,11,20
3462,3227,409191712,21,40
3463,3227,409191713,41,100
3464,3227,409191714,101,500
3465,3227,409191715,501,2000
3466,3228,409200101,1,1
3467,3228,409200102,2,2
3468,3228,409200103,3,3
3469,3228,409200104,4,4
3470,3228,409200105,5,5
3471,3228,409200106,6,6
3472,3228,409200107,7,7
3473,3228,409200108,8,8
3474,3228,409200109,9,9
3475,3228,409200110,10,10
3476,3228,409200111,11,20
3477,3228,409200112,21,40
3478,3228,409200113,41,100
3479,3228,409200114,101,500
3480,3228,409200115,501,2000
3481,3229,409200101,1,1
3482,3229,409200102,2,2
3483,3229,409200103,3,3
3484,3229,409200104,4,4
3499,3232,410180301,1,1
3500,3232,410180302,2,2
3501,3232,410180303,3,3
3502,3232,410180304,4,4
3503,3232,410180305,5,5
3504,3232,410180306,6,6
3505,3232,410180307,7,7
3506,3232,410180308,8,8
3507,3232,410180309,9,9
3508,3232,410180310,10,10
3509,3232,410180311,11,20
3510,3232,410180312,21,40
3511,3232,410180313,41,100
3512,3232,410180314,101,500
3513,3232,410180315,501,2000
3514,3233,410236001,1,1
3515,3233,410236002,2,2
3516,3233,410236003,3,3
3517,3233,410236004,4,4
3518,3233,410236005,5,5
3519,3233,410236006,6,6
3520,3233,410236007,7,7
3521,3233,410236008,8,8
3522,3233,410236009,9,9
3523,3233,410236010,10,10
3524,3233,410236011,11,20
3525,3233,410236012,21,40
3526,3233,410236013,41,100
3527,3233,410236014,101,500
3528,3233,410236015,501,2000
3529,3234,410258301,1,1
3530,3234,410258302,2,2
3531,3234,410258303,3,3
3532,3234,410258304,4,4
3533,3234,410258305,5,5
3534,3234,410258306,6,6
3535,3234,410258307,7,7
3536,3234,410258308,8,8
3537,3234,410258309,9,9
3538,3234,410258310,10,10
3539,3234,410258311,11,20
3540,3234,410258312,21,40
3541,3234,410258313,41,100
3542,3234,410258314,101,500
3543,3234,410258315,501,2000
3544,3235,410258401,1,1
3545,3235,410258402,2,2
3546,3235,410258403,3,3
3547,3235,410258404,4,4
3548,3235,410258405,5,5
3549,3235,410258406,6,6
3550,3235,410258407,7,7
3551,3235,410258408,8,8
3552,3235,410258409,9,9
3553,3235,410258410,10,10
3554,3235,410258411,11,20
3555,3235,410258412,21,40
3556,3235,410258413,41,100
3557,3235,410258414,101,500
3558,3235,410258415,501,2000
3559,3236,410258501,1,1
3560,3236,410258502,2,2
3561,3236,410258503,3,3
3562,3236,410258504,4,4
3563,3236,410258505,5,5
3564,3236,410258506,6,6
3565,3236,410258507,7,7
3566,3236,410258508,8,8
3567,3236,410258509,9,9
3568,3236,410258510,10,10
3569,3236,410258511,11,20
3570,3236,410258512,21,40
3571,3236,410258513,41,100
3572,3236,410258514,101,500
3573,3236,410258515,501,2000
3574,3230,36101,1,1
3575,3230,36102,2,2
3576,3230,36103,3,3
3577,3230,36104,4,10
3578,3230,36105,11,20
3579,3230,36106,21,50
3580,3230,36107,51,100
3581,3230,36108,101,500
3582,3230,36109,501,2000
3583,3231,36201,1,1
3584,3231,36202,2,2
3585,3231,36203,3,3
3586,3231,36204,4,10
3587,3231,36205,11,20
3588,3231,36206,21,50
3589,3231,36207,51,100
3590,3231,36208,101,500
3591,3231,36209,501,2000
3592,3237,411015401,1,1
3593,3237,411015402,2,2
3594,3237,411015403,3,3
3595,3237,411015404,4,4
3596,3237,411015405,5,5
3597,3237,411015406,6,6
3598,3237,411015407,7,7
3599,3237,411015408,8,8
3600,3237,411015409,9,9
3601,3237,411015410,10,10
3602,3237,411015411,11,20
3603,3237,411015412,21,40
3604,3237,411015413,41,100
3605,3237,411015414,101,500
3606,3237,411015415,501,2000
3607,3238,411015501,1,1
3608,3238,411015502,2,2
3609,3238,411015503,3,3
3610,3238,411015504,4,4
3611,3238,411015505,5,5
3612,3238,411015506,6,6
3613,3238,411015507,7,7
3614,3238,411015508,8,8
3615,3238,411015509,9,9
3616,3238,411015510,10,10
3617,3238,411015511,11,20
3618,3238,411015512,21,40
3619,3238,411015513,41,100
3620,3238,411015514,101,500
3621,3238,411015515,501,2000
3622,3239,411015601,1,1
3623,3239,411015602,2,2
3624,3239,411015603,3,3
3625,3239,411015604,4,4
3626,3239,411015605,5,5
3627,3239,411015606,6,6
3628,3239,411015607,7,7
3629,3239,411015608,8,8
3630,3239,411015609,9,9
3631,3239,411015610,10,10
3632,3239,411015611,11,20
3633,3239,411015612,21,40
3634,3239,411015613,41,100
3635,3239,411015614,101,500
3636,3239,411015615,501,2000
3637,3240,411087201,1,1
3638,3240,411087202,2,2
3639,3240,411087203,3,3
3640,3240,411087204,4,4
3641,3240,411087205,5,5
3642,3240,411087206,6,6
3643,3240,411087207,7,7
3644,3240,411087208,8,8
3645,3240,411087209,9,9
3646,3240,411087210,10,10
3647,3240,411087211,11,20
3648,3240,411087212,21,40
3649,3240,411087213,41,100
3650,3240,411087214,101,500
3651,3240,411087215,501,2000
3652,3241,411190001,1,1
3653,3241,411190002,2,2
3654,3241,411190003,3,3
3655,3241,411190004,4,4
3656,3241,411190005,5,5
3657,3241,411190006,6,6
3658,3241,411190007,7,7
3659,3241,411190008,8,8
3660,3241,411190009,9,9
3661,3241,411190010,10,10
3662,3241,411190011,11,20
3663,3241,411190012,21,40
3664,3241,411190013,41,100
3665,3241,411190014,101,500
3666,3241,411190015,501,2000
3667,3242,411296001,1,1
3668,3242,411296002,2,2
3669,3242,411296003,3,3
3670,3242,411296004,4,4
3671,3242,411296005,5,5
3672,3242,411296006,6,6
3673,3242,411296007,7,7
3674,3242,411296008,8,8
3675,3242,411296009,9,9
3676,3242,411296010,10,10
3677,3242,411296011,11,20
3678,3242,411296012,21,40
3679,3242,411296013,41,100
3680,3242,411296014,101,500
3681,3242,411296015,501,2000
3682,3243,411296001,1,1
3683,3243,411296002,2,2
3684,3243,411296003,3,3
3685,3243,411296004,4,10
3686,3243,411296005,11,20
3687,3243,411296006,21,50
3688,3243,411296007,51,100
3689,3243,411296008,101,500
3690,3243,411296009,501,2000
3691,3244,36201,1,1
3692,3244,36202,2,2
3693,3244,36203,3,3
3694,3244,36204,4,10
3695,3244,36205,11,20
3696,3244,36206,21,50
3697,3244,36207,51,100
3698,3244,36208,101,500
3699,3244,36209,501,2000
3700,3245,412067701,1,1
3701,3245,412067702,2,2
3702,3245,412067703,3,3
3703,3245,412067704,4,4
3704,3245,412067705,5,5
3705,3245,412067706,6,6
3706,3245,412067707,7,7
3707,3245,412067708,8,8
3708,3245,412067709,9,9
3709,3245,412067710,10,10
3710,3245,412067711,11,20
3711,3245,412067712,21,40
3712,3245,412067713,41,100
3713,3245,412067714,101,500
3714,3245,412067715,501,2000
3715,3246,412067901,1,1
3716,3246,412067902,2,2
3717,3246,412067903,3,3
3718,3246,412067904,4,4
3719,3246,412067905,5,5
3720,3246,412067906,6,6
3721,3246,412067907,7,7
3722,3246,412067908,8,8
3723,3246,412067909,9,9
3724,3246,412067910,10,10
3725,3246,412067911,11,20
3726,3246,412067912,21,40
3727,3246,412067913,41,100
3728,3246,412067914,101,500
3729,3246,412067915,501,2000
3730,3247,412068101,1,1
3731,3247,412068102,2,2
3732,3247,412068103,3,3
3733,3247,412068104,4,4
3734,3247,412068105,5,5
3735,3247,412068106,6,6
3736,3247,412068107,7,7
3737,3247,412068108,8,8
3738,3247,412068109,9,9
3739,3247,412068110,10,10
3740,3247,412068111,11,20
3741,3247,412068112,21,40
3742,3247,412068113,41,100
3743,3247,412068114,101,500
3744,3247,412068115,501,2000
3745,3248,412128001,1,1
3746,3248,412128002,2,2
3747,3248,412128003,3,3
3748,3248,412128004,4,10
3749,3248,412128005,11,50
3750,3248,412128006,51,100
3751,3248,412128007,101,2000
3754,3249,412128011,1,1
3755,3249,412128012,2,2
3756,3249,412128013,3,3
3757,3249,412128014,4,10
3758,3249,412128015,11,50
3759,3249,412128016,51,100
3760,3249,412128017,101,2000
3761,3250,412190801,1,1
3762,3250,412190802,2,2
3763,3250,412190803,3,3
3764,3250,412190804,4,10
3765,3250,412190805,11,20
3766,3250,412190806,21,40
3767,3250,412190807,41,100
3768,3251,412190901,1,1
3769,3251,412190902,2,2
3770,3251,412190903,3,3
3771,3251,412190904,4,5
3772,3251,412190905,6,10
32520001,3252,36101,1,1
32520002,3252,36102,2,2
32520003,3252,36103,3,3
32520004,3252,36104,4,10
32520011,3252,36105,11,20
32520021,3252,36106,21,50
32520051,3252,36107,51,100
32520101,3252,36108,101,500
32520501,3252,36109,501,2000
32530001,3253,36111,1,1
32530002,3253,36112,2,2
32530003,3253,36113,3,3
32530004,3253,36114,4,10
32530011,3253,36115,11,20
32530021,3253,36116,21,50
32530051,3253,36117,51,100
32530101,3253,36118,101,500
32530501,3253,36119,501,2000
32540001,3254,36121,1,1
32540002,3254,36122,2,2
32540003,3254,36123,3,3
32540004,3254,36124,4,10
32540011,3254,36125,11,20
32540021,3254,36126,21,50
32540051,3254,36127,51,100
32540101,3254,36128,101,500
32540501,3254,36129,501,2000
32550001,3255,36131,1,1
32550002,3255,36132,2,2
32550003,3255,36133,3,3
32550004,3255,36134,4,10
32550011,3255,36135,11,20
32550021,3255,36136,21,50
32550051,3255,36137,51,100
32550101,3255,36138,101,500
32550501,3255,36139,501,2000
32560001,3256,36141,1,1
32560002,3256,36142,2,2
32560003,3256,36143,3,3
32560004,3256,36144,4,10
32560011,3256,36145,11,20
32560021,3256,36146,21,50
32560051,3256,36147,51,100
32560101,3256,36148,101,500
32560501,3256,36149,501,2000
32570001,3257,36151,1,1
32570002,3257,36152,2,2
32570003,3257,36153,3,3
32570004,3257,36154,4,10
32570011,3257,36155,11,20
32570021,3257,36156,21,50
32570051,3257,36157,51,100
32570101,3257,36158,101,500
32570501,3257,36159,501,2000
32580001,3258,36161,1,1
32580002,3258,36162,2,2
32580003,3258,36163,3,3
32580004,3258,36164,4,10
32580011,3258,36165,11,20
32580021,3258,36166,21,50
32580051,3258,36167,51,100
32580101,3258,36168,101,500
32580501,3258,36169,501,2000
32590001,3259,36171,1,1
32590002,3259,36172,2,2
32590003,3259,36173,3,3
32590004,3259,36174,4,10
32590011,3259,36175,11,20
32590021,3259,36176,21,50
32590051,3259,36177,51,100
32590101,3259,36178,101,500
32590501,3259,36179,501,2000
32600001,3260,36201,1,1
32600002,3260,36202,2,2
32600003,3260,36203,3,3
32600004,3260,36204,4,10
32600011,3260,36205,11,20
32600021,3260,36206,21,50
32600051,3260,36207,51,100
32600101,3260,36208,101,500
32600501,3260,36209,501,2000
32610001,3261,36211,1,1
32610002,3261,36212,2,2
32610003,3261,36213,3,3
32610004,3261,36214,4,10
32610011,3261,36215,11,20
32610021,3261,36216,21,50
32610051,3261,36217,51,100
32610101,3261,36218,101,500
32610501,3261,36219,501,2000
32620001,3262,36221,1,1
32620002,3262,36222,2,2
32620003,3262,36223,3,3
32620004,3262,36224,4,10
32620011,3262,36225,11,20
32620021,3262,36226,21,50
32620051,3262,36227,51,100
32620101,3262,36228,101,500
32620501,3262,36229,501,2000
32630001,3263,36231,1,1
32630002,3263,36232,2,2
32630003,3263,36233,3,3
32630004,3263,36234,4,10
32630011,3263,36235,11,20
32630021,3263,36236,21,50
32630051,3263,36237,51,100
32630101,3263,36238,101,500
32630501,3263,36239,501,2000
32640001,3264,36241,1,1
32640002,3264,36242,2,2
32640003,3264,36243,3,3
32640004,3264,36244,4,10
32640011,3264,36245,11,20
32640021,3264,36246,21,50
32640051,3264,36247,51,100
32640101,3264,36248,101,500
32640501,3264,36249,501,2000
32650001,3265,36251,1,1
32650002,3265,36252,2,2
32650003,3265,36253,3,3
32650004,3265,36254,4,10
32650011,3265,36255,11,20
32650021,3265,36256,21,50
32650051,3265,36257,51,100
32650101,3265,36258,101,500
32650501,3265,36259,501,2000
32660001,3266,36261,1,1
32660002,3266,36262,2,2
32660003,3266,36263,3,3
32660004,3266,36264,4,10
32660011,3266,36265,11,20
32660021,3266,36266,21,50
32660051,3266,36267,51,100
32660101,3266,36268,101,500
32660501,3266,36269,501,2000
32670001,3267,36271,1,1
32670002,3267,36272,2,2
32670003,3267,36273,3,3
32670004,3267,36274,4,10
32670011,3267,36275,11,20
32670021,3267,36276,21,50
32670051,3267,36277,51,100
32670101,3267,36278,101,500
32670501,3267,36279,501,2000
3801,3801,31121,1,1
3802,3801,31122,2,2
3803,3801,31123,3,3
3804,3801,31124,4,10
3805,3801,31125,11,50
3806,3801,31126,51,100
3807,3801,31127,101,300
3808,3801,31128,301,500
3809,3801,31129,501,2000
38020001,3802,31132,1,1
38020002,3802,31133,2,2
38020003,3802,31134,3,3
38020004,3802,31135,4,10
38020011,3802,31136,11,50
38020051,3802,31137,51,100
38020101,3802,31138,101,300
38020301,3802,31139,301,500
38020501,3802,31140,501,2000
38030001,3803,31143,1,1
38030002,3803,31144,2,2
38030003,3803,31145,3,3
38030004,3803,31146,4,10
38030011,3803,31147,11,50
38030051,3803,31148,51,100
38030101,3803,31149,101,300
38030301,3803,31150,301,500
38030501,3803,31151,501,2000
38040001,3804,31154,1,1
38040002,3804,31155,2,2
38040003,3804,31156,3,3
38040004,3804,31157,4,10
38040011,3804,31158,11,50
38040051,3804,31159,51,100
38040101,3804,31160,101,300
38040301,3804,31161,301,500
38040501,3804,31162,501,2000
38050001,3805,31163,1,1
38050002,3805,31164,2,2
38050003,3805,31165,3,3
38050004,3805,31166,4,10
38050011,3805,31167,11,50
38050051,3805,31168,51,100
38050101,3805,31169,101,300
38050301,3805,31170,301,500
38050501,3805,31171,501,2000
38060001,3806,31172,1,1
38060002,3806,31173,2,2
38060003,3806,31174,3,3
38060004,3806,31175,4,10
38060011,3806,31176,11,50
38060051,3806,31177,51,100
38060101,3806,31178,101,300
38060301,3806,31179,301,500
38060501,3806,31180,501,2000
38070001,3807,31181,1,1
38070002,3807,31182,2,2
38070003,3807,31183,3,3
38070004,3807,31184,4,10
38070011,3807,31185,11,50
38070051,3807,31186,51,100
38070101,3807,31187,101,300
38070301,3807,31188,301,500
38070501,3807,31189,501,2000
3810,3268,501206501,1,1
3811,3268,501206502,2,2
3812,3268,501206503,3,3
3813,3268,501206504,4,4
3814,3268,501206505,5,5
3815,3268,501206506,6,6
3816,3268,501206507,7,7
3817,3268,501206508,8,8
3818,3268,501206509,9,9
3819,3268,501206510,10,10
3820,3268,501206511,11,20
3821,3268,501206512,21,40
3822,3268,501206513,41,100
3823,3268,501206514,101,500
3824,3268,501206515,501,2000
3825,3269,412190801,1,1
3826,3269,412190802,2,2
3827,3269,412190803,3,3
3828,3269,412190804,4,10
3829,3269,412190805,11,20
3830,3269,412190806,21,40
3831,3269,412190807,41,100
3832,3270,412190901,1,1
3833,3270,412190902,2,2
3834,3270,412190903,3,3
3835,3270,412190904,4,5
3836,3270,412190905,6,10
3837,3271,501217001,1,1
3838,3271,501217002,2,2
3839,3271,501217003,3,3
3840,3271,501217004,4,4
3841,3271,501217005,5,5
3842,3271,501217006,6,6
3843,3271,501217007,7,7
3844,3271,501217008,8,8
3845,3271,501217009,9,9
3846,3271,501217010,10,10
3847,3271,501217011,11,20
3848,3271,501217012,21,40
3849,3271,501217013,41,100
3850,3271,501217014,101,500
3851,3271,501217015,501,2000
3852,3272,501217101,1,1
3853,3272,501217102,2,2
3854,3272,501217103,3,3
3855,3272,501217104,4,4
3856,3272,501217105,5,5
3857,3272,501217106,6,6
3858,3272,501217107,7,7
3859,3272,501217108,8,8
3860,3272,501217109,9,9
3861,3272,501217110,10,10
3862,3272,501217111,11,20
3863,3272,501217112,21,40
3864,3272,501217113,41,100
3865,3272,501217114,101,500
3866,3272,501217115,501,2000
3867,3273,501217201,1,1
3868,3273,501217202,2,2
3869,3273,501217203,3,3
3870,3273,501217204,4,4
3871,3273,501217205,5,5
3872,3273,501217206,6,6
3873,3273,501217207,7,7
3874,3273,501217208,8,8
3875,3273,501217209,9,9
3876,3273,501217210,10,10
3877,3273,501217211,11,20
3878,3273,501217212,21,40
3879,3273,501217213,41,100
3880,3273,501217214,101,500
3881,3273,501217215,501,2000
3882,3274,501225101,1,1
3883,3274,501225102,2,2
3884,3274,501225103,3,3
3885,3274,501225104,4,4
3886,3274,501225105,5,5
3887,3274,501225106,6,6
3888,3274,501225107,7,7
3889,3274,501225108,8,8
3890,3274,501225109,9,9
3891,3274,501225110,10,10
3892,3274,501225111,11,20
3893,3274,501225112,21,40
3894,3274,501225113,41,100
3895,3274,501225114,101,500
3896,3274,501225115,501,2000
3897,3275,501225201,1,1
3898,3275,501225202,2,2
3899,3275,501225203,3,3
3900,3275,501225204,4,4
3901,3275,501225205,5,5
3902,3275,501225206,6,6
3903,3275,501225207,7,7
3904,3275,501225208,8,8
3905,3275,501225209,9,9
3906,3275,501225210,10,10
3907,3275,501225211,11,20
3908,3275,501225212,21,40
3909,3275,501225213,41,100
3910,3275,501225214,101,500
3911,3275,501225215,501,2000
3912,3276,501225301,1,1
3913,3276,501225302,2,2
3914,3276,501225303,3,3
3915,3276,501225304,4,4
3916,3276,501225305,5,5
3917,3276,501225306,6,6
3918,3276,501225307,7,7
3919,3276,501225308,8,8
3920,3276,501225309,9,9
3921,3276,501225310,10,10
3922,3276,501225311,11,20
3923,3276,501225312,21,40
3924,3276,501225313,41,100
3925,3276,501225314,101,500
3926,3276,501225315,501,2000
3927,3277,501225101,1,1
3928,3277,501225102,2,2
3929,3277,501225103,3,3
3930,3277,501225104,4,4
3931,3277,501225105,5,5
3932,3277,501225106,6,6
3933,3277,501225107,7,7
3934,3277,501225108,8,8
3935,3277,501225109,9,9
3936,3277,501225110,10,10
3937,3277,501225111,11,20
3938,3277,501225112,21,40
3939,3277,501225113,41,100
3940,3277,501225114,101,500
3941,3277,501225115,501,2000
3942,3278,501225201,1,1
3943,3278,501225202,2,2
3944,3278,501225203,3,3
3945,3278,501225204,4,4
3946,3278,501225205,5,5
3947,3278,501225206,6,6
3948,3278,501225207,7,7
3949,3278,501225208,8,8
3950,3278,501225209,9,9
3951,3278,501225210,10,10
3952,3278,501225211,11,20
3953,3278,501225212,21,40
3954,3278,501225213,41,100
3955,3278,501225214,101,500
3956,3278,501225215,501,2000
3957,3279,501225301,1,1
3958,3279,501225302,2,2
3959,3279,501225303,3,3
3960,3279,501225304,4,4
3961,3279,501225305,5,5
3962,3279,501225306,6,6
3963,3279,501225307,7,7
3964,3279,501225308,8,8
3965,3279,501225309,9,9
3966,3279,501225310,10,10
3967,3279,501225311,11,20
3968,3279,501225312,21,40
3969,3279,501225313,41,100
3970,3279,501225314,101,500
3971,3279,501225315,501,2000
32800001,3280,25001,1,1
32800002,3280,25002,2,2
32800003,3280,25003,3,3
32800004,3280,25004,4,5
32800006,3280,25005,6,10
32800011,3280,25006,11,20
32800021,3280,25007,21,50
32800051,3280,25008,51,100
32800101,3280,25009,101,200
32800201,3280,25010,201,400
32800401,3280,25011,401,800
32800801,3280,25012,801,1500
32810001,3281,25101,1,1
32810002,3281,25102,2,2
32810003,3281,25103,3,3
32810004,3281,25104,4,5
32810006,3281,25105,6,10
32810011,3281,25106,11,20
32810021,3281,25107,21,50
32810051,3281,25108,51,100
32810101,3281,25109,101,200
32810201,3281,25110,201,400
32810401,3281,25111,401,800
32810801,3281,25112,801,1500
32820001,3282,25201,1,1
32820002,3282,25202,2,2
32820003,3282,25203,3,3
32820004,3282,25204,4,5
32820006,3282,25205,6,10
32820011,3282,25206,11,20
32820021,3282,25207,21,50
32820051,3282,25208,51,100
32820101,3282,25209,101,200
32820201,3282,25210,201,400
32820401,3282,25211,401,800
32820801,3282,25212,801,1500
32830001,3283,25301,1,1
32830002,3283,25302,2,2
32830003,3283,25303,3,3
32830004,3283,25304,4,5
32830006,3283,25305,6,10
32830011,3283,25306,11,20
32830021,3283,25307,21,50
32830051,3283,25308,51,100
32830101,3283,25309,101,200
32830201,3283,25310,201,400
32830401,3283,25311,401,800
32830801,3283,25312,801,1500
32840001,3284,25214,1,1
32840002,3284,25215,2,2
32840003,3284,25216,3,3
32840004,3284,25217,4,5
32840006,3284,25218,6,10
32840011,3284,25219,11,20
32840021,3284,25220,21,50
32840051,3284,25221,51,100
32840101,3284,25222,101,200
32840201,3284,25223,201,400
32840401,3284,25224,401,800
32840801,3284,25225,801,1500
32850001,3285,25314,1,1
32850002,3285,25315,2,2
32850003,3285,25316,3,3
32850004,3285,25317,4,5
32850006,3285,25318,6,10
32850011,3285,25319,11,20
32850021,3285,25320,21,50
32850051,3285,25321,51,100
32850101,3285,25322,101,200
32850201,3285,25323,201,400
32850401,3285,25324,401,800
32850801,3285,25325,801,1500
4001,3205,404240801,1,1
4002,3205,404240802,2,2
4003,3205,404240803,3,3
4004,3205,404240804,4,5
4005,3205,404240805,6,10
4006,3205,404240806,11,20
4007,3205,404240807,21,50
4008,3205,404240808,51,100
4009,3205,404240809,101,1000
4101,3206,404240901,1,1
4102,3206,404240902,2,2
4103,3206,404240903,3,3
4104,3206,404240904,4,5
4105,3206,404240905,6,10
4106,3206,404240906,11,20
4107,3206,404240907,21,50
4108,3206,404240908,51,100
4109,3206,404240909,101,1000
32860001,3286,503120701,1,1
32860002,3286,503120702,2,2
32860003,3286,503120703,3,3
32860004,3286,503120704,4,5
32860006,3286,503120705,6,10
32870001,3287,503120801,1,1
32870002,3287,503120802,2,2
32870003,3287,503120803,3,3
32870004,3287,503120804,4,10
32870011,3287,503120805,11,20
32870021,3287,503120806,21,40
32870041,3287,503120807,41,100
32880001,3288,503120901,1,1
32880002,3288,503120902,2,2
32880003,3288,503120903,3,3
32880004,3288,503120904,4,10
32880011,3288,503120905,11,20
32880021,3288,503120906,21,40
32880041,3288,503120907,41,100
32890001,3289,37524,1,1
32890002,3289,37525,2,2
32890003,3289,37526,3,3
32890004,3289,37527,4,5
32890006,3289,37528,6,10
32890011,3289,37529,11,20
32890021,3289,37530,21,50
32890051,3289,37531,51,100
32890101,3289,37532,101,200
32890201,3289,37533,201,400
32890401,3289,37534,401,800
32890801,3289,37535,801,1000
32891001,3289,37536,1001,2000
32900001,3290,37537,1,1
32900002,3290,37538,2,2
32900003,3290,37539,3,3
32900004,3290,37540,4,5
32900006,3290,37541,6,10
32900011,3290,37542,11,20
32900021,3290,37543,21,50
32900051,3290,37544,51,100
32900101,3290,37545,101,200
32900201,3290,37546,201,400
32900401,3290,37547,401,800
32900801,3290,37548,801,1000
32901001,3290,37549,1001,2000
32910001,3291,37550,1,1
32910002,3291,37551,2,2
