id,tips_is_open,tips_position
pubg_battle_name_85,1,1
pubg_battle_name_86,1,1
pubg_battle_name_87,1,1
pubg_battle_name_91,1,1
pubg_battle_name_92,1,1
pubg_battle_name_93,1,1
pubg_battle_name_94,1,1
pubg_battle_name_95,1,1
pubg_battle_name_96,1,1
pubg_battle_name_97,1,1
pubg_battle_name_98,1,1
pubg_battle_name_102,1,1
pubg_battle_name_103,1,1
pubg_battle_name_104,1,1
pubg_battle_name_105,1,1
pubg_battle_name_106,1,1
pubg_battle_name_109,1,1
pubg_battle_name_111,1,1
pubg_battle_name_112,1,1
pubg_battle_name_1078,1,1
kvk_treasureerror_4,1,1
kvk_treasureerror_5,1,1
kvk_treasureerror_6,1,1
kvk_treasureerror_7,1,1
kvk_treasureerror_8,1,1
business_delegation_desc_1,1,1
business_delegation_desc_2,1,1
pubg_battle_name_1091,1,1
professional_3_ui_27,1,1
professional_3_ui_28,1,1
bossdrop_no_fear_dragon_toast,1,1
professional_3_ui_31,1,1
professional_3_ui_32,1,1
professional_3_ui_33,1,1
professional_3_ui_34,1,1
banned_toast_025,1,1
banned_toast_026,1,1
bossdrop_hookfang_not_your_boss,1,1
shop_shopping_cart_07,1,1
shop_shopping_cart_08,1,1
kvk_desc_19,1,1
professional_3_ui_36,1,1
newyear_notice,1,1
fort_raid_league_desc_62,1,1
newyear_notice1,1,1
kvk_statue_error_1,1,1
kvk_statue_error_2,1,1
kvk_statue_error_10,1,1
kvk_statue_error_3,1,1
kvk_statue_error_4,1,1
present_flower_people_num,1,1
flower_limit_des,1,1
present_rule,1,1
present_server_error,1,1
business_delegation_desc_141,1,1
holybeast_16,1,1
crossover_dragon_push,1,1
crossover_dragon_notice1,1,1
building_fixed_01,1,1
alliance_competition_cart_01,1,1
business_delegation_desc_159,1,1
kvk_statue_46,1,1
collection_dig_tips_1,1,1
oxygen_not_enough_tips,1,1
no_attack_times_not_enough,1,1
nutrient_not_enough,1,1
kvk_desc_20,1,1
Castle_Skin_Box_11,1,1
kvk_boss_033,1,1
kvk_boss_034,1,1
kvk_boss_035,1,1
kvk_boss_036,1,1
kvk_boss_037,1,1
kvk_boss_038,1,1
business_delegation_desc_162,1,1
strong_activity_have_def,1,1
pal_catch_cant_crystal_minding,1,1
pal_catch_cant_incorrect_type,1,1
pal_catch_cant_level_inqualify,1,1
pal_catch_cant_no_activity,1,1
pal_catch_cant_no_spot,1,1
pal_catch_cant_spot_locked,1,1
pal_catch_cant_spot_busy,1,1
pal_catch_cant_no_time,1,1
pal_catch_cant_palace_reach_limit,1,1
pal_catch_cant_palace_missing,1,1
pal_catch_cant_not_yours,1,1
pal_catch_cant_already_hunting,1,1
pal_catch_cant_loot_no_team,1,1
pal_catch_cant_loot_not_crystal,1,1
pal_catch_cant_loot_is_normal,1,1
pal_catch_team_not_same,1,1
pal_catch_cant_loot_no_activity,1,1
pal_catch_cant_loot_not_palace,1,1
pal_catch_cant_loot_target_missing,1,1
season_honor_tips_9,1,1
season_honor_tips_10,1,1
business_delegation_desc_163,1,1
business_delegation_desc_164,1,1
world_mark_list_max,1,1
collection_castle_level_not_enough,1,1
pipejump_tips_6,1,1
season_honor_tips_4,1,1
slm_gift_1,1,1
slm_gift_3,1,1
slm_gift_14,1,1
alliance_create_36,1,1
villagers_ui_11,1,1
collection,1,1
collection_dig_tips_8,1,1
collection_dig_tips_9,1,1
collection_dig_tips_10,1,1
collection_dig_tips_11,1,1
professional_3_ui_46,1,1
fish_activity_guide_tip4,1,1
business_delegation_desc_171,1,1
pubg_battle_name_1111,1,1
kvk_worldboss_001,1,1
elf_d73,1,1
alliance_brazier_kingdom_area_tips,1,1
kvk_main_001,1,1
kvk_main_002,1,1
kvk_main_004,1,1
kvk_main_005,1,1
professional_task_name_27,1,1
kvk_boss_043,1,1
kvk_boss_042,1,1
dig_treasure_39,1,1
kvk_kingdom_title_apply_key10,1,1
kvk_kingdom_title_apply_key11,1,1
kvk_kingdom_title_apply_key12,1,1
lucky_bag_55,1,1
lucky_bag_56,1,1
kvk_kingdom_title_apply_key15,1,1
map_monster_kvk_off,1,1
lucky_bag_57,1,1
seagiant_attack_cd,1,1
alliance_competition_tip2,1,1
formation_d11,1,1
blacklist_max_number_tips,1,1
gvg5_Battlefield_related_3,1,1
gvg5_Battlefield_related_4,1,1
alliance_competition_tip3,1,1
g_5v5_desc_team_fighting,1,1
kvk_kingdom_title_apply_key19,1,1
kvk_kingdom_title_apply_key20,1,1
mobilize_invite_limit_3,1,1
mobilize_invite_limit_4,1,1
kvk_relic_defence_1,1,1
mobilize_invite_limit_15,1,1
mobilize_invite_limit_21,1,1
mobilize_invite_limit_22,1,1
gvg5_Battlefield_related_5,1,1
king_transfer_not_in_move_period,1,1
king_transfer_close,1,1
king_transfer_not_king,1,1
king_transfer_already_active,1,1
king_transfer_cd,1,1
king_transfer_king_too_new,1,1
king_transfer_target_not_r4,1,1
king_transfer_target_join_too_short,1,1
king_transfer_target_has_title,1,1
king_transfer_no_active,1,1
king_transfer_not_target,1,1
king_transfer_expired,1,1
alliance_error_2,1,1
alliance_error_3,1,1
palu_arena_activity_tips3,1,1
carriage_cant_join_group,1,1
carriage_cant_plunder_group,1,1
kvk_main_014,1,1
stranger_boss_gather_max,1,1
stranger_boss_gather_full,1,1
stranger_boss_attack_cd,1,1
alliance_error_4,1,1
alliance_error_5,1,1
fortress_destroy_forbid,1,1
professional_14,1,1
professional_15,1,1
professional_help_ui_8,1,1
professional_help_ui_9,1,1
professional_help_ui_10,1,1
kvk_area_not_unlock,1,1
invade_boss_no_damage_data,1,1
ui_fortress_24,1,1
kvk_not_allow2,1,1
guild_donate_no_rss,1,1
guild_donate_progress_full,1,1
pubg_battle_name_1121,1,1
fort_raid_tips5,1,1
alliance_apply_17,-1,-1
kvk_officer_grade_37,1,1
kvk_officer_grade_38,1,1
kvk_officer_grade_39,1,1
kvk_officer_grade_40,1,1
kvk_officer_grade_41,1,1
kvk_officer_grade_42,1,1
kvk_officer_grade_43,1,1
kvk_officer_grade_44,1,1
kvk_influence_level_20,1,1
castle_level_bag_max_tips,1,1
kvk_influence_level_22,1,1
sand_encounter_tips_1,1,1
sand_encounter_tips_3,1,1
UI_FortLeague_93,1,1
UI_FortLeague_147,1,1
UI_FortLeague_143,1,1
