id,newFightAttrs,SkillId,SkillId2,artifact_id,attribute,fightforce,level,level_2,need_wear,new_fight_attr,originID,originID_2,skill_desc,skill_desc_parameter,skill_icon,skill_name,star,star_up_cost
5000420,{20005:6280|20006:42400},25004041,-1,50004,"3|6280,4|42400,19|800",27000,5,-1,1,[20005|6280|20006|42400],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|193|20|5],,hero_skill_name_25004001,20,[305004|8]
5000421,{20005:6580|20006:44400},25004041,-1,50004,"3|6580,4|44400,19|840",28700,5,-1,1,[20005|6580|20006|44400],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|193|20|5],,hero_skill_name_25004001,21,[305004|8]
5000422,{20005:6880|20006:46400},25004041,-1,50004,"3|6880,4|46400,19|880",30400,5,-1,1,[20005|6880|20006|46400],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|193|20|5],,hero_skill_name_25004001,22,[305004|8]
5000423,{20005:7180|20006:48400},25004041,-1,50004,"3|7180,4|48400,19|920",32100,5,-1,1,[20005|7180|20006|48400],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|193|20|5],,hero_skill_name_25004001,23,[305004|8]
5000424,{20005:7480|20006:50400},25004041,-1,50004,"3|7480,4|50400,19|960",33800,5,-1,1,[20005|7480|20006|50400],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|193|20|5],,hero_skill_name_25004001,24,[305004|8]
5000425,{20005:7780|20006:52400},25004051,-1,50004,"3|7780,4|52400,19|1000",35500,6,-1,1,[20005|7780|20006|52400],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|217|20|5],,hero_skill_name_25004001,25,[305004|8]
5000426,{20005:8138|20006:54800},25004051,-1,50004,"3|8138,4|54800,19|1040",37900,6,-1,1,[20005|8138|20006|54800],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|217|20|5],,hero_skill_name_25004001,26,[305004|12]
5000427,{20005:8496|20006:57200},25004051,-1,50004,"3|8496,4|57200,19|1080",40300,6,-1,1,[20005|8496|20006|57200],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|217|20|5],,hero_skill_name_25004001,27,[305004|12]
5000428,{20005:8854|20006:59600},25004051,-1,50004,"3|8854,4|59600,19|1120",42700,6,-1,1,[20005|8854|20006|59600],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|217|20|5],,hero_skill_name_25004001,28,[305004|12]
5000429,{20005:9212|20006:62000},25004051,-1,50004,"3|9212,4|62000,19|1160",45100,6,-1,1,[20005|9212|20006|62000],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|217|20|5],,hero_skill_name_25004001,29,[305004|12]
5000430,{20005:9570|20006:64400},25004061,-1,50004,"3|9570,4|64400,19|1200",47500,7,-1,1,[20005|9570|20006|64400],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|240|20|5|5|3],,hero_skill_name_25004001,30,[305004|12]
5000431,{20005:10004|20006:67280},25004061,-1,50004,"3|10004,4|67280,19|1240",50400,7,-1,1,[20005|10004|20006|67280],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|240|20|5|5|3],,hero_skill_name_25004001,31,[305004|12]
5000432,{20005:10438|20006:70160},25004061,-1,50004,"3|10438,4|70160,19|1280",53300,7,-1,1,[20005|10438|20006|70160],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|240|20|5|5|3],,hero_skill_name_25004001,32,[305004|12]
5000433,{20005:10872|20006:73040},25004061,-1,50004,"3|10872,4|73040,19|1320",56200,7,-1,1,[20005|10872|20006|73040],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|240|20|5|5|3],,hero_skill_name_25004001,33,[305004|12]
5000434,{20005:11306|20006:75920},25004061,-1,50004,"3|11306,4|75920,19|1360",59100,7,-1,1,[20005|11306|20006|75920],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|240|20|5|5|3],,hero_skill_name_25004001,34,[305004|12]
5000435,{20005:11740|20006:78800},25004071,-1,50004,"3|11740,4|78800,19|1400",62000,8,-1,1,[20005|11740|20006|78800],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|263|20|5|5|3],,hero_skill_name_25004001,35,[305004|12]
5000436,{20005:12258|20006:82260},25004071,-1,50004,"3|12258,4|82260,19|1440",65400,8,-1,1,[20005|12258|20006|82260],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|263|20|5|5|3],,hero_skill_name_25004001,36,[305004|16]
5000437,{20005:12776|20006:85720},25004071,-1,50004,"3|12776,4|85720,19|1480",68800,8,-1,1,[20005|12776|20006|85720],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|263|20|5|5|3],,hero_skill_name_25004001,37,[305004|16]
5000438,{20005:13294|20006:89180},25004071,-1,50004,"3|13294,4|89180,19|1520",72200,8,-1,1,[20005|13294|20006|89180],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|263|20|5|5|3],,hero_skill_name_25004001,38,[305004|16]
5000439,{20005:13812|20006:92640},25004071,-1,50004,"3|13812,4|92640,19|1560",75600,8,-1,1,[20005|13812|20006|92640],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|263|20|5|5|3],,hero_skill_name_25004001,39,[305004|16]
5000440,{20005:14330|20006:96100},25004081,-1,50004,"3|14330,4|96100,19|1600",79000,9,-1,1,[20005|14330|20006|96100],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|287|20|5|5|3],,hero_skill_name_25004001,40,[305004|16]
5000441,{20005:14946|20006:100200},25004081,-1,50004,"3|14946,4|100200,19|1640",82800,9,-1,1,[20005|14946|20006|100200],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|287|20|5|5|3],,hero_skill_name_25004001,41,[305004|16]
5000442,{20005:15562|20006:104300},25004081,-1,50004,"3|15562,4|104300,19|1680",86600,9,-1,1,[20005|15562|20006|104300],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|287|20|5|5|3],,hero_skill_name_25004001,42,[305004|16]
5000443,{20005:16178|20006:108400},25004081,-1,50004,"3|16178,4|108400,19|1720",90400,9,-1,1,[20005|16178|20006|108400],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|287|20|5|5|3],,hero_skill_name_25004001,43,[305004|16]
5000444,{20005:16794|20006:112500},25004081,-1,50004,"3|16794,4|112500,19|1760",94200,9,-1,1,[20005|16794|20006|112500],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|287|20|5|5|3],,hero_skill_name_25004001,44,[305004|16]
5000445,{20005:17410|20006:116600},25004091,-1,50004,"3|17410,4|116600,19|1800",98000,10,-1,1,[20005|17410|20006|116600],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|310|20|10|5|3],,hero_skill_name_25004001,45,[305004|16]
5000446,{20005:18138|20006:121460},25004091,-1,50004,"3|18138,4|121460,19|1840",102600,10,-1,1,[20005|18138|20006|121460],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|310|20|10|5|3],,hero_skill_name_25004001,46,[305004|16]
5000447,{20005:18866|20006:126320},25004091,-1,50004,"3|18866,4|126320,19|1880",107200,10,-1,1,[20005|18866|20006|126320],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|310|20|10|5|3],,hero_skill_name_25004001,47,[305004|16]
5000448,{20005:19594|20006:131180},25004091,-1,50004,"3|19594,4|131180,19|1920",111800,10,-1,1,[20005|19594|20006|131180],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|310|20|10|5|3],,hero_skill_name_25004001,48,[305004|16]
5000449,{20005:20322|20006:136040},25004091,-1,50004,"3|20322,4|136040,19|1960",116400,10,-1,1,[20005|20322|20006|136040],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|310|20|10|5|3],,hero_skill_name_25004001,49,[305004|16]
5000450,{20005:21050|20006:140900},25004101,-1,50004,"3|21050,4|140900,19|2000",121000,11,-1,1,[20005|21050|20006|140900],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|333|20|10|5|3],,hero_skill_name_25004001,50,[305004|16]
5000451,{20005:21834|20006:146120},25004101,-1,50004,"3|21834,4|146120,19|2040",123200,11,-1,1,[20005|21834|20006|146120],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|333|20|10|5|3],,hero_skill_name_25004001,51,[305004|20]
5000452,{20005:22618|20006:151340},25004101,-1,50004,"3|22618,4|151340,19|2080",125400,11,-1,1,[20005|22618|20006|151340],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|333|20|10|5|3],,hero_skill_name_25004001,52,[305004|20]
5000453,{20005:23402|20006:156560},25004101,-1,50004,"3|23402,4|156560,19|2120",127600,11,-1,1,[20005|23402|20006|156560],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|333|20|10|5|3],,hero_skill_name_25004001,53,[305004|20]
5000454,{20005:24186|20006:161780},25004101,-1,50004,"3|24186,4|161780,19|2160",129800,11,-1,1,[20005|24186|20006|161780],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|333|20|10|5|3],,hero_skill_name_25004001,54,[305004|20]
5000455,{20005:24970|20006:167000},25004111,-1,50004,"3|24970,4|167000,19|2200",132000,12,-1,1,[20005|24970|20006|167000],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|357|20|10|5|3],,hero_skill_name_25004001,55,[305004|20]
5000456,{20005:25812|20006:172600},25004111,-1,50004,"3|25812,4|172600,19|2240",134200,12,-1,1,[20005|25812|20006|172600],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|357|20|10|5|3],,hero_skill_name_25004001,56,[305004|20]
5000457,{20005:26654|20006:178200},25004111,-1,50004,"3|26654,4|178200,19|2280",136400,12,-1,1,[20005|26654|20006|178200],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|357|20|10|5|3],,hero_skill_name_25004001,57,[305004|20]
5000458,{20005:27496|20006:183800},25004111,-1,50004,"3|27496,4|183800,19|2320",138600,12,-1,1,[20005|27496|20006|183800],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|357|20|10|5|3],,hero_skill_name_25004001,58,[305004|20]
5000459,{20005:28338|20006:189400},25004111,-1,50004,"3|28338,4|189400,19|2360",140800,12,-1,1,[20005|28338|20006|189400],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|357|20|10|5|3],,hero_skill_name_25004001,59,[305004|20]
5000460,{20005:29180|20006:195000},25004121,-1,50004,"3|29180,4|195000,19|2400",143000,13,-1,1,[20005|29180|20006|195000],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|380|20|10|10|3],,hero_skill_name_25004001,60,[305004|20]
5000461,{20005:30076|20006:200980},25004121,-1,50004,"3|30076,4|200980,19|2440",145100,13,-1,1,[20005|30076|20006|200980],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|380|20|10|10|3],,hero_skill_name_25004001,61,[305004|26]
5000462,{20005:30972|20006:206960},25004121,-1,50004,"3|30972,4|206960,19|2480",147200,13,-1,1,[20005|30972|20006|206960],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|380|20|10|10|3],,hero_skill_name_25004001,62,[305004|26]
5000463,{20005:31868|20006:212940},25004121,-1,50004,"3|31868,4|212940,19|2520",149300,13,-1,1,[20005|31868|20006|212940],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|380|20|10|10|3],,hero_skill_name_25004001,63,[305004|26]
5000464,{20005:32764|20006:218920},25004121,-1,50004,"3|32764,4|218920,19|2560",151400,13,-1,1,[20005|32764|20006|218920],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|380|20|10|10|3],,hero_skill_name_25004001,64,[305004|26]
5000465,{20005:33660|20006:224900},25004131,-1,50004,"3|33660,4|224900,19|2600",153500,14,-1,1,[20005|33660|20006|224900],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|403|20|10|10|3],,hero_skill_name_25004001,65,[305004|26]
5000466,{20005:34612|20006:231240},25004131,-1,50004,"3|34612,4|231240,19|2640",157500,14,-1,1,[20005|34612|20006|231240],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|403|20|10|10|3],,hero_skill_name_25004001,66,[305004|28]
5000467,{20005:35564|20006:237580},25004131,-1,50004,"3|35564,4|237580,19|2680",161500,14,-1,1,[20005|35564|20006|237580],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|403|20|10|10|3],,hero_skill_name_25004001,67,[305004|28]
5000468,{20005:36516|20006:243920},25004131,-1,50004,"3|36516,4|243920,19|2720",165500,14,-1,1,[20005|36516|20006|243920],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|403|20|10|10|3],,hero_skill_name_25004001,68,[305004|28]
5000469,{20005:37468|20006:250260},25004131,-1,50004,"3|37468,4|250260,19|2760",169500,14,-1,1,[20005|37468|20006|250260],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|403|20|10|10|3],,hero_skill_name_25004001,69,[305004|28]
5000470,{20005:38420|20006:256600},25004141,-1,50004,"3|38420,4|256600,19|2800",173500,15,-1,1,[20005|38420|20006|256600],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|427|20|10|10|3],,hero_skill_name_25004001,70,[305004|28]
5000471,{20005:39428|20006:263340},25004141,-1,50004,"3|39428,4|263340,19|2840",177500,15,-1,1,[20005|39428|20006|263340],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|427|20|10|10|3],,hero_skill_name_25004001,71,[305004|28]
5000472,{20005:40436|20006:270080},25004141,-1,50004,"3|40436,4|270080,19|2880",181500,15,-1,1,[20005|40436|20006|270080],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|427|20|10|10|3],,hero_skill_name_25004001,72,[305004|28]
5000473,{20005:41444|20006:276820},25004141,-1,50004,"3|41444,4|276820,19|2920",185500,15,-1,1,[20005|41444|20006|276820],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|427|20|10|10|3],,hero_skill_name_25004001,73,[305004|28]
5000474,{20005:42452|20006:283560},25004141,-1,50004,"3|42452,4|283560,19|2960",189500,15,-1,1,[20005|42452|20006|283560],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|427|20|10|10|3],,hero_skill_name_25004001,74,[305004|28]
5000475,{20005:43460|20006:290300},25004151,-1,50004,"3|43460,4|290300,19|3000",193500,16,-1,1,[20005|43460|20006|290300],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|450|20|20|10|3],,hero_skill_name_25004001,75,[305004|28]
5000476,{20005:44328|20006:296100},25004151,-1,50004,"3|44328,4|296100,19|3020",197500,16,-1,1,[20005|44328|20006|296100],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|450|20|20|10|3],,hero_skill_name_25004001,76,[305004|28]
5000477,{20005:45196|20006:301900},25004151,-1,50004,"3|45196,4|301900,19|3040",201500,16,-1,1,[20005|45196|20006|301900],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|450|20|20|10|3],,hero_skill_name_25004001,77,[305004|28]
5000478,{20005:46064|20006:307700},25004151,-1,50004,"3|46064,4|307700,19|3060",205500,16,-1,1,[20005|46064|20006|307700],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|450|20|20|10|3],,hero_skill_name_25004001,78,[305004|28]
5000479,{20005:46932|20006:313500},25004151,-1,50004,"3|46932,4|313500,19|3080",209500,16,-1,1,[20005|46932|20006|313500],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|450|20|20|10|3],,hero_skill_name_25004001,79,[305004|28]
5000480,{20005:47800|20006:319300},25004161,-1,50004,"3|47800,4|319300,19|3100",213500,17,-1,1,[20005|47800|20006|319300],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|473|20|20|10|3],,hero_skill_name_25004001,80,[305004|28]
5000481,{20005:48670|20006:325100},25004161,-1,50004,"3|48670,4|325100,19|3120",217500,17,-1,1,[20005|48670|20006|325100],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|473|20|20|10|3],,hero_skill_name_25004001,81,[305004|28]
5000482,{20005:49540|20006:330900},25004161,-1,50004,"3|49540,4|330900,19|3140",221500,17,-1,1,[20005|49540|20006|330900],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|473|20|20|10|3],,hero_skill_name_25004001,82,[305004|28]
5000483,{20005:50410|20006:336700},25004161,-1,50004,"3|50410,4|336700,19|3160",225500,17,-1,1,[20005|50410|20006|336700],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|473|20|20|10|3],,hero_skill_name_25004001,83,[305004|28]
5000484,{20005:51280|20006:342500},25004161,-1,50004,"3|51280,4|342500,19|3180",229500,17,-1,1,[20005|51280|20006|342500],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|473|20|20|10|3],,hero_skill_name_25004001,84,[305004|28]
5000485,{20005:52150|20006:348300},25004171,-1,50004,"3|52150,4|348300,19|3200",233500,18,-1,1,[20005|52150|20006|348300],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|497|20|20|10|3],,hero_skill_name_25004001,85,[305004|28]
5000486,{20005:53018|20006:354100},25004171,-1,50004,"3|53018,4|354100,19|3220",237500,18,-1,1,[20005|53018|20006|354100],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|497|20|20|10|3],,hero_skill_name_25004001,86,[305004|28]
5000487,{20005:53886|20006:359900},25004171,-1,50004,"3|53886,4|359900,19|3240",241500,18,-1,1,[20005|53886|20006|359900],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|497|20|20|10|3],,hero_skill_name_25004001,87,[305004|28]
5000488,{20005:54754|20006:365700},25004171,-1,50004,"3|54754,4|365700,19|3260",245500,18,-1,1,[20005|54754|20006|365700],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|497|20|20|10|3],,hero_skill_name_25004001,88,[305004|28]
5000489,{20005:55622|20006:371500},25004171,-1,50004,"3|55622,4|371500,19|3280",249500,18,-1,1,[20005|55622|20006|371500],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|497|20|20|10|3],,hero_skill_name_25004001,89,[305004|28]
5000490,{20005:56490|20006:377300},25004181,-1,50004,"3|56490,4|377300,19|3300",253500,19,-1,1,[20005|56490|20006|377300],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|520|20|20|10|3],,hero_skill_name_25004001,90,[305004|28]
5000491,{20005:57360|20006:383100},25004181,-1,50004,"3|57360,4|383100,19|3320",257500,19,-1,1,[20005|57360|20006|383100],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|520|20|20|10|3],,hero_skill_name_25004001,91,[305004|28]
5000492,{20005:58230|20006:388900},25004181,-1,50004,"3|58230,4|388900,19|3340",261500,19,-1,1,[20005|58230|20006|388900],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|520|20|20|10|3],,hero_skill_name_25004001,92,[305004|28]
5000493,{20005:59100|20006:394700},25004181,-1,50004,"3|59100,4|394700,19|3360",265500,19,-1,1,[20005|59100|20006|394700],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|520|20|20|10|3],,hero_skill_name_25004001,93,[305004|28]
5000494,{20005:59970|20006:400500},25004181,-1,50004,"3|59970,4|400500,19|3380",269500,19,-1,1,[20005|59970|20006|400500],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|520|20|20|10|3],,hero_skill_name_25004001,94,[305004|28]
5000495,{20005:60840|20006:406300},25004191,-1,50004,"3|60840,4|406300,19|3400",273500,20,-1,1,[20005|60840|20006|406300],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|543|20|20|10|3],,hero_skill_name_25004001,95,[305004|28]
5000496,{20005:61708|20006:412120},25004191,-1,50004,"3|61708,4|412120,19|3420",277500,20,-1,1,[20005|61708|20006|412120],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|543|20|20|10|3],,hero_skill_name_25004001,96,[305004|28]
5000497,{20005:62576|20006:417940},25004191,-1,50004,"3|62576,4|417940,19|3440",281500,20,-1,1,[20005|62576|20006|417940],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|543|20|20|10|3],,hero_skill_name_25004001,97,[305004|28]
5000498,{20005:63444|20006:423760},25004191,-1,50004,"3|63444,4|423760,19|3460",285500,20,-1,1,[20005|63444|20006|423760],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|543|20|20|10|3],,hero_skill_name_25004001,98,[305004|28]
5000499,{20005:64312|20006:429580},25004191,-1,50004,"3|64312,4|429580,19|3480",289500,20,-1,1,[20005|64312|20006|429580],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|543|20|20|10|3],,hero_skill_name_25004001,99,[305004|28]
50004100,{20005:65180|20006:435400},25004201,-1,50004,"3|65180,4|435400,19|3500",293500,21,-1,1,[20005|65180|20006|435400],25004001,-1,[hero_skill_desc_25004001|hero_skill_desc_25004001_1],[6|567|18|20|15|3],,hero_skill_name_25004001,100,[305004|28]
5000500,{20005:2780|20006:19100},25005001,-1,50005,"3|2780,4|19100,18|100,19|100",7500,1,-1,1,[20005|2780|20006|19100],25005001,-1,[hero_skill_desc_25005001],[10|4|20],,hero_skill_name_25005001,0,
5000501,{20005:2898|20006:19880},25005001,-1,50005,"3|2898,4|19880,18|110,19|110",8200,1,-1,1,[20005|2898|20006|19880],25005001,-1,[hero_skill_desc_25005001],[10|4|20],,hero_skill_name_25005001,1,[305005|2]
5000502,{20005:3016|20006:20660},25005001,-1,50005,"3|3016,4|20660,18|120,19|120",8900,1,-1,1,[20005|3016|20006|20660],25005001,-1,[hero_skill_desc_25005001],[10|4|20],,hero_skill_name_25005001,2,[305005|2]
5000503,{20005:3134|20006:21440},25005001,-1,50005,"3|3134,4|21440,18|130,19|130",9600,1,-1,1,[20005|3134|20006|21440],25005001,-1,[hero_skill_desc_25005001],[10|4|20],,hero_skill_name_25005001,3,[305005|2]
5000504,{20005:3252|20006:22220},25005001,-1,50005,"3|3252,4|22220,18|140,19|140",10300,1,-1,1,[20005|3252|20006|22220],25005001,-1,[hero_skill_desc_25005001],[10|4|20],,hero_skill_name_25005001,4,[305005|2]
5000505,{20005:3370|20006:23000},25005011,-1,50005,"3|3370,4|23000,18|150,19|150",11000,2,-1,1,[20005|3370|20006|23000],25005001,-1,[hero_skill_desc_25005001],[12|4|20],,hero_skill_name_25005001,5,[305005|2]
5000506,{20005:3518|20006:23980},25005011,-1,50005,"3|3518,4|23980,18|160,19|160",11800,2,-1,1,[20005|3518|20006|23980],25005001,-1,[hero_skill_desc_25005001],[12|4|20],,hero_skill_name_25005001,6,[305005|4]
5000507,{20005:3666|20006:24960},25005011,-1,50005,"3|3666,4|24960,18|170,19|170",12600,2,-1,1,[20005|3666|20006|24960],25005001,-1,[hero_skill_desc_25005001],[12|4|20],,hero_skill_name_25005001,7,[305005|4]
5000508,{20005:3814|20006:25940},25005011,-1,50005,"3|3814,4|25940,18|180,19|180",13400,2,-1,1,[20005|3814|20006|25940],25005001,-1,[hero_skill_desc_25005001],[12|4|20],,hero_skill_name_25005001,8,[305005|4]
5000509,{20005:3962|20006:26920},25005011,-1,50005,"3|3962,4|26920,18|190,19|190",14200,2,-1,1,[20005|3962|20006|26920],25005001,-1,[hero_skill_desc_25005001],[12|4|20],,hero_skill_name_25005001,9,[305005|4]
5000510,{20005:4110|20006:27900},25005021,-1,50005,"3|4110,4|27900,18|200,19|200",15000,3,-1,1,[20005|4110|20006|27900],25005001,-1,[hero_skill_desc_25005001],[14|4|20],,hero_skill_name_25005001,10,[305005|4]
5000511,{20005:4300|20006:29180},25005021,-1,50005,"3|4300,4|29180,18|220,19|220",16100,3,-1,1,[20005|4300|20006|29180],25005001,-1,[hero_skill_desc_25005001],[14|4|20],,hero_skill_name_25005001,11,[305005|4]
5000512,{20005:4490|20006:30460},25005021,-1,50005,"3|4490,4|30460,18|240,19|240",17200,3,-1,1,[20005|4490|20006|30460],25005001,-1,[hero_skill_desc_25005001],[14|4|20],,hero_skill_name_25005001,12,[305005|4]
5000513,{20005:4680|20006:31740},25005021,-1,50005,"3|4680,4|31740,18|260,19|260",18300,3,-1,1,[20005|4680|20006|31740],25005001,-1,[hero_skill_desc_25005001],[14|4|20],,hero_skill_name_25005001,13,[305005|4]
5000514,{20005:4870|20006:33020},25005021,-1,50005,"3|4870,4|33020,18|280,19|280",19400,3,-1,1,[20005|4870|20006|33020],25005001,-1,[hero_skill_desc_25005001],[14|4|20],,hero_skill_name_25005001,14,[305005|4]
5000515,{20005:5060|20006:34300},25005031,-1,50005,"3|5060,4|34300,18|300,19|300",20500,4,-1,1,[20005|5060|20006|34300],25005001,-1,[hero_skill_desc_25005001|hero_skill_desc_25005001_1],[16|4|20|10],,hero_skill_name_25005001,15,[305005|4]
5000516,{20005:5304|20006:35920},25005031,-1,50005,"3|5304,4|35920,18|320,19|320",21800,4,-1,1,[20005|5304|20006|35920],25005001,-1,[hero_skill_desc_25005001|hero_skill_desc_25005001_1],[16|4|20|10],,hero_skill_name_25005001,16,[305005|8]
5000517,{20005:5548|20006:37540},25005031,-1,50005,"3|5548,4|37540,18|340,19|340",23100,4,-1,1,[20005|5548|20006|37540],25005001,-1,[hero_skill_desc_25005001|hero_skill_desc_25005001_1],[16|4|20|10],,hero_skill_name_25005001,17,[305005|8]
5000518,{20005:5792|20006:39160},25005031,-1,50005,"3|5792,4|39160,18|360,19|360",24400,4,-1,1,[20005|5792|20006|39160],25005001,-1,[hero_skill_desc_25005001|hero_skill_desc_25005001_1],[16|4|20|10],,hero_skill_name_25005001,18,[305005|8]
5000519,{20005:6036|20006:40780},25005031,-1,50005,"3|6036,4|40780,18|380,19|380",25700,4,-1,1,[20005|6036|20006|40780],25005001,-1,[hero_skill_desc_25005001|hero_skill_desc_25005001_1],[16|4|20|10],,hero_skill_name_25005001,19,[305005|8]
5000520,{20005:6280|20006:42400},25005041,-1,50005,"3|6280,4|42400,18|400,19|400",27000,5,-1,1,[20005|6280|20006|42400],25005001,-1,[hero_skill_desc_25005001|hero_skill_desc_25005001_1],[18|4|20|10],,hero_skill_name_25005001,20,[305005|8]
5000521,{20005:6580|20006:44400},25005041,-1,50005,"3|6580,4|44400,18|420,19|420",28700,5,-1,1,[20005|6580|20006|44400],25005001,-1,[hero_skill_desc_25005001|hero_skill_desc_25005001_1],[18|4|20|10],,hero_skill_name_25005001,21,[305005|8]
