id,alterFX,alterFX_Location,angle,scale,scaleVector
60428201,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[1000|1000],"(10.0, 10.0, 1.0)"
60428301,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[1000|1000],"(10.0, 10.0, 1.0)"
60456101,Effect/Battle/CommonEffect/Fx_YuJing_ShanXing_180_basic,1,0,[600|600],"(6.0, 6.0, 1.0)"
60456201,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,1,0,[1000|1000],"(10.0, 10.0, 1.0)"
60456301,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[1100|400],"(11.0, 4.0, 1.0)"
60456401,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[1400|300],"(14.0, 3.0, 1.0)"
60460101,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[600|200],"(6.0, 2.0, 1.0)"
60460401,Effect/Battle/CommonEffect/Fx_YuJing_ShanXing_180_basic,1,0,[500|500],"(5.0, 5.0, 1.0)"
60460501,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[1400|300],"(14.0, 3.0, 1.0)"
62026101,Effect/Battle/CommonEffect/Fx_YuJing_ShanXing_120_basic,3,0,[1000|1000],"(10.0, 10.0, 1.0)"
62026201,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,3,0,[600|600],"(6.0, 6.0, 1.0)"
62026301,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,3,0,[1000|100],"(10.0, 1.0, 1.0)"
62027101,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,3,0,[1200|300],"(12.0, 3.0, 1.0)"
62027102,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,3,0,[1600|300],"(16.0, 3.0, 1.0)"
62027103,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,3,0,[2000|300],"(20.0, 3.0, 1.0)"
62027104,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,3,0,[3200|300],"(32.0, 3.0, 1.0)"
62028101,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,3,0,[1100|1100],"(11.0, 11.0, 1.0)"
62029201,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,3,0,[500|500],"(5.0, 5.0, 1.0)"
62029301,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,3,0,[2000|250],"(20.0, 2.5, 1.0)"
62030101,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,3,0,[2000|150],"(20.0, 1.5, 1.0)"
64038201,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[720|250],"(7.2, 2.5, 1.0)"
70022001,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[100|100],"(1.0, 1.0, 1.0)"
70022101,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[800|200],"(8.0, 2.0, 1.0)"
70022201,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[450|450],"(4.5, 4.5, 1.0)"
70022301,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[450|450],"(4.5, 4.5, 1.0)"
70022302,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,45,[450|450],"(4.5, 4.5, 1.0)"
70022303,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,-45,[450|450],"(4.5, 4.5, 1.0)"
70023001,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[100|100],"(1.0, 1.0, 1.0)"
70023101,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[600|150],"(6.0, 1.5, 1.0)"
70023201,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[600|150],"(6.0, 1.5, 1.0)"
70023202,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[600|150],"(6.0, 1.5, 1.0)"
70023203,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[600|150],"(6.0, 1.5, 1.0)"
70023301,Effect/Battle/CommonEffect/Fx_YuJing_ShanXing_120_basic,1,0,[600|600],"(6.0, 6.0, 1.0)"
70024001,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[100|100],"(1.0, 1.0, 1.0)"
70024201,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[1500|350],"(15.0, 3.5, 1.0)"
70024301,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,2,0,[1000|1000],"(10.0, 10.0, 1.0)"
70026201,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[400|400],"(4.0, 4.0, 1.0)"
70026301,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[1500|350],"(15.0, 3.5, 1.0)"
70026302,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,90,[1500|350],"(15.0, 3.5, 1.0)"
70026303,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,180,[1500|350],"(15.0, 3.5, 1.0)"
70026304,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,270,[1500|350],"(15.0, 3.5, 1.0)"
70028201,Effect/Battle/CommonEffect/Fx_YuJing_ShanXing_120_basic,1,0,[400|400],"(4.0, 4.0, 1.0)"
70028301,Effect/Battle/CommonEffect/Fx_YuJing_spread_basic,2,0,[100|100],"(1.0, 1.0, 1.0)"
70029101,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[200|200],"(2.0, 2.0, 1.0)"
70029202,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,2,0,[1000|1000],"(10.0, 10.0, 1.0)"
70029301,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,2,0,[1200|1200],"(12.0, 12.0, 1.0)"
70029303,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[400|400],"(4.0, 4.0, 1.0)"
70037001,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[1000|150],"(10.0, 1.5, 1.0)"
70037201,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,2,0,[1000|1000],"(10.0, 10.0, 1.0)"
70037301,Effect/Battle/CommonEffect/Fx_YuJing_JuXing_basic,1,0,[800|350],"(8.0, 3.5, 1.0)"
71011001,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[100|100],"(1.0, 1.0, 1.0)"
71011101,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[200|200],"(2.0, 2.0, 1.0)"
71011201,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[400|400],"(4.0, 4.0, 1.0)"
71011301,Effect/Battle/CommonEffect/Fx_YuJing_spread_basic,2,0,[100|100],"(1.0, 1.0, 1.0)"
71014001,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[100|100],"(1.0, 1.0, 1.0)"
71016001,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[100|100],"(1.0, 1.0, 1.0)"
71015101,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[300|300],"(3.0, 3.0, 1.0)"
71019101,Effect/Battle/CommonEffect/Fx_YuJing_ShanXing_60_basic,1,0,[1100|1100],"(11.0, 11.0, 1.0)"
71041201,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,2,0,[1400|1400],"(14.0, 14.0, 1.0)"
71041301,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,2,0,[1000|1000],"(10.0, 10.0, 1.0)"
88006102,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[600|600],"(6.0, 6.0, 1.0)"
88007102,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[600|600],"(6.0, 6.0, 1.0)"
88013101,Effect/Battle/CommonEffect/Fx_YuJing_Yuan_basic,0,0,[300|300],"(3.0, 3.0, 1.0)"
