id,carryIconAtlas,carry_icon,carry_icon_atlas,citybuilding,defaultPathNode,dirType,endAnimeList,endbubble,endBubbles,endstate,IsShowProgressBar,lasttime,moveto_slot,ProgressBarOffset,progressPos,publicuse,skinID,startAnimeList,startbubble,startBubbles,startstate,type
3011,Atlas/UI_Item,,,-1,Relax (20),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3012,Atlas/UI_Item,,,-1,Z_15,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3013,Atlas/UI_Item,,,-1,Z_1,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3014,Atlas/UI_Item,,,-1,Z_14,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3015,Atlas/UI_Item,,,-1,Z_9,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3016,Atlas/UI_Item,,,-1,O,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3017,Atlas/UI_Item,,,-1,Z_point (1),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3018,Atlas/UI_Item,,,-1,Z_12,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3019,Atlas/UI_Item,,,-1,Z_point (6),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3020,Atlas/UI_Item,,,-1,Z_8,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3021,Atlas/UI_Item,,,-1,Relax (29),0,[run|run],,[],[run|run],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3022,Atlas/UI_Item,,,-1,Relax (35),0,[run|run],,[],[run|run],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3023,Atlas/UI_Item,,,-1,Relax (34),0,[run|run],,[],[run|run],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3024,Atlas/UI_Item,,,-1,Relax (10),0,[run|run],,[],[run|run],0,10,0,[0|0],[0|0],1,-1,[clean|idle],,[],[clean|idle],0
3025,Atlas/UI_Item,,,-1,Z_52,0,[run|run],,[],[run|run],0,10,0,[0|0],[0|0],1,-1,[clean|idle],,[],[clean|idle],0
3026,Atlas/UI_Item,,,-1,Z_16,0,[run|run],,[],[run|run],0,10,0,[0|0],[0|0],1,-1,[clean|idle],,[],[clean|idle],0
3027,Atlas/UI_Item,,,-1,Relax (29),0,[run|run],,[],[run|run],0,10,0,[0|0],[0|0],1,-1,[clean|idle],,[],[clean|idle],0
3028,Atlas/UI_Item,,,-1,Relax (34),0,[run|run],,[],[run|run],0,8,0,[0|0],[0|0],1,-1,[water|idle],,[],[water|idle],0
3029,Atlas/UI_Item,,,-1,,0,[],,[],,0,8,0,[0|0],[0|0],1,-1,[],,[],,0
3030,Atlas/UI_Item,,,-1,,0,[],,[],,0,8,0,[0|0],[0|0],1,-1,[],,[],,0
3031,Atlas/UI_Item,,,-1,Relax (37),0,[run|run],,[],[run|run],0,30,0,[0|0],[0|0],1,-1,[read_book|idle],,[],[read_book|idle],0
3032,Atlas/UI_Item,,,-1,Relax (42),0,[run|run],,[],[run|run],0,30,0,[0|0],[0|0],1,-1,[read_book|idle],,[],[read_book|idle],0
3033,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3034,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3035,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3036,Atlas/UI_Item,,,-1,Relax (21),0,[run|run],,[],[run|run],0,30,0,[0|0],[0|0],1,-1,[sit_land_1|idle],,[],[sit_land_1|idle],0
3037,Atlas/UI_Item,,,-1,Relax (22),1,[run|run],,[],[run|run],0,30,0,[0|0],[0|0],1,-1,[sit_land_2|idle],,[],[sit_land_2|idle],0
3038,Atlas/UI_Item,,,-1,Relax (23),-1,[run|run],,[],[run|run],0,30,0,[0|0],[0|0],1,-1,[sit_land_3|idle],,[],[sit_land_3|idle],0
3039,Atlas/UI_Item,,,-1,Relax (24),-1,[run|run],,[],[run|run],0,30,0,[0|0],[0|0],1,-1,[sit_land_1|idle],,[],[sit_land_1|idle],0
3040,Atlas/UI_Item,,,-1,Relax (25),-1,[run|run],,[],[run|run],0,30,0,[0|0],[0|0],1,-1,[sit_land_2|idle],,[],[sit_land_2|idle],0
3041,Atlas/UI_Item,,,-1,Relax (26),1,[run|run],,[],[run|run],0,30,0,[0|0],[0|0],1,-1,[sit_land_3|idle],,[],[sit_land_3|idle],0
4001,Atlas/UI_Item,,,-1,Relax (1),0,[run|run],,[],[run|run],0,43,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4002,Atlas/UI_Item,,,-1,Z_2,0,[run|run],,[],[run|run],0,6,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4003,Atlas/UI_Item,,,-1,Z_10,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4004,Atlas/UI_Item,,,-1,Relax (2),0,[run|run],,[],[run|run],0,51,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4005,Atlas/UI_Item,,,-1,Relax (8),0,[run|run],,[],[run|run],0,8,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4006,Atlas/UI_Item,,,-1,Relax (10),0,[run|run],,[],[run|run],0,10,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4007,Atlas/UI_Item,,,-1,Relax (14),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4008,Atlas/UI_Item,,,-1,Relax (16),0,[run|run],[bubble_relax_7],[bubble_relax_7],[run|run],0,23,0,[0|0],[0|0],1,-1,[idle|idle],[bubble_work_6||bubble_emoji_3],[bubble_work_6||bubble_emoji_3],[idle|idle],0
4009,Atlas/UI_Item,,,-1,Relax (18),0,[run|run],,[],[run|run],0,35,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4010,Atlas/UI_Item,,,-1,Relax (19),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4011,Atlas/UI_Item,,,-1,Relax (20),0,[run|run],,[],[run|run],0,6,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4012,Atlas/UI_Item,,,-1,Z_15,0,[run|run],,[],[run|run],0,50,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4013,Atlas/UI_Item,,,-1,Z_1,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4014,Atlas/UI_Item,,,-1,Z_14,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4015,Atlas/UI_Item,,,-1,Z_9,0,[run|run],,[],[run|run],0,17,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4016,Atlas/UI_Item,,,-1,O,0,[run|run],,[],[run|run],0,35,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4017,Atlas/UI_Item,,,-1,Z_point (1),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4018,Atlas/UI_Item,,,-1,Z_12,0,[run|run],,[],[run|run],0,7,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4019,Atlas/UI_Item,,,-1,Z_point (6),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4020,Atlas/UI_Item,,,-1,Z_8,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4021,Atlas/UI_Item,,,-1,,0,[run|run],,[],[run|run],0,28,0,[0|0],[0|0],1,-1,[idle|idle],,[],[idle|idle],0
4022,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4023,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4024,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4025,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4026,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4027,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4028,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4029,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4030,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4031,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4032,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4033,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4034,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
4035,Atlas/UI_Item,,,-1,,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
5001,Atlas/UI_Item,,,-1,Build (1),0,[idle|idle],,[],[idle|idle],0,5,0,[0|0],[0|0],1,-1,[build|idle],,[],[build|idle],0
5002,Atlas/UI_Item,,,-1,Build (1),0,[run|run],,[],[run|run],0,3,0,[0|0],[0|0],1,-1,[cheer|idle],,[],[cheer|idle],0
5003,Atlas/UI_Item,,,-1,Build (2),0,[idle|idle],,[],[idle|idle],0,5,0,[0|0],[0|0],1,-1,[build|idle],,[],[build|idle],0
5004,Atlas/UI_Item,,,-1,Build (2),0,[run|run],,[],[run|run],0,3,0,[0|0],[0|0],1,-1,[cheer|idle],,[],[cheer|idle],0
100001,Atlas/UI_Item,,,-1,,0,[idle|idle],,[],[idle|idle],0,-1,0,[0|0],[0|0],0,-1,[work|work],,[],[work|work],0
100002,Atlas/UI_Item,,,-1,,0,[idle|idle],,[],[idle|idle],0,5,0,[0|0],[0|0],0,-1,[idle|idle],,[],[idle|idle],0
100101,Atlas/UI_Item,,,-1,,0,[idle|idle],,[],[idle|idle],0,-1,1,[0|0],[0|0],0,-1,[work|work],,[],[work|work],0
100102,Atlas/UI_Item,,,-1,,0,[idle|idle],,[],[idle|idle],0,5,0,[0|0],[0|0],0,-1,[idle|idle],,[],[idle|idle],0
