Assembly,FullTypeName,TypeName,UsedBySuccessfulExport,GenerateMetaSignatures,GetMetaEnumeratorDeclaringType,StaticStringMembers
GameProj,CitybuildingDIYSuitPropertyMeta,CitybuildingDIYSuitPropertyMeta,true,"CitybuildingDIYSuitPropertyMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CitybuildingDIYSuitPropertyMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CitybuildingDIYSuitPropertyMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,CitybuildingFunctionMeta,CitybuildingFunctionMeta,true,"CitybuildingFunctionMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CitybuildingFunctionMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CitybuildingFunctionMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,CitybuildingGuidebookMeta,CitybuildingGuidebookMeta,true,"CitybuildingGuidebookMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CitybuildingGuidebookMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CitybuildingGuidebookMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,CitybuildingLvupMeta,CitybuildingLvupMeta,true,"CitybuildingLvupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CitybuildingLvupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CitybuildingLvupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,CitybuildingLvupNewMeta,CitybuildingLvupNewMeta,true,"CitybuildingLvupNewMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CitybuildingLvupNewMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CitybuildingLvupNewMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,CitybuildingMeta,CitybuildingMeta,false,"CitybuildingMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CitybuildingMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CitybuildingMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,CitybuildKingdomSwordMeta,CitybuildKingdomSwordMeta,true,"CitybuildKingdomSwordMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CitybuildKingdomSwordMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CitybuildKingdomSwordMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,CitybuildProductionMeta,CitybuildProductionMeta,true,"CitybuildProductionMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CitybuildProductionMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CitybuildProductionMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,CitybuildWarCenterMeta,CitybuildWarCenterMeta,true,"CitybuildWarCenterMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CitybuildWarCenterMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CitybuildWarCenterMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,CityFogMeta,CityFogMeta,false,"CityFogMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CityFogMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CityFogMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,CountryCurrencyMappingMeta,CountryCurrencyMappingMeta,true,"CountryCurrencyMappingMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CountryCurrencyMappingMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CountryCurrencyMappingMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,CrossActivityMeta,CrossActivityMeta,true,"CrossActivityMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[CrossActivityMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[CrossActivityMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,DarkLegionChallengeMeta,DarkLegionChallengeMeta,true,"DarkLegionChallengeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[DarkLegionChallengeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[DarkLegionChallengeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,DataConfigMeta,DataConfigMeta,false,"DataConfigMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[DataConfigMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[DataConfigMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,DevelopmentMeta,DevelopmentMeta,true,"DevelopmentMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[DevelopmentMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[DevelopmentMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,DialogEventMeta,DialogEventMeta,false,"DialogEventMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[DialogEventMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[DialogEventMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,DialogMeta,DialogMeta,true,"DialogMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[DialogMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[DialogMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,DiceMeta,DiceMeta,true,"DiceMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[DiceMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[DiceMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,DigTreasureMeta,DigTreasureMeta,true,"DigTreasureMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[DigTreasureMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[DigTreasureMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,DigTreasureRefreshMeta,DigTreasureRefreshMeta,true,"DigTreasureRefreshMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[DigTreasureRefreshMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[DigTreasureRefreshMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,DispathHeroMeta,DispathHeroMeta,true,"DispathHeroMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[DispathHeroMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[DispathHeroMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentBreakMeta,EquipmentBreakMeta,true,"EquipmentBreakMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentBreakMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentBreakMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentBuildMeta,EquipmentBuildMeta,true,"EquipmentBuildMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentBuildMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentBuildMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentEntryMeta,EquipmentEntryMeta,true,"EquipmentEntryMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentEntryMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentEntryMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentMakeLevelMeta,EquipmentMakeLevelMeta,true,"EquipmentMakeLevelMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentMakeLevelMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentMakeLevelMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentMasterMeta,EquipmentMasterMeta,true,"EquipmentMasterMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentMasterMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentMasterMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentMaterialMeta,EquipmentMaterialMeta,true,"EquipmentMaterialMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentMaterialMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentMaterialMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentMeta,EquipmentMeta,true,"EquipmentMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentNewMeta,EquipmentNewMeta,true,"EquipmentNewMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentNewMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentNewMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentSlotMeta,EquipmentSlotMeta,true,"EquipmentSlotMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentSlotMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentSlotMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentStarUpMeta,EquipmentStarUpMeta,true,"EquipmentStarUpMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentStarUpMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentStarUpMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentSuitMeta,EquipmentSuitMeta,true,"EquipmentSuitMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentSuitMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentSuitMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,EquipmentUpgradeMeta,EquipmentUpgradeMeta,true,"EquipmentUpgradeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[EquipmentUpgradeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[EquipmentUpgradeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ExchangeDirectMeta,ExchangeDirectMeta,true,"ExchangeDirectMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ExchangeDirectMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ExchangeDirectMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ExchangeFirstMeta,ExchangeFirstMeta,true,"ExchangeFirstMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ExchangeFirstMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ExchangeFirstMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ExchangeMeta,ExchangeMeta,true,"ExchangeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ExchangeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ExchangeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ExchangePayidMeta,ExchangePayidMeta,true,"ExchangePayidMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ExchangePayidMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ExchangePayidMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",GOOGLE_PLAY=googleplay | GOOGLE_PLAY_VN=googleplay_vn | APPLE_STORE_GLOBAL=applestore_global | APPLE_STORE=applestore | APPLE_STORE_CN=applestore_cn | APPLE_STORE_VN=applestore_vn
GameProj,ExchangeServerMeta,ExchangeServerMeta,false,,,
GameProj,ExclusiveLvupMeta,ExclusiveLvupMeta,true,"ExclusiveLvupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ExclusiveLvupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ExclusiveLvupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,FightCurveMeta,FightCurveMeta,true,"FightCurveMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[FightCurveMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[FightCurveMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,FightForceRatioMeta,FightForceRatioMeta,true,"FightForceRatioMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[FightForceRatioMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[FightForceRatioMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,FightTypeMeta,FightTypeMeta,true,"FightTypeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[FightTypeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[FightTypeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,FirepotIdleRewardMeta,FirepotIdleRewardMeta,true,"FirepotIdleRewardMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[FirepotIdleRewardMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[FirepotIdleRewardMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,FirepotQuickRaidMeta,FirepotQuickRaidMeta,true,"FirepotQuickRaidMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[FirepotQuickRaidMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[FirepotQuickRaidMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,FormBannerMeta,FormBannerMeta,true,"FormBannerMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[FormBannerMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[FormBannerMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,FunctionMeta,FunctionMeta,true,"FunctionMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[FunctionMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[FunctionMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,FundMeta,FundMeta,true,"FundMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[FundMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[FundMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GachabMeta,GachabMeta,true,"GachabMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GachabMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GachabMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GachaCMeta,GachaCMeta,true,"GachaCMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GachaCMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GachaCMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GachaLevelMeta,GachaLevelMeta,true,"GachaLevelMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GachaLevelMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GachaLevelMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GachaPreviewCMeta,GachaPreviewCMeta,true,"GachaPreviewCMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GachaPreviewCMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GachaPreviewCMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GachaPreviewGroupMeta,GachaPreviewGroupMeta,true,"GachaPreviewGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GachaPreviewGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GachaPreviewGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GachaPreviewMeta,GachaPreviewMeta,true,"GachaPreviewMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GachaPreviewMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GachaPreviewMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GachaRandomPoolMeta,GachaRandomPoolMeta,true,"GachaRandomPoolMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GachaRandomPoolMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GachaRandomPoolMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GashaponMeta,GashaponMeta,true,"GashaponMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GashaponMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GashaponMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GiftLoginMeta,GiftLoginMeta,true,"GiftLoginMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GiftLoginMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GiftLoginMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GoldbrickPayidMeta,GoldbrickPayidMeta,true,"GoldbrickPayidMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GoldbrickPayidMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GoldbrickPayidMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GoodsMeta,GoodsMeta,false,"GoodsMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GoodsMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GoodsMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GoodsRepayMeta,GoodsRepayMeta,true,"GoodsRepayMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GoodsRepayMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GoodsRepayMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,Guide2Meta,Guide2Meta,true,"Guide2Meta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[Guide2Meta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GuideMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GuidebookRewardMeta,GuidebookRewardMeta,true,"GuidebookRewardMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GuidebookRewardMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GuidebookRewardMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GuideEventMeta,GuideEventMeta,false,"GuideEventMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GuideEventMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GuideEventMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GuideMeta,GuideMeta,false,,,
GameProj,GuideSteplistMeta,GuideSteplistMeta,true,"GuideSteplistMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GuideSteplistMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GuideSteplistMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GuideUIMeta,GuideUIMeta,false,"GuideUIMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GuideUIMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GuideUIMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GvgBuildingMeta,GvgBuildingMeta,true,"GvgBuildingMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GvgBuildingMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GvgBuildingMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,GvgRankMeta,GvgRankMeta,true,"GvgRankMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[GvgRankMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[GvgRankMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroAuraMeta,HeroAuraMeta,true,"HeroAuraMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroAuraMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroAuraMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroAwakenMeta,HeroAwakenMeta,true,"HeroAwakenMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroAwakenMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroAwakenMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroBreakMeta,HeroBreakMeta,true,"HeroBreakMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroBreakMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroBreakMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroComponentLvupcostMeta,HeroComponentLvupcostMeta,true,"HeroComponentLvupcostMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroComponentLvupcostMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroComponentLvupcostMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroComponentLvupMeta,HeroComponentLvupMeta,true,"HeroComponentLvupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroComponentLvupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroComponentLvupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroComponentMeta,HeroComponentMeta,true,"HeroComponentMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroComponentMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroComponentMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
