id,activity_id,condition,conditions,group,mission_key,mission_reward,mission_reward_int,mission_reward2,mission_reward3,order,point_limit,point_limit2,vip
1258,-1,,[],74,,12210315,12210315,12210415,-1,15,2000,-1,-1
1259,-1,,[],74,,12210316,12210316,12210416,-1,16,2200,-1,-1
1260,-1,,[],74,,12210317,12210317,12210417,-1,17,2400,-1,-1
1261,-1,,[],74,,12210318,12210318,12210418,-1,18,2600,-1,-1
1262,-1,,[],74,,12210319,12210319,12210419,-1,19,2800,-1,-1
1263,-1,,[],74,,12210320,12210320,12210420,-1,20,3000,-1,-1
1264,-1,,[],74,,12210321,12210321,12210421,-1,21,3200,-1,-1
1265,-1,,[],74,,12210322,12210322,12210422,-1,22,3400,-1,-1
1266,-1,,[],74,,12210323,12210323,12210423,-1,23,3600,-1,-1
1267,-1,,[],74,,12210324,12210324,12210424,-1,24,3800,-1,-1
1268,-1,,[],74,,12210325,12210325,12210425,-1,25,4000,-1,-1
1269,-1,,[],75,,12210501,12210501,12210601,-1,1,100,-1,-1
1270,-1,,[],75,,12210502,12210502,12210602,-1,2,200,-1,-1
1271,-1,,[],75,,12210503,12210503,12210603,-1,3,300,-1,-1
1272,-1,,[],75,,12210504,12210504,12210604,-1,4,400,-1,-1
1273,-1,,[],75,,12210505,12210505,12210605,-1,5,500,-1,-1
1274,-1,,[],75,,12210506,12210506,12210606,-1,6,600,-1,-1
1275,-1,,[],75,,12210507,12210507,12210607,-1,7,700,-1,-1
1276,-1,,[],75,,12210508,12210508,12210608,-1,8,800,-1,-1
1277,-1,,[],75,,12210509,12210509,12210609,-1,9,900,-1,-1
1278,-1,,[],75,,12210510,12210510,12210610,-1,10,1000,-1,-1
1279,-1,,[],75,,12210511,12210511,12210611,-1,11,1200,-1,-1
1280,-1,,[],75,,12210512,12210512,12210612,-1,12,1400,-1,-1
1281,-1,,[],75,,12210513,12210513,12210613,-1,13,1600,-1,-1
1282,-1,,[],75,,12210514,12210514,12210614,-1,14,1800,-1,-1
1283,-1,,[],75,,12210515,12210515,12210615,-1,15,2000,-1,-1
1284,-1,,[],75,,12210516,12210516,12210616,-1,16,2200,-1,-1
1285,-1,,[],75,,12210517,12210517,12210617,-1,17,2400,-1,-1
1286,-1,,[],75,,12210518,12210518,12210618,-1,18,2600,-1,-1
1287,-1,,[],75,,12210519,12210519,12210619,-1,19,2800,-1,-1
1288,-1,,[],75,,12210520,12210520,12210620,-1,20,3000,-1,-1
1289,-1,,[],75,,12210521,12210521,12210621,-1,21,3200,-1,-1
1290,-1,,[],75,,12210522,12210522,12210622,-1,22,3400,-1,-1
1291,-1,,[],75,,12210523,12210523,12210623,-1,23,3600,-1,-1
1292,-1,,[],75,,12210524,12210524,12210624,-1,24,3800,-1,-1
1293,-1,,[],75,,12210525,12210525,12210625,-1,25,4000,-1,-1
1294,-1,,[],76,,12146001,12146001,12219101,-1,1,100,-1,-1
1295,-1,,[],76,,12146002,12146002,12219102,-1,2,200,-1,-1
1296,-1,,[],76,,12146003,12146003,12219103,-1,3,300,-1,-1
1297,-1,,[],76,,12146004,12146004,12219104,-1,4,400,-1,-1
1298,-1,,[],76,,12146005,12146005,12219105,-1,5,500,-1,-1
1299,-1,,[],76,,12146006,12146006,12219106,-1,6,600,-1,-1
1300,-1,,[],76,,12146007,12146007,12219107,-1,7,700,-1,-1
1301,-1,,[],76,,12146008,12146008,12219108,-1,8,800,-1,-1
1302,-1,,[],76,,12146009,12146009,12219109,-1,9,900,-1,-1
1303,-1,,[],76,,12146010,12146010,12219110,-1,10,1000,-1,-1
1304,-1,,[],76,,12146011,12146011,12219111,-1,11,1100,-1,-1
1305,-1,,[],76,,12146012,12146012,12219112,-1,12,1200,-1,-1
1306,-1,,[],76,,12146013,12146013,12219113,-1,13,1300,-1,-1
1307,-1,,[],76,,12146014,12146014,12219114,-1,14,1400,-1,-1
1308,-1,,[],76,,12146015,12146015,12219115,-1,15,1500,-1,-1
1309,-1,,[],76,,12146016,12146016,12219116,-1,16,1600,-1,-1
1310,-1,,[],76,,12146017,12146017,12219117,-1,17,1700,-1,-1
1311,-1,,[],76,,12146018,12146018,12219118,-1,18,1800,-1,-1
1312,-1,,[],76,,12146019,12146019,12219119,-1,19,1900,-1,-1
1313,-1,,[],76,,12146020,12146020,12219120,-1,20,2000,-1,-1
1314,-1,,[],76,,12146021,12146021,12219121,-1,21,2100,-1,-1
1315,-1,,[],76,,12146022,12146022,12219122,-1,22,2200,-1,-1
1316,-1,,[],76,,12146023,12146023,12219123,-1,23,2300,-1,-1
1317,-1,,[],76,,12146024,12146024,12219124,-1,24,2400,-1,-1
1318,-1,,[],76,,12146025,12146025,12219125,-1,25,2500,-1,-1
1319,-1,,[],77,,12220301,12220301,12220401,-1,1,100,-1,-1
1320,-1,,[],77,,12220302,12220302,12220402,-1,2,200,-1,-1
1321,-1,,[],77,,12220303,12220303,12220403,-1,3,300,-1,-1
1322,-1,,[],77,,12220304,12220304,12220404,-1,4,400,-1,-1
1323,-1,,[],77,,12220305,12220305,12220405,-1,5,500,-1,-1
1324,-1,,[],77,,12220306,12220306,12220406,-1,6,600,-1,-1
1325,-1,,[],77,,12220307,12220307,12220407,-1,7,700,-1,-1
1326,-1,,[],77,,12220308,12220308,12220408,-1,8,800,-1,-1
1327,-1,,[],77,,12220309,12220309,12220409,-1,9,900,-1,-1
1328,-1,,[],77,,12220310,12220310,12220410,-1,10,1000,-1,-1
1329,-1,,[],77,,12220311,12220311,12220411,-1,11,1200,-1,-1
1330,-1,,[],77,,12220312,12220312,12220412,-1,12,1400,-1,-1
1331,-1,,[],77,,12220313,12220313,12220413,-1,13,1600,-1,-1
1332,-1,,[],77,,12220314,12220314,12220414,-1,14,1800,-1,-1
1333,-1,,[],77,,12220315,12220315,12220415,-1,15,2000,-1,-1
1334,-1,,[],77,,12220316,12220316,12220416,-1,16,2200,-1,-1
1335,-1,,[],77,,12220317,12220317,12220417,-1,17,2400,-1,-1
1336,-1,,[],77,,12220318,12220318,12220418,-1,18,2600,-1,-1
1337,-1,,[],77,,12220319,12220319,12220419,-1,19,2800,-1,-1
1338,-1,,[],77,,12220320,12220320,12220420,-1,20,3000,-1,-1
1339,-1,,[],77,,12220321,12220321,12220421,-1,21,3200,-1,-1
1340,-1,,[],77,,12220322,12220322,12220422,-1,22,3400,-1,-1
1341,-1,,[],77,,12220323,12220323,12220423,-1,23,3600,-1,-1
1342,-1,,[],77,,12220324,12220324,12220424,-1,24,3800,-1,-1
1343,-1,,[],77,,12220325,12220325,12220425,-1,25,4000,-1,-1
1344,-1,,[],78,,12221201,12221201,-1,-1,1,300,-1,-1
1345,-1,,[],78,,12221202,12221202,-1,-1,2,1280,-1,-1
1346,-1,,[],78,,12221203,12221203,-1,-1,3,3280,-1,-1
1347,-1,,[],78,,12221204,12221204,-1,-1,4,6480,-1,-1
1348,-1,,[],78,,12221205,12221205,-1,-1,5,15000,-1,-1
1349,-1,,[],78,,12221206,12221206,-1,-1,6,30000,-1,-1
1350,-1,,[],79,,12221301,12221301,12221401,-1,1,100,-1,-1
1351,-1,,[],79,,12221302,12221302,12221402,-1,2,200,-1,-1
1352,-1,,[],79,,12221303,12221303,12221403,-1,3,300,-1,-1
1353,-1,,[],79,,12221304,12221304,12221404,-1,4,400,-1,-1
1354,-1,,[],79,,12221305,12221305,12221405,-1,5,500,-1,-1
1355,-1,,[],79,,12221306,12221306,12221406,-1,6,600,-1,-1
1356,-1,,[],79,,12221307,12221307,12221407,-1,7,700,-1,-1
1357,-1,,[],79,,12221308,12221308,12221408,-1,8,800,-1,-1
1358,-1,,[],79,,12221309,12221309,12221409,-1,9,900,-1,-1
1359,-1,,[],79,,12221310,12221310,12221410,-1,10,1000,-1,-1
1360,-1,,[],79,,12221311,12221311,12221411,-1,11,1200,-1,-1
1361,-1,,[],79,,12221312,12221312,12221412,-1,12,1400,-1,-1
1362,-1,,[],79,,12221313,12221313,12221413,-1,13,1600,-1,-1
1363,-1,,[],79,,12221314,12221314,12221414,-1,14,1800,-1,-1
1364,-1,,[],79,,12221315,12221315,12221415,-1,15,2000,-1,-1
1365,-1,,[],79,,12221316,12221316,12221416,-1,16,2200,-1,-1
1366,-1,,[],79,,12221317,12221317,12221417,-1,17,2400,-1,-1
1367,-1,,[],79,,12221318,12221318,12221418,-1,18,2600,-1,-1
1368,-1,,[],79,,12221319,12221319,12221419,-1,19,2800,-1,-1
1369,-1,,[],79,,12221320,12221320,12221420,-1,20,3000,-1,-1
1370,-1,,[],79,,12221321,12221321,12221421,-1,21,3200,-1,-1
1371,-1,,[],79,,12221322,12221322,12221422,-1,22,3400,-1,-1
1372,-1,,[],79,,12221323,12221323,12221423,-1,23,3600,-1,-1
1373,-1,,[],79,,12221324,12221324,12221424,-1,24,3800,-1,-1
1374,-1,,[],79,,12221325,12221325,12221425,-1,25,4000,-1,-1
1375,-1,,[],80,,12221501,12221501,12221601,-1,1,100,-1,-1
1376,-1,,[],80,,12221502,12221502,12221602,-1,2,200,-1,-1
1377,-1,,[],80,,12221503,12221503,12221603,-1,3,300,-1,-1
1378,-1,,[],80,,12221504,12221504,12221604,-1,4,400,-1,-1
1379,-1,,[],80,,12221505,12221505,12221605,-1,5,500,-1,-1
1380,-1,,[],80,,12221506,12221506,12221606,-1,6,600,-1,-1
1381,-1,,[],80,,12221507,12221507,12221607,-1,7,700,-1,-1
1382,-1,,[],80,,12221508,12221508,12221608,-1,8,800,-1,-1
1383,-1,,[],80,,12221509,12221509,12221609,-1,9,900,-1,-1
1384,-1,,[],80,,12221510,12221510,12221610,-1,10,1000,-1,-1
1385,-1,,[],80,,12221511,12221511,12221611,-1,11,1200,-1,-1
1386,-1,,[],80,,12221512,12221512,12221612,-1,12,1400,-1,-1
1387,-1,,[],80,,12221513,12221513,12221613,-1,13,1600,-1,-1
1388,-1,,[],80,,12221514,12221514,12221614,-1,14,1800,-1,-1
1389,-1,,[],80,,12221515,12221515,12221615,-1,15,2000,-1,-1
1390,-1,,[],80,,12221516,12221516,12221616,-1,16,2200,-1,-1
1391,-1,,[],80,,12221517,12221517,12221617,-1,17,2400,-1,-1
1392,-1,,[],80,,12221518,12221518,12221618,-1,18,2600,-1,-1
1393,-1,,[],80,,12221519,12221519,12221619,-1,19,2800,-1,-1
1394,-1,,[],80,,12221520,12221520,12221620,-1,20,3000,-1,-1
1395,-1,,[],80,,12221521,12221521,12221621,-1,21,3200,-1,-1
1396,-1,,[],80,,12221522,12221522,12221622,-1,22,3400,-1,-1
1397,-1,,[],80,,12221523,12221523,12221623,-1,23,3600,-1,-1
1398,-1,,[],80,,12221524,12221524,12221624,-1,24,3800,-1,-1
1399,-1,,[],80,,12221525,12221525,12221625,-1,25,4000,-1,-1
1400,-1,,[],81,,12281501,12281501,-1,-1,1,300,-1,-1
1401,-1,,[],81,,12281502,12281502,-1,-1,2,1280,-1,-1
1402,-1,,[],81,,12281503,12281503,-1,-1,3,3280,-1,-1
1403,-1,,[],81,,12281504,12281504,-1,-1,4,6480,-1,-1
1404,-1,,[],81,,12281505,12281505,-1,-1,5,15000,-1,-1
1405,-1,,[],81,,12281506,12281506,-1,-1,6,30000,-1,-1
1406,-1,,[],82,,12281601,12281601,12281701,-1,1,100,-1,-1
1407,-1,,[],82,,12281602,12281602,12281702,-1,2,200,-1,-1
1408,-1,,[],82,,12281603,12281603,12281703,-1,3,300,-1,-1
1409,-1,,[],82,,12281604,12281604,12281704,-1,4,400,-1,-1
1410,-1,,[],82,,12281605,12281605,12281705,-1,5,500,-1,-1
1411,-1,,[],82,,12281606,12281606,12281706,-1,6,600,-1,-1
1412,-1,,[],82,,12281607,12281607,12281707,-1,7,700,-1,-1
1413,-1,,[],82,,12281608,12281608,12281708,-1,8,800,-1,-1
1414,-1,,[],82,,12281609,12281609,12281709,-1,9,900,-1,-1
1415,-1,,[],82,,12281610,12281610,12281710,-1,10,1000,-1,-1
1416,-1,,[],82,,12281611,12281611,12281711,-1,11,1200,-1,-1
1417,-1,,[],82,,12281612,12281612,12281712,-1,12,1400,-1,-1
1418,-1,,[],82,,12281613,12281613,12281713,-1,13,1600,-1,-1
1419,-1,,[],82,,12281614,12281614,12281714,-1,14,1800,-1,-1
1420,-1,,[],82,,12281615,12281615,12281715,-1,15,2000,-1,-1
1421,-1,,[],82,,12281616,12281616,12281716,-1,16,2200,-1,-1
1422,-1,,[],82,,12281617,12281617,12281717,-1,17,2400,-1,-1
1423,-1,,[],82,,12281618,12281618,12281718,-1,18,2600,-1,-1
1424,-1,,[],82,,12281619,12281619,12281719,-1,19,2800,-1,-1
1425,-1,,[],82,,12281620,12281620,12281720,-1,20,3000,-1,-1
1426,-1,,[],82,,12281621,12281621,12281721,-1,21,3200,-1,-1
1427,-1,,[],82,,12281622,12281622,12281722,-1,22,3400,-1,-1
1428,-1,,[],82,,12281623,12281623,12281723,-1,23,3600,-1,-1
1429,-1,,[],82,,12281624,12281624,12281724,-1,24,3800,-1,-1
1430,-1,,[],82,,12281625,12281625,12281725,-1,25,4000,-1,-1
1431,-1,,[],83,,12290001,12290001,-1,-1,1,300,-1,-1
1432,-1,,[],83,,12290002,12290002,-1,-1,2,1280,-1,-1
1433,-1,,[],83,,12290003,12290003,-1,-1,3,3280,-1,-1
1434,-1,,[],83,,12290004,12290004,-1,-1,4,6480,-1,-1
1435,-1,,[],83,,12290005,12290005,-1,-1,5,15000,-1,-1
1436,-1,,[],83,,12290006,12290006,-1,-1,6,30000,-1,-1
1437,-1,,[],84,,12298001,12298001,12298101,-1,1,100,-1,-1
1438,-1,,[],84,,12298002,12298002,12298102,-1,2,200,-1,-1
1439,-1,,[],84,,12298003,12298003,12298103,-1,3,300,-1,-1
1440,-1,,[],84,,12298004,12298004,12298104,-1,4,400,-1,-1
1441,-1,,[],84,,12298005,12298005,12298105,-1,5,500,-1,-1
1442,-1,,[],84,,12298006,12298006,12298106,-1,6,600,-1,-1
1443,-1,,[],84,,12298007,12298007,12298107,-1,7,700,-1,-1
1444,-1,,[],84,,12298008,12298008,12298108,-1,8,800,-1,-1
1445,-1,,[],84,,12298009,12298009,12298109,-1,9,900,-1,-1
1446,-1,,[],84,,12298010,12298010,12298110,-1,10,1000,-1,-1
1447,-1,,[],84,,12298011,12298011,12298111,-1,11,1100,-1,-1
1448,-1,,[],84,,12298012,12298012,12298112,-1,12,1200,-1,-1
1449,-1,,[],84,,12298013,12298013,12298113,-1,13,1300,-1,-1
1450,-1,,[],84,,12298014,12298014,12298114,-1,14,1400,-1,-1
1451,-1,,[],84,,12298015,12298015,12298115,-1,15,1500,-1,-1
1452,-1,,[],84,,12298016,12298016,12298116,-1,16,1650,-1,-1
1453,-1,,[],84,,12298017,12298017,12298117,-1,17,1800,-1,-1
1454,-1,,[],84,,12298018,12298018,12298118,-1,18,1950,-1,-1
1455,-1,,[],84,,12298019,12298019,12298119,-1,19,2100,-1,-1
1456,-1,,[],84,,12298020,12298020,12298120,-1,20,2250,-1,-1
1457,-1,,[],84,,12298021,12298021,12298121,-1,21,2400,-1,-1
1458,-1,,[],84,,12298022,12298022,12298122,-1,22,2600,-1,-1
1459,-1,,[],84,,12298023,12298023,12298123,-1,23,2800,-1,-1
1460,-1,,[],84,,12298024,12298024,12298124,-1,24,3000,-1,-1
1461,-1,,[],84,,12298025,12298025,12298125,-1,25,3200,-1,-1
1462,-1,,[],85,,12298026,12298026,12298126,-1,1,100,-1,-1
1463,-1,,[],85,,12298027,12298027,12298127,-1,2,200,-1,-1
1464,-1,,[],85,,12298028,12298028,12298128,-1,3,300,-1,-1
1465,-1,,[],85,,12298029,12298029,12298129,-1,4,400,-1,-1
1466,-1,,[],85,,12298030,12298030,12298130,-1,5,500,-1,-1
1467,-1,,[],85,,12298031,12298031,12298131,-1,6,600,-1,-1
1468,-1,,[],85,,12298032,12298032,12298132,-1,7,700,-1,-1
1469,-1,,[],85,,12298033,12298033,12298133,-1,8,800,-1,-1
1470,-1,,[],85,,12298034,12298034,12298134,-1,9,900,-1,-1
1471,-1,,[],85,,12298035,12298035,12298135,-1,10,1000,-1,-1
1472,-1,,[],85,,12298036,12298036,12298136,-1,11,1100,-1,-1
1473,-1,,[],85,,12298037,12298037,12298137,-1,12,1200,-1,-1
1474,-1,,[],85,,12298038,12298038,12298138,-1,13,1300,-1,-1
1475,-1,,[],85,,12298039,12298039,12298139,-1,14,1400,-1,-1
1476,-1,,[],85,,12298040,12298040,12298140,-1,15,1500,-1,-1
1477,-1,,[],85,,12298041,12298041,12298141,-1,16,1650,-1,-1
1478,-1,,[],85,,12298042,12298042,12298142,-1,17,1800,-1,-1
1479,-1,,[],85,,12298043,12298043,12298143,-1,18,1950,-1,-1
1480,-1,,[],85,,12298044,12298044,12298144,-1,19,2100,-1,-1
1481,-1,,[],85,,12298045,12298045,12298145,-1,20,2250,-1,-1
1482,-1,,[],85,,12298046,12298046,12298146,-1,21,2400,-1,-1
1483,-1,,[],85,,12298047,12298047,12298147,-1,22,2600,-1,-1
1484,-1,,[],85,,12298048,12298048,12298148,-1,23,2800,-1,-1
1485,-1,,[],85,,12298049,12298049,12298149,-1,24,3000,-1,-1
1486,-1,,[],85,,12298050,12298050,12298150,-1,25,3200,-1,-1
1487,-1,,[],86,,12293301,12293301,12293401,-1,1,100,-1,-1
1488,-1,,[],86,,12293302,12293302,12293402,-1,2,200,-1,-1
1489,-1,,[],86,,12293303,12293303,12293403,-1,3,300,-1,-1
1490,-1,,[],86,,12293304,12293304,12293404,-1,4,400,-1,-1
1491,-1,,[],86,,12293305,12293305,12293405,-1,5,500,-1,-1
1492,-1,,[],86,,12293306,12293306,12293406,-1,6,600,-1,-1
1493,-1,,[],86,,12293307,12293307,12293407,-1,7,700,-1,-1
1494,-1,,[],86,,12293308,12293308,12293408,-1,8,800,-1,-1
1495,-1,,[],86,,12293309,12293309,12293409,-1,9,900,-1,-1
1496,-1,,[],86,,12293310,12293310,12293410,-1,10,1000,-1,-1
1497,-1,,[],86,,12293311,12293311,12293411,-1,11,1200,-1,-1
1498,-1,,[],86,,12293312,12293312,12293412,-1,12,1400,-1,-1
1499,-1,,[],86,,12293313,12293313,12293413,-1,13,1600,-1,-1
1500,-1,,[],86,,12293314,12293314,12293414,-1,14,1800,-1,-1
1501,-1,,[],86,,12293315,12293315,12293415,-1,15,2000,-1,-1
1502,-1,,[],86,,12293316,12293316,12293416,-1,16,2200,-1,-1
1503,-1,,[],86,,12293317,12293317,12293417,-1,17,2400,-1,-1
1504,-1,,[],86,,12293318,12293318,12293418,-1,18,2600,-1,-1
1505,-1,,[],86,,12293319,12293319,12293419,-1,19,2800,-1,-1
1506,-1,,[],86,,12293320,12293320,12293420,-1,20,3000,-1,-1
1507,-1,,[],86,,12293321,12293321,12293421,-1,21,3200,-1,-1
1508,-1,,[],86,,12293322,12293322,12293422,-1,22,3400,-1,-1
1509,-1,,[],86,,12293323,12293323,12293423,-1,23,3600,-1,-1
1510,-1,,[],86,,12293324,12293324,12293424,-1,24,3800,-1,-1
1511,-1,,[],86,,12293325,12293325,12293425,-1,25,4000,-1,-1
1512,-1,,[],87,,12293101,12293101,-1,-1,1,50,-1,-1
1513,-1,,[],87,,12293102,12293102,-1,-1,2,100,-1,-1
1514,-1,,[],87,,12293103,12293103,-1,-1,3,200,-1,-1
1515,-1,,[],87,,12293104,12293104,-1,-1,4,400,-1,-1
1516,-1,,[],87,,12293105,12293105,-1,-1,5,600,-1,-1
1517,-1,,[],88,,401045101,401045101,-1,-1,1,50,-1,-1
1518,-1,,[],88,,401045102,401045102,-1,-1,2,100,-1,-1
1519,-1,,[],88,,401045103,401045103,-1,-1,3,150,-1,-1
1520,-1,,[],88,,401045104,401045104,-1,-1,4,250,-1,-1
1521,-1,,[],88,,401045105,401045105,-1,-1,5,400,-1,-1
1522,-1,,[],89,,401045301,401045301,-1,-1,1,15000,500,-1
1523,-1,,[],89,,401045302,401045302,-1,-1,2,20000,800,-1
1524,-1,,[],89,,401045303,401045303,-1,-1,3,35000,1100,-1
1525,-1,,[],89,,401045304,401045304,-1,-1,4,50000,1400,-1
1526,-1,,[],89,,401045305,401045305,-1,-1,5,75000,1700,-1
1527,-1,,[],89,,401045306,401045306,-1,-1,6,100000,1900,-1
1528,-1,,[],89,,401045307,401045307,-1,-1,7,125000,2150,-1
1529,-1,,[],89,,401045308,401045308,-1,-1,8,150000,2520,-1
1530,-1,,[],89,,401045309,401045309,-1,-1,9,180000,2900,-1
1531,-1,,[],89,,401045310,401045310,-1,-1,10,200000,3300,-1
1532,-1,,[],90,,401046001,401046001,401046101,-1,1,100,-1,-1
1533,-1,,[],90,,401046002,401046002,401046102,-1,2,200,-1,-1
1534,-1,,[],90,,401046003,401046003,401046103,-1,3,300,-1,-1
1535,-1,,[],90,,401046004,401046004,401046104,-1,4,400,-1,-1
1536,-1,,[],90,,401046005,401046005,401046105,-1,5,500,-1,-1
1537,-1,,[],90,,401046006,401046006,401046106,-1,6,600,-1,-1
1538,-1,,[],90,,401046007,401046007,401046107,-1,7,700,-1,-1
1539,-1,,[],90,,401046008,401046008,401046108,-1,8,800,-1,-1
1540,-1,,[],90,,401046009,401046009,401046109,-1,9,900,-1,-1
1541,-1,,[],90,,401046010,401046010,401046110,-1,10,1000,-1,-1
1542,-1,,[],90,,401046011,401046011,401046111,-1,11,1200,-1,-1
1543,-1,,[],90,,401046012,401046012,401046112,-1,12,1400,-1,-1
1544,-1,,[],90,,401046013,401046013,401046113,-1,13,1600,-1,-1
1545,-1,,[],90,,401046014,401046014,401046114,-1,14,1800,-1,-1
1546,-1,,[],90,,401046015,401046015,401046115,-1,15,2000,-1,-1
1547,-1,,[],90,,401046016,401046016,401046116,-1,16,2200,-1,-1
1548,-1,,[],90,,401046017,401046017,401046117,-1,17,2400,-1,-1
1549,-1,,[],90,,401046018,401046018,401046118,-1,18,2600,-1,-1
1550,-1,,[],90,,401046019,401046019,401046119,-1,19,2800,-1,-1
1551,-1,,[],90,,401046020,401046020,401046120,-1,20,3000,-1,-1
1552,-1,,[],90,,401046021,401046021,401046121,-1,21,3200,-1,-1
1553,-1,,[],90,,401046022,401046022,401046122,-1,22,3400,-1,-1
1554,-1,,[],90,,401046023,401046023,401046123,-1,23,3600,-1,-1
1555,-1,,[],90,,401046024,401046024,401046124,-1,24,3800,-1,-1
1556,-1,,[],90,,401046025,401046025,401046125,-1,25,4000,-1,-1
1557,-1,,[],91,,401056001,401056001,401056101,-1,1,100,-1,-1
1558,-1,,[],91,,401056002,401056002,401056102,-1,2,200,-1,-1
1559,-1,,[],91,,401056003,401056003,401056103,-1,3,300,-1,-1
1560,-1,,[],91,,401056004,401056004,401056104,-1,4,400,-1,-1
1561,-1,,[],91,,401056005,401056005,401056105,-1,5,500,-1,-1
1562,-1,,[],91,,401056006,401056006,401056106,-1,6,600,-1,-1
1563,-1,,[],91,,401056007,401056007,401056107,-1,7,700,-1,-1
1564,-1,,[],91,,401056008,401056008,401056108,-1,8,800,-1,-1
1565,-1,,[],91,,401056009,401056009,401056109,-1,9,900,-1,-1
1566,-1,,[],91,,401056010,401056010,401056110,-1,10,1000,-1,-1
1567,-1,,[],91,,401056011,401056011,401056111,-1,11,1100,-1,-1
1568,-1,,[],91,,401056012,401056012,401056112,-1,12,1200,-1,-1
1569,-1,,[],91,,401056013,401056013,401056113,-1,13,1300,-1,-1
1570,-1,,[],91,,401056014,401056014,401056114,-1,14,1400,-1,-1
1571,-1,,[],91,,401056015,401056015,401056115,-1,15,1500,-1,-1
1572,-1,,[],91,,401056016,401056016,401056116,-1,16,1600,-1,-1
1573,-1,,[],91,,401056017,401056017,401056117,-1,17,1700,-1,-1
1574,-1,,[],91,,401056018,401056018,401056118,-1,18,1800,-1,-1
1575,-1,,[],91,,401056019,401056019,401056119,-1,19,1900,-1,-1
1576,-1,,[],91,,401056020,401056020,401056120,-1,20,2000,-1,-1
1577,-1,,[],91,,401056021,401056021,401056121,-1,21,2100,-1,-1
1578,-1,,[],91,,401056022,401056022,401056122,-1,22,2200,-1,-1
1579,-1,,[],91,,401056023,401056023,401056123,-1,23,2300,-1,-1
1580,-1,,[],91,,401056024,401056024,401056124,-1,24,2400,-1,-1
1581,-1,,[],91,,401056025,401056025,401056125,-1,25,2500,-1,-1
1582,-1,,[],92,,401052301,401052301,401052401,-1,1,100,-1,-1
1583,-1,,[],92,,401052302,401052302,401052402,-1,2,200,-1,-1
1584,-1,,[],92,,401052303,401052303,401052403,-1,3,300,-1,-1
1585,-1,,[],92,,401052304,401052304,401052404,-1,4,400,-1,-1
1586,-1,,[],92,,401052305,401052305,401052405,-1,5,500,-1,-1
1587,-1,,[],92,,401052306,401052306,401052406,-1,6,600,-1,-1
1588,-1,,[],92,,401052307,401052307,401052407,-1,7,700,-1,-1
1589,-1,,[],92,,401052308,401052308,401052408,-1,8,800,-1,-1
1590,-1,,[],92,,401052309,401052309,401052409,-1,9,900,-1,-1
1591,-1,,[],92,,401052310,401052310,401052410,-1,10,1000,-1,-1
1592,-1,,[],92,,401052311,401052311,401052411,-1,11,1200,-1,-1
1593,-1,,[],92,,401052312,401052312,401052412,-1,12,1400,-1,-1
1594,-1,,[],92,,401052313,401052313,401052413,-1,13,1600,-1,-1
1595,-1,,[],92,,401052314,401052314,401052414,-1,14,1800,-1,-1
1596,-1,,[],92,,401052315,401052315,401052415,-1,15,2000,-1,-1
1597,-1,,[],92,,401052316,401052316,401052416,-1,16,2200,-1,-1
1598,-1,,[],92,,401052317,401052317,401052417,-1,17,2400,-1,-1
1599,-1,,[],92,,401052318,401052318,401052418,-1,18,2600,-1,-1
1600,-1,,[],92,,401052319,401052319,401052419,-1,19,2800,-1,-1
1601,-1,,[],92,,401052320,401052320,401052420,-1,20,3000,-1,-1
1602,-1,,[],92,,401052321,401052321,401052421,-1,21,3200,-1,-1
1603,-1,,[],92,,401052322,401052322,401052422,-1,22,3400,-1,-1
1604,-1,,[],92,,401052323,401052323,401052423,-1,23,3600,-1,-1
1605,-1,,[],92,,401052324,401052324,401052424,-1,24,3800,-1,-1
1606,-1,,[],92,,401052325,401052325,401052425,-1,25,4000,-1,-1
1607,-1,,[],93,,401056001,401056001,401106001,-1,1,100,-1,-1
1608,-1,,[],93,,401056002,401056002,401106002,-1,2,200,-1,-1
1609,-1,,[],93,,401056003,401056003,401106003,-1,3,300,-1,-1
1610,-1,,[],93,,401056004,401056004,401106004,-1,4,400,-1,-1
1611,-1,,[],93,,401056005,401056005,401106005,-1,5,500,-1,-1
1612,-1,,[],93,,401056006,401056006,401106006,-1,6,600,-1,-1
1613,-1,,[],93,,401056007,401056007,401106007,-1,7,700,-1,-1
1614,-1,,[],93,,401056008,401056008,401106008,-1,8,800,-1,-1
1615,-1,,[],93,,401056009,401056009,401106009,-1,9,900,-1,-1
1616,-1,,[],93,,401056010,401056010,401106010,-1,10,1000,-1,-1
1617,-1,,[],93,,401056011,401056011,401106011,-1,11,1100,-1,-1
1618,-1,,[],93,,401056012,401056012,401106012,-1,12,1200,-1,-1
1619,-1,,[],93,,401056013,401056013,401106013,-1,13,1300,-1,-1
1620,-1,,[],93,,401056014,401056014,401106014,-1,14,1400,-1,-1
1621,-1,,[],93,,401056015,401056015,401106015,-1,15,1500,-1,-1
1622,-1,,[],93,,401056016,401056016,401106016,-1,16,1600,-1,-1
1623,-1,,[],93,,401056017,401056017,401106017,-1,17,1700,-1,-1
1624,-1,,[],93,,401056018,401056018,401106018,-1,18,1800,-1,-1
1625,-1,,[],93,,401056019,401056019,401106019,-1,19,1900,-1,-1
1626,-1,,[],93,,401056020,401056020,401106020,-1,20,2000,-1,-1
1627,-1,,[],93,,401056021,401056021,401106021,-1,21,2100,-1,-1
1628,-1,,[],93,,401056022,401056022,401106022,-1,22,2200,-1,-1
