id,bind,FX,FX_Scale,FX_time,is_stop_delete,parent,skin_FX,type
10053101,-1,Effect/Battle/Fx_nvpu_skill0_SF,0,2000,1,-1,,1
10053201,-1,Effect/Battle/Fx_nvpu_skill01_SF,0,2500,1,-1,,1
10053301,-1,Effect/Battle/Fx_nvpu_skill02_SF,0,2500,1,-1,[Effect/Battle/Fx_nvpu_skill02_SF|Effect/Battle/Fx_nvpu_skill02_SF_skin2],1
10053802,-1,Effect/Battle/Fx_nvpu_zw_SF,0,1500,1,-1,,1
10054001,-1,Effect/Battle/Fx_zhihuanshi_attack_SF,0,1200,1,-1,,1
10054002,-1,Effect/Battle/Fx_zhihuanshi_attack1_SF,0,1500,1,-1,,1
10054101,-1,Effect/Battle/Fx_zhihuanshi_skill0_SF,0,1500,1,-1,,1
10054201,-1,Effect/Battle/Fx_zhihuanshi_skill1_SF,0,1500,1,-1,,1
10054301,-1,Effect/Battle/Fx_zhihuanshi_skill2_SF,0,2000,1,-1,,1
10054302,-1,Fx_zhihuanshi_skill2_mogu_GJ,0,1000,1,-1,,1
10054303,-1,Effect/Battle/Fx_zhihuanshi_skill2_mogu_die,0,3000,1,-1,,1
10054304,-1,Effect/Battle/Fx_zhihuanshi_skill2_mogu_birth,0,2000,1,-1,,1
10054802,-1,Effect/Battle/Fx_zhihuanshi_ZW_SF,0,1500,1,-1,,1
30025001,-1,Effect/Battle/Fx_zhihuanshi_ZW_mogu_SF,0,1500,1,-1,,1
24003001,102,Effect/Battle/YiJi_MiBao/E_mb_YueDing,0,2000,0,3,,2
24004001,102,Effect/Battle/YiJi_MiBao/E_mb_haojiao,0,2000,0,3,,2
24005001,102,Effect/Battle/YiJi_MiBao/E_mb_lianjin,0,2500,0,3,,2
24007001,102,Effect/Battle/YiJi_MiBao/E_mb_KongJuZhiYan,0,3000,0,3,,2
25001001,102,Effect/Battle/YiJi_MiBao/E_mb_GongJueWeiJie,0,5000,0,3,,2
25002001,101,Effect/Battle/YiJi_MiBao/BNWWG_BaoFengXue,0,5000,0,3,,2
25003001,102,Effect/Battle/YiJi_MiBao/E_mb_fy001,0,3000,0,3,,2
25004001,102,Effect/Battle/YiJi_MiBao/E_mb_PiFeng_SF,0,1833,0,3,,2
25005001,102,Effect/Battle/YiJi_MiBao/E_mb_TXZQ_SF,0,2000,0,3,,2
25006001,102,Effect/Battle/YiJi_MiBao/E_mb_BYTC_SF,0,2000,0,3,,2
25007001,102,Effect/Battle/YiJi_MiBao/E_mb_ShuangMianBi,0,2000,0,3,,2
25009001,102,Effect/Battle/YiJi_MiBao/E_mb_JinMoShouKao,0,2000,0,3,,2
25010001,102,Effect/Battle/YiJi_MiBao/zqj_mb_sf,0,2000,0,3,,2
25011001,102,Effect/Battle/YiJi_MiBao/Shihuamozhang_skill,0,3000,0,3,,2
25012001,102,Effect/Battle/YiJi_MiBao/E_mb_juanzhou_SF,0,1700,0,3,,2
25013001,102,Effect/Battle/YiJi_MiBao/E_mb_longxin,0,3000,0,3,,2
25014001,102,Effect/Battle/YiJi_MiBao/E_mb_xybz,0,3000,0,3,,2
25015001,102,Effect/Battle/YiJi_MiBao/E_mb_qiyuezhiyu_sf,0,3000,0,3,,2
25017001,102,Effect/Battle/YiJi_MiBao/E_mb_longhaibilei_SF,0,3000,0,3,,2
25018001,102,Effect/Battle/YiJi_MiBao/E_mb_janyu_SF,0,3000,0,3,,2
25019001,102,Effect/Battle/YiJi_MiBao/E_mb_bubaihuaguan_SF,0,3000,0,3,,2
30001002,-1,Effect/Battle/Treant_Birth_01,0,1000,0,-1,,1
30002002,-1,Effect/Battle/Fx_Priest_Skill_03,0,2000,0,-1,,1
30006001,-1,Effect/Battle/E_hyls_bz_attack,0,2000,1,-1,,1
30018002,-1,Effect/Battle/nvwu_skill02_shu_chuxian,0,1000,0,-1,[Effect/Battle/nvwu_skill02_shu_chuxian|Effect/Battle/nvwu_skill02_shu_chuxian_skin|Effect/Battle/nvwu_skill02_shu_chuxian_skin2|Effect/Battle/nvwu_skill02_shu_chuxian|Effect/Battle/nvwu_skill02_FZ_chuxian_skin4|Effect/Battle/nvwu_skill02_chuxian_skin5],1
53012101,-1,Effect/Battle/Boss/shachong_zh,0,1500,0,-1,,1
60009111,-1,Effect/Battle/Boss/WinterBoar_skill_1,0,500,0,-1,,1
60017111,-1,Effect/Battle/Boss/Bear_SF_02,0,1000,0,-1,,1
60026111,-1,Effect/Battle/Boss/GreenWorm_SF_skill_1,0,800,0,-1,,1
60046101,-1,Effect/Battle/Boss/EF_Skull_king_skill0,200,1500,0,-1,,1
60046201,-1,Effect/Battle/Boss/EF_Skull_king_skill1,200,1500,0,-1,,1
60050001,-1,Effect/Battle/Boss/ButcherGradeC_Attack,0,1000,0,-1,,1
60050201,-1,Effect/Battle/Boss/ButcherGradeC_skill1,0,2500,0,-1,,1
60050301,-1,Effect/Battle/Boss/ButcherGradeC_skil2,0,3500,0,-1,,1
60051101,-1,Effect/Battle/Boss/Skull_Shaman_attack_SF,0,1000,0,-1,,1
60051201,-1,Effect/Battle/Boss/Skull_Shaman_skill0_SF,0,2000,0,-1,,1
60059111,-1,Effect/Battle/Boss/WinterWarg_SF_01,0,750,0,-1,,1
60094011,-1,Effect/Battle/Boss/Fx_SJJR_Red_attack,0,500,0,-1,,1
60095011,-1,Effect/Battle/Boss/Fx_SJR_attack,0,500,0,-1,,1
60095311,-1,Effect/Battle/Boss/Fx_SJR_attack_Plus,0,1000,0,-1,,1
60096011,-1,Effect/Battle/Boss/Fx_DaJiao_attack_02,0,1000,0,-1,,1
60096111,-1,Effect/Battle/Boss/Fx_DaJiao_Attack,0,1000,0,-1,,1
60096211,-1,Effect/Battle/Boss/Fx_DaJiao_Skill0,0,1500,0,-1,,1
60097011,-1,Effect/Battle/Boss/Fx_JuMo_Attack,0,1000,0,-1,,1
60097111,-1,Effect/Battle/Boss/Fx_JuMo_Skill1,0,1000,0,-1,,1
60097211,-1,Effect/Battle/Boss/Fx_JuMo_Skill0,0,2000,0,-1,,1
60099011,-1,Effect/Battle/Boss/Fx_TrollCaptain_Attack,0,1000,0,-1,,1
60099111,-1,Effect/Battle/Boss/Fx_TrollCaptain_Skill1,0,1000,0,-1,,1
60099211,-1,Effect/Battle/Boss/Fx_TrollCaptain_Skill0,0,1500,0,-1,,1
60114011,-1,Effect/Battle/Boss/Resurrected_mayor_Attack,0,1000,0,-1,,1
60114201,-1,Effect/Battle/Boss/Resurrected_mayor_Skill1_SF,0,500,0,-1,,1
60114211,-1,Effect/Battle/Boss/Resurrected_mayor_Skill1,0,1000,0,-1,,1
60116011,-1,Effect/Battle/Boss/BlackKnight_Attack,0,1000,0,-1,,1
60116111,-1,Effect/Battle/Boss/BlackKnight_Skill0,0,2500,0,-1,,1
60116211,-1,Effect/Battle/Boss/BlackKnight_Skill1,0,1000,0,-1,,1
60143111,-1,Effect/Battle/Boss/Dragon_crystal_Skill0_DiLie,0,2000,0,-1,,1
60144011,-1,Effect/Battle/Boss/Captain_Hammer_Attack,0,1000,0,-1,,1
60144111,-1,Effect/Battle/Boss/Captain_Hammer_Skill0,0,1000,0,-1,,1
60144211,-1,Effect/Battle/Boss/Captain_Hammer_Skill1,0,1000,0,-1,,1
60145202,-1,Effect/Battle/Boss/HSL_skill1_gj,0,2000,0,-1,,1
60172011,-1,Effect/Battle/Boss/RLBB_attack,0,1000,0,-1,,1
60173011,-1,Effect/Battle/Boss/RLWB_attack,0,1000,0,-1,,1
60173111,-1,Effect/Battle/Boss/RLWB_Skill0,0,1000,0,-1,,1
60175011,-1,Effect/Battle/Boss/SRBB_Attack_01,0,1000,0,-1,,1
60176011,-1,Effect/Battle/Boss/SRWB_Attack_01,0,1000,0,-1,,1
60176111,-1,Effect/Battle/Boss/SRWB_Skill0,0,1000,0,-1,,1
60178011,-1,Effect/Battle/Boss/JLBB_attack_01,0,1000,0,-1,,1
60179011,-1,Effect/Battle/Boss/JLWB_attack_01,0,1000,0,-1,,1
60181111,-1,Effect/Battle/Boss/HARFS_Skill0_SF,0,1000,0,-1,,1
60182011,-1,Effect/Battle/Boss/HARSB_attack,0,1000,0,-1,,1
60182111,-1,Effect/Battle/Boss/HARSB_Skill0,0,1000,0,-1,,1
60183011,-1,Effect/Battle/Boss/RLLS_attack_01,0,1000,0,-1,,1
60184011,-1,Effect/Battle/Boss/RLDJ_attack_01,0,1000,0,-1,,1
60184111,-1,Effect/Battle/Boss/RLDJ_Skill0,0,1500,0,-1,,1
60184211,-1,Effect/Battle/Boss/RLDJ_Skill01,0,1000,0,-1,,1
60185011,-1,Effect/Battle/Boss/SRLS_Attack_01,0,1000,0,-1,,1
60185111,-1,Effect/Battle/Boss/SRLS_Skill01,0,1000,0,-1,,1
60186011,-1,Effect/Battle/Boss/SRDJ_Attack_01,0,1000,0,-1,,1
60186111,-1,Effect/Battle/Boss/SRDJ_Skill0,0,2000,0,-1,,1
60186211,-1,Effect/Battle/Boss/SRDJ_Skill01,0,1000,0,-1,,1
60187011,-1,Effect/Battle/Boss/JLZS_attack_01,0,1000,0,-1,,1
60187111,-1,Effect/Battle/Boss/JLZS_Skill0,0,1000,0,-1,,1
60188211,-1,Effect/Battle/Boss/JLDJ_Skill1_SF,0,1000,0,-1,,1
60189101,-1,Effect/Battle/Boss/WTQS_Skill0,0,2000,1,-1,,1
60195011,-1,Effect/Battle/Boss/SRJR_Attack,0,1000,1,-1,,1
60195111,-1,Effect/Battle/Boss/SRJR_Skill0,0,1000,1,-1,,1
60195311,-1,Effect/Battle/Boss/SRJR_Skill2,0,2000,1,-1,,1
60196011,-1,Effect/Battle/Boss/WCBFZ_Attack,0,1000,1,-1,,1
60196111,-1,Effect/Battle/Boss/WCBFZ_Skill0,0,1000,1,-1,,1
60196201,-1,Effect/Battle/Boss/WCBFZ_Skill1_SF,0,1500,1,-1,,1
60196211,-1,Effect/Battle/Boss/WCBFZ_Skill1,0,1500,1,-1,,1
60196311,-1,Effect/Battle/Boss/WCBFZ_Skill2,0,1500,1,-1,,1
60197001,-1,Effect/Battle/Boss/wcqsz_Attack,0,1500,1,-1,,1
60197101,-1,Effect/Battle/Boss/wcqsz_Skill0,0,1500,1,-1,,1
60197201,-1,Effect/Battle/Boss/wcqsz _skill01,0,2000,1,-1,,1
60197301,-1,Effect/Battle/Boss/wcqsz _skill02,0,2500,1,-1,,1
60198511,-1,Effect/Battle/Boss/Fx_Lachi_TuXi,0,2000,1,-1,,1
60209201,-1,Effect/Battle/Boss/TZ_Skill1,50,2500,1,-1,,1
60210101,-1,Effect/Battle/Boss/LJX_Skill1,0,1000,1,-1,,1
60210201,-1,Effect/Battle/Boss/LJX_Skill2_SF,0,1000,1,-1,,1
60215201,-1,Effect/Battle/Boss/KBSW_Skill0,0,1000,0,-1,,1
60221101,-1,Effect/Battle/Boss/KEDQS_Skill0,0,1000,0,-1,,1
60222001,-1,Effect/Battle/Boss/KEDXXZ_Attack01,0,1000,0,-1,,1
60222101,-1,Effect/Battle/Boss/KEDXXZ_Skill0,0,1000,0,-1,,1
60223001,-1,Effect/Battle/Boss/KEDJWJ_Attack01,0,1000,0,-1,,1
60223101,-1,Effect/Battle/Boss/KEDJWJ_Skill0,0,1000,0,-1,,1
60224101,-1,Effect/Battle/Boss/KED_Skill1_SF,0,1500,1,-1,,1
60224201,-1,Effect/Battle/Boss/KED_Skill2_SF,0,1500,1,-1,,1
60226101,-1,Effect/Battle/Boss/Fx_BX_skill0,0,1500,1,-1,,1
60226201,-1,Effect/Battle/Boss/Fx_BX_skill1_DG,0,1500,1,-1,,1
60232101,-1,Effect/Battle/Boss/Fx_DZ_skill0,0,1500,1,-1,,1
60233001,-1,Effect/Battle/Boss/Fx_JYDS_Attack,0,1500,1,-1,,1
60233101,-1,Effect/Battle/Boss/Fx_JYDS_Skill0,0,1500,1,-1,,1
60234001,-1,Effect/Battle/Boss/Fx_JYKG_Attack,0,1500,1,-1,,1
60234101,-1,Effect/Battle/Boss/Fx_JYKG_Skill0,0,1500,1,-1,,1
60236101,-1,Effect/Battle/Boss/Fx_JMR_skill0,0,2000,1,-1,,1
60237101,-1,Effect/Battle/Boss/Fx_HJLG_skill0,0,1500,0,-1,,1
60238101,-1,Effect/Battle/Boss/HJXDH_Skill0,0,2000,-1,-1,,1
60238102,-1,Effect/Battle/Boss/HJXDH_skill0_SF,0,2000,1,-1,,1
60238201,-1,Effect/Battle/Boss/HJXDH_Skill1,0,1500,1,-1,,1
60243001,-1,Effect/Battle/Boss/changbianzhenni_attack,0,1500,0,-1,,1
60243101,-1,Effect/Battle/Boss/changbianzhenni_skill0,0,1500,0,-1,,1
60243201,-1,Effect/Battle/Boss/changbianzhenni_skill1,0,3000,0,-1,,1
60243301,-1,Effect/Battle/Boss/changbianzhenni_skill2,0,1500,0,-1,,1
60245101,-1,Effect/Battle/Boss/heijindachui_skill0,0,1500,0,-1,,1
60245201,-1,Effect/Battle/Boss/heijindachui_skill1,0,1500,0,-1,,1
60245301,-1,Effect/Battle/Boss/heijindachui_skill2,0,1500,0,-1,,1
60247401,-1,Effect/Battle/Boss/shawang_skill3,0,1500,0,-1,,1
60248001,-1,Effect/Battle/Boss/sangshilong_attack_sf,0,1500,0,-1,,1
60248201,-1,Effect/Battle/Boss/sangshilong_skill1_sf,0,1500,0,-1,,1
60248301,-1,Effect/Battle/Boss/sangshilong_skill2,0,1700,0,-1,,1
60248401,101,Effect/Battle/Boss/sangshilong_skill3_yanjing,50,1500,0,3,,2
60248501,-1,Effect/Battle/Boss/sangshilong_skill4,0,1500,0,-1,,1
60260501,-1,Effect/Battle/Boss/mibao_GTJT_skill03_sf,0,1500,0,-1,,1
60266001,-1,Effect/Battle/Boss/rongyanbalong_attack,0,1500,0,-1,,1
60266101,-1,Effect/Battle/Boss/rongyanbalong_skill0,0,3000,0,-1,,1
60266201,-1,Effect/Battle/Boss/rongyanbalong_skill1,0,3000,0,-1,,1
60266401,-1,Effect/Battle/Boss/rongyanbalong_skill3_2,0,3500,0,-1,,1
60266501,-1,Effect/Battle/Boss/rongyanbalong_skill4_sf,0,3000,0,-1,,1
60280201,-1,Effect/Battle/Boss/PSR_YJ_Skill2,0,1500,0,-1,,1
60283101,-1,Effect/Battle/Boss/huoshanshou_skill0,0,2000,0,-1,,1
60283201,-1,Effect/Battle/Boss/huoshanshou_skill1,0,3000,0,-1,,1
60284101,-1,Effect/Battle/Boss/FSYS_skill0,0,4500,0,-1,,1
60288201,-1,Effect/Battle/Boss/SRJR_Skill2,0,2000,1,-1,,1
60289101,-1,Effect/Battle/Boss/XRZzhanshi_hit,200,3000,0,-1,,1
60297101,-1,Effect/Battle/Boss/RTZW_skill1,0,2000,0,-1,,1
60297201,-1,Effect/Battle/Boss/RTZW_skill2,0,2000,0,-1,,1
60297301,-1,Effect/Battle/Boss/RTZW_skill3,0,2000,0,-1,,1
60304301,-1,Seasons/S2/Effect/Boss/HDLQ_skill2_SF,0,2000,0,-1,,1
60304501,-1,Seasons/S2/Effect/Boss/HDLQ_skill4_SF,0,3000,0,-1,,1
60305201,-1,Seasons/S2/Effect/Boss/BSTF_skill01,0,3000,0,-1,,1
60305301,-1,Seasons/S2/Effect/Boss/BSTF_skill02,0,5000,0,-1,,1
60305401,-1,Seasons/S2/Effect/Boss/BSTF_skill03_sf,0,3000,0,-1,,1
60307102,-1,Seasons/S2/Effect/Boss/SHMX_skill0,0,2000,0,-1,,1
60307301,-1,Seasons/S2/Effect/Boss/SHMX_skill02_sf,0,3000,0,-1,,1
60307401,-1,Seasons/S2/Effect/Boss/SHMX_skill03,0,2000,0,-1,,1
60308001,-1,Seasons/S2/Effect/Boss/BSSS_atk01,0,1500,0,-1,,1
60306101,-1,Seasons/S2/Effect/Boss/DTZM_skill0,0,1500,0,-1,,1
60306201,-1,Seasons/S2/Effect/Boss/DTZM_skill1,0,1700,0,-1,,1
60306301,-1,Seasons/S2/Effect/Boss/DTZM_skill02,0,3000,0,-1,,1
60306401,-1,Seasons/S2/Effect/Boss/DTZM_skill03_sf,0,2000,0,-1,,1
60306502,-1,Seasons/S2/Effect/Boss/DTZM_skill04,0,2200,0,-1,,1
60308002,-1,Seasons/S2/Effect/Boss/BSSS_atk02,0,1500,0,-1,,1
60308003,-1,Seasons/S2/Effect/Boss/BSSS_atk03,0,1500,0,-1,,1
60308101,-1,Seasons/S2/Effect/Boss/BSSS_skill00,0,5000,0,-1,,1
60308301,-1,Seasons/S2/Effect/Boss/BSSS_skill02,0,2000,0,-1,,1
60308402,-1,Seasons/S2/Effect/Boss/BSSS_skill03,0,2000,0,-1,,1
60308502,-1,Seasons/S2/Effect/Boss/BSSS_skill04,0,2000,0,-1,,1
60309001,-1,Seasons/S2/Effect/Boss/BSJL_attack,0,1000,0,-1,,1
60309002,-1,Seasons/S2/Effect/Boss/BSJL_attack2,0,1000,0,-1,,1
60309101,-1,Seasons/S2/Effect/Boss/BSJL_skill0,0,1500,0,-1,,1
60309201,-1,Seasons/S2/Effect/Boss/BSJL_skill01,0,2000,0,-1,,1
60309302,-1,Seasons/S2/Effect/Boss/BSJL_skill02,0,2500,0,-1,,1
60309402,-1,Seasons/S2/Effect/Boss/BSJL_skill03_SF,0,4000,0,-1,,1
60309501,-1,Seasons/S2/Effect/Boss/BSJL_skill04,0,2000,0,-1,,1
60310001,-1,Seasons/S2/Effect/Boss/HSLZ_attack,0,1500,0,-1,,1
60310101,0,Seasons/S2/Effect/Boss/HSLZ_skill_00,50,3000,0,2,,1
60310301,-1,Seasons/S2/Effect/Boss/HSLZ_skill_02,0,3000,0,-1,,1
60310401,-1,Seasons/S2/Effect/Boss/HSLZ_skill_03,0,2500,0,-1,,1
60311001,-1,Seasons/S2/Effect/Boss/HSWY_attack,0,1000,0,-1,,1
60311101,-1,Seasons/S2/Effect/Boss/HSWY_skill0_sf,0,1000,0,-1,,1
60311102,-1,Seasons/S2/Effect/Boss/HSWY_skill2_sf,0,1500,0,-1,,1
60311301,-1,Seasons/S2/Effect/Boss/HSWY_skill3,0,2000,0,-1,,1
60312001,-1,Seasons/S2/Effect/Boss/HSWY_skill3,0,1600,0,-1,,1
60312101,-1,Seasons/S2/Effect/Boss/BSTT_skill00,0,6000,0,-1,,1
60312201,-1,Seasons/S2/Effect/Boss/BSTT_skill01,0,1300,0,-1,,1
60312401,-1,Seasons/S2/Effect/Boss/BSTT_skill03,0,3400,0,-1,,1
60312501,-1,Seasons/S2/Effect/Boss/BSTT_skill04,0,2000,0,-1,,1
60313101,-1,Seasons/S2/Effect/Boss/MMSG_skill0,0,3000,0,-1,,1
60313102,-1,Seasons/S2/Effect/Boss/MMSG_skill2,0,3000,0,-1,,1
60313103,-1,Seasons/S2/Effect/Boss/MMSG_skill3,0,3000,0,-1,,1
60313201,-1,Seasons/S2/Effect/Boss/MMSG_skill1,0,3000,0,-1,,1
60313302,-1,Seasons/S2/Effect/Boss/MMSG_skill4,0,3000,0,-1,,1
60314101,-1,Seasons/S2/Effect/Boss/MMMN_skill0,0,3000,0,-1,,1
60314202,-1,Seasons/S2/Effect/Boss/MMMN_skill1,0,6000,0,-1,,1
60315101,-1,Seasons/S2/Effect/Boss/XZJS_skill0,0,3000,0,-1,,1
60315201,-1,Seasons/S2/Effect/Boss/XZJS_skill1,0,2000,0,-1,,1
60315501,-1,Seasons/S2/Effect/Boss/XZJS_skill4,0,2000,0,-1,,1
60316101,-1,Seasons/S2/Effect/Boss/BSHFH_skill0,0,3000,0,-1,,1
60317101,-1,Seasons/S2/Effect/Boss/slpx_skill_0,0,2000,0,-1,,1
60317201,-1,Seasons/S2/Effect/Boss/slpx_skill_1,0,4000,0,-1,,1
60317301,-1,Seasons/S2/Effect/Boss/slpx_skill_2,0,3000,0,-1,,1
60317501,-1,Seasons/S2/Effect/Boss/slpx_skill_4,0,2000,0,-1,,1
60318001,-1,Seasons/S2/Effect/Boss/AM_attack1,0,2000,0,-1,,1
60318002,-1,Seasons/S2/Effect/Boss/AM_attack2,0,2000,0,-1,,1
60318101,-1,Seasons/S2/Effect/Boss/AM_skill0,0,2000,0,-1,,1
60318201,-1,Seasons/S2/Effect/Boss/AM_skill01_02,0,2000,0,-1,,1
60318301,-1,Seasons/S2/Effect/Boss/AM_skill02,0,3400,0,-1,,1
60318501,-1,Seasons/S2/Effect/Boss/AM_skill05,0,2500,0,-1,,1
60319001,-1,Seasons/S2/Effect/Boss/SGJL_attack_sf,0,2000,0,-1,,1
60319101,-1,Seasons/S2/Effect/Boss/SGJL_skill0,0,2000,0,-1,,1
60319301,-1,Seasons/S2/Effect/Boss/SGJL_skill2_SF,0,3000,0,-1,,1
60319401,-1,Seasons/S2/Effect/Boss/SGJL_skill04_sf,0,2000,0,-1,,1
60325101,-1,Seasons/S2/Effect/Boss/Fx_BYZ_Skill01,0,2000,0,-1,,1
60328201,-1,Seasons/S2/Effect/Boss/Fx_FBDZ_Skill02,0,2000,0,-1,,1
60331101,-1,Seasons/S2/Effect/monster/Fx_BSJX_skill0,0,2000,0,-1,,1
60333101,-1,Seasons/S2/Effect/monster/Fx_XQG_skill0,0,2000,0,-1,,1
60336101,-1,Seasons/S2/Effect/monster/Fx_BSZ_Skill0,0,2000,0,-1,,1
60336201,-1,Seasons/S2/Effect/monster/Fx_BSZ_Skill1,0,2000,0,-1,,1
60337001,-1,Seasons/S2/Effect/monster/Fx_BYL_atk_star,0,2000,0,-1,,1
60338101,-1,Seasons/S2/Effect/monster/Fx_BN_Skill1,0,2000,0,-1,,1
60340101,-1,Seasons/S2/Effect/monster/Fx_HSYL_skill0,0,2000,0,-1,,1
60341101,-1,Seasons/S2/Effect/monster/Fx_SJCK_Skill0,0,2000,0,-1,,1
60341201,-1,Seasons/S2/Effect/monster/Fx_SJCK_Skill1,0,2000,0,-1,,1
60342101,-1,Seasons/S2/Effect/monster/Fx_TTYH_skill0,0,2000,0,-1,,1
60342201,-1,Seasons/S2/Effect/monster/Fx_TTYH_skill1,0,2000,0,-1,,1
60346101,-1,Seasons/S2/Effect/monster/Fx_BSYL_skill0,0,2000,0,-1,,1
60347101,-1,Seasons/S2/Effect/monster/Fx_BSQS_Skill0,0,2000,0,-1,,1
60350001,-1,Seasons/S2/Effect/monster/Fx_BMX_atk,0,2000,0,-1,,1
60352001,-1,Seasons/S2/Effect/monster/Fx_FBYS_atk_start,0,1000,0,-1,,1
60352101,-1,Seasons/S2/Effect/monster/Fx_FBYS_atk_skill0,0,2000,0,-1,,1
60354101,-1,Effect/Battle/Boss/XG_KWYZ_skill1,0,2500,0,-1,,1
60364001,-1,Seasons/S3/Effect/BOSS/S3_MGDY_attack_SF,0,2000,0,-1,,1
60364101,-1,Seasons/S3/Effect/BOSS/S3_MGDY_skill0,0,2000,0,-1,,1
6036401,102,Effect/Sence/FX_S3_xueye,0,-1,0,3,,2
60364401,-1,Seasons/S3/Effect/BOSS/S3_MGDY_skill02,0,4000,0,-1,,1
60364501,-1,Seasons/S3/Effect/BOSS/S3_MGDY_skill3_SF,0,3200,0,-1,,1
60365001,-1,Seasons/S3/Effect/BOSS/S3_YGJX_attack1,0,2000,0,-1,,1
60365002,-1,Seasons/S3/Effect/BOSS/S3_YGJX_attack2,0,2000,0,-1,,1
60365101,-1,Seasons/S3/Effect/BOSS/S3_YGJX_skill0_gj,0,2000,0,-1,,1
60365201,-1,Seasons/S3/Effect/BOSS/S3_YGJX_skill1_sf,0,3200,0,-1,,1
60365301,-1,Seasons/S3/Effect/BOSS/S3_YGJX_skill2_sf,0,3200,0,-1,,1
60366001,-1,Seasons/S3/Effect/BOSS/S3_XYJF_attack,0,2000,0,-1,,1
60366101,-1,Seasons/S3/Effect/BOSS/S3_XYJF_skill0,0,2500,0,-1,,1
60366201,-1,Seasons/S3/Effect/BOSS/S3_XYJF_skill1,0,2500,0,-1,,1
60366301,-1,Seasons/S3/Effect/BOSS/S3_XYJF_skill2,0,2000,0,-1,,1
60366401,0,Seasons/S3/Effect/BOSS/S3_XYJF_skill3,0,3000,0,2,,1
60368101,-1,Seasons/S3/Effect/BOSS/S3_XXGNW_skill0_sf,0,2000,0,-1,,1
60368301,-1,Seasons/S3/Effect/BOSS/S3_XXGNW_skill2_sf,0,2000,0,-1,,1
60368401,-1,Seasons/S3/Effect/BOSS/S3_XXGNW_skill3_sf_01,0,3000,0,-1,,1
60368501,-1,Seasons/S3/Effect/BOSS/S3_XXGNW_skill4_sf,0,3000,0,-1,,1
60368601,-1,Seasons/S3/Effect/BOSS/S3_XXGNW_skill5_gj,0,4000,0,-1,,1
60369001,-1,Seasons/S3/Effect/BOSS/S3_YYTS_attack1,0,2000,0,-1,,1
60369002,-1,Seasons/S3/Effect/BOSS/S3_YYTS_attack2,0,2000,0,-1,,1
60369101,-1,Seasons/S3/Effect/BOSS/S3_YYTS_skill0,0,2000,0,-1,,1
60369201,-1,Seasons/S3/Effect/BOSS/S3_YYTS_skill1,0,2000,0,-1,,1
60369301,-1,Seasons/S3/Effect/BOSS/S3_YYTS_skill2,0,2000,0,-1,,1
60369401,-1,Seasons/S3/Effect/BOSS/S3_YYTS_skill3,0,2000,0,-1,,1
60369501,-1,Seasons/S3/Effect/BOSS/S3_YYTS_skill4,0,2000,0,-1,,1
60369601,-1,Seasons/S3/Effect/BOSS/S3_YYTS_skill5,0,2000,0,-1,,1
60369602,-1,Seasons/S3/Effect/BOSS/S3_YYTS_skill5_BSJ_hit,0,2000,0,-1,,1
60370001,-1,Seasons/S3/Effect/BOSS/S3_Jms_attack,0,2000,0,-1,,1
60370101,-1,Seasons/S3/Effect/BOSS/S3_Jms_skill00,0,2000,0,-1,,1
60370301,-1,Seasons/S3/Effect/BOSS/S3_Jms_skill02,0,2000,0,-1,,1
60370401,-1,Seasons/S3/Effect/BOSS/S3_Jms_skill03_hit,0,4000,0,-1,,1
60371101,-1,Seasons/S3/Effect/BOSS/S3_WYHL_skill0,0,2000,0,-1,,1
60371201,-1,Seasons/S3/Effect/BOSS/S3_WYHL_skill1,0,3000,0,-1,,1
60371301,-1,Seasons/S3/Effect/BOSS/S3_WYHL_skill2,0,4000,0,-1,,1
60371401,-1,Seasons/S3/Effect/BOSS/S3_WYHL_skill3,0,4000,0,-1,,1
60371501,-1,Seasons/S3/Effect/BOSS/S3_WYHL_skill4,0,4000,0,-1,,1
60367001,-1,Seasons/S3/Effect/BOSS/S3_AYJL_atk_01,0,2000,0,-1,,1
60367101,-1,Seasons/S3/Effect/BOSS/S3_AYJL_skill00_01,0,2000,0,-1,,1
60367201,-1,Seasons/S3/Effect/BOSS/S3_AYJL_skill01,0,2000,0,-1,,1
60367301,-1,Seasons/S3/Effect/BOSS/S3_AYJL_skill02_start,0,4000,0,-1,,1
60367401,-1,Seasons/S3/Effect/BOSS/S3_AYJL_skill03,0,2000,0,-1,,1
60372102,-1,Seasons/S3/Effect/BOSS/S3_GGNW_skill00,0,2000,0,-1,,1
60372203,-1,Seasons/S3/Effect/BOSS/S3_GGNW_skill01,0,2000,0,-1,,1
60373001,-1,Seasons/S3/Effect/BOSS/S3_SXG_attack,0,2000,0,-1,,1
60373101,0,Seasons/S3/Effect/BOSS/S3_SXG_skill0,0,3000,0,2,,1
60373401,-1,Seasons/S3/Effect/BOSS/S3_SXG_skill3,0,3000,0,-1,,1
60374001,-1,Seasons/S3/Effect/BOSS/S3_GZGR_atack,0,2000,0,-1,,1
60374101,-1,Seasons/S3/Effect/BOSS/S3_GZGR_skill0,0,3000,0,-1,,1
60374201,-1,Seasons/S3/Effect/BOSS/S3_GZGR_skill1,0,3000,0,-1,,1
60374301,-1,Seasons/S3/Effect/BOSS/S3_GZGR_skill2,0,5000,0,-1,,1
60374401,-1,Seasons/S3/Effect/BOSS/S3_GZGR_skill3,0,3000,0,-1,,1
