id,event_type,finish_num,mapid,param,type,world_id
3420,4,20,34,13402,1,5
3421,4,20,34,13403,1,5
3422,4,20,34,13404,1,5
3423,4,20,34,13405,1,5
3424,4,20,34,13406,1,5
3425,4,20,34,13407,1,5
3426,4,20,34,13408,1,5
3427,4,20,34,13409,1,5
3501,5,30,35,210610,2,5
3502,5,30,35,210611,2,5
3503,5,30,35,210612,2,5
3504,1,20,35,20351,1,5
3505,1,20,35,20352,1,5
3506,1,20,35,20353,1,5
3507,3,10,35,32111,1,5
3508,3,10,35,32112,1,5
3509,3,10,35,32113,1,5
3510,3,10,35,32114,1,5
3511,3,10,35,32115,1,5
3512,3,10,35,32116,1,5
3513,3,15,35,32117,1,5
3514,3,15,35,32118,1,5
3515,3,15,35,32119,1,5
3516,3,20,35,32120,1,5
3517,3,20,35,32121,1,5
3518,3,20,35,32122,1,5
3519,4,20,35,13501,1,5
3520,4,20,35,13502,1,5
3521,4,20,35,13503,1,5
3522,4,20,35,13504,1,5
3523,4,20,35,13505,1,5
3524,4,20,35,13506,1,5
3525,4,20,35,13507,1,5
3526,4,20,35,13508,1,5
3527,4,20,35,13509,1,5
4101,5,30,41,210712,2,6
4102,5,30,41,210713,2,6
4103,5,30,41,210714,2,6
4104,1,20,41,20412,1,6
4105,1,20,41,20413,1,6
4106,1,20,41,20414,1,6
4107,3,10,41,32211,1,6
4108,3,10,41,32212,1,6
4109,3,10,41,32213,1,6
4110,3,10,41,32214,1,6
4111,3,10,41,32215,1,6
4112,3,10,41,32216,1,6
4113,3,15,41,32217,1,6
4114,3,15,41,32218,1,6
4115,3,15,41,32219,1,6
4116,3,20,41,32220,1,6
4117,3,20,41,32221,1,6
4118,3,20,41,32222,1,6
4119,4,20,41,14101,1,6
4120,4,20,41,14102,1,6
4121,4,20,41,14103,1,6
4122,4,20,41,14104,1,6
4123,4,20,41,14105,1,6
4124,4,20,41,14106,1,6
4125,4,20,41,14107,1,6
4126,4,20,41,14108,1,6
4127,4,20,41,14109,1,6
4128,4,20,41,14110,1,6
4201,5,30,42,210733,2,6
4202,5,30,42,210734,2,6
4203,5,30,42,210735,2,6
4204,1,20,42,20421,1,6
4205,1,20,42,20422,1,6
4206,1,20,42,20423,1,6
4207,1,20,42,20424,1,6
4208,3,10,42,32311,1,6
4209,3,10,42,32312,1,6
4210,3,10,42,32313,1,6
4211,3,10,42,32314,1,6
4212,3,10,42,32315,1,6
4213,3,10,42,32316,1,6
4214,3,15,42,32317,1,6
4215,3,15,42,32318,1,6
4216,3,15,42,32319,1,6
4217,3,20,42,32320,1,6
4218,3,20,42,32321,1,6
4219,3,20,42,32322,1,6
4220,4,20,42,14201,1,6
4221,4,20,42,14202,1,6
4222,4,20,42,14203,1,6
4223,4,20,42,14204,1,6
4224,4,20,42,14205,1,6
4225,4,20,42,14206,1,6
4226,4,20,42,14207,1,6
4227,4,20,42,14208,1,6
4228,4,20,42,14209,1,6
4229,4,20,42,14210,1,6
4301,5,30,43,210751,2,6
4302,5,30,43,210752,2,6
4303,5,30,43,210753,2,6
4304,1,20,43,20431,1,6
4305,1,20,43,20432,1,6
4306,1,20,43,20433,1,6
4307,1,20,43,20434,1,6
4308,3,10,43,32411,1,6
4309,3,10,43,32412,1,6
4310,3,10,43,32413,1,6
4311,3,10,43,32414,1,6
4312,3,10,43,32415,1,6
4313,3,10,43,32416,1,6
4314,3,15,43,32417,1,6
4315,3,15,43,32418,1,6
4316,3,15,43,32419,1,6
4317,3,20,43,32420,1,6
4318,3,20,43,32421,1,6
4319,3,20,43,32422,1,6
4320,4,20,43,14301,1,6
4321,4,20,43,14302,1,6
4322,4,20,43,14303,1,6
4323,4,20,43,14304,1,6
4324,4,20,43,14305,1,6
4325,4,20,43,14306,1,6
4326,4,20,43,14307,1,6
4327,4,20,43,14308,1,6
4328,4,20,43,14309,1,6
5101,5,30,51,210774,2,7
5102,5,30,51,210775,2,7
5103,5,30,51,210776,2,7
5104,1,20,51,20511,1,7
5105,1,20,51,20512,1,7
5106,1,20,51,20513,1,7
5107,1,20,51,20514,1,7
5108,3,10,51,32511,1,7
5109,3,10,51,32512,1,7
5110,3,10,51,32513,1,7
5111,3,10,51,32514,1,7
5112,3,10,51,32515,1,7
5113,3,10,51,32516,1,7
5114,3,15,51,32517,1,7
5115,3,15,51,32518,1,7
5116,3,15,51,32519,1,7
5117,3,20,51,32520,1,7
5118,3,20,51,32521,1,7
5119,3,20,51,32522,1,7
5120,4,20,51,15101,1,7
5121,4,20,51,15102,1,7
5122,4,20,51,15103,1,7
5123,4,20,51,15104,1,7
5124,4,20,51,15105,1,7
5125,4,20,51,15106,1,7
5126,4,20,51,15107,1,7
5127,4,20,51,15108,1,7
5128,4,20,51,15109,1,7
5129,4,20,51,15110,1,7
5201,5,30,52,210790,2,7
5202,5,30,52,210791,2,7
5203,5,30,52,210792,2,7
5204,1,20,52,20521,1,7
5205,1,20,52,20522,1,7
5206,1,20,52,20523,1,7
5207,1,20,52,20524,1,7
5208,3,10,52,32611,1,7
5209,3,10,52,32612,1,7
5210,3,10,52,32613,1,7
5211,3,10,52,32614,1,7
5212,3,10,52,32615,1,7
5213,3,10,52,32616,1,7
5214,3,15,52,32617,1,7
5215,3,15,52,32618,1,7
5216,3,15,52,32619,1,7
5217,3,20,52,32620,1,7
5218,3,20,52,32621,1,7
5219,3,20,52,32622,1,7
5220,4,20,52,15201,1,7
5221,4,20,52,15202,1,7
5222,4,20,52,15203,1,7
5223,4,20,52,15204,1,7
5224,4,20,52,15205,1,7
5225,4,20,52,15206,1,7
5226,4,20,52,15207,1,7
5227,4,20,52,15208,1,7
5228,4,20,52,15209,1,7
5301,5,30,53,210810,2,7
5302,5,30,53,210811,2,7
5303,5,30,53,210812,2,7
5304,1,20,53,20531,1,7
5305,1,20,53,20532,1,7
5306,1,20,53,20533,1,7
5307,1,20,53,20534,1,7
5308,3,10,53,32711,1,7
5309,3,10,53,32712,1,7
5310,3,10,53,32713,1,7
5311,3,10,53,32714,1,7
5312,3,10,53,32715,1,7
5313,3,10,53,32716,1,7
5314,3,15,53,32717,1,7
5315,3,15,53,32718,1,7
5316,3,15,53,32719,1,7
5317,3,20,53,32720,1,7
5318,3,20,53,32721,1,7
5319,3,20,53,32722,1,7
5320,4,20,53,15301,1,7
5321,4,20,53,15302,1,7
5322,4,20,53,15303,1,7
5323,4,20,53,15304,1,7
5324,4,20,53,15305,1,7
5325,4,20,53,15306,1,7
5326,4,20,53,15307,1,7
5327,4,20,53,15308,1,7
99101,2,20,991,99101,1,1
99102,2,20,992,99103,1,1
99103,2,20,991,99104,1,1
99104,1,20,991,9920011,1,1
99106,2,20,991,9941002,1,1
99109,4,10,991,9910001,1,1
99110,4,10,991,9910002,1,1
99111,4,10,991,9910004,1,1
99112,4,10,991,9910005,1,1
99114,2,20,993,99105,1,1
99201,4,10,992,9910201,1,1
99202,4,10,992,9910202,1,1
99203,4,10,992,9910203,1,1
99204,4,10,992,9910204,1,1
99205,4,10,992,9910205,1,1
99206,4,10,992,9910207,1,1
99207,4,10,992,9910208,1,1
99208,4,10,992,9910209,1,1
99209,4,10,992,9910210,1,1
99210,4,10,992,9910211,1,1
99211,4,10,992,9910212,1,1
99212,4,10,992,9910213,1,1
99215,4,10,992,9910216,1,1
99216,4,10,992,9910217,1,1
99217,4,10,992,9910218,1,1
99218,4,10,992,9910219,1,1
99220,1,20,992,9920021,1,1
99221,1,20,992,9920022,1,1
99222,1,20,992,9920023,1,1
99223,1,20,992,9920024,1,1
99224,3,10,992,9930211,1,1
99225,3,10,992,9930212,1,1
99226,3,10,992,9930221,1,1
99227,3,10,992,9930222,1,1
99228,3,10,992,9930231,1,1
99229,2,20,992,9941009,1,1
99230,2,20,992,9941010,1,1
99231,2,20,992,9942002,1,1
99232,2,20,992,9942003,1,1
99234,5,30,992,9925111,2,1
99235,5,30,992,9925121,2,1
99303,1,20,993,9920031,1,1
99304,1,20,993,9920032,1,1
99305,1,20,993,9920033,1,1
99306,1,20,993,9920034,1,1
99307,3,10,993,9930311,1,1
99308,3,10,993,9930312,1,1
99309,3,10,993,9930321,1,1
99310,3,10,993,9930331,1,1
99311,3,10,993,9930332,1,1
99312,3,10,993,9930341,1,1
99313,3,10,993,9930342,1,1
99314,3,10,993,9930343,1,1
99315,2,20,993,9941011,1,1
99317,2,20,993,9942004,1,1
99318,2,20,993,9942005,1,1
99319,4,10,993,9910301,1,1
99320,4,10,993,9910302,1,1
99321,4,10,993,9910303,1,1
99322,4,10,993,9910304,1,1
99323,4,10,993,9910305,1,1
99324,4,10,993,9910306,1,1
99325,4,10,993,9910307,1,1
99326,4,10,993,9910308,1,1
99327,4,10,993,9910309,1,1
99328,4,10,993,9910310,1,1
99329,4,10,993,9910311,1,1
99330,4,10,993,9910312,1,1
99331,4,10,993,9910313,1,1
99332,4,10,993,9910314,1,1
99333,5,30,993,9935111,2,1
99334,5,30,993,9935121,2,1
99335,5,30,993,9935131,2,1
99336,1,20,993,9920035,1,1
88101,2,20,881,88101,1,1
88102,2,20,882,88103,1,1
88103,2,20,881,88104,1,1
88104,1,20,881,8820011,1,1
88106,2,20,881,8841002,1,1
88109,4,10,881,8810001,1,1
88110,4,10,881,8810002,1,1
88111,4,10,881,8810004,1,1
88112,4,10,881,8810005,1,1
88114,2,20,883,88105,1,1
88201,4,10,882,8810201,1,1
88202,4,10,882,8810202,1,1
88203,4,10,882,8810203,1,1
88204,4,10,882,8810204,1,1
88205,4,10,882,8810205,1,1
88206,4,10,882,8810207,1,1
88207,4,10,882,8810208,1,1
88208,4,10,882,8810209,1,1
88209,4,10,882,8810210,1,1
88210,4,10,882,8810211,1,1
88211,4,10,882,8810212,1,1
88212,4,10,882,8810213,1,1
88215,4,10,882,8810216,1,1
88216,4,10,882,8810217,1,1
88217,4,10,882,8810218,1,1
88218,4,10,882,8810219,1,1
88220,1,20,882,8820021,1,1
88221,1,20,882,8820022,1,1
88222,1,20,882,8820023,1,1
88223,1,20,882,8820024,1,1
88224,3,10,882,8830211,1,1
88225,3,10,882,8830212,1,1
88226,3,10,882,8830221,1,1
88227,3,10,882,8830222,1,1
88228,3,10,882,8830231,1,1
88229,2,20,882,8841009,1,1
88230,2,20,882,8841010,1,1
88231,2,20,882,8842002,1,1
88232,2,20,882,8842003,1,1
88234,5,30,882,8825111,2,1
88235,5,30,882,8825121,2,1
88303,1,20,883,8820031,1,1
88304,1,20,883,8820032,1,1
88305,1,20,883,8820033,1,1
88306,1,20,883,8820034,1,1
88307,3,10,883,8830311,1,1
88308,3,10,883,8830312,1,1
88309,3,10,883,8830321,1,1
88310,3,10,883,8830331,1,1
88311,3,10,883,8830332,1,1
88312,3,10,883,8830341,1,1
88313,3,10,883,8830342,1,1
88314,3,10,883,8830343,1,1
88315,2,20,883,8841011,1,1
88317,2,20,883,8842004,1,1
88318,2,20,883,8842005,1,1
88319,4,10,883,8810301,1,1
88320,4,10,883,8810302,1,1
88321,4,10,883,8810303,1,1
88322,4,10,883,8810304,1,1
88323,4,10,883,8810305,1,1
88324,4,10,883,8810306,1,1
88325,4,10,883,8810307,1,1
88326,4,10,883,8810308,1,1
88327,4,10,883,8810309,1,1
88328,4,10,883,8810310,1,1
88329,4,10,883,8810311,1,1
88330,4,10,883,8810312,1,1
88331,4,10,883,8810313,1,1
88332,4,10,883,8810314,1,1
88333,5,30,883,8835111,2,1
88334,5,30,883,8835121,2,1
88335,5,30,883,8835131,2,1
88336,1,20,883,8820035,1,1
