id,taskConditionVo,type,achievement_point,icon,inherit_type,jumpParams,offsetPos,pre_task,reward,scene,season,show_progress,task_condition,task_condition_num,task_discription,task_group,task_guide,task_guide_mun,task_type,taskConditionType,week
200103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,200102,-1,0,2,1,204,10,task_season_dec_204,110,12,[116],1,204,0
200111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,2,1,53,284|500,task_season_dec_53,111,12,[63],1,53,0
200112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,200111,-1,0,2,1,53,284|1000,task_season_dec_53,111,12,[63],1,53,0
200113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,200112,-1,0,2,1,53,284|1500,task_season_dec_53,111,12,[63],1,53,0
201011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,2,1,84,3,task_season_dec_84,112,1,[151],1,84,1
201012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,201011,-1,0,2,1,84,8,task_season_dec_84,112,1,[151],1,84,1
201013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,201012,-1,0,2,1,84,15,task_season_dec_84,112,1,[151],1,84,1
201021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|3",task_season_dec_401,113,13,[109],1,RallyMonster,1
201022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,201021,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|5",task_season_dec_401,113,13,[109],1,RallyMonster,1
201023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,201022,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|10",task_season_dec_401,113,13,[109],1,RallyMonster,1
201031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,2,1,60,300,task_season_dec_60,114,8,[101],1,60,1
201032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,201031,-1,2,2,1,60,1200,task_season_dec_60,114,8,[101],1,60,1
201033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,201032,-1,2,2,1,60,2100,task_season_dec_60,114,8,[101],1,60,1
201041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,2,1,85,3|2,task_season_dec_85,115,12,[59],1,RelicTreasure,1
201042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,201041,-1,0,2,1,85,8|2,task_season_dec_85,115,12,[59],1,RelicTreasure,1
201043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,201042,-1,0,2,1,85,15|2,task_season_dec_85,115,12,[59],1,RelicTreasure,1
201051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,2,1,42,10,task_season_dec_42,116,1,[116],1,42,1
201052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,201051,-1,0,2,1,42,20,task_season_dec_42,116,1,[116],1,42,1
201053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,201052,-1,0,2,1,42,40,task_season_dec_42,116,1,[116],1,42,1
201061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,2,1,46,"51,52,53|3",task_season_dec_46,117,3,[15111|25111|25121],1,46,1
201062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,201061,-1,1,2,1,46,"51,52,53|8",task_season_dec_46,117,3,[15111|25111|25121],1,46,1
201063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,201062,-1,1,2,1,46,"51,52,53|15",task_season_dec_46,117,3,[15111|25111|25121],1,46,1
201071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,2,1,62,200,task_desc_62_0,118,1,[125],1,62,1
201072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,201071,-1,0,2,1,62,500,task_desc_62_0,118,1,[125],1,62,1
201073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,201072,-1,0,2,1,62,1000,task_desc_62_0,118,1,[125],1,62,1
201081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,2,1,32,3,task_season_dec_32,119,1,[136],1,32,1
201091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,2,1,50,5,task_dec_xuanshang,120,12,[116],1,50,1
201092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,201091,-1,0,2,1,50,15,task_dec_xuanshang,120,12,[116],1,50,1
201093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,201092,-1,0,2,1,50,25,task_dec_xuanshang,120,12,[116],1,50,1
201101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,2,1,204,3,task_season_dec_204,121,12,[116],1,204,1
201102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,201101,-1,0,2,1,204,5,task_season_dec_204,121,12,[116],1,204,1
201103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,201102,-1,0,2,1,204,10,task_season_dec_204,121,12,[116],1,204,1
201111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,2,1,53,284|500,task_season_dec_53,122,12,[63],1,53,1
201112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,201111,-1,0,2,1,53,284|1000,task_season_dec_53,122,12,[63],1,53,1
201113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,201112,-1,0,2,1,53,284|1500,task_season_dec_53,122,12,[63],1,53,1
202011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,2,1,84,3,task_season_dec_84,123,1,[151],1,84,2
202012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,202011,-1,0,2,1,84,8,task_season_dec_84,123,1,[151],1,84,2
202013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,202012,-1,0,2,1,84,15,task_season_dec_84,123,1,[151],1,84,2
202021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|3",task_season_dec_401,124,13,[109],1,RallyMonster,2
202022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,202021,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|5",task_season_dec_401,124,13,[109],1,RallyMonster,2
202023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,202022,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|10",task_season_dec_401,124,13,[109],1,RallyMonster,2
202031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,2,1,60,300,task_season_dec_60,125,8,[101],1,60,2
202032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,202031,-1,2,2,1,60,1200,task_season_dec_60,125,8,[101],1,60,2
202033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,202032,-1,2,2,1,60,2100,task_season_dec_60,125,8,[101],1,60,2
202041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,2,1,85,3|2,task_season_dec_85,126,12,[59],1,RelicTreasure,2
202042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,202041,-1,0,2,1,85,8|2,task_season_dec_85,126,12,[59],1,RelicTreasure,2
202043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,202042,-1,0,2,1,85,15|2,task_season_dec_85,126,12,[59],1,RelicTreasure,2
202051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,2,1,42,10,task_season_dec_42,127,1,[116],1,42,2
202052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,202051,-1,0,2,1,42,20,task_season_dec_42,127,1,[116],1,42,2
202053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,202052,-1,0,2,1,42,40,task_season_dec_42,127,1,[116],1,42,2
202061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,2,1,46,"51,52,53|3",task_season_dec_46,128,3,[15111|25111|25121],1,46,2
202062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,202061,-1,1,2,1,46,"51,52,53|8",task_season_dec_46,128,3,[15111|25111|25121],1,46,2
202063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,202062,-1,1,2,1,46,"51,52,53|15",task_season_dec_46,128,3,[15111|25111|25121],1,46,2
202071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,2,1,62,200,task_desc_62_0,129,1,[125],1,62,2
202072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,202071,-1,0,2,1,62,500,task_desc_62_0,129,1,[125],1,62,2
202073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,202072,-1,0,2,1,62,1000,task_desc_62_0,129,1,[125],1,62,2
202081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,2,1,32,3,task_season_dec_32,130,1,[136],1,32,2
202091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,2,1,50,5,task_dec_xuanshang,131,12,[116],1,50,2
202092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,202091,-1,0,2,1,50,15,task_dec_xuanshang,131,12,[116],1,50,2
202093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,202092,-1,0,2,1,50,25,task_dec_xuanshang,131,12,[116],1,50,2
202101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,2,1,204,3,task_season_dec_204,132,12,[116],1,204,2
202102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,202101,-1,0,2,1,204,5,task_season_dec_204,132,12,[116],1,204,2
202103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,202102,-1,0,2,1,204,10,task_season_dec_204,132,12,[116],1,204,2
202111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,2,1,53,284|500,task_season_dec_53,133,12,[63],1,53,2
202112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,202111,-1,0,2,1,53,284|1000,task_season_dec_53,133,12,[63],1,53,2
202113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,202112,-1,0,2,1,53,284|1500,task_season_dec_53,133,12,[63],1,53,2
203011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,2,1,84,3,task_season_dec_84,134,1,[151],1,84,3
203012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,203011,-1,0,2,1,84,8,task_season_dec_84,134,1,[151],1,84,3
203013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,203012,-1,0,2,1,84,15,task_season_dec_84,134,1,[151],1,84,3
203021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|3",task_season_dec_401,135,13,[109],1,RallyMonster,3
203022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,203021,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|5",task_season_dec_401,135,13,[109],1,RallyMonster,3
203023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,203022,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|10",task_season_dec_401,135,13,[109],1,RallyMonster,3
203031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,2,1,60,300,task_season_dec_60,136,8,[101],1,60,3
203032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,203031,-1,2,2,1,60,1200,task_season_dec_60,136,8,[101],1,60,3
203033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,203032,-1,2,2,1,60,2100,task_season_dec_60,136,8,[101],1,60,3
203041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,2,1,85,3|2,task_season_dec_85,137,12,[59],1,RelicTreasure,3
203042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,203041,-1,0,2,1,85,8|2,task_season_dec_85,137,12,[59],1,RelicTreasure,3
203043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,203042,-1,0,2,1,85,15|2,task_season_dec_85,137,12,[59],1,RelicTreasure,3
203051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,2,1,42,10,task_season_dec_42,138,1,[116],1,42,3
203052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,203051,-1,0,2,1,42,20,task_season_dec_42,138,1,[116],1,42,3
203053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,203052,-1,0,2,1,42,40,task_season_dec_42,138,1,[116],1,42,3
203061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,2,1,46,"51,52,53|3",task_season_dec_46,139,3,[15111|25111|25121],1,46,3
203062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,203061,-1,1,2,1,46,"51,52,53|8",task_season_dec_46,139,3,[15111|25111|25121],1,46,3
203063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,203062,-1,1,2,1,46,"51,52,53|15",task_season_dec_46,139,3,[15111|25111|25121],1,46,3
203071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,2,1,62,200,task_desc_62_0,140,1,[125],1,62,3
203072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,203071,-1,0,2,1,62,500,task_desc_62_0,140,1,[125],1,62,3
203073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,203072,-1,0,2,1,62,1000,task_desc_62_0,140,1,[125],1,62,3
203081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,2,1,32,3,task_season_dec_32,141,1,[136],1,32,3
203091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,2,1,50,5,task_dec_xuanshang,142,12,[116],1,50,3
203092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,203091,-1,0,2,1,50,15,task_dec_xuanshang,142,12,[116],1,50,3
203093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,203092,-1,0,2,1,50,25,task_dec_xuanshang,142,12,[116],1,50,3
203101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,2,1,204,3,task_season_dec_204,143,12,[116],1,204,3
203102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,203101,-1,0,2,1,204,5,task_season_dec_204,143,12,[116],1,204,3
203103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,203102,-1,0,2,1,204,10,task_season_dec_204,143,12,[116],1,204,3
203111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,2,1,53,284|500,task_season_dec_53,144,12,[63],1,53,3
203112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,203111,-1,0,2,1,53,284|1000,task_season_dec_53,144,12,[63],1,53,3
203113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,203112,-1,0,2,1,53,284|1500,task_season_dec_53,144,12,[63],1,53,3
204011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,2,1,84,3,task_season_dec_84,145,1,[151],1,84,4
204012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,204011,-1,0,2,1,84,8,task_season_dec_84,145,1,[151],1,84,4
204013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,204012,-1,0,2,1,84,15,task_season_dec_84,145,1,[151],1,84,4
204021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|3",task_season_dec_401,146,13,[109],1,RallyMonster,4
204022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,204021,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|5",task_season_dec_401,146,13,[109],1,RallyMonster,4
204023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,204022,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|10",task_season_dec_401,146,13,[109],1,RallyMonster,4
204031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,2,1,60,300,task_season_dec_60,147,8,[101],1,60,4
204032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,204031,-1,2,2,1,60,1200,task_season_dec_60,147,8,[101],1,60,4
204033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,204032,-1,2,2,1,60,2100,task_season_dec_60,147,8,[101],1,60,4
204041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,2,1,85,3|2,task_season_dec_85,148,12,[59],1,RelicTreasure,4
204042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,204041,-1,0,2,1,85,8|2,task_season_dec_85,148,12,[59],1,RelicTreasure,4
204043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,204042,-1,0,2,1,85,15|2,task_season_dec_85,148,12,[59],1,RelicTreasure,4
204051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,2,1,42,10,task_season_dec_42,149,1,[116],1,42,4
204052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,204051,-1,0,2,1,42,20,task_season_dec_42,149,1,[116],1,42,4
204053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,204052,-1,0,2,1,42,40,task_season_dec_42,149,1,[116],1,42,4
204061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,2,1,46,"51,52,53|3",task_season_dec_46,150,3,[15111|25111|25121],1,46,4
204062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,204061,-1,1,2,1,46,"51,52,53|8",task_season_dec_46,150,3,[15111|25111|25121],1,46,4
204063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,204062,-1,1,2,1,46,"51,52,53|15",task_season_dec_46,150,3,[15111|25111|25121],1,46,4
204071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,2,1,62,200,task_desc_62_0,151,1,[125],1,62,4
204072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,204071,-1,0,2,1,62,500,task_desc_62_0,151,1,[125],1,62,4
204073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,204072,-1,0,2,1,62,1000,task_desc_62_0,151,1,[125],1,62,4
204081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,2,1,32,3,task_season_dec_32,152,1,[136],1,32,4
204091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,2,1,50,5,task_dec_xuanshang,153,12,[116],1,50,4
204092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,204091,-1,0,2,1,50,15,task_dec_xuanshang,153,12,[116],1,50,4
204093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,204092,-1,0,2,1,50,25,task_dec_xuanshang,153,12,[116],1,50,4
204101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,2,1,204,3,task_season_dec_204,154,12,[116],1,204,4
204102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,204101,-1,0,2,1,204,5,task_season_dec_204,154,12,[116],1,204,4
204103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,204102,-1,0,2,1,204,10,task_season_dec_204,154,12,[116],1,204,4
204111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,2,1,53,284|500,task_season_dec_53,155,12,[63],1,53,4
204112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,204111,-1,0,2,1,53,284|1000,task_season_dec_53,155,12,[63],1,53,4
204113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,204112,-1,0,2,1,53,284|1500,task_season_dec_53,155,12,[63],1,53,4
205011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,2,1,84,3,task_season_dec_84,156,1,[151],1,84,5
205012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,205011,-1,0,2,1,84,8,task_season_dec_84,156,1,[151],1,84,5
205013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,205012,-1,0,2,1,84,15,task_season_dec_84,156,1,[151],1,84,5
205021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|3",task_season_dec_401,157,13,[109],1,RallyMonster,5
205022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,205021,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|5",task_season_dec_401,157,13,[109],1,RallyMonster,5
205023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,205022,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|10",task_season_dec_401,157,13,[109],1,RallyMonster,5
205031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,2,1,60,100,task_season_dec_60,158,8,[101],1,60,5
205032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,205031,-1,2,2,1,60,200,task_season_dec_60,158,8,[101],1,60,5
205033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,205032,-1,2,2,1,60,300,task_season_dec_60,158,8,[101],1,60,5
205041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,2,1,85,3|2,task_season_dec_85,159,12,[59],1,RelicTreasure,5
205042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,205041,-1,0,2,1,85,8|2,task_season_dec_85,159,12,[59],1,RelicTreasure,5
205043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,205042,-1,0,2,1,85,15|2,task_season_dec_85,159,12,[59],1,RelicTreasure,5
205051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,2,1,42,10,task_season_dec_42,160,1,[116],1,42,5
205052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,205051,-1,0,2,1,42,20,task_season_dec_42,160,1,[116],1,42,5
205053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,205052,-1,0,2,1,42,40,task_season_dec_42,160,1,[116],1,42,5
205061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,2,1,46,"51,52,53|3",task_season_dec_46,161,3,[15111|25111|25121],1,46,5
205062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,205061,-1,1,2,1,46,"51,52,53|8",task_season_dec_46,161,3,[15111|25111|25121],1,46,5
205063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,205062,-1,1,2,1,46,"51,52,53|15",task_season_dec_46,161,3,[15111|25111|25121],1,46,5
205071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,2,1,62,200,task_desc_62_0,162,1,[125],1,62,5
205072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,205071,-1,0,2,1,62,500,task_desc_62_0,162,1,[125],1,62,5
205073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,205072,-1,0,2,1,62,1000,task_desc_62_0,162,1,[125],1,62,5
205081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,2,1,32,3,task_season_dec_32,163,1,[136],1,32,5
205091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,2,1,50,5,task_dec_xuanshang,164,12,[116],1,50,5
205092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,205091,-1,0,2,1,50,15,task_dec_xuanshang,164,12,[116],1,50,5
205093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,205092,-1,0,2,1,50,25,task_dec_xuanshang,164,12,[116],1,50,5
205101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,2,1,204,3,task_season_dec_204,165,12,[116],1,204,5
205102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,205101,-1,0,2,1,204,5,task_season_dec_204,165,12,[116],1,204,5
205103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,205102,-1,0,2,1,204,10,task_season_dec_204,165,12,[116],1,204,5
205111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,2,1,53,284|500,task_season_dec_53,166,12,[63],1,53,5
205112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,205111,-1,0,2,1,53,284|1000,task_season_dec_53,166,12,[63],1,53,5
205113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,205112,-1,0,2,1,53,284|1500,task_season_dec_53,166,12,[63],1,53,5
206011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,2,1,84,3,task_season_dec_84,167,1,[151],1,84,6
206012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,206011,-1,0,2,1,84,8,task_season_dec_84,167,1,[151],1,84,6
206013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,206012,-1,0,2,1,84,15,task_season_dec_84,167,1,[151],1,84,6
206021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|3",task_season_dec_401,168,13,[109],1,RallyMonster,6
206022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,206021,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|5",task_season_dec_401,168,13,[109],1,RallyMonster,6
206023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,206022,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|10",task_season_dec_401,168,13,[109],1,RallyMonster,6
206031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,2,1,60,300,task_season_dec_60,169,8,[101],1,60,6
206032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,206031,-1,2,2,1,60,1200,task_season_dec_60,169,8,[101],1,60,6
206033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,206032,-1,2,2,1,60,2100,task_season_dec_60,169,8,[101],1,60,6
