id,attribute,auto_finish,cost,des,effect,fightforce,isAutoFinish,lv,lvup_pre_id,lvUpCosts,lvUpPreTechs,num,quality,race,tech_building_lv,time,tree_id
401020203,1018,-1,[2|153|7|999|4|228800|999|5|228800|999|6|381305],technology_adv_grounds_desc,-1,1050,false,3,[4010101|3|4010103|3],[[2|153|7]|[999|4|228800]|[999|5|228800]|[999|6|381305]],[[4010101|3]|[4010103|3]],300,1,-1,40,40495,4010202
401020204,1018,-1,[2|153|8|999|4|277850|999|5|277850|999|6|463010],technology_adv_grounds_desc,-1,1500,false,4,[4010101|3|4010103|3],[[2|153|8]|[999|4|277850]|[999|5|277850]|[999|6|463010]],[[4010101|3]|[4010103|3]],300,1,-1,40,49173,4010202
401020205,1018,-1,[2|153|9|999|4|326850|999|5|326850|999|6|544720],technology_adv_grounds_desc,-1,2050,false,5,[4010101|3|4010103|3],[[2|153|9]|[999|4|326850]|[999|5|326850]|[999|6|544720]],[[4010101|3]|[4010103|3]],300,1,-1,40,57850,4010202
401020206,1018,-1,[2|153|11|999|4|392200|999|5|392200|999|6|653665],technology_adv_grounds_desc,-1,2700,false,6,[4010101|3|4010103|3],[[2|153|11]|[999|4|392200]|[999|5|392200]|[999|6|653665]],[[4010101|3]|[4010103|3]],300,1,-1,40,69420,4010202
401020207,1018,-1,[2|153|13|999|4|473950|999|5|473950|999|6|789840],technology_adv_grounds_desc,-1,3450,false,7,[4010101|3|4010103|3],[[2|153|13]|[999|4|473950]|[999|5|473950]|[999|6|789840]],[[4010101|3]|[4010103|3]],300,1,-1,40,83883,4010202
401020208,1018,-1,[2|153|16|999|4|572000|999|5|572000|999|6|953255],technology_adv_grounds_desc,-1,4350,false,8,[4010101|3|4010103|3],[[2|153|16]|[999|4|572000]|[999|5|572000]|[999|6|953255]],[[4010101|3]|[4010103|3]],300,1,-1,40,101238,4010202
401020209,1018,-1,[2|153|19|999|4|686350|999|5|686350|999|6|1143910],technology_adv_grounds_desc,-1,5450,false,9,[4010101|3|4010103|3],[[2|153|19]|[999|4|686350]|[999|5|686350]|[999|6|1143910]],[[4010101|3]|[4010103|3]],300,1,-1,40,121485,4010202
401020210,1018,-1,[2|153|22|999|4|817100|999|5|817100|999|6|1361795],technology_adv_grounds_desc,-1,6750,false,10,[4010101|3|4010103|3],[[2|153|22]|[999|4|817100]|[999|5|817100]|[999|6|1361795]],[[4010101|3]|[4010103|3]],300,1,-1,40,144625,4010202
401030101,21009,-1,[2|153|6|999|4|204300|999|5|204300|999|6|340450],technology_adv_desc_20009,-1,350,false,1,[4010202|1],[[2|153|6]|[999|4|204300]|[999|5|204300]|[999|6|340450]],[[4010202|1]],100,1,-1,40,36156,4010301
401030102,21009,-1,[2|153|7|999|4|245150|999|5|245150|999|6|408540],technology_adv_desc_20009,-1,750,false,2,[4010202|2],[[2|153|7]|[999|4|245150]|[999|5|245150]|[999|6|408540]],[[4010202|2]],100,1,-1,40,43388,4010301
401030103,21009,-1,[2|153|8|999|4|286000|999|5|286000|999|6|476630],technology_adv_desc_20009,-1,1200,false,3,[4010202|3],[[2|153|8]|[999|4|286000]|[999|5|286000]|[999|6|476630]],[[4010202|3]],100,1,-1,40,50619,4010301
401030104,21009,-1,[2|153|10|999|4|347300|999|5|347300|999|6|578765],technology_adv_desc_20009,-1,1750,false,4,[4010202|4],[[2|153|10]|[999|4|347300]|[999|5|347300]|[999|6|578765]],[[4010202|4]],100,1,-1,40,61466,4010301
401030105,21009,-1,[2|153|11|999|4|408550|999|5|408550|999|6|680900],technology_adv_desc_20009,-1,2400,false,5,[4010202|5],[[2|153|11]|[999|4|408550]|[999|5|408550]|[999|6|680900]],[[4010202|5]],100,1,-1,40,72313,4010301
401030106,21009,-1,[2|153|13|999|4|490250|999|5|490250|999|6|817080],technology_adv_desc_20009,-1,3200,false,6,[4010202|6],[[2|153|13]|[999|4|490250]|[999|5|490250]|[999|6|817080]],[[4010202|6]],100,1,-1,40,86775,4010301
401030107,21009,-1,[2|153|16|999|4|592400|999|5|592400|999|6|987300],technology_adv_desc_20009,-1,4150,false,7,[4010202|7],[[2|153|16]|[999|4|592400]|[999|5|592400]|[999|6|987300]],[[4010202|7]],100,1,-1,40,104853,4010301
401030108,21009,-1,[2|153|19|999|4|714950|999|5|714950|999|6|1191570],technology_adv_desc_20009,-1,5300,false,8,[4010202|8],[[2|153|19]|[999|4|714950]|[999|5|714950]|[999|6|1191570]],[[4010202|8]],100,1,-1,40,126547,4010301
401030109,21009,-1,[2|153|23|999|4|857950|999|5|857950|999|6|1429885],technology_adv_desc_20009,-1,6650,false,9,[4010202|9],[[2|153|23]|[999|4|857950]|[999|5|857950]|[999|6|1429885]],[[4010202|9]],100,1,-1,40,151856,4010301
401030110,21009,-1,[2|153|27|999|4|1021350|999|5|1021350|999|6|1702240],technology_adv_desc_20009,-1,8250,false,10,[4010202|10],[[2|153|27]|[999|4|1021350]|[999|5|1021350]|[999|6|1702240]],[[4010202|10]],100,1,-1,40,180781,4010301
401030301,21010,-1,[2|153|6|999|4|204300|999|5|204300|999|6|340450],technology_adv_desc_20010,-1,350,false,1,[4010202|1],[[2|153|6]|[999|4|204300]|[999|5|204300]|[999|6|340450]],[[4010202|1]],100,1,-1,40,36156,4010303
401030302,21010,-1,[2|153|7|999|4|245150|999|5|245150|999|6|408540],technology_adv_desc_20010,-1,750,false,2,[4010202|2],[[2|153|7]|[999|4|245150]|[999|5|245150]|[999|6|408540]],[[4010202|2]],100,1,-1,40,43388,4010303
401030303,21010,-1,[2|153|8|999|4|286000|999|5|286000|999|6|476630],technology_adv_desc_20010,-1,1200,false,3,[4010202|3],[[2|153|8]|[999|4|286000]|[999|5|286000]|[999|6|476630]],[[4010202|3]],100,1,-1,40,50619,4010303
401030304,21010,-1,[2|153|10|999|4|347300|999|5|347300|999|6|578765],technology_adv_desc_20010,-1,1750,false,4,[4010202|4],[[2|153|10]|[999|4|347300]|[999|5|347300]|[999|6|578765]],[[4010202|4]],100,1,-1,40,61466,4010303
401030305,21010,-1,[2|153|11|999|4|408550|999|5|408550|999|6|680900],technology_adv_desc_20010,-1,2400,false,5,[4010202|5],[[2|153|11]|[999|4|408550]|[999|5|408550]|[999|6|680900]],[[4010202|5]],100,1,-1,40,72313,4010303
401030306,21010,-1,[2|153|13|999|4|490250|999|5|490250|999|6|817080],technology_adv_desc_20010,-1,3200,false,6,[4010202|6],[[2|153|13]|[999|4|490250]|[999|5|490250]|[999|6|817080]],[[4010202|6]],100,1,-1,40,86775,4010303
401030307,21010,-1,[2|153|16|999|4|592400|999|5|592400|999|6|987300],technology_adv_desc_20010,-1,4150,false,7,[4010202|7],[[2|153|16]|[999|4|592400]|[999|5|592400]|[999|6|987300]],[[4010202|7]],100,1,-1,40,104853,4010303
401030308,21010,-1,[2|153|19|999|4|714950|999|5|714950|999|6|1191570],technology_adv_desc_20010,-1,5300,false,8,[4010202|8],[[2|153|19]|[999|4|714950]|[999|5|714950]|[999|6|1191570]],[[4010202|8]],100,1,-1,40,126547,4010303
401030309,21010,-1,[2|153|23|999|4|857950|999|5|857950|999|6|1429885],technology_adv_desc_20010,-1,6650,false,9,[4010202|9],[[2|153|23]|[999|4|857950]|[999|5|857950]|[999|6|1429885]],[[4010202|9]],100,1,-1,40,151856,4010303
401030310,21010,-1,[2|153|27|999|4|1021350|999|5|1021350|999|6|1702240],technology_adv_desc_20010,-1,8250,false,10,[4010202|10],[[2|153|27]|[999|4|1021350]|[999|5|1021350]|[999|6|1702240]],[[4010202|10]],100,1,-1,40,180781,4010303
401040201,21013,-1,[2|153|7|999|4|245150|999|5|245150|999|6|408540],technology_adv_desc_20013,-1,400,false,1,[4010301|8|4010303|8],[[2|153|7]|[999|4|245150]|[999|5|245150]|[999|6|408540]],[[4010301|8]|[4010303|8]],100,1,-1,40,43388,4010402
401040202,21013,-1,[2|153|8|999|4|294150|999|5|294150|999|6|490250],technology_adv_desc_20013,-1,900,false,2,[4010301|8|4010303|8],[[2|153|8]|[999|4|294150]|[999|5|294150]|[999|6|490250]],[[4010301|8]|[4010303|8]],100,1,-1,40,52065,4010402
401040203,21013,-1,[2|153|10|999|4|343200|999|5|343200|999|6|571955],technology_adv_desc_20013,-1,1450,false,3,[4010301|8|4010303|8],[[2|153|10]|[999|4|343200]|[999|5|343200]|[999|6|571955]],[[4010301|8]|[4010303|8]],100,1,-1,40,60743,4010402
401040204,21013,-1,[2|153|11|999|4|416750|999|5|416750|999|6|694515],technology_adv_desc_20013,-1,2100,false,4,[4010301|8|4010303|8],[[2|153|11]|[999|4|416750]|[999|5|416750]|[999|6|694515]],[[4010301|8]|[4010303|8]],100,1,-1,40,73759,4010402
401040205,21013,-1,[2|153|13|999|4|490250|999|5|490250|999|6|817080],technology_adv_desc_20013,-1,2900,false,5,[4010301|8|4010303|8],[[2|153|13]|[999|4|490250]|[999|5|490250]|[999|6|817080]],[[4010301|8]|[4010303|8]],100,1,-1,40,86775,4010402
401040206,21013,-1,[2|153|16|999|4|588300|999|5|588300|999|6|980495],technology_adv_desc_20013,-1,3850,false,6,[4010301|8|4010303|8],[[2|153|16]|[999|4|588300]|[999|5|588300]|[999|6|980495]],[[4010301|8]|[4010303|8]],100,1,-1,40,104130,4010402
401040207,21013,-1,[2|153|19|999|4|710900|999|5|710900|999|6|1184760],technology_adv_desc_20013,-1,5000,false,7,[4010301|8|4010303|8],[[2|153|19]|[999|4|710900]|[999|5|710900]|[999|6|1184760]],[[4010301|8]|[4010303|8]],100,1,-1,40,125824,4010402
401040208,21013,-1,[2|153|23|999|4|857950|999|5|857950|999|6|1429885],technology_adv_desc_20013,-1,6350,false,8,[4010301|8|4010303|8],[[2|153|23]|[999|4|857950]|[999|5|857950]|[999|6|1429885]],[[4010301|8]|[4010303|8]],100,1,-1,40,151856,4010402
401040209,21013,-1,[2|153|28|999|4|1029550|999|5|1029550|999|6|1715860],technology_adv_desc_20013,-1,7950,false,9,[4010301|8|4010303|8],[[2|153|28]|[999|4|1029550]|[999|5|1029550]|[999|6|1715860]],[[4010301|8]|[4010303|8]],100,1,-1,40,182228,4010402
401040210,21013,-1,[2|153|33|999|4|1225650|999|5|1225650|999|6|2042690],technology_adv_desc_20013,-1,9900,false,10,[4010301|8|4010303|8],[[2|153|33]|[999|4|1225650]|[999|5|1225650]|[999|6|2042690]],[[4010301|8]|[4010303|8]],100,1,-1,40,216938,4010402
401050101,21007,-1,[2|153|9|999|4|310400|999|5|310400|999|6|517320],technology_adv_desc_20007,-1,500,false,1,[4010402|1],[[2|153|9]|[999|4|310400]|[999|5|310400]|[999|6|517320]],[[4010402|1]],100,1,-1,45,54940,4010501
401050102,21007,-1,[2|153|11|999|4|403550|999|5|403550|999|6|672515],technology_adv_desc_20007,-1,1150,false,2,[4010402|2],[[2|153|11]|[999|4|403550]|[999|5|403550]|[999|6|672515]],[[4010402|2]],100,1,-1,45,71422,4010501
401050103,21007,-1,[2|153|15|999|4|558750|999|5|558750|999|6|931175],technology_adv_desc_20007,-1,2050,false,3,[4010402|3],[[2|153|15]|[999|4|558750]|[999|5|558750]|[999|6|931175]],[[4010402|3]],100,1,-1,45,98892,4010501
401050104,21007,-1,[2|153|23|999|4|838100|999|5|838100|999|6|1396760],technology_adv_desc_20007,-1,3400,false,4,[4010402|4],[[2|153|23]|[999|4|838100]|[999|5|838100]|[999|6|1396760]],[[4010402|4]],100,1,-1,45,148339,4010501
401050105,21007,-1,[2|153|36|999|4|1334700|999|5|1334700|999|6|2224465],technology_adv_desc_20007,-1,5500,false,5,[4010402|5],[[2|153|36]|[999|4|1334700]|[999|5|1334700]|[999|6|2224465]],[[4010402|5]],100,1,-1,45,236243,4010501
401050301,21008,-1,[2|153|9|999|4|310400|999|5|310400|999|6|517320],technology_adv_desc_20008,-1,500,false,1,[4010402|1],[[2|153|9]|[999|4|310400]|[999|5|310400]|[999|6|517320]],[[4010402|1]],100,1,-1,45,54940,4010503
401050302,21008,-1,[2|153|11|999|4|403550|999|5|403550|999|6|672515],technology_adv_desc_20008,-1,1150,false,2,[4010402|2],[[2|153|11]|[999|4|403550]|[999|5|403550]|[999|6|672515]],[[4010402|2]],100,1,-1,45,71422,4010503
401050303,21008,-1,[2|153|15|999|4|558750|999|5|558750|999|6|931175],technology_adv_desc_20008,-1,2050,false,3,[4010402|3],[[2|153|15]|[999|4|558750]|[999|5|558750]|[999|6|931175]],[[4010402|3]],100,1,-1,45,98892,4010503
401050304,21008,-1,[2|153|23|999|4|838100|999|5|838100|999|6|1396760],technology_adv_desc_20008,-1,3400,false,4,[4010402|4],[[2|153|23]|[999|4|838100]|[999|5|838100]|[999|6|1396760]],[[4010402|4]],100,1,-1,45,148339,4010503
401050305,21008,-1,[2|153|36|999|4|1334700|999|5|1334700|999|6|2224465],technology_adv_desc_20008,-1,5500,false,5,[4010402|5],[[2|153|36]|[999|4|1334700]|[999|5|1334700]|[999|6|2224465]],[[4010402|5]],100,1,-1,45,236243,4010503
401060201,1018,-1,[2|153|9|999|4|340450|999|5|340450|999|6|567415],technology_adv_grounds_desc,-1,550,false,1,[4010501|3|4010503|3],[[2|153|9]|[999|4|340450]|[999|5|340450]|[999|6|567415]],[[4010501|3]|[4010503|3]],300,1,-1,45,60260,4010602
401060202,1018,-1,[2|153|11|999|4|408550|999|5|408550|999|6|680900],technology_adv_grounds_desc,-1,1200,false,2,[4010501|3|4010503|3],[[2|153|11]|[999|4|408550]|[999|5|408550]|[999|6|680900]],[[4010501|3]|[4010503|3]],300,1,-1,45,72313,4010602
401060203,1018,-1,[2|153|13|999|4|476650|999|5|476650|999|6|794380],technology_adv_grounds_desc,-1,1950,false,3,[4010501|3|4010503|3],[[2|153|13]|[999|4|476650]|[999|5|476650]|[999|6|794380]],[[4010501|3]|[4010503|3]],300,1,-1,45,84365,4010602
401060204,1018,-1,[2|153|16|999|4|578800|999|5|578800|999|6|964605],technology_adv_grounds_desc,-1,2850,false,4,[4010501|3|4010503|3],[[2|153|16]|[999|4|578800]|[999|5|578800]|[999|6|964605]],[[4010501|3]|[4010503|3]],300,1,-1,45,102443,4010602
401060205,1018,-1,[2|153|18|999|4|680900|999|5|680900|999|6|1134830],technology_adv_grounds_desc,-1,3950,false,5,[4010501|3|4010503|3],[[2|153|18]|[999|4|680900]|[999|5|680900]|[999|6|1134830]],[[4010501|3]|[4010503|3]],300,1,-1,45,120521,4010602
401060206,1018,-1,[2|153|22|999|4|817100|999|5|817100|999|6|1361795],technology_adv_grounds_desc,-1,5250,false,6,[4010501|3|4010503|3],[[2|153|22]|[999|4|817100]|[999|5|817100]|[999|6|1361795]],[[4010501|3]|[4010503|3]],300,1,-1,45,144625,4010602
401060207,1018,-1,[2|153|26|999|4|987300|999|5|987300|999|6|1645500],technology_adv_grounds_desc,-1,6800,false,7,[4010501|3|4010503|3],[[2|153|26]|[999|4|987300]|[999|5|987300]|[999|6|1645500]],[[4010501|3]|[4010503|3]],300,1,-1,45,174755,4010602
401060208,1018,-1,[2|153|32|999|4|1191600|999|5|1191600|999|6|1985950],technology_adv_grounds_desc,-1,8650,false,8,[4010501|3|4010503|3],[[2|153|32]|[999|4|1191600]|[999|5|1191600]|[999|6|1985950]],[[4010501|3]|[4010503|3]],300,1,-1,45,210912,4010602
401060209,1018,-1,[2|153|38|999|4|1429900|999|5|1429900|999|6|2383140],technology_adv_grounds_desc,-1,10900,false,9,[4010501|3|4010503|3],[[2|153|38]|[999|4|1429900]|[999|5|1429900]|[999|6|2383140]],[[4010501|3]|[4010503|3]],300,1,-1,45,253094,4010602
401060210,1018,-1,[2|153|45|999|4|1702250|999|5|1702250|999|6|2837070],technology_adv_grounds_desc,-1,13550,false,10,[4010501|3|4010503|3],[[2|153|45]|[999|4|1702250]|[999|5|1702250]|[999|6|2837070]],[[4010501|3]|[4010503|3]],300,1,-1,45,301302,4010602
401070101,21009,-1,[2|153|11|999|4|408550|999|5|408550|999|6|680900],technology_adv_desc_20009,-1,650,false,1,[4010602|1],[[2|153|11]|[999|4|408550]|[999|5|408550]|[999|6|680900]],[[4010602|1]],100,1,-1,45,72313,4010701
401070102,21009,-1,[2|153|13|999|4|490250|999|5|490250|999|6|817080],technology_adv_desc_20009,-1,1450,false,2,[4010602|2],[[2|153|13]|[999|4|490250]|[999|5|490250]|[999|6|817080]],[[4010602|2]],100,1,-1,45,86775,4010701
401070103,21009,-1,[2|153|16|999|4|572000|999|5|572000|999|6|953255],technology_adv_desc_20009,-1,2350,false,3,[4010602|3],[[2|153|16]|[999|4|572000]|[999|5|572000]|[999|6|953255]],[[4010602|3]],100,1,-1,45,101238,4010701
401070104,21009,-1,[2|153|19|999|4|694550|999|5|694550|999|6|1157525],technology_adv_desc_20009,-1,3450,false,4,[4010602|4],[[2|153|19]|[999|4|694550]|[999|5|694550]|[999|6|1157525]],[[4010602|4]],100,1,-1,45,122931,4010701
401070105,21009,-1,[2|153|22|999|4|817100|999|5|817100|999|6|1361795],technology_adv_desc_20009,-1,4750,false,5,[4010602|5],[[2|153|22]|[999|4|817100]|[999|5|817100]|[999|6|1361795]],[[4010602|5]],100,1,-1,45,144625,4010701
401070106,21009,-1,[2|153|26|999|4|980500|999|5|980500|999|6|1634155],technology_adv_desc_20009,-1,6300,false,6,[4010602|6],[[2|153|26]|[999|4|980500]|[999|5|980500]|[999|6|1634155]],[[4010602|6]],100,1,-1,45,173550,4010701
401070107,21009,-1,[2|153|32|999|4|1184800|999|5|1184800|999|6|1974600],technology_adv_desc_20009,-1,8150,false,7,[4010602|7],[[2|153|32]|[999|4|1184800]|[999|5|1184800]|[999|6|1974600]],[[4010602|7]],100,1,-1,45,209706,4010701
401070108,21009,-1,[2|153|38|999|4|1429900|999|5|1429900|999|6|2383140],technology_adv_desc_20009,-1,10400,false,8,[4010602|8],[[2|153|38]|[999|4|1429900]|[999|5|1429900]|[999|6|2383140]],[[4010602|8]],100,1,-1,45,253094,4010701
401070109,21009,-1,[2|153|46|999|4|1715900|999|5|1715900|999|6|2859765],technology_adv_desc_20009,-1,13100,false,9,[4010602|9],[[2|153|46]|[999|4|1715900]|[999|5|1715900]|[999|6|2859765]],[[4010602|9]],100,1,-1,45,303713,4010701
401070110,21009,-1,[2|153|54|999|4|2042700|999|5|2042700|999|6|3404480],technology_adv_desc_20009,-1,16300,false,10,[4010602|10],[[2|153|54]|[999|4|2042700]|[999|5|2042700]|[999|6|3404480]],[[4010602|10]],100,1,-1,45,361563,4010701
401070301,21010,-1,[2|153|11|999|4|408550|999|5|408550|999|6|680900],technology_adv_desc_20010,-1,650,false,1,[4010602|1],[[2|153|11]|[999|4|408550]|[999|5|408550]|[999|6|680900]],[[4010602|1]],100,1,-1,45,72313,4010703
401070302,21010,-1,[2|153|13|999|4|490250|999|5|490250|999|6|817080],technology_adv_desc_20010,-1,1450,false,2,[4010602|2],[[2|153|13]|[999|4|490250]|[999|5|490250]|[999|6|817080]],[[4010602|2]],100,1,-1,45,86775,4010703
401070303,21010,-1,[2|153|16|999|4|572000|999|5|572000|999|6|953255],technology_adv_desc_20010,-1,2350,false,3,[4010602|3],[[2|153|16]|[999|4|572000]|[999|5|572000]|[999|6|953255]],[[4010602|3]],100,1,-1,45,101238,4010703
401070304,21010,-1,[2|153|19|999|4|694550|999|5|694550|999|6|1157525],technology_adv_desc_20010,-1,3450,false,4,[4010602|4],[[2|153|19]|[999|4|694550]|[999|5|694550]|[999|6|1157525]],[[4010602|4]],100,1,-1,45,122931,4010703
401070305,21010,-1,[2|153|22|999|4|817100|999|5|817100|999|6|1361795],technology_adv_desc_20010,-1,4750,false,5,[4010602|5],[[2|153|22]|[999|4|817100]|[999|5|817100]|[999|6|1361795]],[[4010602|5]],100,1,-1,45,144625,4010703
401070306,21010,-1,[2|153|26|999|4|980500|999|5|980500|999|6|1634155],technology_adv_desc_20010,-1,6300,false,6,[4010602|6],[[2|153|26]|[999|4|980500]|[999|5|980500]|[999|6|1634155]],[[4010602|6]],100,1,-1,45,173550,4010703
401070307,21010,-1,[2|153|32|999|4|1184800|999|5|1184800|999|6|1974600],technology_adv_desc_20010,-1,8150,false,7,[4010602|7],[[2|153|32]|[999|4|1184800]|[999|5|1184800]|[999|6|1974600]],[[4010602|7]],100,1,-1,45,209706,4010703
401070308,21010,-1,[2|153|38|999|4|1429900|999|5|1429900|999|6|2383140],technology_adv_desc_20010,-1,10400,false,8,[4010602|8],[[2|153|38]|[999|4|1429900]|[999|5|1429900]|[999|6|2383140]],[[4010602|8]],100,1,-1,45,253094,4010703
401070309,21010,-1,[2|153|46|999|4|1715900|999|5|1715900|999|6|2859765],technology_adv_desc_20010,-1,13100,false,9,[4010602|9],[[2|153|46]|[999|4|1715900]|[999|5|1715900]|[999|6|2859765]],[[4010602|9]],100,1,-1,45,303713,4010703
401070310,21010,-1,[2|153|54|999|4|2042700|999|5|2042700|999|6|3404480],technology_adv_desc_20010,-1,16300,false,10,[4010602|10],[[2|153|54]|[999|4|2042700]|[999|5|2042700]|[999|6|3404480]],[[4010602|10]],100,1,-1,45,361563,4010703
401080201,21012,-1,[2|153|13|999|4|476650|999|5|476650|999|6|794380],technology_adv_desc_20012,-1,750,false,1,[4010701|8|4010703|8],[[2|153|13]|[999|4|476650]|[999|5|476650]|[999|6|794380]],[[4010701|8]|[4010703|8]],100,1,-1,45,84365,4010802
401080202,21012,-1,[2|153|16|999|4|572000|999|5|572000|999|6|953255],technology_adv_desc_20012,-1,1650,false,2,[4010701|8|4010703|8],[[2|153|16]|[999|4|572000]|[999|5|572000]|[999|6|953255]],[[4010701|8]|[4010703|8]],100,1,-1,45,101238,4010802
401080203,21012,-1,[2|153|18|999|4|667300|999|5|667300|999|6|1112130],technology_adv_desc_20012,-1,2700,false,3,[4010701|8|4010703|8],[[2|153|18]|[999|4|667300]|[999|5|667300]|[999|6|1112130]],[[4010701|8]|[4010703|8]],100,1,-1,45,118111,4010802
401080204,21012,-1,[2|153|22|999|4|810300|999|5|810300|999|6|1350445],technology_adv_desc_20012,-1,4000,false,4,[4010701|8|4010703|8],[[2|153|22]|[999|4|810300]|[999|5|810300]|[999|6|1350445]],[[4010701|8]|[4010703|8]],100,1,-1,45,143420,4010802
401080205,21012,-1,[2|153|26|999|4|953300|999|5|953300|999|6|1588760],technology_adv_desc_20012,-1,5500,false,5,[4010701|8|4010703|8],[[2|153|26]|[999|4|953300]|[999|5|953300]|[999|6|1588760]],[[4010701|8]|[4010703|8]],100,1,-1,45,168729,4010802
401080206,21012,-1,[2|153|31|999|4|1143950|999|5|1143950|999|6|1906510],technology_adv_desc_20012,-1,7300,false,6,[4010701|8|4010703|8],[[2|153|31]|[999|4|1143950]|[999|5|1143950]|[999|6|1906510]],[[4010701|8]|[4010703|8]],100,1,-1,45,202475,4010802
401080207,21012,-1,[2|153|37|999|4|1382250|999|5|1382250|999|6|2303700],technology_adv_desc_20012,-1,9450,false,7,[4010701|8|4010703|8],[[2|153|37]|[999|4|1382250]|[999|5|1382250]|[999|6|2303700]],[[4010701|8]|[4010703|8]],100,1,-1,45,244658,4010802
401080208,21012,-1,[2|153|44|999|4|1668200|999|5|1668200|999|6|2780325],technology_adv_desc_20012,-1,12050,false,8,[4010701|8|4010703|8],[[2|153|44]|[999|4|1668200]|[999|5|1668200]|[999|6|2780325]],[[4010701|8]|[4010703|8]],100,1,-1,45,295276,4010802
401080209,21012,-1,[2|153|53|999|4|2001850|999|5|2001850|999|6|3336390],technology_adv_desc_20012,-1,15200,false,9,[4010701|8|4010703|8],[[2|153|53]|[999|4|2001850]|[999|5|2001850]|[999|6|3336390]],[[4010701|8]|[4010703|8]],100,1,-1,45,354332,4010802
401080210,21012,-1,[2|153|63|999|4|2383150|999|5|2383150|999|6|3971895],technology_adv_desc_20012,-1,18900,false,10,[4010701|8|4010703|8],[[2|153|63]|[999|4|2383150]|[999|5|2383150]|[999|6|3971895]],[[4010701|8]|[4010703|8]],100,1,-1,45,421823,4010802
401090101,21007,-1,[2|153|15|999|4|544750|999|5|544750|999|6|907865],technology_adv_desc_20007,-1,850,false,1,[4010802|1],[[2|153|15]|[999|4|544750]|[999|5|544750]|[999|6|907865]],[[4010802|1]],100,1,-1,50,96417,4010901
401090102,21007,-1,[2|153|18|999|4|653700|999|5|653700|999|6|1089435],technology_adv_desc_20007,-1,1900,false,2,[4010802|2],[[2|153|18]|[999|4|653700]|[999|5|653700]|[999|6|1089435]],[[4010802|2]],100,1,-1,50,115700,4010901
401090103,21007,-1,[2|153|21|999|4|762650|999|5|762650|999|6|1271010],technology_adv_desc_20007,-1,3100,false,3,[4010802|3],[[2|153|21]|[999|4|762650]|[999|5|762650]|[999|6|1271010]],[[4010802|3]],100,1,-1,50,134983,4010901
401090104,21007,-1,[2|153|25|999|4|926050|999|5|926050|999|6|1543365],technology_adv_desc_20007,-1,4550,false,4,[4010802|4],[[2|153|25]|[999|4|926050]|[999|5|926050]|[999|6|1543365]],[[4010802|4]],100,1,-1,50,163909,4010901
401090105,21007,-1,[2|153|29|999|4|1089450|999|5|1089450|999|6|1815725],technology_adv_desc_20007,-1,6250,false,5,[4010802|5],[[2|153|29]|[999|4|1089450]|[999|5|1089450]|[999|6|1815725]],[[4010802|5]],100,1,-1,50,192834,4010901
401090106,21007,-1,[2|153|35|999|4|1307350|999|5|1307350|999|6|2178870],technology_adv_desc_20007,-1,8300,false,6,[4010802|6],[[2|153|35]|[999|4|1307350]|[999|5|1307350]|[999|6|2178870]],[[4010802|6]],100,1,-1,50,231400,4010901
401090107,21007,-1,[2|153|42|999|4|1579700|999|5|1579700|999|6|2632800],technology_adv_desc_20007,-1,10800,false,7,[4010802|7],[[2|153|42]|[999|4|1579700]|[999|5|1579700]|[999|6|2632800]],[[4010802|7]],100,1,-1,50,279609,4010901
401090108,21007,-1,[2|153|51|999|4|1906550|999|5|1906550|999|6|3177515],technology_adv_desc_20007,-1,13800,false,8,[4010802|8],[[2|153|51]|[999|4|1906550]|[999|5|1906550]|[999|6|3177515]],[[4010802|8]],100,1,-1,50,337459,4010901
401090109,21007,-1,[2|153|61|999|4|2287850|999|5|2287850|999|6|3813020],technology_adv_desc_20007,-1,17400,false,9,[4010802|9],[[2|153|61]|[999|4|2287850]|[999|5|2287850]|[999|6|3813020]],[[4010802|9]],100,1,-1,50,404950,4010901
401090110,21007,-1,[2|153|72|999|4|2723600|999|5|2723600|999|6|4539310],technology_adv_desc_20007,-1,21650,false,10,[4010802|10],[[2|153|72]|[999|4|2723600]|[999|5|2723600]|[999|6|4539310]],[[4010802|10]],100,1,-1,50,482084,4010901
401090301,21008,-1,[2|153|15|999|4|544750|999|5|544750|999|6|907865],technology_adv_desc_20008,-1,850,false,1,[4010802|1],[[2|153|15]|[999|4|544750]|[999|5|544750]|[999|6|907865]],[[4010802|1]],100,1,-1,50,96417,4010903
401090302,21008,-1,[2|153|18|999|4|653700|999|5|653700|999|6|1089435],technology_adv_desc_20008,-1,1900,false,2,[4010802|2],[[2|153|18]|[999|4|653700]|[999|5|653700]|[999|6|1089435]],[[4010802|2]],100,1,-1,50,115700,4010903
401090303,21008,-1,[2|153|21|999|4|762650|999|5|762650|999|6|1271010],technology_adv_desc_20008,-1,3100,false,3,[4010802|3],[[2|153|21]|[999|4|762650]|[999|5|762650]|[999|6|1271010]],[[4010802|3]],100,1,-1,50,134983,4010903
401090304,21008,-1,[2|153|25|999|4|926050|999|5|926050|999|6|1543365],technology_adv_desc_20008,-1,4550,false,4,[4010802|4],[[2|153|25]|[999|4|926050]|[999|5|926050]|[999|6|1543365]],[[4010802|4]],100,1,-1,50,163909,4010903
