id,attribute_rate_random,attrRate,equipment,equipment_star,maxAttrFloat,minAttrFloat,race_list,race_probability
622230,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],2,10000
623230,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],2,10000
624230,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],2,10000
641230,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],2,10000
642230,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],2,10000
643230,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],2,10000
644230,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],2,10000
651230,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],2,10000
652230,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],2,10000
653230,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],2,10000
654230,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],2,10000
221330,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],3,10000
222330,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],3,10000
223330,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],3,10000
224330,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],3,10000
321330,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],3,10000
322330,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],3,10000
323330,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],3,10000
324330,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],3,10000
411330,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],3,10000
412330,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],3,10000
413330,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],3,10000
414330,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],3,10000
431330,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],3,10000
432330,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],3,10000
433330,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],3,10000
434330,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],3,10000
511330,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],3,10000
512330,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],3,10000
513330,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],3,10000
514330,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],3,10000
531330,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],3,10000
532330,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],3,10000
533330,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],3,10000
534330,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],3,10000
521330,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],3,10000
522330,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],3,10000
523330,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],3,10000
524330,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],3,10000
611330,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],3,10000
612330,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],3,10000
613330,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],3,10000
614330,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],3,10000
631330,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],3,10000
632330,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],3,10000
633330,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],3,10000
634330,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],3,10000
621330,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],3,10000
622330,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],3,10000
623330,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],3,10000
624330,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],3,10000
641330,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],3,10000
642330,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],3,10000
643330,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],3,10000
644330,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],3,10000
651330,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],3,10000
652330,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],3,10000
653330,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],3,10000
654330,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],3,10000
221020,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],,-1
222020,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],,-1
223020,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],,-1
224020,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],,-1
321020,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],,-1
322020,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],,-1
323020,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],,-1
324020,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],,-1
411020,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],,-1
412020,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],,-1
413020,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],,-1
414020,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],,-1
431020,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],,-1
432020,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],,-1
433020,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],,-1
434020,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],,-1
511020,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],,-1
512020,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],,-1
513020,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],,-1
514020,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],,-1
531020,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],,-1
532020,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],,-1
533020,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],,-1
534020,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],,-1
521020,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],,-1
522020,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],,-1
523020,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],,-1
524020,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],,-1
611020,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],,-1
612020,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],,-1
613020,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],,-1
614020,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],,-1
631020,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],,-1
632020,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],,-1
633020,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],,-1
634020,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],,-1
621020,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],,-1
622020,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],,-1
623020,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],,-1
624020,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],,-1
641020,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],,-1
642020,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],,-1
643020,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],,-1
644020,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],,-1
651020,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],,-1
652020,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],,-1
653020,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],,-1
654020,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],,-1
221120,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],1,10000
222120,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],1,10000
223120,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],1,10000
224120,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],1,10000
321120,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],1,10000
322120,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],1,10000
323120,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],1,10000
324120,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],1,10000
411120,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],1,10000
412120,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],1,10000
413120,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],1,10000
414120,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],1,10000
431120,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],1,10000
432120,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],1,10000
433120,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],1,10000
434120,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],1,10000
511120,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],1,10000
512120,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],1,10000
513120,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],1,10000
514120,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],1,10000
531120,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],1,10000
532120,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],1,10000
533120,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],1,10000
534120,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],1,10000
521120,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],1,10000
522120,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],1,10000
523120,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],1,10000
524120,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],1,10000
611120,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],1,10000
612120,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],1,10000
613120,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],1,10000
614120,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],1,10000
631120,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],1,10000
632120,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],1,10000
633120,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],1,10000
634120,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],1,10000
621120,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],1,10000
622120,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],1,10000
623120,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],1,10000
624120,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],1,10000
641120,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],1,10000
642120,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],1,10000
643120,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],1,10000
644120,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],1,10000
651120,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],1,10000
652120,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],1,10000
653120,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],1,10000
654120,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],1,10000
221220,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],2,10000
222220,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],2,10000
223220,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],2,10000
224220,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],2,10000
321220,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],2,10000
322220,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],2,10000
323220,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],2,10000
324220,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],2,10000
411220,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],2,10000
412220,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],2,10000
413220,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],2,10000
414220,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],2,10000
431220,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],2,10000
432220,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],2,10000
433220,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],2,10000
434220,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],2,10000
511220,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],2,10000
512220,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],2,10000
513220,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],2,10000
514220,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],2,10000
531220,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],2,10000
532220,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],2,10000
533220,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],2,10000
534220,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],2,10000
521220,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],2,10000
522220,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],2,10000
523220,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],2,10000
524220,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],2,10000
611220,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],2,10000
612220,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],2,10000
613220,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],2,10000
614220,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],2,10000
631220,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],2,10000
632220,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],2,10000
633220,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],2,10000
634220,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],2,10000
621220,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],2,10000
622220,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],2,10000
623220,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],2,10000
624220,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],2,10000
641220,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],2,10000
642220,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],2,10000
643220,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],2,10000
644220,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],2,10000
651220,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],2,10000
652220,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],2,10000
653220,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],2,10000
654220,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],2,10000
221320,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],3,10000
222320,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],3,10000
223320,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],3,10000
224320,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],3,10000
321320,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],3,10000
322320,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],3,10000
323320,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],3,10000
324320,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],3,10000
411320,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],3,10000
412320,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],3,10000
413320,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],3,10000
414320,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],3,10000
431320,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],3,10000
432320,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],3,10000
433320,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],3,10000
434320,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],3,10000
511320,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],3,10000
512320,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],3,10000
513320,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],3,10000
514320,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],3,10000
531320,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],3,10000
532320,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],3,10000
533320,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],3,10000
534320,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],3,10000
521320,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],3,10000
522320,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],3,10000
523320,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],3,10000
524320,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],3,10000
611320,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],3,10000
612320,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],3,10000
613320,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],3,10000
614320,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],3,10000
631320,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],3,10000
632320,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],3,10000
633320,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],3,10000
634320,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],3,10000
621320,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],3,10000
622320,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],3,10000
623320,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],3,10000
624320,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],3,10000
641320,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],3,10000
642320,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],3,10000
643320,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],3,10000
644320,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],3,10000
651320,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],3,10000
652320,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],3,10000
653320,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],3,10000
654320,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],3,10000
221420,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],1|2|3,10000
222420,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],1|2|3,10000
223420,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],1|2|3,10000
224420,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],1|2|3,10000
321420,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],1|2|3,10000
322420,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],1|2|3,10000
323420,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],1|2|3,10000
324420,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],1|2|3,10000
411420,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],1|2|3,10000
412420,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],1|2|3,10000
413420,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],1|2|3,10000
414420,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],1|2|3,10000
431420,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],1|2|3,10000
432420,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],1|2|3,10000
433420,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],1|2|3,10000
434420,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],1|2|3,10000
511420,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],1|2|3,10000
512420,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],1|2|3,10000
513420,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],1|2|3,10000
514420,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],1|2|3,10000
531420,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],1|2|3,10000
532420,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],1|2|3,10000
533420,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],1|2|3,10000
534420,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],1|2|3,10000
521420,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],1|2|3,10000
522420,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],1|2|3,10000
523420,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],1|2|3,10000
524420,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],1|2|3,10000
611420,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],1|2|3,10000
612420,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],1|2|3,10000
613420,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],1|2|3,10000
614420,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],1|2|3,10000
631420,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],1|2|3,10000
632420,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],1|2|3,10000
633420,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],1|2|3,10000
634420,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],1|2|3,10000
621420,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],1|2|3,10000
622420,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],1|2|3,10000
623420,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],1|2|3,10000
624420,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],1|2|3,10000
641420,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],1|2|3,10000
642420,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],1|2|3,10000
643420,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],1|2|3,10000
644420,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],1|2|3,10000
651420,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],1|2|3,10000
652420,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],1|2|3,10000
653420,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],1|2|3,10000
654420,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],1|2|3,10000
241,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],,-1
242,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],,-1
243,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],,-1
244,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],,-1
341,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],,-1
342,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],,-1
343,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],,-1
344,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],,-1
351,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],,-1
352,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],,-1
353,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],,-1
354,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],,-1
441,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],,-1
442,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],,-1
443,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],,-1
444,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],,-1
451,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],,-1
452,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],,-1
453,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],,-1
454,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],,-1
100001201,[10000|10000|100],[[10000|10000|100]],1201,-1,[10000],[10000],,-1
100001202,[10000|10000|100],[[10000|10000|100]],1202,-1,[10000],[10000],,-1
100001203,[10000|10000|100],[[10000|10000|100]],1203,-1,[10000],[10000],,-1
100001204,[10000|10000|100],[[10000|10000|100]],1204,-1,[10000],[10000],,-1
100001301,[10000|10000|100],[[10000|10000|100]],1301,-1,[10000],[10000],,-1
100001302,[10000|10000|100],[[10000|10000|100]],1302,-1,[10000],[10000],,-1
100001303,[10000|10000|100],[[10000|10000|100]],1303,-1,[10000],[10000],,-1
100001304,[10000|10000|100],[[10000|10000|100]],1304,-1,[10000],[10000],,-1
100001401,[10000|10000|100],[[10000|10000|100]],1401,-1,[10000],[10000],,-1
100001402,[10000|10000|100],[[10000|10000|100]],1402,-1,[10000],[10000],,-1
100001403,[10000|10000|100],[[10000|10000|100]],1403,-1,[10000],[10000],,-1
100001404,[10000|10000|100],[[10000|10000|100]],1404,-1,[10000],[10000],,-1
100001501,[10000|10000|100],[[10000|10000|100]],1501,-1,[10000],[10000],,-1
100001502,[10000|10000|100],[[10000|10000|100]],1502,-1,[10000],[10000],,-1
100001503,[10000|10000|100],[[10000|10000|100]],1503,-1,[10000],[10000],,-1
100001504,[10000|10000|100],[[10000|10000|100]],1504,-1,[10000],[10000],,-1
200001501,[10000|10000|100],[[10000|10000|100]],1501,-1,[10000],[10000],1,10000
200001502,[10000|10000|100],[[10000|10000|100]],1502,-1,[10000],[10000],1,10000
