id,group,group_index,is_abbreviate,reward,scene,show_progress,task_button,task_condition,task_condition_num,task_condition_para,task_discription,task_guide,task_guide_num,task_icon,task_inherit,taskConditionNumArr,taskGuideNumArr
110501,1105,1,-1,5402,1,-1,1,2,[30111|9930111|8830111],,task_achievement_desc_baoxiang,5,[30111|9930111|8830111],,-1,[30111|9930111|8830111],[30111|9930111|8830111]
110502,1105,2,-1,5402,1,-1,1,2,[30211|9930211|8830211],,task_achievement_desc_baoxiang,5,[30211|9930211|8830211],,-1,[30211|9930211|8830211],[30211|9930211|8830211]
110503,1105,3,-1,5402,1,-1,1,2,[30212|9930212|8830212],,task_achievement_desc_baoxiang,5,[30212|9930212|8830212],,-1,[30212|9930212|8830212],[30212|9930212|8830212]
110504,1105,4,-1,5402,1,-1,1,2,[30221|9930221|8830221],,task_achievement_desc_baoxiang,5,[30221|9930221|8830221],,-1,[30221|9930221|8830221],[30221|9930221|8830221]
110505,1105,5,-1,5402,1,-1,1,2,[30222|9930222|8830222],,task_achievement_desc_baoxiang,5,[30222|9930222|8830222],,-1,[30222|9930222|8830222],[30222|9930222|8830222]
110506,1105,6,-1,5402,1,-1,1,2,[30231|9930231|8830231],,task_achievement_desc_baoxiang,5,[30231|9930231|8830231],,-1,[30231|9930231|8830231],[30231|9930231|8830231]
120101,1201,1,-1,5402,1,1,1,8,[1000],,task_achievement_desc_monster,3,[30111|30211|30311|30411|30511|30611|30811|40111|40121|40141|40151|40161|40181|9930111|9930211|9930311|8830111|8830211|8830311],,1,[1000],[30111|30211|30311|30411|30511|30611|30811|40111|40121|40141|40151|40161|40181|9930111|9930211|9930311|8830111|8830211|8830311]
120102,1201,2,-1,5402,1,1,1,8,[1500],,task_achievement_desc_monster,3,[30111|30211|30311|30411|30511|30611|30811|40111|40121|40141|40151|40161|40181|9930111|9930211|9930311|8830111|8830211|8830311],,1,[1500],[30111|30211|30311|30411|30511|30611|30811|40111|40121|40141|40151|40161|40181|9930111|9930211|9930311|8830111|8830211|8830311]
120103,1201,3,-1,5402,1,1,1,8,[2000],,task_achievement_desc_monster,3,[30111|30211|30311|30411|30511|30611|30811|40111|40121|40141|40151|40161|40181|9930111|9930211|9930311|8830111|8830211|8830311],,1,[2000],[30111|30211|30311|30411|30511|30611|30811|40111|40121|40141|40151|40161|40181|9930111|9930211|9930311|8830111|8830211|8830311]
120201,1202,1,-1,5402,1,1,1,6,[35111|9935111|8835111|1],,task_achievement_desc_120201,3,[35111|9935111|8835111],,-1,[35111|9935111|8835111|1],[35111|9935111|8835111]
120202,1202,2,-1,5402,1,1,1,6,[35121|9935121|8835121|1],,task_achievement_desc_120202,3,[35121|9935121|8835121],,-1,[35121|9935121|8835121|1],[35121|9935121|8835121]
120203,1202,3,-1,5402,1,1,1,6,[35131|9935131|8835131|1],,task_achievement_desc_120203,3,[35131|9935131|8835131],,-1,[35131|9935131|8835131|1],[35131|9935131|8835131]
120204,1202,4,-1,5402,1,1,1,6,[45111|1],,task_achievement_desc_120204,3,[45111],,-1,[45111|1],[45111]
120205,1202,5,-1,5402,1,1,1,6,[45121|1],,task_achievement_desc_120205,3,[45121],,-1,[45121|1],[45121]
120206,1202,6,-1,5402,1,1,1,6,[45131|1],,task_achievement_desc_120206,3,[45131],,-1,[45131|1],[45131]
120301,1203,1,-1,5402,1,-1,1,2,[20031|9920031|8820031],,task_achievement_desc_120301,5,[20031|9920031|8820031],,-1,[20031|9920031|8820031],[20031|9920031|8820031]
120302,1203,2,-1,5402,1,-1,1,2,[20032|9920032|8820032],,task_achievement_desc_120302,5,[20032|9920032|8820032],,-1,[20032|9920032|8820032],[20032|9920032|8820032]
120303,1203,3,-1,5402,1,-1,1,2,[20033|9920033|8820033],,task_achievement_desc_120303,5,[20033|9920033|8820033],,-1,[20033|9920033|8820033],[20033|9920033|8820033]
120304,1203,4,-1,5402,1,-1,1,2,[20034|9920034|8820034],,task_achievement_desc_120304,5,[20034|9920034|8820034],,-1,[20034|9920034|8820034],[20034|9920034|8820034]
120305,1203,5,-1,5402,1,-1,1,2,[20041],,task_achievement_desc_120305,5,[20041],,-1,[20041],[20041]
120306,1203,6,-1,5402,1,-1,1,2,[20042],,task_achievement_desc_120306,5,[20042],,-1,[20042],[20042]
120307,1203,7,-1,5402,1,-1,1,2,[20043],,task_achievement_desc_120307,5,[20043],,-1,[20043],[20043]
120401,1204,1,-1,5402,1,-1,1,2,[10301|9910301|8810301],,task_achievement_desc_120401,5,[10301|9910301|8810301],,-1,[10301|9910301|8810301],[10301|9910301|8810301]
120402,1204,2,-1,5402,1,-1,1,2,[10305|9910305|8810305],,task_achievement_desc_120402,5,[10305|9910305|8810305],,-1,[10305|9910305|8810305],[10305|9910305|8810305]
120403,1204,3,-1,5402,1,-1,1,2,[10310|9910310|8810310],,task_achievement_desc_120403,5,[10310|9910310|8810310],,-1,[10310|9910310|8810310],[10310|9910310|8810310]
120404,1204,4,-1,5402,1,-1,1,2,[10314|9910314|8810314],,task_achievement_desc_120404,5,[10314|9910314|8810314],,-1,[10314|9910314|8810314],[10314|9910314|8810314]
120405,1204,5,-1,5402,1,-1,1,2,[10401],,task_achievement_desc_120405,5,[10401],,-1,[10401],[10401]
120406,1204,6,-1,5402,1,-1,1,2,[10405],,task_achievement_desc_120406,5,[10405],,-1,[10405],[10405]
120407,1204,7,-1,5402,1,-1,1,2,[10410],,task_achievement_desc_120407,5,[10410],,-1,[10410],[10410]
120408,1204,8,-1,5402,1,-1,1,2,[10415],,task_achievement_desc_120408,5,[10415],,-1,[10415],[10415]
120501,1205,1,-1,5402,1,-1,1,2,[30311|9930311|8830311],,task_achievement_desc_baoxiang,5,[30311|9930311|8830311],,-1,[30311|9930311|8830311],[30311|9930311|8830311]
120502,1205,2,-1,5402,1,-1,1,2,[30321|9930321|8830321],,task_achievement_desc_baoxiang,5,[30321|9930321|8830321],,-1,[30321|9930321|8830321],[30321|9930321|8830321]
120503,1205,3,-1,5402,1,-1,1,2,[30331|9930331|8830331],,task_achievement_desc_baoxiang,5,[30331|9930331|8830331],,-1,[30331|9930331|8830331],[30331|9930331|8830331]
120504,1205,4,-1,5402,1,-1,1,2,[30341|9930341|8830341],,task_achievement_desc_baoxiang,5,[30341|9930341|8830341],,-1,[30341|9930341|8830341],[30341|9930341|8830341]
120505,1205,5,-1,5402,1,-1,1,2,[30411],,task_achievement_desc_baoxiang,5,[30411],,-1,[30411],[30411]
120506,1205,6,-1,5402,1,-1,1,2,[30421],,task_achievement_desc_baoxiang,5,[30421],,-1,[30421],[30421]
120507,1205,7,-1,5402,1,-1,1,2,[30431],,task_achievement_desc_baoxiang,5,[30431],,-1,[30431],[30431]
120508,1205,8,-1,5402,1,-1,1,2,[30441],,task_achievement_desc_baoxiang,5,[30441],,-1,[30441],[30441]
130101,1301,1,-1,5402,1,1,1,8,[3000],,task_achievement_desc_monster,3,[50111|50121|50141|50151|50161|50171|50181|60001|60003|60005|60006|60007|60008],,1,[3000],[50111|50121|50141|50151|50161|50171|50181|60001|60003|60005|60006|60007|60008]
130102,1301,2,-1,5402,1,1,1,8,[4000],,task_achievement_desc_monster,3,[50111|50121|50141|50151|50161|50171|50181|60001|60003|60005|60006|60007|60008],,1,[4000],[50111|50121|50141|50151|50161|50171|50181|60001|60003|60005|60006|60007|60008]
130103,1301,3,-1,5402,1,1,1,8,[5000],,task_achievement_desc_monster,3,[50111|50121|50141|50151|50161|50171|50181|60001|60003|60005|60006|60007|60008],,1,[5000],[50111|50121|50141|50151|50161|50171|50181|60001|60003|60005|60006|60007|60008]
130201,1302,1,-1,5402,1,1,1,6,[55111|1],,task_achievement_desc_130201,3,[55111],,-1,[55111|1],[55111]
130202,1302,2,-1,5402,1,1,1,6,[55121|1],,task_achievement_desc_130202,3,[55121],,-1,[55121|1],[55121]
130203,1302,3,-1,5402,1,1,1,6,[55131|1],,task_achievement_desc_130203,3,[55131],,-1,[55131|1],[55131]
130204,1302,4,-1,5402,1,1,1,6,[61001|1],,task_achievement_desc_130204,3,[61001],,-1,[61001|1],[61001]
130205,1302,5,-1,5402,1,1,1,6,[61002|1],,task_achievement_desc_130205,3,[61002],,-1,[61002|1],[61002]
130206,1302,6,-1,5402,1,1,1,6,[61003|1],,task_achievement_desc_130206,3,[61003],,-1,[61003|1],[61003]
130301,1303,1,-1,5402,1,-1,1,2,[20051],,task_achievement_desc_130301,5,[20051],,-1,[20051],[20051]
130302,1303,2,-1,5402,1,-1,1,2,[20052],,task_achievement_desc_130302,5,[20052],,-1,[20052],[20052]
130303,1303,3,-1,5402,1,-1,1,2,[20053],,task_achievement_desc_130303,5,[20053],,-1,[20053],[20053]
130304,1303,4,-1,5402,1,-1,1,2,[20061],,task_achievement_desc_130304,5,[20061],,-1,[20061],[20061]
130305,1303,5,-1,5402,1,-1,1,2,[20062],,task_achievement_desc_130305,5,[20062],,-1,[20062],[20062]
130306,1303,6,-1,5402,1,-1,1,2,[20063],,task_achievement_desc_130306,5,[20063],,-1,[20063],[20063]
130307,1303,7,-1,5402,1,-1,1,2,[20064],,task_achievement_desc_130307,5,[20064],,-1,[20064],[20064]
130308,1303,8,-1,5402,1,-1,1,2,[20065],,task_achievement_desc_130308,5,[20065],,-1,[20065],[20065]
130401,1304,1,-1,5402,1,-1,1,2,[10501],,task_achievement_desc_fog,5,[10501],,-1,[10501],[10501]
130402,1304,2,-1,5402,1,-1,1,2,[10505],,task_achievement_desc_fog,5,[10505],,-1,[10505],[10505]
130403,1304,3,-1,5402,1,-1,1,2,[10510],,task_achievement_desc_fog,5,[10510],,-1,[10510],[10510]
130404,1304,4,-1,5402,1,-1,1,2,[10516],,task_achievement_desc_fog,5,[10516],,-1,[10516],[10516]
130405,1304,5,-1,5402,1,-1,1,2,[10601],,task_achievement_desc_fog,5,[10601],,-1,[10601],[10601]
130406,1304,6,-1,5402,1,-1,1,2,[10605],,task_achievement_desc_fog,5,[10605],,-1,[10605],[10605]
130407,1304,7,-1,5402,1,-1,1,2,[10610],,task_achievement_desc_fog,5,[10610],,-1,[10610],[10610]
130408,1304,8,-1,5402,1,-1,1,2,[10617],,task_achievement_desc_fog,5,[10617],,-1,[10617],[10617]
130501,1305,1,-1,5402,1,-1,1,2,[30511],,task_achievement_desc_baoxiang,5,[30511],,-1,[30511],[30511]
130502,1305,2,-1,5402,1,-1,1,2,[30521],,task_achievement_desc_baoxiang,5,[30521],,-1,[30521],[30521]
130503,1305,3,-1,5402,1,-1,1,2,[30531],,task_achievement_desc_baoxiang,5,[30531],,-1,[30531],[30531]
130504,1305,4,-1,5402,1,-1,1,2,[30541],,task_achievement_desc_baoxiang,5,[30541],,-1,[30541],[30541]
130505,1305,5,-1,5402,1,-1,1,2,[30611],,task_achievement_desc_baoxiang,5,[30611],,-1,[30611],[30611]
130506,1305,6,-1,5402,1,-1,1,2,[30621],,task_achievement_desc_baoxiang,5,[30621],,-1,[30621],[30621]
130507,1305,7,-1,5402,1,-1,1,2,[30631],,task_achievement_desc_baoxiang,5,[30631],,-1,[30631],[30631]
130508,1305,8,-1,5402,1,-1,1,2,[30641],,task_achievement_desc_baoxiang,5,[30641],,-1,[30641],[30641]
140201,1402,1,-1,5402,1,1,1,6,[71001|1],,task_achievement_desc_140201,3,[71001],,-1,[71001|1],[71001]
140202,1402,2,-1,5402,1,1,1,6,[71002|1],,task_achievement_desc_140202,3,[71002],,-1,[71002|1],[71002]
140203,1402,3,-1,5402,1,1,1,6,[71003|1],,task_achievement_desc_140203,3,[71003],,-1,[71003|1],[71003]
140204,1402,4,-1,5402,1,1,1,6,[81001|1],,task_achievement_desc_140204,3,[81001],,-1,[81001|1],[81001]
140205,1402,5,-1,5402,1,1,1,6,[81002|1],,task_achievement_desc_140205,3,[81002],,-1,[81002|1],[81002]
140206,1402,6,-1,5402,1,1,1,6,[81003|1],,task_achievement_desc_140206,3,[81003],,-1,[81003|1],[81003]
140301,1403,1,-1,5402,1,-1,1,2,[20071],,task_achievement_desc_140301,5,[20071],,-1,[20071],[20071]
140302,1403,2,-1,5402,1,-1,1,2,[20072],,task_achievement_desc_140302,5,[20072],,-1,[20072],[20072]
140303,1403,3,-1,5402,1,-1,1,2,[20073],,task_achievement_desc_140303,5,[20073],,-1,[20073],[20073]
140304,1403,4,-1,5402,1,-1,1,2,[20081],,task_achievement_desc_140304,5,[20081],,-1,[20081],[20081]
140305,1403,5,-1,5402,1,-1,1,2,[20082],,task_achievement_desc_140305,5,[20082],,-1,[20082],[20082]
140306,1403,6,-1,5402,1,-1,1,2,[20083],,task_achievement_desc_140306,5,[20083],,-1,[20083],[20083]
140401,1404,1,-1,5402,1,-1,1,2,[10701],,task_achievement_desc_fog,5,[10701],,-1,[10701],[10701]
140402,1404,2,-1,5402,1,-1,1,2,[10705],,task_achievement_desc_fog,5,[10705],,-1,[10705],[10705]
140403,1404,3,-1,5402,1,-1,1,2,[10710],,task_achievement_desc_fog,5,[10710],,-1,[10710],[10710]
140404,1404,4,-1,5402,1,-1,1,2,[10716],,task_achievement_desc_fog,5,[10716],,-1,[10716],[10716]
140405,1404,5,-1,5402,1,-1,1,2,[10801],,task_achievement_desc_fog,5,[10801],,-1,[10801],[10801]
140406,1404,6,-1,5402,1,-1,1,2,[10805],,task_achievement_desc_fog,5,[10805],,-1,[10805],[10805]
140407,1404,7,-1,5402,1,-1,1,2,[10810],,task_achievement_desc_fog,5,[10810],,-1,[10810],[10810]
140408,1404,8,-1,5402,1,-1,1,2,[10815],,task_achievement_desc_fog,5,[10815],,-1,[10815],[10815]
140501,1405,1,-1,5402,1,-1,1,2,[30711],,task_achievement_desc_baoxiang,5,[30711],,-1,[30711],[30711]
140502,1405,2,-1,5402,1,-1,1,2,[30721],,task_achievement_desc_baoxiang,5,[30721],,-1,[30721],[30721]
140503,1405,3,-1,5402,1,-1,1,2,[30731],,task_achievement_desc_baoxiang,5,[30731],,-1,[30731],[30731]
140504,1405,4,-1,5402,1,-1,1,2,[30741],,task_achievement_desc_baoxiang,5,[30741],,-1,[30741],[30741]
140505,1405,5,-1,5402,1,-1,1,2,[30811],,task_achievement_desc_baoxiang,5,[30811],,-1,[30811],[30811]
140506,1405,6,-1,5402,1,-1,1,2,[30821],,task_achievement_desc_baoxiang,5,[30821],,-1,[30821],[30821]
140507,1405,7,-1,5402,1,-1,1,2,[30831],,task_achievement_desc_baoxiang,5,[30831],,-1,[30831],[30831]
140508,1405,8,-1,5402,1,-1,1,2,[30841],,task_achievement_desc_baoxiang,5,[30841],,-1,[30841],[30841]
150201,1502,1,-1,5402,1,1,1,6,[91001|1],,task_achievement_desc_150201,3,[91001],,-1,[91001|1],[91001]
150202,1502,2,-1,5402,1,1,1,6,[91002|1],,task_achievement_desc_150202,3,[91002],,-1,[91002|1],[91002]
150203,1502,3,-1,5402,1,1,1,6,[91003|1],,task_achievement_desc_150203,3,[91003],,-1,[91003|1],[91003]
150204,1502,4,-1,5402,1,1,1,6,[94001|1],,task_achievement_desc_150204,3,[94001],,-1,[94001|1],[94001]
150205,1502,5,-1,5402,1,1,1,6,[94002|1],,task_achievement_desc_150205,3,[94002],,-1,[94002|1],[94002]
150206,1502,6,-1,5402,1,1,1,6,[94003|1],,task_achievement_desc_150206,3,[94003],,-1,[94003|1],[94003]
150301,1503,1,-1,5402,1,-1,1,2,[20091],,task_achievement_desc_150301,5,[20091],,-1,[20091],[20091]
150302,1503,2,-1,5402,1,-1,1,2,[20092],,task_achievement_desc_150302,5,[20092],,-1,[20092],[20092]
150303,1503,3,-1,5402,1,-1,1,2,[20093],,task_achievement_desc_150303,5,[20093],,-1,[20093],[20093]
150304,1503,4,-1,5402,1,-1,1,2,[20094],,task_achievement_desc_150304,5,[20094],,-1,[20094],[20094]
150305,1503,5,-1,5402,1,-1,1,2,[20095],,task_achievement_desc_150305,5,[20095],,-1,[20095],[20095]
150306,1503,6,-1,5402,1,-1,1,2,[20101],,task_achievement_desc_150306,5,[20101],,-1,[20101],[20101]
150307,1503,7,-1,5402,1,-1,1,2,[20102],,task_achievement_desc_150307,5,[20102],,-1,[20102],[20102]
150308,1503,8,-1,5402,1,-1,1,2,[20103],,task_achievement_desc_150308,5,[20103],,-1,[20103],[20103]
150309,1503,9,-1,5402,1,-1,1,2,[20104],,task_achievement_desc_150309,5,[20104],,-1,[20104],[20104]
150401,1504,1,-1,5402,1,-1,1,2,[10901],,task_achievement_desc_fog,5,[10901],,-1,[10901],[10901]
150402,1504,2,-1,5402,1,-1,1,2,[10905],,task_achievement_desc_fog,5,[10905],,-1,[10905],[10905]
150403,1504,3,-1,5402,1,-1,1,2,[10910],,task_achievement_desc_fog,5,[10910],,-1,[10910],[10910]
150404,1504,4,-1,5402,1,-1,1,2,[10913],,task_achievement_desc_fog,5,[10913],,-1,[10913],[10913]
150405,1504,5,-1,5402,1,-1,1,2,[11001],,task_achievement_desc_fog,5,[11001],,-1,[11001],[11001]
150406,1504,6,-1,5402,1,-1,1,2,[11005],,task_achievement_desc_fog,5,[11005],,-1,[11005],[11005]
150407,1504,7,-1,5402,1,-1,1,2,[11008],,task_achievement_desc_fog,5,[11008],,-1,[11008],[11008]
150408,1504,8,-1,5402,1,-1,1,2,[11011],,task_achievement_desc_fog,5,[11011],,-1,[11011],[11011]
150501,1505,1,-1,5402,1,-1,1,2,[30911],,task_achievement_desc_baoxiang,5,[30911],,-1,[30911],[30911]
150502,1505,2,-1,5402,1,-1,1,2,[30921],,task_achievement_desc_baoxiang,5,[30921],,-1,[30921],[30921]
150503,1505,3,-1,5402,1,-1,1,2,[30931],,task_achievement_desc_baoxiang,5,[30931],,-1,[30931],[30931]
150504,1505,4,-1,5402,1,-1,1,2,[30941],,task_achievement_desc_baoxiang,5,[30941],,-1,[30941],[30941]
150505,1505,5,-1,5402,1,-1,1,2,[31011],,task_achievement_desc_baoxiang,5,[31011],,-1,[31011],[31011]
150506,1505,6,-1,5402,1,-1,1,2,[31021],,task_achievement_desc_baoxiang,5,[31021],,-1,[31021],[31021]
150507,1505,7,-1,5402,1,-1,1,2,[31031],,task_achievement_desc_baoxiang,5,[31031],,-1,[31031],[31031]
150508,1505,8,-1,5402,1,-1,1,2,[31041],,task_achievement_desc_baoxiang,5,[31041],,-1,[31041],[31041]
160101,1601,1,1,31201,-1,1,0,1051,[1|100000],,task_achievement_desc_boss1,-1,,,-1,[1|100000],[]
160201,1602,1,1,31202,-1,1,0,1051,[1|300000],,task_achievement_desc_boss1,-1,,,-1,[1|300000],[]
160301,1603,1,1,31203,-1,1,0,1051,[1|600000],,task_achievement_desc_boss1,-1,,,-1,[1|600000],[]
160401,1604,1,1,31204,-1,1,0,1051,[1|1000000],,task_achievement_desc_boss1,-1,,,-1,[1|1000000],[]
160501,1605,1,1,31205,-1,1,0,1051,[1|1500000],,task_achievement_desc_boss1,-1,,,-1,[1|1500000],[]
160601,1606,1,1,31206,-1,1,0,1051,[1|2000000],,task_achievement_desc_boss1,-1,,,-1,[1|2000000],[]
160701,1607,1,1,31207,-1,1,0,1051,[1|3000000],,task_achievement_desc_boss1,-1,,,-1,[1|3000000],[]
160801,1608,1,1,31208,-1,1,0,1051,[1|4000000],,task_achievement_desc_boss1,-1,,,-1,[1|4000000],[]
160901,1609,1,1,31209,-1,1,0,1051,[1|5000000],,task_achievement_desc_boss1,-1,,,-1,[1|5000000],[]
161001,1610,1,1,31210,-1,1,0,1051,[1|6000000],,task_achievement_desc_boss1,-1,,,-1,[1|6000000],[]
161101,1611,1,1,31211,-1,1,0,1051,[1|8000000],,task_achievement_desc_boss1,-1,,,-1,[1|8000000],[]
161201,1612,1,1,31212,-1,1,0,1051,[1|10000000],,task_achievement_desc_boss1,-1,,,-1,[1|10000000],[]
161301,1613,1,1,31213,-1,1,0,1051,[1|12000000],,task_achievement_desc_boss1,-1,,,-1,[1|12000000],[]
161401,1614,1,1,31214,-1,1,0,1051,[1|15000000],,task_achievement_desc_boss1,-1,,,-1,[1|15000000],[]
161501,1615,1,1,31215,-1,1,0,1051,[1|18000000],,task_achievement_desc_boss1,-1,,,-1,[1|18000000],[]
161601,1616,1,1,31216,-1,1,0,1051,[1|20000000],,task_achievement_desc_boss1,-1,,,-1,[1|20000000],[]
161701,1617,1,1,31217,-1,1,0,1051,[1|25000000],,task_achievement_desc_boss1,-1,,,-1,[1|25000000],[]
161801,1618,1,1,31218,-1,1,0,1051,[1|30000000],,task_achievement_desc_boss1,-1,,,-1,[1|30000000],[]
161901,1619,1,1,31219,-1,1,0,1051,[1|40000000],,task_achievement_desc_boss1,-1,,,-1,[1|40000000],[]
162001,1620,1,1,31220,-1,1,0,1051,[1|50000000],,task_achievement_desc_boss1,-1,,,-1,[1|50000000],[]
162101,1621,1,1,31221,-1,1,0,1051,[1|60000000],,task_achievement_desc_boss1,-1,,,-1,[1|60000000],[]
162201,1622,1,1,31222,-1,1,0,1051,[1|70000000],,task_achievement_desc_boss1,-1,,,-1,[1|70000000],[]
162301,1623,1,1,31223,-1,1,0,1051,[1|80000000],,task_achievement_desc_boss1,-1,,,-1,[1|80000000],[]
162401,1624,1,1,31224,-1,1,0,1051,[1|90000000],,task_achievement_desc_boss1,-1,,,-1,[1|90000000],[]
162501,1625,1,1,31225,-1,1,0,1051,[1|100000000],,task_achievement_desc_boss1,-1,,,-1,[1|100000000],[]
162601,1626,1,1,31226,-1,1,0,1051,[1|120000000],,task_achievement_desc_boss1,-1,,,-1,[1|120000000],[]
162701,1627,1,1,31227,-1,1,0,1051,[1|140000000],,task_achievement_desc_boss1,-1,,,-1,[1|140000000],[]
162801,1628,1,1,31228,-1,1,0,1051,[1|160000000],,task_achievement_desc_boss1,-1,,,-1,[1|160000000],[]
162901,1629,1,1,31229,-1,1,0,1051,[1|180000000],,task_achievement_desc_boss1,-1,,,-1,[1|180000000],[]
163001,1630,1,1,31230,-1,1,0,1051,[1|200000000],,task_achievement_desc_boss1,-1,,,-1,[1|200000000],[]
163101,1631,1,1,31231,-1,1,0,1051,[1|250000000],,task_achievement_desc_boss1,-1,,,-1,[1|250000000],[]
163201,1632,1,1,31232,-1,1,0,1051,[1|300000000],,task_achievement_desc_boss1,-1,,,-1,[1|300000000],[]
163301,1633,1,1,31233,-1,1,0,1051,[1|400000000],,task_achievement_desc_boss1,-1,,,-1,[1|400000000],[]
163401,1634,1,1,31234,-1,1,0,1051,[1|600000000],,task_achievement_desc_boss1,-1,,,-1,[1|600000000],[]
163501,1635,1,1,31235,-1,1,0,1051,[1|800000000],,task_achievement_desc_boss1,-1,,,-1,[1|800000000],[]
163601,1636,1,1,31236,-1,1,0,1051,[1|1000000000],,task_achievement_desc_boss1,-1,,,-1,[1|1000000000],[]
163701,1637,1,1,31237,-1,1,0,1051,[1|1200000000],,task_achievement_desc_boss1,-1,,,-1,[1|1200000000],[]
163801,1638,1,1,31238,-1,1,0,1051,[1|1400000000],,task_achievement_desc_boss1,-1,,,-1,[1|1400000000],[]
163901,1639,1,1,31239,-1,1,0,1051,[1|1600000000],,task_achievement_desc_boss1,-1,,,-1,[1|1600000000],[]
164001,1640,1,1,31240,-1,1,0,1051,[1|1800000000],,task_achievement_desc_boss1,-1,,,-1,[1|1800000000],[]
170101,1701,1,1,31201,-1,1,0,1051,[2|100000],,task_achievement_desc_boss1,-1,,,-1,[2|100000],[]
170201,1702,1,1,31202,-1,1,0,1051,[2|300000],,task_achievement_desc_boss1,-1,,,-1,[2|300000],[]
170301,1703,1,1,31203,-1,1,0,1051,[2|600000],,task_achievement_desc_boss1,-1,,,-1,[2|600000],[]
170401,1704,1,1,31204,-1,1,0,1051,[2|1000000],,task_achievement_desc_boss1,-1,,,-1,[2|1000000],[]
170501,1705,1,1,31205,-1,1,0,1051,[2|1500000],,task_achievement_desc_boss1,-1,,,-1,[2|1500000],[]
170601,1706,1,1,31206,-1,1,0,1051,[2|2000000],,task_achievement_desc_boss1,-1,,,-1,[2|2000000],[]
170701,1707,1,1,31207,-1,1,0,1051,[2|3000000],,task_achievement_desc_boss1,-1,,,-1,[2|3000000],[]
170801,1708,1,1,31208,-1,1,0,1051,[2|4000000],,task_achievement_desc_boss1,-1,,,-1,[2|4000000],[]
170901,1709,1,1,31209,-1,1,0,1051,[2|5000000],,task_achievement_desc_boss1,-1,,,-1,[2|5000000],[]
171001,1710,1,1,31210,-1,1,0,1051,[2|6000000],,task_achievement_desc_boss1,-1,,,-1,[2|6000000],[]
171101,1711,1,1,31211,-1,1,0,1051,[2|8000000],,task_achievement_desc_boss1,-1,,,-1,[2|8000000],[]
171201,1712,1,1,31212,-1,1,0,1051,[2|10000000],,task_achievement_desc_boss1,-1,,,-1,[2|10000000],[]
171301,1713,1,1,31213,-1,1,0,1051,[2|12000000],,task_achievement_desc_boss1,-1,,,-1,[2|12000000],[]
171401,1714,1,1,31214,-1,1,0,1051,[2|15000000],,task_achievement_desc_boss1,-1,,,-1,[2|15000000],[]
171501,1715,1,1,31215,-1,1,0,1051,[2|18000000],,task_achievement_desc_boss1,-1,,,-1,[2|18000000],[]
171601,1716,1,1,31216,-1,1,0,1051,[2|20000000],,task_achievement_desc_boss1,-1,,,-1,[2|20000000],[]
171701,1717,1,1,31217,-1,1,0,1051,[2|25000000],,task_achievement_desc_boss1,-1,,,-1,[2|25000000],[]
171801,1718,1,1,31218,-1,1,0,1051,[2|30000000],,task_achievement_desc_boss1,-1,,,-1,[2|30000000],[]
171901,1719,1,1,31219,-1,1,0,1051,[2|40000000],,task_achievement_desc_boss1,-1,,,-1,[2|40000000],[]
172001,1720,1,1,31220,-1,1,0,1051,[2|50000000],,task_achievement_desc_boss1,-1,,,-1,[2|50000000],[]
172101,1721,1,1,31221,-1,1,0,1051,[2|60000000],,task_achievement_desc_boss1,-1,,,-1,[2|60000000],[]
172201,1722,1,1,31222,-1,1,0,1051,[2|70000000],,task_achievement_desc_boss1,-1,,,-1,[2|70000000],[]
172301,1723,1,1,31223,-1,1,0,1051,[2|80000000],,task_achievement_desc_boss1,-1,,,-1,[2|80000000],[]
172401,1724,1,1,31224,-1,1,0,1051,[2|90000000],,task_achievement_desc_boss1,-1,,,-1,[2|90000000],[]
172501,1725,1,1,31225,-1,1,0,1051,[2|100000000],,task_achievement_desc_boss1,-1,,,-1,[2|100000000],[]
172601,1726,1,1,31226,-1,1,0,1051,[2|120000000],,task_achievement_desc_boss1,-1,,,-1,[2|120000000],[]
172701,1727,1,1,31227,-1,1,0,1051,[2|140000000],,task_achievement_desc_boss1,-1,,,-1,[2|140000000],[]
172801,1728,1,1,31228,-1,1,0,1051,[2|160000000],,task_achievement_desc_boss1,-1,,,-1,[2|160000000],[]
172901,1729,1,1,31229,-1,1,0,1051,[2|180000000],,task_achievement_desc_boss1,-1,,,-1,[2|180000000],[]
173001,1730,1,1,31230,-1,1,0,1051,[2|200000000],,task_achievement_desc_boss1,-1,,,-1,[2|200000000],[]
173101,1731,1,1,31231,-1,1,0,1051,[2|250000000],,task_achievement_desc_boss1,-1,,,-1,[2|250000000],[]
173201,1732,1,1,31232,-1,1,0,1051,[2|300000000],,task_achievement_desc_boss1,-1,,,-1,[2|300000000],[]
173301,1733,1,1,31233,-1,1,0,1051,[2|400000000],,task_achievement_desc_boss1,-1,,,-1,[2|400000000],[]
173401,1734,1,1,31234,-1,1,0,1051,[2|600000000],,task_achievement_desc_boss1,-1,,,-1,[2|600000000],[]
173501,1735,1,1,31235,-1,1,0,1051,[2|800000000],,task_achievement_desc_boss1,-1,,,-1,[2|800000000],[]
173601,1736,1,1,31236,-1,1,0,1051,[2|1000000000],,task_achievement_desc_boss1,-1,,,-1,[2|1000000000],[]
173701,1737,1,1,31237,-1,1,0,1051,[2|1200000000],,task_achievement_desc_boss1,-1,,,-1,[2|1200000000],[]
