id,dropReward,build_prefab,cab_score,desc,drop_show,first_drop_client,first_reward,gather_speed,gather_time,iconSrc,iconType,is_visible,kvk_honor,level,lifetime,load_factor,map_instance,map_stage,map_zoom_icon,model,model_unlock,name,need_level,new_ui_banner,resource_type,reward,reward_time,scale_para,show_group,show_need_level,storage,tech_detail,x_para,y_para
1220,6171,1,-1,map_resource_desc_1201,6171,,-1,1,1,gather_res_4,2,1,-1,20,28800,1,22010,-1,world_simple_diamond,task_escort,task_escort,map_resource_name_1201,0,,7,-1,-1,1,-1,-1,1,-1,0,0
1221,6171,1,-1,map_resource_desc_1201,6171,,-1,1,1,gather_res_4,2,1,-1,21,28800,1,22010,-1,world_simple_diamond,task_escort,task_escort,map_resource_name_1201,0,,7,-1,-1,1,-1,-1,1,-1,0,0
1222,6171,1,-1,map_resource_desc_1201,6171,,-1,1,1,gather_res_4,2,1,-1,22,28800,1,22010,-1,world_simple_diamond,task_escort,task_escort,map_resource_name_1201,0,,7,-1,-1,1,-1,-1,1,-1,0,0
1223,6171,1,-1,map_resource_desc_1201,6171,,-1,1,1,gather_res_4,2,1,-1,23,28800,1,22010,-1,world_simple_diamond,task_escort,task_escort,map_resource_name_1201,0,,7,-1,-1,1,-1,-1,1,-1,0,0
1224,6171,1,-1,map_resource_desc_1201,6171,,-1,1,1,gather_res_4,2,1,-1,24,28800,1,22010,-1,world_simple_diamond,task_escort,task_escort,map_resource_name_1201,0,,7,-1,-1,1,-1,-1,1,-1,0,0
1225,6171,1,-1,map_resource_desc_1201,6171,,-1,1,1,gather_res_4,2,1,-1,25,28800,1,22010,-1,world_simple_diamond,task_escort,task_escort,map_resource_name_1201,0,,7,-1,-1,1,-1,-1,1,-1,0,0
1226,6171,1,-1,map_resource_desc_1201,6171,,-1,1,1,gather_res_4,2,1,-1,26,28800,1,22010,-1,world_simple_diamond,task_escort,task_escort,map_resource_name_1201,0,,7,-1,-1,1,-1,-1,1,-1,0,0
1227,6171,1,-1,map_resource_desc_1201,6171,,-1,1,1,gather_res_4,2,1,-1,27,28800,1,22010,-1,world_simple_diamond,task_escort,task_escort,map_resource_name_1201,0,,7,-1,-1,1,-1,-1,1,-1,0,0
1228,6171,1,-1,map_resource_desc_1201,6171,,-1,1,1,gather_res_4,2,1,-1,28,28800,1,22010,-1,world_simple_diamond,task_escort,task_escort,map_resource_name_1201,0,,7,-1,-1,1,-1,-1,1,-1,0,0
1229,6171,1,-1,map_resource_desc_1201,6171,,-1,1,1,gather_res_4,2,1,-1,29,28800,1,22010,-1,world_simple_diamond,task_escort,task_escort,map_resource_name_1201,0,,7,-1,-1,1,-1,-1,1,-1,0,0
1230,6171,1,-1,map_resource_desc_1201,6171,,-1,1,1,gather_res_4,2,1,-1,30,28800,1,22010,-1,world_simple_diamond,task_escort,task_escort,map_resource_name_1201,0,,7,-1,-1,1,-1,-1,1,-1,0,0
9001,7821,1,-1,map_resource_desc_9001,7821,,-1,1,20,gather_treasure_2,2,1,-1,1,900,1,-1,-1,SLG_mon_04,res_treasure_002,res_treasure_002,map_resource_name_9001,0,banner_bubble_treasure_2,9,7821,29,1,-1,-1,1,-1,0,0
9002,7822,1,-1,map_resource_desc_9001,7822,,-1,1,20,gather_treasure_2,2,1,-1,2,900,1,-1,-1,SLG_mon_04,res_treasure_002,res_treasure_002,map_resource_name_9001,0,banner_bubble_treasure_2,9,7822,29,1,-1,-1,1,-1,0,0
9003,7823,1,-1,map_resource_desc_9001,7823,,-1,1,20,gather_treasure_2,2,1,-1,3,900,1,-1,-1,SLG_mon_04,res_treasure_002,res_treasure_002,map_resource_name_9001,0,banner_bubble_treasure_2,9,7823,29,1,-1,-1,1,-1,0,0
9004,7824,1,-1,map_resource_desc_9001,7824,,-1,1,20,gather_treasure_2,2,1,-1,4,900,1,-1,-1,SLG_mon_04,res_treasure_002,res_treasure_002,map_resource_name_9001,0,banner_bubble_treasure_2,9,7824,29,1,-1,-1,1,-1,0,0
9005,7825,1,-1,map_resource_desc_9001,7825,,-1,1,20,gather_treasure_2,2,1,-1,5,900,1,-1,-1,SLG_mon_04,res_treasure_002,res_treasure_002,map_resource_name_9001,0,banner_bubble_treasure_2,9,7825,29,1,-1,-1,1,-1,0,0
9006,7826,1,-1,map_resource_desc_9001,7826,,-1,1,20,gather_treasure_2,2,1,-1,6,900,1,-1,-1,SLG_mon_04,res_treasure_002,res_treasure_002,map_resource_name_9001,0,banner_bubble_treasure_2,9,7826,29,1,-1,-1,1,-1,0,0
3001,7826,1,-1,map_resource_desc_9001,7826,,-1,1,30,,2,1,-1,6,1800,1,-1,-1,,res_treasure_001,res_treasure_001,map_resource_name_9001,0,banner_bubble_treasure_1,9,7826,-1,1,-1,-1,1,-1,0,0
4001,36502,1,-1,map_resource_desc_9001,36502,,-1,1,30,res_701,2,1,-1,6,43200,1,-1,-1,,res_world_tree_fruit,res_world_tree_fruit,world_tree_fruit_title,0,banner_bubble_Building_701,9,36502,-1,1,-1,-1,175,-1,0,0
4002,36503,1,-1,map_resource_desc_9001,36503,,-1,1,30,res_701,2,1,-1,6,43200,1,-1,-1,,res_world_tree_fruit,res_world_tree_fruit,world_tree_fruit_title,0,banner_bubble_Building_701,9,36503,-1,1,-1,-1,150,-1,0,0
4003,36504,1,-1,map_resource_desc_9001,36504,,-1,1,30,res_701,2,1,-1,6,43200,1,-1,-1,,res_world_tree_fruit,res_world_tree_fruit,world_tree_fruit_title,0,banner_bubble_Building_701,9,36504,-1,1,-1,-1,125,-1,0,0
4004,47890,1,-1,map_resource_desc_9001,47890,,-1,1,30,banner_bubble_BuildingS2_5,2,1,-1,6,43200,1,-1,-1,,res_world_tree_fruit_1,res_world_tree_fruit_1,sacred_summit_rongzha_title,0,banner_bubble_BuildingS2_5,9,47890,-1,1,-1,-1,125,-1,0,0
5001,38471,1,-1,map_resource_desc_9001,38471,,-1,1,-1,res_Fluorescence_001,2,1,-1,1,600,1,-1,-1,,fluorescent_mine,fluorescent_mine_mist,bloody_night_desc_14,0,banner_bubble_Building_5001,13,38471,-1,1,-1,-1,1E+07,-1,0,0
5002,38472,1,-1,map_resource_desc_9001,38472,,-1,1,-1,res_Fluorescence_001,2,1,-1,2,600,1,-1,-1,,fluorescent_mine,fluorescent_mine_mist,bloody_night_desc_14,0,banner_bubble_Building_5001,13,38472,-1,1,-1,-1,1E+07,-1,0,0
5003,38473,1,-1,map_resource_desc_9001,38473,,-1,1,-1,res_Fluorescence_001,2,1,-1,3,600,1,-1,-1,,fluorescent_mine,fluorescent_mine_mist,bloody_night_desc_14,0,banner_bubble_Building_5001,13,38473,-1,1,-1,-1,1E+07,-1,0,0
5004,38474,1,-1,map_resource_desc_9001,38474,,-1,1,-1,res_Fluorescence_001,2,1,-1,4,600,1,-1,-1,,fluorescent_mine,fluorescent_mine_mist,bloody_night_desc_14,0,banner_bubble_Building_5001,13,38474,-1,1,-1,-1,1E+07,-1,0,0
5005,38475,1,-1,map_resource_desc_9001,38475,,-1,1,-1,res_Fluorescence_001,2,1,-1,5,600,1,-1,-1,,fluorescent_mine,fluorescent_mine_mist,bloody_night_desc_14,0,banner_bubble_Building_5001,13,38475,-1,1,-1,-1,1E+07,-1,0,0
8001,<ERROR:TargetInvocationException>,1,-1,map_resource_desc_8001,,,-1,100,2,icon_30903,2,1,-1,1,120,1,-1,-1,SLG_mon_04,res_gvg_5v5,res_gvg_5v5,map_resource_name_8001,0,banner_bubble_battlefield_8,8,-1,-1,1,-1,-1,3000,-1,0,0
8002,<ERROR:TargetInvocationException>,1,-1,map_resource_desc_8002,,,-1,40,2,icon_30902,2,1,-1,2,120,1,-1,-1,SLG_mon_04,res_gvg4,res_gvg4,map_resource_name_8003,0,banner_bubble_battlefield_9,8,-1,-1,1,-1,-1,1200,-1,0,0
10001,6110,1,-1,map_resource_desc_10001,6110,7371,7371,1,150,gather_res_10,2,1,-1,1,1800,5,20001,24701,SLG_mon_04,res_item_001,res_item_001,map_resource_name_10001,0,banner_bubble_resource_10,10,-1,-1,1,10,1,150,-1,0,0
10002,6110,1,-1,map_resource_desc_10001,6110,7372,7372,1,138,gather_res_10,2,1,-1,2,1800,5,20002,24702,SLG_mon_04,res_item_001,res_item_001,map_resource_name_10001,0,banner_bubble_resource_10,10,-1,-1,1,10,1,200,-1,0,0
10003,6110,1,-1,map_resource_desc_10001,6110,7373,7373,1,128,gather_res_10,2,1,-1,3,1800,5,20003,24703,SLG_mon_04,res_item_001,res_item_001,map_resource_name_10001,0,banner_bubble_resource_10,10,-1,-1,1,10,1,300,-1,0,0
10004,6110,1,-1,map_resource_desc_10001,6110,7374,7374,1,120,gather_res_10,2,1,-1,4,1800,5,20004,24704,SLG_mon_04,res_item_001,res_item_001,map_resource_name_10001,0,banner_bubble_resource_10,10,-1,-1,1,10,1,400,-1,0,0
10005,6110,1,-1,map_resource_desc_10001,6110,7375,7375,1,112,gather_res_10,2,1,-1,5,1800,5,20005,24705,SLG_mon_04,res_item_001,res_item_001,map_resource_name_10001,0,banner_bubble_resource_10,10,-1,-1,1,10,1,500,-1,0,0
10006,6110,1,-1,map_resource_desc_10001,6110,7376,7376,1,112,gather_res_10,2,1,-1,6,1800,5,20006,24706,SLG_mon_04,res_item_001,res_item_001,map_resource_name_10001,0,banner_bubble_resource_10,10,-1,-1,1,10,1,500,-1,0,0
10007,6110,1,-1,map_resource_desc_10001,6110,7377,7377,1,112,gather_res_10,2,1,-1,7,1800,5,20007,24707,SLG_mon_04,res_item_001,res_item_001,map_resource_name_10001,0,banner_bubble_resource_10,10,-1,-1,1,10,1,500,-1,0,0
10008,6110,1,-1,map_resource_desc_10001,6110,7378,7378,1,112,gather_res_10,2,1,-1,8,1800,5,20008,24708,SLG_mon_04,res_item_001,res_item_001,map_resource_name_10001,0,banner_bubble_resource_10,10,-1,-1,1,10,1,500,-1,0,0
10009,6110,1,-1,map_resource_desc_10001,6110,7379,7379,1,112,gather_res_10,2,1,-1,9,1800,5,20009,24709,SLG_mon_04,res_item_001,res_item_001,map_resource_name_10001,0,banner_bubble_resource_10,10,-1,-1,1,10,1,500,-1,0,0
10010,6110,1,-1,map_resource_desc_10001,6110,7380,7380,1,112,gather_res_10,2,1,-1,10,1800,5,20010,24710,SLG_mon_04,res_item_001,res_item_001,map_resource_name_10001,0,banner_bubble_resource_10,10,-1,-1,1,10,1,500,-1,0,0
11001,6111,1,-1,map_resource_desc_11001,6111,7381,7381,10,38,gather_res_11,2,1,-1,1,1800,5,21001,24701,SLG_mon_04,res_item_002,res_item_002,map_resource_name_11001,0,banner_bubble_resource_11,11,-1,-1,1,11,1,4000,-1,0,0
11002,6111,1,-1,map_resource_desc_11001,6111,7382,7382,10,36,gather_res_11,2,1,-1,2,1800,5,21002,24702,SLG_mon_04,res_item_002,res_item_002,map_resource_name_11001,0,banner_bubble_resource_11,11,-1,-1,1,11,1,6000,-1,0,0
11003,6111,1,-1,map_resource_desc_11001,6111,7383,7383,10,32,gather_res_11,2,1,-1,3,1800,5,21003,24703,SLG_mon_04,res_item_002,res_item_002,map_resource_name_11001,0,banner_bubble_resource_11,11,-1,-1,1,11,1,9000,-1,0,0
11004,6111,1,-1,map_resource_desc_11001,6111,7384,7384,10,28,gather_res_11,2,1,-1,4,1800,5,21004,24704,SLG_mon_04,res_item_002,res_item_002,map_resource_name_11001,0,banner_bubble_resource_11,11,-1,-1,1,11,1,13500,-1,0,0
11005,6111,1,-1,map_resource_desc_11001,6111,7385,7385,10,25,gather_res_11,2,1,-1,5,1800,5,21005,24705,SLG_mon_04,res_item_002,res_item_002,map_resource_name_11001,0,banner_bubble_resource_11,11,-1,-1,1,11,1,18000,-1,0,0
11006,6111,1,-1,map_resource_desc_11001,6111,7386,7386,10,25,gather_res_11,2,1,-1,6,1800,5,21006,24706,SLG_mon_04,res_item_002,res_item_002,map_resource_name_11001,0,banner_bubble_resource_11,11,-1,-1,1,11,1,18000,-1,0,0
11007,6111,1,-1,map_resource_desc_11001,6111,7387,7387,10,25,gather_res_11,2,1,-1,7,1800,5,21007,24707,SLG_mon_04,res_item_002,res_item_002,map_resource_name_11001,0,banner_bubble_resource_11,11,-1,-1,1,11,1,18000,-1,0,0
11008,6111,1,-1,map_resource_desc_11001,6111,7388,7388,10,25,gather_res_11,2,1,-1,8,1800,5,21008,24708,SLG_mon_04,res_item_002,res_item_002,map_resource_name_11001,0,banner_bubble_resource_11,11,-1,-1,1,11,1,18000,-1,0,0
11009,6111,1,-1,map_resource_desc_11001,6111,7389,7389,10,25,gather_res_11,2,1,-1,9,1800,5,21009,24709,SLG_mon_04,res_item_002,res_item_002,map_resource_name_11001,0,banner_bubble_resource_11,11,-1,-1,1,11,1,18000,-1,0,0
11010,6111,1,-1,map_resource_desc_11001,6111,7390,7390,10,25,gather_res_11,2,1,-1,10,1800,5,21010,24710,SLG_mon_04,res_item_002,res_item_002,map_resource_name_11001,0,banner_bubble_resource_11,11,-1,-1,1,11,1,18000,-1,0,0
12001,6112,1,-1,map_resource_desc_12001,6112,7391,7391,1,38,gather_res_12,2,1,-1,1,1800,5,21001,24701,SLG_mon_04,res_item_003,res_item_003,map_resource_name_12001,0,banner_bubble_resource_12,12,-1,-1,1,12,1,400,-1,0,0
12002,6112,1,-1,map_resource_desc_12001,6112,7392,7392,1,36,gather_res_12,2,1,-1,2,1800,5,21002,24702,SLG_mon_04,res_item_003,res_item_003,map_resource_name_12001,0,banner_bubble_resource_12,12,-1,-1,1,12,1,600,-1,0,0
12003,6112,1,-1,map_resource_desc_12001,6112,7393,7393,1,32,gather_res_12,2,1,-1,3,1800,5,21003,24703,SLG_mon_04,res_item_003,res_item_003,map_resource_name_12001,0,banner_bubble_resource_12,12,-1,-1,1,12,1,900,-1,0,0
12004,6112,1,-1,map_resource_desc_12001,6112,7394,7394,1,28,gather_res_12,2,1,-1,4,1800,5,21004,24704,SLG_mon_04,res_item_003,res_item_003,map_resource_name_12001,0,banner_bubble_resource_12,12,-1,-1,1,12,1,1350,-1,0,0
12005,6112,1,-1,map_resource_desc_12001,6112,7395,7395,1,25,gather_res_12,2,1,-1,5,1800,5,21005,24705,SLG_mon_04,res_item_003,res_item_003,map_resource_name_12001,0,banner_bubble_resource_12,12,-1,-1,1,12,1,1800,-1,0,0
12006,6112,1,-1,map_resource_desc_12001,6112,7396,7396,1,25,gather_res_12,2,1,-1,6,1800,5,21006,24706,SLG_mon_04,res_item_003,res_item_003,map_resource_name_12001,0,banner_bubble_resource_12,12,-1,-1,1,12,1,1800,-1,0,0
12007,6112,1,-1,map_resource_desc_12001,6112,7397,7397,1,25,gather_res_12,2,1,-1,7,1800,5,21007,24707,SLG_mon_04,res_item_003,res_item_003,map_resource_name_12001,0,banner_bubble_resource_12,12,-1,-1,1,12,1,1800,-1,0,0
12008,6112,1,-1,map_resource_desc_12001,6112,7398,7398,1,25,gather_res_12,2,1,-1,8,1800,5,21008,24708,SLG_mon_04,res_item_003,res_item_003,map_resource_name_12001,0,banner_bubble_resource_12,12,-1,-1,1,12,1,1800,-1,0,0
12009,6112,1,-1,map_resource_desc_12001,6112,7399,7399,1,25,gather_res_12,2,1,-1,9,1800,5,21009,24709,SLG_mon_04,res_item_003,res_item_003,map_resource_name_12001,0,banner_bubble_resource_12,12,-1,-1,1,12,1,1800,-1,0,0
12010,6112,1,-1,map_resource_desc_12001,6112,7400,7400,1,25,gather_res_12,2,1,-1,10,1800,5,21010,24710,SLG_mon_04,res_item_003,res_item_003,map_resource_name_12001,0,banner_bubble_resource_12,12,-1,-1,1,12,1,1800,-1,0,0
13001,504240038,1,-1,map_resource_desc_13001,504240038,,-1,1,30,gather_treasure_1,2,1,-1,1,86400,1,-1,-1,SLG_mon_04,res_treasure_001,res_treasure_001,map_resource_name_13001,0,banner_bubble_treasure_1,9,504240038,-1,1,-1,-1,150,-1,0,0
13002,504243038,1,-1,map_resource_desc_13001,504243038,,-1,1,30,gather_treasure_1,2,1,-1,1,86400,1,-1,-1,SLG_mon_04,res_treasure_001,res_treasure_001,map_resource_name_13001,0,banner_bubble_treasure_1,9,504243038,-1,1,-1,-1,150,-1,0,0
13003,504244038,1,-1,map_resource_desc_13001,504244038,,-1,1,30,gather_treasure_1,2,1,-1,1,86400,1,-1,-1,SLG_mon_04,res_treasure_001,res_treasure_001,map_resource_name_13001,0,banner_bubble_treasure_1,9,504244038,-1,1,-1,-1,150,-1,0,0
13004,504245038,1,-1,map_resource_desc_13001,504245038,,-1,1,30,gather_treasure_1,2,1,-1,1,86400,1,-1,-1,SLG_mon_04,res_treasure_001,res_treasure_001,map_resource_name_13001,0,banner_bubble_treasure_1,9,504245038,-1,1,-1,-1,150,-1,0,0
14001,6101,1,-1,map_resource_desc_101,6101,7331,7331,6,4,gather_res_4,2,1,-1,1,1800,5,20001,297101,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,14,1,180000,-1,0,0
14002,6101,1,-1,map_resource_desc_101,6101,7332,7332,9,4,gather_res_4,2,1,-1,2,1800,5,20002,297102,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,14,1,360000,-1,0,0
14003,6101,1,-1,map_resource_desc_101,6101,7333,7333,12,4,gather_res_4,2,1,-1,3,1800,5,20003,297103,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,14,1,540000,-1,0,0
14004,6101,1,-1,map_resource_desc_101,6101,7334,7334,15,4,gather_res_4,2,1,-1,4,1800,5,20004,297104,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,14,1,720000,-1,0,0
14005,6101,1,-1,map_resource_desc_101,6101,7335,7335,18,4,gather_res_4,2,1,-1,5,1800,5,20005,297105,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,14,1,900000,-1,0,0
14006,6101,1,-1,map_resource_desc_101,6101,7336,7336,21,4,gather_res_4,2,1,-1,6,1800,5,20006,297106,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,14,1,1080000,-1,0,0
14007,6101,1,-1,map_resource_desc_101,6101,7337,7337,24,4,gather_res_4,2,1,-1,7,1800,5,20007,297107,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,14,1,1260000,-1,0,0
14008,6101,1,-1,map_resource_desc_101,6101,7338,7338,27,4,gather_res_4,2,1,-1,8,1800,5,20008,297108,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,14,1,1440000,-1,0,0
14009,6101,1,-1,map_resource_desc_101,6101,7339,7339,30,4,gather_res_4,2,1,-1,9,1800,5,20009,297109,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,14,1,1620000,-1,0,0
14010,6101,1,-1,map_resource_desc_101,6101,7340,7340,36,4,gather_res_4,2,1,-1,10,1800,5,20010,297110,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,14,1,1800000,-1,0,0
14011,6101,1,-1,map_resource_desc_101,6101,7340,7340,42,4,gather_res_4,2,1,-1,11,1800,5,20011,297111,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,14,1,2160000,-1,0,0
14012,6101,1,-1,map_resource_desc_101,6101,6101,6101,42,4,gather_res_4,2,1,-1,12,7200,5,20011,-1,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,-1,1,2592000,-1,0,0
15001,6151,1,-1,map_resource_desc_501,6151,7351,7351,6,4,gather_res_5,2,1,-1,1,1800,5,21001,297501,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,15,1,180000,-1,0,0
15002,6151,1,-1,map_resource_desc_501,6151,7352,7352,9,4,gather_res_5,2,1,-1,2,1800,5,21002,297502,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,15,1,360000,-1,0,0
15003,6151,1,-1,map_resource_desc_501,6151,7353,7353,12,4,gather_res_5,2,1,-1,3,1800,5,21003,297503,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,15,1,540000,-1,0,0
15004,6151,1,-1,map_resource_desc_501,6151,7354,7354,15,4,gather_res_5,2,1,-1,4,1800,5,21004,297504,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,15,1,720000,-1,0,0
15005,6151,1,-1,map_resource_desc_501,6151,7355,7355,18,4,gather_res_5,2,1,-1,5,1800,5,21005,297505,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,15,1,900000,-1,0,0
15006,6151,1,-1,map_resource_desc_501,6151,7356,7356,21,4,gather_res_5,2,1,-1,6,1800,5,21006,297506,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,15,1,1080000,-1,0,0
15007,6151,1,-1,map_resource_desc_501,6151,7357,7357,24,4,gather_res_5,2,1,-1,7,1800,5,21007,297507,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,15,1,1260000,-1,0,0
15008,6151,1,-1,map_resource_desc_501,6151,7358,7358,27,4,gather_res_5,2,1,-1,8,1800,5,21008,297508,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,15,1,1440000,-1,0,0
15009,6151,1,-1,map_resource_desc_501,6151,7359,7359,30,4,gather_res_5,2,1,-1,9,1800,5,21009,297509,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,15,1,1620000,-1,0,0
15010,6151,1,-1,map_resource_desc_501,6151,7360,7360,36,4,gather_res_5,2,1,-1,10,1800,5,21010,297510,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,15,1,1800000,-1,0,0
15011,6151,1,-1,map_resource_desc_501,6151,7360,7360,42,4,gather_res_5,2,1,-1,11,1800,5,21011,297511,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,15,1,2160000,-1,0,0
15012,6151,1,-1,map_resource_desc_501,6151,6151,6151,42,4,gather_res_5,2,1,-1,12,7200,5,21011,-1,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,-1,1,2592000,-1,0,0
16001,6171,1,-1,map_resource_desc_701,6171,7361,7361,8,8,gather_res_6,2,1,-1,1,1800,10,22001,297701,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,16,1,60000,-1,0,0
16002,6171,1,-1,map_resource_desc_701,6171,7362,7362,12,8,gather_res_6,2,1,-1,2,1800,10,22002,297702,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,16,1,120000,-1,0,0
16003,6171,1,-1,map_resource_desc_701,6171,7363,7363,16,8,gather_res_6,2,1,-1,3,1800,10,22003,297703,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,16,1,180000,-1,0,0
16004,6171,1,-1,map_resource_desc_701,6171,7364,7364,20,8,gather_res_6,2,1,-1,4,1800,10,22004,297704,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,16,1,240000,-1,0,0
16005,6171,1,-1,map_resource_desc_701,6171,7365,7365,24,8,gather_res_6,2,1,-1,5,1800,10,22005,297705,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,16,1,300000,-1,0,0
16006,6171,1,-1,map_resource_desc_701,6171,7366,7366,32,8,gather_res_6,2,1,-1,6,1800,10,22006,297706,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,16,1,360000,-1,0,0
16007,6171,1,-1,map_resource_desc_701,6171,7367,7367,36,8,gather_res_6,2,1,-1,7,1800,10,22007,297707,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,16,1,420000,-1,0,0
16008,6171,1,-1,map_resource_desc_701,6171,7368,7368,40,8,gather_res_6,2,1,-1,8,1800,10,22008,297708,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,16,1,480000,-1,0,0
16009,6171,1,-1,map_resource_desc_701,6171,7369,7369,44,8,gather_res_6,2,1,-1,9,1800,10,22009,297709,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,16,1,540000,-1,0,0
16010,6171,1,-1,map_resource_desc_701,6171,7370,7370,48,8,gather_res_6,2,1,-1,10,1800,10,22010,297710,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,16,1,600000,-1,0,0
16011,6171,1,-1,map_resource_desc_701,6171,7370,7370,52,8,gather_res_6,2,1,-1,11,1800,10,22010,297711,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,16,1,720000,-1,0,0
16012,6171,1,-1,map_resource_desc_701,6171,6171,6171,52,8,gather_res_6,2,1,-1,12,7200,10,22010,-1,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,-1,1,864000,-1,0,0
14101,6101,1,-1,map_resource_desc_101,6101,7331,7331,6,4,gather_res_4,2,1,-1,1,1800,5,20001,20301101,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,141,1,180000,-1,0,0
14102,6101,1,-1,map_resource_desc_101,6101,7332,7332,9,4,gather_res_4,2,1,-1,2,1800,5,20002,20301102,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,141,1,360000,-1,0,0
14103,6101,1,-1,map_resource_desc_101,6101,7333,7333,12,4,gather_res_4,2,1,-1,3,1800,5,20003,20301103,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,141,1,540000,-1,0,0
14104,6101,1,-1,map_resource_desc_101,6101,7334,7334,15,4,gather_res_4,2,1,-1,4,1800,5,20004,20301104,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,141,1,720000,-1,0,0
14105,6101,1,-1,map_resource_desc_101,6101,7335,7335,18,4,gather_res_4,2,1,-1,5,1800,5,20005,20301105,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,141,1,900000,-1,0,0
14106,6101,1,-1,map_resource_desc_101,6101,7336,7336,21,4,gather_res_4,2,1,-1,6,1800,5,20006,20301106,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,141,1,1080000,-1,0,0
