id,fresh,fresh_para,lv_min,open_days,order,random_num,random_type,redeem_tag,server_list,show,type
10646,0,-1,1,,55,1,1,-1,,0,106
15001,2,-1,1,13|27,1,1,1,-1,,1,1001
15002,2,-1,1,13|27,2,1,1,-1,,1,1001
15003,2,-1,1,13|27,3,1,1,-1,,1,1001
15004,2,-1,1,13|27,4,1,1,-1,,1,1001
15005,2,-1,1,13|27,5,1,1,-1,,1,1001
15006,2,-1,1,13|27,6,1,1,-1,,1,1001
15007,2,-1,1,13|27,7,1,1,-1,,1,1001
15008,2,-1,1,13|27,8,1,1,-1,,1,1001
15009,2,-1,1,13|27,9,1,1,-1,,1,1001
15010,2,-1,1,13|27,10,1,1,-1,,1,1001
15011,2,-1,1,13|27,11,1,1,-1,,1,1001
15012,2,-1,1,13|27,12,1,1,-1,,1,1001
15013,2,-1,1,13|27,13,1,1,-1,,1,1001
15014,2,-1,1,13|27,14,1,1,-1,,1,1001
15015,2,-1,1,13|27,15,1,1,-1,,1,1001
15016,2,-1,1,13|27,16,1,1,-1,,1,1001
15017,2,-1,1,13|27,17,1,1,-1,,1,1001
15018,2,-1,1,13|27,18,1,1,-1,,1,1001
15019,2,-1,1,13|27,19,1,1,-1,,1,1001
15020,2,-1,1,13|27,20,1,1,-1,,1,1001
15021,2,-1,1,13|27,21,1,1,-1,,1,1001
15022,2,-1,1,13|27,22,1,1,-1,,1,1001
15023,2,-1,1,13|27,23,1,1,-1,,1,1001
15024,2,-1,1,13|27,24,1,1,-1,,1,1001
15025,2,-1,1,13|27,25,1,1,-1,,1,1001
15026,2,-1,1,13|27,26,1,1,-1,,1,1001
15027,2,-1,1,13|27,27,1,1,-1,,1,1001
15101,2,-1,1,27|41,1,1,1,-1,,1,1001
15102,2,-1,1,27|41,2,1,1,-1,,1,1001
15103,2,-1,1,27|41,3,1,1,-1,,1,1001
15104,2,-1,1,27|41,4,1,1,-1,,1,1001
15105,2,-1,1,27|41,5,1,1,-1,,1,1001
15106,2,-1,1,27|41,6,1,1,-1,,1,1001
15107,2,-1,1,27|41,7,1,1,-1,,1,1001
15108,2,-1,1,27|41,8,1,1,-1,,1,1001
15109,2,-1,1,27|41,9,1,1,-1,,1,1001
15110,2,-1,1,27|41,10,1,1,-1,,1,1001
15111,2,-1,1,27|41,11,1,1,-1,,1,1001
15112,2,-1,1,27|41,12,1,1,-1,,1,1001
15113,2,-1,1,27|41,13,1,1,-1,,1,1001
15114,2,-1,1,27|41,14,1,1,-1,,1,1001
15115,2,-1,1,27|41,15,1,1,-1,,1,1001
15116,2,-1,1,27|41,16,1,1,-1,,1,1001
15117,2,-1,1,27|41,17,1,1,-1,,1,1001
15118,2,-1,1,27|41,18,1,1,-1,,1,1001
15119,2,-1,1,27|41,19,1,1,-1,,1,1001
15120,2,-1,1,27|41,20,1,1,-1,,1,1001
15121,2,-1,1,27|41,21,1,1,-1,,1,1001
15122,2,-1,1,27|41,22,1,1,-1,,1,1001
15123,2,-1,1,27|41,23,1,1,-1,,1,1001
15124,2,-1,1,27|41,24,1,1,-1,,1,1001
15125,2,-1,1,27|41,25,1,1,-1,,1,1001
15126,2,-1,1,27|41,26,1,1,-1,,1,1001
15127,2,-1,1,27|41,27,1,1,-1,,1,1001
15201,2,-1,1,41|80,1,1,1,-1,,1,1001
15202,2,-1,1,41|80,2,1,1,-1,,1,1001
15203,2,-1,1,41|80,3,1,1,-1,,1,1001
15204,2,-1,1,41|80,4,1,1,-1,,1,1001
15205,2,-1,1,41|80,5,1,1,-1,,1,1001
15206,2,-1,1,41|80,6,1,1,-1,,1,1001
15207,2,-1,1,41|80,7,1,1,-1,,1,1001
15208,2,-1,1,41|80,8,1,1,-1,,1,1001
15209,2,-1,1,41|80,9,1,1,-1,,1,1001
15210,2,-1,1,41|80,10,1,1,-1,,1,1001
15211,2,-1,1,41|80,11,1,1,-1,,1,1001
15212,2,-1,1,41|80,12,1,1,-1,,1,1001
15213,2,-1,1,41|80,13,1,1,-1,,1,1001
15214,2,-1,1,41|80,14,1,1,-1,,1,1001
15215,2,-1,1,41|80,15,1,1,-1,,1,1001
15216,2,-1,1,41|80,16,1,1,-1,,1,1001
15217,2,-1,1,41|80,17,1,1,-1,,1,1001
15218,2,-1,1,41|80,18,1,1,-1,,1,1001
15219,2,-1,1,41|80,19,1,1,-1,,1,1001
15220,2,-1,1,41|80,20,1,1,-1,,1,1001
15221,2,-1,1,41|80,21,1,1,-1,,1,1001
20003,2,-1,1,80|1999,3,2,2,-1,,1,1001
20004,2,-1,1,80|1999,4,8,2,-1,,1,1001
30003,2,-1,1,80|1999,7,2,2,-1,,1,1001
30004,2,-1,1,80|1999,8,8,2,-1,,1,1001
40003,2,-1,1,80|1999,11,2,2,-1,,1,1001
40004,2,-1,1,80|1999,12,6,2,-1,,1,1001
107001,2,-1,9999,,201,1,1,-1,"10001-10107,1001-1004,1",1,107
107002,1,-1,1,,202,1,1,-1,"10001-10107,1001-1004,1",1,107
107003,1,-1,1,1999|1999,-1,1,1,-1,10066-10091,1,107
107004,1,-1,1,,204,1,1,-1,"1001-9999,10001-99999,6-14",1,107
107005,1,-1,1,,205,1,1,-1,"1001-9999,10001-99999,6-14",1,107
107006,1,-1,1,,206,1,1,-1,"1001-9999,10001-99999,6-14",1,107
107007,1,-1,1,,207,1,1,-1,"1001-9999,10001-99999,6-14",1,107
107008,1,-1,1,,208,1,1,-1,"10001-10107,1001-1004,1",1,107
107009,1,-1,1,,209,1,1,-1,"10001-10107,1001-1004,1",1,107
107010,1,-1,1,,210,1,1,-1,,1,107
107011,1,-1,1,,211,1,1,-1,,1,107
107012,1,-1,1,,212,1,1,-1,,1,107
107013,1,-1,1,,1001,1,1,-1,"1001-1004,1",1,107
107014,1,-1,1,,213,1,1,-1,,1,107
107015,1,-1,1,,1003,1,1,-1,"10001-10107,1001-1004,1",0,107
107016,1,-1,1,,1004,1,1,-1,"10001-10107,1001-1004,1",0,107
107017,1,-1,1,,1005,1,1,-1,"10001-10107,1001-1004,1",0,107
107018,1,-1,1,,1006,1,1,-1,"10001-10107,1001-1004,1",0,107
107019,1,-1,1,,1007,1,1,-1,"10001-10107,1001-1004,1",0,107
107020,1,-1,1,,1008,1,1,-1,"10001-10107,1001-1004,1",0,107
107021,2,-1,1,,301,1,1,-1,"10001-10091,1-5",1,107
107022,2,-1,1,,302,1,1,-1,"10001-10091,1-5",1,107
107023,2,-1,1,0|9999,301,1,1,-1,"1001-9999,10092-99999,6-14",1,107
107024,2,-1,1,56|9999,302,1,1,-1,"1001-9999,10092-99999,6-14",1,107
107025,2,-1,1,9999|9999,303,1,2,-1,"1001-9999,10092-99999,6-14",1,107
107026,2,-1,1,112|1999,304,1,1,-1,,1,107
108001,1,-1,1,,1,1,1,-1,,1,108
108002,1,-1,1,,2,1,1,-1,,1,108
108003,1,-1,1,,3,1,1,-1,,1,108
108004,1,-1,1,,4,1,1,-1,,1,108
108005,1,-1,1,,5,1,1,-1,,1,108
108006,1,-1,1,,6,1,1,-1,,1,108
108007,1,-1,1,,7,1,1,-1,,1,108
13016,2,-1,1,,1,1,1,-1,,1,13
13001,2,-1,1,,2,1,1,-1,,1,13
13002,2,-1,1,,3,1,1,-1,,1,13
13017,2,-1,1,,4,1,1,-1,,1,13
13018,2,-1,1,,5,1,1,-1,,1,13
13019,2,-1,1,,6,1,1,-1,"10108-99999,1005-9999,2-501",1,13
13003,2,-1,1,,999,1,1,-1,999,0,13
13004,2,-1,1,,999,1,1,-1,999,0,13
13005,2,-1,1,,999,1,1,-1,999,0,13
13006,2,-1,1,,999,1,1,-1,999,0,13
13014,2,-1,1,,7,1,1,-1,,1,13
13015,2,-1,1,,8,1,1,-1,,1,13
13007,2,-1,1,,9,1,1,-1,,1,13
13008,2,-1,1,,10,1,1,-1,,1,13
13009,2,-1,1,,11,1,1,-1,,1,13
13010,2,-1,1,,12,1,1,-1,,1,13
13011,2,-1,1,,13,1,1,-1,,1,13
13012,2,-1,1,,14,1,1,-1,,1,13
13013,2,-1,1,,15,1,1,-1,,1,13
109001,1,-1,1,,1,1,1,-1,,1,109
110001,0,-1,1,,1,1,1,-1,,1,110
110002,0,-1,1,,2,1,1,-1,,1,110
110003,0,-1,1,,3,1,1,-1,,1,110
110004,0,-1,1,,4,1,1,-1,,1,110
110005,0,-1,1,,5,1,1,-1,,1,110
110006,0,-1,1,,6,1,1,-1,,1,110
110007,0,-1,1,,7,1,1,-1,,1,110
110008,0,-1,1,,8,1,1,-1,,1,110
110009,0,-1,1,,9,1,1,-1,,1,110
110010,0,-1,1,,10,1,1,-1,,1,110
110011,0,-1,1,,11,1,1,-1,,1,110
110012,0,-1,1,,12,1,1,-1,,1,110
110013,0,-1,1,,13,1,1,-1,,1,110
110014,0,-1,1,,14,1,1,-1,,1,110
110015,0,-1,1,,15,1,1,-1,,1,110
110016,0,-1,1,,16,1,1,-1,,1,110
110017,0,-1,1,,17,1,1,-1,,1,110
110018,0,-1,1,,18,1,1,-1,,1,110
110019,0,-1,1,,19,1,1,-1,,1,110
110020,0,-1,1,,20,1,1,-1,,1,110
110021,0,-1,1,,21,1,1,-1,,1,110
110022,0,-1,1,,22,1,1,-1,,1,110
110023,0,-1,1,,23,1,1,-1,,1,110
110024,0,-1,1,,17,1,1,-1,,1,110
111001,0,-1,1,,1,1,1,-1,,0,111
111002,0,-1,1,,2,1,1,-1,,1,111
111003,0,-1,1,,3,1,1,-1,,1,111
111004,0,-1,1,,4,1,1,-1,,1,111
111005,0,-1,1,,5,1,1,-1,,1,111
111006,0,-1,1,,6,1,1,-1,,1,111
111007,0,-1,1,,7,1,1,-1,,1,111
111008,0,-1,1,,8,1,1,-1,,1,111
111009,0,-1,1,,9,1,1,-1,,1,111
111010,0,-1,1,,11,1,1,-1,,1,111
111011,0,-1,1,,12,1,1,-1,,1,111
111012,0,-1,1,,13,1,1,-1,,1,111
111013,0,-1,1,,14,1,1,-1,,1,111
111014,0,-1,1,,15,1,1,-1,,1,111
111015,0,-1,1,,16,1,1,-1,,1,111
111016,0,-1,1,,17,1,1,-1,,1,111
111017,0,-1,1,,18,1,1,-1,,1,111
111018,0,-1,1,,19,1,1,-1,,1,111
111019,0,-1,1,,20,1,1,-1,,1,111
111020,0,-1,1,,21,1,1,-1,,1,111
111021,0,-1,1,,22,1,1,-1,,1,111
111022,0,-1,1,,23,1,1,-1,,1,111
111023,0,-1,1,,24,1,1,-1,,1,111
111024,0,-1,1,,25,1,1,-1,,1,111
111025,0,-1,1,,10,1,1,-1,,1,111
112001,0,-1,1,,1,1,1,-1,,1,112
112002,0,-1,1,,2,1,1,-1,,1,112
112014,0,-1,1,,3,1,1,-1,,1,112
112015,0,-1,1,,4,1,1,-1,,1,112
112003,0,-1,1,,5,1,1,-1,,1,112
112004,0,-1,1,,6,1,1,-1,,1,112
112013,0,-1,1,,7,1,1,-1,,1,112
112016,0,-1,1,,8,1,1,-1,,1,112
112017,0,-1,1,,9,1,1,-1,,1,112
112018,0,-1,1,,10,1,1,-1,,1,112
112005,0,-1,1,,11,1,1,-1,,1,112
112006,0,-1,1,,12,1,1,-1,,1,112
112007,0,-1,1,,13,1,1,-1,,1,112
112008,0,-1,1,,14,1,1,-1,,1,112
112009,0,-1,1,,15,1,1,-1,,1,112
112010,0,-1,1,,16,1,1,-1,,1,112
112011,0,-1,1,,17,1,1,-1,,1,112
112012,0,-1,1,,18,1,1,-1,,1,112
113013,2,-1,1,,1,1,1,-1,,1,113
113014,2,-1,1,,2,1,1,-1,,1,113
113015,2,-1,1,,3,1,1,-1,,1,113
113016,2,-1,1,,4,1,1,-1,,1,113
113017,0,-1,1,,5,1,1,-1,,1,113
113001,0,-1,1,,6,1,1,-1,,1,113
113002,0,-1,1,,7,1,1,-1,,1,113
113003,0,-1,1,,8,1,1,-1,,1,113
113004,0,-1,1,,9,1,1,-1,,1,113
113005,0,-1,1,,10,1,1,-1,,1,113
113006,0,-1,1,,11,1,1,-1,,1,113
113007,0,-1,1,,12,1,1,-1,,1,113
113008,0,-1,1,,13,1,1,-1,,1,113
113009,0,-1,1,,14,1,1,-1,,1,113
113010,0,-1,1,,15,1,1,-1,,1,113
113011,0,-1,1,,16,1,1,-1,,1,113
113012,0,-1,1,,17,1,1,-1,,1,113
113018,2,-1,1,,18,1,1,-1,,1,113
113019,2,-1,1,,19,1,1,-1,,1,113
113020,2,-1,1,,20,1,1,-1,,1,113
113021,2,-1,1,,21,1,1,-1,,1,113
113022,2,-1,1,,22,1,1,-1,,1,113
113023,2,-1,1,,23,1,1,-1,,1,113
113040,2,-1,1,,20,1,1,-1,,1,113
113024,2,-1,1,,24,1,1,-1,,0,113
113025,2,-1,1,,25,1,1,-1,,0,113
113026,2,-1,1,,26,1,1,-1,,0,113
113027,2,-1,1,,27,1,1,-1,,0,113
113028,2,-1,1,,28,1,1,-1,,0,113
113029,2,-1,1,,29,1,1,-1,,0,113
113030,2,-1,1,,30,1,1,-1,,0,113
113031,2,-1,1,,31,1,1,-1,,0,113
113032,2,-1,1,,32,1,1,-1,,0,113
113033,2,-1,1,,33,1,1,-1,,0,113
113034,2,-1,1,,35,1,1,-1,,1,113
113035,2,-1,1,,34,1,1,-1,,1,113
113036,2,-1,1,,37,1,1,-1,,1,113
113037,2,-1,1,,36,1,1,-1,,1,113
113038,2,-1,1,,38,1,1,-1,,1,113
113039,2,-1,1,,39,1,1,-1,,1,113
113041,2,-1,1,,35,1,1,-1,,1,113
114001,0,-1,1,,3,1,1,-1,,1,114
114002,0,-1,1,,4,1,1,-1,,1,114
114003,0,-1,1,,5,1,1,-1,,1,114
114004,0,-1,1,,6,1,1,-1,,1,114
114005,0,-1,1,,7,1,1,-1,,1,114
114006,0,-1,1,,8,1,1,-1,,1,114
114007,0,-1,1,,9,1,1,-1,,1,114
114008,0,-1,1,,10,1,1,-1,,1,114
114009,0,-1,1,,11,1,1,-1,,1,114
114010,0,-1,1,,12,1,1,-1,,1,114
114011,0,-1,1,,13,1,1,-1,,1,114
114012,0,-1,1,,14,1,1,-1,,1,114
115001,0,-1,1,,1,1,1,-1,,0,115
115002,0,-1,1,,2,1,1,-1,,1,115
115003,0,-1,1,,3,1,1,-1,,1,115
115004,0,-1,1,,4,1,1,-1,,1,115
115005,0,-1,1,,5,1,1,-1,,1,115
115006,0,-1,1,,6,1,1,-1,,1,115
115007,0,-1,1,,7,1,1,-1,,1,115
115008,0,-1,1,,8,1,1,-1,,1,115
115009,0,-1,1,,9,1,1,-1,,1,115
115010,0,-1,1,,11,1,1,-1,,1,115
115011,0,-1,1,,12,1,1,-1,,1,115
115012,0,-1,1,,13,1,1,-1,,1,115
115013,0,-1,1,,14,1,1,-1,,1,115
115014,0,-1,1,,15,1,1,-1,,1,115
1000101,0,-1,1,,0,1,1,-1,,0,10001
1000102,0,-1,1,,1,1,1,-1,,1,10001
1000103,0,-1,1,,2,1,1,-1,,1,10001
1000104,0,-1,1,,3,1,1,-1,,1,10001
1000120,0,-1,1,,4,1,1,-1,,1,10001
1000121,0,-1,1,,5,1,1,-1,,1,10001
1000122,0,-1,1,,6,1,1,-1,,1,10001
1000118,0,-1,1,,7,1,1,-1,,1,10001
1000119,0,-1,1,,8,1,1,-1,,1,10001
1000105,0,-1,1,,101,1,1,-1,,1,10001
1000106,0,-1,1,,102,1,1,-1,,1,10001
1000107,0,-1,1,,103,1,1,-1,,1,10001
1000108,0,-1,1,,107,1,1,-1,,1,10001
1000109,0,-1,1,,108,1,1,-1,,1,10001
1000111,0,-1,1,,109,1,1,-1,,1,10001
1000112,0,-1,1,,110,1,1,-1,,1,10001
1000113,0,-1,1,,111,1,1,-1,,1,10001
1000114,0,-1,1,,112,1,1,-1,,1,10001
1000115,0,-1,1,,105,1,1,-1,,1,10001
1000116,0,-1,1,,106,1,1,-1,,1,10001
1000117,0,-1,1,,104,1,1,-1,,1,10001
116001,0,-1,1,,1,1,1,-1,,0,116
116002,0,-1,1,,2,1,1,-1,,1,116
116003,0,-1,1,,3,1,1,-1,,1,116
116004,0,-1,1,,4,1,1,-1,,1,116
116005,0,-1,1,,5,1,1,-1,,1,116
116006,0,-1,1,,6,1,1,-1,,1,116
116007,0,-1,1,,7,1,1,-1,,1,116
116008,0,-1,1,,8,1,1,-1,,1,116
116009,0,-1,1,,9,1,1,-1,,1,116
116018,0,-1,1,,10,1,1,-1,,1,116
116019,0,-1,1,,11,1,1,-1,,1,116
116010,0,-1,1,,12,1,1,-1,,1,116
116011,0,-1,1,,13,1,1,-1,,1,116
116012,0,-1,1,,14,1,1,-1,,1,116
116013,0,-1,1,,15,1,1,-1,,1,116
116014,0,-1,1,,16,1,1,-1,,1,116
116015,0,-1,1,,17,1,1,-1,,1,116
116016,0,-1,1,,18,1,1,-1,,1,116
116017,0,-1,1,,19,1,1,-1,,1,116
117001,0,-1,1,,1,1,1,-1,,1,117
117002,0,-1,1,,2,1,1,-1,,1,117
117003,0,-1,1,,3,1,1,-1,,1,117
117004,2,-1,1,,4,1,1,-1,,1,117
117005,2,-1,1,,5,1,1,-1,,1,117
117006,2,-1,1,,6,1,1,-1,,1,117
118001,3,30,1,,1,1,1,-1,,1,118
118002,3,30,1,,2,1,1,-1,,1,118
118003,3,30,1,,3,1,1,-1,,1,118
118004,3,30,1,,4,1,1,-1,,1,118
118005,3,30,1,,5,1,1,-1,,1,118
118006,3,30,1,,6,1,1,-1,,1,118
119001,0,-1,1,,1,1,1,-1,,0,119
119002,0,-1,1,,2,1,1,-1,,1,119
119003,0,-1,1,,3,1,1,-1,,1,119
119004,0,-1,1,,4,1,1,-1,,1,119
119005,0,-1,1,,5,1,1,-1,,1,119
119006,0,-1,1,,6,1,1,-1,,1,119
119007,0,-1,1,,8,1,1,-1,,1,119
119008,0,-1,1,,9,1,1,-1,,1,119
119009,0,-1,1,,12,1,1,-1,,1,119
119010,0,-1,1,,13,1,1,-1,,1,119
119011,0,-1,1,,14,1,1,-1,,1,119
119012,0,-1,1,,7,1,1,-1,,1,119
119013,0,-1,1,,11,1,1,-1,,1,119
119014,0,-1,1,,10,1,1,-1,,1,119
