id,exp_1,exp_2,exp_3,isplay_notice_effect,monsterA_num,monsterA_roleld,monsterB_num,monsterB_roleld,monsterC_num,monsterC_roleld,stageRounds,timeInterval
520307,,,,-1,8,520307,8,520306,-1,-1,1,6000
520308,,,,1,8,520308,1,520312,-1,-1,1,10000
520309,,,,-1,8,520309,8,520308,-1,-1,1,6000
520310,,,,-1,8,520310,8,520309,-1,-1,1,6000
520313,,,,2,1,520313,-1,-1,-1,-1,1,4000
520401,,,,-1,8,520401,-1,-1,-1,-1,1,6000
520402,,,,-1,8,520402,-1,-1,-1,-1,1,6000
520403,,,,-1,8,520403,-1,-1,-1,-1,1,6000
520404,,,,1,8,520404,1,520411,-1,-1,1,10000
520405,,,,-1,8,520405,8,520404,-1,-1,1,6000
520406,,,,-1,8,520406,8,520405,-1,-1,1,6000
520407,,,,-1,8,520407,8,520406,-1,-1,1,6000
520408,,,,1,8,520408,1,520412,-1,-1,1,10000
520409,,,,-1,8,520409,8,520408,-1,-1,1,6000
520410,,,,-1,8,520410,8,520409,-1,-1,1,6000
520413,,,,2,1,520413,-1,-1,-1,-1,1,4000
520501,,,,-1,8,520501,-1,-1,-1,-1,1,6000
520502,,,,-1,8,520502,-1,-1,-1,-1,1,6000
520503,,,,-1,8,520503,-1,-1,-1,-1,1,6000
520504,,,,1,8,520504,1,520511,-1,-1,1,10000
520505,,,,-1,8,520505,8,520504,-1,-1,1,6000
520506,,,,-1,8,520506,8,520505,-1,-1,1,6000
520507,,,,-1,8,520507,8,520506,-1,-1,1,6000
520508,,,,1,8,520508,1,520512,-1,-1,1,10000
520509,,,,-1,8,520509,8,520508,-1,-1,1,6000
520510,,,,-1,8,520510,8,520509,-1,-1,1,6000
520513,,,,2,1,520513,-1,-1,-1,-1,1,4000
530101,,,,-1,8,530101,-1,-1,-1,-1,1,6000
530102,,,,-1,8,530102,-1,-1,-1,-1,1,6000
530103,,,,-1,8,530103,-1,-1,-1,-1,1,6000
530104,,,,1,8,530104,1,530111,-1,-1,1,10000
530105,,,,-1,8,530105,8,530104,-1,-1,1,6000
530106,,,,-1,8,530106,8,530105,-1,-1,1,6000
530107,,,,-1,8,530107,8,530106,-1,-1,1,6000
530108,,,,1,8,530108,1,530112,-1,-1,1,10000
530109,,,,-1,8,530109,8,530108,-1,-1,1,6000
530110,,,,-1,8,530110,8,530109,-1,-1,1,6000
530113,,,,2,1,530113,-1,-1,-1,-1,1,4000
530201,,,,-1,8,530201,-1,-1,-1,-1,1,6000
530202,,,,-1,8,530202,-1,-1,-1,-1,1,6000
530203,,,,-1,8,530203,-1,-1,-1,-1,1,6000
530204,,,,1,8,530204,1,530211,-1,-1,1,10000
530205,,,,-1,8,530205,8,530204,-1,-1,1,6000
530206,,,,-1,8,530206,8,530205,-1,-1,1,6000
530207,,,,-1,8,530207,8,530206,-1,-1,1,6000
530208,,,,1,8,530208,1,530212,-1,-1,1,10000
530209,,,,-1,8,530209,8,530208,-1,-1,1,6000
530210,,,,-1,8,530210,8,530209,-1,-1,1,6000
530213,,,,2,1,530213,-1,-1,-1,-1,1,4000
530301,,,,-1,8,530301,-1,-1,-1,-1,1,6000
530302,,,,-1,8,530302,-1,-1,-1,-1,1,6000
530303,,,,-1,8,530303,-1,-1,-1,-1,1,6000
530304,,,,1,8,530304,1,530311,-1,-1,1,10000
530305,,,,-1,8,530305,8,530304,-1,-1,1,6000
530306,,,,-1,8,530306,8,530305,-1,-1,1,6000
530307,,,,-1,8,530307,8,530306,-1,-1,1,6000
530308,,,,1,8,530308,1,530312,-1,-1,1,10000
530309,,,,-1,8,530309,8,530308,-1,-1,1,6000
530310,,,,-1,8,530310,8,530309,-1,-1,1,6000
530313,,,,2,1,530313,-1,-1,-1,-1,1,4000
530401,,,,-1,8,530401,-1,-1,-1,-1,1,6000
530402,,,,-1,8,530402,-1,-1,-1,-1,1,6000
530403,,,,-1,8,530403,-1,-1,-1,-1,1,6000
530404,,,,1,8,530404,1,530411,-1,-1,1,10000
530405,,,,-1,8,530405,8,530404,-1,-1,1,6000
530406,,,,-1,8,530406,8,530405,-1,-1,1,6000
530407,,,,-1,8,530407,8,530406,-1,-1,1,6000
530408,,,,1,8,530408,1,530412,-1,-1,1,10000
530409,,,,-1,8,530409,8,530408,-1,-1,1,6000
530410,,,,-1,8,530410,8,530409,-1,-1,1,6000
530413,,,,2,1,530413,-1,-1,-1,-1,1,4000
530501,,,,-1,8,530501,-1,-1,-1,-1,1,6000
530502,,,,-1,8,530502,-1,-1,-1,-1,1,6000
530503,,,,-1,8,530503,-1,-1,-1,-1,1,6000
530504,,,,1,8,530504,1,530511,-1,-1,1,10000
530505,,,,-1,8,530505,8,530504,-1,-1,1,6000
530506,,,,-1,8,530506,8,530505,-1,-1,1,6000
530507,,,,-1,8,530507,8,530506,-1,-1,1,6000
530508,,,,1,8,530508,1,530512,-1,-1,1,10000
530509,,,,-1,8,530509,8,530508,-1,-1,1,6000
530510,,,,-1,8,530510,8,530509,-1,-1,1,6000
530513,,,,2,1,530513,-1,-1,-1,-1,1,4000
540101,,,,-1,8,540101,-1,-1,-1,-1,1,6000
540102,,,,-1,8,540102,-1,-1,-1,-1,1,6000
540103,,,,-1,8,540103,-1,-1,-1,-1,1,6000
540104,,,,1,8,540104,1,540111,-1,-1,1,10000
540105,,,,-1,8,540105,8,540104,-1,-1,1,6000
540106,,,,-1,8,540106,8,540105,-1,-1,1,6000
540107,,,,-1,8,540107,8,540106,-1,-1,1,6000
540108,,,,1,8,540108,1,540112,-1,-1,1,10000
540109,,,,-1,8,540109,8,540108,-1,-1,1,6000
540110,,,,-1,8,540110,8,540109,-1,-1,1,6000
540113,,,,2,1,540113,-1,-1,-1,-1,1,4000
540201,,,,-1,8,540201,-1,-1,-1,-1,1,6000
540202,,,,-1,8,540202,-1,-1,-1,-1,1,6000
540203,,,,-1,8,540203,-1,-1,-1,-1,1,6000
540204,,,,1,8,540204,1,540211,-1,-1,1,10000
540205,,,,-1,8,540205,8,540204,-1,-1,1,6000
540206,,,,-1,8,540206,8,540205,-1,-1,1,6000
540207,,,,-1,8,540207,8,540206,-1,-1,1,6000
540208,,,,1,8,540208,1,540212,-1,-1,1,10000
540209,,,,-1,8,540209,8,540208,-1,-1,1,6000
540210,,,,-1,8,540210,8,540209,-1,-1,1,6000
540213,,,,2,1,540213,-1,-1,-1,-1,1,4000
540301,,,,-1,8,540301,-1,-1,-1,-1,1,6000
540302,,,,-1,8,540302,-1,-1,-1,-1,1,6000
540303,,,,-1,8,540303,-1,-1,-1,-1,1,6000
540304,,,,1,8,540304,1,540311,-1,-1,1,10000
540305,,,,-1,8,540305,8,540304,-1,-1,1,6000
540306,,,,-1,8,540306,8,540305,-1,-1,1,6000
540307,,,,-1,8,540307,8,540306,-1,-1,1,6000
540308,,,,1,8,540308,1,540312,-1,-1,1,10000
540309,,,,-1,8,540309,8,540308,-1,-1,1,6000
540310,,,,-1,8,540310,8,540309,-1,-1,1,6000
540313,,,,2,1,540313,-1,-1,-1,-1,1,4000
540401,,,,-1,8,540401,-1,-1,-1,-1,1,6000
540402,,,,-1,8,540402,-1,-1,-1,-1,1,6000
540403,,,,-1,8,540403,-1,-1,-1,-1,1,6000
540404,,,,1,8,540404,1,540411,-1,-1,1,10000
540405,,,,-1,8,540405,8,540404,-1,-1,1,6000
540406,,,,-1,8,540406,8,540405,-1,-1,1,6000
540407,,,,-1,8,540407,8,540406,-1,-1,1,6000
540408,,,,1,8,540408,1,540412,-1,-1,1,10000
540409,,,,-1,8,540409,8,540408,-1,-1,1,6000
540410,,,,-1,8,540410,8,540409,-1,-1,1,6000
540413,,,,2,1,540413,-1,-1,-1,-1,1,4000
540501,,,,-1,8,540501,-1,-1,-1,-1,1,6000
540502,,,,-1,8,540502,-1,-1,-1,-1,1,6000
540503,,,,-1,8,540503,-1,-1,-1,-1,1,6000
540504,,,,1,8,540504,1,540511,-1,-1,1,10000
540505,,,,-1,8,540505,8,540504,-1,-1,1,6000
540506,,,,-1,8,540506,8,540505,-1,-1,1,6000
540507,,,,-1,8,540507,8,540506,-1,-1,1,6000
540508,,,,1,8,540508,1,540512,-1,-1,1,10000
540509,,,,-1,8,540509,8,540508,-1,-1,1,6000
540510,,,,-1,8,540510,8,540509,-1,-1,1,6000
540513,,,,2,1,540513,-1,-1,-1,-1,1,4000
550101,,,,-1,8,550101,-1,-1,-1,-1,1,6000
550102,,,,-1,8,550102,-1,-1,-1,-1,1,6000
550103,,,,-1,8,550103,-1,-1,-1,-1,1,6000
550104,,,,1,8,550104,1,550111,-1,-1,1,10000
550105,,,,-1,8,550105,8,550104,-1,-1,1,6000
550106,,,,-1,8,550106,8,550105,-1,-1,1,6000
550107,,,,-1,8,550107,8,550106,-1,-1,1,6000
550108,,,,1,8,550108,1,550112,-1,-1,1,10000
550109,,,,-1,8,550109,8,550108,-1,-1,1,6000
550110,,,,-1,8,550110,8,550109,-1,-1,1,6000
550113,,,,2,1,550113,-1,-1,-1,-1,1,4000
550201,,,,-1,8,550201,-1,-1,-1,-1,1,6000
550202,,,,-1,8,550202,-1,-1,-1,-1,1,6000
550203,,,,-1,8,550203,-1,-1,-1,-1,1,6000
550204,,,,1,8,550204,1,550211,-1,-1,1,10000
550205,,,,-1,8,550205,8,550204,-1,-1,1,6000
550206,,,,-1,8,550206,8,550205,-1,-1,1,6000
550207,,,,-1,8,550207,8,550206,-1,-1,1,6000
550208,,,,1,8,550208,1,550212,-1,-1,1,10000
550209,,,,-1,8,550209,8,550208,-1,-1,1,6000
550210,,,,-1,8,550210,8,550209,-1,-1,1,6000
550213,,,,2,1,550213,-1,-1,-1,-1,1,4000
550301,,,,-1,8,550301,-1,-1,-1,-1,1,6000
550302,,,,-1,8,550302,-1,-1,-1,-1,1,6000
550303,,,,-1,8,550303,-1,-1,-1,-1,1,6000
550304,,,,1,8,550304,1,550311,-1,-1,1,10000
550305,,,,-1,8,550305,8,550304,-1,-1,1,6000
550306,,,,-1,8,550306,8,550305,-1,-1,1,6000
550307,,,,-1,8,550307,8,550306,-1,-1,1,6000
550308,,,,1,8,550308,1,550312,-1,-1,1,10000
550309,,,,-1,8,550309,8,550308,-1,-1,1,6000
550310,,,,-1,8,550310,8,550309,-1,-1,1,6000
550313,,,,2,1,550313,-1,-1,-1,-1,1,4000
550401,,,,-1,8,550401,-1,-1,-1,-1,1,6000
550402,,,,-1,8,550402,-1,-1,-1,-1,1,6000
550403,,,,-1,8,550403,-1,-1,-1,-1,1,6000
550404,,,,1,8,550404,1,550411,-1,-1,1,10000
550405,,,,-1,8,550405,8,550404,-1,-1,1,6000
550406,,,,-1,8,550406,8,550405,-1,-1,1,6000
550407,,,,-1,8,550407,8,550406,-1,-1,1,6000
550408,,,,1,8,550408,1,550412,-1,-1,1,10000
550409,,,,-1,8,550409,8,550408,-1,-1,1,6000
550410,,,,-1,8,550410,8,550409,-1,-1,1,6000
550413,,,,2,1,550413,-1,-1,-1,-1,1,4000
550501,,,,-1,8,550501,-1,-1,-1,-1,1,6000
550502,,,,-1,8,550502,-1,-1,-1,-1,1,6000
550503,,,,-1,8,550503,-1,-1,-1,-1,1,6000
550504,,,,1,8,550504,1,550511,-1,-1,1,10000
550505,,,,-1,8,550505,8,550504,-1,-1,1,6000
550506,,,,-1,8,550506,8,550505,-1,-1,1,6000
550507,,,,-1,8,550507,8,550506,-1,-1,1,6000
550508,,,,1,8,550508,1,550512,-1,-1,1,10000
550509,,,,-1,8,550509,8,550508,-1,-1,1,6000
550510,,,,-1,8,550510,8,550509,-1,-1,1,6000
550513,,,,2,1,550513,-1,-1,-1,-1,1,4000
560101,,,,-1,8,560101,-1,-1,-1,-1,1,6000
560102,,,,-1,8,560102,-1,-1,-1,-1,1,6000
560103,,,,-1,8,560103,-1,-1,-1,-1,1,6000
560104,,,,1,8,560104,1,560111,-1,-1,1,10000
560105,,,,-1,8,560105,8,560104,-1,-1,1,6000
560106,,,,-1,8,560106,8,560105,-1,-1,1,6000
560107,,,,-1,8,560107,8,560106,-1,-1,1,6000
560108,,,,1,8,560108,1,560112,-1,-1,1,10000
560109,,,,-1,8,560109,8,560108,-1,-1,1,6000
560110,,,,-1,8,560110,8,560109,-1,-1,1,6000
560113,,,,2,1,560113,-1,-1,-1,-1,1,4000
560201,,,,-1,8,560201,-1,-1,-1,-1,1,6000
560202,,,,-1,8,560202,-1,-1,-1,-1,1,6000
560203,,,,-1,8,560203,-1,-1,-1,-1,1,6000
560204,,,,1,8,560204,1,560211,-1,-1,1,10000
560205,,,,-1,8,560205,8,560204,-1,-1,1,6000
560206,,,,-1,8,560206,8,560205,-1,-1,1,6000
560207,,,,-1,8,560207,8,560206,-1,-1,1,6000
560208,,,,1,8,560208,1,560212,-1,-1,1,10000
560209,,,,-1,8,560209,8,560208,-1,-1,1,6000
560210,,,,-1,8,560210,8,560209,-1,-1,1,6000
560213,,,,2,1,560213,-1,-1,-1,-1,1,4000
560301,,,,-1,8,560301,-1,-1,-1,-1,1,6000
560302,,,,-1,8,560302,-1,-1,-1,-1,1,6000
560303,,,,-1,8,560303,-1,-1,-1,-1,1,6000
560304,,,,1,8,560304,1,560311,-1,-1,1,10000
560305,,,,-1,8,560305,8,560304,-1,-1,1,6000
560306,,,,-1,8,560306,8,560305,-1,-1,1,6000
560307,,,,-1,8,560307,8,560306,-1,-1,1,6000
560308,,,,1,8,560308,1,560312,-1,-1,1,10000
560309,,,,-1,8,560309,8,560308,-1,-1,1,6000
560310,,,,-1,8,560310,8,560309,-1,-1,1,6000
560313,,,,2,1,560313,-1,-1,-1,-1,1,4000
560401,,,,-1,8,560401,-1,-1,-1,-1,1,6000
560402,,,,-1,8,560402,-1,-1,-1,-1,1,6000
560403,,,,-1,8,560403,-1,-1,-1,-1,1,6000
560404,,,,1,8,560404,1,560411,-1,-1,1,10000
560405,,,,-1,8,560405,8,560404,-1,-1,1,6000
560406,,,,-1,8,560406,8,560405,-1,-1,1,6000
560407,,,,-1,8,560407,8,560406,-1,-1,1,6000
560408,,,,1,8,560408,1,560412,-1,-1,1,10000
560409,,,,-1,8,560409,8,560408,-1,-1,1,6000
560410,,,,-1,8,560410,8,560409,-1,-1,1,6000
560413,,,,2,1,560413,-1,-1,-1,-1,1,4000
560501,,,,-1,8,560501,-1,-1,-1,-1,1,6000
560502,,,,-1,8,560502,-1,-1,-1,-1,1,6000
560503,,,,-1,8,560503,-1,-1,-1,-1,1,6000
560504,,,,1,8,560504,1,560511,-1,-1,1,10000
560505,,,,-1,8,560505,8,560504,-1,-1,1,6000
560506,,,,-1,8,560506,8,560505,-1,-1,1,6000
560507,,,,-1,8,560507,8,560506,-1,-1,1,6000
560508,,,,1,8,560508,1,560512,-1,-1,1,10000
560509,,,,-1,8,560509,8,560508,-1,-1,1,6000
560510,,,,-1,8,560510,8,560509,-1,-1,1,6000
560513,,,,2,1,560513,-1,-1,-1,-1,1,4000
570101,,,,-1,8,570101,-1,-1,-1,-1,1,6000
570102,,,,-1,8,570102,-1,-1,-1,-1,1,6000
570103,,,,-1,8,570103,-1,-1,-1,-1,1,6000
570104,,,,1,8,570104,1,570111,-1,-1,1,10000
570105,,,,-1,8,570105,8,570104,-1,-1,1,6000
570106,,,,-1,8,570106,8,570105,-1,-1,1,6000
570107,,,,-1,8,570107,8,570106,-1,-1,1,6000
570108,,,,1,8,570108,1,570112,-1,-1,1,10000
570109,,,,-1,8,570109,8,570108,-1,-1,1,6000
570110,,,,-1,8,570110,8,570109,-1,-1,1,6000
570113,,,,2,1,570113,-1,-1,-1,-1,1,4000
570201,,,,-1,8,570201,-1,-1,-1,-1,1,6000
570202,,,,-1,8,570202,-1,-1,-1,-1,1,6000
570203,,,,-1,8,570203,-1,-1,-1,-1,1,6000
570204,,,,1,8,570204,1,570211,-1,-1,1,10000
570205,,,,-1,8,570205,8,570204,-1,-1,1,6000
570206,,,,-1,8,570206,8,570205,-1,-1,1,6000
570207,,,,-1,8,570207,8,570206,-1,-1,1,6000
570208,,,,1,8,570208,1,570212,-1,-1,1,10000
570209,,,,-1,8,570209,8,570208,-1,-1,1,6000
570210,,,,-1,8,570210,8,570209,-1,-1,1,6000
570213,,,,2,1,570213,-1,-1,-1,-1,1,4000
570301,,,,-1,8,570301,-1,-1,-1,-1,1,6000
570302,,,,-1,8,570302,-1,-1,-1,-1,1,6000
570303,,,,-1,8,570303,-1,-1,-1,-1,1,6000
570304,,,,1,8,570304,1,570311,-1,-1,1,10000
570305,,,,-1,8,570305,8,570304,-1,-1,1,6000
570306,,,,-1,8,570306,8,570305,-1,-1,1,6000
570307,,,,-1,8,570307,8,570306,-1,-1,1,6000
570308,,,,1,8,570308,1,570312,-1,-1,1,10000
570309,,,,-1,8,570309,8,570308,-1,-1,1,6000
570310,,,,-1,8,570310,8,570309,-1,-1,1,6000
570313,,,,2,1,570313,-1,-1,-1,-1,1,4000
570401,,,,-1,8,570401,-1,-1,-1,-1,1,6000
570402,,,,-1,8,570402,-1,-1,-1,-1,1,6000
570403,,,,-1,8,570403,-1,-1,-1,-1,1,6000
570404,,,,1,8,570404,1,570411,-1,-1,1,10000
570405,,,,-1,8,570405,8,570404,-1,-1,1,6000
570406,,,,-1,8,570406,8,570405,-1,-1,1,6000
570407,,,,-1,8,570407,8,570406,-1,-1,1,6000
570408,,,,1,8,570408,1,570412,-1,-1,1,10000
570409,,,,-1,8,570409,8,570408,-1,-1,1,6000
570410,,,,-1,8,570410,8,570409,-1,-1,1,6000
570413,,,,2,1,570413,-1,-1,-1,-1,1,4000
570501,,,,-1,8,570501,-1,-1,-1,-1,1,6000
570502,,,,-1,8,570502,-1,-1,-1,-1,1,6000
570503,,,,-1,8,570503,-1,-1,-1,-1,1,6000
570504,,,,1,8,570504,1,570511,-1,-1,1,10000
570505,,,,-1,8,570505,8,570504,-1,-1,1,6000
570506,,,,-1,8,570506,8,570505,-1,-1,1,6000
570507,,,,-1,8,570507,8,570506,-1,-1,1,6000
570508,,,,1,8,570508,1,570512,-1,-1,1,10000
570509,,,,-1,8,570509,8,570508,-1,-1,1,6000
570510,,,,-1,8,570510,8,570509,-1,-1,1,6000
570513,,,,2,1,570513,-1,-1,-1,-1,1,4000
571101,,,,-1,8,571101,-1,-1,-1,-1,1,6000
571102,,,,-1,8,571102,-1,-1,-1,-1,1,6000
571103,,,,-1,8,571103,-1,-1,-1,-1,1,6000
571104,,,,1,8,571104,1,571111,-1,-1,1,10000
571105,,,,-1,8,571105,8,571104,-1,-1,1,6000
571106,,,,-1,8,571106,8,571105,-1,-1,1,6000
571107,,,,-1,8,571107,8,571106,-1,-1,1,6000
571108,,,,1,8,571108,1,571112,-1,-1,1,10000
571109,,,,-1,8,571109,8,571108,-1,-1,1,6000
571110,,,,-1,8,571110,8,571109,-1,-1,1,6000
571113,,,,2,1,571113,-1,-1,-1,-1,1,4000
571201,,,,-1,8,571201,-1,-1,-1,-1,1,6000
571202,,,,-1,8,571202,-1,-1,-1,-1,1,6000
571203,,,,-1,8,571203,-1,-1,-1,-1,1,6000
571204,,,,1,8,571204,1,571211,-1,-1,1,10000
571205,,,,-1,8,571205,8,571204,-1,-1,1,6000
571206,,,,-1,8,571206,8,571205,-1,-1,1,6000
571207,,,,-1,8,571207,8,571206,-1,-1,1,6000
571208,,,,1,8,571208,1,571212,-1,-1,1,10000
571209,,,,-1,8,571209,8,571208,-1,-1,1,6000
571210,,,,-1,8,571210,8,571209,-1,-1,1,6000
571213,,,,2,1,571213,-1,-1,-1,-1,1,4000
571301,,,,-1,8,571301,-1,-1,-1,-1,1,6000
571302,,,,-1,8,571302,-1,-1,-1,-1,1,6000
571303,,,,-1,8,571303,-1,-1,-1,-1,1,6000
571304,,,,1,8,571304,1,571311,-1,-1,1,10000
571305,,,,-1,8,571305,8,571304,-1,-1,1,6000
571306,,,,-1,8,571306,8,571305,-1,-1,1,6000
571307,,,,-1,8,571307,8,571306,-1,-1,1,6000
571308,,,,1,8,571308,1,571312,-1,-1,1,10000
571309,,,,-1,8,571309,8,571308,-1,-1,1,6000
571310,,,,-1,8,571310,8,571309,-1,-1,1,6000
571313,,,,2,1,571313,-1,-1,-1,-1,1,4000
571401,,,,-1,8,571401,-1,-1,-1,-1,1,6000
571402,,,,-1,8,571402,-1,-1,-1,-1,1,6000
571403,,,,-1,8,571403,-1,-1,-1,-1,1,6000
571404,,,,1,8,571404,1,571411,-1,-1,1,10000
571405,,,,-1,8,571405,8,571404,-1,-1,1,6000
571406,,,,-1,8,571406,8,571405,-1,-1,1,6000
571407,,,,-1,8,571407,8,571406,-1,-1,1,6000
571408,,,,1,8,571408,1,571412,-1,-1,1,10000
571409,,,,-1,8,571409,8,571408,-1,-1,1,6000
571410,,,,-1,8,571410,8,571409,-1,-1,1,6000
571413,,,,2,1,571413,-1,-1,-1,-1,1,4000
571501,,,,-1,8,571501,-1,-1,-1,-1,1,6000
571502,,,,-1,8,571502,-1,-1,-1,-1,1,6000
571503,,,,-1,8,571503,-1,-1,-1,-1,1,6000
571504,,,,1,8,571504,1,571511,-1,-1,1,10000
571505,,,,-1,8,571505,8,571504,-1,-1,1,6000
571506,,,,-1,8,571506,8,571505,-1,-1,1,6000
571507,,,,-1,8,571507,8,571506,-1,-1,1,6000
571508,,,,1,8,571508,1,571512,-1,-1,1,10000
571509,,,,-1,8,571509,8,571508,-1,-1,1,6000
571510,,,,-1,8,571510,8,571509,-1,-1,1,6000
571513,,,,2,1,571513,-1,-1,-1,-1,1,4000
572101,,,,-1,8,572101,-1,-1,-1,-1,1,6000
572102,,,,-1,8,572102,-1,-1,-1,-1,1,6000
572103,,,,-1,8,572103,-1,-1,-1,-1,1,6000
572104,,,,1,8,572104,1,572111,-1,-1,1,10000
572105,,,,-1,8,572105,8,572104,-1,-1,1,6000
572106,,,,-1,8,572106,8,572105,-1,-1,1,6000
572107,,,,-1,8,572107,8,572106,-1,-1,1,6000
572108,,,,1,8,572108,1,572112,-1,-1,1,10000
572109,,,,-1,8,572109,8,572108,-1,-1,1,6000
572110,,,,-1,8,572110,8,572109,-1,-1,1,6000
572113,,,,2,1,572113,-1,-1,-1,-1,1,4000
572201,,,,-1,8,572201,-1,-1,-1,-1,1,6000
572202,,,,-1,8,572202,-1,-1,-1,-1,1,6000
572203,,,,-1,8,572203,-1,-1,-1,-1,1,6000
572204,,,,1,8,572204,1,572211,-1,-1,1,10000
572205,,,,-1,8,572205,8,572204,-1,-1,1,6000
572206,,,,-1,8,572206,8,572205,-1,-1,1,6000
572207,,,,-1,8,572207,8,572206,-1,-1,1,6000
572208,,,,1,8,572208,1,572212,-1,-1,1,10000
572209,,,,-1,8,572209,8,572208,-1,-1,1,6000
572210,,,,-1,8,572210,8,572209,-1,-1,1,6000
572213,,,,2,1,572213,-1,-1,-1,-1,1,4000
572301,,,,-1,8,572301,-1,-1,-1,-1,1,6000
572302,,,,-1,8,572302,-1,-1,-1,-1,1,6000
572303,,,,-1,8,572303,-1,-1,-1,-1,1,6000
572304,,,,1,8,572304,1,572311,-1,-1,1,10000
572305,,,,-1,8,572305,8,572304,-1,-1,1,6000
572306,,,,-1,8,572306,8,572305,-1,-1,1,6000
572307,,,,-1,8,572307,8,572306,-1,-1,1,6000
572308,,,,1,8,572308,1,572312,-1,-1,1,10000
572309,,,,-1,8,572309,8,572308,-1,-1,1,6000
572310,,,,-1,8,572310,8,572309,-1,-1,1,6000
572313,,,,2,1,572313,-1,-1,-1,-1,1,4000
572401,,,,-1,8,572401,-1,-1,-1,-1,1,6000
572402,,,,-1,8,572402,-1,-1,-1,-1,1,6000
572403,,,,-1,8,572403,-1,-1,-1,-1,1,6000
572404,,,,1,8,572404,1,572411,-1,-1,1,10000
572405,,,,-1,8,572405,8,572404,-1,-1,1,6000
572406,,,,-1,8,572406,8,572405,-1,-1,1,6000
572407,,,,-1,8,572407,8,572406,-1,-1,1,6000
572408,,,,1,8,572408,1,572412,-1,-1,1,10000
572409,,,,-1,8,572409,8,572408,-1,-1,1,6000
572410,,,,-1,8,572410,8,572409,-1,-1,1,6000
572413,,,,2,1,572413,-1,-1,-1,-1,1,4000
572501,,,,-1,8,572501,-1,-1,-1,-1,1,6000
572502,,,,-1,8,572502,-1,-1,-1,-1,1,6000
572503,,,,-1,8,572503,-1,-1,-1,-1,1,6000
572504,,,,1,8,572504,1,572511,-1,-1,1,10000
572505,,,,-1,8,572505,8,572504,-1,-1,1,6000
572506,,,,-1,8,572506,8,572505,-1,-1,1,6000
572507,,,,-1,8,572507,8,572506,-1,-1,1,6000
572508,,,,1,8,572508,1,572512,-1,-1,1,10000
572509,,,,-1,8,572509,8,572508,-1,-1,1,6000
572510,,,,-1,8,572510,8,572509,-1,-1,1,6000
572513,,,,2,1,572513,-1,-1,-1,-1,1,4000
573101,,,,-1,8,573101,-1,-1,-1,-1,1,6000
573102,,,,-1,8,573102,-1,-1,-1,-1,1,6000
573103,,,,-1,8,573103,-1,-1,-1,-1,1,6000
573104,,,,1,8,573104,1,573111,-1,-1,1,10000
573105,,,,-1,8,573105,8,573104,-1,-1,1,6000
573106,,,,-1,8,573106,8,573105,-1,-1,1,6000
573107,,,,-1,8,573107,8,573106,-1,-1,1,6000
573108,,,,1,8,573108,1,573112,-1,-1,1,10000
573109,,,,-1,8,573109,8,573108,-1,-1,1,6000
573110,,,,-1,8,573110,8,573109,-1,-1,1,6000
573113,,,,2,1,573113,-1,-1,-1,-1,1,4000
573201,,,,-1,8,573201,-1,-1,-1,-1,1,6000
573202,,,,-1,8,573202,-1,-1,-1,-1,1,6000
573203,,,,-1,8,573203,-1,-1,-1,-1,1,6000
573204,,,,1,8,573204,1,573211,-1,-1,1,10000
573205,,,,-1,8,573205,8,573204,-1,-1,1,6000
573206,,,,-1,8,573206,8,573205,-1,-1,1,6000
573207,,,,-1,8,573207,8,573206,-1,-1,1,6000
573208,,,,1,8,573208,1,573212,-1,-1,1,10000
573209,,,,-1,8,573209,8,573208,-1,-1,1,6000
573210,,,,-1,8,573210,8,573209,-1,-1,1,6000
573213,,,,2,1,573213,-1,-1,-1,-1,1,4000
573301,,,,-1,8,573301,-1,-1,-1,-1,1,6000
573302,,,,-1,8,573302,-1,-1,-1,-1,1,6000
573303,,,,-1,8,573303,-1,-1,-1,-1,1,6000
573304,,,,1,8,573304,1,573311,-1,-1,1,10000
573305,,,,-1,8,573305,8,573304,-1,-1,1,6000
573306,,,,-1,8,573306,8,573305,-1,-1,1,6000
573307,,,,-1,8,573307,8,573306,-1,-1,1,6000
573308,,,,1,8,573308,1,573312,-1,-1,1,10000
573309,,,,-1,8,573309,8,573308,-1,-1,1,6000
573310,,,,-1,8,573310,8,573309,-1,-1,1,6000
573313,,,,2,1,573313,-1,-1,-1,-1,1,4000
573401,,,,-1,8,573401,-1,-1,-1,-1,1,6000
573402,,,,-1,8,573402,-1,-1,-1,-1,1,6000
573403,,,,-1,8,573403,-1,-1,-1,-1,1,6000
573404,,,,1,8,573404,1,573411,-1,-1,1,10000
573405,,,,-1,8,573405,8,573404,-1,-1,1,6000
573406,,,,-1,8,573406,8,573405,-1,-1,1,6000
573407,,,,-1,8,573407,8,573406,-1,-1,1,6000
573408,,,,1,8,573408,1,573412,-1,-1,1,10000
573409,,,,-1,8,573409,8,573408,-1,-1,1,6000
573410,,,,-1,8,573410,8,573409,-1,-1,1,6000
573413,,,,2,1,573413,-1,-1,-1,-1,1,4000
573501,,,,-1,8,573501,-1,-1,-1,-1,1,6000
573502,,,,-1,8,573502,-1,-1,-1,-1,1,6000
573503,,,,-1,8,573503,-1,-1,-1,-1,1,6000
573504,,,,1,8,573504,1,573511,-1,-1,1,10000
573505,,,,-1,8,573505,8,573504,-1,-1,1,6000
573506,,,,-1,8,573506,8,573505,-1,-1,1,6000
