id,equipTierAtlas,iconAtlas,attr_para1,attrs,cost,costs,equip_tier,equip_tier_atlas,fightforce,icon,icon_atlas,level,lord_equip_desc,lord_equip_name,quality,star,type
1320106,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2255|15103|4695|10104|4135],[[5103|2255]|[15103|4695]|[10104|4135]],[2|154|17000|2|155|195|2|156|35|2|157|5],[[2|154|17000]|[2|155|195]|[2|156|35]|[2|157|5]],icon_txt_T2,,368189,icon_lord_6,,106,lord_equip_desc010,lord_equip_name02,6,1,2
1320107,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2275|15103|4740|10104|4170],[[5103|2275]|[15103|4740]|[10104|4170]],[2|154|17000|2|155|195|2|156|35|2|157|5],[[2|154|17000]|[2|155|195]|[2|156|35]|[2|157|5]],icon_txt_T2,,374710,icon_lord_6,,107,lord_equip_desc010,lord_equip_name02,6,1,2
1320108,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2295|15103|4785|10104|4210],[[5103|2295]|[15103|4785]|[10104|4210]],[2|154|17000|2|155|195|2|156|35|2|157|5],[[2|154|17000]|[2|155|195]|[2|156|35]|[2|157|5]],icon_txt_T2,,381232,icon_lord_6,,108,lord_equip_desc010,lord_equip_name02,6,1,2
1320109,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2315|15103|4825|10104|4250],[[5103|2315]|[15103|4825]|[10104|4250]],[2|154|17000|2|155|195|2|156|35|2|157|5],[[2|154|17000]|[2|155|195]|[2|156|35]|[2|157|5]],icon_txt_T2,,387754,icon_lord_6,,109,lord_equip_desc010,lord_equip_name02,6,1,2
1320110,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2340|15103|4870|10104|4285],[[5103|2340]|[15103|4870]|[10104|4285]],[2|154|18000|2|155|220|2|156|35|2|157|5],[[2|154|18000]|[2|155|220]|[2|156|35]|[2|157|5]],icon_txt_T2,,394275,icon_lord_6,,110,lord_equip_desc010,lord_equip_name02,6,2,2
1320111,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2360|15103|4915|10104|4325],[[5103|2360]|[15103|4915]|[10104|4325]],[2|154|18000|2|155|220|2|156|35|2|157|5],[[2|154|18000]|[2|155|220]|[2|156|35]|[2|157|5]],icon_txt_T2,,400797,icon_lord_6,,111,lord_equip_desc010,lord_equip_name02,6,2,2
1320112,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2380|15103|4955|10104|4360],[[5103|2380]|[15103|4955]|[10104|4360]],[2|154|18000|2|155|220|2|156|35|2|157|5],[[2|154|18000]|[2|155|220]|[2|156|35]|[2|157|5]],icon_txt_T2,,407319,icon_lord_6,,112,lord_equip_desc010,lord_equip_name02,6,2,2
1320113,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2400|15103|5000|10104|4400],[[5103|2400]|[15103|5000]|[10104|4400]],[2|154|18000|2|155|220|2|156|35|2|157|5],[[2|154|18000]|[2|155|220]|[2|156|35]|[2|157|5]],icon_txt_T2,,413840,icon_lord_6,,113,lord_equip_desc010,lord_equip_name02,6,2,2
1320114,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2420|15103|5045|10104|4440],[[5103|2420]|[15103|5045]|[10104|4440]],[2|154|18000|2|155|220|2|156|35|2|157|5],[[2|154|18000]|[2|155|220]|[2|156|35]|[2|157|5]],icon_txt_T2,,420362,icon_lord_6,,114,lord_equip_desc010,lord_equip_name02,6,2,2
1320115,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2440|15103|5085|10104|4475],[[5103|2440]|[15103|5085]|[10104|4475]],[2|154|19000|2|155|230|2|156|40|2|157|5],[[2|154|19000]|[2|155|230]|[2|156|40]|[2|157|5]],icon_txt_T2,,426884,icon_lord_6,,115,lord_equip_desc010,lord_equip_name02,6,3,2
1320116,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2460|15103|5130|10104|4515],[[5103|2460]|[15103|5130]|[10104|4515]],[2|154|19000|2|155|230|2|156|40|2|157|5],[[2|154|19000]|[2|155|230]|[2|156|40]|[2|157|5]],icon_txt_T2,,433405,icon_lord_6,,116,lord_equip_desc010,lord_equip_name02,6,3,2
1320117,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2485|15103|5175|10104|4550],[[5103|2485]|[15103|5175]|[10104|4550]],[2|154|19000|2|155|230|2|156|40|2|157|5],[[2|154|19000]|[2|155|230]|[2|156|40]|[2|157|5]],icon_txt_T2,,439927,icon_lord_6,,117,lord_equip_desc010,lord_equip_name02,6,3,2
1320118,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2505|15103|5215|10104|4590],[[5103|2505]|[15103|5215]|[10104|4590]],[2|154|19000|2|155|230|2|156|40|2|157|5],[[2|154|19000]|[2|155|230]|[2|156|40]|[2|157|5]],icon_txt_T2,,446449,icon_lord_6,,118,lord_equip_desc010,lord_equip_name02,6,3,2
1320119,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2525|15103|5260|10104|4630],[[5103|2525]|[15103|5260]|[10104|4630]],[2|154|19000|2|155|230|2|156|40|2|157|5],[[2|154|19000]|[2|155|230]|[2|156|40]|[2|157|5]],icon_txt_T2,,452971,icon_lord_6,,119,lord_equip_desc010,lord_equip_name02,6,3,2
1320120,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2645|15103|5505|10104|4845],[[5103|2645]|[15103|5505]|[10104|4845]],[2|154|20000|2|155|245|2|156|40|2|157|5],[[2|154|20000]|[2|155|245]|[2|156|40]|[2|157|5]],icon_txt_T3,,460944,icon_lord_6,,120,lord_equip_desc011,lord_equip_name02,6,0,2
1320121,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2665|15103|5555|10104|4890],[[5103|2665]|[15103|5555]|[10104|4890]],[2|154|20000|2|155|240|2|156|40|2|157|6],[[2|154|20000]|[2|155|240]|[2|156|40]|[2|157|6]],icon_txt_T3,,468917,icon_lord_6,,121,lord_equip_desc011,lord_equip_name02,6,1,2
1320122,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2690|15103|5605|10104|4935],[[5103|2690]|[15103|5605]|[10104|4935]],[2|154|20000|2|155|240|2|156|40|2|157|6],[[2|154|20000]|[2|155|240]|[2|156|40]|[2|157|6]],icon_txt_T3,,476890,icon_lord_6,,122,lord_equip_desc011,lord_equip_name02,6,1,2
1320123,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2715|15103|5655|10104|4975],[[5103|2715]|[15103|5655]|[10104|4975]],[2|154|20000|2|155|240|2|156|40|2|157|6],[[2|154|20000]|[2|155|240]|[2|156|40]|[2|157|6]],icon_txt_T3,,484864,icon_lord_6,,123,lord_equip_desc011,lord_equip_name02,6,1,2
1320124,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2740|15103|5705|10104|5020],[[5103|2740]|[15103|5705]|[10104|5020]],[2|154|20000|2|155|240|2|156|40|2|157|6],[[2|154|20000]|[2|155|240]|[2|156|40]|[2|157|6]],icon_txt_T3,,492837,icon_lord_6,,124,lord_equip_desc011,lord_equip_name02,6,1,2
1320125,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2760|15103|5755|10104|5065],[[5103|2760]|[15103|5755]|[10104|5065]],[2|154|20000|2|155|240|2|156|40|2|157|6],[[2|154|20000]|[2|155|240]|[2|156|40]|[2|157|6]],icon_txt_T3,,500810,icon_lord_6,,125,lord_equip_desc011,lord_equip_name02,6,1,2
1320126,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2785|15103|5805|10104|5110],[[5103|2785]|[15103|5805]|[10104|5110]],[2|154|21000|2|155|250|2|156|40|2|157|6],[[2|154|21000]|[2|155|250]|[2|156|40]|[2|157|6]],icon_txt_T3,,508783,icon_lord_6,,126,lord_equip_desc011,lord_equip_name02,6,2,2
1320127,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2810|15103|5855|10104|5150],[[5103|2810]|[15103|5855]|[10104|5150]],[2|154|21000|2|155|250|2|156|40|2|157|6],[[2|154|21000]|[2|155|250]|[2|156|40]|[2|157|6]],icon_txt_T3,,516757,icon_lord_6,,127,lord_equip_desc011,lord_equip_name02,6,2,2
1320128,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2835|15103|5905|10104|5195],[[5103|2835]|[15103|5905]|[10104|5195]],[2|154|21000|2|155|250|2|156|40|2|157|6],[[2|154|21000]|[2|155|250]|[2|156|40]|[2|157|6]],icon_txt_T3,,524730,icon_lord_6,,128,lord_equip_desc011,lord_equip_name02,6,2,2
1320129,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2855|15103|5955|10104|5240],[[5103|2855]|[15103|5955]|[10104|5240]],[2|154|21000|2|155|250|2|156|40|2|157|6],[[2|154|21000]|[2|155|250]|[2|156|40]|[2|157|6]],icon_txt_T3,,532703,icon_lord_6,,129,lord_equip_desc011,lord_equip_name02,6,2,2
1320130,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2880|15103|6000|10104|5280],[[5103|2880]|[15103|6000]|[10104|5280]],[2|154|21000|2|155|250|2|156|40|2|157|6],[[2|154|21000]|[2|155|250]|[2|156|40]|[2|157|6]],icon_txt_T3,,540676,icon_lord_6,,130,lord_equip_desc011,lord_equip_name02,6,2,2
1320131,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2905|15103|6050|10104|5325],[[5103|2905]|[15103|6050]|[10104|5325]],[2|154|21000|2|155|270|2|156|45|2|157|7],[[2|154|21000]|[2|155|270]|[2|156|45]|[2|157|7]],icon_txt_T3,,548650,icon_lord_6,,131,lord_equip_desc011,lord_equip_name02,6,3,2
1320132,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2930|15103|6100|10104|5370],[[5103|2930]|[15103|6100]|[10104|5370]],[2|154|21000|2|155|270|2|156|45|2|157|7],[[2|154|21000]|[2|155|270]|[2|156|45]|[2|157|7]],icon_txt_T3,,556623,icon_lord_6,,132,lord_equip_desc011,lord_equip_name02,6,3,2
1320133,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2950|15103|6150|10104|5415],[[5103|2950]|[15103|6150]|[10104|5415]],[2|154|21000|2|155|270|2|156|45|2|157|7],[[2|154|21000]|[2|155|270]|[2|156|45]|[2|157|7]],icon_txt_T3,,564596,icon_lord_6,,133,lord_equip_desc011,lord_equip_name02,6,3,2
1320134,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|2975|15103|6200|10104|5455],[[5103|2975]|[15103|6200]|[10104|5455]],[2|154|21000|2|155|270|2|156|45|2|157|7],[[2|154|21000]|[2|155|270]|[2|156|45]|[2|157|7]],icon_txt_T3,,572569,icon_lord_6,,134,lord_equip_desc011,lord_equip_name02,6,3,2
1320135,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3000|15103|6250|10104|5500],[[5103|3000]|[15103|6250]|[10104|5500]],[2|154|21000|2|155|270|2|156|45|2|157|7],[[2|154|21000]|[2|155|270]|[2|156|45]|[2|157|7]],icon_txt_T3,,580543,icon_lord_6,,135,lord_equip_desc011,lord_equip_name02,6,3,2
1320136,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3025|15103|6305|10104|5550],[[5103|3025]|[15103|6305]|[10104|5550]],[2|154|24000|2|155|290|2|156|50|2|157|8],[[2|154|24000]|[2|155|290]|[2|156|50]|[2|157|8]],icon_txt_T4,,591566,icon_lord_6,,136,lord_equip_desc011,lord_equip_name02,6,0,2
1320137,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3050|15103|6360|10104|5595],[[5103|3050]|[15103|6360]|[10104|5595]],[2|154|24000|2|155|290|2|156|50|2|157|8],[[2|154|24000]|[2|155|290]|[2|156|50]|[2|157|8]],icon_txt_T4,,602692,icon_lord_6,,137,lord_equip_desc011,lord_equip_name02,6,1,2
1320138,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3080|15103|6415|10104|5645],[[5103|3080]|[15103|6415]|[10104|5645]],[2|154|24000|2|155|290|2|156|50|2|157|8],[[2|154|24000]|[2|155|290]|[2|156|50]|[2|157|8]],icon_txt_T4,,613921,icon_lord_6,,138,lord_equip_desc011,lord_equip_name02,6,1,2
1320139,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3105|15103|6470|10104|5690],[[5103|3105]|[15103|6470]|[10104|5690]],[2|154|24000|2|155|290|2|156|50|2|157|8],[[2|154|24000]|[2|155|290]|[2|156|50]|[2|157|8]],icon_txt_T4,,625253,icon_lord_6,,139,lord_equip_desc011,lord_equip_name02,6,1,2
1320140,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3130|15103|6520|10104|5740],[[5103|3130]|[15103|6520]|[10104|5740]],[2|154|24000|2|155|290|2|156|50|2|157|8],[[2|154|24000]|[2|155|290]|[2|156|50]|[2|157|8]],icon_txt_T4,,636687,icon_lord_6,,140,lord_equip_desc011,lord_equip_name02,6,1,2
1320141,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3155|15103|6575|10104|5785],[[5103|3155]|[15103|6575]|[10104|5785]],[2|154|24000|2|155|290|2|156|50|2|157|8],[[2|154|24000]|[2|155|290]|[2|156|50]|[2|157|8]],icon_txt_T4,,648225,icon_lord_6,,141,lord_equip_desc011,lord_equip_name02,6,1,2
1320142,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3185|15103|6630|10104|5835],[[5103|3185]|[15103|6630]|[10104|5835]],[2|154|24000|2|155|290|2|156|50|2|157|10],[[2|154|24000]|[2|155|290]|[2|156|50]|[2|157|10]],icon_txt_T4,,659866,icon_lord_6,,142,lord_equip_desc011,lord_equip_name02,6,1,2
1320143,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3210|15103|6685|10104|5885],[[5103|3210]|[15103|6685]|[10104|5885]],[2|154|24000|2|155|290|2|156|50|2|157|10],[[2|154|24000]|[2|155|290]|[2|156|50]|[2|157|10]],icon_txt_T4,,671610,icon_lord_6,,143,lord_equip_desc011,lord_equip_name02,6,1,2
1320144,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3235|15103|6740|10104|5930],[[5103|3235]|[15103|6740]|[10104|5930]],[2|154|24000|2|155|290|2|156|50|2|157|10],[[2|154|24000]|[2|155|290]|[2|156|50]|[2|157|10]],icon_txt_T4,,683457,icon_lord_6,,144,lord_equip_desc011,lord_equip_name02,6,1,2
1320145,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3260|15103|6795|10104|5980],[[5103|3260]|[15103|6795]|[10104|5980]],[2|154|24000|2|155|290|2|156|50|2|157|10],[[2|154|24000]|[2|155|290]|[2|156|50]|[2|157|10]],icon_txt_T4,,695407,icon_lord_6,,145,lord_equip_desc011,lord_equip_name02,6,1,2
1320146,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3285|15103|6850|10104|6025],[[5103|3285]|[15103|6850]|[10104|6025]],[2|154|24000|2|155|290|2|156|50|2|157|10],[[2|154|24000]|[2|155|290]|[2|156|50]|[2|157|10]],icon_txt_T4,,707461,icon_lord_6,,146,lord_equip_desc011,lord_equip_name02,6,1,2
1320147,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3315|15103|6910|10104|6080],[[5103|3315]|[15103|6910]|[10104|6080]],[2|154|30000|2|155|320|2|156|60|2|157|12],[[2|154|30000]|[2|155|320]|[2|156|60]|[2|157|12]],icon_txt_T4,,720149,icon_lord_6,,147,lord_equip_desc011,lord_equip_name02,6,2,2
1320148,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3345|15103|6970|10104|6130],[[5103|3345]|[15103|6970]|[10104|6130]],[2|154|30000|2|155|320|2|156|60|2|157|12],[[2|154|30000]|[2|155|320]|[2|156|60]|[2|157|12]],icon_txt_T4,,732950,icon_lord_6,,148,lord_equip_desc011,lord_equip_name02,6,2,2
1320149,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3375|15103|7030|10104|6185],[[5103|3375]|[15103|7030]|[10104|6185]],[2|154|30000|2|155|320|2|156|60|2|157|12],[[2|154|30000]|[2|155|320]|[2|156|60]|[2|157|12]],icon_txt_T4,,745863,icon_lord_6,,149,lord_equip_desc011,lord_equip_name02,6,2,2
1320150,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3400|15103|7085|10104|6235],[[5103|3400]|[15103|7085]|[10104|6235]],[2|154|30000|2|155|320|2|156|60|2|157|12],[[2|154|30000]|[2|155|320]|[2|156|60]|[2|157|12]],icon_txt_T4,,758890,icon_lord_6,,150,lord_equip_desc011,lord_equip_name02,6,2,2
1320151,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3430|15103|7145|10104|6290],[[5103|3430]|[15103|7145]|[10104|6290]],[2|154|30000|2|155|320|2|156|60|2|157|12],[[2|154|30000]|[2|155|320]|[2|156|60]|[2|157|12]],icon_txt_T4,,772029,icon_lord_6,,151,lord_equip_desc011,lord_equip_name02,6,2,2
1320152,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3460|15103|7205|10104|6340],[[5103|3460]|[15103|7205]|[10104|6340]],[2|154|30000|2|155|320|2|156|60|2|157|14],[[2|154|30000]|[2|155|320]|[2|156|60]|[2|157|14]],icon_txt_T4,,785280,icon_lord_6,,152,lord_equip_desc011,lord_equip_name02,6,2,2
1320153,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3490|15103|7265|10104|6395],[[5103|3490]|[15103|7265]|[10104|6395]],[2|154|30000|2|155|320|2|156|60|2|157|14],[[2|154|30000]|[2|155|320]|[2|156|60]|[2|157|14]],icon_txt_T4,,798645,icon_lord_6,,153,lord_equip_desc011,lord_equip_name02,6,2,2
1320154,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3515|15103|7325|10104|6445],[[5103|3515]|[15103|7325]|[10104|6445]],[2|154|30000|2|155|320|2|156|60|2|157|14],[[2|154|30000]|[2|155|320]|[2|156|60]|[2|157|14]],icon_txt_T4,,812122,icon_lord_6,,154,lord_equip_desc011,lord_equip_name02,6,2,2
1320155,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3545|15103|7385|10104|6500],[[5103|3545]|[15103|7385]|[10104|6500]],[2|154|30000|2|155|320|2|156|60|2|157|14],[[2|154|30000]|[2|155|320]|[2|156|60]|[2|157|14]],icon_txt_T4,,825712,icon_lord_6,,155,lord_equip_desc011,lord_equip_name02,6,2,2
1320156,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3575|15103|7445|10104|6550],[[5103|3575]|[15103|7445]|[10104|6550]],[2|154|30000|2|155|320|2|156|60|2|157|14],[[2|154|30000]|[2|155|320]|[2|156|60]|[2|157|14]],icon_txt_T4,,839414,icon_lord_6,,156,lord_equip_desc011,lord_equip_name02,6,2,2
1320157,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3605|15103|7510|10104|6610],[[5103|3605]|[15103|7510]|[10104|6610]],[2|154|36000|2|155|360|2|156|70|2|157|14],[[2|154|36000]|[2|155|360]|[2|156|70]|[2|157|14]],icon_txt_T4,,854197,icon_lord_6,,157,lord_equip_desc011,lord_equip_name02,6,3,2
1320158,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3640|15103|7580|10104|6670],[[5103|3640]|[15103|7580]|[10104|6670]],[2|154|36000|2|155|360|2|156|70|2|157|16],[[2|154|36000]|[2|155|360]|[2|156|70]|[2|157|16]],icon_txt_T4,,869108,icon_lord_6,,158,lord_equip_desc011,lord_equip_name02,6,3,2
1320159,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3670|15103|7650|10104|6730],[[5103|3670]|[15103|7650]|[10104|6730]],[2|154|36000|2|155|360|2|156|70|2|157|16],[[2|154|36000]|[2|155|360]|[2|156|70]|[2|157|16]],icon_txt_T4,,884148,icon_lord_6,,159,lord_equip_desc011,lord_equip_name02,6,3,2
1320160,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3705|15103|7715|10104|6790],[[5103|3705]|[15103|7715]|[10104|6790]],[2|154|36000|2|155|360|2|156|70|2|157|16],[[2|154|36000]|[2|155|360]|[2|156|70]|[2|157|16]],icon_txt_T4,,899317,icon_lord_6,,160,lord_equip_desc011,lord_equip_name02,6,3,2
1320161,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3735|15103|7785|10104|6850],[[5103|3735]|[15103|7785]|[10104|6850]],[2|154|36000|2|155|360|2|156|70|2|157|16],[[2|154|36000]|[2|155|360]|[2|156|70]|[2|157|16]],icon_txt_T4,,914615,icon_lord_6,,161,lord_equip_desc011,lord_equip_name02,6,3,2
1320162,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3770|15103|7855|10104|6910],[[5103|3770]|[15103|7855]|[10104|6910]],[2|154|36000|2|155|360|2|156|70|2|157|18],[[2|154|36000]|[2|155|360]|[2|156|70]|[2|157|18]],icon_txt_T4,,930041,icon_lord_6,,162,lord_equip_desc011,lord_equip_name02,6,3,2
1320163,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3800|15103|7920|10104|6970],[[5103|3800]|[15103|7920]|[10104|6970]],[2|154|36000|2|155|360|2|156|70|2|157|18],[[2|154|36000]|[2|155|360]|[2|156|70]|[2|157|18]],icon_txt_T4,,945596,icon_lord_6,,163,lord_equip_desc011,lord_equip_name02,6,3,2
1320164,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3835|15103|7990|10104|7030],[[5103|3835]|[15103|7990]|[10104|7030]],[2|154|36000|2|155|360|2|156|70|2|157|18],[[2|154|36000]|[2|155|360]|[2|156|70]|[2|157|18]],icon_txt_T4,,961281,icon_lord_6,,164,lord_equip_desc011,lord_equip_name02,6,3,2
1320165,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3865|15103|8055|10104|7090],[[5103|3865]|[15103|8055]|[10104|7090]],[2|154|36000|2|155|360|2|156|70|2|157|18],[[2|154|36000]|[2|155|360]|[2|156|70]|[2|157|18]],icon_txt_T4,,977093,icon_lord_6,,165,lord_equip_desc011,lord_equip_name02,6,3,2
1320166,Atlas/UI_PersonalInfo,Atlas/UI_Item,[5103|3900|15103|8125|10104|7150],[[5103|3900]|[15103|8125]|[10104|7150]],[2|154|36000|2|155|360|2|156|70|2|157|18],[[2|154|36000]|[2|155|360]|[2|156|70]|[2|157|18]],icon_txt_T4,,993035,icon_lord_6,,166,lord_equip_desc011,lord_equip_name02,6,3,2
1330001,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|75|13104|205|10103|25],[[3104|75]|[13104|205]|[10103|25]],[2|154|1500|2|155|20],[[2|154|1500]|[2|155|20]],,,1818,icon_lord_1,,1,lord_equip_desc001,lord_equip_name03,2,0,3
1330002,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|150|13104|410|10103|50],[[3104|150]|[13104|410]|[10103|50]],[2|154|3800|2|155|40],[[2|154|3800]|[2|155|40]],,,3897,icon_lord_1,,2,lord_equip_desc001,lord_equip_name03,2,1,3
1330003,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|230|13104|635|10103|80],[[3104|230]|[13104|635]|[10103|80]],[2|154|4000|2|155|50],[[2|154|4000]|[2|155|50]],,,5600,icon_lord_1,,3,lord_equip_desc002,lord_equip_name03,3,0,3
1330004,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|270|13104|745|10103|95],[[3104|270]|[13104|745]|[10103|95]],[2|154|6400|2|155|60],[[2|154|6400]|[2|155|60]],,,7304,icon_lord_1,,4,lord_equip_desc002,lord_equip_name03,3,1,3
1330005,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|310|13104|860|10103|110],[[3104|310]|[13104|860]|[10103|110]],[2|154|6400|2|155|60],[[2|154|6400]|[2|155|60]],,,9008,icon_lord_1,,5,lord_equip_desc002,lord_equip_name03,3,1,3
1330006,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|355|13104|970|10103|120],[[3104|355]|[13104|970]|[10103|120]],[2|154|1300|2|155|5|2|156|10],[[2|154|1300]|[2|155|5]|[2|156|10]],,,10712,icon_lord_1,,6,lord_equip_desc002,lord_equip_name03,3,2,3
1330007,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|395|13104|1080|10103|135],[[3104|395]|[13104|1080]|[10103|135]],[2|154|1300|2|155|5|2|156|10],[[2|154|1300]|[2|155|5]|[2|156|10]],,,12416,icon_lord_1,,7,lord_equip_desc002,lord_equip_name03,3,2,3
1330008,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|435|13104|1195|10103|150],[[3104|435]|[13104|1195]|[10103|150]],[2|154|1500|2|155|5|2|156|10],[[2|154|1500]|[2|155|5]|[2|156|10]],,,14120,icon_lord_1,,8,lord_equip_desc002,lord_equip_name03,3,3,3
1330009,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|475|13104|1305|10103|165],[[3104|475]|[13104|1305]|[10103|165]],[2|154|1500|2|155|5|2|156|10],[[2|154|1500]|[2|155|5]|[2|156|10]],,,15824,icon_lord_1,,9,lord_equip_desc002,lord_equip_name03,3,3,3
1330010,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|565|13104|1550|10103|195],[[3104|565]|[13104|1550]|[10103|195]],[2|154|1800|2|155|5|2|156|12],[[2|154|1800]|[2|155|5]|[2|156|12]],,,17597,icon_lord_1,,10,lord_equip_desc003,lord_equip_name03,4,0,3
1330011,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|595|13104|1635|10103|205],[[3104|595]|[13104|1635]|[10103|205]],[2|154|1300|2|155|5|2|156|12],[[2|154|1300]|[2|155|5]|[2|156|12]],,,19370,icon_lord_1,,11,lord_equip_desc003,lord_equip_name03,4,1,3
1330012,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|625|13104|1715|10103|215],[[3104|625]|[13104|1715]|[10103|215]],[2|154|1300|2|155|5|2|156|12],[[2|154|1300]|[2|155|5]|[2|156|12]],,,21143,icon_lord_1,,12,lord_equip_desc003,lord_equip_name03,4,1,3
1330013,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|655|13104|1795|10103|225],[[3104|655]|[13104|1795]|[10103|225]],[2|154|1300|2|155|5|2|156|12],[[2|154|1300]|[2|155|5]|[2|156|12]],,,22916,icon_lord_1,,13,lord_equip_desc003,lord_equip_name03,4,1,3
1330014,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|685|13104|1880|10103|235],[[3104|685]|[13104|1880]|[10103|235]],[2|154|2500|2|155|20|2|156|12],[[2|154|2500]|[2|155|20]|[2|156|12]],,,24690,icon_lord_1,,14,lord_equip_desc003,lord_equip_name03,4,2,3
1330015,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|715|13104|1960|10103|250],[[3104|715]|[13104|1960]|[10103|250]],[2|154|2500|2|155|20|2|156|12],[[2|154|2500]|[2|155|20]|[2|156|12]],,,26463,icon_lord_1,,15,lord_equip_desc003,lord_equip_name03,4,2,3
1330016,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|745|13104|2040|10103|260],[[3104|745]|[13104|2040]|[10103|260]],[2|154|2500|2|155|20|2|156|12],[[2|154|2500]|[2|155|20]|[2|156|12]],,,28236,icon_lord_1,,16,lord_equip_desc003,lord_equip_name03,4,2,3
1330017,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3104|770|13104|2125|10103|270],[[3104|770]|[13104|2125]|[10103|270]],[2|154|3500|2|155|30|2|156|12],[[2|154|3500]|[2|155|30]|[2|156|12]],,,30009,icon_lord_1,,17,lord_equip_desc003,lord_equip_name03,4,3,3
