id,IsAutoFinish,IsShowInTeleBubble,taskConditionVo,arrow_offset,Atlas,chapter_id,coordinate,coordinates,icon,inherit_type,is_auto_finish,is_change,is_close,is_land_guide,is_show_hand,is_transform_bubble,jumpParams,link_task,map_id,offsetPos,param1,param2,point,portal_use,portal_use2,reward,scene,show_progress,task_condition,task_condition_num,task_discription,task_group,task_guide,task_guide_mun,task_guide_mun2,task_guide2,task_order,task_show_quality,task_type,taskConditionType,unlock_building,unlock_id
311720,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,21,20,,,60005,10,1,101,117|21,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,310,3,BuildLevelUp,,311719
311721,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,22,20,,,60005,10,1,101,117|22,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,320,3,BuildLevelUp,,311720
311722,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,23,20,,,60005,10,1,101,117|23,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,330,3,BuildLevelUp,,311721
311723,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,24,20,,,60005,10,1,101,117|24,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,340,3,BuildLevelUp,,311722
311724,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,25,20,,,60005,10,1,101,117|25,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,350,3,BuildLevelUp,,311723
311725,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,26,20,,,60005,10,1,101,117|26,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,360,3,BuildLevelUp,,311724
311726,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,27,20,,,60005,10,1,101,117|27,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,370,3,BuildLevelUp,,311725
311727,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,28,20,,,60005,10,1,101,117|28,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,380,3,BuildLevelUp,,311726
311728,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,29,20,,,60005,10,1,101,117|29,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,390,3,BuildLevelUp,,311727
311729,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,30,20,,,60005,10,1,101,117|30,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,400,3,BuildLevelUp,,311728
311730,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,31,20,,,60005,10,1,101,117|31,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,410,3,BuildLevelUp,,311729
311731,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,32,20,,,60005,10,1,101,117|32,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,420,3,BuildLevelUp,,311730
311732,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,33,20,,,60005,10,1,101,117|33,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,430,3,BuildLevelUp,,311731
311733,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,34,20,,,60005,10,1,101,117|34,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,440,3,BuildLevelUp,,311732
311734,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,35,20,,,60005,10,1,101,117|35,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,450,3,BuildLevelUp,,311733
311735,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,36,20,,,60005,10,1,101,117|36,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,460,3,BuildLevelUp,,311734
311736,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,37,20,,,60005,10,1,101,117|37,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,470,3,BuildLevelUp,,311735
311737,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,38,20,,,60005,10,1,101,117|38,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,480,3,BuildLevelUp,,311736
311738,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,39,20,,,60005,10,1,101,117|39,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,490,3,BuildLevelUp,,311737
311739,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_muchang,-1,-1,-1,-1,-1,-1,-1,[117|4|2],,-1,,117,40,20,,,60005,10,1,101,117|40,task_dec_build_lvup,101,1,[117|4|2],[117|4|2],1,-1,500,3,BuildLevelUp,,311738
311501,false,false,TaskCondition_BuildingBuildLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115],,-1,,115,0,20,,,60003,1,1,4,115,task_dec_build,102,1,[115],[115],1,-1,111,3,BuildUnlock,,311703
311502,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,2,20,,,60003,10,1,101,115|2,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,121,3,BuildLevelUp,,311501
311503,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,3,20,,,60003,10,1,101,115|3,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,131,3,BuildLevelUp,,311502
311504,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,4,20,,,60003,10,1,101,115|4,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,141,3,BuildLevelUp,,311503
311505,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,5,20,,,60003,10,1,101,115|5,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,151,3,BuildLevelUp,,311504
311506,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,6,20,,,60003,10,1,101,115|6,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,161,3,BuildLevelUp,,311505
311507,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,7,20,,,60003,10,1,101,115|7,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,171,3,BuildLevelUp,,311506
311508,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,8,20,,,60003,10,1,101,115|8,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,181,3,BuildLevelUp,,311507
311509,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,9,20,,,60003,10,1,101,115|9,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,191,3,BuildLevelUp,,311508
311510,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,10,20,,,60003,10,1,101,115|10,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,201,3,BuildLevelUp,,311509
311511,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,11,20,,,60003,10,1,101,115|11,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,211,3,BuildLevelUp,,311510
311512,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,12,20,,,60003,10,1,101,115|12,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,221,3,BuildLevelUp,,311511
311513,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,13,20,,,60003,10,1,101,115|13,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,231,3,BuildLevelUp,,311512
311514,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,14,20,,,60003,10,1,101,115|14,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,241,3,BuildLevelUp,,311513
311515,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,15,20,,,60003,10,1,101,115|15,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,251,3,BuildLevelUp,,311514
311516,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,16,20,,,60003,10,1,101,115|16,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,261,3,BuildLevelUp,,311515
311517,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,17,20,,,60003,10,1,101,115|17,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,271,3,BuildLevelUp,,311516
311518,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,18,20,,,60003,10,1,101,115|18,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,281,3,BuildLevelUp,,311517
311519,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,19,20,,,60003,10,1,101,115|19,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,291,3,BuildLevelUp,,311518
311520,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,20,20,,,60003,10,1,101,115|20,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,301,3,BuildLevelUp,,311519
311521,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,21,20,,,60003,10,1,101,115|21,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,311,3,BuildLevelUp,,311520
311522,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,22,20,,,60003,10,1,101,115|22,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,321,3,BuildLevelUp,,311521
311523,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,23,20,,,60003,10,1,101,115|23,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,331,3,BuildLevelUp,,311522
311524,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,24,20,,,60003,10,1,101,115|24,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,341,3,BuildLevelUp,,311523
311525,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,25,20,,,60003,10,1,101,115|25,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,351,3,BuildLevelUp,,311524
311526,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,26,20,,,60003,10,1,101,115|26,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,361,3,BuildLevelUp,,311525
311527,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,27,20,,,60003,10,1,101,115|27,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,371,3,BuildLevelUp,,311526
311528,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,28,20,,,60003,10,1,101,115|28,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,381,3,BuildLevelUp,,311527
311529,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,29,20,,,60003,10,1,101,115|29,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,391,3,BuildLevelUp,,311528
311530,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,30,20,,,60003,10,1,101,115|30,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,401,3,BuildLevelUp,,311529
311531,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,31,20,,,60003,10,1,101,115|31,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,411,3,BuildLevelUp,,311530
311532,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,32,20,,,60003,10,1,101,115|32,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,421,3,BuildLevelUp,,311531
311533,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,33,20,,,60003,10,1,101,115|33,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,431,3,BuildLevelUp,,311532
311534,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,34,20,,,60003,10,1,101,115|34,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,441,3,BuildLevelUp,,311533
311535,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,35,20,,,60003,10,1,101,115|35,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,451,3,BuildLevelUp,,311534
311536,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,36,20,,,60003,10,1,101,115|36,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,461,3,BuildLevelUp,,311535
311537,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,37,20,,,60003,10,1,101,115|37,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,471,3,BuildLevelUp,,311536
311538,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,38,20,,,60003,10,1,101,115|38,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,481,3,BuildLevelUp,,311537
311539,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,39,20,,,60003,10,1,101,115|39,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,491,3,BuildLevelUp,,311538
311540,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_cangku,-1,-1,-1,-1,-1,-1,-1,[115|4|2],,-1,,115,40,20,,,60003,10,1,101,115|40,task_dec_build_lvup,102,1,[115|4|2],[115|4|2],1,-1,501,3,BuildLevelUp,,311539
313601,false,false,TaskCondition_BuildingBuildLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|3],,-1,,136,0,20,,,60002,1,1,4,136,task_dec_build,103,1,[136|3],[136|3],1,-1,200,3,BuildUnlock,,311709
313602,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,2,20,,,60002,10,1,101,136|2,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,210,3,BuildLevelUp,,313601
313603,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,3,20,,,60002,10,1,101,136|3,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,215,3,BuildLevelUp,,313602
313604,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,4,20,,,60002,10,1,101,136|4,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,220,3,BuildLevelUp,,313603
313605,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,5,20,,,60002,10,1,101,136|5,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,225,3,BuildLevelUp,,313604
313606,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,6,20,,,60002,10,1,101,136|6,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,230,3,BuildLevelUp,,313605
313607,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,7,20,,,60002,10,1,101,136|7,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,235,3,BuildLevelUp,,313606
313608,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,8,20,,,60002,10,1,101,136|8,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,240,3,BuildLevelUp,,313607
313609,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,9,20,,,60002,10,1,101,136|9,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,245,3,BuildLevelUp,,313608
313610,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,10,20,,,60002,10,1,101,136|10,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,250,3,BuildLevelUp,,313609
313611,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,11,20,,,60002,10,1,101,136|11,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,255,3,BuildLevelUp,,313610
313612,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,12,20,,,60002,10,1,101,136|12,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,260,3,BuildLevelUp,,313611
313613,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,13,20,,,60002,10,1,101,136|13,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,265,3,BuildLevelUp,,313612
313614,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,14,20,,,60002,10,1,101,136|14,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,270,3,BuildLevelUp,,313613
313615,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,15,20,,,60002,10,1,101,136|15,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,275,3,BuildLevelUp,,313614
313616,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,16,20,,,60002,10,1,101,136|16,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,280,3,BuildLevelUp,,313615
313617,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,17,20,,,60002,10,1,101,136|17,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,285,3,BuildLevelUp,,313616
313618,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,18,20,,,60002,10,1,101,136|18,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,290,3,BuildLevelUp,,313617
313619,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,19,20,,,60002,10,1,101,136|19,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,300,3,BuildLevelUp,,313618
313620,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,20,20,,,60002,10,1,101,136|20,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,310,3,BuildLevelUp,,313619
313621,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,21,20,,,60002,10,1,101,136|21,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,315,3,BuildLevelUp,,313620
313622,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,22,20,,,60002,10,1,101,136|22,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,320,3,BuildLevelUp,,313621
313623,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,23,20,,,60002,10,1,101,136|23,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,330,3,BuildLevelUp,,313622
313624,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,24,20,,,60002,10,1,101,136|24,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,340,3,BuildLevelUp,,313623
313625,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,25,20,,,60002,10,1,101,136|25,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,350,3,BuildLevelUp,,313624
313626,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,26,20,,,60002,10,1,101,136|26,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,360,3,BuildLevelUp,,313625
313627,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,27,20,,,60002,10,1,101,136|27,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,370,3,BuildLevelUp,,313626
313628,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_Tech,-1,-1,-1,-1,-1,-1,-1,[136|4|2],,-1,,136,28,20,,,60002,10,1,101,136|28,task_dec_build_lvup,103,1,[136|4|2],[136|4|2],1,-1,380,3,BuildLevelUp,,313627
