id,eliteMonsterAttrList,monsterAttrList,alert_range,attr_level,boss_reward,Cannot_push,chase_range,elite_kill_exp,elite_kill_exp_hero,elite_monster_attr,elite_monster_attr_group,elite_probability,elite_reward_id,elite_rewardIds,fight_bubble,fightBubbleMeta,first_reward_id,first_rewardIds,firstkill_dialog,firstkill_event_id,haloFX,haloFX__scale,ini_action,Is_Boss,kill_event_id,kill_exp,kill_exp_hero,level,map_id,model_scale,monster_attr,monster_attr_group,name,OutRangeRecaver,patrol_distance,patrol_idle_time,patrol_range,relive_cdtime,reward_id,rewardIds,unitID
204213,[[3|90000]|[4|1000000]],[[3|90000]|[4|1000000]],600,45,,-1,1500,-1,-1,"3|90000,4|1000000",3,-1,,[],,,,[],-1,-1,,-1,,-1,-1,-1,-1,45,2006,70,"3|90000,4|1000000",2,,1,700|200,3000|1000,2000,120000,,[],88040
204214,[[3|90000]|[4|1000000]],[[3|90000]|[4|1000000]],800,45,,-1,1200,-1,-1,"3|90000,4|1000000",3,-1,[14|14|14|14|14],[14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,45,2006,33,"3|90000,4|1000000",2,,-1,700|200,3000|1000,2000,60000,[14|14|14|14|14],[14|14|14|14|14],60148
204215,[[3|85500]|[4|10050000]],[[3|85500]|[4|10050000]],600,50,,1,2000,-1,-1,"3|85500,4|10050000",3,-1,,[],,,,[],-1,61122,,-1,,1,112319,-1,-1,50,2007,50,"3|85500,4|10050000",2,,1,,,-1,180000,,[],88044
204216,[[3|89510]|[4|10450000]],[[3|89510]|[4|10070000]],600,50,,1,2000,-1,-1,"3|89510,4|10450000",3,-1,,[],,,,[],-1,61123,,-1,,1,112320,-1,-1,50,2007,50,"3|89510,4|10070000",2,,1,,,-1,180000,,[],88045
204217,[[3|93310]|[4|10750000]],[[3|93310]|[4|10150000]],600,50,,1,2000,-1,-1,"3|93310,4|10750000",3,-1,,[],,,,[],-1,61124,,-1,,1,112321,-1,-1,50,2007,50,"3|93310,4|10150000",2,,1,,,-1,180000,,[],88046
204218,[[3|64000]|[4|650000]],[[3|64000]|[4|650000]],650,50,,-1,1200,-1,-1,"3|64000,4|650000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,60,"3|64000,4|650000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60086
204219,[[3|66000]|[4|620000]],[[3|66000]|[4|620000]],650,50,,-1,1200,-1,-1,"3|66000,4|620000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,60,"3|66000,4|620000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60087
204220,[[3|60000]|[4|650000]],[[3|60000]|[4|650000]],650,50,,-1,1200,-1,-1,"3|60000,4|650000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,50,"3|60000,4|650000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60167
204221,[[3|70000]|[4|730000]],[[3|70000]|[4|730000]],650,50,,-1,1200,-1,-1,"3|70000,4|730000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,60,"3|70000,4|730000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60103
204222,[[3|70000]|[4|730000]],[[3|70000]|[4|730000]],650,50,,-1,1200,-1,-1,"3|70000,4|730000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,50,"3|70000,4|730000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60065
204223,[[3|65000]|[4|700000]],[[3|65000]|[4|700000]],650,50,,-1,1200,-1,-1,"3|65000,4|700000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,40,"3|65000,4|700000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60029
204224,[[3|73000]|[4|800000]],[[3|70000]|[4|800000]],600,50,,-1,1200,-1,-1,"3|73000,4|800000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,50,"3|70000,4|800000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60170
204225,[[3|75000]|[4|750000]],[[3|73000]|[4|750000]],600,50,,-1,1200,-1,-1,"3|75000,4|750000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,50,"3|73000,4|750000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60135
204226,[[3|73000]|[4|750000]],[[3|72000]|[4|730000]],650,50,,-1,1200,-1,-1,"3|73000,4|750000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,33,"3|72000,4|730000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60076
204227,[[3|65000]|[4|650000]],[[3|65000]|[4|650000]],600,50,,-1,1200,-1,-1,"3|65000,4|650000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,50,"3|65000,4|650000",2,,-1,700|200,3000|1000,2000,60000,[14],[14],60240
204228,[[3|75000]|[4|750000]],[[3|75000]|[4|750000]],600,50,,-1,1200,-1,-1,"3|75000,4|750000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,50,"3|75000,4|750000",2,,1,700|200,3000|1000,2000,60000,[14],[14],64009
204229,[[3|80000]|[4|1000000]],[[3|80000]|[4|1000000]],600,50,,-1,1200,-1,-1,"3|80000,4|1000000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,110,"3|80000,4|1000000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60264
204230,[[3|90000]|[4|1200000]],[[3|90000]|[4|1200000]],800,50,,-1,1200,-1,-1,"3|90000,4|1200000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,108,,-1,-1,-1,-1,50,2007,100,"3|90000,4|1200000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60251
204231,[[3|100000]|[4|1400000]],[[3|100000]|[4|1400000]],600,50,,-1,1200,-1,-1,"3|100000,4|1400000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,50,2007,100,"3|100000,4|1400000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60279
210001,[[3|80000]|[4|3600000]],[[3|80000]|[4|3600000]],600,-1,,-1,1200,-1,-1,"3|80000,4|3600000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,50,"3|80000,4|3600000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60230
210002,[[3|80000]|[4|4800000]],[[3|80000]|[4|4800000]],600,-1,,-1,1200,-1,-1,"3|80000,4|4800000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,50,"3|80000,4|4800000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60233
210003,[[3|160000]|[4|10800000]],[[3|160000]|[4|10800000]],600,-1,,-1,1200,-1,-1,"3|160000,4|10800000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,70,"3|160000,4|10800000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60233
210004,[[3|100000]|[4|3000000]],[[3|100000]|[4|3000000]],600,-1,,-1,1200,-1,-1,"3|100000,4|3000000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,50,"3|100000,4|3000000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60231
210005,[[3|80000]|[4|3600000]],[[3|80000]|[4|3600000]],600,-1,,-1,1200,-1,-1,"3|80000,4|3600000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,50,"3|80000,4|3600000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60232
210006,[[3|200000]|[4|9000000]],[[3|200000]|[4|9000000]],600,-1,,-1,1200,-1,-1,"3|200000,4|9000000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,70,"3|200000,4|9000000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60232
210007,[[3|100000]|[4|6000000]],[[3|100000]|[4|6000000]],600,-1,,-1,1200,-1,-1,"3|100000,4|6000000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,50,"3|100000,4|6000000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60234
210008,[[3|120000]|[4|5400000]],[[3|120000]|[4|5400000]],600,-1,,-1,1200,-1,-1,"3|120000,4|5400000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,50,"3|120000,4|5400000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60235
210009,[[3|200000]|[4|12000000]],[[3|200000]|[4|12000000]],600,-1,,-1,1200,-1,-1,"3|200000,4|12000000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,70,"3|200000,4|12000000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60235
210010,[[3|80000]|[4|3600000]],[[3|80000]|[4|3600000]],600,-1,,-1,1200,-1,-1,"3|80000,4|3600000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,50,"3|80000,4|3600000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60079
210011,[[3|120000]|[4|7200000]],[[3|120000]|[4|7200000]],600,-1,,-1,1200,-1,-1,"3|120000,4|7200000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,50,"3|120000,4|7200000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60236
210012,[[3|250000]|[4|15000000]],[[3|250000]|[4|15000000]],600,-1,,-1,1200,-1,-1,"3|250000,4|15000000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,70,"3|250000,4|15000000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60236
210013,[[3|100000]|[4|6000000]],[[3|100000]|[4|6000000]],600,-1,,-1,1200,-1,-1,"3|100000,4|6000000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,50,"3|100000,4|6000000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60237
210014,[[3|100000]|[4|6750000]],[[3|100000]|[4|6750000]],600,-1,,-1,1200,-1,-1,"3|100000,4|6750000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,50,"3|100000,4|6750000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60200
210015,[[3|250000]|[4|16875000]],[[3|250000]|[4|16875000]],600,-1,,-1,1200,-1,-1,"3|250000,4|16875000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,20,55,"3|250000,4|16875000",2,,1,700|200,3000|1000,2000,60000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60200
210020,[[3|960000]|[4|201600000]],[[3|960000]|[4|201600000]],600,-1,"1013212|3000,1013211|2000,1013220|1500,1013219|3000,1013218|1500,1013217|5000",1,1200,-1,-1,"3|960000,4|201600000",3,-1,,[],,,,[],-1,62001,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,1,112401,-1,-1,0,20,50,"3|960000,4|201600000",2,,1,,,-1,180000,,[],60238
210021,[[3|1020000]|[4|224400000]],[[3|1020000]|[4|224400000]],600,-1,"1013313|1000,1013312|3000,1013311|2000,1013320|1500,1013319|3000,1013318|1500,1013317|5000",1,1200,-1,-1,"3|1020000,4|224400000",3,-1,,[],,,,[],-1,62002,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,1,112501,-1,-1,0,20,50,"3|1020000,4|224400000",2,,1,,,-1,180000,,[],60243
210022,[[3|1080000]|[4|248400000]],[[3|1080000]|[4|248400000]],600,-1,"1013413|1000,1013412|3000,1013411|2000,1013420|1500,1013419|3000,1013418|1500,1013417|5000",1,2400,-1,-1,"3|1080000,4|248400000",3,-1,,[],,,,[],-1,62003,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,1,112601,-1,-1,0,20,50,"3|1080000,4|248400000",2,,1,,,-1,180000,,[],60245
210023,[[3|1160000]|[4|278400000]],[[3|1160000]|[4|278400000]],600,-1,"1013513|1000,1013512|3000,1013511|1000,1013520|1500,1013519|3000,1013518|1500,1013517|5000,1013516|2000",1,1200,-1,-1,"3|1160000,4|278400000",3,-1,,[],,,,[],-1,62004,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,1,112701,-1,-1,0,20,50,"3|1160000,4|278400000",2,,1,,,-1,180000,,[],88033
210024,[[3|1240000]|[4|310000000]],[[3|1240000]|[4|310000000]],600,-1,"1013614|300,1013613|1000,1013612|3000,1013611|1000,1013620|1500,1013619|3000,1013618|1500,1013617|5000,1013616|2000",1,1200,-1,-1,"3|1240000,4|310000000",3,-1,,[],,,,[],-1,62005,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,1,112801,-1,-1,0,20,50,"3|1240000,4|310000000",2,,1,,,-1,180000,,[],88035
210100,[[3|100000]|[4|4500000]],[[3|100000]|[4|4500000]],600,-1,,-1,1200,-1,-1,"3|100000,4|4500000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|100000,4|4500000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60201
210101,[[3|100000]|[4|4500000]],[[3|100000]|[4|4500000]],600,-1,,-1,1200,-1,-1,"3|100000,4|4500000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|100000,4|4500000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60167
210102,[[3|100000]|[4|6000000]],[[3|100000]|[4|6000000]],600,-1,,-1,1200,-1,-1,"3|100000,4|6000000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|100000,4|6000000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60169
210103,[[3|250000]|[4|16875000]],[[3|250000]|[4|16875000]],600,-1,,-1,1200,-1,-1,"3|250000,4|16875000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,90,"3|250000,4|16875000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60169
210104,[[3|120000]|[4|5400000]],[[3|120000]|[4|5400000]],600,-1,,-1,1200,-1,-1,"3|120000,4|5400000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|120000,4|5400000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60093
210105,[[3|120000]|[4|5400000]],[[3|120000]|[4|5400000]],600,-1,,-1,1200,-1,-1,"3|120000,4|5400000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|120000,4|5400000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60162
210106,[[3|160000]|[4|9600000]],[[3|160000]|[4|9600000]],600,-1,,-1,1200,-1,-1,"3|160000,4|9600000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|160000,4|9600000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60163
210107,[[3|160000]|[4|19200000]],[[3|160000]|[4|19200000]],600,-1,,-1,1200,-1,-1,"3|160000,4|19200000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,65,"3|160000,4|19200000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],71016
210108,[[3|120000]|[4|5400000]],[[3|120000]|[4|5400000]],600,-1,,-1,1200,-1,-1,"3|120000,4|5400000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|120000,4|5400000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60130
210109,[[3|160000]|[4|9600000]],[[3|160000]|[4|9600000]],600,-1,,-1,1200,-1,-1,"3|160000,4|9600000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|160000,4|9600000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60164
210110,[[3|160000]|[4|19200000]],[[3|160000]|[4|19200000]],600,-1,,-1,1200,-1,-1,"3|160000,4|19200000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,70,"3|160000,4|19200000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60131
210111,[[3|160000]|[4|9600000]],[[3|160000]|[4|9600000]],600,-1,,-1,1200,-1,-1,"3|160000,4|9600000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|160000,4|9600000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60182
210112,[[3|200000]|[4|9000000]],[[3|200000]|[4|9000000]],600,-1,,-1,1200,-1,-1,"3|200000,4|9000000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|200000,4|9000000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60178
210113,[[3|350000]|[4|262500]],[[3|350000]|[4|262500]],600,-1,,-1,1200,-1,-1,"3|350000,4|262500",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|350000,4|262500",2,,1,700|200,3000|1000,2000,60000,[14],[14],60029
210114,[[3|250000]|[4|16875000]],[[3|250000]|[4|16875000]],600,-1,,-1,1200,-1,-1,"3|250000,4|16875000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,75,"3|250000,4|16875000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60178
210115,[[3|200000]|[4|13500000]],[[3|200000]|[4|13500000]],600,-1,,-1,1200,-1,-1,"3|200000,4|13500000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|200000,4|13500000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60187
210116,[[3|250000]|[4|7500000]],[[3|250000]|[4|7500000]],600,-1,,-1,1200,-1,-1,"3|250000,4|7500000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,50,"3|250000,4|7500000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60180
210117,[[3|340000]|[4|20400000]],[[3|340000]|[4|20400000]],600,-1,,-1,1200,-1,-1,"3|340000,4|20400000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,70,"3|340000,4|20400000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60188
210118,[[3|260000]|[4|23400000]],[[3|260000]|[4|23400000]],600,-1,,-1,1200,-1,-1,"3|260000,4|23400000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,21,70,"3|260000,4|23400000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60187
210120,[[3|1280000]|[4|332800000]],[[3|1280000]|[4|332800000]],600,-1,"1013712|3000,1013711|2000,1013720|1500,1013719|3000,1013718|1500,1013717|5000",1,1200,-1,-1,"3|1280000,4|332800000",3,-1,,[],,,,[],-1,62101,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,1,112901,-1,-1,0,21,50,"3|1280000,4|332800000",2,,1,,,-1,180000,,[],71015
210121,[[3|1320000]|[4|349800000]],[[3|1320000]|[4|349800000]],600,-1,"1013813|1000,1013812|3000,1013811|2000,1013820|1500,1013819|3000,1013818|1500,1013817|5000",1,1200,-1,-1,"3|1320000,4|349800000",3,-1,,[],,,,[],-1,62102,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,1,113001,-1,-1,0,21,50,"3|1320000,4|349800000",2,,1,,,-1,180000,,[],60214
210122,[[3|1360000]|[4|367200000]],[[3|1360000]|[4|367200000]],600,-1,"1013913|1000,1013912|3000,1013911|2000,1013920|1500,1013919|3000,1013918|1500,1013917|5000",1,1200,-1,-1,"3|1360000,4|367200000",3,-1,,[],,,,[],-1,62103,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,1,113101,-1,-1,0,21,50,"3|1360000,4|367200000",2,,1,,,-1,180000,,[],71045
210123,[[3|1440000]|[4|396000000]],[[3|1440000]|[4|396000000]],600,-1,"1014013|1000,1014012|3000,1014011|1000,1014020|1500,1014019|3000,1014018|1500,1014017|5000,1014016|2000",1,1200,-1,-1,"3|1440000,4|396000000",3,-1,,[],,,,[],-1,62104,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,1,113201,-1,-1,0,21,50,"3|1440000,4|396000000",2,,1,,,-1,180000,,[],60216
210124,[[3|1520000]|[4|425600000]],[[3|1520000]|[4|425600000]],600,-1,"1014114|300,1014113|1000,1014112|3000,1014111|1000,1014120|1500,1014119|3000,1014118|1500,1014117|5000,1014116|2000",1,2200,-1,-1,"3|1520000,4|425600000",3,-1,,[],,,,[],-1,62105,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,1,113301,-1,-1,0,21,50,"3|1520000,4|425600000",2,,1,,,-1,180000,,[],60248
210200,[[3|250000]|[4|8437500]],[[3|250000]|[4|8437500]],600,-1,,-1,1200,-1,-1,"3|250000,4|8437500",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|250000,4|8437500",2,,1,700|200,3000|1000,2000,60000,[14],[14],60076
210201,[[3|250000]|[4|8437500]],[[3|250000]|[4|8437500]],600,-1,,-1,1200,-1,-1,"3|250000,4|8437500",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|250000,4|8437500",2,,1,700|200,3000|1000,2000,60000,[14],[14],60074
210202,[[3|250000]|[4|8437500]],[[3|250000]|[4|8437500]],600,-1,,-1,1200,-1,-1,"3|250000,4|8437500",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|250000,4|8437500",2,,1,700|200,3000|1000,2000,60000,[14],[14],60240
210203,[[3|250000]|[4|15000000]],[[3|250000]|[4|15000000]],600,-1,,-1,1200,-1,-1,"3|250000,4|15000000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|250000,4|15000000",2,,1,700|200,3000|1000,2000,60000,[14],[14],71017
210204,[[3|250000]|[4|15000000]],[[3|250000]|[4|15000000]],600,-1,,-1,1200,-1,-1,"3|250000,4|15000000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|250000,4|15000000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60213
210205,[[3|250000]|[4|16875000]],[[3|250000]|[4|16875000]],600,-1,,-1,1200,-1,-1,"3|250000,4|16875000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|250000,4|16875000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60264
210206,[[3|350000]|[4|31500000]],[[3|350000]|[4|31500000]],600,-1,,-1,1200,-1,-1,"3|350000,4|31500000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,65,"3|350000,4|31500000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60213
210207,[[3|250000]|[4|16875000]],[[3|250000]|[4|16875000]],600,-1,,-1,1200,-1,-1,"3|250000,4|16875000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|250000,4|16875000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60170
210208,[[3|250000]|[4|15000000]],[[3|250000]|[4|15000000]],600,-1,,-1,1200,-1,-1,"3|250000,4|15000000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|250000,4|15000000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60171
210209,[[3|250000]|[4|15000000]],[[3|250000]|[4|15000000]],600,-1,,-1,1200,-1,-1,"3|250000,4|15000000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|250000,4|15000000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60134
210210,[[3|350000]|[4|31500000]],[[3|350000]|[4|31500000]],600,-1,,-1,1200,-1,-1,"3|350000,4|31500000",3,10000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,65,"3|350000,4|31500000",2,,1,700|200,3000|1000,2000,120000,[14|14|14|14|14|14|14|14|14],[14|14|14|14|14|14|14|14|14],60171
210211,[[3|250000]|[4|15000000]],[[3|250000]|[4|15000000]],600,-1,,-1,1200,-1,-1,"3|250000,4|15000000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|250000,4|15000000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60169
210212,[[3|288000]|[4|25920000]],[[3|288000]|[4|25920000]],600,-1,,-1,1200,-1,-1,"3|288000,4|25920000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|288000,4|25920000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60169
210213,[[3|320000]|[4|14400000]],[[3|320000]|[4|14400000]],600,-1,,-1,1200,-1,-1,"3|320000,4|14400000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|320000,4|14400000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60033
210214,[[3|250000]|[4|18750000]],[[3|250000]|[4|18750000]],600,-1,,-1,1200,-1,-1,"3|250000,4|18750000",3,-1,[14],[14],,,,[],-1,-1,,-1,,-1,-1,-1,-1,0,22,50,"3|250000,4|18750000",2,,1,700|200,3000|1000,2000,60000,[14],[14],60215
