id,can_refresh_condition,can_refresh_level,cost_energy,icon,is_boss,is_hide_name,itemId,level,main_bounty_accept,mainBountyConditionDic,name_desc,name_desc_parameter,parameter,pre_level,prestige_reward,quality,reward,special_type,task_desc,task_quality,time,type
148,,,5,icon_superboss,-1,-1,200148,-1,"1|49,2|30",{1:49|2:30},UI_Bounty_009,[148],200148|31011,147,1,-1,29248,-1,bounty_task_desc_06,6,-1,1
149,,,5,icon_superboss,-1,-1,200149,-1,"1|49,2|30",{1:49|2:30},UI_Bounty_009,[149],200149|31011,148,1,-1,29249,-1,bounty_task_desc_06,6,-1,1
150,,,5,icon_superboss,-1,-1,200150,-1,"1|49,2|30",{1:49|2:30},UI_Bounty_009,[150],200150|31011,149,1,-1,29250,-1,bounty_task_desc_06,6,-1,1
151,,,5,icon_superboss,-1,-1,200151,-1,"1|51,2|30",{1:51|2:30},UI_Bounty_009,[151],200151|31011,150,1,-1,29251,-1,bounty_task_desc_06,6,-1,1
152,,,5,icon_superboss,-1,-1,200152,-1,"1|51,2|30",{1:51|2:30},UI_Bounty_009,[152],200152|31011,151,1,-1,29252,-1,bounty_task_desc_06,6,-1,1
153,,,5,icon_superboss,-1,-1,200153,-1,"1|51,2|30",{1:51|2:30},UI_Bounty_009,[153],200153|31011,152,1,-1,29253,-1,bounty_task_desc_06,6,-1,1
154,,,5,icon_superboss,-1,-1,200154,-1,"1|51,2|30",{1:51|2:30},UI_Bounty_009,[154],200154|31011,153,1,-1,29254,-1,bounty_task_desc_06,6,-1,1
155,,,5,icon_superboss,-1,-1,200155,-1,"1|51,2|30",{1:51|2:30},UI_Bounty_009,[155],200155|31011,154,1,-1,29255,-1,bounty_task_desc_06,6,-1,1
156,,,5,icon_superboss,-1,-1,200156,-1,"1|53,2|30",{1:53|2:30},UI_Bounty_009,[156],200156|31011,155,1,-1,29256,-1,bounty_task_desc_06,6,-1,1
157,,,5,icon_superboss,-1,-1,200157,-1,"1|53,2|30",{1:53|2:30},UI_Bounty_009,[157],200157|31011,156,1,-1,29257,-1,bounty_task_desc_06,6,-1,1
158,,,5,icon_superboss,-1,-1,200158,-1,"1|53,2|30",{1:53|2:30},UI_Bounty_009,[158],200158|31011,157,1,-1,29258,-1,bounty_task_desc_06,6,-1,1
159,,,5,icon_superboss,-1,-1,200159,-1,"1|53,2|30",{1:53|2:30},UI_Bounty_009,[159],200159|31011,158,1,-1,29259,-1,bounty_task_desc_06,6,-1,1
160,,,5,icon_superboss,-1,-1,200160,-1,"1|53,2|30",{1:53|2:30},UI_Bounty_009,[160],200160|31011,159,1,-1,29260,-1,bounty_task_desc_06,6,-1,1
161,,,5,icon_superboss,-1,-1,200161,-1,"1|55,2|30",{1:55|2:30},UI_Bounty_009,[161],200161|31011,160,1,-1,29261,-1,bounty_task_desc_06,6,-1,1
162,,,5,icon_superboss,-1,-1,200162,-1,"1|55,2|30",{1:55|2:30},UI_Bounty_009,[162],200162|31011,161,1,-1,29262,-1,bounty_task_desc_06,6,-1,1
163,,,5,icon_superboss,-1,-1,200163,-1,"1|55,2|30",{1:55|2:30},UI_Bounty_009,[163],200163|31011,162,1,-1,29263,-1,bounty_task_desc_06,6,-1,1
164,,,5,icon_superboss,-1,-1,200164,-1,"1|55,2|30",{1:55|2:30},UI_Bounty_009,[164],200164|31011,163,1,-1,29264,-1,bounty_task_desc_06,6,-1,1
165,,,5,icon_superboss,-1,-1,200165,-1,"1|55,2|30",{1:55|2:30},UI_Bounty_009,[165],200165|31011,164,1,-1,29265,-1,bounty_task_desc_06,6,-1,1
166,,,5,icon_superboss,-1,-1,200166,-1,"1|57,2|30",{1:57|2:30},UI_Bounty_009,[166],200166|31011,165,1,-1,29266,-1,bounty_task_desc_06,6,-1,1
167,,,5,icon_superboss,-1,-1,200167,-1,"1|57,2|30",{1:57|2:30},UI_Bounty_009,[167],200167|31011,166,1,-1,29267,-1,bounty_task_desc_06,6,-1,1
168,,,5,icon_superboss,-1,-1,200168,-1,"1|57,2|30",{1:57|2:30},UI_Bounty_009,[168],200168|31011,167,1,-1,29268,-1,bounty_task_desc_06,6,-1,1
169,,,5,icon_superboss,-1,-1,200169,-1,"1|57,2|30",{1:57|2:30},UI_Bounty_009,[169],200169|31011,168,1,-1,29269,-1,bounty_task_desc_06,6,-1,1
170,,,5,icon_superboss,-1,-1,200170,-1,"1|57,2|30",{1:57|2:30},UI_Bounty_009,[170],200170|31011,169,1,-1,29270,-1,bounty_task_desc_06,6,-1,1
171,,,5,icon_superboss,-1,-1,200171,-1,"1|59,2|30",{1:59|2:30},UI_Bounty_009,[171],200171|31011,170,1,-1,29271,-1,bounty_task_desc_06,6,-1,1
172,,,5,icon_superboss,-1,-1,200172,-1,"1|59,2|30",{1:59|2:30},UI_Bounty_009,[172],200172|31011,171,1,-1,29272,-1,bounty_task_desc_06,6,-1,1
173,,,5,icon_superboss,-1,-1,200173,-1,"1|59,2|30",{1:59|2:30},UI_Bounty_009,[173],200173|31011,172,1,-1,29273,-1,bounty_task_desc_06,6,-1,1
174,,,5,icon_superboss,-1,-1,200174,-1,"1|59,2|30",{1:59|2:30},UI_Bounty_009,[174],200174|31011,173,1,-1,29274,-1,bounty_task_desc_06,6,-1,1
175,,,5,icon_superboss,-1,-1,200175,-1,"1|59,2|30",{1:59|2:30},UI_Bounty_009,[175],200175|31011,174,1,-1,29275,-1,bounty_task_desc_06,6,-1,1
176,,,5,icon_superboss,-1,-1,200176,-1,"1|61,2|30",{1:61|2:30},UI_Bounty_009,[176],200176|31011,175,1,-1,29276,-1,bounty_task_desc_06,6,-1,1
177,,,5,icon_superboss,-1,-1,200177,-1,"1|61,2|30",{1:61|2:30},UI_Bounty_009,[177],200177|31011,176,1,-1,29277,-1,bounty_task_desc_06,6,-1,1
178,,,5,icon_superboss,-1,-1,200178,-1,"1|61,2|30",{1:61|2:30},UI_Bounty_009,[178],200178|31011,177,1,-1,29278,-1,bounty_task_desc_06,6,-1,1
179,,,5,icon_superboss,-1,-1,200179,-1,"1|61,2|30",{1:61|2:30},UI_Bounty_009,[179],200179|31011,178,1,-1,29279,-1,bounty_task_desc_06,6,-1,1
180,,,5,icon_superboss,-1,-1,200180,-1,"1|61,2|30",{1:61|2:30},UI_Bounty_009,[180],200180|31011,179,1,-1,29280,-1,bounty_task_desc_06,6,-1,1
181,,,5,icon_superboss,-1,-1,200181,-1,"1|63,2|30",{1:63|2:30},UI_Bounty_009,[181],200181|31011,180,1,-1,29281,-1,bounty_task_desc_06,6,-1,1
182,,,5,icon_superboss,-1,-1,200182,-1,"1|63,2|30",{1:63|2:30},UI_Bounty_009,[182],200182|31011,181,1,-1,29282,-1,bounty_task_desc_06,6,-1,1
183,,,5,icon_superboss,-1,-1,200183,-1,"1|63,2|30",{1:63|2:30},UI_Bounty_009,[183],200183|31011,182,1,-1,29283,-1,bounty_task_desc_06,6,-1,1
184,,,5,icon_superboss,-1,-1,200184,-1,"1|63,2|30",{1:63|2:30},UI_Bounty_009,[184],200184|31011,183,1,-1,29284,-1,bounty_task_desc_06,6,-1,1
185,,,5,icon_superboss,-1,-1,200185,-1,"1|63,2|30",{1:63|2:30},UI_Bounty_009,[185],200185|31011,184,1,-1,29285,-1,bounty_task_desc_06,6,-1,1
186,,,5,icon_superboss,-1,-1,200186,-1,"1|65,2|30",{1:65|2:30},UI_Bounty_009,[186],200186|31011,185,1,-1,29286,-1,bounty_task_desc_06,6,-1,1
187,,,5,icon_superboss,-1,-1,200187,-1,"1|65,2|30",{1:65|2:30},UI_Bounty_009,[187],200187|31011,186,1,-1,29287,-1,bounty_task_desc_06,6,-1,1
188,,,5,icon_superboss,-1,-1,200188,-1,"1|65,2|30",{1:65|2:30},UI_Bounty_009,[188],200188|31011,187,1,-1,29288,-1,bounty_task_desc_06,6,-1,1
189,,,5,icon_superboss,-1,-1,200189,-1,"1|65,2|30",{1:65|2:30},UI_Bounty_009,[189],200189|31011,188,1,-1,29289,-1,bounty_task_desc_06,6,-1,1
190,,,5,icon_superboss,-1,-1,200190,-1,"1|65,2|30",{1:65|2:30},UI_Bounty_009,[190],200190|31011,189,1,-1,29290,-1,bounty_task_desc_06,6,-1,1
191,,,5,icon_superboss,-1,-1,200191,-1,"1|67,2|30",{1:67|2:30},UI_Bounty_009,[191],200191|31011,190,1,-1,29291,-1,bounty_task_desc_06,6,-1,1
192,,,5,icon_superboss,-1,-1,200192,-1,"1|67,2|30",{1:67|2:30},UI_Bounty_009,[192],200192|31011,191,1,-1,29292,-1,bounty_task_desc_06,6,-1,1
193,,,5,icon_superboss,-1,-1,200193,-1,"1|67,2|30",{1:67|2:30},UI_Bounty_009,[193],200193|31011,192,1,-1,29293,-1,bounty_task_desc_06,6,-1,1
194,,,5,icon_superboss,-1,-1,200194,-1,"1|67,2|30",{1:67|2:30},UI_Bounty_009,[194],200194|31011,193,1,-1,29294,-1,bounty_task_desc_06,6,-1,1
195,,,5,icon_superboss,-1,-1,200195,-1,"1|67,2|30",{1:67|2:30},UI_Bounty_009,[195],200195|31011,194,1,-1,29295,-1,bounty_task_desc_06,6,-1,1
196,,,5,icon_superboss,-1,-1,200196,-1,"1|69,2|30",{1:69|2:30},UI_Bounty_009,[196],200196|31011,195,1,-1,29296,-1,bounty_task_desc_06,6,-1,1
197,,,5,icon_superboss,-1,-1,200197,-1,"1|69,2|30",{1:69|2:30},UI_Bounty_009,[197],200197|31011,196,1,-1,29297,-1,bounty_task_desc_06,6,-1,1
198,,,5,icon_superboss,-1,-1,200198,-1,"1|69,2|30",{1:69|2:30},UI_Bounty_009,[198],200198|31011,197,1,-1,29298,-1,bounty_task_desc_06,6,-1,1
199,,,5,icon_superboss,-1,-1,200199,-1,"1|69,2|30",{1:69|2:30},UI_Bounty_009,[199],200199|31011,198,1,-1,29299,-1,bounty_task_desc_06,6,-1,1
200,,,5,icon_superboss,-1,-1,200200,-1,"1|69,2|30",{1:69|2:30},UI_Bounty_009,[200],200200|31011,199,1,-1,29300,-1,bounty_task_desc_06,6,-1,1
999,,,5,icon_battle,-1,1,200001,-1,"1|0,2|12",{1:0|2:12},bounty_task_name_06,[1],200001|31011,-1,1,-1,26001,-1,bounty_task_desc_06,1,-1,1
20000,,3|3,5,icon_battle,-1,-1,31001,1,,{},bounty_task_name_06,,31001,-1,1,17000,26001,0,bounty_task_desc_06,1,28800,2
20001,,3|20,5,icon_battle,-1,-1,31001,1,,{},bounty_task_name_06,,31001,-1,1,17000,26001,0,bounty_task_desc_06,1,28800,2
20002,,3|20,5,icon_battle,-1,-1,31002,2,,{},bounty_task_name_06,,31002,-1,1,17000,26002,0,bounty_task_desc_06,2,28800,2
20003,,3|20,5,icon_battle,-1,-1,31003,3,,{},bounty_task_name_06,,31003,-1,1,5000,26003,0,bounty_task_desc_06,3,28800,2
20004,,3|20,5,icon_battle,-1,-1,31004,4,,{},bounty_task_name_06,,31004,-1,1,5000,26004,0,bounty_task_desc_06,4,28800,2
20005,,3|20,5,icon_battle,-1,-1,31005,5,,{},bounty_task_name_06,,31005,-1,1,5000,26005,0,bounty_task_desc_06,5,28800,2
26001,,1|1,10,icon_jijie,-1,-1,14001,4,,{},bounty_task_name_07,,14001,-1,1,0,29904,-1,bounty_task_desc_07,4,28800,2
26002,,2|2,10,icon_jijie,-1,-1,14002,4,,{},bounty_task_name_07,,14002,-1,1,0,29904,-1,bounty_task_desc_07,4,28800,2
26003,,3|3,10,icon_jijie,-1,-1,14003,4,,{},bounty_task_name_07,,14003,-1,1,0,29904,-1,bounty_task_desc_07,5,28800,2
26004,,4|4,10,icon_jijie,-1,-1,14004,4,,{},bounty_task_name_07,,14004,-1,1,0,29904,-1,bounty_task_desc_07,5,28800,2
26005,,5|5,10,icon_jijie,-1,-1,14005,4,,{},bounty_task_name_07,,14005,-1,1,0,29904,-1,bounty_task_desc_07,5,28800,2
26006,,6|6,10,icon_jijie,-1,-1,14006,4,,{},bounty_task_name_07,,14006,-1,1,0,29904,-1,bounty_task_desc_07,5,28800,2
26007,,7|7,10,icon_jijie,-1,-1,14007,4,,{},bounty_task_name_07,,14007,-1,1,0,29904,-1,bounty_task_desc_07,5,28800,2
26008,,8|8,10,icon_jijie,-1,-1,14008,4,,{},bounty_task_name_07,,14008,-1,1,0,29904,-1,bounty_task_desc_07,5,28800,2
26009,,9|9,10,icon_jijie,-1,-1,14009,5,,{},bounty_task_name_07,,14009,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
26010,,10|10,10,icon_jijie,-1,-1,14010,5,,{},bounty_task_name_07,,14010,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
26011,,11|11,10,icon_jijie,-1,-1,14011,5,,{},bounty_task_name_07,,14011,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
26012,,12|12,10,icon_jijie,-1,-1,14012,5,,{},bounty_task_name_07,,14012,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
26013,,13|13,10,icon_jijie,-1,-1,14013,5,,{},bounty_task_name_07,,14013,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
26014,,14|14,10,icon_jijie,-1,-1,14014,5,,{},bounty_task_name_07,,14014,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
26015,,15|15,10,icon_jijie,-1,-1,14015,5,,{},bounty_task_name_07,,14015,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
26016,,16|16,10,icon_jijie,-1,-1,14016,5,,{},bounty_task_name_07,,14016,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
26017,,17|17,10,icon_jijie,-1,-1,14017,5,,{},bounty_task_name_07,,14017,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
26018,,18|18,10,icon_jijie,-1,-1,14018,5,,{},bounty_task_name_07,,14018,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
26019,,19|19,10,icon_jijie,-1,-1,14019,5,,{},bounty_task_name_07,,14019,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
26020,,20|20,10,icon_jijie,-1,-1,14020,5,,{},bounty_task_name_07,,14020,-1,1,0,29905,0,bounty_task_desc_07,5,28800,2
21000,,,0,icon_help,-1,-1,1001,1,,{},bounty_task_name_03,,1001|0,-1,1,0,26300,0,bounty_task_desc_03,1,28800,3
21001,,,0,icon_help,-1,-1,1001,1,,{},bounty_task_name_03,,1001|0,-1,1,11000,26301,0,bounty_task_desc_03,1,28800,3
21002,,,0,icon_help,-1,-1,1002,2,,{},bounty_task_name_03,,1002|0,-1,1,11000,26302,0,bounty_task_desc_03,2,28800,3
21003,,,0,icon_help,-1,-1,1003,3,,{},bounty_task_name_03,,1003|0,-1,1,11000,26303,0,bounty_task_desc_03,3,28800,3
21004,,,0,icon_help,-1,-1,1004,4,,{},bounty_task_name_03,,1004|0,-1,1,11000,26304,0,bounty_task_desc_03,4,28800,3
21005,,,0,icon_help,-1,-1,1005,5,,{},bounty_task_name_03,,1005|0,-1,1,11000,26305,0,bounty_task_desc_03,5,28800,3
22000,,7|7,0,icon_treasure,-1,-1,1101,1,,{},bounty_task_name_04,,1101|3000,-1,1,20000,26601,0,bounty_task_desc_04,1,28800,4
22001,,7|20,0,icon_treasure,-1,-1,1101,1,,{},bounty_task_name_04,,1101|3000,-1,1,10000,26601,0,bounty_task_desc_04,1,28800,4
22002,,7|20,0,icon_treasure,-1,-1,1102,2,,{},bounty_task_name_04,,1102|3000,-1,1,10000,26602,0,bounty_task_desc_04,2,28800,4
22003,,7|20,0,icon_treasure,-1,-1,1103,3,,{},bounty_task_name_04,,1103|3000,-1,1,10000,26603,0,bounty_task_desc_04,3,28800,4
22004,,7|20,0,icon_treasure,-1,-1,1104,4,,{},bounty_task_name_04,,1104|3000,-1,1,10000,26604,0,bounty_task_desc_04,4,28800,4
22005,,7|20,0,icon_treasure,-1,-1,1105,5,,{},bounty_task_name_04,,1105|3000,-1,1,10000,26605,0,bounty_task_desc_04,5,28800,4
23000,,2|2,0,icon_escort,-1,-1,1201,1,,{},bounty_task_name_05,,1201|0,-1,1,11000,28501,0,bounty_task_desc_05,1,28800,5
23001,,2|20,0,icon_escort,-1,-1,1201,1,,{},bounty_task_name_05,,1201|0,-1,1,11000,28501,0,bounty_task_desc_05,1,28800,5
23002,,2|20,0,icon_escort,-1,-1,1202,2,,{},bounty_task_name_05,,1202|0,-1,1,11000,28502,0,bounty_task_desc_05,2,28800,5
23003,,2|20,0,icon_escort,-1,-1,1203,3,,{},bounty_task_name_05,,1203|0,-1,1,11000,28503,0,bounty_task_desc_05,3,28800,5
23004,,2|20,0,icon_escort,-1,-1,1204,4,,{},bounty_task_name_05,,1204|0,-1,1,11000,28504,0,bounty_task_desc_05,4,28800,5
23005,,2|20,0,icon_escort,-1,-1,1205,5,,{},bounty_task_name_05,,1205|0,-1,1,11000,28505,0,bounty_task_desc_05,5,28800,5
24001,,,-1,icon_battle,-1,-1,1,1,,{},bounty_task_name_06,,1,-1,1,0,26001,-1,bounty_task_desc_06,1,28800,6
24002,,,-1,icon_battle,-1,-1,1,2,,{},bounty_task_name_06,,1,-1,1,0,26002,-1,bounty_task_desc_06,2,28800,6
24003,,,-1,icon_battle,-1,-1,1,3,,{},bounty_task_name_06,,1,-1,1,0,26003,-1,bounty_task_desc_06,3,28800,6
24004,,,-1,icon_battle,-1,-1,1,4,,{},bounty_task_name_06,,1,-1,1,0,26004,-1,bounty_task_desc_06,4,28800,6
24005,,,-1,icon_battle,-1,-1,1,5,,{},bounty_task_name_06,,1,-1,1,0,26005,-1,bounty_task_desc_06,5,28800,6
25000,,6|6,-1,icon_boss,-1,-1,1,3,,{},bounty_task_name_02,,1,-1,1,0,26103,0,bounty_task_desc_02,3,28800,8
25001,,,-1,icon_boss,-1,-1,1,1,,{},bounty_task_name_02,,1,-1,1,0,26101,-1,bounty_task_desc_02,1,28800,8
25002,,,-1,icon_boss,-1,-1,1,2,,{},bounty_task_name_02,,1,-1,1,0,26102,-1,bounty_task_desc_02,2,28800,8
25003,,6|20,-1,icon_boss,-1,-1,1,3,,{},bounty_task_name_02,,1,-1,1,0,26103,0,bounty_task_desc_02,3,28800,8
25004,,6|20,-1,icon_boss,-1,-1,1,4,,{},bounty_task_name_02,,1,-1,1,0,26104,0,bounty_task_desc_02,4,28800,8
25005,,6|20,-1,icon_boss,-1,-1,1,5,,{},bounty_task_name_02,,1,-1,1,0,26105,0,bounty_task_desc_02,5,28800,8
27001,,,5,icon_battle,-1,-1,31006,1,,{},bounty_task_name_06,,31006,-1,1,0,26001,0,bounty_task_desc_08,1,28800,2
27002,,,5,icon_battle,-1,-1,31007,2,,{},bounty_task_name_06,,31007,-1,1,0,26002,0,bounty_task_desc_08,2,28800,2
27003,,,5,icon_battle,-1,-1,31008,3,,{},bounty_task_name_06,,31008,-1,1,0,26003,0,bounty_task_desc_08,3,28800,2
27004,,,5,icon_battle,-1,-1,31009,4,,{},bounty_task_name_06,,31009,-1,1,0,26004,0,bounty_task_desc_08,4,28800,2
27005,,,5,icon_battle,-1,-1,31010,5,,{},bounty_task_name_06,,31010,-1,1,0,26005,0,bounty_task_desc_08,5,28800,2
28001,,,5,icon_artifact,-1,-1,31011,1,,{},bounty_task_name_08,,31011,-1,1,0,27001,-1,bounty_task_desc_08,1,28800,2
28002,,,5,icon_artifact,-1,-1,31012,2,,{},bounty_task_name_08,,31012,-1,1,0,27002,-1,bounty_task_desc_08,2,28800,2
28003,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,0,27003,0,bounty_task_desc_08,3,28800,2
28004,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,0,27004,0,bounty_task_desc_08,4,28800,2
28005,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,0,27005,0,bounty_task_desc_08,5,28800,2
28011,,,5,icon_artifact,-1,-1,31011,1,,{},bounty_task_name_08,,31011,-1,1,0,27011,-1,bounty_task_desc_08,1,28800,2
28012,,,5,icon_artifact,-1,-1,31012,2,,{},bounty_task_name_08,,31012,-1,1,0,27012,-1,bounty_task_desc_08,2,28800,2
28013,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,0,27013,0,bounty_task_desc_08,3,28800,2
28014,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,0,27014,0,bounty_task_desc_08,4,28800,2
28015,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,0,27015,0,bounty_task_desc_08,5,28800,2
28021,,,5,icon_artifact,-1,-1,31011,1,,{},bounty_task_name_08,,31011,-1,1,0,27021,-1,bounty_task_desc_08,1,28800,2
28022,,,5,icon_artifact,-1,-1,31012,2,,{},bounty_task_name_08,,31012,-1,1,0,27022,-1,bounty_task_desc_08,2,28800,2
28023,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,0,27023,0,bounty_task_desc_08,3,28800,2
28024,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,0,27024,0,bounty_task_desc_08,4,28800,2
28025,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,0,27025,0,bounty_task_desc_08,5,28800,2
28031,,,5,icon_artifact,-1,-1,31011,1,,{},bounty_task_name_08,,31011,-1,1,0,27031,-1,bounty_task_desc_08,1,28800,2
28032,,,5,icon_artifact,-1,-1,31012,2,,{},bounty_task_name_08,,31012,-1,1,0,27032,-1,bounty_task_desc_08,2,28800,2
28033,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,1333,27033,0,bounty_task_desc_08,3,28800,2
28034,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,0,27034,-1,bounty_task_desc_08,4,28800,2
28035,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,0,27035,-1,bounty_task_desc_08,5,28800,2
28041,,,5,icon_artifact,-1,-1,31011,1,,{},bounty_task_name_08,,31011,-1,1,0,27041,-1,bounty_task_desc_08,1,28800,2
28042,,,5,icon_artifact,-1,-1,31012,2,,{},bounty_task_name_08,,31012,-1,1,0,27042,-1,bounty_task_desc_08,2,28800,2
28043,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,1333,27043,0,bounty_task_desc_08,3,28800,2
28044,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,0,27044,-1,bounty_task_desc_08,4,28800,2
28045,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,0,27045,-1,bounty_task_desc_08,5,28800,2
28051,,,5,icon_artifact,-1,-1,31011,1,,{},bounty_task_name_08,,31011,-1,1,0,27051,-1,bounty_task_desc_08,1,28800,2
28052,,,5,icon_artifact,-1,-1,31012,2,,{},bounty_task_name_08,,31012,-1,1,0,27052,-1,bounty_task_desc_08,2,28800,2
28053,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,1333,27053,0,bounty_task_desc_08,3,28800,2
28054,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,0,27054,-1,bounty_task_desc_08,4,28800,2
28055,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,0,27055,-1,bounty_task_desc_08,5,28800,2
28061,,,5,icon_artifact,-1,-1,31011,1,,{},bounty_task_name_08,,31011,-1,1,0,27061,-1,bounty_task_desc_08,1,28800,2
28062,,,5,icon_artifact,-1,-1,31012,2,,{},bounty_task_name_08,,31012,-1,1,0,27062,-1,bounty_task_desc_08,2,28800,2
28063,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,1333,27063,0,bounty_task_desc_08,3,28800,2
28064,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,0,27064,-1,bounty_task_desc_08,4,28800,2
28065,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,0,27065,-1,bounty_task_desc_08,5,28800,2
28071,,,5,icon_artifact,-1,-1,31011,1,,{},bounty_task_name_08,,31011,-1,1,0,27071,-1,bounty_task_desc_08,1,28800,2
28072,,,5,icon_artifact,-1,-1,31012,2,,{},bounty_task_name_08,,31012,-1,1,0,27072,-1,bounty_task_desc_08,2,28800,2
28073,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,1333,27073,0,bounty_task_desc_08,3,28800,2
28074,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,0,27074,-1,bounty_task_desc_08,4,28800,2
28075,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,0,27075,-1,bounty_task_desc_08,5,28800,2
28081,,,5,icon_artifact,-1,-1,31011,1,,{},bounty_task_name_08,,31011,-1,1,0,27081,-1,bounty_task_desc_08,1,28800,2
28082,,,5,icon_artifact,-1,-1,31012,2,,{},bounty_task_name_08,,31012,-1,1,0,27082,-1,bounty_task_desc_08,2,28800,2
28083,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,1333,27083,0,bounty_task_desc_08,3,28800,2
28084,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,0,27084,-1,bounty_task_desc_08,4,28800,2
28085,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,0,27085,-1,bounty_task_desc_08,5,28800,2
28103,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,0,27103,-1,bounty_task_desc_08,3,28800,2
28104,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,2000,27104,0,bounty_task_desc_08,4,28800,2
28105,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,2000,27105,0,bounty_task_desc_08,5,28800,2
28113,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,0,27113,-1,bounty_task_desc_08,3,28800,2
28114,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,2000,27114,0,bounty_task_desc_08,4,28800,2
28115,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,2000,27115,0,bounty_task_desc_08,5,28800,2
28123,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,0,27123,-1,bounty_task_desc_08,3,28800,2
28124,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,2000,27124,0,bounty_task_desc_08,4,28800,2
28125,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,2000,27125,0,bounty_task_desc_08,5,28800,2
28133,,,5,icon_artifact,-1,-1,31013,3,,{},bounty_task_name_08,,31013,-1,1,0,27133,-1,bounty_task_desc_08,3,28800,2
28134,,,5,icon_artifact,-1,-1,31014,4,,{},bounty_task_name_08,,31014,-1,1,2000,27134,0,bounty_task_desc_08,4,28800,2
28135,,,5,icon_artifact,-1,-1,31015,5,,{},bounty_task_name_08,,31015,-1,1,2000,27135,0,bounty_task_desc_08,5,28800,2
29000,3|89,10|10,5,icon_dragon,-1,-1,31101,1,,{},bounty_task_name_16,,31101,-1,1,0,26701,0,,1,28800,2
29001,3|89,10|20,5,icon_dragon,-1,-1,31101,1,,{},bounty_task_name_16,,31101,-1,1,0,26701,0,,1,28800,2
29002,3|89,10|20,5,icon_dragon,-1,-1,31102,2,,{},bounty_task_name_16,,31102,-1,1,0,26702,0,,2,28800,2
