id,day_need,drop_client,first_drop_client,first_reward,force,group_id,icon,kill_exp,kill_exp_hero,level,level_need,level_show,map_instance,map_stage,model,new_ui_banner,pve_id,recommend,reward,reward_join
1204013,-1,32283,,-1,14304000,1204,Head_60178,-1,-1,13,1,13,30001,1204013,map_dark_legion_101,banner_bubble_Boss_3,-1,,32283,6913
1204014,-1,32284,,-1,14346000,1204,Head_60187,-1,-1,14,1,14,30001,1204014,map_dark_legion_103,banner_bubble_Boss_3,-1,,32284,6913
1204015,-1,32285,,-1,14388000,1204,Head_60184,-1,-1,15,1,15,30001,1204015,map_dark_legion_004,banner_bubble_Boss_3,-1,,32285,6913
1204016,-1,32286,,-1,14430000,1204,Head_60180,-1,-1,16,1,16,30001,1204016,map_dark_legion_102,banner_bubble_Boss_3,-1,,32286,6913
1204017,-1,32287,,-1,14472000,1204,Head_60180,-1,-1,17,1,17,30001,1204017,map_dark_legion_102,banner_bubble_Boss_3,-1,,32287,6913
1204018,-1,32288,,-1,14514000,1204,Head_60180,-1,-1,18,1,18,30001,1204018,map_dark_legion_102,banner_bubble_Boss_3,-1,,32288,6913
1204019,-1,32289,,-1,14556000,1204,Head_60187,-1,-1,19,1,19,30001,1204019,map_dark_legion_103,banner_bubble_Boss_3,-1,,32289,6913
1204020,-1,32290,,-1,14598000,1204,Head_60197,-1,-1,20,1,20,30001,1204020,map_dark_legion_005,banner_bubble_Boss_3,-1,,32290,6913
1204021,-1,32291,,-1,14640000,1204,Head_60182,-1,-1,21,1,21,30001,1204021,map_dark_legion_201,banner_bubble_Boss_3,-1,,32291,6913
1204022,-1,32292,,-1,14682000,1204,Head_60182,-1,-1,22,1,22,30001,1204022,map_dark_legion_201,banner_bubble_Boss_3,-1,,32292,6913
1204023,-1,32293,,-1,14724000,1204,Head_60182,-1,-1,23,1,23,30001,1204023,map_dark_legion_201,banner_bubble_Boss_3,-1,,32293,6913
1204024,-1,32294,,-1,14766000,1204,Head_60188,-1,-1,24,1,24,30001,1204024,map_dark_legion_203,banner_bubble_Boss_3,-1,,32294,6913
1204025,-1,32295,,-1,14808000,1204,Head_60184,-1,-1,25,1,25,30001,1204025,map_dark_legion_004,banner_bubble_Boss_3,-1,,32295,6913
1204026,-1,32296,,-1,14850000,1204,Head_60181,-1,-1,26,1,26,30001,1204026,map_dark_legion_202,banner_bubble_Boss_3,-1,,32296,6913
1204027,-1,32297,,-1,14892000,1204,Head_60181,-1,-1,27,1,27,30001,1204027,map_dark_legion_202,banner_bubble_Boss_3,-1,,32297,6913
1204028,-1,32298,,-1,14934000,1204,Head_60181,-1,-1,28,1,28,30001,1204028,map_dark_legion_202,banner_bubble_Boss_3,-1,,32298,6913
1204029,-1,32299,,-1,14976000,1204,Head_60188,-1,-1,29,1,29,30001,1204029,map_dark_legion_203,banner_bubble_Boss_3,-1,,32299,6913
1204030,-1,32300,,-1,15000000,1204,Head_60197,-1,-1,30,1,30,30001,1204030,map_dark_legion_005,banner_bubble_Boss_3,-1,,32300,6913
1205001,-1,32301,,-1,15600000,1205,Head_60172,-1,-1,1,1,1,30001,1205001,map_dark_legion_001,banner_bubble_Boss_3,-1,,32301,6913
1205002,-1,32302,,-1,15642000,1205,Head_60172,-1,-1,2,1,2,30001,1205002,map_dark_legion_001,banner_bubble_Boss_3,-1,,32302,6913
1205003,-1,32303,,-1,15684000,1205,Head_60172,-1,-1,3,1,3,30001,1205003,map_dark_legion_001,banner_bubble_Boss_3,-1,,32303,6913
1205004,-1,32304,,-1,15726000,1205,Head_60183,-1,-1,4,1,4,30001,1205004,map_dark_legion_003,banner_bubble_Boss_3,-1,,32304,6913
1205005,-1,32305,,-1,15768000,1205,Head_60184,-1,-1,5,1,5,30001,1205005,map_dark_legion_004,banner_bubble_Boss_3,-1,,32305,6913
1205006,-1,32306,,-1,15810000,1205,Head_60174,-1,-1,6,1,6,30001,1205006,map_dark_legion_002,banner_bubble_Boss_3,-1,,32306,6913
1205007,-1,32307,,-1,15852000,1205,Head_60174,-1,-1,7,1,7,30001,1205007,map_dark_legion_002,banner_bubble_Boss_3,-1,,32307,6913
1205008,-1,32308,,-1,15894000,1205,Head_60174,-1,-1,8,1,8,30001,1205008,map_dark_legion_002,banner_bubble_Boss_3,-1,,32308,6913
1205009,-1,32309,,-1,15936000,1205,Head_60183,-1,-1,9,1,9,30001,1205009,map_dark_legion_003,banner_bubble_Boss_3,-1,,32309,6913
1205010,-1,32310,,-1,15978000,1205,Head_60197,-1,-1,10,1,10,30001,1205010,map_dark_legion_005,banner_bubble_Boss_3,-1,,32310,6913
1205011,-1,32311,,-1,16020000,1205,Head_60178,-1,-1,11,1,11,30001,1205011,map_dark_legion_101,banner_bubble_Boss_3,-1,,32311,6913
1205012,-1,32312,,-1,16062000,1205,Head_60178,-1,-1,12,1,12,30001,1205012,map_dark_legion_101,banner_bubble_Boss_3,-1,,32312,6913
1205013,-1,32313,,-1,16104000,1205,Head_60178,-1,-1,13,1,13,30001,1205013,map_dark_legion_101,banner_bubble_Boss_3,-1,,32313,6913
1205014,-1,32314,,-1,16146000,1205,Head_60187,-1,-1,14,1,14,30001,1205014,map_dark_legion_103,banner_bubble_Boss_3,-1,,32314,6913
1205015,-1,32315,,-1,16188000,1205,Head_60184,-1,-1,15,1,15,30001,1205015,map_dark_legion_004,banner_bubble_Boss_3,-1,,32315,6913
1205016,-1,32316,,-1,16230000,1205,Head_60180,-1,-1,16,1,16,30001,1205016,map_dark_legion_102,banner_bubble_Boss_3,-1,,32316,6913
1205017,-1,32317,,-1,16272000,1205,Head_60180,-1,-1,17,1,17,30001,1205017,map_dark_legion_102,banner_bubble_Boss_3,-1,,32317,6913
1205018,-1,32318,,-1,16314000,1205,Head_60180,-1,-1,18,1,18,30001,1205018,map_dark_legion_102,banner_bubble_Boss_3,-1,,32318,6913
1205019,-1,32319,,-1,16356000,1205,Head_60187,-1,-1,19,1,19,30001,1205019,map_dark_legion_103,banner_bubble_Boss_3,-1,,32319,6913
1205020,-1,32320,,-1,16398000,1205,Head_60197,-1,-1,20,1,20,30001,1205020,map_dark_legion_005,banner_bubble_Boss_3,-1,,32320,6913
1205021,-1,32321,,-1,16440000,1205,Head_60182,-1,-1,21,1,21,30001,1205021,map_dark_legion_201,banner_bubble_Boss_3,-1,,32321,6913
1205022,-1,32322,,-1,16482000,1205,Head_60182,-1,-1,22,1,22,30001,1205022,map_dark_legion_201,banner_bubble_Boss_3,-1,,32322,6913
1205023,-1,32323,,-1,16524000,1205,Head_60182,-1,-1,23,1,23,30001,1205023,map_dark_legion_201,banner_bubble_Boss_3,-1,,32323,6913
1205024,-1,32324,,-1,16566000,1205,Head_60188,-1,-1,24,1,24,30001,1205024,map_dark_legion_203,banner_bubble_Boss_3,-1,,32324,6913
1205025,-1,32325,,-1,16608000,1205,Head_60184,-1,-1,25,1,25,30001,1205025,map_dark_legion_004,banner_bubble_Boss_3,-1,,32325,6913
1205026,-1,32326,,-1,16650000,1205,Head_60181,-1,-1,26,1,26,30001,1205026,map_dark_legion_202,banner_bubble_Boss_3,-1,,32326,6913
1205027,-1,32327,,-1,16692000,1205,Head_60181,-1,-1,27,1,27,30001,1205027,map_dark_legion_202,banner_bubble_Boss_3,-1,,32327,6913
1205028,-1,32328,,-1,16734000,1205,Head_60181,-1,-1,28,1,28,30001,1205028,map_dark_legion_202,banner_bubble_Boss_3,-1,,32328,6913
1205029,-1,32329,,-1,16776000,1205,Head_60188,-1,-1,29,1,29,30001,1205029,map_dark_legion_203,banner_bubble_Boss_3,-1,,32329,6913
1205030,-1,32330,,-1,16800000,1205,Head_60197,-1,-1,30,1,30,30001,1205030,map_dark_legion_005,banner_bubble_Boss_3,-1,,32330,6913
1206001,-1,32331,,-1,17400000,1206,Head_60172,-1,-1,1,1,1,30001,1206001,map_dark_legion_001,banner_bubble_Boss_3,-1,,32331,6913
1206002,-1,32332,,-1,17442000,1206,Head_60172,-1,-1,2,1,2,30001,1206002,map_dark_legion_001,banner_bubble_Boss_3,-1,,32332,6913
1206003,-1,32333,,-1,17484000,1206,Head_60172,-1,-1,3,1,3,30001,1206003,map_dark_legion_001,banner_bubble_Boss_3,-1,,32333,6913
1206004,-1,32334,,-1,17526000,1206,Head_60183,-1,-1,4,1,4,30001,1206004,map_dark_legion_003,banner_bubble_Boss_3,-1,,32334,6913
1206005,-1,32335,,-1,17568000,1206,Head_60184,-1,-1,5,1,5,30001,1206005,map_dark_legion_004,banner_bubble_Boss_3,-1,,32335,6913
1206006,-1,32336,,-1,17610000,1206,Head_60174,-1,-1,6,1,6,30001,1206006,map_dark_legion_002,banner_bubble_Boss_3,-1,,32336,6913
1206007,-1,32337,,-1,17652000,1206,Head_60174,-1,-1,7,1,7,30001,1206007,map_dark_legion_002,banner_bubble_Boss_3,-1,,32337,6913
1206008,-1,32338,,-1,17694000,1206,Head_60174,-1,-1,8,1,8,30001,1206008,map_dark_legion_002,banner_bubble_Boss_3,-1,,32338,6913
1206009,-1,32339,,-1,17736000,1206,Head_60183,-1,-1,9,1,9,30001,1206009,map_dark_legion_003,banner_bubble_Boss_3,-1,,32339,6913
1206010,-1,32340,,-1,17778000,1206,Head_60197,-1,-1,10,1,10,30001,1206010,map_dark_legion_005,banner_bubble_Boss_3,-1,,32340,6913
1206011,-1,32341,,-1,17820000,1206,Head_60178,-1,-1,11,1,11,30001,1206011,map_dark_legion_101,banner_bubble_Boss_3,-1,,32341,6913
1206012,-1,32342,,-1,17862000,1206,Head_60178,-1,-1,12,1,12,30001,1206012,map_dark_legion_101,banner_bubble_Boss_3,-1,,32342,6913
1206013,-1,32343,,-1,17904000,1206,Head_60178,-1,-1,13,1,13,30001,1206013,map_dark_legion_101,banner_bubble_Boss_3,-1,,32343,6913
1206014,-1,32344,,-1,17946000,1206,Head_60187,-1,-1,14,1,14,30001,1206014,map_dark_legion_103,banner_bubble_Boss_3,-1,,32344,6913
1206015,-1,32345,,-1,17988000,1206,Head_60184,-1,-1,15,1,15,30001,1206015,map_dark_legion_004,banner_bubble_Boss_3,-1,,32345,6913
1206016,-1,32346,,-1,18030000,1206,Head_60180,-1,-1,16,1,16,30001,1206016,map_dark_legion_102,banner_bubble_Boss_3,-1,,32346,6913
1206017,-1,32347,,-1,18072000,1206,Head_60180,-1,-1,17,1,17,30001,1206017,map_dark_legion_102,banner_bubble_Boss_3,-1,,32347,6913
1206018,-1,32348,,-1,18114000,1206,Head_60180,-1,-1,18,1,18,30001,1206018,map_dark_legion_102,banner_bubble_Boss_3,-1,,32348,6913
1206019,-1,32349,,-1,18156000,1206,Head_60187,-1,-1,19,1,19,30001,1206019,map_dark_legion_103,banner_bubble_Boss_3,-1,,32349,6913
1206020,-1,32350,,-1,18198000,1206,Head_60197,-1,-1,20,1,20,30001,1206020,map_dark_legion_005,banner_bubble_Boss_3,-1,,32350,6913
1206021,-1,32351,,-1,18240000,1206,Head_60182,-1,-1,21,1,21,30001,1206021,map_dark_legion_201,banner_bubble_Boss_3,-1,,32351,6913
1206022,-1,32352,,-1,18282000,1206,Head_60182,-1,-1,22,1,22,30001,1206022,map_dark_legion_201,banner_bubble_Boss_3,-1,,32352,6913
1206023,-1,32353,,-1,18324000,1206,Head_60182,-1,-1,23,1,23,30001,1206023,map_dark_legion_201,banner_bubble_Boss_3,-1,,32353,6913
1206024,-1,32354,,-1,18366000,1206,Head_60188,-1,-1,24,1,24,30001,1206024,map_dark_legion_203,banner_bubble_Boss_3,-1,,32354,6913
1206025,-1,32355,,-1,18408000,1206,Head_60184,-1,-1,25,1,25,30001,1206025,map_dark_legion_004,banner_bubble_Boss_3,-1,,32355,6913
1206026,-1,32356,,-1,18450000,1206,Head_60181,-1,-1,26,1,26,30001,1206026,map_dark_legion_202,banner_bubble_Boss_3,-1,,32356,6913
1206027,-1,32357,,-1,18492000,1206,Head_60181,-1,-1,27,1,27,30001,1206027,map_dark_legion_202,banner_bubble_Boss_3,-1,,32357,6913
1206028,-1,32358,,-1,18534000,1206,Head_60181,-1,-1,28,1,28,30001,1206028,map_dark_legion_202,banner_bubble_Boss_3,-1,,32358,6913
1206029,-1,32359,,-1,18576000,1206,Head_60188,-1,-1,29,1,29,30001,1206029,map_dark_legion_203,banner_bubble_Boss_3,-1,,32359,6913
1206030,-1,32360,,-1,18600000,1206,Head_60197,-1,-1,30,1,30,30001,1206030,map_dark_legion_005,banner_bubble_Boss_3,-1,,32360,6913
1301001,-1,32361,,-1,19200000,1301,Head_60172,-1,-1,1,1,1,30001,1301001,map_dark_legion_001,banner_bubble_Boss_3,-1,,32361,6913
1301002,-1,32362,,-1,19282800,1301,Head_60172,-1,-1,2,1,2,30001,1301002,map_dark_legion_001,banner_bubble_Boss_3,-1,,32362,6913
1301003,-1,32363,,-1,19365600,1301,Head_60172,-1,-1,3,1,3,30001,1301003,map_dark_legion_001,banner_bubble_Boss_3,-1,,32363,6913
1301004,-1,32364,,-1,19448400,1301,Head_60183,-1,-1,4,1,4,30001,1301004,map_dark_legion_003,banner_bubble_Boss_3,-1,,32364,6913
1301005,-1,32365,,-1,19531200,1301,Head_60184,-1,-1,5,1,5,30001,1301005,map_dark_legion_004,banner_bubble_Boss_3,-1,,32365,6913
1301006,-1,32366,,-1,19614000,1301,Head_60174,-1,-1,6,1,6,30001,1301006,map_dark_legion_002,banner_bubble_Boss_3,-1,,32366,6913
1301007,-1,32367,,-1,19696800,1301,Head_60174,-1,-1,7,1,7,30001,1301007,map_dark_legion_002,banner_bubble_Boss_3,-1,,32367,6913
1301008,-1,32368,,-1,19779600,1301,Head_60174,-1,-1,8,1,8,30001,1301008,map_dark_legion_002,banner_bubble_Boss_3,-1,,32368,6913
1301009,-1,32369,,-1,19862400,1301,Head_60183,-1,-1,9,1,9,30001,1301009,map_dark_legion_003,banner_bubble_Boss_3,-1,,32369,6913
1301010,-1,32370,,-1,19945200,1301,Head_60197,-1,-1,10,1,10,30001,1301010,map_dark_legion_005,banner_bubble_Boss_3,-1,,32370,6913
1301011,-1,32371,,-1,20028000,1301,Head_60178,-1,-1,11,1,11,30001,1301011,map_dark_legion_101,banner_bubble_Boss_3,-1,,32371,6913
1301012,-1,32372,,-1,20110800,1301,Head_60178,-1,-1,12,1,12,30001,1301012,map_dark_legion_101,banner_bubble_Boss_3,-1,,32372,6913
1301013,-1,32373,,-1,20193600,1301,Head_60178,-1,-1,13,1,13,30001,1301013,map_dark_legion_101,banner_bubble_Boss_3,-1,,32373,6913
1301014,-1,32374,,-1,20276400,1301,Head_60187,-1,-1,14,1,14,30001,1301014,map_dark_legion_103,banner_bubble_Boss_3,-1,,32374,6913
1301015,-1,32375,,-1,20359200,1301,Head_60184,-1,-1,15,1,15,30001,1301015,map_dark_legion_004,banner_bubble_Boss_3,-1,,32375,6913
1301016,-1,32376,,-1,20442000,1301,Head_60180,-1,-1,16,1,16,30001,1301016,map_dark_legion_102,banner_bubble_Boss_3,-1,,32376,6913
1301017,-1,32377,,-1,20524800,1301,Head_60180,-1,-1,17,1,17,30001,1301017,map_dark_legion_102,banner_bubble_Boss_3,-1,,32377,6913
1301018,-1,32378,,-1,20607600,1301,Head_60180,-1,-1,18,1,18,30001,1301018,map_dark_legion_102,banner_bubble_Boss_3,-1,,32378,6913
1301019,-1,32379,,-1,20690400,1301,Head_60187,-1,-1,19,1,19,30001,1301019,map_dark_legion_103,banner_bubble_Boss_3,-1,,32379,6913
1301020,-1,32380,,-1,20773200,1301,Head_60197,-1,-1,20,1,20,30001,1301020,map_dark_legion_005,banner_bubble_Boss_3,-1,,32380,6913
1301021,-1,32381,,-1,20856000,1301,Head_60182,-1,-1,21,1,21,30001,1301021,map_dark_legion_201,banner_bubble_Boss_3,-1,,32381,6913
1301022,-1,32382,,-1,20938800,1301,Head_60182,-1,-1,22,1,22,30001,1301022,map_dark_legion_201,banner_bubble_Boss_3,-1,,32382,6913
1301023,-1,32383,,-1,21021600,1301,Head_60182,-1,-1,23,1,23,30001,1301023,map_dark_legion_201,banner_bubble_Boss_3,-1,,32383,6913
1301024,-1,32384,,-1,21104400,1301,Head_60188,-1,-1,24,1,24,30001,1301024,map_dark_legion_203,banner_bubble_Boss_3,-1,,32384,6913
1301025,-1,32385,,-1,21187200,1301,Head_60184,-1,-1,25,1,25,30001,1301025,map_dark_legion_004,banner_bubble_Boss_3,-1,,32385,6913
1301026,-1,32386,,-1,21270000,1301,Head_60181,-1,-1,26,1,26,30001,1301026,map_dark_legion_202,banner_bubble_Boss_3,-1,,32386,6913
1301027,-1,32387,,-1,21352800,1301,Head_60181,-1,-1,27,1,27,30001,1301027,map_dark_legion_202,banner_bubble_Boss_3,-1,,32387,6913
1301028,-1,32388,,-1,21435600,1301,Head_60181,-1,-1,28,1,28,30001,1301028,map_dark_legion_202,banner_bubble_Boss_3,-1,,32388,6913
1301029,-1,32389,,-1,21518400,1301,Head_60188,-1,-1,29,1,29,30001,1301029,map_dark_legion_203,banner_bubble_Boss_3,-1,,32389,6913
1301030,-1,32390,,-1,21600000,1301,Head_60197,-1,-1,30,1,30,30001,1301030,map_dark_legion_005,banner_bubble_Boss_3,-1,,32390,6913
1302001,-1,32391,,-1,22200000,1302,Head_60172,-1,-1,1,1,1,30001,1302001,map_dark_legion_001,banner_bubble_Boss_3,-1,,32391,6913
1302002,-1,32392,,-1,22282800,1302,Head_60172,-1,-1,2,1,2,30001,1302002,map_dark_legion_001,banner_bubble_Boss_3,-1,,32392,6913
1302003,-1,32393,,-1,22365600,1302,Head_60172,-1,-1,3,1,3,30001,1302003,map_dark_legion_001,banner_bubble_Boss_3,-1,,32393,6913
1302004,-1,32394,,-1,22448400,1302,Head_60183,-1,-1,4,1,4,30001,1302004,map_dark_legion_003,banner_bubble_Boss_3,-1,,32394,6913
1302005,-1,32395,,-1,22531200,1302,Head_60184,-1,-1,5,1,5,30001,1302005,map_dark_legion_004,banner_bubble_Boss_3,-1,,32395,6913
1302006,-1,32396,,-1,22614000,1302,Head_60174,-1,-1,6,1,6,30001,1302006,map_dark_legion_002,banner_bubble_Boss_3,-1,,32396,6913
1302007,-1,32397,,-1,22696800,1302,Head_60174,-1,-1,7,1,7,30001,1302007,map_dark_legion_002,banner_bubble_Boss_3,-1,,32397,6913
1302008,-1,32398,,-1,22779600,1302,Head_60174,-1,-1,8,1,8,30001,1302008,map_dark_legion_002,banner_bubble_Boss_3,-1,,32398,6913
1302009,-1,32399,,-1,22862400,1302,Head_60183,-1,-1,9,1,9,30001,1302009,map_dark_legion_003,banner_bubble_Boss_3,-1,,32399,6913
1302010,-1,32400,,-1,22945200,1302,Head_60197,-1,-1,10,1,10,30001,1302010,map_dark_legion_005,banner_bubble_Boss_3,-1,,32400,6913
1302011,-1,32401,,-1,23028000,1302,Head_60178,-1,-1,11,1,11,30001,1302011,map_dark_legion_101,banner_bubble_Boss_3,-1,,32401,6913
1302012,-1,32402,,-1,23110800,1302,Head_60178,-1,-1,12,1,12,30001,1302012,map_dark_legion_101,banner_bubble_Boss_3,-1,,32402,6913
1302013,-1,32403,,-1,23193600,1302,Head_60178,-1,-1,13,1,13,30001,1302013,map_dark_legion_101,banner_bubble_Boss_3,-1,,32403,6913
1302014,-1,32404,,-1,23276400,1302,Head_60187,-1,-1,14,1,14,30001,1302014,map_dark_legion_103,banner_bubble_Boss_3,-1,,32404,6913
1302015,-1,32405,,-1,23359200,1302,Head_60184,-1,-1,15,1,15,30001,1302015,map_dark_legion_004,banner_bubble_Boss_3,-1,,32405,6913
1302016,-1,32406,,-1,23442000,1302,Head_60180,-1,-1,16,1,16,30001,1302016,map_dark_legion_102,banner_bubble_Boss_3,-1,,32406,6913
1302017,-1,32407,,-1,23524800,1302,Head_60180,-1,-1,17,1,17,30001,1302017,map_dark_legion_102,banner_bubble_Boss_3,-1,,32407,6913
1302018,-1,32408,,-1,23607600,1302,Head_60180,-1,-1,18,1,18,30001,1302018,map_dark_legion_102,banner_bubble_Boss_3,-1,,32408,6913
1302019,-1,32409,,-1,23690400,1302,Head_60187,-1,-1,19,1,19,30001,1302019,map_dark_legion_103,banner_bubble_Boss_3,-1,,32409,6913
1302020,-1,32410,,-1,23773200,1302,Head_60197,-1,-1,20,1,20,30001,1302020,map_dark_legion_005,banner_bubble_Boss_3,-1,,32410,6913
1302021,-1,32411,,-1,23856000,1302,Head_60182,-1,-1,21,1,21,30001,1302021,map_dark_legion_201,banner_bubble_Boss_3,-1,,32411,6913
1302022,-1,32412,,-1,23938800,1302,Head_60182,-1,-1,22,1,22,30001,1302022,map_dark_legion_201,banner_bubble_Boss_3,-1,,32412,6913
1302023,-1,32413,,-1,24021600,1302,Head_60182,-1,-1,23,1,23,30001,1302023,map_dark_legion_201,banner_bubble_Boss_3,-1,,32413,6913
1302024,-1,32414,,-1,24104400,1302,Head_60188,-1,-1,24,1,24,30001,1302024,map_dark_legion_203,banner_bubble_Boss_3,-1,,32414,6913
1302025,-1,32415,,-1,24187200,1302,Head_60184,-1,-1,25,1,25,30001,1302025,map_dark_legion_004,banner_bubble_Boss_3,-1,,32415,6913
1302026,-1,32416,,-1,24270000,1302,Head_60181,-1,-1,26,1,26,30001,1302026,map_dark_legion_202,banner_bubble_Boss_3,-1,,32416,6913
1302027,-1,32417,,-1,24352800,1302,Head_60181,-1,-1,27,1,27,30001,1302027,map_dark_legion_202,banner_bubble_Boss_3,-1,,32417,6913
1302028,-1,32418,,-1,24435600,1302,Head_60181,-1,-1,28,1,28,30001,1302028,map_dark_legion_202,banner_bubble_Boss_3,-1,,32418,6913
1302029,-1,32419,,-1,24518400,1302,Head_60188,-1,-1,29,1,29,30001,1302029,map_dark_legion_203,banner_bubble_Boss_3,-1,,32419,6913
1302030,-1,32420,,-1,24600000,1302,Head_60197,-1,-1,30,1,30,30001,1302030,map_dark_legion_005,banner_bubble_Boss_3,-1,,32420,6913
1303001,-1,32421,,-1,25200000,1303,Head_60172,-1,-1,1,1,1,30001,1303001,map_dark_legion_001,banner_bubble_Boss_3,-1,,32421,6913
1303002,-1,32422,,-1,25282800,1303,Head_60172,-1,-1,2,1,2,30001,1303002,map_dark_legion_001,banner_bubble_Boss_3,-1,,32422,6913
1303003,-1,32423,,-1,25365600,1303,Head_60172,-1,-1,3,1,3,30001,1303003,map_dark_legion_001,banner_bubble_Boss_3,-1,,32423,6913
1303004,-1,32424,,-1,25448400,1303,Head_60183,-1,-1,4,1,4,30001,1303004,map_dark_legion_003,banner_bubble_Boss_3,-1,,32424,6913
1303005,-1,32425,,-1,25531200,1303,Head_60184,-1,-1,5,1,5,30001,1303005,map_dark_legion_004,banner_bubble_Boss_3,-1,,32425,6913
1303006,-1,32426,,-1,25614000,1303,Head_60174,-1,-1,6,1,6,30001,1303006,map_dark_legion_002,banner_bubble_Boss_3,-1,,32426,6913
1303007,-1,32427,,-1,25696800,1303,Head_60174,-1,-1,7,1,7,30001,1303007,map_dark_legion_002,banner_bubble_Boss_3,-1,,32427,6913
1303008,-1,32428,,-1,25779600,1303,Head_60174,-1,-1,8,1,8,30001,1303008,map_dark_legion_002,banner_bubble_Boss_3,-1,,32428,6913
1303009,-1,32429,,-1,25862400,1303,Head_60183,-1,-1,9,1,9,30001,1303009,map_dark_legion_003,banner_bubble_Boss_3,-1,,32429,6913
1303010,-1,32430,,-1,25945200,1303,Head_60197,-1,-1,10,1,10,30001,1303010,map_dark_legion_005,banner_bubble_Boss_3,-1,,32430,6913
1303011,-1,32431,,-1,26028000,1303,Head_60178,-1,-1,11,1,11,30001,1303011,map_dark_legion_101,banner_bubble_Boss_3,-1,,32431,6913
1303012,-1,32432,,-1,26110800,1303,Head_60178,-1,-1,12,1,12,30001,1303012,map_dark_legion_101,banner_bubble_Boss_3,-1,,32432,6913
1303013,-1,32433,,-1,26193600,1303,Head_60178,-1,-1,13,1,13,30001,1303013,map_dark_legion_101,banner_bubble_Boss_3,-1,,32433,6913
1303014,-1,32434,,-1,26276400,1303,Head_60187,-1,-1,14,1,14,30001,1303014,map_dark_legion_103,banner_bubble_Boss_3,-1,,32434,6913
1303015,-1,32435,,-1,26359200,1303,Head_60184,-1,-1,15,1,15,30001,1303015,map_dark_legion_004,banner_bubble_Boss_3,-1,,32435,6913
1303016,-1,32436,,-1,26442000,1303,Head_60180,-1,-1,16,1,16,30001,1303016,map_dark_legion_102,banner_bubble_Boss_3,-1,,32436,6913
1303017,-1,32437,,-1,26524800,1303,Head_60180,-1,-1,17,1,17,30001,1303017,map_dark_legion_102,banner_bubble_Boss_3,-1,,32437,6913
1303018,-1,32438,,-1,26607600,1303,Head_60180,-1,-1,18,1,18,30001,1303018,map_dark_legion_102,banner_bubble_Boss_3,-1,,32438,6913
1303019,-1,32439,,-1,26690400,1303,Head_60187,-1,-1,19,1,19,30001,1303019,map_dark_legion_103,banner_bubble_Boss_3,-1,,32439,6913
1303020,-1,32440,,-1,26773200,1303,Head_60197,-1,-1,20,1,20,30001,1303020,map_dark_legion_005,banner_bubble_Boss_3,-1,,32440,6913
1303021,-1,32441,,-1,26856000,1303,Head_60182,-1,-1,21,1,21,30001,1303021,map_dark_legion_201,banner_bubble_Boss_3,-1,,32441,6913
1303022,-1,32442,,-1,26938800,1303,Head_60182,-1,-1,22,1,22,30001,1303022,map_dark_legion_201,banner_bubble_Boss_3,-1,,32442,6913
1303023,-1,32443,,-1,27021600,1303,Head_60182,-1,-1,23,1,23,30001,1303023,map_dark_legion_201,banner_bubble_Boss_3,-1,,32443,6913
1303024,-1,32444,,-1,27104400,1303,Head_60188,-1,-1,24,1,24,30001,1303024,map_dark_legion_203,banner_bubble_Boss_3,-1,,32444,6913
1303025,-1,32445,,-1,27187200,1303,Head_60184,-1,-1,25,1,25,30001,1303025,map_dark_legion_004,banner_bubble_Boss_3,-1,,32445,6913
1303026,-1,32446,,-1,27270000,1303,Head_60181,-1,-1,26,1,26,30001,1303026,map_dark_legion_202,banner_bubble_Boss_3,-1,,32446,6913
1303027,-1,32447,,-1,27352800,1303,Head_60181,-1,-1,27,1,27,30001,1303027,map_dark_legion_202,banner_bubble_Boss_3,-1,,32447,6913
1303028,-1,32448,,-1,27435600,1303,Head_60181,-1,-1,28,1,28,30001,1303028,map_dark_legion_202,banner_bubble_Boss_3,-1,,32448,6913
1303029,-1,32449,,-1,27518400,1303,Head_60188,-1,-1,29,1,29,30001,1303029,map_dark_legion_203,banner_bubble_Boss_3,-1,,32449,6913
1303030,-1,32450,,-1,27600000,1303,Head_60197,-1,-1,30,1,30,30001,1303030,map_dark_legion_005,banner_bubble_Boss_3,-1,,32450,6913
1304001,-1,32451,,-1,28200000,1304,Head_60172,-1,-1,1,1,1,30001,1304001,map_dark_legion_001,banner_bubble_Boss_3,-1,,32451,6913
1304002,-1,32452,,-1,28282800,1304,Head_60172,-1,-1,2,1,2,30001,1304002,map_dark_legion_001,banner_bubble_Boss_3,-1,,32452,6913
1304003,-1,32453,,-1,28365600,1304,Head_60172,-1,-1,3,1,3,30001,1304003,map_dark_legion_001,banner_bubble_Boss_3,-1,,32453,6913
1304004,-1,32454,,-1,28448400,1304,Head_60183,-1,-1,4,1,4,30001,1304004,map_dark_legion_003,banner_bubble_Boss_3,-1,,32454,6913
1304005,-1,32455,,-1,28531200,1304,Head_60184,-1,-1,5,1,5,30001,1304005,map_dark_legion_004,banner_bubble_Boss_3,-1,,32455,6913
1304006,-1,32456,,-1,28614000,1304,Head_60174,-1,-1,6,1,6,30001,1304006,map_dark_legion_002,banner_bubble_Boss_3,-1,,32456,6913
1304007,-1,32457,,-1,28696800,1304,Head_60174,-1,-1,7,1,7,30001,1304007,map_dark_legion_002,banner_bubble_Boss_3,-1,,32457,6913
1304008,-1,32458,,-1,28779600,1304,Head_60174,-1,-1,8,1,8,30001,1304008,map_dark_legion_002,banner_bubble_Boss_3,-1,,32458,6913
