id,alliance_tech,attribute_Id,diy_show,effect_march_type,effect_side,fight_force_ratio,fight_force_type,fight_type,fightType,icon,icon_big,max,name,power_ratio_hero,power_ratio_troop,report_show,team_show,type
1140,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1140,0,0,-1,-1,1
1141,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1141,0,0,-1,-1,1
1142,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1142,0,0,-1,-1,1
1143,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1143,0,0,-1,-1,1
1144,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1144,0,0,-1,-1,1
1146,-1,-1,-1,-1,-1,-1,,,[],,,100,attribute_name_1146,0,0,-1,-1,1
1145,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1145,0,0,-1,-1,2
1147,-1,-1,-1,-1,-1,-1,,,[],icon_50012,,-1,attribute_name_1147,0,0,-1,-1,2
1148,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1148,0,0,-1,-1,2
1149,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1149,0,0,-1,-1,2
1150,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1150,0,0,-1,-1,2
1151,-1,-1,-1,-1,-1,-1,,,[],,,-1,technology_adv_desc_5010102_2,0,0,-1,-1,2
1152,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1152,0,0,-1,-1,2
1153,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1153,0,0,-1,-1,2
1154,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1154,0,0,-1,-1,2
1155,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1155,0,0,-1,-1,2
1156,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1156,0,0,-1,-1,1
1157,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1157,0,0,-1,-1,1
1158,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1158,0,0,-1,-1,1
1159,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1159,0,0,-1,-1,1
1161,-1,-1,-1,-1,-1,-1,,,[],icon_30095,,-1,attribute_name_1161,0,0,-1,-1,2
1162,-1,-1,-1,-1,-1,-1,,,[],icon_30361,,-1,attribute_name_1162,0,0,-1,-1,2
1163,-1,-1,-1,-1,-1,-1,,,[],icon_30366,,-1,attribute_name_1163,0,0,-1,-1,2
1164,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1164,0,0,-1,-1,2
1165,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1165,0,0,-1,-1,1
1167,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1167,0,0,-1,-1,1
1168,-1,-1,-1,-1,-1,-1,,,[],icon_30394,,-1,attribute_name_1168,0,0,-1,-1,2
1169,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1169,0,0,-1,-1,1
1170,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1170,0,0,-1,-1,2
1171,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1171,0,0,-1,-1,1
1172,-1,-1,-1,-1,-1,-1,,,[],icon_30468,,-1,attribute_name_1172,0,0,-1,-1,2
1173,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1173,0,0,-1,-1,1
1174,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1174,0,0,-1,-1,1
1175,-1,-1,-1,-1,-1,-1,,,[],icon_temp1,,-1,temperature_detail_title,0,0,-1,-1,1
1176,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1176,0,0,-1,-1,1
1177,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1177,0,0,-1,-1,2
1178,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1178,0,0,-1,-1,1
1179,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1179,0,0,-1,-1,1
1180,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1180,0,0,-1,-1,1
1181,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1181,0,0,-1,-1,2
1182,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1182,0,0,-1,-1,2
1183,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1183,0,0,-1,-1,1
1184,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1184,0,0,-1,-1,1
1185,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1185,0,0,-1,-1,1
1186,-1,-1,-1,-1,-1,-1,,,[],func_57,,-1,attribute_name_1186,0,0,-1,-1,1
1187,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1187,0,0,-1,-1,2
1188,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1188,0,0,-1,-1,2
1189,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1189,0,0,-1,-1,1
1190,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1190,0,0,-1,-1,2
1191,-1,-1,-1,-1,-1,-1,,,[],attr_petsearch_free,,-1,attribute_name_1191,0,0,-1,-1,1
1192,-1,-1,-1,-1,-1,-1,,,[],attr_petsearch_pay,,-1,attribute_name_1192,0,0,-1,-1,1
1193,-1,-1,-1,-1,-1,-1,,,[],icon_avatartech_xiao,,-1,attribute_name_1193,0,0,-1,-1,2
1194,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1046,0,0,-1,-1,1
1195,-1,-1,-1,-1,-1,-1,,,[],attr_damage,,-1,attribute_name_1195,0,0,1,-1,2
1196,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1196,0,0,-1,-1,1
1197,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1197,0,0,-1,-1,1
1198,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1198,0,0,-1,-1,1
1199,-1,-1,-1,-1,-1,-1,,,[],icon_light1,,-1,light_detail_title,0,0,-1,-1,1
1200,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1200,0,0,-1,-1,1
1201,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1201,0,0,-1,-1,1
1202,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1202,0,0,-1,-1,2
1203,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1203,0,0,-1,-1,2
1204,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1204,0,0,-1,-1,1
1205,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1205,0,0,-1,-1,2
1206,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1206,0,0,-1,-1,1
1207,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1207,0,0,-1,-1,1
1208,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1208,0,0,-1,-1,1
1209,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1209,0,0,-1,-1,2
1210,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1210,0,0,-1,-1,2
1211,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1211,0,0,-1,-1,2
1212,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1212,0,0,-1,-1,2
1213,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1213,0,0,-1,-1,1
1214,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1214,0,0,-1,-1,1
1215,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1215,0,0,-1,-1,1
1216,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1216,0,0,-1,-1,2
1217,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1217,0,0,-1,-1,1
1218,-1,-1,-1,-1,-1,-1,,,[],icon_Decorationslv,,-1,building_lvup_des_117002,0,0,-1,-1,1
1219,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1219,0,0,-1,-1,2
1220,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1220,0,0,-1,-1,1
1221,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1221,0,0,-1,-1,1
1222,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1222,0,0,-1,-1,1
1223,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1223,0,0,-1,-1,2
1224,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1224,0,0,-1,-1,1
1225,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1225,0,0,-1,-1,1
1226,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1226,0,0,-1,-1,1
1227,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1200117,0,0,-1,-1,2
1228,-1,-1,-1,-1,-1,-1,,,[],ui_sc_chengfang,,-1,attribute_name_1228,0,0,-1,-1,2
1229,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1229,0,0,-1,-1,2
1230,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1230,0,0,-1,-1,2
1231,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1231,0,0,-1,-1,2
1232,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1232,0,0,-1,-1,2
1233,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1233,0,0,-1,-1,1
1234,-1,-1,-1,-1,-1,-1,,,[],icon_10004,,-1,attribute_name_1234,0,0,-1,-1,2
1235,-1,-1,-1,-1,-1,-1,,,[],,,-1,technology_adv_name_1235,0,0,-1,-1,1
1236,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1236,0,0,-1,-1,1
1237,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1237,0,0,-1,-1,1
1238,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1238,0,0,-1,-1,1
1242,-1,-1,-1,-1,-1,-1,,,[],icon_Season4_oxygen,,-1,oxygen_detail_title,0,0,-1,-1,1
1243,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1243,0,0,-1,-1,1
1244,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1244,0,0,-1,-1,2
1245,-1,-1,-1,-1,-1,-1,,,[],,,-1,,0,0,-1,-1,1
1246,-1,-1,-1,-1,-1,-1,,,[],icon_31094,,-1,attribute_name_1246,0,0,-1,-1,2
1247,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1247,0,0,-1,-1,2
1248,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1248,0,0,-1,-1,1
1249,-1,-1,-1,-1,-1,-1,,,[],icon_RareBeast_probability,,-1,attribute_name_1249,0,0,-1,-1,2
1250,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1250,0,0,-1,-1,1
1252,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1252,0,0,-1,-1,1
1253,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1253,0,0,-1,-1,1
1254,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1254,0,0,-1,-1,1
1255,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1255,0,0,-1,-1,2
1256,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1256,0,0,-1,-1,2
1257,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1257,0,0,-1,-1,2
1258,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1258,0,0,-1,-1,1
1259,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1259,0,0,-1,-1,1
1260,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1260,0,0,-1,-1,2
1261,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1261,0,0,-1,-1,2
1262,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1262,0,0,-1,-1,2
1301,-1,-1,-1,-1,-1,-1,,,[],icon_50016,,-1,attribute_name_1301,0,0,-1,-1,1
1401,-1,-1,-1,-1,-1,-1,,,[],icon_50017,,-1,attribute_name_1301,0,0,-1,-1,1
1501,-1,-1,-1,-1,-1,-1,,,[],icon_50018,,-1,attribute_name_1301,0,0,-1,-1,1
1502,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1502,0,0,-1,-1,2
2001,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1001,0,0,-1,-1,2
2002,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1002,0,0,-1,-1,2
2003,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1003,0,0,-1,-1,2
2004,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_2004,0,0,-1,-1,1
2005,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1004,0,0,-1,-1,2
2006,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1005,0,0,-1,-1,2
2007,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1006,0,0,-1,-1,2
2012,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_2012,0,0,-1,-1,1
2013,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_2013,0,0,-1,-1,1
2014,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_2014,0,0,-1,-1,1
2015,-1,-1,-1,-1,-1,-1,,,[],,,-1,,0,0,-1,-1,2
2016,-1,-1,-1,-1,-1,-1,,,[],,,-1,,0,0,-1,-1,1
3003,-1,-1,-1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_3003,0,0,-1,-1,1
3004,-1,-1,-1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_3004,0,0,-1,-1,1
3006,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_3006,0,0,-1,-1,2
3008,-1,-1,1,-1,-1,-1,,,[],attr_crit,,-1,attribute_name_3008,0,0,-1,-1,2
3009,-1,-1,1,-1,-1,-1,,,[],attr_riot,,-1,attribute_name_3009,0,0,-1,-1,2
3010,-1,-1,-1,-1,-1,-1,,,[],attr_critical-damage,,-1,attribute_name_3010,0,0,-1,-1,2
3011,-1,-1,-1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_3011,0,0,-1,-1,2
3012,-1,-1,-1,-1,-1,-1,,,[],attr_hit,,-1,attribute_name_3012,0,0,-1,-1,2
3013,-1,-1,-1,-1,-1,-1,,,[],attr_dodge,,-1,attribute_name_3013,0,0,-1,-1,2
3014,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_3014,0,0,-1,-1,1
3015,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_3015,0,0,-1,-1,2
3016,-1,-1,-1,-1,-1,-1,,,[],attr_parry,,-1,attribute_name_3016,0,0,-1,-1,2
3017,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_3017,0,0,-1,-1,2
3018,-1,-1,1,-1,-1,-1,,,[],attr_damage,,-1,attribute_name_3018,0,0,1,-1,2
3019,-1,-1,1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_3019,0,0,1,-1,2
3020,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_20,0,0,-1,1,2
3021,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_21,0,0,-1,1,2
3025,-1,-1,-1,-1,-1,-1,,,[],attr_damage,,-1,attribute_name_25,0,0,-1,1,2
3026,-1,-1,-1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_26,0,0,-1,1,2
3103,1,-1,1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_3103,0,0,1,-1,2
3104,1,-1,1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_3104,0,0,1,-1,2
3027,-1,-1,-1,-1,-1,-1,,,[],tech_2029,,-1,attribute_name_27,0,0,-1,-1,2
3028,-1,-1,-1,-1,-1,-1,,,[],tech_2032,,-1,attribute_name_28,0,0,-1,-1,2
3029,-1,-1,-1,-1,-1,-1,,,[],tech_2028,,-1,attribute_name_3029,0,0,-1,-1,2
3030,-1,-1,-1,-1,-1,-1,,,[],tech_2031,,-1,attribute_name_30,0,0,-1,-1,2
3031,-1,-1,-1,-1,-1,-1,,,[],tech_2027,,-1,building_lvup_des_122003,0,0,-1,-1,2
3032,-1,-1,-1,-1,-1,-1,,,[],tech_2030,,-1,building_lvup_des_122004,0,0,-1,-1,2
3062,-1,-1,1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_3062,0,0,1,-1,2
3063,-1,-1,1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_3063,0,0,1,-1,2
3022,-1,-1,-1,-1,-1,-1,,,[],attr_defence,,-1,attribute_name_3022,0,0,1,-1,1
3064,-1,-1,-1,-1,-1,-1,,,[],attr_antidefence,,-1,attribute_name_3064,0,0,1,-1,1
3067,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_3067,0,0,-1,-1,2
3090,-1,-1,-1,-1,-1,-1,,,[],tech_2029,,-1,attribute_name_27,0,0,-1,-1,2
3091,-1,-1,-1,-1,-1,-1,,,[],tech_2032,,-1,attribute_name_28,0,0,-1,-1,2
3092,-1,-1,-1,-1,-1,-1,,,[],tech_2028,,-1,attribute_name_29,0,0,-1,-1,2
3093,-1,-1,-1,-1,-1,-1,,,[],tech_2031,,-1,attribute_name_30,0,0,-1,-1,2
3094,-1,-1,-1,-1,-1,-1,,,[],tech_2027,,-1,building_lvup_des_122003,0,0,-1,-1,2
3095,-1,-1,-1,-1,-1,-1,,,[],tech_2030,,-1,building_lvup_des_122004,0,0,-1,-1,2
3096,-1,-1,-1,-1,-1,-1,,,[],attr_damage,,-1,attribute_name_3096,0,0,-1,1,2
3097,-1,-1,-1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_3097,0,0,-1,1,2
4003,-1,-1,-1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_4003,0,0,-1,-1,1
4004,-1,-1,-1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_4004,0,0,-1,-1,1
4006,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_4006,0,0,-1,-1,2
4008,-1,-1,1,-1,-1,-1,,,[],attr_crit,,-1,attribute_name_4008,0,0,-1,-1,2
4009,-1,-1,1,-1,-1,-1,,,[],attr_riot,,-1,attribute_name_4009,0,0,-1,-1,2
4010,-1,-1,-1,-1,-1,-1,,,[],attr_critical-damage,,-1,attribute_name_4010,0,0,-1,-1,2
4011,-1,-1,-1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_4011,0,0,-1,-1,2
4012,-1,-1,-1,-1,-1,-1,,,[],attr_hit,,-1,attribute_name_4012,0,0,-1,-1,2
4013,-1,-1,-1,-1,-1,-1,,,[],attr_dodge,,-1,attribute_name_4013,0,0,-1,-1,2
4014,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_4014,0,0,-1,-1,1
4015,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_4015,0,0,-1,-1,2
4016,-1,-1,-1,-1,-1,-1,,,[],attr_parry,,-1,attribute_name_4016,0,0,-1,-1,2
4017,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_4017,0,0,-1,-1,2
4018,-1,-1,1,-1,-1,-1,,,[],attr_damage,,-1,attribute_name_4018,0,0,1,-1,2
4019,-1,-1,1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_4019,0,0,1,-1,2
4020,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_20,0,0,-1,1,2
4021,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_21,0,0,-1,1,2
4025,-1,-1,-1,-1,-1,-1,,,[],attr_damage,,-1,attribute_name_25,0,0,-1,1,2
4026,-1,-1,-1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_26,0,0,-1,1,2
4103,1,-1,1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_4103,0,0,1,-1,2
4104,1,-1,1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_4104,0,0,1,-1,2
4027,-1,-1,-1,-1,-1,-1,,,[],tech_2029,,-1,building_lvup_des_123003,0,0,-1,-1,2
4028,-1,-1,-1,-1,-1,-1,,,[],tech_2032,,-1,building_lvup_des_123004,0,0,-1,-1,2
4029,-1,-1,-1,-1,-1,-1,,,[],tech_2028,,-1,attribute_name_29,0,0,-1,-1,2
4030,-1,-1,-1,-1,-1,-1,,,[],tech_2031,,-1,attribute_name_30,0,0,-1,-1,2
4031,-1,-1,-1,-1,-1,-1,,,[],tech_2027,,-1,attribute_name_4031,0,0,-1,-1,2
4032,-1,-1,-1,-1,-1,-1,,,[],tech_2030,,-1,attribute_name_32,0,0,-1,-1,2
4062,-1,-1,1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_4062,0,0,1,-1,2
4063,-1,-1,1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_4063,0,0,1,-1,2
4022,-1,-1,-1,-1,-1,-1,,,[],attr_defence,,-1,attribute_name_4022,0,0,1,-1,1
4064,-1,-1,-1,-1,-1,-1,,,[],attr_antidefence,,-1,attribute_name_4064,0,0,1,-1,1
4067,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_4067,0,0,-1,-1,2
4090,-1,-1,-1,-1,-1,-1,,,[],tech_2029,,-1,building_lvup_des_123003,0,0,-1,-1,2
4091,-1,-1,-1,-1,-1,-1,,,[],tech_2032,,-1,building_lvup_des_123004,0,0,-1,-1,2
4092,-1,-1,-1,-1,-1,-1,,,[],tech_2028,,-1,attribute_name_29,0,0,-1,-1,2
4093,-1,-1,-1,-1,-1,-1,,,[],tech_2031,,-1,attribute_name_30,0,0,-1,-1,2
4094,-1,-1,-1,-1,-1,-1,,,[],tech_2027,,-1,attribute_name_31,0,0,-1,-1,2
4095,-1,-1,-1,-1,-1,-1,,,[],tech_2030,,-1,attribute_name_32,0,0,-1,-1,2
4096,-1,-1,-1,-1,-1,-1,,,[],attr_damage,,-1,attribute_name_4096,0,0,-1,1,2
4097,-1,-1,-1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_4097,0,0,-1,1,2
5003,-1,-1,-1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_5003,0,0,-1,-1,1
5004,-1,-1,-1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_5004,0,0,-1,-1,1
5006,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_5006,0,0,-1,-1,2
5008,-1,-1,1,-1,-1,-1,,,[],attr_crit,,-1,attribute_name_5008,0,0,-1,-1,2
5009,-1,-1,1,-1,-1,-1,,,[],attr_riot,,-1,attribute_name_5009,0,0,-1,-1,2
5010,-1,-1,-1,-1,-1,-1,,,[],attr_critical-damage,,-1,attribute_name_5010,0,0,-1,-1,2
5011,-1,-1,-1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_5011,0,0,-1,-1,2
5012,-1,-1,-1,-1,-1,-1,,,[],attr_hit,,-1,attribute_name_5012,0,0,-1,-1,2
5013,-1,-1,-1,-1,-1,-1,,,[],attr_dodge,,-1,attribute_name_5013,0,0,-1,-1,2
5014,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_5014,0,0,-1,-1,1
5015,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_5015,0,0,-1,-1,2
5016,-1,-1,-1,-1,-1,-1,,,[],attr_parry,,-1,attribute_name_5016,0,0,-1,-1,2
5017,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_5017,0,0,-1,-1,2
5018,-1,-1,1,-1,-1,-1,,,[],attr_damage,,-1,attribute_name_5018,0,0,1,-1,2
5019,-1,-1,1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_5019,0,0,1,-1,2
5020,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_20,0,0,-1,1,2
5021,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_21,0,0,-1,1,2
5025,-1,-1,-1,-1,-1,-1,,,[],attr_damage,,-1,attribute_name_25,0,0,-1,1,2
5026,-1,-1,-1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_26,0,0,-1,1,2
5103,1,-1,1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_5103,0,0,1,-1,2
5104,1,-1,1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_5104,0,0,1,-1,2
5027,-1,-1,-1,-1,-1,-1,,,[],tech_2029,,-1,attribute_name_5027,0,0,-1,-1,2
5028,-1,-1,-1,-1,-1,-1,,,[],tech_2032,,-1,attribute_name_28,0,0,-1,-1,2
5029,-1,-1,-1,-1,-1,-1,,,[],tech_2028,,-1,building_lvup_des_124003,0,0,-1,-1,2
5030,-1,-1,-1,-1,-1,-1,,,[],tech_2031,,-1,building_lvup_des_124004,0,0,-1,-1,2
5031,-1,-1,-1,-1,-1,-1,,,[],tech_2027,,-1,attribute_name_31,0,0,-1,-1,2
5032,-1,-1,-1,-1,-1,-1,,,[],tech_2030,,-1,attribute_name_32,0,0,-1,-1,2
5062,-1,-1,1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_5062,0,0,1,-1,2
5063,-1,-1,1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_5063,0,0,1,-1,2
5022,-1,-1,-1,-1,-1,-1,,,[],attr_defence,,-1,attribute_name_5022,0,0,1,-1,1
5064,-1,-1,-1,-1,-1,-1,,,[],attr_antidefence,,-1,attribute_name_5064,0,0,1,-1,1
5067,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_5067,0,0,-1,-1,2
5090,-1,-1,-1,-1,-1,-1,,,[],tech_2029,,-1,attribute_name_27,0,0,-1,-1,2
5091,-1,-1,-1,-1,-1,-1,,,[],tech_2032,,-1,attribute_name_28,0,0,-1,-1,2
5092,-1,-1,-1,-1,-1,-1,,,[],tech_2028,,-1,building_lvup_des_124003,0,0,-1,-1,2
5093,-1,-1,-1,-1,-1,-1,,,[],tech_2031,,-1,building_lvup_des_124004,0,0,-1,-1,2
5094,-1,-1,-1,-1,-1,-1,,,[],tech_2027,,-1,attribute_name_31,0,0,-1,-1,2
5095,-1,-1,-1,-1,-1,-1,,,[],tech_2030,,-1,attribute_name_32,0,0,-1,-1,2
5096,-1,-1,-1,-1,-1,-1,,,[],attr_damage,,-1,attribute_name_5096,0,0,-1,1,2
5097,-1,-1,-1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_5097,0,0,-1,1,2
6001,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_6001,0,0,-1,-1,2
6002,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_6002,0,0,-1,-1,2
6003,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_6003,0,0,-1,-1,2
6004,-1,-1,-1,-1,-1,-1,,,[],,,-1,,0,0,-1,-1,2
6005,-1,-1,-1,-1,-1,-1,,,[],,,-1,,0,0,-1,-1,2
6006,-1,-1,-1,-1,-1,-1,,,[],,,-1,,0,0,-1,-1,2
6007,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_6007,0,0,-1,-1,2
6008,-1,-1,-1,-1,-1,-1,,,[],,,-1,,0,0,-1,-1,2
