id,act_1,act_2,act_3,act_time_1,act_time_2,act_time_3,actNameList,actTimeList,FX_1,FX_2,FX_3,FX_appear_1,FX_appear_2,FX_appear_3,FX_position_1,FX_position_2,FX_position_3,FX_scale_1,FX_scale_2,FX_scale_3,FX_time_1,FX_time_2,FX_time_3,fxAppearTimeList,fxPathList,fxPositionList,fxScaleList,fxTimeList
1003302,skill2,,,2333,-1,-1,[skill2],[2333],Effect/Battle/CommonEffect/Fx_Common_BaoQi_01,Effect/Battle/ShengTu_Skill02_SF,Effect/Battle/ShengTu_Skill02_skin2,0,400,367,0|0,0|0,0|0,100,50,100,500,2000,4000,[0|400|367],[Effect/Battle/CommonEffect/Fx_Common_BaoQi_01|Effect/Battle/ShengTu_Skill02_SF|Effect/Battle/ShengTu_Skill02_skin2],[[0|0]|[0|0]|[0|0]],[100|50|100],[500|2000|4000]
1003303,idle2,,,3567,-1,-1,[idle2],[3567],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003304,idle2,,,6133,-1,-1,[idle2],[6133],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003305,skill2,,,2333,-1,-1,[skill2],[2333],Effect/Battle/CommonEffect/Fx_Common_BaoQi_01,Effect/Battle/ShengTu_Skill02_SF,Effect/Battle/ShengTu_Skill02,0,400,367,0|0,0|0,0|0,100,50,100,500,2000,4000,[0|400|367],[Effect/Battle/CommonEffect/Fx_Common_BaoQi_01|Effect/Battle/ShengTu_Skill02_SF|Effect/Battle/ShengTu_Skill02],[[0|0]|[0|0]|[0|0]],[100|50|100],[500|2000|4000]
1003306,skill2,,,2333,-1,-1,[skill2],[2333],Effect/Battle/CommonEffect/Fx_Common_BaoQi_01,Effect/Battle/ShengTu_Skill02_SF,Effect/Battle/ShengTu_Skill02,0,400,367,0|0,0|0,0|0,100,50,100,500,2000,4000,[0|400|367],[Effect/Battle/CommonEffect/Fx_Common_BaoQi_01|Effect/Battle/ShengTu_Skill02_SF|Effect/Battle/ShengTu_Skill02],[[0|0]|[0|0]|[0|0]],[100|50|100],[500|2000|4000]
1003402,skill2,,,2100,-1,-1,[skill2],[2100],Effect/Battle/SaMan_Skill2_SF,Effect/Battle/SaMan_Skill2_Buff,,0,1200,-1,0|0,0|0,,100,100,-1,2000,1000,-1,[0|1200],[Effect/Battle/SaMan_Skill2_SF|Effect/Battle/SaMan_Skill2_Buff],[[0|0]|[0|0]],[100|100],[2000|1000]
1003502,idle2,,,3833,-1,-1,[idle2],[3833],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003503,idle2,,,5867,-1,-1,[idle2],[5867],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003504,idle2,,,6800,-1,-1,[idle2],[6800],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003602,idle2,,,4167,-1,-1,[idle2],[4167],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003603,skill2,,,1667,-1,-1,[skill2],[1667],Effect/Battle/CommonEffect/Fx_Common_BaoQi_01,,,0,-1,-1,0|0,,,100,-1,-1,500,-1,-1,[0],[Effect/Battle/CommonEffect/Fx_Common_BaoQi_01],[[0|0]],[100],[500]
1003604,idle2,,,6000,-1,-1,[idle2],[6000],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003702,skill1,,,1833,-1,-1,[skill1],[1833],Effect/Battle/E_YJ_skill1_attack,,,0,-1,-1,0|0,,,100,-1,-1,1500,-1,-1,[0],[Effect/Battle/E_YJ_skill1_attack],[[0|0]],[100],[1500]
1003703,skill2,,,1700,-1,-1,[skill2],[1700],Effect/Battle/E_YJ_skill2_attack,Effect/Battle/yaojing_skill2_hit2_skin,,0,0,-1,0|0,0|0,,100,100,-1,500,3000,-1,[0|0],[Effect/Battle/E_YJ_skill2_attack|Effect/Battle/yaojing_skill2_hit2_skin],[[0|0]|[0|0]],[100|100],[500|3000]
1003704,idle2,,,4433,-1,-1,[idle2],[4433],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003705,idle2,,,3867,-1,-1,[idle2],[3867],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003706,idle2,,,6933,-1,-1,[idle2],[6933],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003802,skill1,,,1533,-1,-1,[skill1],[1533],Effect/Battle/CommonEffect/Fx_Common_BaoQi_01,,,0,-1,-1,0|0,,,100,-1,-1,500,-1,-1,[0],[Effect/Battle/CommonEffect/Fx_Common_BaoQi_01],[[0|0]],[100],[500]
1003803,idle2,,,3600,-1,-1,[idle2],[3600],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003804,idle2,,,5700,-1,-1,[idle2],[5700],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003902,idle2,,,3167,-1,-1,[idle2],[3167],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003903,skill2,,,1400,-1,-1,[skill2],[1400],Effect/Battle/CommonEffect/Fx_Common_BaoQi_01,,,0,-1,-1,0|0,,,100,-1,-1,500,-1,-1,[0],[Effect/Battle/CommonEffect/Fx_Common_BaoQi_01],[[0|0]],[100],[500]
1003904,idle2,,,5100,-1,-1,[idle2],[5100],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003905,skill2,,,1400,-1,-1,[skill2],[1400],Effect/Battle/CommonEffect/Fx_Common_BaoQi_01,,,0,-1,-1,0|0,,,100,-1,-1,500,-1,-1,[0],[Effect/Battle/CommonEffect/Fx_Common_BaoQi_01],[[0|0]],[100],[500]
1003906,idle2,,,5267,-1,-1,[idle2],[5267],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1003907,idle2,,,7300,-1,-1,[idle2],[7300],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004002,skill2,,,3967,-1,-1,[skill2],[3967],Effect/Battle/CommonEffect/Fx_Common_BaoQi_01,,,0,-1,-1,0|0,,,100,-1,-1,500,-1,-1,[0],[Effect/Battle/CommonEffect/Fx_Common_BaoQi_01],[[0|0]],[100],[500]
1004003,idle2,,,3467,-1,-1,[idle2],[3467],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004004,skill2,,,3967,-1,-1,[skill2],[3967],Effect/Battle/CommonEffect/Fx_Common_BaoQi_01,,,0,-1,-1,0|0,,,100,-1,-1,500,-1,-1,[0],[Effect/Battle/CommonEffect/Fx_Common_BaoQi_01],[[0|0]],[100],[500]
1004102,idle2,,,2833,-1,-1,[idle2],[2833],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004103,idle2,,,4567,-1,-1,[idle2],[4567],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004104,idle2,,,6000,-1,-1,[idle2],[6000],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004105,idle2,,,7333,-1,-1,[idle2],[7333],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004202,idle2,,,5967,-1,-1,[idle2],[5967],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004203,skill2,idle_skill2,skill2_end,1000,1333,467,[skill2|idle_skill2|skill2_end],[1000|1333|467],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004204,idle2,,,6000,-1,-1,[idle2],[6000],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004205,skill2,idle_skill2,skill2_end,1000,1333,467,[skill2|idle_skill2|skill2_end],[1000|1333|467],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004206,idle2,,,7167,-1,-1,[idle2],[7167],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004302,idle2,,,3567,-1,-1,[idle2],[3567],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004303,idle2,,,3633,-1,-1,[idle2],[3633],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004304,idle2,,,4700,-1,-1,[idle2],[4700],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004305,skill2,,,2067,-1,-1,[skill2],[2067],Effect/Battle/XlQiangWeiGZ_skin4_skill2_R_SF_stand01,Effect/Battle/XlQiangWeiGZ_skin4_skill2_R_Hit_ride02,,0,1267,-1,0|0,0|0,,100,50,-1,1000,2000,-1,[0|1267],[Effect/Battle/XlQiangWeiGZ_skin4_skill2_R_SF_stand01|Effect/Battle/XlQiangWeiGZ_skin4_skill2_R_Hit_ride02],[[0|0]|[0|0]],[100|50],[1000|2000]
10043051,idle2,,,5267,-1,-1,[idle2],[5267],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004402,idle2,,,4933,-1,-1,[idle2],[4933],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004403,idle2,,,3600,-1,-1,[idle2],[3600],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004404,idle2,,,4833,-1,-1,[idle2],[4833],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004405,skill2,,,1400,-1,-1,[skill2],[1400],Effect/Battle/HuanChaoShi_Skill2_SF,Effect/Battle/HuanChaoShi_Skill2,,0,233,-1,0|0,0|0,,100,50,-1,1000,2000,-1,[0|233],[Effect/Battle/HuanChaoShi_Skill2_SF|Effect/Battle/HuanChaoShi_Skill2],[[0|0]|[0|0]],[100|50],[1000|2000]
1004502,idle2,,,4033,-1,-1,[idle2],[4033],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004503,idle2,,,6567,-1,-1,[idle2],[6567],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004504,idle2,,,4433,-1,-1,[idle2],[4433],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004505,idle2,,,5700,-1,-1,[idle2],[5700],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004506,skill2,,,1300,-1,-1,[skill2],[1300],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004507,idle2,,,6667,-1,-1,[idle2],[6667],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004602,idle2,,,4333,-1,-1,[idle2],[4333],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004603,idle2,,,6133,-1,-1,[idle2],[6133],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004604,idle2,,,5300,-1,-1,[idle2],[5300],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004605,idle2,,,6133,-1,-1,[idle2],[6133],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004702,idle2,,,5500,-1,-1,[idle2],[5500],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004703,idle2,,,6933,-1,-1,[idle2],[6933],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004704,skill0,,,1300,-1,-1,[skill0],[1300],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004705,idle2,,,7233,-1,-1,[idle2],[7233],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004802,idle2,,,6000,-1,-1,[idle2],[6000],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004803,idle2,,,5367,-1,-1,[idle2],[5367],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004804,idle2,,,6767,-1,-1,[idle2],[6767],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004902,idle2,,,5133,-1,-1,[idle2],[5133],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004903,idle2,,,4567,-1,-1,[idle2],[4567],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004904,skill1_r,,,1000,-1,-1,[skill1_r],[1000],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
10049041,idle2,,,6233,-1,-1,[idle2],[6233],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1004905,idle2,,,6233,-1,-1,[idle2],[6233],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1005002,idle2,,,6733,-1,-1,[idle2],[6733],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1005003,idle2,,,6200,-1,-1,[idle2],[6200],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1005102,idle2,,,5433,-1,-1,[idle2],[5433],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1005103,idle2,,,5767,-1,-1,[idle2],[5767],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1005104,idle2,,,5900,-1,-1,[idle2],[5900],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1005105,skill1,,,2033,-1,-1,[skill1],[2033],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1005202,idle2,,,6600,-1,-1,[idle2],[6600],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1005203,idle2,,,5333,-1,-1,[idle2],[5333],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
1005302,idle2,,,6533,-1,-1,[idle2],[6533],,,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,[],[],[],[],[]
