id,building_ratio,compensation_id,compensation_num,compensation_type,hero_limit,is_removal,level_limit,num,num_1,num_2,num_3,num_4,num_5,reward_1,reward_2,reward_3,reward_4,reward_5,type,type_1,type_2,type_3,type_4,type_5,weight_1,weight_2,weight_3,weight_4,weight_5
6822,-1,,,,-1,0,-1,1,[500],[25450],[6806],[2|10|9],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6823,-1,,,,-1,0,-1,1,[500],[26160],[7015],[2|11|10],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6824,-1,,,,-1,0,-1,1,[500],[26870],[7314],[2|11|11],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6825,-1,,,,-1,0,-1,1,[500],[27580],[7527],[2|11|12],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6826,-1,,,,-1,0,-1,1,[500],[28280],[7742],[2|11|13],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6827,-1,,,,-1,0,-1,1,[500],[29000],[7958],[2|11|14],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6828,-1,,,,-1,0,-1,1,[500],[29770],[8266],[2|11|15],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6829,-1,,,,-1,0,-1,1,[500],[30480],[8486],[2|11|16],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6830,-1,,,,-1,0,-1,1,[500],[31190],[8709],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6831,-1,,,,-1,0,-1,1,[500],[31810],[8931],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6832,-1,,,,-1,0,-1,1,[500],[32430],[9154],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6833,-1,,,,-1,0,-1,1,[500],[33060],[9376],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6834,-1,,,,-1,0,-1,1,[500],[33680],[9599],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6835,-1,,,,-1,0,-1,1,[500],[34300],[9821],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6836,-1,,,,-1,0,-1,1,[500],[34930],[10044],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6837,-1,,,,-1,0,-1,1,[500],[35550],[10266],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6838,-1,,,,-1,0,-1,1,[500],[36180],[10488],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6839,-1,,,,-1,0,-1,1,[500],[36800],[10711],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6840,-1,,,,-1,0,-1,1,[500],[37420],[10933],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6841,-1,,,,-1,0,-1,1,[500],[35870],[10020],[2|12|17],[1],[8],[4],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6851,-1,,,,-1,0,-1,1,[500],[1070],[273],[1],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6852,-1,,,,-1,0,-1,1,[500],[1630],[533],[1],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6853,-1,,,,-1,0,-1,1,[500],[2830],[750],[1],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6854,-1,,,,-1,0,-1,1,[500],[4710],[978],[1],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6855,-1,,,,-1,0,-1,1,[500],[6370],[1612],[1],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6856,-1,,,,-1,0,-1,1,[500],[7350],[1870],[1],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6857,-1,,,,-1,0,-1,1,[500],[9110],[2315],[1],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6858,-1,,,,-1,0,-1,1,[500],[10010],[2614],[1],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6859,-1,,,,-1,0,-1,1,[500],[11030],[2874],[1],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6860,-1,,,,-1,0,-1,1,[500],[12700],[3209],[1],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6861,-1,,,,-1,0,-1,1,[500],[13120],[3498],[1],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6862,-1,,,,-1,0,-1,1,[500],[14210],[3801],[2],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6863,-1,,,,-1,0,-1,1,[500],[15400],[4190],[2],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6864,-1,,,,-1,0,-1,1,[500],[16720],[4525],[2],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6865,-1,,,,-1,0,-1,1,[500],[18590],[5048],[2],[1],[8],[5],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6866,-1,,,,-1,0,-1,1,[500],[19890],[5418],[2|10|3],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6867,-1,,,,-1,0,-1,1,[500],[20750],[5701],[2|10|4],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6868,-1,,,,-1,0,-1,1,[500],[21470],[5901],[2|10|5],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6869,-1,,,,-1,0,-1,1,[500],[22290],[6103],[2|10|6],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6870,-1,,,,-1,0,-1,1,[500],[23100],[6307],[2|10|7],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6871,-1,,,,-1,0,-1,1,[500],[24670],[6598],[2|10|8],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6872,-1,,,,-1,0,-1,1,[500],[25450],[6806],[2|10|9],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6873,-1,,,,-1,0,-1,1,[500],[26160],[7015],[2|11|10],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6874,-1,,,,-1,0,-1,1,[500],[26870],[7314],[2|11|11],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6875,-1,,,,-1,0,-1,1,[500],[27580],[7527],[2|11|12],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6876,-1,,,,-1,0,-1,1,[500],[28280],[7742],[2|11|13],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6877,-1,,,,-1,0,-1,1,[500],[29000],[7958],[2|11|14],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6878,-1,,,,-1,0,-1,1,[500],[29770],[8266],[2|11|15],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6879,-1,,,,-1,0,-1,1,[500],[30480],[8486],[2|11|16],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6880,-1,,,,-1,0,-1,1,[500],[31190],[8709],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6881,-1,,,,-1,0,-1,1,[500],[31810],[8931],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6882,-1,,,,-1,0,-1,1,[500],[32430],[9154],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6883,-1,,,,-1,0,-1,1,[500],[33060],[9376],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6884,-1,,,,-1,0,-1,1,[500],[33680],[9599],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6885,-1,,,,-1,0,-1,1,[500],[34300],[9821],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6886,-1,,,,-1,0,-1,1,[500],[34930],[10044],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6887,-1,,,,-1,0,-1,1,[500],[35550],[10266],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6888,-1,,,,-1,0,-1,1,[500],[36180],[10488],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6889,-1,,,,-1,0,-1,1,[500],[36800],[10711],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6890,-1,,,,-1,0,-1,1,[500],[37420],[10933],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6891,-1,,,,-1,0,-1,1,[500],[35870],[10020],[2|12|17],[1],[8],[5],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6701,-1,,,,-1,0,-1,1,[500],[532],[273],[1],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6702,-1,,,,-1,0,-1,1,[500],[813],[533],[1],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6703,-1,,,,-1,0,-1,1,[500],[1412],[750],[1],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6704,-1,,,,-1,0,-1,1,[500],[2353],[978],[1],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6705,-1,,,,-1,0,-1,1,[500],[3185],[1612],[1],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6706,-1,,,,-1,0,-1,1,[500],[3675],[1870],[1],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6707,-1,,,,-1,0,-1,1,[500],[4554],[2315],[1],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6708,-1,,,,-1,0,-1,1,[500],[5005],[2614],[1],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6709,-1,,,,-1,0,-1,1,[500],[5514],[2874],[1],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6710,-1,,,,-1,0,-1,1,[500],[6350],[3209],[1],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6711,-1,,,,-1,0,-1,1,[500],[6560],[3498],[1],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6712,-1,,,,-1,0,-1,1,[500],[7105],[3801],[2],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6713,-1,,,,-1,0,-1,1,[500],[7696],[4190],[2],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6714,-1,,,,-1,0,-1,1,[500],[8360],[4525],[2],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6715,-1,,,,-1,0,-1,1,[500],[9294],[5048],[2],[1],[8],[6],[3],[250],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000],[1250]
6716,-1,,,,-1,0,-1,1,[500],[9943],[5418],[2|10|3],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6717,-1,,,,-1,0,-1,1,[500],[10375],[5701],[2|10|4],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6718,-1,,,,-1,0,-1,1,[500],[10734],[5901],[2|10|5],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6719,-1,,,,-1,0,-1,1,[500],[11142],[6103],[2|10|6],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6720,-1,,,,-1,0,-1,1,[500],[11550],[6307],[2|10|7],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6721,-1,,,,-1,0,-1,1,[500],[12334],[6598],[2|10|8],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6722,-1,,,,-1,0,-1,1,[500],[12721],[6806],[2|10|9],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6723,-1,,,,-1,0,-1,1,[500],[13077],[7015],[2|11|10],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6724,-1,,,,-1,0,-1,1,[500],[13431],[7314],[2|11|11],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6725,-1,,,,-1,0,-1,1,[500],[13786],[7527],[2|11|12],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6726,-1,,,,-1,0,-1,1,[500],[14140],[7742],[2|11|13],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6727,-1,,,,-1,0,-1,1,[500],[14496],[7958],[2|11|14],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6728,-1,,,,-1,0,-1,1,[500],[14883],[8266],[2|11|15],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6729,-1,,,,-1,0,-1,1,[500],[15237],[8486],[2|11|16],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6730,-1,,,,-1,0,-1,1,[500],[15591],[8709],[2|12|17],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6731,-1,,,,-1,0,-1,1,[500],[15903],[8931],[2|12|17],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6732,-1,,,,-1,0,-1,1,[500],[16215],[9154],[2|12|17],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6733,-1,,,,-1,0,-1,1,[500],[16527],[9376],[2|12|17],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6734,-1,,,,-1,0,-1,1,[500],[16839],[9599],[2|12|17],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6735,-1,,,,-1,0,-1,1,[500],[17150],[9821],[2|12|17],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6736,-1,,,,-1,0,-1,1,[500],[17462],[10044],[2|12|17],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6737,-1,,,,-1,0,-1,1,[500],[17774],[10266],[2|12|17],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6738,-1,,,,-1,0,-1,1,[500],[18086],[10488],[2|12|17],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6739,-1,,,,-1,0,-1,1,[500],[18398],[10711],[2|12|17],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6740,-1,,,,-1,0,-1,1,[500],[18710],[10933],[2|12|17],[1],[8],[6],[3],[250|237|154],[161004],4,998,999,999,2,2,[10000],[10000],[10000],[10000|10000|10000],[1250]
6901,-1,,,,-1,0,-1,1,[1000],[3480|3480],[282],[2],,[8],[4|5],[3],[250],,2,998,999,999,2,-1,,,,,
6902,-1,,,,-1,0,-1,1,[1000],[6890|6890],[640],[3],,[8],[4|5],[3],[250],,2,998,999,999,2,-1,,,,,
6903,-1,,,,-1,0,-1,1,[1000],[10010|10010],[1911],[3],,[8],[4|5],[3],[250],,2,998,999,999,2,-1,,,,,
6904,-1,,,,-1,0,-1,1,[1000],[14210|14210],[3773],[4],,[8],[4|5],[3],[250],,2,998,999,999,2,-1,,,,,
6905,-1,,,,-1,0,-1,1,[1000],[19890|19890],[5929],[4],,[8],[4|5],[3],[250],,2,998,999,999,2,-1,,,,,
6906,-1,,,,-1,0,-1,1,[1000],[21470|21470],[9627],[4|26|30],,[8],[4|5],[3],[250|237|154],,2,998,999,999,2,-1,,,,,
6907,-1,,,,-1,0,-1,1,[1000],[23100|23100],[13577],[4|26|32],,[8],[4|5],[3],[250|237|154],,2,998,999,999,2,-1,,,,,
6908,-1,,,,-1,0,-1,1,[1000],[25450|25450],[17705],[5|27|34],,[8],[4|5],[3],[250|237|154],,2,998,999,999,2,-1,,,,,
6909,-1,,,,-1,0,-1,1,[1000],[28280|28280],[20418],[5|28|36],,[8],[4|5],[3],[250|237|154],,2,998,999,999,2,-1,,,,,
6910,-1,,,,-1,0,-1,1,[1000],[31190|31190],[23226],[5|30|38],,[8],[4|5],[3],[250|237|154],,2,998,999,999,2,-1,,,,,
6930,-1,,,,-1,0,-1,1,[1000],[35870|35870],[26127],[5|30|40],,[8],[4|5],[3],[250|237|154],,2,998,999,999,2,-1,,,,,
6911,-1,,,,-1,0,-1,1,[1000],[3480|3480],[282],[2],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6912,-1,,,,-1,0,-1,1,[1000],[6890|6890],[640],[3],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6913,-1,,,,-1,0,-1,1,[1000],[10010|10010],[1911],[3],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6914,-1,,,,-1,0,-1,1,[1000],[14210|14210],[3773],[4],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6915,-1,,,,-1,0,-1,1,[1000],[19890|19890],[5929],[4],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6916,-1,,,,-1,0,-1,1,[1000],[21470|21470],[9627],[4|26|30],[1|1],[8],[4|5],[3],[250|237|154],[161004|161005],2,998,999,999,2,2,,,,,
6917,-1,,,,-1,0,-1,1,[1000],[23100|23100],[13577],[4|26|32],[1|1],[8],[4|5],[3],[250|237|154],[161004|161005],2,998,999,999,2,2,,,,,
6918,-1,,,,-1,0,-1,1,[1000],[25450|25450],[17705],[5|27|34],[1|1],[8],[4|5],[3],[250|237|154],[161004|161005],2,998,999,999,2,2,,,,,
6919,-1,,,,-1,0,-1,1,[1000],[28280|28280],[20418],[5|28|36],[1|1],[8],[4|5],[3],[250|237|154],[161004|161005],2,998,999,999,2,2,,,,,
6920,-1,,,,-1,0,-1,1,[1000],[31190|31190],[23226],[5|30|38],[1|1],[8],[4|5],[3],[250|237|154],[161004|161005],2,998,999,999,2,2,,,,,
6931,-1,,,,-1,0,-1,1,[1000],[35870|35870],[26127],[5|30|40],[1|1],[8],[4|5],[3],[250|237|154],[161004|161005],2,998,999,999,2,2,,,,,
6940,-1,,,,-1,0,-1,1,[3],,,,,[204005],,,,,2,2,-1,-1,-1,-1,,,,,
6941,-1,,,,-1,0,-1,1,[3],,,,,[204005],,,,,2,2,-1,-1,-1,-1,,,,,
6950,-1,,,,-1,0,-1,1,,[1|1],[1],[1],[1|1|1],,[4|5],[3],[250],[204005|161004|161005],2,-1,999,999,2,2,,,,,
6951,-1,,,,-1,0,-1,1,[1000],[3480|3480],[282],[2],[3|1|1],[8],[4|5],[3],[250],[204005|161004|161005],2,998,999,999,2,2,,,,,
6952,-1,,,,-1,0,-1,1,[1000],[6890|6890],[640],[3],[3|1|1],[8],[4|5],[3],[250],[204005|161004|161005],2,998,999,999,2,2,,,,,
6953,-1,,,,-1,0,-1,1,[1000],[10010|10010],[1911],[3],[3|1|1],[8],[4|5],[3],[250],[204005|161004|161005],2,998,999,999,2,2,,,,,
6954,-1,,,,-1,0,-1,1,[1000],[14210|14210],[3773],[4],[3|1|1],[8],[4|5],[3],[250],[204005|161004|161005],2,998,999,999,2,2,,,,,
6955,-1,,,,-1,0,-1,1,[1000],[19890|19890],[5929],[4],[3|1|1],[8],[4|5],[3],[250],[204005|161004|161005],2,998,999,999,2,2,,,,,
6956,-1,,,,-1,0,-1,1,[1000],[21470|21470],[9627],[4|26|30],[3|1|1],[8],[4|5],[3],[250|237|154],[204005|161004|161005],2,998,999,999,2,2,,,,,
6957,-1,,,,-1,0,-1,1,[1000],[23100|23100],[13577],[4|26|32],[3|1|1],[8],[4|5],[3],[250|237|154],[204005|161004|161005],2,998,999,999,2,2,,,,,
6958,-1,,,,-1,0,-1,1,[1000],[25450|25450],[17705],[5|27|34],[3|1|1],[8],[4|5],[3],[250|237|154],[204005|161004|161005],2,998,999,999,2,2,,,,,
6959,-1,,,,-1,0,-1,1,[1000],[28280|28280],[20418],[5|28|36],[3|1|1],[8],[4|5],[3],[250|237|154],[204005|161004|161005],2,998,999,999,2,2,,,,,
6960,-1,,,,-1,0,-1,1,[1000],[31190|31190],[23226],[5|30|38],[3|1|1],[8],[4|5],[3],[250|237|154],[204005|161004|161005],2,998,999,999,2,2,,,,,
6970,-1,,,,-1,0,-1,1,[1000],[6240|6240],[19255],[3],,[8],[4|5],[3],[250],,2,998,999,999,2,-1,,,,,
6971,-1,,,,-1,0,-1,1,[1000],[24000|24000],[19255],[3],,[8],[4|5],[3],[250],,2,998,999,999,2,-1,,,,,
6981,-1,,,,-1,0,-1,1,[1000],[3480|3480],[282],[2],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6982,-1,,,,-1,0,-1,1,[1000],[6890|6890],[640],[3],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6983,-1,,,,-1,0,-1,1,[1000],[10010|10010],[1911],[3],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6984,-1,,,,-1,0,-1,1,[1000],[14210|14210],[3773],[4],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6985,-1,,,,-1,0,-1,1,[1000],[19890|19890],[5929],[4],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6986,-1,,,,-1,0,-1,1,[1000],[21470|21470],[9627],[4|60],[1|1],[8],[4|5],[3],[250|154],[161004|161005],2,998,999,999,2,2,,,,,
6987,-1,,,,-1,0,-1,1,[1000],[23100|23100],[13577],[4|64],[1|1],[8],[4|5],[3],[250|154],[161004|161005],2,998,999,999,2,2,,,,,
6988,-1,,,,-1,0,-1,1,[1000],[25450|25450],[17705],[4|68],[1|1],[8],[4|5],[3],[250|154],[161004|161005],2,998,999,999,2,2,,,,,
6989,-1,,,,-1,0,-1,1,[1000],[28280|28280],[20418],[4|72],[1|1],[8],[4|5],[3],[250|154],[161004|161005],2,998,999,999,2,2,,,,,
6990,-1,,,,-1,0,-1,1,[1000],[31190|31190],[23226],[4|76],[1|1],[8],[4|5],[3],[250|154],[161004|161005],2,998,999,999,2,2,,,,,
6991,-1,,,,-1,0,-1,1,[1000],[3480|3480],[282],[2],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6992,-1,,,,-1,0,-1,1,[1000],[6890|6890],[640],[3],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6993,-1,,,,-1,0,-1,1,[1000],[10010|10010],[1911],[3],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6994,-1,,,,-1,0,-1,1,[1000],[14210|14210],[3773],[4],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6995,-1,,,,-1,0,-1,1,[1000],[19890|19890],[5929],[4],[1|1],[8],[4|5],[3],[250],[161004|161005],2,998,999,999,2,2,,,,,
6996,-1,,,,-1,0,-1,1,[1000],[21470|21470],[9627],[4|60],[1|1],[8],[4|5],[3],[250|154],[161004|161005],2,998,999,999,2,2,,,,,
