id,adjuest_day1,adjuest_day10,adjuest_day11,adjuest_day12,adjuest_day13,adjuest_day14,adjuest_day15,adjuest_day16,adjuest_day17,adjuest_day18,adjuest_day19,adjuest_day2,adjuest_day20,adjuest_day21,adjuest_day22,adjuest_day23,adjuest_day24,adjuest_day25,adjuest_day26,adjuest_day27,adjuest_day28,adjuest_day29,adjuest_day3,adjuest_day30,adjuest_day4,adjuest_day5,adjuest_day6,adjuest_day7,adjuest_day8,adjuest_day9
60003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
60004,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
60005,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
60006,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
60007,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
60008,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
60009,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
60010,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
60011,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
60012,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
61001,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
61002,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
61003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
66111,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
66121,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
66131,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
68101,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
68201,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70001,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70002,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70004,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70005,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70006,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70007,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70008,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70009,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70010,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70011,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
70012,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
71001,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
71002,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
71003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
76111,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
76121,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
76131,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
78101,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80001,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80002,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80004,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80005,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80006,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80007,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80008,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80009,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80010,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80011,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80012,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80013,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
80014,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
81001,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
81002,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
81003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
86111,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
86121,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
86131,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
88101,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90001,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90002,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90004,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90005,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90006,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90007,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90008,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90009,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90010,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90011,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90012,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
90013,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
91001,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
91002,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
91003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93001,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93002,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93004,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93005,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93006,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93007,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93008,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93009,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93010,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93011,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
93012,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
94001,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
94002,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
94003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
