id,conditionParamList,banner_icon,banner_image,banner_time,close_country,condition,correlate_show,date_color,date_dec,date_show,date_type,DefeatUI_desc,DefeatUI_icon,delay_time,describe,end_form_finish,end_show_time,entry_icon_type,exchangeRange,extra_reward,faq,form_list,goto_type,goto_value,gotoValueNum,icon,is_commerce,is_open,is_resources,item,login_data_get,loop_type,mail,MainTime_show,MainUI_btn,MainUI_icon,MainUI_isShow,MainUI_name,MainUI_order,MainUI_require,MainUI_show,mutex,name,on_broad,open_country,OpenPanel,order,param,param2,plat,recommend_type,recycle,red_point,reward_activity,reward_show,season,server_activity_time,server_list,server_open_day,service_id,show_colortype,show_desc,show_pic,show_reward,show_type,spec_name,switch_name,take_effect_time,time_type,type,ui_image,ui_type,uid,weight
985,[[5|10]],,Textures/ActivityList/Activity_Banner_4,-1,,5|10,-1,2,,1,1,,,-1,activity_describe_heian,,-1,1,[],,UI_pengpeng_001,"7|316|204005,34|16",-1,,[],Activity_107,-1,1,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,activity_name_xueguai,-1,,RallyAcitivtyPanel,-1,,,,-1,,-1,,6950,-1,2024-4-8 00:00:00|2024-4-14 23:59:59,"1-501,10001-10028",,,-1,UI_RallyActivity_015,,-1,-1,,,2024-4-8 00:00:00|2024-4-14 23:59:59,1,32,,,,900
986,[[5|10]],,Textures/ActivityList/Activity_Banner_4,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,activity_namexueguai,,-1,2,[],,activity_faq_bp,38|1077|404025001|10270002|157|200|12079999|12089999|1|0|0,-1,,[],Activity_107,1,1,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,activity_namexueguai,-1,,,-1,,,,-1,,-1,,,-1,2024-4-8 00:00:00|2024-4-14 23:59:59,"1-501,10001-10028",,,-1,activity_describe_171,,-1,-1,,,2024-4-8 00:00:00|2024-4-14 23:59:59,1,34,,,,900
987,[[5|10]],,Textures/ActivityList/Activity_Banner_5,-1,,5|10,-1,2,,1,1,,,-1,activity_describe_heian,,-1,1,[],,UI_pengpeng_001,"7|331|204005,34|17",-1,,[],Activity_108,-1,1,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,activity_name_jumo,-1,,RallyAcitivtyPanel,-1,,,,-1,,-1,,6950,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10107,1001-1004",,,-1,UI_RallyActivity_015,,-1,-1,,,"6|1|7,6|1|7,-1",13,32,,,,900
988,[[5|10]],,Textures/ActivityList/Activity_Banner_5,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,activity_namejumo,,-1,2,[],,activity_faq_bp,38|1077|404025002|10270002|175|200|12079999|12089999|1|0|0,-1,,[],Activity_108,1,1,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,activity_namejumo,-1,,,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10107,1001-1004",,,-1,activity_describe_171,,-1,-1,,,"6|1|7,6|1|7,-1",13,34,,,,900
989,[[5|10]],,,-1,,5|10,-1,4,,1,1,,,-1,,,-1,1,[],,activity_describe_252,"30|9250009|60|26|0|200|3|14400,31|173,7|329|9250010,35|145",-1,,[],Activity_60,1,1,-1,-1,-1,-1,-1,1,4,,-1,,-1,,1,,activity_name_252,-1,,,-1,[9250001|9250002|9250003|9250004|9250005|9250006],,,-1,,-1,,404026001,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10074",,,-1,,,-1,-1,,,"5|6|7,5|6|7,-1",13,29,,,,100
990,[[5|10]],,Textures/ActivityList/S_banner_zhanling,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,activity_name315,,-1,2,[],,activity_faq_bp,38|2072|404025003|10270002|174|300|402024999|402220007|1|0|0,-1,,[],Activity_21,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name315,-1,,,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10107,1001-1004",,,-1,activity_describe_171,,-1,-1,,,"5|6|7,5|6|7,-1",13,34,,,,101
991,[[5|10]],,remote:BG_FullScreen/ActivityBG_Package_new10.jpg,-1,,5|10,-1,6,,1,1,,,-1,,,-1,2,[],,activity_faq_639,50|401124901|0,-1,,[],remote:Icon_Function/Activity_198.png,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name_city2,-1,,,-1,[401081101|401081102|401081103],,,-1,,-1,,404027501,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10074",,,-1,,,-1,-1,,,"6|2|4,6|2|4,-1",13,49,,,,300
992,[[5|10]],,remote:BG_Banner/banner_shop_05.png,-1,,5|10,-1,-1,,-1,-1,,,-1,,,-1,2,[],,activity_describe_273,7|330|401081002,-1,,[],remote:Icon_Function/Activity_11.png,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name_shop,-1,,,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10074",,,-1,,,-1,-1,,,"6|2|4,6|2|4,-1",13,44,,,,301
993,[[5|10]],,,-1,,5|10,-1,4,,1,1,,,-1,,,-1,1,[],,activity_describe_252,"30|9250009|60|27|0|200|3|14400,31|177,7|332|9250010,35|145",-1,,[],Activity_60,1,1,-1,-1,-1,-1,-1,1,4,,-1,,-1,,1,,activity_name_252,-1,,,-1,[9250001|9250002|9250003|9250004|9250005|9250006],,,-1,,-1,,404020001,-1,2024-4-6 00:00:00|2024-4-12 23:59:59,"1-501,10001-10028",,,-1,,,-1,-1,,,2024-4-6 00:00:00|2024-4-12 23:59:59,1,29,,,,100
994,[[5|10]],,Textures/ActivityList/S_banner_zhanling,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,activity_name315,,-1,2,[],,activity_faq_bp,38|2072|404021553|10270002|176|300|402024999|402220007|1|0|0,-1,,[],Activity_21,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name315,-1,,,-1,,,,-1,,-1,,,-1,2024-4-6 00:00:00|2024-4-12 23:59:59,"1-501,10001-10028",,,-1,activity_describe_171,,-1,-1,,,2024-4-6 00:00:00|2024-4-12 23:59:59,1,34,,,,101
995,[[5|10]],,remote:BG_FullScreen/ActivityBG_Package_new10.jpg,-1,,5|10,-1,-1,,-1,-1,,,-1,,,-1,2,[],,activity_faq_zb,50|402225558|0,-1,,[],remote:Icon_Function/Activity_158.png,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,exchange_desc_niuqu,-1,,,-1,[402225555|402225556|402225557],,,-1,,-1,,,-1,2024-4-8 00:00:00|2024-4-12 23:59:59,"1-501,10001-10028",,,-1,,,-1,-1,,,2024-4-8 00:00:00|2024-4-12 23:59:59,1,49,,,,300
996,[[5|10]],,remote:BG_Banner/banner_shop_08.png,-1,,5|10,-1,-1,,-1,-1,,,-1,,,-1,2,[],,activity_describe_273,7|333|402221112,-1,,[],remote:Icon_Function/Activity_11.png,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name_shop,-1,,,-1,,,,-1,,-1,,,-1,2024-4-8 00:00:00|2024-4-12 23:59:59,"1-501,10001-10028",,,-1,,,-1,-1,,,2024-4-8 00:00:00|2024-4-12 23:59:59,1,44,,,,301
997,[[2|117|5]],hd_banner_junbei,Textures/ActivityList/ghjb_rukoutu,-1,,2|117|5,-1,5,,1,2,,,-1,race_alliance_displaytip2,,-1,1,[],10508|5|11030101,race_alliance_faq_101,46|201|201|2|0,-1,,[],Activity_74,-1,1,-1,-1,1,-1,-1,1,-1,,-1,,-1,,1,,race_alliance_name,-1,,,-1,,,,-1,,-1,,10902,-1,2024-4-13 00:00:00|2024-4-22 00:00:00,10001-10015,,,-1,,,-1,-1,,,2024-4-13 00:00:00|2024-4-22 00:00:00,1,43,,,,999
998,[[2|117|5]],Activity_209,remote:BG_Banner/img_zdy_banner.png|remote:BG_FullScreen/bg_zdy_banner.jpg,-1,,2|117|5,-1,5,,1,2,,,-1,mobilization_activity_title_desc,,-1,1,[],,mobilization_function_tip,52|104,-1,,[],remote:Icon_Function\Activity_185.png,-1,1,-1,-1,1,-1,-1,1,-1,,-1,,-1,,1,,mobilization_title1,-1,,,-1,,,,-1,506|507,-1,,17012,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,10016-10028,,,-1,,,-1,-1,,,"19|1|7,20|1|7,-1",13,52,,,,-1
378,[[2|117|8]],,,-1,,2|117|8,-1,-1,,-1,-1,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,0,-1,-1,1,1,-1,-1,-1,,-1,,-1,,-1,,activity_name378,-1,,,-1,,,,-1,,-1,,,-1,2023-11-16 00:00:00|2033-11-24 23:59:59,"10001-10107,1001-1004",,,-1,,,-1,-1,,,72,2,40,,,,900
464,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"10015-10107,1001-1004",,,-1,,,-1,-1,,,12|3,6,40,,,,900
466,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"10015-10107,1001-1004",,,-1,,,-1,-1,,,26|3,6,40,,,,900
585,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"10015-10107,1001-1004",,,-1,,,-1,-1,,,40|3,6,40,,,,900
641,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"10015-10107,1001-1004",,,-1,,,-1,-1,,,54|3,6,40,,,,900
643,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"10015-10107,1001-1004",,,-1,,,-1,-1,,,68|3,6,40,,,,900
645,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"10015-10107,1001-1004",,,-1,,,-1,-1,,,82|3,6,40,,,,900
841,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"10015-10107,1001-1004",,,-1,,,-1,-1,,,96|3,6,40,,,,900
895,[[2|117|6]],,,-1,,2|117|6,-1,-1,,-1,-1,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,,-1,2024-03-15 00:00:00|2024-03-17 23:59:59,10001-10013,,,-1,,,-1,-1,,,2024-03-15 00:00:00|2024-03-17 23:59:59,1,40,,,,900
896,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"10014-10107,1001-1004",,,-1,,,-1,-1,,,110|3,6,40,,,,900
959,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2024-3-29 00:00:00|2024-3-31 23:59:59,"1-501,10001-10013",,,-1,,,-1,-1,,,2024-3-29 00:00:00|2024-3-31 23:59:59,1,40,,,,900
960,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"10014-10107,1001-1004",,,-1,,,-1,-1,,,124|3,6,40,,,,900
999,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2024-4-18 00:00:00|2024-4-21 23:59:59,10001-10015,,,-1,,,-1,-1,,,2024-4-18 00:00:00|2024-4-21 23:59:59,1,40,,,,900
1000,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"10016-10107,1001-1004",,,-1,,,-1,-1,,,138|3,6,40,,,,900
1001,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2024-5-02 00:00:00|2024-5-04 23:59:59,10001-10015,,,-1,,,-1,-1,,,2024-5-02 00:00:00|2024-5-04 23:59:59,1,40,,,,900
1002,[[2|117|6]],,,-1,,2|117|6,-1,3,,1,2,,,-1,activity_describe_378,,-1,1,[],,activity_describe_378,45,-1,,[],Activity_116,-1,1,-1,-1,-1,1,-1,-1,-1,,-1,,-1,,-1,378,activity_name378,-1,,,-1,,,,-1,,-1,,32000,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"10016-10107,1001-1004",,,-1,,,-1,-1,,,152|3,6,40,,,,900
1003,[[5|10]],,,-1,,5|10,-1,4,,1,1,,,-1,,,-1,1,[],,activity_describe_252,"30|9250009|60|26|0|200|3|14400,31|173,7|334|9250010,35|145",-1,,[],Activity_60,1,1,-1,-1,-1,-1,-1,1,4,,-1,,-1,,1,,activity_name_252,-1,,,-1,[9250001|9250002|9250003|9250004|9250005|9250006],,,-1,,-1,,404026001,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10075-10107,1001-1004",,,-1,,,-1,-1,,,"5|6|7,5|6|7,-1",13,29,,,,100
1004,[[5|10]],,Textures/ActivityList/TotalPay_Common,-1,,5|10,-1,6,,1,1,,,-1,activity_describe_206,,-1,2,[],,activity_faq_193_1,23|9120001|1|100|404116001|200|404116002|400|404116003|1000|404116004,-1,,[],Activity_44,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name_206,-1,,ShowTotalPayPanel,-1,,,,-1,,-1,,404116004,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10075-10107,1001-1004",,,-1,activity_describe_171,,-1,-1,,,"5|6|7,5|6|7,-1",13,21,,,,105
1005,[[5|10]],,Textures/ActivityList/RankGiftBag_StarUp,-1,,5|10,-1,4,,1,1,,,-1,,,-1,2,[],,activity_basezp_shuoming,"7|335|204002,20|37",-1,,[],Activity_26,1,1,-1,-1,-1,-1,2001,1,4,,-1,,-1,,1,,activity_name181,-1,,ShowRollingTableGiftPanel,-1,[10125001|10125002|10125003|10125004|10125005|10125006|10125007],,,-1,,-1,,403293333,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10082-10107,1001-1004",,,-1,activity_describe_171,,-1,-1,,,"4|7|6,4|7|6,-1",13,19,,,,800
1006,[[5|10]],,Textures/ActivityList/TotalPay_Common,-1,,5|10,-1,6,,1,1,,,-1,activity_describe_206,,-1,2,[],,activity_faq_193_1,23|9120001|1|100|404116101|200|404116102|400|404116103|1000|404116104,-1,,[],Activity_44,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name_206,-1,,ShowTotalPayPanel,-1,,,,-1,,-1,,404116104,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10082-10107,1001-1004",,,-1,activity_describe_171,,-1,-1,,,"4|7|6,4|7|6,-1",13,21,,,,105
1007,[[5|10]],,remote:BG_FullScreen/ActivityBG_Package_new10.jpg,-1,,5|10,-1,6,,1,1,,,-1,,,-1,2,[],,activity_faq_639,50|401124901|0,-1,,[],remote:Icon_Function/Activity_157.png,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,exchange_desc_12251401,-1,,,-1,[401081101|401081102|401081103],,,-1,,-1,,404015001,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10082-10107,1001-1004",,,-1,,,-1,-1,,,"6|2|4,6|2|4,-1",13,49,,,,400
1008,[[5|10]],,Textures/ActivityList/banner_shop_04,-1,,5|10,-1,-1,,-1,-1,,,-1,,,-1,2,[],,,7|328|401081002,-1,,[],remote:Icon_Function/Activity_157.png,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name_695,-1,,,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10082-10107,1001-1004",,,-1,,,-1,-1,,,"6|2|4,6|2|4,-1",13,44,,,,400
1009,[[5|10]],,Textures/ActivityList/img_tl_banner2,-1,,5|10,-1,4,,1,1,,,-1,activity_describe_203,,-1,2,[],,activity_faq_203,28|10270001|31|1|178|1,-1,,[],Activity_40,-1,1,-1,-1,-1,-1,3003,1,4,,-1,,-1,,1,,activity_name203,-1,,,-1,[9061000|9061001|9061002|9061003|9061004|9061005|9061006],,,-1,,-1,,404118005,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10082-10107,1001-1004",,,-1,,,-1,-1,,,"5|2|4,5|2|4,-1",13,27,,,,300
1010,[[5|10]],,Textures/ActivityList/img_tl_banner2,-1,,5|10,-1,4,,1,1,,,-1,activity_describe_203,,-1,2,[],,activity_faq_203,28|10270001|31|1|178|1,-1,,[],Activity_40,-1,1,-1,-1,-1,-1,3003,1,4,,-1,,-1,,1,,activity_name203,-1,,,-1,[9061000|9061001|9061002|9061003|9061004|9061005|9061006],,,-1,,-1,,404118005,-1,2024-4-16 00:00:00|2024-4-19 23:59:59,"1-501,10066-10081",,,-1,,,-1,-1,,,2024-4-16 00:00:00|2024-4-19 23:59:59,1,27,,,,300
1011,[[5|10]],,Textures/ActivityList/Activity_Banner_2,-1,,5|10,-1,2,,1,1,,,-1,activity_describe_heian,,-1,1,[],,UI_pengpeng_001,"7|336|204005,34|13",-1,,[],Activity_54,-1,1,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,activity_name_220,-1,,RallyAcitivtyPanel,-1,,,,-1,,-1,,6950,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10107,1001-1004",,,-1,UI_RallyActivity_015,,-1,-1,,,"7|1|7,7|1|7,-1",13,32,,,,900
1012,[[5|10]],,Textures/ActivityList/Activity_Banner_2,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,activity_describe_335,,-1,2,[],,activity_faq_bp,38|1077|404118001|10270002|179|200|12079999|12089999|1|0|0,-1,,[],Activity_54,1,1,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,activity_name335,-1,,,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10107,1001-1004",,,-1,activity_describe_171,,-1,-1,,,"7|1|7,7|1|7,-1",13,34,,,,900
1013,[[5|10]],,Textures/ActivityList/Activity_Banner_5,-1,,5|10,-1,2,,1,1,,,-1,activity_describe_heian,,-1,1,[],,UI_pengpeng_001,"7|321|204005,34|17",-1,,[],Activity_108,-1,1,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,activity_name_jumo,-1,,RallyAcitivtyPanel,-1,,,,-1,,-1,,6950,-1,2024-4-15 00:00:00|2024-4-21 23:59:59,"1-501,10001-10028",,,-1,UI_RallyActivity_015,,-1,-1,,,2024-4-15 00:00:00|2024-4-21 23:59:59,1,32,,,,900
1014,[[5|10]],,Textures/ActivityList/Activity_Banner_5,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,activity_namejumo,,-1,2,[],,activity_faq_bp,38|1077|404118002|10270002|166|200|12079999|12089999|1|0|0,-1,,[],Activity_108,1,1,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,activity_namejumo,-1,,,-1,,,,-1,,-1,,,-1,2024-4-15 00:00:00|2024-4-21 23:59:59,"1-501,10001-10028",,,-1,activity_describe_171,,-1,-1,,,2024-4-15 00:00:00|2024-4-21 23:59:59,1,34,,,,900
1015,[[5|10]],,Textures/ActivityList/RankGiftBag_StarUp,-1,,5|10,-1,4,,1,1,,,-1,,,-1,2,[],,activity_basezp_shuoming,"7|337|204002,20|39",-1,,[],Activity_26,1,1,-1,-1,-1,-1,-1,1,4,,-1,,-1,,1,,activity_name181,-1,,,-1,[10125001|10125002|10125003|10125004|10125005|10125006|10125007],,,-1,,-1,,404120201,-1,2024-4-13 00:00:00|2024-4-19 23:59:59,"1-501,10001-10028",,,-1,,,-1,-1,,,2024-4-13 00:00:00|2024-4-19 23:59:59,1,19,,,,200
1016,[[5|10]],,remote:BG_Banner/S_banner_zhanling_9.png,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,activity_name330,,-1,2,[],,activity_faq_bp,38|2071|404121557|10270002|182|300|402024999|402220008|1|0|0,-1,,[],Activity_21,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name330,-1,,,-1,,,,-1,,-1,,,-1,2024-4-13 00:00:00|2024-4-19 23:59:59,"1-501,10001-10028",,,-1,,,-1,-1,,,2024-4-13 00:00:00|2024-4-19 23:59:59,1,34,,,,201
1017,[[5|10]],,remote:BG_Banner/S_banner_zhanling_5.png,-1,,5|10,-1,4,,1,1,,,-1,,,-1,1,[],,dice_02,"53|6,31|180",-1,,[],remote:Icon_Function/Activity_190.png,1,1,-1,-1,-1,-1,-1,1,4,,-1,,-1,,1,,dice_01,-1,,,-1,[403115001|403115002|403115003|403115004|403115005|403115006|403115007|403115008],,,-1,,-1,,404125201,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10107,1001-1004",,,-1,,,-1,-1,,,"6|6|7,6|6|7,-1",13,53,,,,100
1018,[[5|10]],,remote:BG_Banner/S_banner_zhanling_5.png,-1,,5|10,-1,-1,,-1,-1,,,-1,,,-1,2,[],,,7|338|401250002,-1,,[],Activity_11,1,1,-1,-1,-1,-1,2001,-1,4,,-1,,-1,,-1,,activity_name_shop_2,-1,,,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10107,1001-1004",,,-1,,,-1,-1,,,"6|6|7,6|6|7,-1",13,44,,,,100
1019,[[5|10]],,Textures/ActivityList/S_banner_zhanling_5,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,,,-1,2,[],,activity_faq_bp,38|2047|404125555|10270002|181|300|402024999|401264010|1|0|0,-1,,[],remote:Icon_Function/Activity_190.png,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_bp_touzi,-1,,,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10107,1001-1004",,,-1,activity_describe_171,,-1,-1,,,"6|6|7,6|6|7,-1",13,34,,,,101
1020,[[5|10]],,Textures/ActivityList/TotalPay_Common,-1,,5|10,-1,6,,1,1,,,-1,activity_describe_206,,-1,2,[],,activity_faq_193_1,23|9120001|1|100|404127101|200|404127102|400|404127103|1000|404127104,-1,,[],Activity_44,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name_206,-1,,ShowTotalPayPanel,-1,,,,-1,,-1,,404127104,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10107,1001-1004",,,-1,activity_describe_171,,-1,-1,,,"6|6|7,6|6|7,-1",13,21,,,,105
1021,[[5|10]],,remote:BG_FullScreen/ActivityBG_Package_new10.jpg,-1,,5|10,-1,6,,1,1,,,-1,,,-1,2,[],,activity_faq_639,50|401124901|0,-1,,[],remote:Icon_Function/Activity_236.png,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,skin_name_271,-1,,,-1,[401081101|401081102|401081103],,,-1,,-1,,404127001,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10107,1001-1004",,,-1,,,-1,-1,,,"7|1|5,7|1|5,-1",13,49,,,,400
1022,[[5|10]],,remote:BG_Banner/banner_shop_11.png,-1,,5|10,-1,-1,,-1,-1,,,-1,,,-1,2,[],,,7|339|401081002,-1,,[],Activity_11,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name_shop,-1,,,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,"1-501,10066-10107,1001-1004",,,-1,,,-1,-1,,,"7|1|5,7|1|5,-1",13,44,,,,400
1023,[[5|10]],,remote:BG_FullScreen/ActivityBG_Package_new10.jpg,-1,,5|10,-1,6,,1,1,,,-1,,,-1,2,[],,activity_faq_639,50|401124901|0,-1,,[],remote:Icon_Function/Activity_236.png,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,skin_name_271,-1,,,-1,[401081101|401081102|401081103],,,-1,,-1,,404127001,-1,2024-4-15 00:00:00|2024-4-19 23:59:59,"1-501,10001-10028",,,-1,,,-1,-1,,,2024-4-15 00:00:00|2024-4-19 23:59:59,1,49,,,,400
1024,[[5|10]],,remote:BG_Banner/banner_shop_11.png,-1,,5|10,-1,-1,,-1,-1,,,-1,,,-1,2,[],,,7|340|401081002,-1,,[],Activity_11,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name_shop,-1,,,-1,,,,-1,,-1,,,-1,2024-4-15 00:00:00|2024-4-19 23:59:59,"1-501,10001-10028",,,-1,,,-1,-1,,,2024-4-15 00:00:00|2024-4-19 23:59:59,1,44,,,,400
