id,costEnergy,costEnergyRally,groupCostEnergy,alliance_giftid,area_refresh_cd,area_refresh_max,attr_affected_1120,bounty_level,cost_energy,cost_goods,costGoodList,day_max_kill_attr,day_max_kill_num,death_time,desc,drop_client,dropClientRewards,first_reward_group,group_cost_energy,icon,icon_big,join_max,level_max,life_time,map_zoom_icon,model,model_size,monster_type,name,open_days,passenger_cost,picture,rally_setting_icon,rally_type,reward_res_show,search_group,search_level,search_order,search_shield,search_show,searchIcon,super_assembly_cost,switch_key,switch_member,x_para,y_para
302,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_8,6511,[],301,-1,,res_meats_bg_302,-1,30,10790,SLG_boss_01,res_meats_bg_302,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,5,0,1,,-1,,,,
303,5,-1,-1,-1,-1,-1,-1,4,5,,[],1094,3,10,map_monster_group_desc_9,6512,[],301,-1,,res_meats_bg_303,-1,30,10790,SLG_boss_01,res_meats_bg_303,1,1,map_monster_group_name_9,-1,-1,,,-1,,-1,,4,0,1,,-1,,,,
305,5,-1,-1,-1,-1,-1,-1,-1,5,,[],-1,-1,10,map_monster_group_desc_4,6508,[],-1,-1,,res_meats_bg_301,-1,31,7190,SLG_boss_01,res_meats_bg_301,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
306,5,-1,-1,-1,-1,-1,-1,-1,5,,[],-1,-1,10,map_monster_group_desc_8,6509,[],-1,-1,,res_meats_bg_302,-1,31,7190,SLG_boss_01,res_meats_bg_302,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
307,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,10,10,,6506,[],307,-1,,res_boss_030,-1,30,10790,SLG_boss_01,res_boss_030,1,1,hero_name_60394,-1,-1,,,-1,,-1,,3,0,1,,-1,,,,
309,10,10,10,103,7200,20,-1,6,10,,[],-1,3,10,,6507,[],-1,10,,res_boss_bg_309,10,10,10790,icon_mini_dragon_red,res_boss_bg_309,2,2,map_monster_group_name_19,6,-1,,,13,,-1,,0,0,2,,-1,,,,
311,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_bg_311,50,10,3590,icon_mini_dragon_red,res_boss_bg_311,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,0,0,2,,-1,,,,
312,10,10,10,-1,-1,-1,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_bg_212,50,11,7190,icon_mini_dragon_red,res_boss_bg_212,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,-1,-1,-1,,-1,,,,
233,10,10,10,103,-1,-1,-1,7,10,,[],-1,5,10,,,[],233,10,,res_boss_bg_233,30,5,3600,SLG_boss_01,res_boss_bg_233,2,4,hero_name_60365,1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
320,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,monster_fortress_001,-1,1,-1,,monster_fortress_001,-1,-1,map_monster_group_name_22,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
321,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_301,-1,1,-1,,res_relic_bg_301,2,-1,hero_name_60372,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
322,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_302,-1,1,-1,,res_relic_bg_302,2,-1,hero_name_60374,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
323,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_303,-1,1,-1,,res_relic_bg_303,2,-1,hero_name_60370,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
324,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_304,-1,1,-1,,res_relic_bg_304,2,-1,hero_name_60373,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
325,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_305,-1,1,-1,,res_relic_bg_305,2,-1,hero_name_60371,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
326,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_306,-1,3,-1,,res_relic_bg_306,-1,-1,kingdomwar_building_function_desc_19,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
327,5,10,10,-1,-1,-1,-1,-1,5,,[],-1,-1,-1,,,[],-1,10,,Head_60364,-1,1,-1,,Head_60364,3,-1,hero_name_60364,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
328,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,season_encounter_map_monster_group_name_2,6507,[],-1,10,,Head_60397,50,3,3600,icon_mini_dragon_red,Head_60397,1,2,season_encounter_map_monster_group_name_2,0,-1,,,1,,-1,,0,0,2,,-1,,,,
234,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,season_encounter_map_monster_group_desc_3,,[],-1,-1,,Head_60395,-1,3,-1,,Head_60395,-1,-1,season_encounter_map_monster_group_name_3,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
329,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_60377,-1,1,-1,,Head_60377,3,-1,hero_name_60377,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
362,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_60396,-1,5,-1,,Head_60396,-1,-1,hero_name_60396,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
401,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_4,6506,[],401,-1,,res_meats_bg_401,-1,30,10790,SLG_boss_01,res_meats_bg_401,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,6,0,1,,-1,,,,
402,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_8,6511,[],401,-1,,res_meats_bg_402,-1,30,10790,SLG_boss_01,res_meats_bg_402,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,5,0,1,,-1,,,,
403,5,-1,-1,-1,-1,-1,-1,4,5,,[],1094,3,10,map_monster_group_desc_9,6512,[],401,-1,,res_meats_bg_403,-1,30,10790,SLG_boss_01,res_meats_bg_403,1,1,map_monster_group_name_9,-1,-1,,,-1,,-1,,4,0,1,,-1,,,,
405,5,-1,-1,-1,-1,-1,-1,-1,5,,[],-1,-1,10,map_monster_group_desc_4,6508,[],-1,-1,,res_meats_bg_401,-1,31,7190,SLG_boss_01,res_meats_bg_401,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
406,5,-1,-1,-1,-1,-1,-1,-1,5,,[],-1,-1,10,map_monster_group_desc_8,6509,[],-1,-1,,res_meats_bg_402,-1,31,7190,SLG_boss_01,res_meats_bg_402,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
409,10,10,10,103,7200,20,-1,6,10,,[],-1,3,10,,6507,[],-1,10,,res_boss_bg_409,10,10,10790,icon_mini_dragon_red,res_boss_bg_409,2,2,map_monster_group_name_19,6,-1,,,13,,-1,,0,0,2,,-1,,,,
408,10,10,10,103,30,8,-1,7,10,,[],-1,3,10,,,[],108,10,,res_boss_bg_408,10,5,10790,SLG_boss_01,res_boss_bg_408,2,4,hero_name_60422,1,-1,,,23,,-1,,0,0,2,,-1,,,,
427,5,10,10,-1,-1,-1,-1,-1,5,,[],-1,-1,-1,,,[],-1,10,,Head_60428,-1,1,-1,,Head_60428,3,-1,hero_name_60428,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
411,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_bg_411,50,10,3590,icon_mini_dragon_red,res_boss_bg_411,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,0,0,2,,-1,,,,
412,10,10,10,-1,-1,-1,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_bg_412,50,11,7190,icon_mini_dragon_red,res_boss_bg_412,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,-1,-1,-1,,-1,,,,
420,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,monster_fortress_001,-1,1,-1,,monster_fortress_001,-1,-1,map_monster_group_name_22,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
421,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_401,-1,1,-1,,res_relic_bg_401,2,-1,hero_name_60372,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
422,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_402,-1,1,-1,,res_relic_bg_402,2,-1,hero_name_60374,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
423,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_403,-1,1,-1,,res_relic_bg_403,2,-1,hero_name_60370,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
424,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_404,-1,1,-1,,res_relic_bg_404,2,-1,hero_name_60373,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
425,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_405,-1,1,-1,,res_relic_bg_405,2,-1,hero_name_60371,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
426,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_406,-1,3,-1,,res_relic_bg_406,-1,-1,kingdomwar_building_function_desc_19,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
428,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,hero_name_60445,,[],-1,-1,,Head_60445,-1,4,-1,,Head_60445,-1,-1,hero_name_60445,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
10001,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_10001,6506,[],10001,-1,,res_boss_bg_10001,-1,90,10790,SLG_boss_01,res_boss_bg_10001,1,1,map_monster_group_name_10001,-1,-1,,,-1,,-1,,6,0,1,,-1,,,,
10003,5,-1,-1,-1,-1,-1,-1,4,5,,[],1094,3,10,map_monster_group_desc_10003,6512,[],10003,-1,,res_boss_bg_10004,-1,30,10790,SLG_boss_01,res_boss_bg_10004,1,1,map_monster_group_name_10003,-1,-1,,,-1,,-1,,4,0,1,,-1,,,,
10011,10,10,10,103,7200,30,-1,6,10,,[],1250,3,10,map_monster_group_desc_10011,6507,[],-1,10,,res_boss_bg_10013,10,10,10790,icon_mini_dragon_red,res_boss_bg_10013,2,2,map_monster_group_name_10011,0,-1,,,13,,-1,,0,0,2,,-1,,,,
10012,10,10,10,103,900,30,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_bg_10011,50,10,3590,icon_mini_dragon_red,res_boss_bg_10011,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,0,0,2,,-1,,,,
10013,10,10,10,103,60,12,-1,7,10,,[],-1,1,10,map_monster_group_desc_10013,6507,[],108,10,,res_boss_bg_10012,10,3,10790,icon_mini_dragon_red,res_boss_bg_10012,2,4,map_monster_group_name_10013,0,-1,,,23,,-1,,0,0,2,,-1,,,,
10021,10,10,10,-1,-1,-1,-1,-1,10,,[],-1,-1,10,map_monster_group_desc_10021,6507,[],-1,10,,res_boss_bg_10021,-1,10,3590,icon_mini_dragon_red,res_boss_bg_10021,2,-1,kvk_boss_009,0,-1,,,16,,-1,,0,0,2,,-1,,,,
10022,10,10,10,-1,-1,-1,-1,-1,10,,[],-1,-1,10,map_monster_group_desc_10022,6507,[],-1,10,,res_boss_bg_10022,-1,10,3590,icon_mini_dragon_red,res_boss_bg_10022,2,-1,kvk_boss_009,0,-1,,,16,,-1,,0,0,2,,-1,,,,
10023,10,10,10,-1,-1,-1,-1,-1,10,,[],-1,-1,10,map_monster_group_desc_10023,6507,[],-1,10,,res_boss_bg_10023,-1,10,3590,icon_mini_dragon_red,res_boss_bg_10023,2,-1,kvk_boss_009,0,-1,,,16,,-1,,0,0,2,,-1,,,,
10024,10,10,10,-1,-1,-1,-1,-1,10,,[],-1,-1,10,map_monster_group_desc_10024,6507,[],-1,10,,res_boss_bg_10024,-1,10,3590,icon_mini_dragon_red,res_boss_bg_10024,2,-1,kvk_boss_009,0,-1,,,16,,-1,,0,0,2,,-1,,,,
10031,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,,-1,1,-1,,,2,-1,,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
10032,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,,-1,1,-1,,,2,-1,,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
10033,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,,-1,1,-1,,,2,-1,,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
10034,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,,-1,1,-1,,,2,-1,,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
10035,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_60403,-1,5,-1,,Head_60403,-1,-1,map_monster_group_name_10035,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
10036,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_60403,-1,5,-1,,Head_60403,-1,-1,map_monster_group_name_10036,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
10037,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_60403,-1,5,-1,,Head_60403,-1,-1,map_monster_group_name_10037,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
10038,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_64010,-1,10,-1,,Head_64010,2,-1,kvk_worldboss_004,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
10039,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_64009,-1,10,-1,,Head_64009,2,-1,kvk_worldboss_005,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
10040,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_64008,-1,10,-1,,Head_64008,2,-1,kvk_worldboss_006,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20001,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_4,6506,[],20001,-1,,res_meats_bg_101,-1,30,10790,SLG_boss_01,res_meats_bg_101,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,6,0,1,,-1,,,,
20002,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_8,6511,[],20001,-1,,res_meats_bg_102,-1,30,10790,SLG_boss_01,res_meats_bg_102,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,5,0,1,,-1,,,,
20003,5,-1,-1,-1,-1,-1,-1,4,5,,[],1094,3,10,map_monster_group_desc_9,6512,[],20001,-1,,res_meats_bg_103,-1,30,10790,SLG_boss_01,res_meats_bg_103,1,1,map_monster_group_name_9,-1,-1,,,-1,,-1,,4,0,1,,-1,,,,
20011,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_4,6506,[],20011,-1,,res_meats_bg_201,-1,30,10790,SLG_boss_01,res_meats_bg_201,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,6,0,1,,-1,,,,
20012,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_8,6511,[],20011,-1,,res_meats_bg_202,-1,30,10790,SLG_boss_01,res_meats_bg_202,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,5,0,1,,-1,,,,
20013,5,-1,-1,-1,-1,-1,-1,4,5,,[],1094,3,10,map_monster_group_desc_9,6512,[],20011,-1,,res_meats_bg_203,-1,30,10790,SLG_boss_01,res_meats_bg_203,1,1,map_monster_group_name_9,-1,-1,,,-1,,-1,,4,0,1,,-1,,,,
20021,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_4,6506,[],20021,-1,,res_meats_bg_301,-1,30,10790,SLG_boss_01,res_meats_bg_301,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,6,0,1,,-1,,,,
20022,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_8,6511,[],20021,-1,,res_meats_bg_302,-1,30,10790,SLG_boss_01,res_meats_bg_302,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,5,0,1,,-1,,,,
20023,5,-1,-1,-1,-1,-1,-1,4,5,,[],1094,3,10,map_monster_group_desc_9,6512,[],20021,-1,,res_meats_bg_303,-1,30,10790,SLG_boss_01,res_meats_bg_303,1,1,map_monster_group_name_9,-1,-1,,,-1,,-1,,4,0,1,,-1,,,,
20121,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_101,-1,1,-1,,res_relic_bg_101,2,-1,hero_name_60214,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20122,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_102,-1,1,-1,,res_relic_bg_102,2,-1,hero_name_60216,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20123,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_103,-1,1,-1,,res_relic_bg_103,2,-1,hero_name_70037,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20124,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_104,-1,1,-1,,res_relic_bg_104,2,-1,hero_name_60266,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20125,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_105,-1,1,-1,,res_relic_bg_105,2,-1,hero_name_60247,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20201,10,10,10,103,7200,20,-1,6,10,,[],-1,3,10,,6507,[],-1,10,,res_boss_bg_109,10,10,10790,icon_mini_dragon_red,res_boss_bg_109,2,2,map_monster_group_name_19,6,-1,,,13,,-1,,0,0,2,,-1,,,,
20301,10,10,10,103,30,8,-1,7,10,,[],-1,3,10,,,[],108,10,,res_boss_bg_108,10,5,10790,SLG_boss_01,res_boss_bg_108,2,4,hero_name_60247,1,-1,,,23,,-1,,0,0,2,,-1,,,,
20302,5,10,10,-1,-1,-1,-1,-1,5,,[],-1,-1,-1,,,[],-1,10,,sand_worm,-1,1,-1,,sand_worm,3,-1,worm_boss_name,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20131,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,sand_encounter_map_monster_group_desc_1,6507,[],-1,10,,Head_60285,50,3,3600,icon_mini_dragon_red,Head_60285,1,2,sand_encounter_map_monster_group_name_1,0,-1,,,1,,-1,,0,0,2,,-1,,,,
20221,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_201,-1,1,-1,,res_relic_bg_201,2,-1,hero_name_60214,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20222,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_202,-1,1,-1,,res_relic_bg_202,2,-1,hero_name_60216,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20223,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_203,-1,1,-1,,res_relic_bg_203,2,-1,hero_name_70037,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20224,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_204,-1,1,-1,,res_relic_bg_204,2,-1,hero_name_60266,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20225,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_205,-1,1,-1,,res_relic_bg_205,2,-1,hero_name_60247,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20211,10,10,10,103,7200,20,-1,6,10,,[],-1,3,10,,6507,[],-1,10,,res_boss_bg_109,10,10,10790,icon_mini_dragon_red,res_boss_bg_109,2,2,map_monster_group_name_19,6,-1,,,13,,-1,,0,0,2,,-1,,,,
20311,10,10,10,103,30,8,-1,7,10,,[],-1,3,10,,,[],108,10,,res_boss_bg_208,10,5,10790,SLG_boss_01,res_boss_bg_208,2,4,hero_name_60312,1,-1,,,23,,-1,,0,0,2,,-1,,,,
20312,5,10,10,-1,-1,-1,-1,-1,5,,[],-1,-1,-1,,,[],-1,10,,Head_60319,-1,1,-1,,Head_60319,3,-1,hero_name_60319,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20231,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,sand_encounter_map_monster_group_desc_1,6507,[],-1,10,,Head_60285,50,3,3600,icon_mini_dragon_red,Head_60285,1,2,sand_encounter_map_monster_group_name_1,0,-1,,,1,,-1,,0,0,2,,-1,,,,
20232,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,,6507,[],-1,-1,,Head_60413,-1,1,43200,SLG_boss_01,Head_60413,2,1,hero_name_60413,-1,-1,,,-1,,-1,,0,0,1,,-1,,,,
20321,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_301,-1,1,-1,,res_relic_bg_301,2,-1,hero_name_60372,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20322,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_302,-1,1,-1,,res_relic_bg_302,2,-1,hero_name_60374,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20323,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_303,-1,1,-1,,res_relic_bg_303,2,-1,hero_name_60370,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20324,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_304,-1,1,-1,,res_relic_bg_304,2,-1,hero_name_60373,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20325,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_305,-1,1,-1,,res_relic_bg_305,2,-1,hero_name_60371,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20212,10,10,10,103,7200,20,-1,6,10,,[],-1,3,10,,6507,[],-1,10,,res_boss_bg_109,10,10,10790,icon_mini_dragon_red,res_boss_bg_109,2,2,map_monster_group_name_19,6,-1,,,13,,-1,,0,0,2,,-1,,,,
308,10,10,10,103,30,8,-1,7,10,,[],-1,3,10,,,[],108,10,,res_boss_bg_233,10,5,10790,SLG_boss_01,res_boss_bg_233,2,4,hero_name_60365,1,-1,,,23,,-1,,0,0,2,,-1,,,,
20331,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,season_encounter_map_monster_group_name_2,6507,[],-1,10,,Head_60397,50,3,3600,icon_mini_dragon_red,Head_60397,1,2,season_encounter_map_monster_group_name_2,0,-1,,,1,,-1,,0,0,2,,-1,,,,
20004,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,10,10,,6506,[],307,-1,,res_boss_bg_20004,-1,30,10790,SLG_boss_01,Head_60288,1,1,hero_name_60288,-1,-1,,,-1,,-1,,3,0,1,,-1,,,,
20014,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,10,10,,6506,[],307,-1,,res_boss_bg_20014,-1,30,10790,SLG_boss_01,Head_60059,1,1,hero_name_60100,-1,-1,,,-1,,-1,,3,0,1,,-1,,,,
20401,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_64007,-1,1,-1,,Head_64007,3,-1,hero_name_60414,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20411,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_60318,-1,1,-1,,Head_60318,3,-1,hero_name_60318,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20402,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_70028,-1,5,-1,,Head_70028,-1,-1,hero_name_70028,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
20412,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_60145,-1,5,-1,,Head_60145,-1,-1,hero_name_60145,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
30001,5,-1,-1,-1,-1,-1,-1,-1,5,,[],-1,-1,10,,,[],-1,-1,,res_boss_30001,-1,1,14400,SLG_mon_05,Head_60411,1,1,bossdrop_hookfang_fear_dragon_title,0,-1,,,-1,,-1,,3,0,1,,-1,,,,
30002,-1,10,10,-1,-1,-1,-1,-1,-1,,[],-1,-1,10,,,[],-1,10,,Head_60411,30,65,14400,SLG_mon_05,Head_60410,2,2,bossdrop_hookfang_boss_title,0,-1,,,2,,-1,,-1,-1,-1,,-1,,,,
30010,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_10043_skin2,-1,4,-1,,Head_10043_skin2,-1,-1,map_monster_group_name_2001,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
