id,banner_bg,battle_area,battle_area_pet,battleArea,birthCenterPos,boundInfo,camera_size_range,center,centerPos,dataname,decNum,entrance_info,entranceDic,fight_force,finish_reward,is_instance,map_event_id,map_id,map_item,map_name,map_schedule,mapItems,music,pre_id,prefab_path,prefabPath,stage_birth_center,tran_id,unllock_builidng_lv,unlock_fog_ID,unlockBuildingLevel,world_link
20019,,,,,"(89.0, -37.5, -100.0)",35.1|127.4|-70.7|-3,11|13,[89|-37.5],"(89.0, -37.5)",MapData1024,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_raid_1026],map_raid_1026,[89|-37.5],,,-1,[],-1
801,,,,,"(158.0, 3.0, 0.0)",,,[158|3],"(158.0, 3.0)",MapData801,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_raid_801],map_raid_801,,,,-1,[],-1
802,,,,,"(158.0, 3.0, 0.0)",,,[158|3],"(158.0, 3.0)",MapData802,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_raid_802],map_raid_802,,,,-1,[],-1
803,,,,,"(158.0, 3.0, 0.0)",,,[158|3],"(158.0, 3.0)",MapData802,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_raid_803],map_raid_803,,,,-1,[],-1
804,,,,,"(85.0, -38.0, 0.0)",,,[85|-38],"(85.0, -38.0)",MapData20002,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20002],map_alliance_20002,,,,-1,[],-1
805,,,,,"(87.4, -37.4, 0.0)",,,[87.36|-37.4],"(87.4, -37.4)",MapData20001,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20001],map_alliance_20001,,,,-1,[],-1
806,,,,,"(88.5, -37.7, 0.0)",,,[88.5|-37.7],"(88.5, -37.7)",MapData20003,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20003],map_alliance_20003,,,,-1,[],-1
807,,,,,"(158.0, 3.0, 0.0)",105|200|-30|34,11|18,[158|3],"(158.0, 3.0)",MapData802,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_raid_804],map_raid_804,,,,-1,[],-1
808,,,,,"(129.0, -85.0, 0.0)",105|156|-105|-69,11|18,[129|-85],"(129.0, -85.0)",MapData1101,0,,{},-1,,1,,-1,,map_name_1,,[],BGM_xueyuan_1,-1,[map_raid_1101],map_raid_1101,,,,-1,[],-1
809,,,,,"(85.0, -38.0, 0.0)",,,[85|-38],"(85.0, -38.0)",MapData20004,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20004],map_alliance_20004,,,,-1,[],-1
810,,,,,"(87.4, -37.4, 0.0)",,,[87.36|-37.4],"(87.4, -37.4)",MapData20005,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20005],map_alliance_20005,,,,-1,[],-1
811,,,,,"(88.5, -37.7, 0.0)",,,[88.5|-37.7],"(88.5, -37.7)",MapData20006,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20006],map_alliance_20006,,,,-1,[],-1
812,,,,,"(85.0, -38.0, 0.0)",,,[85|-38],"(85.0, -38.0)",MapData20100,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20100],map_alliance_20100,,,,-1,[],-1
813,,,,,"(87.4, -37.4, 0.0)",,,[87.36|-37.4],"(87.4, -37.4)",MapData20101,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20101],map_alliance_20101,,,,-1,[],-1
814,,,,,"(88.5, -37.7, 0.0)",,,[88.5|-37.7],"(88.5, -37.7)",MapData20102,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20102],map_alliance_20102,,,,-1,[],-1
815,,,,,"(88.5, -37.7, 0.0)",,,[88.5|-37.7],"(88.5, -37.7)",MapData20006,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20007],map_alliance_20007,,,,-1,[],-1
816,,,,,"(88.5, -37.7, 0.0)",,,[88.5|-37.7],"(88.5, -37.7)",MapData20006,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20008],map_alliance_20008,,,,-1,[],-1
817,,,,,"(88.5, -37.7, 0.0)",,,[88.5|-37.7],"(88.5, -37.7)",MapData20006,0,,{},-1,,1,,-1,,map_name_1,,[],Bgm_new_battle_1,-1,[map_alliance_20009],map_alliance_20009,,,,-1,[],-1
8888,,,,,"(129.0, -85.0, 0.0)",105|156|-105|-69,11|18,[129|-85],"(129.0, -85.0)",MapData1101,0,,{},-1,,2,,-1,,map_name_1,,[],BGM_xueyuan_1,-1,[map_raid_1101],map_raid_1101,,,,-1,[],-1
991,,,,,"(0.0, 0.0, 0.0)",-20|80|32|110,11|26,,"(0.0, 0.0)",MapData991,0,,{},-1,35|36,-1,,-1,,map_name_1,60|100,[],Bgm_new_city_1,-1,[field_map_991],field_map_991,,,,-1,[],-1
992,,,,,"(0.0, 0.0, 0.0)",,,,"(0.0, 0.0)",MapData992,0,"10501,681|184","{10501:(681, 184)}",-1,35|36,-1,,-1,,map_name_2,60|100,[],BGM_senlin_1,-1,[field_map_992],field_map_992,,,,-1,[],1
993,,,,,"(0.0, 0.0, 0.0)",,,,"(0.0, 0.0)",MapData993,0,,{},-1,35|36,-1,,-1,,map_name_3,60|100,[],BGM_huangye_1,-1,[field_map_993],field_map_993,,,,-1,[],1
881,,,,,"(0.0, 0.0, 0.0)",-20|80|32|110,11|26,,"(0.0, 0.0)",MapData881,0,,{},-1,35|36,-1,,-1,,map_name_1,60|100,[],Bgm_new_city_1,-1,[field_map_881],field_map_881,,,,-1,[],-1
882,,,,,"(0.0, 0.0, 0.0)",,,,"(0.0, 0.0)",MapData882,0,"10501,681|184","{10501:(681, 184)}",-1,35|36,-1,,-1,,map_name_2,60|100,[],BGM_senlin_1,-1,[field_map_882],field_map_882,,,,-1,[],1
883,,,,,"(0.0, 0.0, 0.0)",,,,"(0.0, 0.0)",MapData883,0,,{},-1,35|36,-1,,-1,,map_name_3,60|100,[],BGM_huangye_1,-1,[field_map_883],field_map_883,,,,-1,[],1
