id,headAtlas,imageAtlas,animationtype,avatar,blood_hight,bullet_hight,deadAudio,desc,elc_hit,forward,frameChar,frameCharFramerate,frameCharScale,frameRate,head,head_Atlas,hit_hight,horse,image,image_Atlas,name,RageSkill_head,scale,show_id,specialHit
1,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,1,Avatar/Monster/Empty,100,40,death_human_monster,hero_desc_60067,,-1,,,-1,,Head_60052,,40,-1,Lihui_10006,,hero_name_60067,-1,40,-1,{elc_hit:}
2,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,1,Avatar/Monster/Empty,100,40,death_human_monster,hero_desc_60067,,1,,,-1,,Head_60052,,40,-1,Lihui_10006,,hero_name_60067,-1,40,-1,{elc_hit:}
1004303,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/qiangweigongzhu_skin2,170,68,Battle_die_female_1,hero_desc_10043,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_qiangweigongzhu_skin2,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10043_skin2,Atlas/UI_Hero_Head,68,-1,Lihui_10043_skin2,,hero_name_10043,4,40,1004303,{elc_hit:Effect/Battle/Spine/hit_dian}
1004304,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/qiangweigongzhu_skin3,170,68,Battle_die_female_1,hero_desc_10043,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_qiangweigongzhu_skin3,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10043_skin3,Atlas/UI_Hero_Head,68,-1,Lihui_10043_skin3,,hero_name_10043,4,40,1004304,{elc_hit:Effect/Battle/Spine/hit_dian}
1004305,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/qiangweigongzhu_skin4_1,170,68,Battle_die_female_1,hero_desc_10043,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_qiangweigongzhu_skin4_1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10043_skin4,Atlas/UI_Hero_Head,68,-1,Lihui_10043_skin4,,hero_name_10043,4,40,1004305,{elc_hit:Effect/Battle/Spine/hit_dian}
1004402,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/huanchaoshi_skin1,170,68,Battle_die_female_1,hero_desc_10044,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_huanchaoshi_skin1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10044_skin1,Atlas/UI_Hero_Head,68,-1,Lihui_10044_skin1,,hero_name_10044,1,40,1004402,{elc_hit:Effect/Battle/Spine/hit_dian}
1004403,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/huanchaoshi_skin2,170,68,Battle_die_female_1,hero_desc_10044,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_huanchaoshi_skin2,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10044_skin2,Atlas/UI_Hero_Head,68,-1,Lihui_10044_skin2,,hero_name_10044,1,40,1004403,{elc_hit:Effect/Battle/Spine/hit_dian}
1004404,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/huanchaoshi_skin3,170,68,Battle_die_female_1,hero_desc_10044,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_huanchaoshi_skin3,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10044_skin3,Atlas/UI_Hero_Head,68,-1,Lihui_10044_skin3,,hero_name_10044,1,40,1004404,{elc_hit:Effect/Battle/Spine/hit_dian}
1004405,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/huanchaoshi_skin4,170,68,Battle_die_female_1,hero_desc_10044,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_huanchaoshi_skin4,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10044_skin4,Atlas/UI_Hero_Head,68,-1,Lihui_10044_skin4,,hero_name_10044,1,40,1004405,{elc_hit:Effect/Battle/Spine/hit_dian}
1004502,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nvwu_skin1,170,68,Battle_die_female_1,hero_desc_10045,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nvwu_skin1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10045_skin1,Atlas/UI_Hero_Head,68,-1,Lihui_10045_skin1,,hero_name_10045,3,40,1004502,{elc_hit:Effect/Battle/Spine/hit_dian}
1004503,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nvwu_skin2,170,68,Battle_die_female_1,hero_desc_10045,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nvwu_skin2,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10045_skin2,Atlas/UI_Hero_Head,68,-1,Lihui_10045_skin2,,hero_name_10045,3,40,1004503,{elc_hit:Effect/Battle/Spine/hit_dian}
1004504,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nvwu_skin3,170,68,Battle_die_female_1,hero_desc_10045,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nvwu_skin3,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10045_skin3,Atlas/UI_Hero_Head,68,-1,Lihui_10045_skin3,,hero_name_10045,3,40,1004504,{elc_hit:Effect/Battle/Spine/hit_dian}
1004505,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nvwu_skin4_1,170,68,Battle_die_female_1,hero_desc_10045,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nvwu_skin4_1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10045_skin4,Atlas/UI_Hero_Head,68,-1,Lihui_10045_skin4,,hero_name_10045,3,40,1004505,{elc_hit:Effect/Battle/Spine/hit_dian}
1004506,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nvwu_skin5,170,68,Battle_die_female_1,hero_desc_10045,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nvwu_skin5,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10045_skin5,Atlas/UI_Hero_Head,68,-1,Lihui_10045_skin5,,hero_name_10045,3,40,1004506,{elc_hit:Effect/Battle/Spine/hit_dian}
1004507,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nvwu_skin6,170,68,Battle_die_female_1,hero_desc_10045,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nvwu_skin6,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10045_skin6,Atlas/UI_Hero_Head,68,-1,Lihui_10045_skin6,,hero_name_10045,3,40,1004507,{elc_hit:Effect/Battle/Spine/hit_dian}
1004602,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/zhujiao_skin1,170,68,Battle_die_male_1,hero_desc_10046,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_zhujiao_skin1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10046_skin1,Atlas/UI_Hero_Head,68,-1,Lihui_10046_skin1,,hero_name_10046,1,40,1004602,{elc_hit:Effect/Battle/Spine/hit_dian}
1004603,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/zhujiao_skin2,170,68,Battle_die_male_1,hero_desc_10046,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_zhujiao_skin2,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10046_skin2,Atlas/UI_Hero_Head,68,-1,Lihui_10046_skin2,,hero_name_10046,1,40,1004603,{elc_hit:Effect/Battle/Spine/hit_dian}
1004604,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/zhujiao_skin3,170,68,Battle_die_male_1,hero_desc_10046,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_zhujiao_skin3,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10046_skin3,Atlas/UI_Hero_Head,68,-1,Lihui_10046_skin3,,hero_name_10046,1,40,1004604,{elc_hit:Effect/Battle/Spine/hit_dian}
1004605,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/zhujiao_skin4,170,68,Battle_die_male_1,hero_desc_10046,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_zhujiao_skin4,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10046_skin4,Atlas/UI_Hero_Head,68,-1,Lihui_10046_skin4,,hero_name_10046,1,40,1004605,{elc_hit:Effect/Battle/Spine/hit_dian}
1004702,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/sunwukong_skin1,170,68,Battle_die_male_1,hero_desc_10047,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_sunwukong_skin1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10047_skin1,Atlas/UI_Hero_Head,68,-1,Lihui_10047_skin1,,hero_name_10047,4,40,1004702,{elc_hit:Effect/Battle/Spine/hit_dian}
1004703,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/sunwukong_skin2,170,68,Battle_die_male_1,hero_desc_10047,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_sunwukong_skin2,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10047_skin2,Atlas/UI_Hero_Head,68,-1,Lihui_10047_skin2,,hero_name_10047,4,40,1004703,{elc_hit:Effect/Battle/Spine/hit_dian}
1004704,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/sunwukong_skin3,170,68,Battle_die_male_1,hero_desc_10047,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_sunwukong_skin3,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10047_skin3,Atlas/UI_Hero_Head,68,-1,Lihui_10047_skin3,,hero_name_10047,4,40,1004704,{elc_hit:Effect/Battle/Spine/hit_dian}
1004705,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/sunwukong_skin4,170,68,Battle_die_male_1,hero_desc_10047,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_sunwukong_skin4,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10047_skin4,Atlas/UI_Hero_Head,68,-1,Lihui_10047_skin4,,hero_name_10047,4,40,1004705,{elc_hit:Effect/Battle/Spine/hit_dian}
1004802,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/tinayutuntun_skin1,170,68,Battle_die_female_1,hero_desc_10048,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_tinayutuntun_skin1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10048_skin1,Atlas/UI_Hero_Head,68,-1,Lihui_10048_skin1,,hero_name_10048,4,40,1004802,{elc_hit:Effect/Battle/Spine/hit_dian}
1004803,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/tinayutuntun_skin2,170,68,Battle_die_female_1,hero_desc_10048,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_tinayutuntun_skin2,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10048_skin2,Atlas/UI_Hero_Head,68,-1,Lihui_10048_skin2,,hero_name_10048,4,40,1004803,{elc_hit:Effect/Battle/Spine/hit_dian}
1004804,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/tinayutuntun_skin3_1,170,68,Battle_die_female_1,hero_desc_10048,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_tinayutuntun_skin3_1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10048_skin3a,Atlas/UI_Hero_Head,68,-1,Lihui_10048_skin3a,,hero_name_10048,1,40,1004804,{elc_hit:Effect/Battle/Spine/hit_dian}
1004902,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nezha_skin1,170,68,Battle_die_male_1,hero_desc_10049,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nezha_skin1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10049_skin1,Atlas/UI_Hero_Head,68,-1,Lihui_10049_skin1,,hero_name_10049,1,40,1004902,{elc_hit:Effect/Battle/Spine/hit_dian}
1004903,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nezha_skin2,170,68,Battle_die_male_1,hero_desc_10049,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nezha_skin2,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10049_skin2,Atlas/UI_Hero_Head,68,-1,Lihui_10049_skin2,,hero_name_10049,1,40,1004903,{elc_hit:Effect/Battle/Spine/hit_dian}
1004904,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nezha_skin3_1,170,68,Battle_die_male_1,hero_desc_10049,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nezha_skin3_1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10049_skin3,Atlas/UI_Hero_Head,68,-1,Lihui_10049_skin3,,hero_name_10049,1,40,1004904,{elc_hit:Effect/Battle/Spine/hit_dian}
1004905,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nezha_skin4,170,68,Battle_die_male_1,hero_desc_10049,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nezha_skin4,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10049_skin4,Atlas/UI_Hero_Head,68,-1,Lihui_10049_skin4,,hero_name_10049,1,40,1004905,{elc_hit:Effect/Battle/Spine/hit_dian}
1005002,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/famingjia_skin1,170,68,Battle_die_female_1,hero_desc_10050,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_famingjia_skin1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10050_skin1,Atlas/UI_Hero_Head,68,-1,Lihui_10050_skin1,,hero_name_10050,1,40,1005002,{elc_hit:Effect/Battle/Spine/hit_dian}
1005003,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/famingjia_skin2,170,68,Battle_die_female_1,hero_desc_10050,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_famingjia_skin2,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10050_skin2,Atlas/UI_Hero_Head,68,-1,Lihui_10050_skin2,,hero_name_10050,1,40,1005003,{elc_hit:Effect/Battle/Spine/hit_dian}
1005102,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/huayishi_skin1,170,68,Battle_die_female_1,hero_desc_10051,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_huayishi_skin1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10051_skin1,Atlas/UI_Hero_Head,68,-1,Lihui_10051_skin1,,hero_name_10051,1,40,1005102,{elc_hit:Effect/Battle/Spine/hit_dian}
1005103,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/huayishi_skin2,170,68,Battle_die_female_1,hero_desc_10051,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_huayishi_skin2,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10051_skin2,Atlas/UI_Hero_Head,68,-1,Lihui_10051_skin2,,hero_name_10051,1,40,1005103,{elc_hit:Effect/Battle/Spine/hit_dian}
1005104,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/huayishi_skin3,170,68,Battle_die_female_1,hero_desc_10051,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_huayishi_skin3,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10051_skin3,Atlas/UI_Hero_Head,68,-1,Lihui_10051_skin3,,hero_name_10051,1,40,1005104,{elc_hit:Effect/Battle/Spine/hit_dian}
1005105,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/huayishi_skin4,170,68,Battle_die_female_1,hero_desc_10051,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_huayishi_skin4,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10051_skin4,Atlas/UI_Hero_Head,68,-1,Lihui_10051_skin4,,hero_name_10051,1,40,1005105,{elc_hit:Effect/Battle/Spine/hit_dian}
1005202,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/anyingmushi_skin1,170,68,Battle_die_female_1,hero_desc_10052,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_anyingmushi_skin1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10052_skin1,Atlas/UI_Hero_Head,68,-1,Lihui_10052_skin1,,hero_name_10052,3,40,1005202,{elc_hit:Effect/Battle/Spine/hit_dian}
1005203,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/anyingmushi_skin2,170,68,Battle_die_female_1,hero_desc_10052,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_anyingmushi_skin2,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10052_skin2,Atlas/UI_Hero_Head,68,-1,Lihui_10052_skin2,,hero_name_10052,3,40,1005203,{elc_hit:Effect/Battle/Spine/hit_dian}
1005302,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nvpu_skin1,170,68,Battle_die_female_1,hero_desc_10053,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nvpu_skin1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10053_skin1,Atlas/UI_Hero_Head,68,-1,Lihui_10053_skin1,,hero_name_10053,3,40,1005302,{elc_hit:Effect/Battle/Spine/hit_dian}
1503202,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/laobanniang_skin1,170,68,Battle_die_female_1,hero_desc_10032,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_laobanniang_skin1,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10032_skin1,Atlas/UI_Hero_Head,68,-1,Lihui_10032_skin1,,hero_name_10032,4,40,1503202,{elc_hit:Effect/Battle/Spine/hit_dian}
3000102,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/wuya,170,68,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian,-1,,,-1,,Head_60004,,68,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3001802,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/nvwu_skin1_skill2,170,68,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian,-1,,,-1,,Head_60004,,68,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3001803,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/nvwu_skin2_skill2,170,68,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian,-1,,,-1,,Head_60004,,68,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3001805,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/nvwu_skin4_skill2,170,68,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian,-1,,,-1,,Head_60004,,68,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3001806,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/nvwu_skin5_skill2,170,68,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian,-1,,,-1,,Head_60004,,68,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3001807,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/nvwu_skin6_skill2,170,68,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian,-1,,,-1,,Head_60004,,68,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3000303,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/sheep_skin2,100,0,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian,-1,,,-1,,Head_60004,,40,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3000403,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/xianzhe_skin2_bear,100,0,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian2,-1,,,-1,,Head_60004,,40,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian2}
3000404,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/xianzhe_skin3_bear,100,0,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian2,-1,,,-1,,Head_60004,,40,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian2}
3001003,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/XBYS,150,60,death_monster,hero_desc_60017,Effect/Battle/Spine/hit_dian,-1,,,-1,,Head_60017,,60,-1,Lihui_10006,,hero_name_60017,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3001103,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/BYS,220,88,death_monster,hero_desc_60017,Effect/Battle/Spine/hit_dian2,-1,,,-1,,Head_60017,,88,-1,Lihui_10006,,hero_name_60017,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian2}
3002202,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/famingjia_pao_skin1,150,90,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian,1,,,-1,,Head_60004,,60,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3002203,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/famingjia_pao_skin2,150,90,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian,1,,,-1,,Head_60004,,60,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3002302,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/huayishi_HL_skin1,100,40,death_monster,hero_desc_60100,Effect/Battle/Spine/hit_dian,1,,,-1,,Head_60100,,40,-1,Lihui_10006,,hero_name_60100,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3000304,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/sheep_skin3,100,0,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian,-1,,,-1,,Head_60004,,40,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
3000904,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Summoner/sheep_awake_skin3,100,0,death_monster,hero_desc_10006,Effect/Battle/Spine/hit_dian,-1,,,-1,,Head_60004,,40,-1,Lihui_21006,,hero_name_10006,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
20001,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Villager/villager_1,170,68,Battle_die_male_1,hero_desc_10006,Effect/Battle/Spine/hit_dian,1,,,-1,,Head_20001,Atlas/UI_Hero_Head,68,-1,Lihui_10006,,villager_name_20001,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
20002,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Villager/villager_2,170,68,Battle_die_male_1,hero_desc_10006,Effect/Battle/Spine/hit_dian,1,,,-1,,Head_20002,Atlas/UI_Hero_Head,68,-1,Lihui_10006,,villager_name_20002,-1,40,-1,{elc_hit:Effect/Battle/Spine/hit_dian}
