id,attribute,attributes,cost,des,fightforce,lv,lvup_pre_id,lvUpCosts,lvUpPreNodes,map_building_id,quality,talent_building_lv,time,tree_id
70020502,1006|1600,[[1006|1600]],2|12210000|1,,2000,2,70020500|1,[[2|12210000|1]],[[70020500|1]],,-1,4,-1,70020500
70020503,1006|2400,[[1006|2400]],2|12210000|1,,3000,3,70020500|2,[[2|12210000|1]],[[70020500|2]],,-1,4,-1,70020500
70020504,1006|3200,[[1006|3200]],2|12210000|1,,4000,4,70020500|3,[[2|12210000|1]],[[70020500|3]],,-1,5,-1,70020500
70020505,1006|4000,[[1006|4000]],2|12210000|1,,5000,5,70020500|4,[[2|12210000|1]],[[70020500|4]],,-1,5,-1,70020500
70030301,1052|600,[[1052|600]],2|12210000|1,,2000,1,"70020100|5,70020300|5,70020500|5",[[2|12210000|1]],[[70020100|5]|[70020300|5]|[70020500|5]],,-1,6,-1,70030300
70030302,1052|1200,[[1052|1200]],2|12210000|1,,4000,2,70030300|1,[[2|12210000|1]],[[70030300|1]],,-1,6,-1,70030300
70030303,1052|1800,[[1052|1800]],2|12210000|1,,6000,3,70030300|2,[[2|12210000|1]],[[70030300|2]],,-1,6,-1,70030300
70030304,1052|2400,[[1052|2400]],2|12210000|1,,8000,4,70030300|3,[[2|12210000|1]],[[70030300|3]],,-1,7,-1,70030300
70030305,1052|3000,[[1052|3000]],2|12210000|1,,10000,5,70030300|4,[[2|12210000|1]],[[70030300|4]],,-1,7,-1,70030300
70040101,1040|300,[[1040|300]],2|12210000|1,,2000,1,70030300|5,[[2|12210000|1]],[[70030300|5]],,-1,8,-1,70040100
70040102,1040|600,[[1040|600]],2|12210000|1,,4000,2,70040100|1,[[2|12210000|1]],[[70040100|1]],,-1,8,-1,70040100
70040103,1040|900,[[1040|900]],2|12210000|1,,6000,3,70040100|2,[[2|12210000|1]],[[70040100|2]],,-1,8,-1,70040100
70040104,1040|1200,[[1040|1200]],2|12210000|1,,8000,4,70040100|3,[[2|12210000|1]],[[70040100|3]],,-1,9,-1,70040100
70040105,1040|1500,[[1040|1500]],2|12210000|1,,10000,5,70040100|4,[[2|12210000|1]],[[70040100|4]],,-1,9,-1,70040100
70040106,1040|1800,[[1040|1800]],2|12210000|1,,12000,6,70040100|5,[[2|12210000|1]],[[70040100|5]],,-1,10,-1,70040100
70040107,1040|2100,[[1040|2100]],2|12210000|1,,14000,7,70040100|6,[[2|12210000|1]],[[70040100|6]],,-1,10,-1,70040100
70040108,1040|2400,[[1040|2400]],2|12210000|1,,16000,8,70040100|7,[[2|12210000|1]],[[70040100|7]],,-1,10,-1,70040100
70040109,1040|2700,[[1040|2700]],2|12210000|1,,18000,9,70040100|8,[[2|12210000|1]],[[70040100|8]],,-1,11,-1,70040100
70040110,1040|3000,[[1040|3000]],2|12210000|1,,20000,10,70040100|9,[[2|12210000|1]],[[70040100|9]],,-1,11,-1,70040100
70040301,1034|400,[[1034|400]],2|12210000|1,,2000,1,70030300|5,[[2|12210000|1]],[[70030300|5]],,-1,8,-1,70040300
70040302,1034|800,[[1034|800]],2|12210000|1,,4000,2,70040300|1,[[2|12210000|1]],[[70040300|1]],,-1,8,-1,70040300
70040303,1034|1200,[[1034|1200]],2|12210000|1,,6000,3,70040300|2,[[2|12210000|1]],[[70040300|2]],,-1,8,-1,70040300
70040304,1034|1600,[[1034|1600]],2|12210000|1,,8000,4,70040300|3,[[2|12210000|1]],[[70040300|3]],,-1,9,-1,70040300
70040305,1034|2000,[[1034|2000]],2|12210000|1,,10000,5,70040300|4,[[2|12210000|1]],[[70040300|4]],,-1,9,-1,70040300
70040306,1034|2400,[[1034|2400]],2|12210000|1,,12000,6,70040300|5,[[2|12210000|1]],[[70040300|5]],,-1,10,-1,70040300
70040307,1034|2800,[[1034|2800]],2|12210000|1,,14000,7,70040300|6,[[2|12210000|1]],[[70040300|6]],,-1,10,-1,70040300
70040308,1034|3200,[[1034|3200]],2|12210000|1,,16000,8,70040300|7,[[2|12210000|1]],[[70040300|7]],,-1,10,-1,70040300
70040309,1034|3600,[[1034|3600]],2|12210000|1,,18000,9,70040300|8,[[2|12210000|1]],[[70040300|8]],,-1,11,-1,70040300
70040310,1034|4000,[[1034|4000]],2|12210000|1,,20000,10,70040300|9,[[2|12210000|1]],[[70040300|9]],,-1,11,-1,70040300
70040501,1096|300,[[1096|300]],2|12210000|1,,2000,1,70030300|5,[[2|12210000|1]],[[70030300|5]],,-1,8,-1,70040500
70040502,1096|600,[[1096|600]],2|12210000|1,,4000,2,70040500|1,[[2|12210000|1]],[[70040500|1]],,-1,8,-1,70040500
70040503,1096|900,[[1096|900]],2|12210000|1,,6000,3,70040500|2,[[2|12210000|1]],[[70040500|2]],,-1,8,-1,70040500
70040504,1096|1200,[[1096|1200]],2|12210000|1,,8000,4,70040500|3,[[2|12210000|1]],[[70040500|3]],,-1,9,-1,70040500
70040505,1096|1500,[[1096|1500]],2|12210000|1,,10000,5,70040500|4,[[2|12210000|1]],[[70040500|4]],,-1,9,-1,70040500
70040506,1096|1800,[[1096|1800]],2|12210000|1,,12000,6,70040500|5,[[2|12210000|1]],[[70040500|5]],,-1,10,-1,70040500
70040507,1096|2100,[[1096|2100]],2|12210000|1,,14000,7,70040500|6,[[2|12210000|1]],[[70040500|6]],,-1,10,-1,70040500
70040508,1096|2400,[[1096|2400]],2|12210000|1,,16000,8,70040500|7,[[2|12210000|1]],[[70040500|7]],,-1,10,-1,70040500
70040509,1096|2700,[[1096|2700]],2|12210000|1,,18000,9,70040500|8,[[2|12210000|1]],[[70040500|8]],,-1,11,-1,70040500
70040510,1096|3000,[[1096|3000]],2|12210000|1,,20000,10,70040500|9,[[2|12210000|1]],[[70040500|9]],,-1,11,-1,70040500
70050101,,[],2|12210000|1,,10000,1,70040100|10,[[2|12210000|1]],[[70040100|10]],20101,-1,21,-1,70050100
70050102,,[],2|12210000|1,,20000,2,70050100|1,[[2|12210000|1]],[[70050100|1]],20102,-1,21,-1,70050100
70050103,,[],2|12210000|1,,30000,3,70050100|2,[[2|12210000|1]],[[70050100|2]],20103,-1,21,-1,70050100
70050301,,[],2|12210000|1,,10000,1,70040300|10,[[2|12210000|1]],[[70040300|10]],10101|10201|10301,-1,21,-1,70050300
70050302,,[],2|12210000|1,,20000,2,70050300|1,[[2|12210000|1]],[[70050300|1]],10102|10202|10302,-1,21,-1,70050300
70050303,,[],2|12210000|1,,30000,3,70050300|2,[[2|12210000|1]],[[70050300|2]],10103|10203|10303,-1,21,-1,70050300
70050501,,[],2|12210000|1,,10000,1,70040500|10,[[2|12210000|1]],[[70040500|10]],20201,-1,21,-1,70050500
70050502,,[],2|12210000|1,,20000,2,70050500|1,[[2|12210000|1]],[[70050500|1]],20202,-1,21,-1,70050500
70050503,,[],2|12210000|1,,30000,3,70050500|2,[[2|12210000|1]],[[70050500|2]],20203,-1,21,-1,70050500
70060301,1051|1,[[1051|1]],2|12210000|1,,10000,1,"70050100|3,70050300|3,70050500|3",[[2|12210000|1]],[[70050100|3]|[70050300|3]|[70050500|3]],,-1,21,-1,70060300
70070101,1300105|50,[[1300105|50]],2|12210000|1,,4000,1,70060300|1,[[2|12210000|1]],[[70060300|1]],,-1,21,-1,70070100
70070102,1300105|100,[[1300105|100]],2|12210000|1,,8000,2,70070100|1,[[2|12210000|1]],[[70070100|1]],,-1,21,-1,70070100
70070103,1300105|150,[[1300105|150]],2|12210000|1,,12000,3,70070100|2,[[2|12210000|1]],[[70070100|2]],,-1,21,-1,70070100
70070104,1300105|200,[[1300105|200]],2|12210000|1,,16000,4,70070100|3,[[2|12210000|1]],[[70070100|3]],,-1,21,-1,70070100
70070105,1300105|250,[[1300105|250]],2|12210000|1,,20000,5,70070100|4,[[2|12210000|1]],[[70070100|4]],,-1,21,-1,70070100
70070106,1300105|300,[[1300105|300]],2|12210000|1,,24000,6,70070100|5,[[2|12210000|1]],[[70070100|5]],,-1,21,-1,70070100
70070107,1300105|350,[[1300105|350]],2|12210000|1,,28000,7,70070100|6,[[2|12210000|1]],[[70070100|6]],,-1,21,-1,70070100
70070108,1300105|400,[[1300105|400]],2|12210000|1,,32000,8,70070100|7,[[2|12210000|1]],[[70070100|7]],,-1,21,-1,70070100
70070109,1300105|450,[[1300105|450]],2|12210000|1,,36000,9,70070100|8,[[2|12210000|1]],[[70070100|8]],,-1,21,-1,70070100
70070110,1300105|500,[[1300105|500]],2|12210000|1,,40000,10,70070100|9,[[2|12210000|1]],[[70070100|9]],,-1,21,-1,70070100
70070501,1206|1,[[1206|1]],2|12210000|1,,4000,1,70060300|1,[[2|12210000|1]],[[70060300|1]],,-1,21,-1,70070500
70070502,1206|2,[[1206|2]],2|12210000|1,,8000,2,70070500|1,[[2|12210000|1]],[[70070500|1]],,-1,21,-1,70070500
70070503,1206|3,[[1206|3]],2|12210000|1,,12000,3,70070500|2,[[2|12210000|1]],[[70070500|2]],,-1,21,-1,70070500
70070504,1206|4,[[1206|4]],2|12210000|1,,16000,4,70070500|3,[[2|12210000|1]],[[70070500|3]],,-1,21,-1,70070500
70070505,1206|5,[[1206|5]],2|12210000|1,,20000,5,70070500|4,[[2|12210000|1]],[[70070500|4]],,-1,21,-1,70070500
70070506,1206|6,[[1206|6]],2|12210000|1,,24000,6,70070500|5,[[2|12210000|1]],[[70070500|5]],,-1,21,-1,70070500
70070507,1206|7,[[1206|7]],2|12210000|1,,28000,7,70070500|6,[[2|12210000|1]],[[70070500|6]],,-1,21,-1,70070500
70070508,1206|8,[[1206|8]],2|12210000|1,,32000,8,70070500|7,[[2|12210000|1]],[[70070500|7]],,-1,21,-1,70070500
70070509,1206|9,[[1206|9]],2|12210000|1,,36000,9,70070500|8,[[2|12210000|1]],[[70070500|8]],,-1,21,-1,70070500
70070510,1206|10,[[1206|10]],2|12210000|1,,40000,10,70070500|9,[[2|12210000|1]],[[70070500|9]],,-1,21,-1,70070500
70010901,1013|600,[[1013|600]],"2|12210000|1,2|12210200|100",,1000,1,70010300|5,[[2|12210000|1]|[2|12210200|100]],[[70010300|5]],,-1,5,-1,70010900
70010902,1013|1200,[[1013|1200]],"2|12210000|1,2|12210200|100",,2000,2,70010900|1,[[2|12210000|1]|[2|12210200|100]],[[70010900|1]],,-1,5,-1,70010900
70010903,1013|1800,[[1013|1800]],"2|12210000|1,2|12210200|100",,3000,3,70010900|2,[[2|12210000|1]|[2|12210200|100]],[[70010900|2]],,-1,6,-1,70010900
70010904,1013|2400,[[1013|2400]],"2|12210000|1,2|12210200|100",,4000,4,70010900|3,[[2|12210000|1]|[2|12210200|100]],[[70010900|3]],,-1,6,-1,70010900
70010905,1013|3000,[[1013|3000]],"2|12210000|1,2|12210200|100",,5000,5,70010900|4,[[2|12210000|1]|[2|12210200|100]],[[70010900|4]],,-1,7,-1,70010900
70020901,1079|400,[[1079|400]],"2|12210000|1,2|12210200|200",,2000,1,70010900|5,[[2|12210000|1]|[2|12210200|200]],[[70010900|5]],,-1,7,-1,70020900
70020902,1079|800,[[1079|800]],"2|12210000|1,2|12210200|200",,4000,2,70020900|1,[[2|12210000|1]|[2|12210200|200]],[[70020900|1]],,-1,7,-1,70020900
70020903,1079|1200,[[1079|1200]],"2|12210000|1,2|12210200|200",,6000,3,70020900|2,[[2|12210000|1]|[2|12210200|200]],[[70020900|2]],,-1,8,-1,70020900
70020904,1079|1600,[[1079|1600]],"2|12210000|1,2|12210200|200",,8000,4,70020900|3,[[2|12210000|1]|[2|12210200|200]],[[70020900|3]],,-1,8,-1,70020900
70020905,1079|2000,[[1079|2000]],"2|12210000|1,2|12210200|200",,10000,5,70020900|4,[[2|12210000|1]|[2|12210200|200]],[[70020900|4]],,-1,9,-1,70020900
70030901,1204|1,[[1204|1]],"2|12210000|1,2|12210200|200",,3000,1,70020900|5,[[2|12210000|1]|[2|12210200|200]],[[70020900|5]],,-1,9,-1,70030900
70030902,1204|2,[[1204|2]],"2|12210000|1,2|12210200|200",,6000,2,70030900|1,[[2|12210000|1]|[2|12210200|200]],[[70030900|1]],,-1,10,-1,70030900
70030903,1204|3,[[1204|3]],"2|12210000|1,2|12210200|200",,9000,3,70030900|2,[[2|12210000|1]|[2|12210200|200]],[[70030900|2]],,-1,10,-1,70030900
70030904,1204|4,[[1204|4]],"2|12210000|1,2|12210200|200",,12000,4,70030900|3,[[2|12210000|1]|[2|12210200|200]],[[70030900|3]],,-1,11,-1,70030900
70030905,1204|5,[[1204|5]],"2|12210000|1,2|12210200|200",,15000,5,70030900|4,[[2|12210000|1]|[2|12210200|200]],[[70030900|4]],,-1,11,-1,70030900
70030906,1204|6,[[1204|6]],"2|12210000|1,2|12210200|200",,18000,6,70030900|5,[[2|12210000|1]|[2|12210200|200]],[[70030900|5]],,-1,12,-1,70030900
70030907,1204|7,[[1204|7]],"2|12210000|1,2|12210200|200",,21000,7,70030900|6,[[2|12210000|1]|[2|12210200|200]],[[70030900|6]],,-1,12,-1,70030900
70030908,1204|8,[[1204|8]],"2|12210000|1,2|12210200|200",,24000,8,70030900|7,[[2|12210000|1]|[2|12210200|200]],[[70030900|7]],,-1,13,-1,70030900
70030909,1204|9,[[1204|9]],"2|12210000|1,2|12210200|200",,27000,9,70030900|8,[[2|12210000|1]|[2|12210200|200]],[[70030900|8]],,-1,14,-1,70030900
70030910,1204|10,[[1204|10]],"2|12210000|1,2|12210200|200",,30000,10,70030900|9,[[2|12210000|1]|[2|12210200|200]],[[70030900|9]],,-1,15,-1,70030900
70040701,,[],"2|12210000|1,2|12210200|1000",,10000,1,"70030900|10,70050100|3",[[2|12210000|1]|[2|12210200|1000]],[[70030900|10]|[70050100|3]],20104,-1,21,-1,70040700
70040702,,[],"2|12210000|1,2|12210200|2000",,20000,2,70040700|1,[[2|12210000|1]|[2|12210200|2000]],[[70040700|1]],20105,-1,21,-1,70040700
70040901,1115|300,[[1115|300]],"2|12210000|1,2|12210200|300",,4000,1,70030900|10,[[2|12210000|1]|[2|12210200|300]],[[70030900|10]],,-1,21,-1,70040900
70040902,1115|600,[[1115|600]],"2|12210000|1,2|12210200|300",,8000,2,70040900|1,[[2|12210000|1]|[2|12210200|300]],[[70040900|1]],,-1,21,-1,70040900
70040903,1115|900,[[1115|900]],"2|12210000|1,2|12210200|300",,12000,3,70040900|2,[[2|12210000|1]|[2|12210200|300]],[[70040900|2]],,-1,21,-1,70040900
70040904,1115|1200,[[1115|1200]],"2|12210000|1,2|12210200|300",,16000,4,70040900|3,[[2|12210000|1]|[2|12210200|300]],[[70040900|3]],,-1,21,-1,70040900
70040905,1115|1500,[[1115|1500]],"2|12210000|1,2|12210200|300",,20000,5,70040900|4,[[2|12210000|1]|[2|12210200|300]],[[70040900|4]],,-1,21,-1,70040900
70040906,1115|1800,[[1115|1800]],"2|12210000|1,2|12210200|300",,24000,6,70040900|5,[[2|12210000|1]|[2|12210200|300]],[[70040900|5]],,-1,21,-1,70040900
70040907,1115|2100,[[1115|2100]],"2|12210000|1,2|12210200|300",,28000,7,70040900|6,[[2|12210000|1]|[2|12210200|300]],[[70040900|6]],,-1,21,-1,70040900
70040908,1115|2400,[[1115|2400]],"2|12210000|1,2|12210200|300",,32000,8,70040900|7,[[2|12210000|1]|[2|12210200|300]],[[70040900|7]],,-1,21,-1,70040900
70040909,1115|2700,[[1115|2700]],"2|12210000|1,2|12210200|300",,36000,9,70040900|8,[[2|12210000|1]|[2|12210200|300]],[[70040900|8]],,-1,21,-1,70040900
70040910,1115|3000,[[1115|3000]],"2|12210000|1,2|12210200|300",,40000,10,70040900|9,[[2|12210000|1]|[2|12210200|300]],[[70040900|9]],,-1,21,-1,70040900
70041101,,[],"2|12210000|1,2|12210200|1000",,10000,1,"70030900|10,70050500|3",[[2|12210000|1]|[2|12210200|1000]],[[70030900|10]|[70050500|3]],20204,-1,21,-1,70041100
70041102,,[],"2|12210000|1,2|12210200|2000",,20000,2,70041100|1,[[2|12210000|1]|[2|12210200|2000]],[[70041100|1]],20205,-1,21,-1,70041100
