id,attr_1,attr_2,break_cost,break_extra_cost,break_extra_cost_num,hero_id,link_goods,link_skill,link_star,power,quality,rate_1,rate_2,show_star,skin,special,star,star_dec,star_name,star_sub,universal_cost,unlock_time,unlock_weekday,unlock_weekday_2
10040203,,,2|10040|20,-1,-1,10040,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,30,0|1,6|6
10040204,,,2|10040|20,-1,-1,10040,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,30,0|1,6|6
10040205,,,2|10040|20,3010,2,10040,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,143,30,0|1,6|6
10040300,,,2|10040|20,-1,-1,10040,-1,1004013,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10023_dec_03,hero_awaken_10040_stage_3,0,-1,30,0|1,6|6
10040301,,,2|10040|20,-1,-1,10040,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,30,0|1,6|6
10040302,,,2|10040|30,-1,-1,10040,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,30,0|1,6|6
10040303,,,2|10040|30,-1,-1,10040,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,30,0|1,6|6
10040304,,,2|10040|30,-1,-1,10040,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,30,0|1,6|6
10040305,,,2|10040|40,3010,4,10040,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,143,30,0|1,6|6
10040400,,,,-1,-1,10040,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11040,4,4,hero_awaken_10040_dec_4,hero_awaken_10040_stage_4,0,-1,30,0|1,6|6
10025000,,,2|10025|5,3002,1,10025,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,141,20,0|1,0|1
10025100,,,2|10025|5,-1,-1,10025,-1,1002513,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10025_dec_1,hero_awaken_10025_stage_1,0,-1,20,0|1,0|1
10025101,,,2|10025|10,-1,-1,10025,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,20,0|1,0|1
10025102,,,2|10025|10,-1,-1,10025,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,20,0|1,0|1
10025103,,,2|10025|10,-1,-1,10025,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,20,0|1,0|1
10025104,,,2|10025|15,-1,-1,10025,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,20,0|1,0|1
10025105,,,2|10025|15,3002,2,10025,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,141,20,0|1,0|1
10025200,,,2|10025|15,-1,-1,10025,-1,1002504,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10025_dec_2,hero_awaken_10025_stage_2,0,-1,20,0|1,0|1
10025201,,,2|10025|15,-1,-1,10025,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,20,0|1,0|1
10025202,,,2|10025|20,-1,-1,10025,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,20,0|1,0|1
10025203,,,2|10025|20,-1,-1,10025,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,20,0|1,0|1
10025204,,,2|10025|20,-1,-1,10025,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,20,0|1,0|1
10025205,,,2|10025|20,3002,2,10025,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,141,20,0|1,0|1
10025300,,,2|10025|20,-1,-1,10025,-1,1002513,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10025_dec_3,hero_awaken_10025_stage_3,0,-1,20,0|1,0|1
10025301,,,2|10025|20,-1,-1,10025,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,20,0|1,0|1
10025302,,,2|10025|30,-1,-1,10025,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,20,0|1,0|1
10025303,,,2|10025|30,-1,-1,10025,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,20,0|1,0|1
10025304,,,2|10025|30,-1,-1,10025,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,20,0|1,0|1
10025305,,,2|10025|40,3002,4,10025,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,141,20,0|1,0|1
10025400,,,,-1,-1,10025,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11025,4,4,hero_awaken_10025_dec_4,hero_awaken_10025_stage_4,0,-1,20,0|1,0|1
10018000,,,2|10018|5,3001,1,10018,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,141,14,0|1,0|1
10018100,,,2|10018|5,-1,-1,10018,-1,1001813,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_skill_desc_level_10018_6,hero_awaken_10018_stage_1,0,-1,14,0|1,0|1
10018101,,,2|10018|10,-1,-1,10018,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,14,0|1,0|1
10018102,,,2|10018|10,-1,-1,10018,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,14,0|1,0|1
10018103,,,2|10018|10,-1,-1,10018,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,14,0|1,0|1
10018104,,,2|10018|15,-1,-1,10018,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,14,0|1,0|1
10018105,,,2|10018|15,3001,2,10018,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,141,14,0|1,0|1
10018200,,,2|10018|15,-1,-1,10018,-1,1001804,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10018_dec_2,hero_awaken_10018_stage_2,0,-1,14,0|1,0|1
10018201,,,2|10018|15,-1,-1,10018,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,14,0|1,0|1
10018202,,,2|10018|20,-1,-1,10018,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,14,0|1,0|1
10018203,,,2|10018|20,-1,-1,10018,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,14,0|1,0|1
10018204,,,2|10018|20,-1,-1,10018,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,14,0|1,0|1
10018205,,,2|10018|20,3001,2,10018,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,141,14,0|1,0|1
10018300,,,2|10018|20,-1,-1,10018,-1,1001813,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_skill_desc_level_10018_7,hero_awaken_10018_stage_3,0,-1,14,0|1,0|1
10018301,,,2|10018|20,-1,-1,10018,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,14,0|1,0|1
10018302,,,2|10018|30,-1,-1,10018,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,14,0|1,0|1
10018303,,,2|10018|30,-1,-1,10018,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,14,0|1,0|1
10018304,,,2|10018|30,-1,-1,10018,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,14,0|1,0|1
10018305,,,2|10018|40,3001,4,10018,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,141,14,0|1,0|1
10018400,,,,-1,-1,10018,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11018,4,4,hero_awaken_10018_dec_4,hero_awaken_10018_stage_4,0,-1,14,0|1,0|1
10034000,,,2|10034|5,3003,1,10034,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,142,31,0|1,0|1
10034100,,,2|10034|5,-1,-1,10034,-1,1003413,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10034_dec_1,hero_awaken_10034_stage_1,0,-1,31,0|1,0|1
10034101,,,2|10034|10,-1,-1,10034,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,31,0|1,0|1
10034102,,,2|10034|10,-1,-1,10034,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,31,0|1,0|1
10034103,,,2|10034|10,-1,-1,10034,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,31,0|1,0|1
10034104,,,2|10034|15,-1,-1,10034,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,31,0|1,0|1
10034105,,,2|10034|15,3003,2,10034,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,142,31,0|1,0|1
10034200,,,2|10034|15,-1,-1,10034,-1,1003404,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10034_dec_2,hero_awaken_10034_stage_2,0,-1,31,0|1,0|1
10034201,,,2|10034|15,-1,-1,10034,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,31,0|1,0|1
10034202,,,2|10034|20,-1,-1,10034,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,31,0|1,0|1
10034203,,,2|10034|20,-1,-1,10034,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,31,0|1,0|1
10034204,,,2|10034|20,-1,-1,10034,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,31,0|1,0|1
10034205,,,2|10034|20,3003,2,10034,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,142,31,0|1,0|1
10034300,,,2|10034|20,-1,-1,10034,-1,1003413,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10034_dec_3,hero_awaken_10034_stage_3,0,-1,31,0|1,0|1
10034301,,,2|10034|20,-1,-1,10034,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,31,0|1,0|1
10034302,,,2|10034|30,-1,-1,10034,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,31,0|1,0|1
10034303,,,2|10034|30,-1,-1,10034,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,31,0|1,0|1
10034304,,,2|10034|30,-1,-1,10034,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,31,0|1,0|1
10034305,,,2|10034|40,3003,4,10034,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,142,31,0|1,0|1
10034400,,,,-1,-1,10034,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11034,4,4,hero_awaken_10034_dec_4,hero_awaken_10034_stage_4,0,-1,31,0|1,0|1
10030000,,,2|10030|5,3004,1,10030,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,141,14,0|1,0|1
10030100,,,2|10030|5,-1,-1,10030,-1,1003013,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10028_dec_1,hero_awaken_10030_stage_1,0,-1,14,0|1,0|1
10030101,,,2|10030|10,-1,-1,10030,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,14,0|1,0|1
10030102,,,2|10030|10,-1,-1,10030,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,14,0|1,0|1
10030103,,,2|10030|10,-1,-1,10030,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,14,0|1,0|1
10030104,,,2|10030|15,-1,-1,10030,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,14,0|1,0|1
10030105,,,2|10030|15,3004,2,10030,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,141,14,0|1,0|1
10030200,,,2|10030|15,-1,-1,10030,-1,1003004,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10030_dec_2,hero_awaken_10030_stage_2,0,-1,14,0|1,0|1
10030201,,,2|10030|15,-1,-1,10030,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,14,0|1,0|1
10030202,,,2|10030|20,-1,-1,10030,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,14,0|1,0|1
10030203,,,2|10030|20,-1,-1,10030,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,14,0|1,0|1
10030204,,,2|10030|20,-1,-1,10030,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,14,0|1,0|1
10030205,,,2|10030|20,3004,2,10030,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,141,14,0|1,0|1
10030300,,,2|10030|20,-1,-1,10030,-1,1003013,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10028_dec_3,hero_awaken_10030_stage_3,0,-1,14,0|1,0|1
10030301,,,2|10030|20,-1,-1,10030,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,14,0|1,0|1
10030302,,,2|10030|30,-1,-1,10030,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,14,0|1,0|1
10030303,,,2|10030|30,-1,-1,10030,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,14,0|1,0|1
10030304,,,2|10030|30,-1,-1,10030,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,14,0|1,0|1
10030305,,,2|10030|40,3004,4,10030,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,141,14,0|1,0|1
10030400,,,,-1,-1,10030,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11030,4,4,hero_awaken_10030_dec_4,hero_awaken_10030_stage_4,0,-1,14,0|1,0|1
10037000,,,2|10037|5,3009,1,10037,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,143,23,0|1,0|1
10037100,,,2|10037|5,-1,-1,10037,-1,1003713,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10037_dec_1,hero_awaken_10037_stage_1,0,-1,23,0|1,0|1
10037101,,,2|10037|10,-1,-1,10037,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,23,0|1,0|1
10037102,,,2|10037|10,-1,-1,10037,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,23,0|1,0|1
10037103,,,2|10037|10,-1,-1,10037,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,23,0|1,0|1
10037104,,,2|10037|15,-1,-1,10037,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,23,0|1,0|1
10037105,,,2|10037|15,3009,2,10037,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,143,23,0|1,0|1
10037200,,,2|10037|15,-1,-1,10037,-1,1003704,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10037_dec_2,hero_awaken_10037_stage_2,0,-1,23,0|1,0|1
10037201,,,2|10037|15,-1,-1,10037,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,23,0|1,0|1
10037202,,,2|10037|20,-1,-1,10037,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,23,0|1,0|1
10037203,,,2|10037|20,-1,-1,10037,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,23,0|1,0|1
10037204,,,2|10037|20,-1,-1,10037,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,23,0|1,0|1
10037205,,,2|10037|20,3009,2,10037,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,143,23,0|1,0|1
10037300,,,2|10037|20,-1,-1,10037,-1,1003713,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10037_dec_3,hero_awaken_10037_stage_3,0,-1,23,0|1,0|1
10037301,,,2|10037|20,-1,-1,10037,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,23,0|1,0|1
10037302,,,2|10037|30,-1,-1,10037,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,23,0|1,0|1
10037303,,,2|10037|30,-1,-1,10037,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,23,0|1,0|1
10037304,,,2|10037|30,-1,-1,10037,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,23,0|1,0|1
10037305,,,2|10037|40,3009,4,10037,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,143,23,0|1,0|1
10037400,,,,-1,-1,10037,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11037,4,4,hero_awaken_10037_dec_4,hero_awaken_10037_stage_4,0,-1,23,0|1,0|1
15039000,,,2|15039|5,-1,1,15039,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,142,30,300|6,300|6
15039100,,,2|15039|5,-1,-1,15039,-1,1003914,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10039_dec_1,hero_awaken_10039_stage_1,0,-1,30,300|6,300|6
15039101,,,2|15039|10,-1,-1,15039,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,30,300|6,300|6
15039102,,,2|15039|10,-1,-1,15039,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,30,300|6,300|6
15039103,,,2|15039|10,-1,-1,15039,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,30,300|6,300|6
15039104,,,2|15039|15,-1,-1,15039,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,30,300|6,300|6
15039105,,,2|15039|15,-1,2,15039,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,142,30,300|6,300|6
15039200,,,2|15039|15,-1,-1,15039,-1,1003904,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10039_dec_2,hero_awaken_10039_stage_2,0,-1,30,300|6,300|6
15039201,,,2|15039|15,-1,-1,15039,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,30,300|6,300|6
15039202,,,2|15039|20,-1,-1,15039,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,30,300|6,300|6
15039203,,,2|15039|20,-1,-1,15039,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,30,300|6,300|6
15039204,,,2|15039|20,-1,-1,15039,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,30,300|6,300|6
15039205,,,2|15039|20,-1,2,15039,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,142,30,300|6,300|6
15039300,,,2|15039|20,-1,-1,15039,-1,1003914,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10039_dec_3,hero_awaken_10039_stage_3,0,-1,30,300|6,300|6
15039301,,,2|15039|20,-1,-1,15039,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,30,300|6,300|6
15039302,,,2|15039|30,-1,-1,15039,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,30,300|6,300|6
15039303,,,2|15039|30,-1,-1,15039,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,30,300|6,300|6
15039304,,,2|15039|30,-1,-1,15039,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,30,300|6,300|6
15039305,,,2|15039|40,-1,4,15039,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,142,30,300|6,300|6
15039400,,,,-1,-1,15039,-1,-1,11,1.6,6,3|1.6,4|1.6,9,15039,4,4,hero_awaken_10039_dec_4,hero_awaken_10039_stage_4,0,-1,30,300|6,300|6
15033000,,,2|15033|5,-1,1,15033,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,141,30,300|6,300|6
15033100,,,2|15033|5,-1,-1,15033,-1,1003313,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10033_dec_1,hero_awaken_10033_stage_1,0,-1,30,300|6,300|6
15033101,,,2|15033|10,-1,-1,15033,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,30,300|6,300|6
15033102,,,2|15033|10,-1,-1,15033,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,30,300|6,300|6
15033103,,,2|15033|10,-1,-1,15033,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,30,300|6,300|6
15033104,,,2|15033|15,-1,-1,15033,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,30,300|6,300|6
15033105,,,2|15033|15,-1,2,15033,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,141,30,300|6,300|6
15033200,,,2|15033|15,-1,-1,15033,-1,1003304,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10033_dec_2,hero_awaken_10033_stage_2,0,-1,30,300|6,300|6
15033201,,,2|15033|15,-1,-1,15033,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,30,300|6,300|6
15033202,,,2|15033|20,-1,-1,15033,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,30,300|6,300|6
15033203,,,2|15033|20,-1,-1,15033,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,30,300|6,300|6
15033204,,,2|15033|20,-1,-1,15033,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,30,300|6,300|6
15033205,,,2|15033|20,-1,2,15033,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,141,30,300|6,300|6
15033300,,,2|15033|20,-1,-1,15033,-1,1003313,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10033_dec_3,hero_awaken_10033_stage_3,0,-1,30,300|6,300|6
15033301,,,2|15033|20,-1,-1,15033,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,30,300|6,300|6
15033302,,,2|15033|30,-1,-1,15033,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,30,300|6,300|6
15033303,,,2|15033|30,-1,-1,15033,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,30,300|6,300|6
15033304,,,2|15033|30,-1,-1,15033,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,30,300|6,300|6
15033305,,,2|15033|40,-1,4,15033,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,141,30,300|6,300|6
15033400,,,,-1,-1,15033,-1,-1,11,1.6,6,3|1.6,4|1.6,9,15033,4,4,hero_awaken_10033_dec_4,hero_awaken_10033_stage_4,0,-1,30,300|6,300|6
15032000,,,2|15032|5,3011,1,15032,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,141,30,0|1,5|7
15032100,,,2|15032|5,-1,-1,15032,-1,1503213,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10032_dec_1,hero_awaken_10032_stage_1,0,-1,30,0|1,5|7
15032101,,,2|15032|10,-1,-1,15032,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,30,0|1,5|7
15032102,,,2|15032|10,-1,-1,15032,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,30,0|1,5|7
15032103,,,2|15032|10,-1,-1,15032,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,30,0|1,5|7
15032104,,,2|15032|15,-1,-1,15032,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,30,0|1,5|7
15032105,,,2|15032|15,3011,2,15032,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,141,30,0|1,5|7
15032200,,,2|15032|15,-1,-1,15032,-1,1503204,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10032_dec_2,hero_awaken_10032_stage_2,0,-1,30,0|1,5|7
15032201,,,2|15032|15,-1,-1,15032,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,30,0|1,5|7
15032202,,,2|15032|20,-1,-1,15032,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,30,0|1,5|7
15032203,,,2|15032|20,-1,-1,15032,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,30,0|1,5|7
15032204,,,2|15032|20,-1,-1,15032,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,30,0|1,5|7
15032205,,,2|15032|20,3011,2,15032,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,141,30,0|1,5|7
15032300,,,2|15032|20,-1,-1,15032,-1,1503213,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10032_dec_3,hero_awaken_10032_stage_3,0,-1,30,0|1,5|7
15032301,,,2|15032|20,-1,-1,15032,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,30,0|1,5|7
15032302,,,2|15032|30,-1,-1,15032,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,30,0|1,5|7
15032303,,,2|15032|30,-1,-1,15032,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,30,0|1,5|7
15032304,,,2|15032|30,-1,-1,15032,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,30,0|1,5|7
15032305,,,2|15032|40,3011,4,15032,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,141,30,0|1,5|7
15032400,,,,-1,-1,15032,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11032,4,4,hero_awaken_10032_dec_4,hero_awaken_10032_stage_4,0,-1,30,0|1,5|7
10017000,,,2|10017|5,3015,1,10017,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,142,31,0|1,0|1
10017100,,,2|10017|5,-1,-1,10017,-1,1001713,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10023_dec_01,hero_awaken_10017_stage_1,0,-1,31,0|1,0|1
