id,iconAtlas,button,city_lv,desc,function,go_target,goTargetArr,icon,icon_atlas,name,numerical_show,recommend,scene,task_guide,type
5060900,Atlas/UI_Function,,-1,,-1,609000001,[609000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5061000,Atlas/UI_Function,,-1,,-1,610000001,[610000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5061100,Atlas/UI_Function,,-1,,-1,611000001,[611000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5061200,Atlas/UI_Function,,-1,,-1,612000001,[612000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5061300,Atlas/UI_Function,,-1,,-1,613000001,[613000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5061400,Atlas/UI_Function,,-1,,-1,614000001,[614000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5061500,Atlas/UI_Function,,-1,,-1,615000001,[615000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5061600,Atlas/UI_Function,,-1,,-1,616000001,[616000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5061700,Atlas/UI_Function,,-1,,-1,617000001,[617000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5061800,Atlas/UI_Function,,-1,,-1,618000001,[618000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5061900,Atlas/UI_Function,,-1,,-1,619000001,[619000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5062000,Atlas/UI_Function,,-1,,-1,620000001,[620000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5062100,Atlas/UI_Function,,-1,,-1,621000001,[621000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5062200,Atlas/UI_Function,,-1,,-1,622000001,[622000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5062300,Atlas/UI_Function,,-1,,-1,623000001,[623000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5062400,Atlas/UI_Function,,-1,,-1,624000001,[624000001],Activity_10,,function_name_207,1,-1,0,-1,5
5062500,Atlas/UI_Function,,-1,,-1,625000001,[625000001],Activity_10,,function_name_207,1,-1,0,-1,5
5062600,Atlas/UI_Function,,-1,,-1,626000001,[626000001],Activity_10,,function_name_207,1,-1,0,-1,5
5062700,Atlas/UI_Function,,-1,,-1,627000001,[627000001],Activity_10,,function_name_207,1,-1,0,-1,5
5062800,Atlas/UI_Function,,-1,,-1,628000001,[628000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5062900,Atlas/UI_Function,,-1,,-1,629000001,[629000001],Activity_10,,function_name_207,1,-1,0,-1,5
5063000,Atlas/UI_Function,,-1,,-1,630000001,[630000001],Activity_10,,function_name_207,1,-1,0,-1,5
5063100,Atlas/UI_Function,,-1,,-1,631000001,[631000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5063200,Atlas/UI_Function,,-1,,-1,632000001,[632000001],Activity_10,,function_name_207,-1,-1,0,-1,5
5063300,Atlas/UI_Function,,-1,,-1,633000001,[633000001],Activity_10,,function_name_207,1,-1,0,-1,5
50401,Atlas/UI_Function,,-1,,-1,401000001,[401000001],Activity_10,,function_name_207,-1,1,0,-1,5
50410,Atlas/UI_Function,,-1,,-1,410000001,[410000001],Activity_10,,function_name_207,-1,1,0,-1,5
50411,Atlas/UI_Function,,-1,,-1,411000001,[411000001],Activity_10,,function_name_207,-1,1,0,-1,5
50412,Atlas/UI_Function,,-1,,-1,412000001,[412000001],Activity_10,,function_name_207,-1,1,0,-1,5
50413,Atlas/UI_Function,,-1,,-1,413000001,[413000001],Activity_10,,function_name_207,-1,1,0,-1,5
50414,Atlas/UI_Function,,-1,,-1,414000001,[414000001],Activity_10,,function_name_207,-1,1,0,-1,5
50415,Atlas/UI_Function,,-1,,-1,415000001,[415000001],Activity_10,,function_name_207,-1,-1,0,-1,5
50416,Atlas/UI_Function,,-1,,-1,416000001,[416000001],Activity_10,,function_name_207,-1,-1,0,-1,5
50430,Atlas/UI_Function,,-1,,-1,430000001,[430000001],Activity_10,,function_name_207,-1,1,0,-1,5
61001,Atlas/UI_Function,,-1,,-1,1001,[1001],mc_icon_guanggao,,function_name_211,-1,-1,0,-1,6
69001,Atlas/UI_Function,,-1,,-1,9001,[9001],mc_icon_guanggao,,function_name_211,-1,-1,0,-1,6
69002,Atlas/UI_Function,,-1,,40,9002,[9002],mc_icon_guanggao,,function_name_211,-1,-1,0,-1,6
69003,Atlas/UI_Function,,-1,,40,9003,[9003],mc_icon_guanggao,,function_name_211,-1,-1,0,-1,6
14103,Atlas/UI_Function,jump_btn_701,-1,UI_Activity_des_005,-1,0|105,[0|105],Activity_14,,UI_Activity_003,-1,-1,0,14,1
14144,Atlas/UI_Function,jump_btn_701,-1,activity_describe_battlepass,-1,0|301,[0|301],Activity_20,,activity_name27,-1,-1,0,14,1
14145,Atlas/UI_Function,jump_btn_701,-1,activity_describe_battlepass,-1,0|301,[0|301],Activity_19,,activity_name27,-1,-1,0,14,1
14146,Atlas/UI_Function,jump_btn_701,-1,activity_describe_battlepass,-1,0|301,[0|301],Activity_19,,activity_name27,-1,-1,0,14,1
14151,Atlas/UI_Function,jump_btn_701,-1,activity_describe_fund1,-1,0|102,[0|102],Activity_15,,activity_name28,-1,-1,0,14,1
14152,Atlas/UI_Function,jump_btn_701,-1,activity_describe_fund2,-1,0|103,[0|103],Activity_16,,activity_name29,-1,-1,0,14,1
14161,Atlas/UI_Function,jump_btn_701,-1,activity_describe_161,-1,0|101,[0|101],Activity_17,,activity_name161,-1,-1,0,14,1
14180,Atlas/UI_Function,jump_btn_701,-1,activity_describe_180,-1,0|306,[0|306],icon_warder,,activity_name180,-1,-1,0,14,1
14181,Atlas/UI_Function,jump_btn_701,-1,activity_describe_180_1,-1,0|306,[0|306],icon_warder,,activity_name180_1,-1,-1,0,14,1
14198,Atlas/UI_Function,jump_btn_701,-1,,-1,0|305,[0|305],Activity_23,,race_activity_title2,-1,1,0,14,1
14217,Atlas/UI_Function,jump_btn_701,-1,,-1,0|217,[0|217],Activity_7,,sevenday_celebrate_tips1,-1,1,0,14,1
14255,Atlas/UI_Function,jump_btn_701,-1,,-1,0|255,[0|255],Activity_26,,activity_name181,-1,1,0,14,1
14265,Atlas/UI_Function,jump_btn_701,-1,UI_RallyActivity_002,-1,0|265,[0|265],Activity_42,,UI_RallyActivity_001,-1,1,0,14,1
14266,Atlas/UI_Function,jump_btn_701,-1,activity_describe_220,-1,0|266,[0|266],Activity_54,,activity_name_220,-1,1,0,14,1
14269,Atlas/UI_Function,jump_btn_701,-1,,-1,0|269,[0|269],Activity_60,,activity_name_252,-1,1,0,14,1
15001,Atlas/UI_Function,jump_btn_701,-1,jump_desc_701,-1,4,[4],jump_1,,jump_name_701,-1,1,0,7,1
23831,Atlas/UI_Function,UI_Common_Btn_021,-1,activity_describe_182,-1,0|314,[0|314],Activity_32,,activity_name172,-1,1,0,14,1
23833,Atlas/UI_Function,UI_Common_Btn_017,-1,activity_describe_184,-1,152|103,[152|103],Activity_32,,activity_name172,-1,-1,0,14,1
23088,Atlas/UI_Function,jump_btn_701,-1,,-1,88,[88],Activity_185,,competition_title1,-1,1,0,23,1
23048,Atlas/UI_Function,jump_btn_701,-1,,-1,48,[48],Activity_173,,activity_name_invasion_world,-1,1,0,23,1
23075,Atlas/UI_Function,jump_btn_701,-1,,-1,75,[75],Activity_325,,king_cross_1_1,-1,1,0,23,1
9131001,Atlas/UI_Function,,-1,,-1,9131001,[9131001],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131002,Atlas/UI_Function,,-1,,-1,9131002,[9131002],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131003,Atlas/UI_Function,,-1,,-1,9131003,[9131003],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131101,Atlas/UI_Function,,-1,,-1,9131101,[9131101],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131102,Atlas/UI_Function,,-1,,-1,9131102,[9131102],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131103,Atlas/UI_Function,,-1,,-1,9131103,[9131103],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131201,Atlas/UI_Function,,-1,,-1,9131201,[9131201],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131202,Atlas/UI_Function,,-1,,-1,9131202,[9131202],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131203,Atlas/UI_Function,,-1,,-1,9131203,[9131203],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131204,Atlas/UI_Function,,-1,,-1,9131204,[9131204],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131205,Atlas/UI_Function,,-1,,-1,9131205,[9131205],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131301,Atlas/UI_Function,,-1,,-1,9131301,[9131301],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131302,Atlas/UI_Function,,-1,,-1,9131302,[9131302],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131303,Atlas/UI_Function,,-1,,-1,9131303,[9131303],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131304,Atlas/UI_Function,,-1,,-1,9131304,[9131304],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131305,Atlas/UI_Function,,-1,,-1,9131305,[9131305],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131401,Atlas/UI_Function,,-1,,-1,9131401,[9131401],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131402,Atlas/UI_Function,,-1,,-1,9131402,[9131402],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131403,Atlas/UI_Function,,-1,,-1,9131403,[9131403],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131404,Atlas/UI_Function,,-1,,-1,9131404,[9131404],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131405,Atlas/UI_Function,,-1,,-1,9131405,[9131405],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131501,Atlas/UI_Function,,-1,,-1,9131501,[9131501],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131502,Atlas/UI_Function,,-1,,-1,9131502,[9131502],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131503,Atlas/UI_Function,,-1,,-1,9131503,[9131503],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131504,Atlas/UI_Function,,-1,,-1,9131504,[9131504],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9131505,Atlas/UI_Function,,-1,,-1,9131505,[9131505],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157001,Atlas/UI_Function,,-1,,-1,9157001,[9157001],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157002,Atlas/UI_Function,,-1,,-1,9157002,[9157002],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157003,Atlas/UI_Function,,-1,,-1,9157003,[9157003],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157004,Atlas/UI_Function,,-1,,-1,9157004,[9157004],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157005,Atlas/UI_Function,,-1,,-1,9157005,[9157005],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157006,Atlas/UI_Function,,-1,,-1,9157006,[9157006],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157101,Atlas/UI_Function,,-1,,-1,9157101,[9157101],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157102,Atlas/UI_Function,,-1,,-1,9157102,[9157102],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157103,Atlas/UI_Function,,-1,,-1,9157103,[9157103],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157104,Atlas/UI_Function,,-1,,-1,9157104,[9157104],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157105,Atlas/UI_Function,,-1,,-1,9157105,[9157105],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157106,Atlas/UI_Function,,-1,,-1,9157106,[9157106],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157201,Atlas/UI_Function,,-1,,-1,9157201,[9157201],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157202,Atlas/UI_Function,,-1,,-1,9157202,[9157202],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157203,Atlas/UI_Function,,-1,,-1,9157203,[9157203],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157204,Atlas/UI_Function,,-1,,-1,9157204,[9157204],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157205,Atlas/UI_Function,,-1,,-1,9157205,[9157205],Activity_11,,pay_tehui_5,-1,1,0,-1,4
9157206,Atlas/UI_Function,,-1,,-1,9157206,[9157206],Activity_11,,pay_tehui_5,-1,1,0,-1,4
1109001,Atlas/UI_Function,,-1,,-1,0|109|9021001,[0|109|9021001],,,,-1,-1,0,14,1
1109002,Atlas/UI_Function,,-1,,-1,0|109|9021003,[0|109|9021003],,,,-1,-1,0,14,1
1109003,Atlas/UI_Function,,-1,,-1,0|109|922001,[0|109|922001],,,,-1,-1,0,14,1
1109004,Atlas/UI_Function,,-1,,-1,0|107,[0|107],,,,-1,-1,0,14,1
11271001,Atlas/UI_Function,,-1,,-1,0|310,[0|310],,,,-1,-1,0,14,1
11271002,Atlas/UI_Function,,-1,,-1,0|104,[0|104],,,,-1,-1,0,14,1
11271003,Atlas/UI_Function,,-1,,-1,0|109|11130001,[0|109|11130001],,,,-1,-1,0,14,1
11271004,Atlas/UI_Function,,-1,,-1,0|109|11221001,[0|109|11221001],,,,-1,-1,0,14,1
11271005,Atlas/UI_Function,,-1,,-1,0|109|11239101,[0|109|11239101],,,,-1,-1,0,14,1
11271006,Atlas/UI_Function,,-1,,-1,0|109|11239102,[0|109|11239102],,,,-1,-1,0,14,1
11271007,Atlas/UI_Function,,-1,,-1,0|109|11239103,[0|109|11239103],,,,-1,-1,0,14,1
11271008,Atlas/UI_Function,,-1,,-1,0|109|11239104,[0|109|11239104],,,,-1,-1,0,14,1
11271009,Atlas/UI_Function,,-1,,-1,0|109|11239105,[0|109|11239105],,,,-1,-1,0,14,1
11271010,Atlas/UI_Function,,-1,,-1,0|109|11239106,[0|109|11239106],,,,-1,-1,0,14,1
11271011,Atlas/UI_Function,,-1,,-1,0|109|11239107,[0|109|11239107],,,,-1,-1,0,14,1
12061001,Atlas/UI_Function,jump_btn_701,-1,jump_desc_301,-1,101,[101],sys_3,,jump_name_301,-1,-1,1,12,1
12120101,Atlas/UI_Item,jump_btn_3,-1,goods_desc_12120101,-1,12120101,[12120101],icon_30249,Atlas/UI_Item,goods_name_12120101,-1,1,0,13,3
12120102,Atlas/UI_Item,jump_btn_3,-1,goods_desc_12120102,-1,12120102,[12120102],icon_30250,Atlas/UI_Item,goods_name_12120102,-1,1,0,13,3
12120103,Atlas/UI_Item,jump_btn_3,-1,goods_desc_12120103,-1,12120103,[12120103],icon_30251,Atlas/UI_Item,goods_name_12120103,-1,1,0,13,3
12120104,Atlas/UI_Item,jump_btn_3,-1,goods_desc_12120104,-1,12120104,[12120104],icon_30252,Atlas/UI_Item,goods_name_12120104,-1,1,0,13,3
11145001,Atlas/UI_Item,jump_btn_3,-1,goods_desc_11145001,-1,11145001,[11145001],icon_30187,Atlas/UI_Item,goods_name_11145001,-1,1,0,13,3
11145005,Atlas/UI_Item,jump_btn_3,-1,goods_desc_11145005,-1,11145005,[11145005],icon_30188,Atlas/UI_Item,goods_name_11145005,-1,1,0,13,3
11145009,Atlas/UI_Item,jump_btn_3,-1,goods_desc_11145009,-1,11145009,[11145009],icon_30189,Atlas/UI_Item,goods_name_11145009,-1,1,0,13,3
145,Atlas/UI_Function,jump_btn_701,-1,,-1,145,[145],func_42,,citybuilding_name_145,-1,1,1,1,1
146,Atlas/UI_Function,jump_btn_701,-1,,-1,326000001,[326000001],func_42,,citybuilding_name_145,-1,1,1,-1,1
147,Atlas/UI_Function,jump_btn_701,-1,,-1,,[],Activity_114,,activity_name_race_top,-1,1,-1,-1,1
148,Atlas/UI_Function,jump_btn_701,-1,,-1,,[],Activity_74,,race_alliance_name,-1,1,-1,-1,1
149,Atlas/UI_Function,jump_btn_701,-1,,-1,,[],Activity_12,,jump_name_149,-1,1,-1,-1,1
200,Atlas/UI_Function,,10,,-1,69,[69],,,,-1,-1,1,25,1
201,Atlas/UI_Function,,10,,-1,1,[1],,,,-1,-1,1,25,1
202,Atlas/UI_Function,,10,,-1,,[],,,,-1,-1,1,47,1
203,Atlas/UI_Function,,10,,-1,17,[17],,,,-1,-1,1,25,1
204,Atlas/UI_Function,,10,,-1,,[],,,,-1,-1,1,36,1
205,Atlas/UI_Function,,10,,-1,,[],,,,-1,-1,1,32,1
206,Atlas/UI_Function,,10,,-1,29,[29],,,,-1,-1,1,25,1
207,Atlas/UI_Function,,10,,-1,114|4|3,[114|4|3],,,,-1,-1,1,1,1
208,Atlas/UI_Function,,10,,-1,101,[101],,,,-1,-1,1,25,1
404227001,Atlas/UI_Function,,-1,,-1,404227001,[404227001],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227002,Atlas/UI_Function,,-1,,-1,404227002,[404227002],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227003,Atlas/UI_Function,,-1,,-1,404227003,[404227003],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227004,Atlas/UI_Function,,-1,,-1,404227004,[404227004],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227005,Atlas/UI_Function,,-1,,-1,404227005,[404227005],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227101,Atlas/UI_Function,,-1,,-1,404227101,[404227101],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227102,Atlas/UI_Function,,-1,,-1,404227102,[404227102],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227103,Atlas/UI_Function,,-1,,-1,404227103,[404227103],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227104,Atlas/UI_Function,,-1,,-1,404227104,[404227104],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227105,Atlas/UI_Function,,-1,,-1,404227105,[404227105],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227301,Atlas/UI_Function,,-1,,-1,404227301,[404227301],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227302,Atlas/UI_Function,,-1,,-1,404227302,[404227302],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227303,Atlas/UI_Function,,-1,,-1,404227303,[404227303],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227304,Atlas/UI_Function,,-1,,-1,404227304,[404227304],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227305,Atlas/UI_Function,,-1,,-1,404227305,[404227305],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227401,Atlas/UI_Function,,-1,,-1,404227401,[404227401],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227402,Atlas/UI_Function,,-1,,-1,404227402,[404227402],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227403,Atlas/UI_Function,,-1,,-1,404227403,[404227403],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227404,Atlas/UI_Function,,-1,,-1,404227404,[404227404],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227405,Atlas/UI_Function,,-1,,-1,404227405,[404227405],Activity_11,,pay_tehui_5,-1,1,0,-1,4
509116003,Atlas/UI_Function,,-1,,-1,509116003,[509116003],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227501,Atlas/UI_Function,,-1,,-1,404227501,[404227501],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227502,Atlas/UI_Function,,-1,,-1,404227502,[404227502],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227503,Atlas/UI_Function,,-1,,-1,404227503,[404227503],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227504,Atlas/UI_Function,,-1,,-1,404227504,[404227504],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227505,Atlas/UI_Function,,-1,,-1,404227505,[404227505],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227601,Atlas/UI_Function,,-1,,-1,404227601,[404227601],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227602,Atlas/UI_Function,,-1,,-1,404227602,[404227602],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227603,Atlas/UI_Function,,-1,,-1,404227603,[404227603],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227604,Atlas/UI_Function,,-1,,-1,404227604,[404227604],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227605,Atlas/UI_Function,,-1,,-1,404227605,[404227605],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404206041,Atlas/UI_Function,,-1,,-1,404206041,[404206041],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404206042,Atlas/UI_Function,,-1,,-1,404206042,[404206042],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404206043,Atlas/UI_Function,,-1,,-1,404206043,[404206043],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404206044,Atlas/UI_Function,,-1,,-1,404206044,[404206044],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404206045,Atlas/UI_Function,,-1,,-1,404206045,[404206045],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404207003,Atlas/UI_Function,,-1,,-1,404207003,[404207003],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404205211,Atlas/UI_Function,,-1,,-1,404205211,[404205211],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404205212,Atlas/UI_Function,,-1,,-1,404205212,[404205212],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404205213,Atlas/UI_Function,,-1,,-1,404205213,[404205213],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227701,Atlas/UI_Function,,-1,,-1,404227701,[404227701],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227702,Atlas/UI_Function,,-1,,-1,404227702,[404227702],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227703,Atlas/UI_Function,,-1,,-1,404227703,[404227703],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227704,Atlas/UI_Function,,-1,,-1,404227704,[404227704],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404227705,Atlas/UI_Function,,-1,,-1,404227705,[404227705],Activity_11,,pay_tehui_5,-1,1,0,-1,4
1000000,Atlas/UI_Function,jump_btn_701,-1,,115,115,[115],func_16,,citybuilding_name_115,1,1,0,12,1
1000001,Atlas/UI_Function,jump_btn_701,-1,,-1,1052,[1052],remote:Icon_Function/Activity_21,,activity_name_1052,-1,1,0,20,1
1000011,Atlas/UI_Function,jump_btn_701,-1,,-1,1124,[1124],remote:Icon_Function/Activity_21,,activity_name_1052,-1,1,0,20,1
1000002,Atlas/UI_Function,jump_btn_701,-1,,-1,1050,[1050],remote:Icon_Function/Activity_1,,activity_name_194,-1,1,0,20,1
1000003,Atlas/UI_Function,jump_btn_701,-1,,-1,1096,[1096],remote:Icon_Function/Activity_21,,activity_name_1052,-1,1,0,20,1
1000004,Atlas/UI_Function,jump_btn_701,-1,,-1,1087,[1087],remote:Icon_Function/Activity_26,,activity_name181,-1,1,0,20,1
1000005,Atlas/UI_Function,jump_btn_701,-1,,-1,1112,[1112],remote:Icon_Function/Activity_21,,activity_name_1052,-1,1,0,20,1
1000006,Atlas/UI_Function,jump_btn_701,-1,,-1,1111,[1111],remote:Icon_Function/Activity_26,,activity_name181,-1,1,0,20,1
1000007,Atlas/UI_Function,jump_btn_701,-1,,-1,1128,[1128],remote:Icon_Function/Activity_21,,activity_name_1052,-1,1,0,20,1
1000008,Atlas/UI_Function,jump_btn_701,-1,,-1,1131,[1131],remote:Icon_Function/Activity_40,,activity_name203,-1,1,0,20,1
404205261,Atlas/UI_Function,,-1,,-1,404205261,[404205261],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404205262,Atlas/UI_Function,,-1,,-1,404205262,[404205262],Activity_11,,pay_tehui_5,-1,1,0,-1,4
404205263,Atlas/UI_Function,,-1,,-1,404205263,[404205263],Activity_11,,pay_tehui_5,-1,1,0,-1,4
405215001,Atlas/UI_Function,,-1,,-1,405215001,[405215001],Activity_11,,pay_tehui_5,-1,1,0,-1,4
405215002,Atlas/UI_Function,,-1,,-1,405215002,[405215002],Activity_11,,pay_tehui_5,-1,1,0,-1,4
405215003,Atlas/UI_Function,,-1,,-1,405215003,[405215003],Activity_11,,pay_tehui_5,-1,1,0,-1,4
405215004,Atlas/UI_Function,,-1,,-1,405215004,[405215004],Activity_11,,pay_tehui_5,-1,1,0,-1,4
405215005,Atlas/UI_Function,,-1,,-1,405215005,[405215005],Activity_11,,pay_tehui_5,-1,1,0,-1,4
1000101,Atlas/UI_Function,jump_btn_701,-1,,-1,1166,[1166],remote:Icon_Function/Activity_26,,activity_name181,-1,1,0,20,1
1000102,Atlas/UI_Function,jump_btn_701,-1,,-1,1167,[1167],remote:Icon_Function/Activity_44,,activity_name_206,-1,1,0,20,1
1000103,Atlas/UI_Function,jump_btn_701,-1,,-1,1168,[1168],remote:Icon_Function/Activity_102.png,,activity_name_1052,-1,1,0,20,1
1000104,Atlas/UI_Function,jump_btn_701,-1,,-1,1171,[1171],remote:Icon_Function/Activity_26,,activity_name181,-1,1,0,20,1
1000105,Atlas/UI_Function,jump_btn_701,-1,,-1,1173,[1173],remote:Icon_Function/Activity_257.png,,activity_name_1052,-1,1,0,20,1
1000106,Atlas/UI_Function,jump_btn_701,-1,,-1,1177,[1177],remote:Icon_Function/Activity_258.png,,activity_name_tonghuo,-1,1,0,20,1
1000107,Atlas/UI_Function,jump_btn_701,-1,,-1,1179,[1179],remote:Icon_Function/Activity_112.png,,activity_name_1052,-1,1,0,20,1
1000108,Atlas/UI_Function,jump_btn_701,-1,,-1,1180,[1180],remote:Icon_Function/Activity_189.png,,activity_name_1052,-1,1,0,20,1
1000109,Atlas/UI_Function,jump_btn_701,-1,,-1,1183,[1183],remote:Icon_Function/Activity_26,,activity_name181,-1,1,0,20,1
1000110,Atlas/UI_Function,jump_btn_701,-1,,-1,1185,[1185],remote:Icon_Function/Activity_52.png,,activity_name_1052,-1,1,0,20,1
1000111,Atlas/UI_Function,jump_btn_701,-1,,-1,1200,[1200],remote:Icon_Function/Activity_21.png,,activity_name315,-1,1,0,20,1
1000112,Atlas/UI_Function,jump_btn_701,-1,,-1,1199,[1199],remote:Icon_Function/Activity_60.png,,activity_name_252,-1,1,0,20,1
1000113,Atlas/UI_Function,jump_btn_701,-1,,-1,1189,[1189],remote:Icon_Function/Activity_26.png,,activity_name181,-1,1,0,20,1
1000114,Atlas/UI_Function,jump_btn_701,-1,,-1,1193,[1193],remote:Icon_Function/Activity_44.png,,activity_name_206,-1,1,0,20,1
1000115,Atlas/UI_Function,jump_btn_701,-1,,-1,1217,[1217],remote:Icon_Function/Activity_68.png,,activity_name_1052,-1,1,0,20,1
1000116,Atlas/UI_Function,jump_btn_701,-1,,-1,1218,[1218],remote:Icon_Function/Activity_67.png,,activity_name_1052,-1,1,0,20,1
1000117,Atlas/UI_Function,jump_btn_701,-1,,-1,1225,[1225],remote:Icon_Function/Activity_190.png,,dice_01,-1,1,0,20,1
1000118,Atlas/UI_Function,jump_btn_701,-1,,-1,1226,[1226],remote:Icon_Function/Activity_11.png,,activity_name_shop_2,-1,1,0,20,1
1000119,Atlas/UI_Function,jump_btn_701,-1,,-1,1227,[1227],remote:Icon_Function/Activity_190.png,,activity_bp_touzi,-1,1,0,20,1
1000120,Atlas/UI_Function,jump_btn_701,-1,,-1,1228,[1228],remote:Icon_Function/Activity_44.png,,activity_name_206,-1,1,0,20,1
405231001,Atlas/UI_Function,,-1,,-1,405231001,[405231001],func_32,,exchange_name_fwyclb,1,1,0,-1,4
405231002,Atlas/UI_Function,,-1,,-1,405231002,[405231002],func_32,,exchange_name_fwyclb,1,1,0,-1,4
