id,display_value,gift,giftIds,group,mail_id,name,race_type,rank_reward,reward,score,sub,target_score,targetScores,targetStageExtraRewardValues,targetStagePointRewards,targetTasks
106,,[9051021|9051022|9051023|9051024|9051025],[9051021|9051022|9051023|9051024|9051025],10002,3001,race_name_111,1,0,[9225101|9225201|9225301|9225102|9225202|9225302|9225103|9225203|9225303|9225104|9225204|9225304|9225105|9225205|9225305|9225106|9225206|9225306],[9041001|9041008|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[1000|6400|40800|1900|13300|85000|3100|21200|135900|3100|21200|135900|3100|21200|135900|3100|21200|135900],[[1000|6400|40800]|[1900|13300|85000]|[3100|21200|135900]|[3100|21200|135900]|[3100|21200|135900]|[3100|21200|135900]],[],[[9225101|9225201|9225301]|[9225102|9225202|9225302]|[9225103|9225203|9225303]|[9225104|9225204|9225304]|[9225105|9225205|9225305]|[9225106|9225206|9225306]],[9041001|9041008|9041064]
107,,[9051001|9051002|9051003|9051004|9051005],[9051001|9051002|9051003|9051004|9051005],10003,3001,race_name_444,1,0,[9227101|9227201|9227301|9227102|9227202|9227302|9227103|9227203|9227303|9227104|9227204|9227304|9227105|9227205|9227305|9227106|9227206|9227306],[9041002|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[700|4600|29400|1400|9600|61200|2200|15300|97900|2200|15300|97900|2200|15300|97900|2200|15300|97900],[[700|4600|29400]|[1400|9600|61200]|[2200|15300|97900]|[2200|15300|97900]|[2200|15300|97900]|[2200|15300|97900]],[],[[9227101|9227201|9227301]|[9227102|9227202|9227302]|[9227103|9227203|9227303]|[9227104|9227204|9227304]|[9227105|9227205|9227305]|[9227106|9227206|9227306]],[9041002|9041064]
108,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],10003,3001,race_name_444,1,0,[9227101|9227201|9227301|9227102|9227202|9227302|9227103|9227203|9227303|9227104|9227204|9227304|9227105|9227205|9227305|9227106|9227206|9227306],[9041008|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[400|2300|14700|700|4800|30600|1100|7700|49000|1400|9600|61200|1400|9600|61200|1400|9600|61200],[[400|2300|14700]|[700|4800|30600]|[1100|7700|49000]|[1400|9600|61200]|[1400|9600|61200]|[1400|9600|61200]],[],[[9227101|9227201|9227301]|[9227102|9227202|9227302]|[9227103|9227203|9227303]|[9227104|9227204|9227304]|[9227105|9227205|9227305]|[9227106|9227206|9227306]],[9041008|9041064]
109,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],10003,3001,race_name_444,1,0,[9227101|9227201|9227301|9227102|9227202|9227302|9227103|9227203|9227303|9227104|9227204|9227304|9227105|9227205|9227305|9227106|9227206|9227306],[9041002|9041008|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[800|5300|34000|1200|8300|53000|1500|10400|66600|1600|11000|70700|1600|11000|70700|1600|11000|70700],[[800|5300|34000]|[1200|8300|53000]|[1500|10400|66600]|[1600|11000|70700]|[1600|11000|70700]|[1600|11000|70700]],[],[[9227101|9227201|9227301]|[9227102|9227202|9227302]|[9227103|9227203|9227303]|[9227104|9227204|9227304]|[9227105|9227205|9227305]|[9227106|9227206|9227306]],[9041002|9041008|9041064]
110,,[9051036|9051037|9051038|9051039],[9051036|9051037|9051038|9051039],10004,3001,race_name_777,1,0,[9226101|9226201|9226301|9226102|9226202|9226302|9226103|9226203|9226303|9226104|9226204|9226304|9226105|9226205|9226305|9226106|9226206|9226306],[9041062|9041005|9041006|9041007|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[2600|18200|116800|3200|21800|140100|3400|23700|151800|3700|25500|163500|3700|25500|163500|3700|25500|163500],[[2600|18200|116800]|[3200|21800|140100]|[3400|23700|151800]|[3700|25500|163500]|[3700|25500|163500]|[3700|25500|163500]],[],[[9226101|9226201|9226301]|[9226102|9226202|9226302]|[9226103|9226203|9226303]|[9226104|9226204|9226304]|[9226105|9226205|9226305]|[9226106|9226206|9226306]],[9041062|9041005|9041006|9041007|9041064]
111,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],10004,3001,race_name_111,1,0,[9226101|9226201|9226301|9226102|9226202|9226302|9226103|9226203|9226303|9226104|9226204|9226304|9226105|9226205|9226305|9226106|9226206|9226306],[9041001|9041002|9041009|9041010|9041011|9041012|9041013|9041014|9041015|9041016|9041017|9041018],"1|10,11|15,16|20,21|25,26|28,29|999",[800|5500|35300|1300|9000|57300|2400|16400|105100|4300|29500|189400|4500|31100|199800|7000|48900|314200],[[800|5500|35300]|[1300|9000|57300]|[2400|16400|105100]|[4300|29500|189400]|[4500|31100|199800]|[7000|48900|314200]],[],[[9226101|9226201|9226301]|[9226102|9226202|9226302]|[9226103|9226203|9226303]|[9226104|9226204|9226304]|[9226105|9226205|9226305]|[9226106|9226206|9226306]],[9041001|9041002|9041009|9041010|9041011|9041012|9041013|9041014|9041015|9041016|9041017|9041018]
112,,[9051036|9051037|9051038|9051039],[9051036|9051037|9051038|9051039],10004,3001,race_name_777,1,0,[9226101|9226201|9226301|9226102|9226202|9226302|9226103|9226203|9226303|9226104|9226204|9226304|9226105|9226205|9226305|9226106|9226206|9226306],[9041062|9041005|9041006|9041007|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[2600|18200|116800|3200|21800|140100|3400|23700|151800|3700|25500|163500|3700|25500|163500|3700|25500|163500],[[2600|18200|116800]|[3200|21800|140100]|[3400|23700|151800]|[3700|25500|163500]|[3700|25500|163500]|[3700|25500|163500]],[],[[9226101|9226201|9226301]|[9226102|9226202|9226302]|[9226103|9226203|9226303]|[9226104|9226204|9226304]|[9226105|9226205|9226305]|[9226106|9226206|9226306]],[9041062|9041005|9041006|9041007|9041064]
113,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],10005,3001,race_name_666,1,0,[9225101|9225201|9225301|9225102|9225202|9225302|9225103|9225203|9225303|9225104|9225204|9225304|9225105|9225205|9225305|9225106|9225206|9225306],[9041001|9041009|9041010|9041011|9041012|9041013|9041014|9041015|9041016|9041017|9041018],"1|10,11|15,16|20,21|25,26|28,29|999",[800|5500|35300|1300|9000|57300|2400|16400|105100|4300|29500|189400|4500|31100|199800|7000|48900|314200],[[800|5500|35300]|[1300|9000|57300]|[2400|16400|105100]|[4300|29500|189400]|[4500|31100|199800]|[7000|48900|314200]],[],[[9225101|9225201|9225301]|[9225102|9225202|9225302]|[9225103|9225203|9225303]|[9225104|9225204|9225304]|[9225105|9225205|9225305]|[9225106|9225206|9225306]],[9041001|9041009|9041010|9041011|9041012|9041013|9041014|9041015|9041016|9041017|9041018]
114,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],10005,3001,race_name_666,1,0,[9227101|9227201|9227301|9227102|9227202|9227302|9227103|9227203|9227303|9227104|9227204|9227304|9227105|9227205|9227305|9227106|9227206|9227306],[9041002|9041009|9041010|9041011|9041012|9041013|9041014|9041015|9041016|9041017|9041018],"1|10,11|15,16|20,21|25,26|28,29|999",[800|5500|35300|1300|9000|57300|2400|16400|105100|3900|27300|175200|3900|27300|175200|7000|48900|314200],[[800|5500|35300]|[1300|9000|57300]|[2400|16400|105100]|[3900|27300|175200]|[3900|27300|175200]|[7000|48900|314200]],[],[[9227101|9227201|9227301]|[9227102|9227202|9227302]|[9227103|9227203|9227303]|[9227104|9227204|9227304]|[9227105|9227205|9227305]|[9227106|9227206|9227306]],[9041002|9041009|9041010|9041011|9041012|9041013|9041014|9041015|9041016|9041017|9041018]
115,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],10006,3001,race_name_888,1,0,[9226101|9226201|9226301|9226102|9226202|9226302|9226103|9226203|9226303|9226104|9226204|9226304|9226105|9226205|9226305|9226106|9226206|9226306],[9041019|9041020|9041021|9041022|9041023|9041024|9041025|9041026|9041027|9041028],"1|10,11|15,16|20,21|25,26|28,29|999",[1800|10400|31200|5700|33900|101700|8300|49800|149300|10400|62300|186700|11600|69200|207400|11600|69200|207400],[[1800|10400|31200]|[5700|33900|101700]|[8300|49800|149300]|[10400|62300|186700]|[11600|69200|207400]|[11600|69200|207400]],[],[[9226101|9226201|9226301]|[9226102|9226202|9226302]|[9226103|9226203|9226303]|[9226104|9226204|9226304]|[9226105|9226205|9226305]|[9226106|9226206|9226306]],[9041019|9041020|9041021|9041022|9041023|9041024|9041025|9041026|9041027|9041028]
116,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],10006,3001,race_name_888,1,0,[9226101|9226201|9226301|9226102|9226202|9226302|9226103|9226203|9226303|9226104|9226204|9226304|9226105|9226205|9226305|9226106|9226206|9226306],[9041019|9041020|9041021|9041022|9041023|9041024|9041025|9041026|9041027|9041028],"1|10,11|15,16|20,21|25,26|28,29|999",[1800|10400|31200|5700|33900|101700|8300|49800|149300|10400|62300|186700|11600|69200|207400|11600|69200|207400],[[1800|10400|31200]|[5700|33900|101700]|[8300|49800|149300]|[10400|62300|186700]|[11600|69200|207400]|[11600|69200|207400]],[],[[9226101|9226201|9226301]|[9226102|9226202|9226302]|[9226103|9226203|9226303]|[9226104|9226204|9226304]|[9226105|9226205|9226305]|[9226106|9226206|9226306]],[9041019|9041020|9041021|9041022|9041023|9041024|9041025|9041026|9041027|9041028]
117,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],10007,3001,race_name_888,1,0,[9226101|9226201|9226301|9226102|9226202|9226302|9226103|9226203|9226303|9226104|9226204|9226304|9226105|9226205|9226305|9226106|9226206|9226306],[9041019|9041020|9041021|9041022|9041023|9041024|9041025|9041026|9041027|9041028],"1|10,11|15,16|20,21|25,26|28,29|999",[1800|10400|31200|5700|33900|101700|8300|49800|149300|10400|62300|186700|11600|69200|207400|11600|69200|207400],[[1800|10400|31200]|[5700|33900|101700]|[8300|49800|149300]|[10400|62300|186700]|[11600|69200|207400]|[11600|69200|207400]],[],[[9226101|9226201|9226301]|[9226102|9226202|9226302]|[9226103|9226203|9226303]|[9226104|9226204|9226304]|[9226105|9226205|9226305]|[9226106|9226206|9226306]],[9041019|9041020|9041021|9041022|9041023|9041024|9041025|9041026|9041027|9041028]
118,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],10007,3001,race_name_888,1,0,[9226101|9226201|9226301|9226102|9226202|9226302|9226103|9226203|9226303|9226104|9226204|9226304|9226105|9226205|9226305|9226106|9226206|9226306],[9041019|9041020|9041021|9041022|9041023|9041024|9041025|9041026|9041027|9041028],"1|10,11|15,16|20,21|25,26|28,29|999",[1800|10400|31200|5700|33900|101700|8300|49800|149300|10400|62300|186700|11600|69200|207400|11600|69200|207400],[[1800|10400|31200]|[5700|33900|101700]|[8300|49800|149300]|[10400|62300|186700]|[11600|69200|207400]|[11600|69200|207400]],[],[[9226101|9226201|9226301]|[9226102|9226202|9226302]|[9226103|9226203|9226303]|[9226104|9226204|9226304]|[9226105|9226205|9226305]|[9226106|9226206|9226306]],[9041019|9041020|9041021|9041022|9041023|9041024|9041025|9041026|9041027|9041028]
201,,[9051021|9051022|9051023|9051024|9051025],[9051021|9051022|9051023|9051024|9051025],20001,3001,race_name_111,1,0,[9225101|9225201|9225301|9225102|9225202|9225302|9225103|9225203|9225303|9225104|9225204|9225304|9225105|9225205|9225305|9225106|9225206|9225306],[9041001|9041008|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[1500|10400|66300|1800|12400|79500|2400|16500|106000|2400|16500|106000|2400|16500|106000|2400|16500|106000],[[1500|10400|66300]|[1800|12400|79500]|[2400|16500|106000]|[2400|16500|106000]|[2400|16500|106000]|[2400|16500|106000]],[],[[9225101|9225201|9225301]|[9225102|9225202|9225302]|[9225103|9225203|9225303]|[9225104|9225204|9225304]|[9225105|9225205|9225305]|[9225106|9225206|9225306]],[9041001|9041008|9041064]
202,,[9051006|9051007|9051008|9051009|9051010],[9051006|9051007|9051008|9051009|9051010],20001,3001,race_name_222,1,0,[9227101|9227201|9227301|9227102|9227202|9227302|9227103|9227203|9227303|9227104|9227204|9227304|9227105|9227205|9227305|9227106|9227206|9227306],[9041059|9041060|9041061|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[2200|15200|97300|2900|19700|126700|2900|19700|126700|2900|19700|126700|3500|24300|156000|3500|24300|156000],[[2200|15200|97300]|[2900|19700|126700]|[2900|19700|126700]|[2900|19700|126700]|[3500|24300|156000]|[3500|24300|156000]],[],[[9227101|9227201|9227301]|[9227102|9227202|9227302]|[9227103|9227203|9227303]|[9227104|9227204|9227304]|[9227105|9227205|9227305]|[9227106|9227206|9227306]],[9041059|9041060|9041061|9041064]
203,,[9051011|9051012|9051013|9051014|9051015],[9051011|9051012|9051013|9051014|9051015],20001,3001,race_name_333,1,0,[9226101|9226201|9226301|9226102|9226202|9226302|9226103|9226203|9226303|9226104|9226204|9226304|9226105|9226205|9226305|9226106|9226206|9226306],[9041029|9041030|9041031|9041032|9041033|9041034|9041035|9041036|9041037|9041038|9041039|9041040|9041041|9041042|9041043|9041044|9041045|9041046|9041047|9041048|9041049|9041050|9041051|9041052|9041053|9041054|9041055|9041056|9041057|9041058],"1|10,11|15,16|20,21|25,26|28,29|999",[300|2000|12800|800|5300|34000|1600|10600|68000|2400|16600|106200|3000|20500|131700|3400|23200|148600],[[300|2000|12800]|[800|5300|34000]|[1600|10600|68000]|[2400|16600|106200]|[3000|20500|131700]|[3400|23200|148600]],[],[[9226101|9226201|9226301]|[9226102|9226202|9226302]|[9226103|9226203|9226303]|[9226104|9226204|9226304]|[9226105|9226205|9226305]|[9226106|9226206|9226306]],[9041029|9041030|9041031|9041032|9041033|9041034|9041035|9041036|9041037|9041038|9041039|9041040|9041041|9041042|9041043|9041044|9041045|9041046|9041047|9041048|9041049|9041050|9041051|9041052|9041053|9041054|9041055|9041056|9041057|9041058]
204,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],20002,3001,race_name_444,1,0,[9227101|9227201|9227301|9227102|9227202|9227302|9227103|9227203|9227303|9227104|9227204|9227304|9227105|9227205|9227305|9227106|9227206|9227306],[9041002|9041008|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[900|6100|39200|1200|8200|52200|1500|10200|65300|1500|10200|65300|1500|10200|65300|1500|10200|65300],[[900|6100|39200]|[1200|8200|52200]|[1500|10200|65300]|[1500|10200|65300]|[1500|10200|65300]|[1500|10200|65300]],[],[[9227101|9227201|9227301]|[9227102|9227202|9227302]|[9227103|9227203|9227303]|[9227104|9227204|9227304]|[9227105|9227205|9227305]|[9227106|9227206|9227306]],[9041002|9041008|9041064]
205,,[9051036|9051037|9051038|9051039],[9051036|9051037|9051038|9051039],20002,3001,race_name_777,1,0,[9226101|9226201|9226301|9226102|9226202|9226302|9226103|9226203|9226303|9226104|9226204|9226304|9226105|9226205|9226305|9226106|9226206|9226306],[9041062|9041005|9041006|9041007|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[2600|18200|116800|3700|25500|163500|3900|27300|175200|4200|29100|186800|4200|29100|186800|4200|29100|186800],[[2600|18200|116800]|[3700|25500|163500]|[3900|27300|175200]|[4200|29100|186800]|[4200|29100|186800]|[4200|29100|186800]],[],[[9226101|9226201|9226301]|[9226102|9226202|9226302]|[9226103|9226203|9226303]|[9226104|9226204|9226304]|[9226105|9226205|9226305]|[9226106|9226206|9226306]],[9041062|9041005|9041006|9041007|9041064]
206,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],20002,3001,race_name_666,1,0,[9225101|9225201|9225301|9225102|9225202|9225302|9225103|9225203|9225303|9225104|9225204|9225304|9225105|9225205|9225305|9225106|9225206|9225306],[9041064|9041009|9041010|9041011|9041012|9041013|9041014|9041015|9041016|9041017|9041018],"1|10,11|15,16|20,21|25,26|28,29|999",[800|5500|35300|1300|9000|57300|2400|16400|105100|4300|29500|189400|4500|31100|199800|7000|48900|314200],[[800|5500|35300]|[1300|9000|57300]|[2400|16400|105100]|[4300|29500|189400]|[4500|31100|199800]|[7000|48900|314200]],[],[[9225101|9225201|9225301]|[9225102|9225202|9225302]|[9225103|9225203|9225303]|[9225104|9225204|9225304]|[9225105|9225205|9225305]|[9225106|9225206|9225306]],[9041064|9041009|9041010|9041011|9041012|9041013|9041014|9041015|9041016|9041017|9041018]
301,,[9051021|9051022|9051023|9051024|9051025],[9051021|9051022|9051023|9051024|9051025],60006,3001,race_name_111,1,0,[9225101|9225201|9225301|9225102|9225202|9225302|9225103|9225203|9225303|9225104|9225204|9225304|9225105|9225205|9225305|9225106|9225206|9225306],[9041001|9041008|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[1000|6400|40800|1900|13300|85000|3100|21200|135900|3100|21200|135900|3100|21200|135900|3100|21200|135900],[[1000|6400|40800]|[1900|13300|85000]|[3100|21200|135900]|[3100|21200|135900]|[3100|21200|135900]|[3100|21200|135900]],[],[[9225101|9225201|9225301]|[9225102|9225202|9225302]|[9225103|9225203|9225303]|[9225104|9225204|9225304]|[9225105|9225205|9225305]|[9225106|9225206|9225306]],[9041001|9041008|9041064]
302,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],60006,3001,race_name_444,1,0,[9227101|9227201|9227301|9227102|9227202|9227302|9227103|9227203|9227303|9227104|9227204|9227304|9227105|9227205|9227305|9227106|9227206|9227306],[9041002|9041008|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[800|5300|34000|1200|8300|53000|1500|10400|66600|1600|11000|70700|1600|11000|70700|1600|11000|70700],[[800|5300|34000]|[1200|8300|53000]|[1500|10400|66600]|[1600|11000|70700]|[1600|11000|70700]|[1600|11000|70700]],[],[[9227101|9227201|9227301]|[9227102|9227202|9227302]|[9227103|9227203|9227303]|[9227104|9227204|9227304]|[9227105|9227205|9227305]|[9227106|9227206|9227306]],[9041002|9041008|9041064]
303,,[9051036|9051037|9051038|9051039],[9051036|9051037|9051038|9051039],60006,3001,race_name_777,1,0,[9226101|9226201|9226301|9226102|9226202|9226302|9226103|9226203|9226303|9226104|9226204|9226304|9226105|9226205|9226305|9226106|9226206|9226306],[9041062|9041005|9041006|9041007|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[2600|18200|116800|3200|21800|140100|3400|23700|151800|3700|25500|163500|3700|25500|163500|3700|25500|163500],[[2600|18200|116800]|[3200|21800|140100]|[3400|23700|151800]|[3700|25500|163500]|[3700|25500|163500]|[3700|25500|163500]],[],[[9226101|9226201|9226301]|[9226102|9226202|9226302]|[9226103|9226203|9226303]|[9226104|9226204|9226304]|[9226105|9226205|9226305]|[9226106|9226206|9226306]],[9041062|9041005|9041006|9041007|9041064]
304,,[9051021|9051022|9051023|9051024|9051025],[9051021|9051022|9051023|9051024|9051025],70007,3001,race_name_111,1,0,[9225101|9225201|9225301|9225102|9225202|9225302|9225103|9225203|9225303|9225104|9225204|9225304|9225105|9225205|9225305|9225106|9225206|9225306],[9041001|9041008|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[1000|6400|40800|1900|13300|85000|3100|21200|135900|3100|21200|135900|3100|21200|135900|3100|21200|135900],[[1000|6400|40800]|[1900|13300|85000]|[3100|21200|135900]|[3100|21200|135900]|[3100|21200|135900]|[3100|21200|135900]],[],[[9225101|9225201|9225301]|[9225102|9225202|9225302]|[9225103|9225203|9225303]|[9225104|9225204|9225304]|[9225105|9225205|9225305]|[9225106|9225206|9225306]],[9041001|9041008|9041064]
305,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],70007,3001,race_name_444,1,0,[9227101|9227201|9227301|9227102|9227202|9227302|9227103|9227203|9227303|9227104|9227204|9227304|9227105|9227205|9227305|9227106|9227206|9227306],[9041002|9041008|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[800|5300|34000|1200|8300|53000|1500|10400|66600|1600|11000|70700|1600|11000|70700|1600|11000|70700],[[800|5300|34000]|[1200|8300|53000]|[1500|10400|66600]|[1600|11000|70700]|[1600|11000|70700]|[1600|11000|70700]],[],[[9227101|9227201|9227301]|[9227102|9227202|9227302]|[9227103|9227203|9227303]|[9227104|9227204|9227304]|[9227105|9227205|9227305]|[9227106|9227206|9227306]],[9041002|9041008|9041064]
306,,[9051036|9051037|9051038|9051039],[9051036|9051037|9051038|9051039],70007,3001,race_name_777,1,0,[9226101|9226201|9226301|9226102|9226202|9226302|9226103|9226203|9226303|9226104|9226204|9226304|9226105|9226205|9226305|9226106|9226206|9226306],[9041062|9041005|9041006|9041007|9041064],"1|10,11|15,16|20,21|25,26|28,29|999",[2600|18200|116800|3200|21800|140100|3400|23700|151800|3700|25500|163500|3700|25500|163500|3700|25500|163500],[[2600|18200|116800]|[3200|21800|140100]|[3400|23700|151800]|[3700|25500|163500]|[3700|25500|163500]|[3700|25500|163500]],[],[[9226101|9226201|9226301]|[9226102|9226202|9226302]|[9226103|9226203|9226303]|[9226104|9226204|9226304]|[9226105|9226205|9226305]|[9226106|9226206|9226306]],[9041062|9041005|9041006|9041007|9041064]
1101,,[9051001|9051002|9051003|9051004|9051005],[9051001|9051002|9051003|9051004|9051005],11001,3001,race_name_777,1,0,[404150101|404150102|404150103],[404150001|404150002|404150003|404150004|404150005],1|99,[4000|8000|24000],[[4000|8000|24000]],[],[[404150101|404150102|404150103]],[404150001|404150002|404150003|404150004|404150005]
1102,,[9051006|9051007|9051008|9051009|9051010],[9051006|9051007|9051008|9051009|9051010],11001,3001,race_name_111,1,0,[404150101|404150102|404150103],[404150001|404151001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404151001]
1103,,[9051011|9051012|9051013|9051014|9051015],[9051011|9051012|9051013|9051014|9051015],11001,3001,race_name_666,1,0,[404150101|404150102|404150103],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012]
1104,,[9051006|9051007|9051008|9051009|9051010],[9051006|9051007|9051008|9051009|9051010],11001,3001,race_name_444,1,0,[404150101|404150102|404150103],[404150001|404153001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404153001]
1105,,[9051006|9051007|9051008|9051009|9051010],[9051006|9051007|9051008|9051009|9051010],11001,3001,race_name_333,1,0,[404150101|404150102|404150103],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110]
1106,,[9051006|9051007|9051008|9051009|9051010],[9051006|9051007|9051008|9051009|9051010],11001,3001,race_name_777,1,0,[404150101|404150102|404150103],[404150001|404150002|404150003|404150004|404150005],1|99,[4000|8000|24000],[[4000|8000|24000]],[],[[404150101|404150102|404150103]],[404150001|404150002|404150003|404150004|404150005]
1201,,[9051001|9051002|9051003|9051004|9051005],[9051001|9051002|9051003|9051004|9051005],11002,3001,race_name_111,1,0,[404150101|404150102|404150103],[404150001|404151001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404151001]
1202,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],11002,3001,race_name_666,1,0,[404150101|404150102|404150103],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012]
1203,,[9051021|9051022|9051023|9051024|9051025],[9051021|9051022|9051023|9051024|9051025],11002,3001,race_name_444,1,0,[404150101|404150102|404150103],[404150001|404153001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404153001]
1204,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],11002,3001,race_name_333,1,0,[404150101|404150102|404150103],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110]
1205,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],11002,3001,race_name_777,1,0,[404150101|404150102|404150103],[404150001|404150002|404150003|404150004|404150005],1|99,[4000|8000|24000],[[4000|8000|24000]],[],[[404150101|404150102|404150103]],[404150001|404150002|404150003|404150004|404150005]
1206,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],11002,3001,race_name_111,1,0,[404150101|404150102|404150103],[404150001|404151001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404151001]
1301,,[9051001|9051002|9051003|9051004|9051005],[9051001|9051002|9051003|9051004|9051005],11003,3001,race_name_666,1,0,[404150101|404150102|404150103],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012]
1302,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],11003,3001,race_name_444,1,0,[404150101|404150102|404150103],[404150001|404153001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404153001]
1303,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],11003,3001,race_name_333,1,0,[404150101|404150102|404150103],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110]
