id,exchange,exhibition,group,order,reward,reward2,type,value
200,408165107,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,408165108,408165109,13,[2050|0|0]
201,408165110,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,408165111,408165112,13,[2050|0|0]
202,408165201,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,408165202,408165203,13,[2104|0|0]
203,408165204,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,408165205,408165206,13,[2102|0|0]
204,408165207,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,408165208,408165209,13,[2000|0|0]
205,408165210,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,408165211,408165212,13,[1860|0|0]
206,408165301,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,2,408165302,408165303,13,[2704|0|0]
207,408165304,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,3,408165305,408165306,13,[2702|0|0]
208,408165307,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,4,408165308,408165309,13,[2701|0|0]
209,408165310,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,5,408165311,408165312,13,[2700|0|0]
210,408144001,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,2,408144002,408144003,13,[2625|0|0]
211,408144004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,3,408144005,408144006,13,[2422|0|0]
212,408144007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,4,408144008,408144009,13,[2421|0|0]
213,408144010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,5,408144011,408144012,13,[2196|0|0]
214,506277001,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,2,506277002,506277003,13,[2625|0|0]
215,506277004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,3,506277005,506277006,13,[2422|0|0]
216,506277007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,4,506277008,506277009,13,[2421|0|0]
217,506277010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,5,506277011,506277012,13,[2196|0|0]
218,-1,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],1,1,408144000,-1,14,[0|0|0]
219,408165004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,2,408165005,408165006,14,[3262|0|0]
220,408165007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,3,408165008,408165009,14,[3261|0|0]
221,408165010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,4,408165011,408165012,14,[3260|0|0]
222,408165013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,5,408165014,408165015,14,[3260|0|0]
223,408165104,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,2,408165105,408165106,14,[2051|0|0]
224,408165107,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,3,408165108,408165109,14,[2050|0|0]
225,408165110,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,408165111,408165112,14,[2050|0|0]
226,408165113,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,408165114,408165115,14,[2050|0|0]
227,408165204,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,408165205,408165206,14,[2102|0|0]
228,408165207,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,408165208,408165209,14,[2000|0|0]
229,408165210,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,408165211,408165212,14,[1860|0|0]
230,408165213,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,408165214,408165215,14,[1860|0|0]
231,408165304,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,2,408165305,408165306,14,[2702|0|0]
232,408165307,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,3,408165308,408165309,14,[2701|0|0]
233,408165310,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,4,408165311,408165312,14,[2700|0|0]
234,408165313,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,5,408165314,408165315,14,[2700|0|0]
235,408144004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,2,408144005,408144006,14,[2422|0|0]
236,408144007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,3,408144008,408144009,14,[2421|0|0]
237,408144010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,4,408144011,408144012,14,[2196|0|0]
238,408144013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,5,408144014,408144015,14,[2196|0|0]
239,506277004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,2,506277005,506277006,14,[2422|0|0]
240,506277007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,3,506277008,506277009,14,[2421|0|0]
241,506277010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,4,506277011,506277012,14,[2196|0|0]
242,506277013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,5,506277014,506277015,14,[2196|0|0]
243,-1,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],1,1,408144000,-1,15,[0|0|0]
244,408165010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,2,408165011,408165012,15,[3260|0|0]
245,408165013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,3,408165014,408165015,15,[3260|0|0]
246,408165014,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,4,408165014,408165015,15,[3260|0|0]
247,408165015,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,5,408165014,408165015,15,[3260|0|0]
248,408165110,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,2,408165111,408165112,15,[2050|0|0]
249,408165113,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,3,408165114,408165115,15,[2050|0|0]
250,408165114,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,408165114,408165115,15,[2050|0|0]
251,408165115,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,408165114,408165115,15,[2050|0|0]
252,408165210,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,408165211,408165212,15,[1860|0|0]
253,408165213,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,408165214,408165215,15,[1860|0|0]
254,408165214,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,408165214,408165215,15,[1860|0|0]
255,408165215,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,408165214,408165215,15,[1860|0|0]
256,408165310,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,2,408165311,408165312,15,[2700|0|0]
257,408165313,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,3,408165314,408165315,15,[2700|0|0]
258,408165314,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,4,408165314,408165315,15,[2700|0|0]
259,408165315,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,5,408165314,408165315,15,[2700|0|0]
260,408144010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,2,408144011,408144012,15,[2196|0|0]
261,408144013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,3,408144014,408144015,15,[2196|0|0]
262,408144014,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,4,408144014,408144015,15,[2196|0|0]
263,408144015,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,5,408144014,408144015,15,[2196|0|0]
264,506277010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,2,506277011,506277012,15,[2196|0|0]
265,506277013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,3,506277014,506277015,15,[2196|0|0]
266,506277014,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,4,506277014,506277015,15,[2196|0|0]
267,506277015,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,5,506277014,506277015,15,[2196|0|0]
268,-1,[bg_LuckyBox_blue|bg_LuckyBox_blue|bg_LuckyBox_blue],1,1,408144000,-1,16,[0|0|0]
269,408165001,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,2,408165002,408165003,16,[3266|0|0]
270,408165004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,3,408165005,408165006,16,[3262|0|0]
271,408165007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,4,408165008,408165009,16,[3261|0|0]
272,408165010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,5,408165011,408165012,16,[3260|0|0]
273,507031001,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,2,507031002,507031003,16,[2053|0|0]
274,507031004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,3,507031005,507031006,16,[2051|0|0]
275,507031007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,507031008,507031009,16,[2050|0|0]
276,507031010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,507031011,507031012,16,[2050|0|0]
277,408165201,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,408165202,408165203,16,[2104|0|0]
278,408165204,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,408165205,408165206,16,[2102|0|0]
279,408165207,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,408165208,408165209,16,[2000|0|0]
280,408165210,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,408165211,408165212,16,[1860|0|0]
281,408165301,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,2,408165302,408165303,16,[2704|0|0]
282,408165304,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,3,408165305,408165306,16,[2702|0|0]
283,408165307,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,4,408165308,408165309,16,[2701|0|0]
284,408165310,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,5,408165311,408165312,16,[2700|0|0]
285,408144001,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,2,408144002,408144003,16,[2625|0|0]
286,408144004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,3,408144005,408144006,16,[2422|0|0]
287,408144007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,4,408144008,408144009,16,[2421|0|0]
288,408144010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,5,408144011,408144012,16,[2196|0|0]
289,506277001,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,2,506277002,506277003,16,[2625|0|0]
290,506277004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,3,506277005,506277006,16,[2422|0|0]
291,506277007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,4,506277008,506277009,16,[2421|0|0]
292,506277010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,5,506277011,506277012,16,[2196|0|0]
293,-1,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],1,1,408144000,-1,17,[0|0|0]
294,408165004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,2,408165005,408165006,17,[3262|0|0]
295,408165007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,3,408165008,408165009,17,[3261|0|0]
296,408165010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,4,408165011,408165012,17,[3260|0|0]
297,408165013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,5,408165014,408165015,17,[3260|0|0]
298,507031004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,2,507031005,507031006,17,[2051|0|0]
299,507031007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,3,507031008,507031009,17,[2050|0|0]
300,507031010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,507031011,507031012,17,[2050|0|0]
301,507031013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,507031014,507031015,17,[2050|0|0]
302,408165204,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,408165205,408165206,17,[2102|0|0]
303,408165207,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,408165208,408165209,17,[2000|0|0]
304,408165210,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,408165211,408165212,17,[1860|0|0]
305,408165213,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,408165214,408165215,17,[1860|0|0]
306,408165304,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,2,408165305,408165306,17,[2702|0|0]
307,408165307,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,3,408165308,408165309,17,[2701|0|0]
308,408165310,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,4,408165311,408165312,17,[2700|0|0]
309,408165313,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,5,408165314,408165315,17,[2700|0|0]
310,408144004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,2,408144005,408144006,17,[2422|0|0]
311,408144007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,3,408144008,408144009,17,[2421|0|0]
312,408144010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,4,408144011,408144012,17,[2196|0|0]
313,408144013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,5,408144014,408144015,17,[2196|0|0]
314,506277004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,2,506277005,506277006,17,[2422|0|0]
315,506277007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,3,506277008,506277009,17,[2421|0|0]
316,506277010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,4,506277011,506277012,17,[2196|0|0]
317,506277013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,5,506277014,506277015,17,[2196|0|0]
318,-1,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],1,1,408144000,-1,18,[0|0|0]
319,408165010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,2,408165011,408165012,18,[3260|0|0]
320,408165013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,3,408165014,408165015,18,[3260|0|0]
321,408165014,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,4,408165014,408165015,18,[3260|0|0]
322,408165015,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,5,408165014,408165015,18,[3260|0|0]
323,507031010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,2,507031011,507031012,18,[2050|0|0]
324,507031013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,3,507031014,507031015,18,[2050|0|0]
325,507031014,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,507031014,507031015,18,[2050|0|0]
326,507031015,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,507031014,507031015,18,[2050|0|0]
327,408165210,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,408165211,408165212,18,[1860|0|0]
328,408165213,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,408165214,408165215,18,[1860|0|0]
329,408165214,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,408165214,408165215,18,[1860|0|0]
330,408165215,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,408165214,408165215,18,[1860|0|0]
331,408165310,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,2,408165311,408165312,18,[2700|0|0]
332,408165313,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,3,408165314,408165315,18,[2700|0|0]
333,408165314,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,4,408165314,408165315,18,[2700|0|0]
334,408165315,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,5,408165314,408165315,18,[2700|0|0]
335,408144010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,2,408144011,408144012,18,[2196|0|0]
336,408144013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,3,408144014,408144015,18,[2196|0|0]
337,408144014,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,4,408144014,408144015,18,[2196|0|0]
338,408144015,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,5,408144014,408144015,18,[2196|0|0]
339,506277010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,2,506277011,506277012,18,[2196|0|0]
340,506277013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,3,506277014,506277015,18,[2196|0|0]
341,506277014,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,4,506277014,506277015,18,[2196|0|0]
342,506277015,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,5,506277014,506277015,18,[2196|0|0]
343,-1,[bg_LuckyBox_blue|bg_LuckyBox_blue|bg_LuckyBox_blue],1,1,408144000,-1,19,[0|0|0]
344,507084001,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,2,507084002,507084003,19,[3266|0|0]
345,507084002,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,3,507084005,507084006,19,[3262|0|0]
346,507084003,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,4,507084008,507084009,19,[3261|0|0]
347,507084004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,5,507084011,507084012,19,[3260|0|0]
348,507084008,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,2,507084017,507084018,19,[2053|0|0]
349,507084009,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,3,507084020,507084021,19,[2051|0|0]
350,507084010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,507084023,507084024,19,[2050|0|0]
351,507084011,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,507084026,507084027,19,[2050|0|0]
352,507084015,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,408165302,408165303,19,[2704|0|0]
353,507084016,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,408165305,408165306,19,[2702|0|0]
354,507084017,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,408165308,408165309,19,[2701|0|0]
355,507084018,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,408165311,408165312,19,[2700|0|0]
356,-1,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],1,1,408144000,-1,20,[0|0|0]
357,507084002,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,2,507084005,507084006,20,[3262|0|0]
358,507084003,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,3,507084008,507084009,20,[3261|0|0]
359,507084004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,4,507084011,507084012,20,[3260|0|0]
360,507084005,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,5,507084014,507084015,20,[3260|0|0]
361,507084009,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,2,507084020,507084021,20,[2051|0|0]
362,507084010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,3,507084023,507084024,20,[2050|0|0]
363,507084011,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,507084026,507084027,20,[2050|0|0]
364,507084012,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,507084029,507084030,20,[2050|0|0]
365,507084016,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,408165305,408165306,20,[2702|0|0]
366,507084017,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,408165308,408165309,20,[2701|0|0]
367,507084018,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,408165311,408165312,20,[2700|0|0]
368,507084019,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,408165314,408165315,20,[2700|0|0]
369,-1,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],1,1,408144000,-1,21,[0|0|0]
370,507084003,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,2,507084008,507084009,21,[3260|0|0]
371,507084004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,3,507084011,507084012,21,[3260|0|0]
372,507084005,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,4,507084014,507084015,21,[3260|0|0]
373,507084006,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,5,507084014,507084015,21,[3260|0|0]
374,507084010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,2,507084023,507084024,21,[2050|0|0]
375,507084011,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,3,507084026,507084027,21,[2050|0|0]
376,507084012,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,507084029,507084030,21,[2050|0|0]
377,507084013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,507084029,507084030,21,[2050|0|0]
378,507084017,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,408165308,408165309,21,[2700|0|0]
379,507084018,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,408165311,408165312,21,[2700|0|0]
380,507084019,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,408165314,408165315,21,[2700|0|0]
381,507084020,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,408165314,408165315,21,[2700|0|0]
382,-1,[bg_LuckyBox_blue|bg_LuckyBox_blue|bg_LuckyBox_blue],1,1,408144000,-1,22,[0|0|0]
383,510211061,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,2,510211062,510211063,22,[3060|0|0]
384,510211064,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,3,510211065,510211066,22,[2870|0|0]
385,510211067,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,4,510211068,510211069,22,[2600|0|0]
386,510211070,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,5,510211071,510211072,22,[2330|0|0]
387,510211046,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,2,510211047,510211048,22,[2625|0|0]
388,510211049,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,3,510211050,510211051,22,[2625|0|0]
389,510211052,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,510211053,510211054,22,[2421|0|0]
390,510211055,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,510211056,510211057,22,[2196|0|0]
391,510211031,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,510211032,510211033,22,[3660|0|0]
392,510211034,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,510211035,510211036,22,[3660|0|0]
393,510211037,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,510211038,510211039,22,[2900|0|0]
394,510211040,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,510211041,510211042,22,[2070|0|0]
395,408165001,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,2,408165002,408165003,22,[3266|0|0]
396,408165004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,3,408165005,408165006,22,[3262|0|0]
397,408165007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,4,408165008,408165009,22,[3261|0|0]
398,408165010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,5,408165011,408165012,22,[3260|0|0]
399,510211016,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,2,510211017,510211018,22,[2740|0|0]
