id,banner,condition,cost_id,cost_num,cost_price,cost_type,goods,goods_quality,group,is_daily,is_open,order,sale
2322,bg_shop_00,,204005,20,50,2,406125001,1,377,-1,1,1,10000
2323,bg_shop_00,,204005,20,30,2,405239107,1,377,-1,1,2,10000
2324,bg_shop_00,,204005,20,40,2,406125003,1,377,-1,1,3,10000
2325,bg_shop_00,,204005,50,20,2,406125004,1,377,-1,1,4,10000
2326,bg_shop_00,,204005,5,100,2,406125005,1,377,-1,1,5,10000
2327,bg_shop_00,,204005,10,200,2,406125006,1,377,-1,1,6,10000
2328,bg_shop_00,,204005,10,50,2,406125007,1,377,-1,1,7,10000
2329,bg_shop_00,,204005,100,5,2,406125008,1,377,-1,1,8,10000
2330,bg_shop_00,,204005,200,5,2,406125009,1,377,-1,1,9,10000
2331,bg_shop_00,,204005,200,5,2,406125010,1,377,-1,1,10,10000
2332,bg_shop_00,,204005,200,5,2,406125011,1,377,-1,1,11,10000
2333,bg_shop_00,,204005,100,3,2,406125012,1,377,-1,1,12,10000
2334,bg_shop_00,,204005,1,150,2,403145001,1,378,-1,1,7,-2500
2335,bg_shop_00,,204005,1,100,2,403145002,1,378,-1,1,8,10000
2336,bg_shop_00,,204005,20,30,2,403145003,1,378,-1,1,9,10000
2337,bg_shop_00,,204005,20,50,2,403145004,1,378,-1,1,10,10000
2338,bg_shop_00,,204005,20,10,2,403145005,1,378,-1,1,11,-2000
2339,bg_shop_00,,204005,20,8,2,403145006,1,378,-1,1,12,-2000
2340,bg_shop_00,,204005,20,20,2,403145007,1,378,-1,1,13,-2000
2341,bg_shop_00,,204005,20,5,2,403145008,1,378,-1,1,14,-6000
2342,bg_shop_00,,204005,20,5,2,403145009,1,378,-1,1,15,-6000
2343,bg_shop_00,,204005,20,10,2,403145010,1,378,-1,1,16,-6000
2344,bg_shop_00,,204005,10,30,2,406245001,1,378,-1,1,1,-6000
234401,bg_shop_00,,204005,100,3,2,604016001,1,378,-1,1,2,-6000
234402,bg_shop_00,,204005,50,15,2,512236002,1,378,-1,1,3,10000
234403,bg_shop_00,,204005,100,3,2,512236003,1,378,-1,1,4,10000
234404,bg_shop_00,,204005,30,15,2,512236004,1,378,-1,1,5,10000
234405,bg_shop_00,,204005,10,30,2,505085002,1,378,-1,1,6,10000
2345,bg_shop_00,,204005,1,150,2,403225101,1,379,-1,1,7,-2500
2346,bg_shop_00,,204005,1,100,2,403225102,1,379,-1,1,8,10000
2347,bg_shop_00,,204005,20,30,2,403145003,1,379,-1,1,9,10000
2348,bg_shop_00,,204005,20,50,2,403145004,1,379,-1,1,10,10000
2349,bg_shop_00,,204005,20,10,2,403145005,1,379,-1,1,11,-2000
2350,bg_shop_00,,204005,20,8,2,403145006,1,379,-1,1,12,-2000
2351,bg_shop_00,,204005,20,20,2,403145007,1,379,-1,1,13,-2000
2352,bg_shop_00,,204005,20,5,2,403145008,1,379,-1,1,14,-6000
2353,bg_shop_00,,204005,20,5,2,403145009,1,379,-1,1,15,-6000
2354,bg_shop_00,,204005,20,10,2,403145010,1,379,-1,1,16,-6000
2355,bg_shop_00,,204005,10,30,2,406245001,1,379,-1,1,1,-6000
235501,bg_shop_00,,204005,100,3,2,604016001,1,379,-1,1,2,-6000
235502,bg_shop_00,,204005,50,15,2,512236002,1,379,-1,1,3,10000
235503,bg_shop_00,,204005,100,3,2,512236003,1,379,-1,1,4,10000
235504,bg_shop_00,,204005,30,15,2,512236004,1,379,-1,1,5,10000
235505,bg_shop_00,,204005,10,30,2,505085002,1,379,-1,1,6,10000
2356,bg_shop_00,,204005,1,150,2,403295011,1,380,-1,1,7,-2500
2357,bg_shop_00,,204005,1,100,2,403295012,1,380,-1,1,8,10000
2358,bg_shop_00,,204005,20,30,2,403295013,1,380,-1,1,9,10000
2359,bg_shop_00,,204005,20,50,2,403295014,1,380,-1,1,10,10000
2360,bg_shop_00,,204005,20,10,2,403295015,1,380,-1,1,11,-2000
2361,bg_shop_00,,204005,20,8,2,403295016,1,380,-1,1,12,-2000
2362,bg_shop_00,,204005,20,20,2,403295017,1,380,-1,1,13,-2000
2363,bg_shop_00,,204005,20,5,2,403295018,1,380,-1,1,14,-6000
2364,bg_shop_00,,204005,20,5,2,403295019,1,380,-1,1,15,-6000
2365,bg_shop_00,,204005,20,10,2,403295020,1,380,-1,1,16,-6000
2366,bg_shop_00,,204005,10,30,2,406245001,1,380,-1,1,1,-6000
236601,bg_shop_00,,204005,100,3,2,604016001,1,380,-1,1,2,-6000
236602,bg_shop_00,,204005,50,15,2,512236002,1,380,-1,1,3,10000
236603,bg_shop_00,,204005,100,3,2,512236003,1,380,-1,1,4,10000
236604,bg_shop_00,,204005,30,15,2,512236004,1,380,-1,1,5,10000
236605,bg_shop_00,,204005,10,30,2,505085002,1,380,-1,1,6,10000
2367,bg_shop_00,,9250010,30,150,2,406200201,-1,381,-1,1,1,10000
2368,bg_shop_00,,9250010,30,150,2,406200202,-1,381,-1,1,2,10000
2369,bg_shop_00,,9250010,30,150,2,406200203,-1,381,-1,1,3,10000
2370,bg_shop_00,,9250010,11,250,2,406200204,-1,381,-1,1,4,10000
2371,bg_shop_00,,9250010,11,100,2,406200205,-1,381,-1,1,5,10000
2372,bg_shop_00,,9250010,100,100,2,406200206,-1,381,-1,1,6,10000
2373,bg_shop_00,,9250010,3,250,2,406200207,-1,381,-1,1,7,10000
2374,bg_shop_00,,9250010,4,300,2,406200208,-1,381,-1,1,8,10000
2375,bg_shop_00,,9250010,8,100,2,406200209,-1,381,-1,1,9,10000
2376,bg_shop_00,,9250010,8,100,2,406200210,-1,381,-1,1,10,10000
2377,bg_shop_00,,9250010,8,100,2,406200211,-1,381,-1,1,11,10000
2378,bg_shop_00,,9250010,8,100,2,406200212,-1,381,-1,1,12,10000
2379,bg_shop_00,,9250010,1000,50,2,406200213,-1,381,-1,1,13,10000
2380,bg_shop_00,,9250010,1000,20,2,406200214,-1,381,-1,1,14,10000
2381,bg_shop_00,,9250010,1000,20,2,406200215,-1,381,-1,1,15,10000
2382,bg_shop_00,,401250002,20,1500,2,406215201,-1,382,-1,1,1,10000
2383,bg_shop_00,,401250002,200,150,2,406215202,-1,382,-1,1,2,10000
2384,bg_shop_00,,401250002,200,150,2,406215203,-1,382,-1,1,3,10000
2385,bg_shop_00,,401250002,100,300,2,406215204,-1,382,-1,1,4,10000
2386,bg_shop_00,,401250002,3,2500,2,406215205,-1,382,-1,1,5,10000
2387,bg_shop_00,,401250002,3,2500,2,406215206,-1,382,-1,1,6,10000
2388,bg_shop_00,,401250002,3,1000,2,406215207,-1,382,-1,1,7,10000
2389,bg_shop_00,,401250002,250,80,2,406215208,-1,382,-1,1,8,10000
2390,bg_shop_00,,401250002,4,1000,2,406215209,-1,382,-1,1,9,10000
2391,bg_shop_00,,401250002,4,1000,2,406215210,-1,382,-1,1,10,10000
2392,bg_shop_00,,401250002,4,1000,2,406215211,-1,382,-1,1,11,10000
2393,bg_shop_00,,401250002,1000,500,2,406215212,-1,382,-1,1,12,10000
2394,bg_shop_00,,401250002,1000,100,2,406215213,-1,382,-1,1,13,10000
2395,bg_shop_00,,402221112,1,999,2,403087001,1,383,-1,1,1,10000
2396,bg_shop_00,,402221112,1,999,2,403087002,1,383,-1,1,2,10000
2397,bg_shop_00,,402221112,1,999,2,403087003,1,383,-1,1,3,10000
2398,bg_shop_00,,402221112,1,999,2,403087004,1,383,-1,1,4,10000
2399,bg_shop_00,,402221112,40,40,2,406146605,1,383,-1,1,5,10000
2400,bg_shop_00,,402221112,4,200,2,406146606,1,383,-1,1,6,10000
2401,bg_shop_00,,402221112,4,100,2,406146607,1,383,-1,1,7,10000
2402,bg_shop_00,,402221112,4,100,2,406146608,1,383,-1,1,8,10000
2403,bg_shop_00,,402221112,4,100,2,406146609,1,383,-1,1,9,10000
2404,bg_shop_00,,402221112,4,100,2,406146610,1,383,-1,1,10,10000
2405,bg_shop_00,,402221112,999,20,2,406146611,1,383,-1,1,11,10000
2406,bg_shop_00,,402221112,50,10,2,406146612,1,383,-1,1,12,10000
2407,bg_shop_00,,402221112,9999,10,2,406146613,1,383,-1,1,13,10000
2408,bg_shop_00,,406181006,1,8000,2,406211401,-1,384,-1,1,1,10000
2409,bg_shop_00,,406181006,11,800,2,406211402,-1,384,-1,1,2,10000
2410,bg_shop_00,,406181006,11,400,2,406211403,-1,384,-1,1,3,10000
2411,bg_shop_00,,406181006,9,2000,2,406211404,-1,384,-1,1,4,10000
2412,bg_shop_00,,406181006,4,2500,2,406211405,-1,384,-1,1,5,10000
2413,bg_shop_00,,406181006,1000,400,2,406211406,-1,384,-1,1,6,10000
2414,bg_shop_00,,406181006,1000,150,2,406211407,-1,384,-1,1,7,10000
2415,bg_shop_00,,406181006,100,100,2,406211408,-1,384,-1,1,8,10000
2416,bg_shop_00,,406181006,1000,40,2,406211409,-1,384,-1,1,9,10000
2417,bg_shop_00,,406181006,1000,20,2,406211410,-1,384,-1,1,10,10000
2418,bg_shop_00,,406181006,200,40,2,406211411,-1,384,-1,1,11,10000
2419,bg_shop_00,,406181006,1,16000,2,406211501,-1,385,-1,1,1,10000
2420,bg_shop_00,,406181006,11,800,2,406211502,-1,385,-1,1,2,10000
2421,bg_shop_00,,406181006,11,400,2,406211503,-1,385,-1,1,3,10000
2422,bg_shop_00,,406181006,20,900,2,406211504,-1,385,-1,1,4,10000
2423,bg_shop_00,,406181006,100,300,2,406211505,-1,385,-1,1,5,10000
2424,bg_shop_00,,406181006,1000,400,2,406211506,-1,385,-1,1,6,10000
2425,bg_shop_00,,406181006,1000,100,2,406211507,-1,385,-1,1,7,10000
2426,bg_shop_00,,406181006,100,100,2,406211508,-1,385,-1,1,8,10000
2427,bg_shop_00,,406181006,1000,40,2,406211509,-1,385,-1,1,9,10000
2428,bg_shop_00,,406181006,1000,20,2,406211510,-1,385,-1,1,10,10000
2429,bg_shop_00,,406181006,200,40,2,406211511,-1,385,-1,1,11,10000
2430,bg_shop_00,,405151001,20,100,2,406280001,-1,386,-1,1,1,10000
2431,bg_shop_00,,405151001,20,100,2,406280002,-1,386,-1,1,2,10000
2432,bg_shop_00,,405151001,20,100,2,406280003,-1,386,-1,1,3,10000
2433,bg_shop_00,,405151001,20,100,2,406280004,-1,386,-1,1,4,10000
2434,bg_shop_00,,405151001,20,100,2,406280005,-1,386,-1,1,5,10000
2435,bg_shop_00,,405151001,20,100,2,406280006,-1,386,-1,1,6,10000
2436,bg_shop_00,,405151001,20,100,2,406280007,-1,386,-1,1,7,10000
2437,bg_shop_00,,405151001,20,100,2,406280008,-1,386,-1,1,8,10000
2438,bg_shop_00,,405151001,20,100,2,406280009,-1,386,-1,1,9,10000
2439,bg_shop_00,,405151001,10,30,2,406280010,-1,386,-1,1,10,10000
2440,bg_shop_00,,405151001,10,30,2,406280011,-1,386,-1,1,11,10000
2441,bg_shop_00,,405151001,10,30,2,406280012,-1,386,-1,1,12,10000
2442,bg_shop_00,,405151001,10,30,2,406280013,-1,386,-1,1,13,10000
2443,bg_shop_00,,405151001,10,30,2,406280014,-1,386,-1,1,14,10000
2444,bg_shop_00,,405151001,10,30,2,406280015,-1,386,-1,1,15,10000
2445,bg_shop_00,,405151001,10,30,2,406280016,-1,386,-1,1,16,10000
2446,bg_shop_00,,405151001,10,15,2,406280017,-1,386,-1,1,17,10000
2447,bg_shop_00,,405151001,10,15,2,406280018,-1,386,-1,1,18,10000
2448,bg_shop_00,,405151001,10,15,2,406280019,-1,386,-1,1,19,10000
2449,bg_shop_00,,401081002,1,999,2,406280401,1,387,-1,1,1,10000
2450,bg_shop_00,,401081002,100,30,2,406280402,1,387,-1,1,2,10000
2451,bg_shop_00,,401081002,999,100,2,406280403,1,387,-1,1,3,10000
2452,bg_shop_00,,401081002,999,100,2,406280404,1,387,-1,1,4,10000
2453,bg_shop_00,,401081002,10,30,2,406280405,1,387,-1,1,5,10000
2454,bg_shop_00,,401081002,50,30,2,406280406,1,387,-1,1,6,10000
2455,bg_shop_00,,401081002,50,20,2,406280407,1,387,-1,1,7,10000
2456,bg_shop_00,,401081002,50,60,2,406280408,1,387,-1,1,8,10000
2457,bg_shop_00,,402221112,1,999,2,405247601,1,388,-1,1,1,10000
2458,bg_shop_00,,402221112,1,999,2,405247602,1,388,-1,1,2,10000
2459,bg_shop_00,,402221112,1,999,2,405247603,1,388,-1,1,3,10000
2460,bg_shop_00,,402221112,1,999,2,405247604,1,388,-1,1,4,10000
2461,bg_shop_00,,402221112,40,40,2,406146605,1,388,-1,1,5,10000
2462,bg_shop_00,,402221112,4,200,2,406146606,1,388,-1,1,6,10000
2463,bg_shop_00,,402221112,4,100,2,406146607,1,388,-1,1,7,10000
2464,bg_shop_00,,402221112,4,100,2,406146608,1,388,-1,1,8,10000
2465,bg_shop_00,,402221112,4,100,2,406146609,1,388,-1,1,9,10000
2466,bg_shop_00,,402221112,4,100,2,406146610,1,388,-1,1,10,10000
2467,bg_shop_00,,402221112,999,20,2,406146611,1,388,-1,1,11,10000
2468,bg_shop_00,,402221112,50,10,2,406146612,1,388,-1,1,12,10000
2469,bg_shop_00,,402221112,9999,10,2,406146613,1,388,-1,1,13,10000
2470,bg_shop_00,,204002,20,300,2,407040301,1,389,-1,1,1,10000
2471,bg_shop_00,,204002,200,30,2,407040302,1,389,-1,1,2,10000
2472,bg_shop_00,,204002,200,30,2,407040303,1,389,-1,1,3,10000
2473,bg_shop_00,,204002,3,200,2,407040304,1,389,-1,1,4,10000
2474,bg_shop_00,,204002,3,250,2,407040305,1,389,-1,1,5,10000
2475,bg_shop_00,,204002,3,350,2,407040306,1,389,-1,1,6,10000
2476,bg_shop_00,,204002,3,350,2,407040307,1,389,-1,1,7,10000
2477,bg_shop_00,,204002,4,450,2,407040308,1,389,-1,1,8,10000
2478,bg_shop_00,,204002,8,150,2,407040309,1,389,-1,1,9,10000
2479,bg_shop_00,,204002,8,150,2,407040310,1,389,-1,1,10,10000
2480,bg_shop_00,,204002,8,150,2,407040311,1,389,-1,1,11,10000
2481,bg_shop_00,,204002,8,150,2,407040312,1,389,-1,1,12,10000
2482,bg_shop_00,,204002,999,200,2,407040313,1,389,-1,1,13,10000
2483,bg_shop_00,,204002,999,50,2,407040314,1,389,-1,1,14,10000
2484,bg_shop_00,,204002,999,10,2,407040315,1,389,-1,1,15,10000
2485,bg_shop_00,,401081002,1,999,2,407040850,1,390,-1,1,1,10000
2486,bg_shop_00,,401081002,100,30,2,406280402,1,390,-1,1,2,10000
2487,bg_shop_00,,401081002,999,100,2,406280403,1,390,-1,1,3,10000
2488,bg_shop_00,,401081002,999,100,2,406280404,1,390,-1,1,4,10000
2489,bg_shop_00,,401081002,10,30,2,406280405,1,390,-1,1,5,10000
2490,bg_shop_00,,401081002,50,30,2,406280406,1,390,-1,1,6,10000
2491,bg_shop_00,,401081002,50,20,2,406280407,1,390,-1,1,7,10000
2492,bg_shop_00,,401081002,50,60,2,406280408,1,390,-1,1,8,10000
2493,bg_shop_00,,9250010,200,30,2,407050201,-1,391,-1,1,1,10000
2494,bg_shop_00,,9250010,200,30,2,407050202,-1,391,-1,1,2,10000
2495,bg_shop_00,,9250010,200,30,2,407050203,-1,391,-1,1,3,10000
2496,bg_shop_00,,9250010,100,100,2,407050204,-1,391,-1,1,4,10000
2497,bg_shop_00,,9250010,3,200,2,407050205,-1,391,-1,1,5,10000
2498,bg_shop_00,,9250010,4,250,2,407050206,-1,391,-1,1,6,10000
2499,bg_shop_00,,9250010,8,80,2,407050207,-1,391,-1,1,7,10000
2500,bg_shop_00,,9250010,8,80,2,407050208,-1,391,-1,1,8,10000
2501,bg_shop_00,,9250010,8,80,2,407050209,-1,391,-1,1,9,10000
2502,bg_shop_00,,9250010,8,80,2,407050210,-1,391,-1,1,10,10000
2503,bg_shop_00,,9250010,1000,50,2,407050211,-1,391,-1,1,11,10000
2504,bg_shop_00,,9250010,1000,20,2,407050212,-1,391,-1,1,12,10000
2505,bg_shop_00,,401081002,1,999,2,407105001,1,392,-1,1,1,10000
2506,bg_shop_00,,401081002,10,25,2,407105002,1,392,-1,1,2,10000
2507,bg_shop_00,,401081002,6,65,2,407105003,1,392,-1,1,3,10000
2508,bg_shop_00,,401081002,300,15,2,407105004,1,392,-1,1,4,10000
2509,bg_shop_00,,401081002,20,40,2,407105005,1,392,-1,1,5,10000
2510,bg_shop_00,,401081002,300,100,2,407105006,1,392,-1,1,6,10000
2511,bg_shop_00,,401081002,100,15,2,407105007,1,392,-1,1,7,10000
2512,bg_shop_00,,401081002,1000,5,2,407105008,1,392,-1,1,8,10000
2513,bg_shop_00,,401081002,100,75,2,407105009,1,392,-1,1,9,10000
2514,bg_shop_00,,401081002,300,5,2,407105010,1,392,-1,1,10,10000
2515,bg_shop_00,,9250010,30,150,2,407120201,-1,393,-1,1,1,10000
2516,bg_shop_00,,9250010,30,150,2,407120202,-1,393,-1,1,2,10000
2517,bg_shop_00,,9250010,30,150,2,407120203,-1,393,-1,1,3,10000
2518,bg_shop_00,,9250010,11,250,2,407120204,-1,393,-1,1,4,10000
2519,bg_shop_00,,9250010,11,250,2,407120205,-1,393,-1,1,5,10000
2520,bg_shop_00,,9250010,11,100,2,407120206,-1,393,-1,1,6,10000
2521,bg_shop_00,,9250010,11,100,2,407120207,-1,393,-1,1,7,10000
2522,bg_shop_00,,9250010,11,50,2,407120208,-1,393,-1,1,8,10000
2523,bg_shop_00,,9250010,100,100,2,407120209,-1,393,-1,1,9,10000
2524,bg_shop_00,,9250010,3,250,2,407120210,-1,393,-1,1,10,10000
2525,bg_shop_00,,9250010,4,300,2,407120211,-1,393,-1,1,11,10000
2526,bg_shop_00,,9250010,8,200,2,407120212,-1,393,-1,1,12,10000
2527,bg_shop_00,,9250010,8,200,2,407120213,-1,393,-1,1,13,10000
2528,bg_shop_00,,9250010,8,200,2,407120214,-1,393,-1,1,14,10000
2529,bg_shop_00,,9250010,8,200,2,407120215,-1,393,-1,1,15,10000
2530,bg_shop_00,,9250010,1000,50,2,407120216,-1,393,-1,1,13,10000
2531,bg_shop_00,,9250010,1000,20,2,407120217,-1,393,-1,1,14,10000
2532,bg_shop_00,,9250010,1000,20,2,407120218,-1,393,-1,1,15,10000
2533,bg_shop_00,,405151001,100,4,2,407126001,1,394,-1,1,1,10000
2534,bg_shop_00,,405151001,100,4,2,407126002,1,394,-1,1,2,10000
2535,bg_shop_00,,405151001,100,4,2,406145001,1,394,-1,1,3,10000
2536,bg_shop_00,,405151001,100,4,2,406145002,1,394,-1,1,4,10000
2537,bg_shop_00,,405151001,100,4,2,406145003,1,394,-1,1,5,10000
2538,bg_shop_00,,405151001,100,4,2,406145004,1,394,-1,1,6,10000
2539,bg_shop_00,,405151001,100,4,2,406145005,1,394,-1,1,7,10000
2540,bg_shop_00,,405151001,200,4,2,406145006,1,394,-1,1,8,10000
2541,bg_shop_00,,405151001,3,175,2,406145007,1,394,-1,1,9,10000
2542,bg_shop_00,,405151001,3,175,2,406145008,1,394,-1,1,10,10000
2543,bg_shop_00,,405151001,3,175,2,406145009,1,394,-1,1,11,10000
2544,bg_shop_00,,405151001,3,175,2,406145010,1,394,-1,1,12,10000
2545,bg_shop_00,,405151001,500,3,2,406145011,1,394,-1,1,13,10000
2546,bg_shop_00,,405151001,300,2,2,406145012,1,394,-1,1,14,10000
2547,bg_shop_00,,405151001,1000,1,2,406145013,1,394,-1,1,15,10000
2548,bg_shop_00,,204005,20,50,2,406125001,1,395,-1,1,1,10000
2549,bg_shop_00,,204005,20,30,2,407126003,1,395,-1,1,2,10000
2550,bg_shop_00,,204005,20,40,2,406125003,1,395,-1,1,3,10000
2551,bg_shop_00,,204005,50,20,2,406125004,1,395,-1,1,4,10000
2552,bg_shop_00,,204005,5,100,2,406125005,1,395,-1,1,5,10000
2553,bg_shop_00,,204005,10,200,2,406125006,1,395,-1,1,6,10000
2554,bg_shop_00,,204005,10,50,2,406125007,1,395,-1,1,7,10000
2555,bg_shop_00,,204005,100,5,2,406125008,1,395,-1,1,8,10000
2556,bg_shop_00,,204005,200,5,2,406125009,1,395,-1,1,9,10000
2557,bg_shop_00,,204005,200,5,2,406125010,1,395,-1,1,10,10000
2558,bg_shop_00,,204005,200,5,2,406125011,1,395,-1,1,11,10000
2559,bg_shop_00,,204005,100,3,2,406125012,1,395,-1,1,12,10000
2560,bg_shop_00,,204002,20,300,2,407195301,-1,396,-1,1,1,10000
2561,bg_shop_00,,204002,200,30,2,407195302,-1,396,-1,1,2,10000
2562,bg_shop_00,,204002,20,100,2,407195303,-1,396,-1,1,3,10000
2563,bg_shop_00,,204002,9,600,2,407195304,-1,396,-1,1,4,10000
2564,bg_shop_00,,204002,100,30,2,407195305,-1,396,-1,1,5,10000
2565,bg_shop_00,,204002,100,30,2,407195306,-1,396,-1,1,6,10000
2566,bg_shop_00,,204002,100,30,2,407195307,-1,396,-1,1,7,10000
2567,bg_shop_00,,204002,100,30,2,407195308,-1,396,-1,1,8,10000
2568,bg_shop_00,,204002,100,30,2,407195309,-1,396,-1,1,9,10000
2569,bg_shop_00,,204002,100,30,2,407195310,-1,396,-1,1,10,10000
2570,bg_shop_00,,204002,5,300,2,407195311,-1,396,-1,1,11,10000
2571,bg_shop_00,,204002,5,300,2,407195312,-1,396,-1,1,12,10000
2572,bg_shop_00,,204002,999,30,2,407195313,-1,396,-1,1,13,10000
2573,bg_shop_00,,204002,999,100,2,407195314,-1,396,-1,1,14,10000
2574,bg_shop_00,,204002,999,80,2,407195315,-1,396,-1,1,15,10000
2575,bg_shop_00,,401081002,1,999,2,404015002,1,397,-1,1,1,10000
2576,bg_shop_00,,401081002,10,25,2,407105002,1,397,-1,1,2,10000
2577,bg_shop_00,,401081002,6,65,2,407105003,1,397,-1,1,3,10000
2578,bg_shop_00,,401081002,300,15,2,407105004,1,397,-1,1,4,10000
2579,bg_shop_00,,401081002,20,40,2,407105005,1,397,-1,1,5,10000
2580,bg_shop_00,,401081002,300,100,2,407105006,1,397,-1,1,6,10000
2581,bg_shop_00,,401081002,100,15,2,407105007,1,397,-1,1,7,10000
2582,bg_shop_00,,401081002,1000,5,2,407105008,1,397,-1,1,8,10000
2583,bg_shop_00,,401081002,100,75,2,407105009,1,397,-1,1,9,10000
2584,bg_shop_00,,401081002,300,5,2,407105010,1,397,-1,1,10,10000
2585,bg_shop_00,,401250002,1,500,2,407191201,-1,398,1,1,1,10000
2586,bg_shop_00,,401250002,1,1000,2,407191202,-1,398,-1,1,2,10000
2587,bg_shop_00,,401250002,1,1000,2,407191203,-1,398,-1,1,3,10000
2588,bg_shop_00,,401250002,1,1000,2,407191204,-1,398,-1,1,4,10000
2589,bg_shop_00,,401250002,100,300,2,407191205,-1,398,-1,1,5,10000
2590,bg_shop_00,,401250002,2,1000,2,407191206,-1,398,-1,1,6,10000
2591,bg_shop_00,,401250002,1,8000,2,407191207,-1,398,-1,1,7,10000
2592,bg_shop_00,,401250002,1,8000,2,407191208,-1,398,-1,1,8,10000
2593,bg_shop_00,,401250002,1,8000,2,407191209,-1,398,-1,1,9,10000
2594,bg_shop_00,,401250002,1,8000,2,407191210,-1,398,-1,1,10,10000
2595,bg_shop_00,,401250002,3,2000,2,407191211,-1,398,-1,1,11,10000
2596,bg_shop_00,,401250002,3,2000,2,407191212,-1,398,-1,1,12,10000
2597,bg_shop_00,,401250002,1000,250,2,407191213,-1,398,-1,1,13,10000
2598,bg_shop_00,,401250002,1000,100,2,407191214,-1,398,-1,1,13,10000
2599,bg_shop_00,,401081002,1,999,2,405130001,1,399,-1,1,1,10000
2600,bg_shop_00,,401081002,999,120,2,407192501,1,399,-1,1,3,10000
2601,bg_shop_00,,401081002,7,250,2,407192502,1,399,-1,1,3,10000
2602,bg_shop_00,,401081002,7,250,2,407192503,1,399,-1,1,3,10000
2603,bg_shop_00,,401081002,7,80,2,407192504,1,399,-1,1,3,10000
2604,bg_shop_00,,401081002,7,80,2,407192505,1,399,-1,1,3,10000
2605,bg_shop_00,,401081002,7,80,2,407192506,1,399,-1,1,3,10000
2606,bg_shop_00,,401081002,5,400,2,407192507,1,399,-1,1,3,10000
2607,bg_shop_00,,401081002,200,60,2,407192508,1,399,-1,1,3,10000
2608,bg_shop_00,,401081002,999,120,2,404127006,1,399,-1,1,6,10000
2609,bg_shop_00,,401081002,999,30,2,404127009,1,399,-1,1,9,10000
2610,bg_shop_00,,9250010,20,300,2,407217101,-1,400,-1,1,1,10000
2611,bg_shop_00,,9250010,200,30,2,407217102,-1,400,-1,1,2,10000
2612,bg_shop_00,,9250010,200,30,2,407217103,-1,400,-1,1,3,10000
2613,bg_shop_00,,9250010,20,100,2,407217104,-1,400,-1,1,4,10000
2614,bg_shop_00,,9250010,10,200,2,407217105,-1,400,-1,1,5,10000
2615,bg_shop_00,,9250010,20,60,2,407217106,-1,400,-1,1,6,10000
2616,bg_shop_00,,9250010,100,20,2,407217107,-1,400,-1,1,7,10000
2617,bg_shop_00,,9250010,999,5,2,407217108,-1,400,-1,1,8,10000
2618,bg_shop_00,,9250010,999,2,2,407217109,-1,400,-1,1,9,10000
2619,bg_shop_00,,9250010,999,5,2,407217110,-1,400,-1,1,10,10000
2620,bg_shop_00,,9250010,999,60,2,407217111,-1,400,-1,1,11,10000
2621,bg_shop_00,,9250010,999,20,2,407217112,-1,400,-1,1,12,10000
2622,bg_shop_00,,401081002,1,999,2,407217201,1,401,-1,1,1,10000
2623,bg_shop_00,,401081002,10,25,2,407105002,1,401,-1,1,2,10000
2624,bg_shop_00,,401081002,6,65,2,407105003,1,401,-1,1,3,10000
2625,bg_shop_00,,401081002,300,15,2,407105004,1,401,-1,1,4,10000
2626,bg_shop_00,,401081002,20,40,2,407105005,1,401,-1,1,5,10000
2627,bg_shop_00,,401081002,300,100,2,407105006,1,401,-1,1,6,10000
2628,bg_shop_00,,401081002,100,15,2,407105007,1,401,-1,1,7,10000
2629,bg_shop_00,,401081002,1000,5,2,407105008,1,401,-1,1,8,10000
2630,bg_shop_00,,401081002,100,75,2,407105009,1,401,-1,1,9,10000
2631,bg_shop_00,,401081002,300,5,2,407105010,1,401,-1,1,10,10000
2632,bg_shop_00,,204002,20,300,2,407236101,-1,402,-1,1,1,10000
2633,bg_shop_00,,204002,200,30,2,407236102,-1,402,-1,1,2,10000
2634,bg_shop_00,,204002,100,30,2,407236103,-1,402,-1,1,3,10000
2635,bg_shop_00,,204002,100,30,2,407236104,-1,402,-1,1,4,10000
2636,bg_shop_00,,204002,100,30,2,407236105,-1,402,-1,1,5,10000
2637,bg_shop_00,,204002,20,100,2,407236106,-1,402,-1,1,6,10000
2638,bg_shop_00,,204002,10,200,2,407236107,-1,402,-1,1,7,10000
2639,bg_shop_00,,204002,20,60,2,407236108,-1,402,-1,1,8,10000
2640,bg_shop_00,,204002,100,20,2,407236109,-1,402,-1,1,9,10000
2641,bg_shop_00,,204002,999,5,2,407236110,-1,402,-1,1,10,10000
2642,bg_shop_00,,204002,999,2,2,407236111,-1,402,-1,1,11,10000
2643,bg_shop_00,,204002,999,5,2,407236112,-1,402,-1,1,12,10000
2644,bg_shop_00,,204002,999,60,2,407236113,-1,402,-1,1,13,10000
2645,bg_shop_00,,204002,999,20,2,407236114,-1,402,-1,1,14,10000
2646,bg_shop_00,,204002,20,300,2,407236201,-1,403,-1,1,1,10000
2647,bg_shop_00,,204002,200,30,2,407236202,-1,403,-1,1,2,10000
2648,bg_shop_00,,204002,100,30,2,407236203,-1,403,-1,1,3,10000
2649,bg_shop_00,,204002,20,100,2,407236204,-1,403,-1,1,4,10000
2650,bg_shop_00,,204002,10,200,2,407236205,-1,403,-1,1,5,10000
2651,bg_shop_00,,204002,20,60,2,407236206,-1,403,-1,1,6,10000
