id,taskConditionVo,Atlas,descParams,group,icon,is_daily,level,point,progress_desc,progress_isopen,read_split,read_type,reward,reward_extra,scene,server_list,serverLists,show_progress,showProgress,stage_group,take_effect_day,target,target_type,task_condition,task_condition_num,task_count,task_discription,task_guide,task_guide_mun,task_order,taskConditionType,taskGuideNum,unit,unit_order,week,weight
13066,,Atlas/UI_Task_1,[1],1351,,1,,6,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,130,1,0,task_desc_13501,12,[116],1,130,[116],-1,-1,-1,
13067,,Atlas/UI_Task_1,[1],1351,,1,,6,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,42,3,0,task_desc_13502,1,[116],2,42,[116],-1,-1,-1,
13068,,Atlas/UI_Task_1,[1],1351,,1,,6,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,50,5,0,task_desc_13503,12,[116],3,50,[116],-1,-1,-1,
13069,,Atlas/UI_Task_1,[1],1351,,1,,6,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,84,1,0,task_desc_13504,1,[151],4,84,[151],-1,-1,-1,
13070,,Atlas/UI_Task_1,[1],1351,,1,,6,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,85,3|2,0,task_desc_13505,14,[0|120],5,RelicTreasure,[0|120],-1,-1,-1,
13071,,Atlas/UI_Task_1,[1],1352,,1,,9,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,130,1,0,task_desc_13501,12,[116],1,130,[116],-1,-1,-1,
13072,,Atlas/UI_Task_1,[1],1352,,1,,9,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,42,3,0,task_desc_13502,1,[116],2,42,[116],-1,-1,-1,
13073,,Atlas/UI_Task_1,[1],1352,,1,,9,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,50,5,0,task_desc_13503,12,[116],3,50,[116],-1,-1,-1,
13074,,Atlas/UI_Task_1,[1],1352,,1,,9,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,84,1,0,task_desc_13504,1,[151],4,84,[151],-1,-1,-1,
13075,,Atlas/UI_Task_1,[1],1352,,1,,9,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,85,3|2,0,task_desc_13505,14,[0|120],5,RelicTreasure,[0|120],-1,-1,-1,
13076,,Atlas/UI_Task_1,[1],1353,,1,,12,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,130,1,0,task_desc_13501,12,[116],1,130,[116],-1,-1,-1,
13077,,Atlas/UI_Task_1,[1],1353,,1,,12,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,42,3,0,task_desc_13502,1,[116],2,42,[116],-1,-1,-1,
13078,,Atlas/UI_Task_1,[1],1353,,1,,12,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,50,5,0,task_desc_13503,12,[116],3,50,[116],-1,-1,-1,
13079,,Atlas/UI_Task_1,[1],1353,,1,,12,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,84,1,0,task_desc_13504,1,[151],4,84,[151],-1,-1,-1,
13080,,Atlas/UI_Task_1,[1],1353,,1,,12,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,85,3|2,0,task_desc_13505,14,[0|120],5,RelicTreasure,[0|120],-1,-1,-1,
13081,,Atlas/UI_Task_1,[1],1360,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,240,2,0,task_desc_13601,23,[10037],1,240,[10037],-1,-1,-1,
13082,,Atlas/UI_Task_1,[1],1360,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,240,10,0,task_desc_13601,23,[10037],1,240,[10037],-1,-1,-1,
13083,,Atlas/UI_Task_1,[1],1360,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,240,20,0,task_desc_13601,23,[10037],1,240,[10037],-1,-1,-1,
13084,,Atlas/UI_Task_1,[1],1361,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,219,1,0,task_desc_13602,23,[10037],1,219,[10037],-1,-1,-1,
13085,,Atlas/UI_Task_1,[1],1361,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,219,3,0,task_desc_13602,23,[10037],1,219,[10037],-1,-1,-1,
13086,,Atlas/UI_Task_1,[1],1361,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,219,5,0,task_desc_13602,23,[10037],1,219,[10037],-1,-1,-1,
13087,,Atlas/UI_Task_1,[1],1362,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,241,1,0,task_desc_13603,23,[10037],1,241,[10037],-1,-1,-1,
13088,,Atlas/UI_Task_1,[1],1362,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,241,3,0,task_desc_13603,23,[10037],1,241,[10037],-1,-1,-1,
13089,,Atlas/UI_Task_1,[1],1362,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,241,5,0,task_desc_13603,23,[10037],1,241,[10037],-1,-1,-1,
13090,,Atlas/UI_Task_1,[1],1370,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,1,0,task_desc_19001,23,[10077],1,287,[10077],-1,-1,-1,
13091,,Atlas/UI_Task_1,[1],1370,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,3,0,task_desc_19001,23,[10077],2,287,[10077],-1,-1,-1,
13092,,Atlas/UI_Task_1,[1],1370,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,5,0,task_desc_19001,23,[10077],3,287,[10077],-1,-1,-1,
13093,,Atlas/UI_Task_1,[1],1371,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,1,0,task_desc_19001,23,[10077],1,287,[10077],-1,-1,-1,
13094,,Atlas/UI_Task_1,[1],1371,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,3,0,task_desc_19001,23,[10077],2,287,[10077],-1,-1,-1,
13095,,Atlas/UI_Task_1,[1],1371,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,5,0,task_desc_19001,23,[10077],3,287,[10077],-1,-1,-1,
13096,,Atlas/UI_Task_1,[1],1372,,1,,30,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,1,0,task_desc_19001,23,[10077],1,287,[10077],-1,-1,-1,
13097,,Atlas/UI_Task_1,[1],1372,,1,,30,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,3,0,task_desc_19001,23,[10077],2,287,[10077],-1,-1,-1,
13098,,Atlas/UI_Task_1,[1],1372,,1,,30,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,5,0,task_desc_19001,23,[10077],3,287,[10077],-1,-1,-1,
13099,,Atlas/UI_Task_1,[1],1373,,1,,40,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,1,0,task_desc_19001,23,[10077],1,287,[10077],-1,-1,-1,
13100,,Atlas/UI_Task_1,[1],1373,,1,,40,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,3,0,task_desc_19001,23,[10077],2,287,[10077],-1,-1,-1,
13101,,Atlas/UI_Task_1,[1],1373,,1,,40,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,287,5,0,task_desc_19001,23,[10077],3,287,[10077],-1,-1,-1,
14001,,Atlas/UI_Task_1,[1],1400,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"20011,20012,20013|1",0,task_desc_13001,7,[4],1,243,[4],-1,-1,-1,
14002,,Atlas/UI_Task_1,[1],1400,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"20011,20012,20013|3",0,task_desc_13001,7,[4],2,243,[4],-1,-1,-1,
14003,,Atlas/UI_Task_1,[1],1400,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"20011,20012,20013|5",0,task_desc_13001,7,[4],3,243,[4],-1,-1,-1,
14004,,Atlas/UI_Task_1,[1],1401,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"20011,20012,20013|1",0,task_desc_13001,7,[4],1,243,[4],-1,-1,-1,
14005,,Atlas/UI_Task_1,[1],1401,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"20011,20012,20013|3",0,task_desc_13001,7,[4],2,243,[4],-1,-1,-1,
14006,,Atlas/UI_Task_1,[1],1401,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"20011,20012,20013|5",0,task_desc_13001,7,[4],3,243,[4],-1,-1,-1,
14007,,Atlas/UI_Task_1,[1],1410,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,225,1,0,task_desc_14101,23,[10019],1,225,[10019],-1,-1,-1,
14008,,Atlas/UI_Task_1,[1],1410,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,226,1,0,task_desc_14102,23,[10019],2,226,[10019],-1,-1,-1,
14009,,Atlas/UI_Task_1,[1],1410,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,227,1,0,task_desc_14103,23,[10019],3,227,[10019],-1,-1,-1,
14010,,Atlas/UI_Task_1,[1],1411,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,225,1,0,task_desc_14101,23,[10019],1,225,[10019],-1,-1,-1,
14011,,Atlas/UI_Task_1,[1],1411,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,226,1,0,task_desc_14102,23,[10019],2,226,[10019],-1,-1,-1,
14012,,Atlas/UI_Task_1,[1],1411,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,227,1,0,task_desc_14103,23,[10019],3,227,[10019],-1,-1,-1,
14013,,Atlas/UI_Task_1,[1],1412,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,225,1,0,task_desc_14101,23,[10019],1,225,[10019],-1,-1,-1,
14014,,Atlas/UI_Task_1,[1],1412,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,226,1,0,task_desc_14102,23,[10019],2,226,[10019],-1,-1,-1,
14015,,Atlas/UI_Task_1,[1],1412,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,227,1,0,task_desc_14103,23,[10019],3,227,[10019],-1,-1,-1,
14016,,Atlas/UI_Task_1,[1],1413,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,225,1,0,task_desc_14101,23,[10019],1,225,[10019],-1,-1,-1,
14017,,Atlas/UI_Task_1,[1],1413,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,226,1,0,task_desc_14102,23,[10019],2,226,[10019],-1,-1,-1,
14018,,Atlas/UI_Task_1,[1],1413,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,227,1,0,task_desc_14103,23,[10019],3,227,[10019],-1,-1,-1,
14019,,Atlas/UI_Task_1,[1],1420,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,238,3,0,task_desc_14201,23,[10003],1,238,[10003],-1,-1,-1,
14020,,Atlas/UI_Task_1,[1],1420,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,238,5,0,task_desc_14201,23,[10003],2,238,[10003],-1,-1,-1,
14021,,Atlas/UI_Task_1,[1],1420,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,228,1,0,task_desc_14202,23,[10003],3,228,[10003],-1,-1,-1,
14022,,Atlas/UI_Task_1,[1],1421,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,238,3,0,task_desc_14201,23,[10003],1,238,[10003],-1,-1,-1,
14023,,Atlas/UI_Task_1,[1],1421,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,238,5,0,task_desc_14201,23,[10003],2,238,[10003],-1,-1,-1,
14024,,Atlas/UI_Task_1,[1],1421,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,228,1,0,task_desc_14202,23,[10003],3,228,[10003],-1,-1,-1,
14025,,Atlas/UI_Task_1,[1],1422,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,238,3,0,task_desc_14201,23,[10003],1,238,[10003],-1,-1,-1,
14026,,Atlas/UI_Task_1,[1],1422,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,238,5,0,task_desc_14201,23,[10003],2,238,[10003],-1,-1,-1,
14027,,Atlas/UI_Task_1,[1],1422,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,228,1,0,task_desc_14202,23,[10003],3,228,[10003],-1,-1,-1,
14028,,Atlas/UI_Task_1,[1],1423,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,238,3,0,task_desc_14201,23,[10003],1,238,[10003],-1,-1,-1,
14029,,Atlas/UI_Task_1,[1],1423,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,238,5,0,task_desc_14201,23,[10003],2,238,[10003],-1,-1,-1,
14030,,Atlas/UI_Task_1,[1],1423,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,228,1,0,task_desc_14202,23,[10003],3,228,[10003],-1,-1,-1,
14031,,Atlas/UI_Task_1,[1],1430,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,229,1,0,task_desc_13301,25,[28],1,229,[28],-1,-1,-1,
14032,,Atlas/UI_Task_1,[1],1430,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,230,2,0,task_desc_13302,25,[28],2,230,[28],-1,-1,-1,
14033,,Atlas/UI_Task_1,[1],1430,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,231,1,0,task_desc_13303,25,[28],3,231,[28],-1,-1,-1,
14034,,Atlas/UI_Task_1,[1],1431,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,229,1,0,task_desc_13301,25,[28],1,229,[28],-1,-1,-1,
14035,,Atlas/UI_Task_1,[1],1431,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,230,2,0,task_desc_13302,25,[28],2,230,[28],-1,-1,-1,
14036,,Atlas/UI_Task_1,[1],1431,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,231,1,0,task_desc_13303,25,[28],3,231,[28],-1,-1,-1,
14037,,Atlas/UI_Task_1,[1],1432,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,229,1,0,task_desc_13301,25,[28],1,229,[28],-1,-1,-1,
14038,,Atlas/UI_Task_1,[1],1432,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,230,2,0,task_desc_13302,25,[28],2,230,[28],-1,-1,-1,
14039,,Atlas/UI_Task_1,[1],1432,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,231,1,0,task_desc_13303,25,[28],3,231,[28],-1,-1,-1,
14040,,Atlas/UI_Task_1,[1],1433,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,229,1,0,task_desc_13301,25,[28],1,229,[28],-1,-1,-1,
14041,,Atlas/UI_Task_1,[1],1433,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,230,2,0,task_desc_13302,25,[28],2,230,[28],-1,-1,-1,
14042,,Atlas/UI_Task_1,[1],1433,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,231,1,0,task_desc_13303,25,[28],3,231,[28],-1,-1,-1,
14043,,Atlas/UI_Task_1,[1],1434,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,229,1,0,task_desc_13301,25,[28],1,229,[28],-1,-1,-1,
14044,,Atlas/UI_Task_1,[1],1434,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,230,2,0,task_desc_13302,25,[28],2,230,[28],-1,-1,-1,
14045,,Atlas/UI_Task_1,[1],1434,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,231,1,0,task_desc_13303,25,[28],3,231,[28],-1,-1,-1,
14046,,Atlas/UI_Task_1,[1],1440,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,69,1,0,task_desc_13401,23,[10009],1,69,[10009],-1,-1,-1,
14047,,Atlas/UI_Task_1,[1],1440,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,69,3,0,task_desc_13401,23,[10009],2,69,[10009],-1,-1,-1,
14048,,Atlas/UI_Task_1,[1],1440,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,233,1,0,task_desc_13403,23,[10009],3,233,[10009],-1,-1,-1,
14049,,Atlas/UI_Task_1,[1],1441,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,69,1,0,task_desc_13401,23,[10009],1,69,[10009],-1,-1,-1,
14050,,Atlas/UI_Task_1,[1],1441,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,232,1,0,task_desc_13402,23,[10009],2,232,[10009],-1,-1,-1,
14051,,Atlas/UI_Task_1,[1],1441,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,233,1,0,task_desc_13403,23,[10009],3,233,[10009],-1,-1,-1,
14052,,Atlas/UI_Task_1,[1],1442,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,69,1,0,task_desc_13401,23,[10009],1,69,[10009],-1,-1,-1,
14053,,Atlas/UI_Task_1,[1],1442,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,232,1,0,task_desc_13402,23,[10009],2,232,[10009],-1,-1,-1,
14054,,Atlas/UI_Task_1,[1],1442,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,233,1,0,task_desc_13403,23,[10009],3,233,[10009],-1,-1,-1,
14055,,Atlas/UI_Task_1,[1],1443,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,69,1,0,task_desc_13401,23,[10009],1,69,[10009],-1,-1,-1,
14056,,Atlas/UI_Task_1,[1],1443,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,232,1,0,task_desc_13402,23,[10009],2,232,[10009],-1,-1,-1,
14057,,Atlas/UI_Task_1,[1],1443,,1,,15,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,233,1,0,task_desc_13403,23,[10009],3,233,[10009],-1,-1,-1,
14058,,Atlas/UI_Task_1,[1],1444,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,69,1,0,task_desc_13401,23,[10009],1,69,[10009],-1,-1,-1,
14059,,Atlas/UI_Task_1,[1],1444,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,232,1,0,task_desc_13402,23,[10009],2,232,[10009],-1,-1,-1,
14060,,Atlas/UI_Task_1,[1],1444,,1,,20,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,233,1,0,task_desc_13403,23,[10009],3,233,[10009],-1,-1,-1,
14061,,Atlas/UI_Task_1,[1],1450,,1,,3,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,130,1,0,task_desc_13501,12,[116],1,130,[116],-1,-1,-1,
14062,,Atlas/UI_Task_1,[1],1450,,1,,3,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,42,3,0,task_desc_13502,1,[116],2,42,[116],-1,-1,-1,
14063,,Atlas/UI_Task_1,[1],1450,,1,,3,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,50,5,0,task_desc_13503,12,[116],3,50,[116],-1,-1,-1,
14064,,Atlas/UI_Task_1,[1],1450,,1,,3,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,84,1,0,task_desc_13504,1,[151],4,84,[151],-1,-1,-1,
14065,,Atlas/UI_Task_1,[1],1450,,1,,3,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,85,3|2,0,task_desc_13505,14,[0|120],5,RelicTreasure,[0|120],-1,-1,-1,
14066,,Atlas/UI_Task_1,[1],1451,,1,,6,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,130,1,0,task_desc_13501,12,[116],1,130,[116],-1,-1,-1,
14067,,Atlas/UI_Task_1,[1],1451,,1,,6,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,42,3,0,task_desc_13502,1,[116],2,42,[116],-1,-1,-1,
14068,,Atlas/UI_Task_1,[1],1451,,1,,6,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,50,5,0,task_desc_13503,12,[116],3,50,[116],-1,-1,-1,
14069,,Atlas/UI_Task_1,[1],1451,,1,,6,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,84,1,0,task_desc_13504,1,[151],4,84,[151],-1,-1,-1,
14070,,Atlas/UI_Task_1,[1],1451,,1,,6,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,85,3|2,0,task_desc_13505,14,[0|120],5,RelicTreasure,[0|120],-1,-1,-1,
14071,,Atlas/UI_Task_1,[1],1452,,1,,9,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,130,1,0,task_desc_13501,12,[116],1,130,[116],-1,-1,-1,
14072,,Atlas/UI_Task_1,[1],1452,,1,,9,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,42,3,0,task_desc_13502,1,[116],2,42,[116],-1,-1,-1,
14073,,Atlas/UI_Task_1,[1],1452,,1,,9,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,50,5,0,task_desc_13503,12,[116],3,50,[116],-1,-1,-1,
14074,,Atlas/UI_Task_1,[1],1452,,1,,9,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,84,1,0,task_desc_13504,1,[151],4,84,[151],-1,-1,-1,
14075,,Atlas/UI_Task_1,[1],1452,,1,,9,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,85,3|2,0,task_desc_13505,14,[0|120],5,RelicTreasure,[0|120],-1,-1,-1,
14076,,Atlas/UI_Task_1,[1],1453,,1,,12,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,130,1,0,task_desc_13501,12,[116],1,130,[116],-1,-1,-1,
14077,,Atlas/UI_Task_1,[1],1453,,1,,12,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,42,3,0,task_desc_13502,1,[116],2,42,[116],-1,-1,-1,
14078,,Atlas/UI_Task_1,[1],1453,,1,,12,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,50,5,0,task_desc_13503,12,[116],3,50,[116],-1,-1,-1,
14079,,Atlas/UI_Task_1,[1],1453,,1,,12,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,84,1,0,task_desc_13504,1,[151],4,84,[151],-1,-1,-1,
14080,,Atlas/UI_Task_1,[1],1453,,1,,12,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,85,3|2,0,task_desc_13505,14,[0|120],5,RelicTreasure,[0|120],-1,-1,-1,
14081,,Atlas/UI_Task_1,[1],1460,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,240,2,0,task_desc_14601,23,[10037],1,240,[10037],-1,-1,-1,
14082,,Atlas/UI_Task_1,[1],1460,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,240,10,0,task_desc_14601,23,[10037],1,240,[10037],-1,-1,-1,
14083,,Atlas/UI_Task_1,[1],1460,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,240,20,0,task_desc_14601,23,[10037],1,240,[10037],-1,-1,-1,
14084,,Atlas/UI_Task_1,[1],1461,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,219,1,0,task_desc_14602,23,[10037],1,219,[10037],-1,-1,-1,
14085,,Atlas/UI_Task_1,[1],1461,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,219,3,0,task_desc_14602,23,[10037],1,219,[10037],-1,-1,-1,
14086,,Atlas/UI_Task_1,[1],1461,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,219,5,0,task_desc_14602,23,[10037],1,219,[10037],-1,-1,-1,
14087,,Atlas/UI_Task_1,[1],1462,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,241,1,0,task_desc_14603,23,[10037],1,241,[10037],-1,-1,-1,
14088,,Atlas/UI_Task_1,[1],1462,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,241,3,0,task_desc_14603,23,[10037],1,241,[10037],-1,-1,-1,
14089,,Atlas/UI_Task_1,[1],1462,,1,,10,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,241,5,0,task_desc_14603,23,[10037],1,241,[10037],-1,-1,-1,
15001,,Atlas/UI_Task_1,[1],1500,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"301,302,303|1",0,task_desc_13001,7,[4],1,243,[4],-1,-1,-1,
15002,,Atlas/UI_Task_1,[1],1500,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"301,302,303|3",0,task_desc_13001,7,[4],2,243,[4],-1,-1,-1,
15003,,Atlas/UI_Task_1,[1],1500,,1,,5,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"301,302,303|5",0,task_desc_13001,7,[4],3,243,[4],-1,-1,-1,
15004,,Atlas/UI_Task_1,[1],1501,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"301,302,303|1",0,task_desc_13001,7,[4],1,243,[4],-1,-1,-1,
15005,,Atlas/UI_Task_1,[1],1501,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"301,302,303|3",0,task_desc_13001,7,[4],2,243,[4],-1,-1,-1,
15006,,Atlas/UI_Task_1,[1],1501,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,243,"301,302,303|5",0,task_desc_13001,7,[4],3,243,[4],-1,-1,-1,
15007,,Atlas/UI_Task_1,[1],1510,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,225,1,0,task_desc_15101,23,[10024],1,225,[10024],-1,-1,-1,
15008,,Atlas/UI_Task_1,[1],1510,,1,,4,,-1,[1],1,-1,-1,-1,,[],-1,false,,-1,-1,-1,226,1,0,task_desc_15102,23,[10024],2,226,[10024],-1,-1,-1,
