id,idle_reward,idle_reward_2,idle_scene_type,idle_time,idle_time_2,idle_time_max,need_level,pre_id,reward_ID,rewardIds,show_floor,show_unit_icon,stage,tower_type,type
831,1501,0,3,300,3600,480,1,830,[24831],[24831],831,71135,831,1,1
832,1501,0,3,300,3600,480,1,831,[24832],[24832],832,71135,832,1,1
833,1501,0,3,300,3600,480,1,832,[24833],[24833],833,71135,833,1,1
834,1501,0,3,300,3600,480,1,833,[24834],[24834],834,71135,834,1,1
835,1501,0,3,300,3600,480,1,834,[24835],[24835],835,71135,835,1,2
836,1501,0,3,300,3600,480,1,835,[24836],[24836],836,87020,836,1,1
837,1501,0,3,300,3600,480,1,836,[24837],[24837],837,87035,837,1,1
838,1501,0,3,300,3600,480,1,837,[24838],[24838],838,87019,838,1,1
839,1501,0,3,300,3600,480,1,838,[24839],[24839],839,80048,839,1,1
840,1501,0,3,300,3600,480,1,839,[24840],[24840],840,71128,840,1,3
841,1501,0,3,300,3600,480,1,840,[24841],[24841],841,71153,841,1,1
842,1501,0,3,300,3600,480,1,841,[24842],[24842],842,71153,842,1,1
843,1501,0,3,300,3600,480,1,842,[24843],[24843],843,71153,843,1,1
844,1501,0,3,300,3600,480,1,843,[24844],[24844],844,71153,844,1,1
845,1501,0,3,300,3600,480,1,844,[24845],[24845],845,71153,845,1,2
846,1501,0,3,300,3600,480,1,845,[24846],[24846],846,80049,846,1,1
847,1501,0,3,300,3600,480,1,846,[24847],[24847],847,87248,847,1,1
848,1501,0,3,300,3600,480,1,847,[24848],[24848],848,80039,848,1,1
849,1501,0,3,300,3600,480,1,848,[24849],[24849],849,80039,849,1,1
850,1501,0,3,300,3600,480,1,849,[24850],[24850],850,71131,850,1,3
851,1501,0,3,300,3600,480,1,850,[24851],[24851],851,71146,851,1,1
852,1501,0,3,300,3600,480,1,851,[24852],[24852],852,71146,852,1,1
853,1501,0,3,300,3600,480,1,852,[24853],[24853],853,71146,853,1,1
854,1501,0,3,300,3600,480,1,853,[24854],[24854],854,71146,854,1,1
855,1501,0,3,300,3600,480,1,854,[24855],[24855],855,71146,855,1,2
856,1501,0,3,300,3600,480,1,855,[24856],[24856],856,87032,856,1,1
857,1501,0,3,300,3600,480,1,856,[24857],[24857],857,87218,857,1,1
858,1501,0,3,300,3600,480,1,857,[24858],[24858],858,87243,858,1,1
859,1501,0,3,300,3600,480,1,858,[24859],[24859],859,87235,859,1,1
860,1501,0,3,300,3600,480,1,859,[24860],[24860],860,71130,860,1,3
861,1501,0,3,300,3600,480,1,860,[24861],[24861],861,71147,861,1,1
862,1501,0,3,300,3600,480,1,861,[24862],[24862],862,71147,862,1,1
863,1501,0,3,300,3600,480,1,862,[24863],[24863],863,71147,863,1,1
864,1501,0,3,300,3600,480,1,863,[24864],[24864],864,71147,864,1,1
865,1501,0,3,300,3600,480,1,864,[24865],[24865],865,71147,865,1,2
866,1501,0,3,300,3600,480,1,865,[24866],[24866],866,80048,866,1,1
867,1501,0,3,300,3600,480,1,866,[24867],[24867],867,87018,867,1,1
868,1501,0,3,300,3600,480,1,867,[24868],[24868],868,87231,868,1,1
869,1501,0,3,300,3600,480,1,868,[24869],[24869],869,87249,869,1,1
870,1501,0,3,300,3600,480,1,869,[24870],[24870],870,71132,870,1,3
871,1501,0,3,300,3600,480,1,870,[24871],[24871],871,71141,871,1,1
872,1501,0,3,300,3600,480,1,871,[24872],[24872],872,71141,872,1,1
873,1501,0,3,300,3600,480,1,872,[24873],[24873],873,71141,873,1,1
874,1501,0,3,300,3600,480,1,873,[24874],[24874],874,71141,874,1,1
875,1501,0,3,300,3600,480,1,874,[24875],[24875],875,71141,875,1,2
876,1501,0,3,300,3600,480,1,875,[24876],[24876],876,87220,876,1,1
877,1501,0,3,300,3600,480,1,876,[24877],[24877],877,87248,877,1,1
878,1501,0,3,300,3600,480,1,877,[24878],[24878],878,80042,878,1,1
879,1501,0,3,300,3600,480,1,878,[24879],[24879],879,87249,879,1,1
880,1501,0,3,300,3600,480,1,879,[24880],[24880],880,71127,880,1,3
881,1501,0,3,300,3600,480,1,880,[24881],[24881],881,71154,881,1,1
882,1501,0,3,300,3600,480,1,881,[24882],[24882],882,71154,882,1,1
883,1501,0,3,300,3600,480,1,882,[24883],[24883],883,71154,883,1,1
884,1501,0,3,300,3600,480,1,883,[24884],[24884],884,71154,884,1,1
885,1501,0,3,300,3600,480,1,884,[24885],[24885],885,71154,885,1,2
886,1501,0,3,300,3600,480,1,885,[24886],[24886],886,87032,886,1,1
887,1501,0,3,300,3600,480,1,886,[24887],[24887],887,87249,887,1,1
888,1501,0,3,300,3600,480,1,887,[24888],[24888],888,87231,888,1,1
889,1501,0,3,300,3600,480,1,888,[24889],[24889],889,87020,889,1,1
890,1501,0,3,300,3600,480,1,889,[24890],[24890],890,71133,890,1,3
891,1501,0,3,300,3600,480,1,890,[24891],[24891],891,71158,891,1,1
892,1501,0,3,300,3600,480,1,891,[24892],[24892],892,71158,892,1,1
893,1501,0,3,300,3600,480,1,892,[24893],[24893],893,71158,893,1,1
894,1501,0,3,300,3600,480,1,893,[24894],[24894],894,71158,894,1,1
895,1501,0,3,300,3600,480,1,894,[24895],[24895],895,71158,895,1,2
896,1501,0,3,300,3600,480,1,895,[24896],[24896],896,87242,896,1,1
897,1501,0,3,300,3600,480,1,896,[24897],[24897],897,87020,897,1,1
898,1501,0,3,300,3600,480,1,897,[24898],[24898],898,80039,898,1,1
899,1501,0,3,300,3600,480,1,898,[24899],[24899],899,87249,899,1,1
900,1501,0,3,300,3600,480,1,899,[24900],[24900],900,71125,900,1,3
13001,1501,0,1,300,3600,480,1,-1,[150001],[150001],1,10001,13001,2,3
13002,1501,0,1,300,3600,480,1,13001,[150002],[150002],2,10004,13002,2,1
13003,1501,0,1,300,3600,480,1,13002,[150003],[150003],3,10014,13003,2,1
13004,1501,0,1,300,3600,480,1,13003,[150004],[150004],4,10003,13004,2,1
13005,1501,0,1,300,3600,480,1,13004,[150005],[150005],5,10025,13005,2,1
13006,1501,0,1,300,3600,480,1,13005,[150006],[150006],6,10014,13006,2,2
13007,1501,0,1,300,3600,480,1,13006,[150007],[150007],7,10006,13007,2,1
13008,1501,0,1,300,3600,480,1,13007,[150008],[150008],8,10025,13008,2,1
13009,1501,0,1,300,3600,480,1,13008,[150009],[150009],9,10003,13009,2,1
13010,1501,0,1,300,3600,480,1,13009,[150010],[150010],10,10024,13010,2,1
13011,1501,0,1,300,3600,480,1,13010,[150011],[150011],11,10014,13011,2,3
13012,1501,0,1,300,3600,480,1,13011,[150012],[150012],12,10024,13012,2,1
13013,1501,0,1,300,3600,480,1,13012,[150013],[150013],13,10006,13013,2,1
13014,1501,0,1,300,3600,480,1,13013,[150014],[150014],14,10025,13014,2,1
13015,1501,0,1,300,3600,480,1,13014,[150015],[150015],15,10025,13015,2,1
13016,1501,0,1,300,3600,480,1,13015,[150016],[150016],16,10027,13016,2,2
13017,1501,0,1,300,3600,480,1,13016,[150017],[150017],17,10025,13017,2,1
13018,1501,0,1,300,3600,480,1,13017,[150018],[150018],18,10024,13018,2,1
13019,1501,0,1,300,3600,480,1,13018,[150019],[150019],19,10025,13019,2,1
13020,1501,0,1,300,3600,480,1,13019,[150020],[150020],20,10024,13020,2,1
13021,1501,0,1,300,3600,480,1,13020,[150021],[150021],21,10002,13021,2,3
13022,1501,0,1,300,3600,480,1,13021,[150022],[150022],22,10026,13022,2,1
13023,1501,0,1,300,3600,480,1,13022,[150023],[150023],23,10024,13023,2,1
13024,1501,0,1,300,3600,480,1,13023,[150024],[150024],24,10040,13024,2,1
13025,1501,0,1,300,3600,480,1,13024,[150025],[150025],25,10036,13025,2,1
13026,1501,0,1,300,3600,480,1,13025,[150026],[150026],26,10008,13026,2,2
13027,1501,0,1,300,3600,480,1,13026,[150027],[150027],27,10002,13027,2,1
13028,1501,0,1,300,3600,480,1,13027,[150028],[150028],28,10008,13028,2,1
13029,1501,0,1,300,3600,480,1,13028,[150029],[150029],29,10002,13029,2,1
13030,1501,0,1,300,3600,480,1,13029,[150030],[150030],30,10028,13030,2,1
13031,1501,0,1,300,3600,480,1,13030,[150031],[150031],31,10006,13031,2,3
13032,1501,0,1,300,3600,480,1,13031,[150032],[150032],32,10023,13032,2,1
13033,1501,0,1,300,3600,480,1,13032,[150033],[150033],33,10040,13033,2,1
13034,1501,0,1,300,3600,480,1,13033,[150034],[150034],34,10040,13034,2,1
13035,1501,0,1,300,3600,480,1,13034,[150035],[150035],35,10026,13035,2,1
13036,1501,0,1,300,3600,480,1,13035,[150036],[150036],36,10008,13036,2,2
13037,1501,0,1,300,3600,480,1,13036,[150037],[150037],37,10025,13037,2,1
13038,1501,0,1,300,3600,480,1,13037,[150038],[150038],38,10040,13038,2,1
13039,1501,0,1,300,3600,480,1,13038,[150039],[150039],39,10003,13039,2,1
13040,1501,0,1,300,3600,480,1,13039,[150040],[150040],40,10023,13040,2,1
13041,1501,0,1,300,3600,480,1,13040,[150041],[150041],41,10040,13041,2,3
13042,1501,0,1,300,3600,480,1,13041,[150042],[150042],42,10008,13042,2,1
13043,1501,0,1,300,3600,480,1,13042,[150043],[150043],43,10002,13043,2,1
13044,1501,0,1,300,3600,480,1,13043,[150044],[150044],44,10024,13044,2,1
13045,1501,0,1,300,3600,480,1,13044,[150045],[150045],45,10036,13045,2,1
13046,1501,0,1,300,3600,480,1,13045,[150046],[150046],46,10006,13046,2,2
13047,1501,0,1,300,3600,480,1,13046,[150047],[150047],47,10027,13047,2,1
13048,1501,0,1,300,3600,480,1,13047,[150048],[150048],48,10025,13048,2,1
13049,1501,0,1,300,3600,480,1,13048,[150049],[150049],49,10024,13049,2,1
13050,1501,0,1,300,3600,480,1,13049,[150050],[150050],50,10023,13050,2,1
13051,1501,0,1,300,3600,480,1,13050,[150051],[150051],51,10027,13051,2,3
13052,1501,0,1,300,3600,480,1,13051,[150052],[150052],52,10026,13052,2,1
13053,1501,0,1,300,3600,480,1,13052,[150053],[150053],53,10024,13053,2,1
13054,1501,0,1,300,3600,480,1,13053,[150054],[150054],54,10025,13054,2,1
13055,1501,0,1,300,3600,480,1,13054,[150055],[150055],55,10036,13055,2,1
13056,1501,0,1,300,3600,480,1,13055,[150056],[150056],56,10024,13056,2,2
13057,1501,0,1,300,3600,480,1,13056,[150057],[150057],57,10027,13057,2,1
13058,1501,0,1,300,3600,480,1,13057,[150058],[150058],58,10024,13058,2,1
13059,1501,0,1,300,3600,480,1,13058,[150059],[150059],59,10024,13059,2,1
13060,1501,0,1,300,3600,480,1,13059,[150060],[150060],60,10028,13060,2,1
13061,1501,0,1,300,3600,480,1,13060,[150061],[150061],61,10008,13061,2,3
13062,1501,0,1,300,3600,480,1,13061,[150062],[150062],62,10025,13062,2,1
13063,1501,0,1,300,3600,480,1,13062,[150063],[150063],63,10040,13063,2,1
13064,1501,0,1,300,3600,480,1,13063,[150064],[150064],64,10025,13064,2,1
13065,1501,0,1,300,3600,480,1,13064,[150065],[150065],65,10036,13065,2,1
13066,1501,0,1,300,3600,480,1,13065,[150066],[150066],66,10027,13066,2,2
13067,1501,0,1,300,3600,480,1,13066,[150067],[150067],67,10034,13067,2,1
13068,1501,0,1,300,3600,480,1,13067,[150068],[150068],68,10023,13068,2,1
13069,1501,0,1,300,3600,480,1,13068,[150069],[150069],69,10040,13069,2,1
13070,1501,0,1,300,3600,480,1,13069,[150070],[150070],70,10038,13070,2,1
13071,1501,0,1,300,3600,480,1,13070,[150071],[150071],71,10008,13071,2,3
13072,1501,0,1,300,3600,480,1,13071,[150072],[150072],72,10026,13072,2,1
13073,1501,0,1,300,3600,480,1,13072,[150073],[150073],73,10003,13073,2,1
13074,1501,0,1,300,3600,480,1,13073,[150074],[150074],74,10008,13074,2,1
13075,1501,0,1,300,3600,480,1,13074,[150075],[150075],75,10040,13075,2,1
13076,1501,0,1,300,3600,480,1,13075,[150076],[150076],76,10026,13076,2,2
13077,1501,0,1,300,3600,480,1,13076,[150077],[150077],77,10008,13077,2,1
13078,1501,0,1,300,3600,480,1,13077,[150078],[150078],78,10027,13078,2,1
13079,1501,0,1,300,3600,480,1,13078,[150079],[150079],79,10023,13079,2,1
13080,1501,0,1,300,3600,480,1,13079,[150080],[150080],80,10023,13080,2,1
13081,1501,0,1,300,3600,480,1,13080,[150081],[150081],81,10024,13081,2,3
13082,1501,0,1,300,3600,480,1,13081,[150082],[150082],82,10025,13082,2,1
13083,1501,0,1,300,3600,480,1,13082,[150083],[150083],83,10026,13083,2,1
13084,1501,0,1,300,3600,480,1,13083,[150084],[150084],84,10040,13084,2,1
13085,1501,0,1,300,3600,480,1,13084,[150085],[150085],85,10036,13085,2,1
13086,1501,0,1,300,3600,480,1,13085,[150086],[150086],86,10026,13086,2,2
13087,1501,0,1,300,3600,480,1,13086,[150087],[150087],87,10008,13087,2,1
13088,1501,0,1,300,3600,480,1,13087,[150088],[150088],88,10008,13088,2,1
13089,1501,0,1,300,3600,480,1,13088,[150089],[150089],89,10003,13089,2,1
13090,1501,0,1,300,3600,480,1,13089,[150090],[150090],90,10034,13090,2,1
13091,1501,0,1,300,3600,480,1,13090,[150091],[150091],91,10034,13091,2,3
13092,1501,0,1,300,3600,480,1,13091,[150092],[150092],92,10040,13092,2,1
13093,1501,0,1,300,3600,480,1,13092,[150093],[150093],93,10025,13093,2,1
13094,1501,0,1,300,3600,480,1,13093,[150094],[150094],94,10023,13094,2,1
13095,1501,0,1,300,3600,480,1,13094,[150095],[150095],95,10036,13095,2,1
13096,1501,0,1,300,3600,480,1,13095,[150096],[150096],96,10034,13096,2,2
13097,1501,0,1,300,3600,480,1,13096,[150097],[150097],97,10024,13097,2,1
13098,1501,0,1,300,3600,480,1,13097,[150098],[150098],98,10027,13098,2,1
13099,1501,0,1,300,3600,480,1,13098,[150099],[150099],99,10024,13099,2,1
13100,1501,0,1,300,3600,480,1,13099,[150100],[150100],100,10023,13100,2,1
13101,1501,0,1,300,3600,480,1,13100,[150101],[150101],101,10027,13101,2,3
13102,1501,0,1,300,3600,480,1,13101,[150102],[150102],102,10024,13102,2,1
13103,1501,0,1,300,3600,480,1,13102,[150103],[150103],103,10044,13103,2,1
13104,1501,0,1,300,3600,480,1,13103,[150104],[150104],104,10040,13104,2,1
13105,1501,0,1,300,3600,480,1,13104,[150105],[150105],105,10044,13105,2,1
13106,1501,0,1,300,3600,480,1,13105,[150106],[150106],106,10027,13106,2,2
13107,1501,0,1,300,3600,480,1,13106,[150107],[150107],107,10037,13107,2,1
13108,1501,0,1,300,3600,480,1,13107,[150108],[150108],108,10026,13108,2,1
13109,1501,0,1,300,3600,480,1,13108,[150109],[150109],109,10008,13109,2,1
13110,1501,0,1,300,3600,480,1,13109,[150110],[150110],110,10041,13110,2,1
13111,1501,0,1,300,3600,480,1,13110,[150111],[150111],111,10008,13111,2,3
13112,1501,0,1,300,3600,480,1,13111,[150112],[150112],112,10041,13112,2,1
13113,1501,0,1,300,3600,480,1,13112,[150113],[150113],113,10037,13113,2,1
13114,1501,0,1,300,3600,480,1,13113,[150114],[150114],114,10033,13114,2,1
13115,1501,0,1,300,3600,480,1,13114,[150115],[150115],115,10008,13115,2,1
13116,1501,0,1,300,3600,480,1,13115,[150116],[150116],116,10023,13116,2,2
13117,1501,0,1,300,3600,480,1,13116,[150117],[150117],117,10008,13117,2,1
13118,1501,0,1,300,3600,480,1,13117,[150118],[150118],118,10040,13118,2,1
13119,1501,0,1,300,3600,480,1,13118,[150119],[150119],119,10037,13119,2,1
13120,1501,0,1,300,3600,480,1,13119,[150120],[150120],120,10041,13120,2,1
13121,1501,0,1,300,3600,480,1,13120,[150121],[150121],121,10040,13121,2,3
13122,1501,0,1,300,3600,480,1,13121,[150122],[150122],122,10040,13122,2,1
13123,1501,0,1,300,3600,480,1,13122,[150123],[150123],123,10041,13123,2,1
13124,1501,0,1,300,3600,480,1,13123,[150124],[150124],124,10037,13124,2,1
13125,1501,0,1,300,3600,480,1,13124,[150125],[150125],125,10034,13125,2,1
13126,1501,0,1,300,3600,480,1,13125,[150126],[150126],126,10040,13126,2,2
13127,1501,0,1,300,3600,480,1,13126,[150127],[150127],127,10023,13127,2,1
13128,1501,0,1,300,3600,480,1,13127,[150128],[150128],128,10024,13128,2,1
13129,1501,0,1,300,3600,480,1,13128,[150129],[150129],129,10046,13129,2,1
13130,1501,0,1,300,3600,480,1,13129,[150130],[150130],130,10034,13130,2,1
13131,1501,0,1,300,3600,480,1,13130,[150131],[150131],131,10033,13131,2,3
13132,1501,0,1,300,3600,480,1,13131,[150132],[150132],132,10034,13132,2,1
13133,1501,0,1,300,3600,480,1,13132,[150133],[150133],133,10034,13133,2,1
13134,1501,0,1,300,3600,480,1,13133,[150134],[150134],134,10023,13134,2,1
13135,1501,0,1,300,3600,480,1,13134,[150135],[150135],135,10023,13135,2,1
13136,1501,0,1,300,3600,480,1,13135,[150136],[150136],136,10025,13136,2,2
13137,1501,0,1,300,3600,480,1,13136,[150137],[150137],137,10027,13137,2,1
13138,1501,0,1,300,3600,480,1,13137,[150138],[150138],138,10023,13138,2,1
13139,1501,0,1,300,3600,480,1,13138,[150139],[150139],139,10024,13139,2,1
13140,1501,0,1,300,3600,480,1,13139,[150140],[150140],140,10028,13140,2,1
13141,1501,0,1,300,3600,480,1,13140,[150141],[150141],141,10023,13141,2,3
13142,1501,0,1,300,3600,480,1,13141,[150142],[150142],142,10037,13142,2,1
13143,1501,0,1,300,3600,480,1,13142,[150143],[150143],143,10044,13143,2,1
13144,1501,0,1,300,3600,480,1,13143,[150144],[150144],144,10033,13144,2,1
13145,1501,0,1,300,3600,480,1,13144,[150145],[150145],145,10044,13145,2,1
13146,1501,0,1,300,3600,480,1,13145,[150146],[150146],146,10037,13146,2,2
13147,1501,0,1,300,3600,480,1,13146,[150147],[150147],147,10024,13147,2,1
13148,1501,0,1,300,3600,480,1,13147,[150148],[150148],148,10041,13148,2,1
13149,1501,0,1,300,3600,480,1,13148,[150149],[150149],149,10041,13149,2,1
13150,1501,0,1,300,3600,480,1,13149,[150150],[150150],150,10034,13150,2,1
13151,1501,0,1,300,3600,480,1,13150,[150151],[150151],151,10044,13151,2,3
13152,1501,0,1,300,3600,480,1,13151,[150152],[150152],152,10023,13152,2,1
13153,1501,0,1,300,3600,480,1,13152,[150153],[150153],153,10037,13153,2,1
13154,1501,0,1,300,3600,480,1,13153,[150154],[150154],154,10025,13154,2,1
13155,1501,0,1,300,3600,480,1,13154,[150155],[150155],155,10026,13155,2,1
13156,1501,0,1,300,3600,480,1,13155,[150156],[150156],156,10046,13156,2,2
13157,1501,0,1,300,3600,480,1,13156,[150157],[150157],157,10008,13157,2,1
13158,1501,0,1,300,3600,480,1,13157,[150158],[150158],158,10033,13158,2,1
13159,1501,0,1,300,3600,480,1,13158,[150159],[150159],159,10040,13159,2,1
13160,1501,0,1,300,3600,480,1,13159,[150160],[150160],160,10041,13160,2,1
13161,1501,0,1,300,3600,480,1,13160,[150161],[150161],161,10025,13161,2,3
13162,1501,0,1,300,3600,480,1,13161,[150162],[150162],162,10037,13162,2,1
13163,1501,0,1,300,3600,480,1,13162,[150163],[150163],163,10037,13163,2,1
13164,1501,0,1,300,3600,480,1,13163,[150164],[150164],164,10023,13164,2,1
13165,1501,0,1,300,3600,480,1,13164,[150165],[150165],165,10008,13165,2,1
13166,1501,0,1,300,3600,480,1,13165,[150166],[150166],166,10024,13166,2,2
13167,1501,0,1,300,3600,480,1,13166,[150167],[150167],167,10037,13167,2,1
13168,1501,0,1,300,3600,480,1,13167,[150168],[150168],168,10033,13168,2,1
13169,1501,0,1,300,3600,480,1,13168,[150169],[150169],169,10046,13169,2,1
13170,1501,0,1,300,3600,480,1,13169,[150170],[150170],170,10041,13170,2,1
13171,1501,0,1,300,3600,480,1,13170,[150171],[150171],171,10027,13171,2,3
13172,1501,0,1,300,3600,480,1,13171,[150172],[150172],172,10041,13172,2,1
13173,1501,0,1,300,3600,480,1,13172,[150173],[150173],173,10026,13173,2,1
13174,1501,0,1,300,3600,480,1,13173,[150174],[150174],174,10025,13174,2,1
13175,1501,0,1,300,3600,480,1,13174,[150175],[150175],175,10041,13175,2,1
13176,1501,0,1,300,3600,480,1,13175,[150176],[150176],176,10023,13176,2,2
13177,1501,0,1,300,3600,480,1,13176,[150177],[150177],177,10040,13177,2,1
13178,1501,0,1,300,3600,480,1,13177,[150178],[150178],178,10023,13178,2,1
13179,1501,0,1,300,3600,480,1,13178,[150179],[150179],179,10034,13179,2,1
13180,1501,0,1,300,3600,480,1,13179,[150180],[150180],180,10028,13180,2,1
13181,1501,0,1,300,3600,480,1,13180,[150181],[150181],181,10023,13181,2,3
13182,1501,0,1,300,3600,480,1,13181,[150182],[150182],182,10027,13182,2,1
13183,1501,0,1,300,3600,480,1,13182,[150183],[150183],183,10046,13183,2,1
13184,1501,0,1,300,3600,480,1,13183,[150184],[150184],184,10008,13184,2,1
13185,1501,0,1,300,3600,480,1,13184,[150185],[150185],185,10046,13185,2,1
13186,1501,0,1,300,3600,480,1,13185,[150186],[150186],186,10034,13186,2,2
13187,1501,0,1,300,3600,480,1,13186,[150187],[150187],187,10041,13187,2,1
13188,1501,0,1,300,3600,480,1,13187,[150188],[150188],188,10033,13188,2,1
13189,1501,0,1,300,3600,480,1,13188,[150189],[150189],189,10023,13189,2,1
13190,1501,0,1,300,3600,480,1,13189,[150190],[150190],190,10023,13190,2,1
13191,1501,0,1,300,3600,480,1,13190,[150191],[150191],191,10023,13191,2,3
13192,1501,0,1,300,3600,480,1,13191,[150192],[150192],192,10040,13192,2,1
13193,1501,0,1,300,3600,480,1,13192,[150193],[150193],193,10046,13193,2,1
13194,1501,0,1,300,3600,480,1,13193,[150194],[150194],194,10041,13194,2,1
13195,1501,0,1,300,3600,480,1,13194,[150195],[150195],195,10023,13195,2,1
13196,1501,0,1,300,3600,480,1,13195,[150196],[150196],196,10041,13196,2,2
13197,1501,0,1,300,3600,480,1,13196,[150197],[150197],197,10023,13197,2,1
13198,1501,0,1,300,3600,480,1,13197,[150198],[150198],198,10040,13198,2,1
13199,1501,0,1,300,3600,480,1,13198,[150199],[150199],199,10040,13199,2,1
13200,1501,0,1,300,3600,480,1,13199,[150200],[150200],200,10041,13200,2,1
13201,1501,0,1,300,3600,480,1,13200,[150201],[150201],201,10030,13201,2,1
13202,1501,0,1,300,3600,480,1,13201,[150202],[150202],202,10018,13202,2,1
13203,1501,0,1,300,3600,480,1,13202,[150203],[150203],203,10017,13203,2,1
13204,1501,0,1,300,3600,480,1,13203,[150204],[150204],204,10012,13204,2,1
13205,1501,0,1,300,3600,480,1,13204,[150205],[150205],205,10027,13205,2,1
13206,1501,0,1,300,3600,480,1,13205,[150206],[150206],206,10034,13206,2,1
13207,1501,0,1,300,3600,480,1,13206,[150207],[150207],207,10034,13207,2,1
13208,1501,0,1,300,3600,480,1,13207,[150208],[150208],208,10037,13208,2,1
13209,1501,0,1,300,3600,480,1,13208,[150209],[150209],209,10037,13209,2,1
13210,1501,0,1,300,3600,480,1,13209,[150210],[150210],210,10024,13210,2,1
13211,1501,0,1,300,3600,480,1,13210,[150211],[150211],211,10017,13211,2,1
13212,1501,0,1,300,3600,480,1,13211,[150212],[150212],212,10034,13212,2,1
13213,1501,0,1,300,3600,480,1,13212,[150213],[150213],213,10020,13213,2,1
13214,1501,0,1,300,3600,480,1,13213,[150214],[150214],214,10025,13214,2,1
13215,1501,0,1,300,3600,480,1,13214,[150215],[150215],215,10018,13215,2,1
13216,1501,0,1,300,3600,480,1,13215,[150216],[150216],216,10039,13216,2,1
13217,1501,0,1,300,3600,480,1,13216,[150217],[150217],217,10032,13217,2,1
13218,1501,0,1,300,3600,480,1,13217,[150218],[150218],218,10030,13218,2,1
13219,1501,0,1,300,3600,480,1,13218,[150219],[150219],219,10020,13219,2,1
13220,1501,0,1,300,3600,480,1,13219,[150220],[150220],220,10038,13220,2,1
13221,1501,0,1,300,3600,480,1,13220,[150221],[150221],221,10027,13221,2,1
13222,1501,0,1,300,3600,480,1,13221,[150222],[150222],222,10034,13222,2,1
13223,1501,0,1,300,3600,480,1,13222,[150223],[150223],223,10031,13223,2,1
13224,1501,0,1,300,3600,480,1,13223,[150224],[150224],224,10025,13224,2,1
13225,1501,0,1,300,3600,480,1,13224,[150225],[150225],225,10038,13225,2,1
13226,1501,0,1,300,3600,480,1,13225,[150226],[150226],226,10034,13226,2,1
13227,1501,0,1,300,3600,480,1,13226,[150227],[150227],227,10036,13227,2,1
13228,1501,0,1,300,3600,480,1,13227,[150228],[150228],228,10030,13228,2,1
13229,1501,0,1,300,3600,480,1,13228,[150229],[150229],229,10017,13229,2,1
13230,1501,0,1,300,3600,480,1,13229,[150230],[150230],230,10037,13230,2,1
13231,1501,0,1,300,3600,480,1,13230,[150231],[150231],231,10027,13231,2,1
13232,1501,0,1,300,3600,480,1,13231,[150232],[150232],232,10008,13232,2,1
13233,1501,0,1,300,3600,480,1,13232,[150233],[150233],233,10019,13233,2,1
13234,1501,0,1,300,3600,480,1,13233,[150234],[150234],234,10018,13234,2,1
13235,1501,0,1,300,3600,480,1,13234,[150235],[150235],235,10034,13235,2,1
13236,1501,0,1,300,3600,480,1,13235,[150236],[150236],236,10012,13236,2,1
13237,1501,0,1,300,3600,480,1,13236,[150237],[150237],237,10018,13237,2,1
13238,1501,0,1,300,3600,480,1,13237,[150238],[150238],238,10047,13238,2,1
13239,1501,0,1,300,3600,480,1,13238,[150239],[150239],239,10034,13239,2,1
13240,1501,0,1,300,3600,480,1,13239,[150240],[150240],240,10037,13240,2,1
13241,1501,0,1,300,3600,480,1,13240,[150241],[150241],241,10008,13241,2,1
13242,1501,0,1,300,3600,480,1,13241,[150242],[150242],242,10030,13242,2,1
13243,1501,0,1,300,3600,480,1,13242,[150243],[150243],243,10026,13243,2,1
13244,1501,0,1,300,3600,480,1,13243,[150244],[150244],244,10020,13244,2,1
13245,1501,0,1,300,3600,480,1,13244,[150245],[150245],245,10020,13245,2,1
13246,1501,0,1,300,3600,480,1,13245,[150246],[150246],246,10028,13246,2,1
13247,1501,0,1,300,3600,480,1,13246,[150247],[150247],247,10028,13247,2,1
13248,1501,0,1,300,3600,480,1,13247,[150248],[150248],248,10017,13248,2,1
13249,1501,0,1,300,3600,480,1,13248,[150249],[150249],249,10028,13249,2,1
13250,1501,0,1,300,3600,480,1,13249,[150250],[150250],250,10027,13250,2,1
13251,1501,0,1,300,3600,480,1,13250,[150251],[150251],251,10032,13251,2,1
13252,1501,0,1,300,3600,480,1,13251,[150252],[150252],252,10040,13252,2,1
13253,1501,0,1,300,3600,480,1,13252,[150253],[150253],253,10027,13253,2,1
13254,1501,0,1,300,3600,480,1,13253,[150254],[150254],254,10032,13254,2,1
13255,1501,0,1,300,3600,480,1,13254,[150255],[150255],255,10046,13255,2,1
13256,1501,0,1,300,3600,480,1,13255,[150256],[150256],256,10030,13256,2,1
13257,1501,0,1,300,3600,480,1,13256,[150257],[150257],257,10018,13257,2,1
13258,1501,0,1,300,3600,480,1,13257,[150258],[150258],258,10008,13258,2,1
13259,1501,0,1,300,3600,480,1,13258,[150259],[150259],259,10025,13259,2,1
13260,1501,0,1,300,3600,480,1,13259,[150260],[150260],260,10031,13260,2,1
13261,1501,0,1,300,3600,480,1,13260,[150261],[150261],261,10025,13261,2,1
13262,1501,0,1,300,3600,480,1,13261,[150262],[150262],262,10039,13262,2,1
13263,1501,0,1,300,3600,480,1,13262,[150263],[150263],263,10025,13263,2,1
13264,1501,0,1,300,3600,480,1,13263,[150264],[150264],264,10035,13264,2,1
13265,1501,0,1,300,3600,480,1,13264,[150265],[150265],265,10019,13265,2,1
13266,1501,0,1,300,3600,480,1,13265,[150266],[150266],266,10042,13266,2,1
