id,attrExtraList,attrRatioList,cosr,desc,desc_2,desc_parameter,desc1s,desc2s,extra_1,extra_2,extra_3,extra_4,extra_5,extra_6,fightforce,fightforce_ratio,hero_id,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,skill,skill_level,skill_level_new,skill_levels,skill_new,skills,special,star,star_sub
10015082,[[3|1054]|[4|32037]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1054],[4|32037],[10|0],[5|0],[57|0],[24|0],0,1.87,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,8,2
10015083,[[3|1068]|[4|33023]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1068],[4|33023],[10|0],[5|0],[57|0],[24|0],0,1.88,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,8,3
10015084,[[3|1082]|[4|34009]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1082],[4|34009],[10|0],[5|0],[57|0],[24|0],0,1.9,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,8,4
10015090,[[3|1461]|[4|43490]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,[hero_star_desc_1],[hero_skill_name_1001511],3,[hero_star_desc_1],[hero_skill_name_1001511],[3|1461],[4|43490],[10|0],[5|0],[57|0],[24|0],0,1.99,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1001511,4,[3],[3],[1001511],[1001511],-1,9,0
10015091,[[3|1477]|[4|44755]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1477],[4|44755],[10|0],[5|0],[57|0],[24|0],0,2,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,1
10015092,[[3|1494]|[4|46020]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1494],[4|46020],[10|0],[5|0],[57|0],[24|0],0,2.01,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,2
10015093,[[3|1511]|[4|47285]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1511],[4|47285],[10|0],[5|0],[57|0],[24|0],0,2.03,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,3
10015094,[[3|1528]|[4|48551]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1528],[4|48551],[10|0],[5|0],[57|0],[24|0],0,2.04,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,4
10015100,[[3|2029]|[4|61711]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,[hero_star_desc_1],[hero_skill_name_1001512],3,[hero_star_desc_1],[hero_skill_name_1001512],[3|2029],[4|61711],[10|0],[5|0],[57|0],[24|0],0,2.13,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1001512,4,[3],[3],[1001512],[1001512],-1,10,0
10015101,[[3|2050]|[4|63914]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2050],[4|63914],[10|0],[5|0],[57|0],[24|0],0,2.14,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,1
10015102,[[3|2070]|[4|66116]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2070],[4|66116],[10|0],[5|0],[57|0],[24|0],0,2.16,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,2
10015103,[[3|2090]|[4|68318]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2090],[4|68318],[10|0],[5|0],[57|0],[24|0],0,2.17,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,3
10015104,[[3|2111]|[4|70520]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2111],[4|70520],[10|0],[5|0],[57|0],[24|0],0,2.18,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,4
10015110,[[3|2817]|[4|91060]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,[hero_star_desc_1],[hero_skill_name_1001501],3,[hero_star_desc_1],[hero_skill_name_1001501],[3|2817],[4|91060],[10|0],[5|0],[57|0],[24|0],0,2.3,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1001501,4,[3],[3],[1001501],[1001501],-1,11,0
10015111,[[3|2841]|[4|93963]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|2841],[4|93963],[10|0],[5|0],[57|0],[24|0],0,2.31,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,1
10015112,[[3|2866]|[4|96867]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|2866],[4|96867],[10|0],[5|0],[57|0],[24|0],0,2.33,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,2
10015113,[[3|2890]|[4|99771]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|2890],[4|99771],[10|0],[5|0],[57|0],[24|0],0,2.34,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,3
10015114,[[3|2915]|[4|102675]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|2915],[4|102675],[10|0],[5|0],[57|0],[24|0],0,2.35,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,4
10015120,[[3|3730]|[4|128148]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,[hero_star_desc_1],[hero_skill_name_1001502],3,[hero_star_desc_1],[hero_skill_name_1001502],[3|3730],[4|128148],[10|0],[5|0],[57|0],[24|0],0,2.47,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1001502,4,[3],[3],[1001502],[1001502],-1,12,0
10015121,[[3|3759]|[4|131851]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|3759],[4|131851],[10|0],[5|0],[57|0],[24|0],0,2.48,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,12,1
10015122,[[3|3788]|[4|135553]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|3788],[4|135553],[10|0],[5|0],[57|0],[24|0],0,2.5,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,12,2
10015123,[[3|3817]|[4|139255]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|3817],[4|139255],[10|0],[5|0],[57|0],[24|0],0,2.51,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,12,3
10015124,[[3|3845]|[4|142958]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|3845],[4|142958],[10|0],[5|0],[57|0],[24|0],0,2.52,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,12,4
10015130,[[3|4857]|[4|177160]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|4857],[4|177160],[10|0],[5|0],[57|0],[24|0],0,2.64,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,0
10015131,[[3|4890]|[4|184590]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|4890],[4|184590],[10|0],[5|0],[57|0],[24|0],0,2.65,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,1
10015132,[[3|4924]|[4|192020]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|4924],[4|192020],[10|0],[5|0],[57|0],[24|0],0,2.67,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,2
10015133,[[3|4957]|[4|199450]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|4957],[4|199450],[10|0],[5|0],[57|0],[24|0],0,2.68,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,3
10015134,[[3|4991]|[4|206880]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|4991],[4|206880],[10|0],[5|0],[57|0],[24|0],0,2.69,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,4
10015140,[[3|5778]|[4|221534]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|5778],[4|221534],[10|0],[5|0],[57|0],[24|0],0,2.96,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,0
10015141,[[3|5812]|[4|229621]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|5812],[4|229621],[10|0],[5|0],[57|0],[24|0],0,2.97,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,1
10015142,[[3|5845]|[4|237708]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|5845],[4|237708],[10|0],[5|0],[57|0],[24|0],0,2.98,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,2
10015143,[[3|5879]|[4|245795]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|5879],[4|245795],[10|0],[5|0],[57|0],[24|0],0,2.99,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,3
10015144,[[3|5912]|[4|253882]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|5912],[4|253882],[10|0],[5|0],[57|0],[24|0],0,3,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,4
10015150,[[3|7659]|[4|309272]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],0,,,,[],[],[3|7659],[4|309272],[10|0],[5|0],[57|0],[24|0],0,3.27,10015,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,15,0
10016000,[[3|0]|[4|0]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|0],[4|0],[10|0],[5|0],[57|0],[24|0],0,1,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,0
10016001,[[3|8]|[4|148]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|8],[4|148],[10|0],[5|0],[57|0],[24|0],0,1.01,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,1
10016002,[[3|17]|[4|296]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|17],[4|296],[10|0],[5|0],[57|0],[24|0],0,1.02,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,2
10016003,[[3|26]|[4|444]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|26],[4|444],[10|0],[5|0],[57|0],[24|0],0,1.03,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,3
10016004,[[3|35]|[4|592]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|35],[4|592],[10|0],[5|0],[57|0],[24|0],0,1.05,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,4
10016010,[[3|65]|[4|806]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,[hero_star_desc_1],[hero_skill_name_1001601],1,[hero_star_desc_1],[hero_skill_name_1001601],[3|65],[4|806],[10|0],[5|0],[57|0],[24|0],0,1.09,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1001601,2,[1],[1],[1001601],[1001601],-1,1,0
10016011,[[3|74]|[4|985]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|74],[4|985],[10|0],[5|0],[57|0],[24|0],0,1.1,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,1
10016012,[[3|83]|[4|1163]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|83],[4|1163],[10|0],[5|0],[57|0],[24|0],0,1.11,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,2
10016013,[[3|91]|[4|1342]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|91],[4|1342],[10|0],[5|0],[57|0],[24|0],0,1.12,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,3
10016014,[[3|100]|[4|1521]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|100],[4|1521],[10|0],[5|0],[57|0],[24|0],0,1.13,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,4
10016020,[[3|131]|[4|1839]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,[hero_star_desc_1],[hero_skill_name_1001602],1,[hero_star_desc_1],[hero_skill_name_1001602],[3|131],[4|1839],[10|0],[5|0],[57|0],[24|0],0,1.17,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1001602,2,[1],[1],[1001602],[1001602],-1,2,0
10016021,[[3|140]|[4|2051]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|140],[4|2051],[10|0],[5|0],[57|0],[24|0],0,1.18,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,1
10016022,[[3|148]|[4|2263]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|148],[4|2263],[10|0],[5|0],[57|0],[24|0],0,1.19,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,2
10016023,[[3|157]|[4|2475]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|157],[4|2475],[10|0],[5|0],[57|0],[24|0],0,1.2,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,3
10016024,[[3|166]|[4|2687]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|166],[4|2687],[10|0],[5|0],[57|0],[24|0],0,1.22,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,4
10016030,[[3|197]|[4|3120]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,[hero_star_desc_1],[hero_skill_name_1001611],1,[hero_star_desc_1],[hero_skill_name_1001611],[3|197],[4|3120],[10|0],[5|0],[57|0],[24|0],0,1.26,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1001611,2,[1],[1],[1001611],[1001611],1,3,0
10016031,[[3|205]|[4|3368]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|205],[4|3368],[10|0],[5|0],[57|0],[24|0],0,1.27,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,1
10016032,[[3|214]|[4|3616]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|214],[4|3616],[10|0],[5|0],[57|0],[24|0],0,1.28,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,2
10016033,[[3|223]|[4|3864]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|223],[4|3864],[10|0],[5|0],[57|0],[24|0],0,1.29,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,3
10016034,[[3|232]|[4|4112]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|232],[4|4112],[10|0],[5|0],[57|0],[24|0],0,1.3,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,4
10016040,[[3|262]|[4|4670]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,[hero_star_desc_1],[hero_skill_name_1001612],1,[hero_star_desc_1],[hero_skill_name_1001612],[3|262],[4|4670],[10|0],[5|0],[57|0],[24|0],0,1.34,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1001612,2,[1],[1],[1001612],[1001612],-1,4,0
10016041,[[3|271]|[4|4957]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|271],[4|4957],[10|0],[5|0],[57|0],[24|0],0,1.35,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,4,1
10016042,[[3|280]|[4|5244]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|280],[4|5244],[10|0],[5|0],[57|0],[24|0],0,1.36,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,4,2
10016043,[[3|289]|[4|5531]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|289],[4|5531],[10|0],[5|0],[57|0],[24|0],0,1.37,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,4,3
10016044,[[3|297]|[4|5818]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|297],[4|5818],[10|0],[5|0],[57|0],[24|0],0,1.39,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,4,4
10016050,[[3|328]|[4|6509]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],6,[hero_star_desc_1],[hero_skill_name_1001601],2,[hero_star_desc_1],[hero_skill_name_1001601],[3|328],[4|6509],[10|0],[5|0],[57|0],[24|0],0,1.43,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1001601,3,[2],[2],[1001601],[1001601],-1,5,0
10016051,[[3|337]|[4|6867]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],6,,,,[],[],[3|337],[4|6867],[10|0],[5|0],[57|0],[24|0],0,1.44,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,1
10016052,[[3|345]|[4|7225]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],6,,,,[],[],[3|345],[4|7225],[10|0],[5|0],[57|0],[24|0],0,1.45,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,2
10016053,[[3|354]|[4|7583]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],6,,,,[],[],[3|354],[4|7583],[10|0],[5|0],[57|0],[24|0],0,1.46,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,3
10016054,[[3|363]|[4|7940]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],6,,,,[],[],[3|363],[4|7940],[10|0],[5|0],[57|0],[24|0],0,1.47,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,4
10016060,[[3|542]|[4|10500]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,[hero_star_desc_1],[hero_skill_name_1001602],2,[hero_star_desc_1],[hero_skill_name_1001602],[3|542],[4|10500],[10|0],[5|0],[57|0],[24|0],0,1.57,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1001602,3,[2],[2],[1001602],[1001602],1,6,0
10016061,[[3|553]|[4|10969]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|553],[4|10969],[10|0],[5|0],[57|0],[24|0],0,1.58,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,1
10016062,[[3|564]|[4|11438]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|564],[4|11438],[10|0],[5|0],[57|0],[24|0],0,1.59,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,2
10016063,[[3|575]|[4|11907]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|575],[4|11907],[10|0],[5|0],[57|0],[24|0],0,1.6,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,3
10016064,[[3|586]|[4|12376]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|586],[4|12376],[10|0],[5|0],[57|0],[24|0],0,1.61,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,4
10016070,[[3|836]|[4|16146]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,[hero_star_desc_1],[hero_skill_name_1001611],2,[hero_star_desc_1],[hero_skill_name_1001611],[3|836],[4|16146],[10|0],[5|0],[57|0],[24|0],0,1.71,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1001611,3,[2],[2],[1001611],[1001611],-1,7,0
10016071,[[3|849]|[4|16755]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|849],[4|16755],[10|0],[5|0],[57|0],[24|0],0,1.72,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,1
10016072,[[3|862]|[4|17365]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|862],[4|17365],[10|0],[5|0],[57|0],[24|0],0,1.73,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,2
10016073,[[3|876]|[4|17974]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|876],[4|17974],[10|0],[5|0],[57|0],[24|0],0,1.74,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,3
10016074,[[3|889]|[4|18584]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|889],[4|18584],[10|0],[5|0],[57|0],[24|0],0,1.75,10016,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,4
