id,atk_death_rate,atk_injury_rate,atk_serious_injury_rate,enemy_birth,fight_type,forbid_skip,hero_birth,map,map_stage_wave,pos_relative,report_icon,stage_time,switch_downgrade,switch_rebirth,switch_resetting,switch_troop_morale,switch_water_morale,team_castle_level,team_level,team_power,troop_morale_skill,type,water,wave_max,waveList
62003,0,10000,0,204,-1,-1,203,10007,[6200301],,icon_res_boss_017,60,0,0,0,-1,-1,12,60,309000,,2,-1,1,[6200301]
62004,0,10000,0,204,-1,-1,203,10007,[6200401],,icon_res_boss_017,60,0,0,0,-1,-1,16,80,477000,,2,-1,1,[6200401]
62005,0,10000,0,204,-1,-1,203,10007,[6200501],,icon_res_boss_017,60,0,0,0,-1,-1,20,100,765000,,2,-1,1,[6200501]
20001,500,7000,2500,204,-1,-1,203,10007,[2000101],,icon_res_monster_002,60,0,0,0,-1,-1,4,20,200000,,2,-1,1,[2000101]
20002,500,7000,2500,204,-1,-1,203,10007,[2000201],,icon_res_monster_002,60,0,0,0,-1,-1,8,40,400000,,2,-1,1,[2000201]
20003,500,7000,2500,204,-1,-1,203,10007,[2000301],,icon_res_monster_002,60,0,0,0,-1,-1,12,60,600000,,2,-1,1,[2000301]
20004,500,7000,2500,204,-1,-1,203,10007,[2000401],,icon_res_monster_002,60,0,0,0,-1,-1,16,80,800000,,2,-1,1,[2000401]
20005,500,7000,2500,204,-1,-1,203,10007,[2000501],,icon_res_monster_002,60,0,0,0,-1,-1,20,100,1000000,,2,-1,1,[2000501]
20006,500,7000,2500,204,-1,-1,203,10007,[2000601],,icon_res_monster_002,60,0,0,0,-1,-1,24,120,1500000,,2,-1,1,[2000601]
20007,500,7000,2500,204,-1,-1,203,10007,[2000701],,icon_res_monster_002,60,0,0,0,-1,-1,28,140,2000000,,2,-1,1,[2000701]
20008,500,7000,2500,204,-1,-1,203,10007,[2000801],,icon_res_monster_002,60,0,0,0,-1,-1,32,160,3000000,,2,-1,1,[2000801]
20009,500,7000,2500,204,-1,-1,203,10007,[2000901],,icon_res_monster_002,60,0,0,0,-1,-1,36,180,4000000,,2,-1,1,[2000901]
20010,500,7000,2500,204,-1,-1,203,10007,[2001001],,icon_res_monster_002,60,0,0,0,-1,-1,40,200,5000000,,2,-1,1,[2001001]
67001,0,10000,0,204,-1,-1,203,10007,[6700101],,res_relic_bg_106,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[6700101]
67002,0,10000,0,204,-1,-1,203,10007,[6700201],,res_relic_bg_106,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[6700201]
67003,0,10000,0,204,-1,-1,203,10007,[6700301],,res_relic_bg_106,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[6700301]
67004,0,10000,0,204,-1,-1,203,10007,[6700401],,res_relic_bg_106,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[6700401]
67005,0,10000,0,204,-1,-1,203,10007,[6700501],,res_relic_bg_106,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[6700501]
67006,0,10000,0,204,-1,-1,203,10007,[6700601],,res_relic_bg_106,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[6700601]
67007,0,10000,0,204,-1,-1,203,10007,[6700701],,res_relic_bg_106,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[6700701]
67008,0,10000,0,204,-1,-1,203,10007,[6700801],,res_relic_bg_106,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[6700801]
67009,0,10000,0,204,-1,-1,203,10007,[6700901],,res_relic_bg_106,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[6700901]
67010,0,10000,0,204,-1,-1,203,10007,[6701001],,res_relic_bg_106,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[6701001]
230001,0,10000,0,204,-1,-1,203,10007,[23000101],,Head_60319,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[23000101]
230002,0,10000,0,204,-1,-1,203,10007,[23000201],,Head_60319,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[23000201]
230003,0,10000,0,204,-1,-1,203,10007,[23000301],,Head_60319,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[23000301]
230004,0,10000,0,204,-1,-1,203,10007,[23000401],,Head_60319,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[23000401]
230005,0,10000,0,204,-1,-1,203,10007,[23000501],,Head_60319,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[23000501]
230006,0,10000,0,204,-1,-1,203,10007,[23000601],,Head_60319,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[23000601]
230007,0,10000,0,204,-1,-1,203,10007,[23000701],,Head_60319,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[23000701]
230008,0,10000,0,204,-1,-1,203,10007,[23000801],,Head_60319,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[23000801]
230009,0,10000,0,204,-1,-1,203,10007,[23000901],,Head_60319,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[23000901]
230010,0,10000,0,204,-1,-1,203,10007,[23001001],,Head_60319,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[23001001]
327001,0,10000,0,204,-1,-1,203,10007,[32700101],,Head_60364,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[32700101]
327002,0,10000,0,204,-1,-1,203,10007,[32700201],,Head_60364,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[32700201]
327003,0,10000,0,204,-1,-1,203,10007,[32700301],,Head_60364,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[32700301]
327004,0,10000,0,204,-1,-1,203,10007,[32700401],,Head_60364,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[32700401]
327005,0,10000,0,204,-1,-1,203,10007,[32700501],,Head_60364,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[32700501]
327006,0,10000,0,204,-1,-1,203,10007,[32700601],,Head_60364,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[32700601]
327007,0,10000,0,204,-1,-1,203,10007,[32700701],,Head_60364,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[32700701]
327008,0,10000,0,204,-1,-1,203,10007,[32700801],,Head_60364,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[32700801]
327009,0,10000,0,204,-1,-1,203,10007,[32700901],,Head_60364,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[32700901]
327010,0,10000,0,204,-1,-1,203,10007,[32701001],,Head_60364,60,0,0,0,1,1,40,200,3000000,,2,1000,1,[32701001]
11001,-1,-1,-1,1002,-1,-1,203,10008,[1100101],,icon_battle,60,0,0,0,-1,-1,1,1,2000,,1,-1,1,[1100101]
11003,-1,-1,-1,1002,-1,-1,203,10008,[1100301],,icon_battle,60,0,0,0,-1,-1,1,2,3000,,1,-1,1,[1100301]
11004,-1,-1,-1,205,-1,-1,203,10008,[1100401],,icon_battle,60,0,0,0,-1,-1,1,3,4000,,1,-1,1,[1100401]
11005,-1,-1,-1,1002,-1,-1,203,10008,[1100501],,icon_battle,60,0,0,0,-1,-1,1,4,5000,,1,-1,1,[1100501]
11007,-1,-1,-1,1002,-1,-1,203,10008,[1100701],,icon_battle,60,0,0,0,-1,-1,1,5,6000,,1,-1,1,[1100701]
11008,-1,-1,-1,205,-1,-1,203,10008,[1100801],,icon_battle,60,0,0,0,-1,-1,2,6,7000,,1,-1,1,[1100801]
11100,-1,-1,-1,1002,-1,-1,203,10008,[1110001],,icon_battle,60,0,0,0,-1,-1,2,6,15000,,1,-1,1,[1110001]
11102,-1,-1,-1,1002,-1,-1,203,10008,[1110201],,icon_battle,60,0,0,0,-1,-1,2,10,15000,,1,-1,1,[1110201]
11103,-1,-1,-1,1002,-1,-1,203,10008,[1110301],,icon_battle,60,0,0,0,-1,-1,3,14,16000,,1,-1,1,[1110301]
11105,-1,-1,-1,1002,-1,-1,203,10008,[1110501],,icon_battle,60,0,0,0,-1,-1,4,18,18000,,1,-1,1,[1110501]
11106,-1,-1,-1,1002,-1,-1,203,10008,[1110601],,icon_battle,60,0,0,0,-1,-1,5,22,22000,,1,-1,1,[1110601]
11107,-1,-1,-1,1002,-1,-1,203,10008,[1110701],,icon_battle,60,0,0,0,-1,-1,3,15,23000,,1,-1,1,[1110701]
11109,-1,-1,-1,1002,-1,-1,203,10008,[1110901],,icon_battle,60,0,0,0,-1,-1,4,18,24000,,1,-1,1,[1110901]
11110,-1,-1,-1,1002,-1,-1,203,10008,[1111001],,icon_battle,60,0,0,0,-1,-1,5,21,25000,,1,-1,1,[1111001]
11112,-1,-1,-1,1002,-1,-1,203,10008,[1111201],,icon_battle,60,0,0,0,-1,-1,5,24,28000,,1,-1,1,[1111201]
11113,-1,-1,-1,205,-1,-1,203,10008,[1111301],,icon_battle,60,0,0,0,-1,-1,6,27,28000,,1,-1,1,[1111301]
11114,-1,-1,-1,1002,-1,-1,203,10008,[1111401],,icon_battle,60,0,0,0,-1,-1,5,25,29000,,1,-1,1,[1111401]
11116,-1,-1,-1,1002,-1,-1,203,10008,[1111601],,icon_battle,60,0,0,0,-1,-1,6,28,32000,,1,-1,1,[1111601]
11117,-1,-1,-1,1002,-1,-1,203,10008,[1111701],,icon_battle,60,0,0,0,-1,-1,6,30,33000,,1,-1,1,[1111701]
11119,-1,-1,-1,1002,-1,-1,203,10008,[1111901],,icon_battle,60,0,0,0,-1,-1,7,33,36000,,1,-1,1,[1111901]
11120,-1,-1,-1,1002,-1,-1,203,10008,[1112001],,icon_battle,60,0,0,0,-1,-1,7,35,36000,,1,-1,1,[1112001]
11200,-1,-1,-1,1002,-1,-1,203,10008,[1120001],,icon_battle,60,0,0,0,-1,-1,7,33,39000,,1,-1,1,[1120001]
11201,-1,-1,-1,1002,-1,-1,203,10008,[1120101],,icon_battle,60,0,0,0,-1,-1,7,35,42000,,1,-1,1,[1120101]
11203,-1,-1,-1,1002,-1,-1,203,10008,[1120301],,icon_battle,60,0,0,0,-1,-1,8,38,44000,,1,-1,1,[1120301]
11204,-1,-1,-1,1002,-1,-1,203,10008,[1120401],,icon_battle,60,0,0,0,-1,-1,8,40,49000,,1,-1,1,[1120401]
11206,-1,-1,-1,1002,-1,-1,203,10008,[1120601],,icon_battle,60,0,0,0,-1,-1,9,43,56000,,1,-1,1,[1120601]
11207,-1,-1,-1,205,-1,-1,203,10008,[1120701],,icon_battle,60,0,0,0,-1,-1,9,43,97000,,1,-1,1,[1120701]
11208,-1,-1,-1,1002,-1,-1,203,10008,[1120801],,icon_battle,60,0,0,0,-1,-1,8,38,54000,,1,-1,1,[1120801]
11209,-1,-1,-1,1002,-1,-1,203,10008,[1120901],,icon_battle,60,0,0,0,-1,-1,8,40,66000,,1,-1,1,[1120901]
11211,-1,-1,-1,1002,-1,-1,203,10008,[1121101],,icon_battle,60,0,0,0,-1,-1,9,43,72000,,1,-1,1,[1121101]
11212,-1,-1,-1,1002,-1,-1,203,10008,[1121201],,icon_battle,60,0,0,0,-1,-1,9,45,76000,,1,-1,1,[1121201]
11214,-1,-1,-1,1002,-1,-1,203,10008,[1121401],,icon_battle,60,0,0,0,-1,-1,10,48,83000,,1,-1,1,[1121401]
11215,-1,-1,-1,1002,-1,-1,203,10008,[1121501],,icon_battle,60,0,0,0,-1,-1,11,51,84000,,1,-1,1,[1121501]
11216,-1,-1,-1,1002,-1,-1,203,10008,[1121601],,icon_battle,60,0,0,0,-1,-1,9,43,85000,,1,-1,1,[1121601]
11217,-1,-1,-1,1002,-1,-1,203,10008,[1121701],,icon_battle,60,0,0,0,-1,-1,9,45,92000,,1,-1,1,[1121701]
11219,-1,-1,-1,1002,-1,-1,203,10008,[1121901],,icon_battle,60,0,0,0,-1,-1,10,48,96000,,1,-1,1,[1121901]
11220,-1,-1,-1,1002,-1,-1,203,10008,[1122001],,icon_battle,60,0,0,0,-1,-1,10,50,101000,,1,-1,1,[1122001]
11222,-1,-1,-1,1002,-1,-1,203,10008,[1122201],,icon_battle,60,0,0,0,-1,-1,11,53,120000,,1,-1,1,[1122201]
11223,-1,-1,-1,1002,-1,-1,203,10008,[1122301],,icon_battle,60,0,0,0,-1,-1,12,56,152000,,1,-1,1,[1122301]
11300,-1,-1,-1,1002,-1,-1,203,10008,[1130001],,icon_battle,60,0,0,0,-1,-1,10,48,104000,,1,-1,1,[1130001]
11301,-1,-1,-1,1002,-1,-1,203,10008,[1130101],,icon_battle,60,0,0,0,-1,-1,10,50,111000,,1,-1,1,[1130101]
11303,-1,-1,-1,1002,-1,-1,203,10008,[1130301],,icon_battle,60,0,0,0,-1,-1,11,51,119000,,1,-1,1,[1130301]
11304,-1,-1,-1,1002,-1,-1,203,10008,[1130401],,icon_battle,60,0,0,0,-1,-1,11,53,125000,,1,-1,1,[1130401]
11306,-1,-1,-1,1002,-1,-1,203,10008,[1130601],,icon_battle,60,0,0,0,-1,-1,11,54,132000,,1,-1,1,[1130601]
11307,-1,-1,-1,1002,-1,-1,203,10008,[1130701],,icon_battle,60,0,0,0,-1,-1,12,56,143000,,1,-1,1,[1130701]
11308,-1,-1,-1,1002,-1,-1,203,10008,[1130801],,icon_battle,60,0,0,0,-1,-1,12,57,147000,,1,-1,1,[1130801]
11309,-1,-1,-1,1002,-1,-1,203,10008,[1130901],,icon_battle,60,0,0,0,-1,-1,11,53,144000,,1,-1,1,[1130901]
11310,-1,-1,-1,1002,-1,-1,203,10008,[1131001],,icon_battle,60,0,0,0,-1,-1,11,55,152000,,1,-1,1,[1131001]
11312,-1,-1,-1,1002,-1,-1,203,10008,[1131201],,icon_battle,60,0,0,0,-1,-1,12,56,157000,,1,-1,1,[1131201]
11313,-1,-1,-1,1002,-1,-1,203,10008,[1131301],,icon_battle,60,0,0,0,-1,-1,12,58,159000,,1,-1,1,[1131301]
11315,-1,-1,-1,1002,-1,-1,203,10008,[1131501],,icon_battle,60,0,0,0,-1,-1,12,59,162000,,1,-1,1,[1131501]
11316,-1,-1,-1,1002,-1,-1,203,10008,[1131601],,icon_battle,60,0,0,0,-1,-1,13,61,169000,,1,-1,1,[1131601]
11317,-1,-1,-1,1002,-1,-1,203,10008,[1131701],,icon_battle,60,0,0,0,-1,-1,13,62,177000,,1,-1,1,[1131701]
11318,-1,-1,-1,1002,-1,-1,203,10008,[1131801],,icon_battle,60,0,0,0,-1,-1,12,58,170000,,1,-1,1,[1131801]
11319,-1,-1,-1,1002,-1,-1,203,10008,[1131901],,icon_battle,60,0,0,0,-1,-1,12,60,180000,,1,-1,1,[1131901]
11321,-1,-1,-1,1002,-1,-1,203,10008,[1132101],,icon_battle,60,0,0,0,-1,-1,13,61,185000,,1,-1,1,[1132101]
11322,-1,-1,-1,1002,-1,-1,203,10008,[1132201],,icon_battle,60,0,0,0,-1,-1,13,63,187000,,1,-1,1,[1132201]
11324,-1,-1,-1,1002,-1,-1,203,10008,[1132401],,icon_battle,60,0,0,0,-1,-1,13,64,192000,,1,-1,1,[1132401]
11325,-1,-1,-1,1002,-1,-1,203,10008,[1132501],,icon_battle,60,0,0,0,-1,-1,14,66,201000,,1,-1,1,[1132501]
11326,-1,-1,-1,1002,-1,-1,203,10008,[1132601],,icon_battle,60,0,0,0,-1,-1,14,67,222000,,1,-1,1,[1132601]
11327,-1,-1,-1,1002,-1,-1,203,10008,[1132701],,icon_battle,60,0,0,0,-1,-1,13,63,207000,,1,-1,1,[1132701]
11328,-1,-1,-1,1002,-1,-1,203,10008,[1132801],,icon_battle,60,0,0,0,-1,-1,13,65,219000,,1,-1,1,[1132801]
11330,-1,-1,-1,1002,-1,-1,203,10008,[1133001],,icon_battle,60,0,0,0,-1,-1,14,66,229000,,1,-1,1,[1133001]
11331,-1,-1,-1,1002,-1,-1,203,10008,[1133101],,icon_battle,60,0,0,0,-1,-1,14,68,251000,,1,-1,1,[1133101]
11333,-1,-1,-1,1002,-1,-1,203,10008,[1133301],,icon_battle,60,0,0,0,-1,-1,14,69,261000,,1,-1,1,[1133301]
11334,-1,-1,-1,1002,-1,-1,203,10008,[1133401],,icon_battle,60,0,0,0,-1,-1,15,71,270000,,1,-1,1,[1133401]
11335,-1,-1,-1,1002,-1,-1,203,10008,[1133501],,icon_battle,60,0,0,0,-1,-1,15,72,279000,,1,-1,1,[1133501]
11400,-1,-1,-1,1002,-1,-1,203,10008,[1140001],,icon_battle,60,0,0,0,-1,-1,14,68,271000,,1,-1,1,[1140001]
11401,-1,-1,-1,1002,-1,-1,203,10008,[1140101],,icon_battle,60,0,0,0,-1,-1,14,70,276000,,1,-1,1,[1140101]
11403,-1,-1,-1,1002,-1,-1,203,10008,[1140301],,icon_battle,60,0,0,0,-1,-1,15,71,285000,,1,-1,1,[1140301]
11404,-1,-1,-1,1002,-1,-1,203,10008,[1140401],,icon_battle,60,0,0,0,-1,-1,15,73,290000,,1,-1,1,[1140401]
11406,-1,-1,-1,1002,-1,-1,203,10008,[1140601],,icon_battle,60,0,0,0,-1,-1,15,74,296000,,1,-1,1,[1140601]
11407,-1,-1,-1,1002,-1,-1,203,10008,[1140701],,icon_battle,60,0,0,0,-1,-1,16,76,298000,,1,-1,1,[1140701]
11408,-1,-1,-1,1002,-1,-1,203,10008,[1140801],,icon_battle,60,0,0,0,-1,-1,16,77,303000,,1,-1,1,[1140801]
11409,-1,-1,-1,1002,-1,-1,203,10008,[1140901],,icon_battle,60,0,0,0,-1,-1,15,75,303000,,1,-1,1,[1140901]
11410,-1,-1,-1,1002,-1,-1,203,10008,[1141001],,icon_battle,60,0,0,0,-1,-1,16,77,307000,,1,-1,1,[1141001]
11412,-1,-1,-1,1002,-1,-1,203,10008,[1141201],,icon_battle,60,0,0,0,-1,-1,16,78,314000,,1,-1,1,[1141201]
11413,-1,-1,-1,1002,-1,-1,203,10008,[1141301],,icon_battle,60,0,0,0,-1,-1,16,80,318000,,1,-1,1,[1141301]
11415,-1,-1,-1,1002,-1,-1,203,10008,[1141501],,icon_battle,60,0,0,0,-1,-1,17,81,323000,,1,-1,1,[1141501]
11416,-1,-1,-1,1002,-1,-1,203,10008,[1141601],,icon_battle,60,0,0,0,-1,-1,17,83,326000,,1,-1,1,[1141601]
11417,-1,-1,-1,1002,-1,-1,203,10008,[1141701],,icon_battle,60,0,0,0,-1,-1,17,84,332000,,1,-1,1,[1141701]
11418,-1,-1,-1,1002,-1,-1,203,10008,[1141801],,icon_battle,60,0,0,0,-1,-1,17,82,333000,,1,-1,1,[1141801]
11419,-1,-1,-1,1002,-1,-1,203,10008,[1141901],,icon_battle,60,0,0,0,-1,-1,17,84,371000,,1,-1,1,[1141901]
11421,-1,-1,-1,1002,-1,-1,203,10008,[1142101],,icon_battle,60,0,0,0,-1,-1,17,85,377000,,1,-1,1,[1142101]
11422,-1,-1,-1,1002,-1,-1,203,10008,[1142201],,icon_battle,60,0,0,0,-1,-1,18,87,391000,,1,-1,1,[1142201]
11424,-1,-1,-1,1002,-1,-1,203,10008,[1142401],,icon_battle,60,0,0,0,-1,-1,18,88,409000,,1,-1,1,[1142401]
11425,-1,-1,-1,1002,-1,-1,203,10008,[1142501],,icon_battle,60,0,0,0,-1,-1,18,90,410000,,1,-1,1,[1142501]
11426,-1,-1,-1,1002,-1,-1,203,10008,[1142601],,icon_battle,60,0,0,0,-1,-1,19,91,419000,,1,-1,1,[1142601]
11427,-1,-1,-1,1002,-1,-1,203,10008,[1142701],,icon_battle,60,0,0,0,-1,-1,18,89,462000,,1,-1,1,[1142701]
11428,-1,-1,-1,1002,-1,-1,203,10008,[1142801],,icon_battle,60,0,0,0,-1,-1,19,91,478000,,1,-1,1,[1142801]
11430,-1,-1,-1,1002,-1,-1,203,10008,[1143001],,icon_battle,60,0,0,0,-1,-1,19,92,485000,,1,-1,1,[1143001]
11431,-1,-1,-1,1002,-1,-1,203,10008,[1143101],,icon_battle,60,0,0,0,-1,-1,19,94,509000,,1,-1,1,[1143101]
11433,-1,-1,-1,1002,-1,-1,203,10008,[1143301],,icon_battle,60,0,0,0,-1,-1,19,95,512000,,1,-1,1,[1143301]
11434,-1,-1,-1,1002,-1,-1,203,10008,[1143401],,icon_battle,60,0,0,0,-1,-1,20,97,515000,,1,-1,1,[1143401]
11435,-1,-1,-1,1002,-1,-1,203,10008,[1143501],,icon_battle,60,0,0,0,-1,-1,20,98,522000,,1,-1,1,[1143501]
11500,-1,-1,-1,1002,-1,-1,203,10008,[1150001],,icon_battle,60,0,0,0,-1,-1,19,94,513000,,1,-1,1,[1150001]
11501,-1,-1,-1,1002,-1,-1,203,10008,[1150101],,icon_battle,60,0,0,0,-1,-1,20,96,524000,,1,-1,1,[1150101]
11503,-1,-1,-1,1002,-1,-1,203,10008,[1150301],,icon_battle,60,0,0,0,-1,-1,20,97,535000,,1,-1,1,[1150301]
11504,-1,-1,-1,1002,-1,-1,203,10008,[1150401],,icon_battle,60,0,0,0,-1,-1,20,99,537000,,1,-1,1,[1150401]
11506,-1,-1,-1,1002,-1,-1,203,10008,[1150601],,icon_battle,60,0,0,0,-1,-1,20,100,562000,,1,-1,1,[1150601]
11507,-1,-1,-1,1002,-1,-1,203,10008,[1150701],,icon_battle,60,0,0,0,-1,-1,21,102,567000,,1,-1,1,[1150701]
11508,-1,-1,-1,1002,-1,-1,203,10008,[1150801],,icon_battle,60,0,0,0,-1,-1,21,103,568000,,1,-1,1,[1150801]
11509,-1,-1,-1,1002,-1,-1,203,10008,[1150901],,icon_battle,60,0,0,0,-1,-1,20,98,569000,,1,-1,1,[1150901]
11510,-1,-1,-1,1002,-1,-1,203,10008,[1151001],,icon_battle,60,0,0,0,-1,-1,20,100,573000,,1,-1,1,[1151001]
11512,-1,-1,-1,1002,-1,-1,203,10008,[1151201],,icon_battle,60,0,0,0,-1,-1,21,101,588000,,1,-1,1,[1151201]
11513,-1,-1,-1,1002,-1,-1,203,10008,[1151301],,icon_battle,60,0,0,0,-1,-1,21,103,608000,,1,-1,1,[1151301]
11515,-1,-1,-1,1002,-1,-1,203,10008,[1151501],,icon_battle,60,0,0,0,-1,-1,21,104,631000,,1,-1,1,[1151501]
11516,-1,-1,-1,1002,-1,-1,203,10008,[1151601],,icon_battle,60,0,0,0,-1,-1,22,106,633000,,1,-1,1,[1151601]
11517,-1,-1,-1,1002,-1,-1,203,10008,[1151701],,icon_battle,60,0,0,0,-1,-1,22,107,636000,,1,-1,1,[1151701]
11518,-1,-1,-1,1002,-1,-1,203,10008,[1151801],,icon_battle,60,0,0,0,-1,-1,21,102,663000,,1,-1,1,[1151801]
11519,-1,-1,-1,1002,-1,-1,203,10008,[1151901],,icon_battle,60,0,0,0,-1,-1,21,104,674000,,1,-1,1,[1151901]
11521,-1,-1,-1,1002,-1,-1,203,10008,[1152101],,icon_battle,60,0,0,0,-1,-1,21,105,682000,,1,-1,1,[1152101]
11522,-1,-1,-1,1002,-1,-1,203,10008,[1152201],,icon_battle,60,0,0,0,-1,-1,22,107,717000,,1,-1,1,[1152201]
11524,-1,-1,-1,1002,-1,-1,203,10008,[1152401],,icon_battle,60,0,0,0,-1,-1,22,108,730000,,1,-1,1,[1152401]
11525,-1,-1,-1,1002,-1,-1,203,10008,[1152501],,icon_battle,60,0,0,0,-1,-1,22,110,745000,,1,-1,1,[1152501]
11526,-1,-1,-1,205,-1,-1,203,10008,[1152601],,icon_battle,60,0,0,0,-1,-1,23,111,900000,,1,-1,1,[1152601]
11527,-1,-1,-1,1002,-1,-1,203,10008,[1152701],,icon_battle,60,0,0,0,-1,-1,22,106,800000,,1,-1,1,[1152701]
11528,-1,-1,-1,1002,-1,-1,203,10008,[1152801],,icon_battle,60,0,0,0,-1,-1,22,108,850000,,1,-1,1,[1152801]
11530,-1,-1,-1,1002,-1,-1,203,10008,[1153001],,icon_battle,60,0,0,0,-1,-1,22,109,900000,,1,-1,1,[1153001]
11531,-1,-1,-1,1002,-1,-1,203,10008,[1153101],,icon_battle,60,0,0,0,-1,-1,23,111,950000,,1,-1,1,[1153101]
11533,-1,-1,-1,1002,-1,-1,203,10008,[1153301],,icon_battle,60,0,0,0,-1,-1,23,112,1000000,,1,-1,1,[1153301]
11534,-1,-1,-1,1002,-1,-1,203,10008,[1153401],,icon_battle,60,0,0,0,-1,-1,23,114,1100000,,1,-1,1,[1153401]
11535,-1,-1,-1,205,-1,-1,203,10008,[1153501],,icon_battle,60,0,0,0,-1,-1,23,115,1200000,,1,-1,1,[1153501]
12001,-1,-1,-1,14,1,-1,13,20009,[1200101],,icon_battle,180,0,0,0,-1,-1,6,30,60000,,1,-1,1,[1200101]
12003,-1,-1,-1,14,1,-1,13,20009,[1200301],,icon_battle,180,0,0,0,-1,-1,7,32,84000,,1,-1,1,[1200301]
12004,-1,-1,-1,14,1,-1,13,20009,[1200401],,icon_battle,180,0,0,0,-1,-1,7,34,108000,,1,-1,1,[1200401]
12005,-1,-1,-1,14,1,-1,13,20009,[1200501],,icon_battle,180,0,0,0,-1,-1,8,36,132000,,1,-1,1,[1200501]
12007,-1,-1,-1,14,1,-1,13,20009,[1200701],,icon_battle,180,0,0,0,-1,-1,8,38,156000,,1,-1,1,[1200701]
12008,-1,-1,-1,14,1,-1,13,20009,[1200801],,icon_battle,180,0,0,0,-1,-1,8,40,180000,,1,-1,1,[1200801]
12100,-1,-1,-1,14,1,-1,13,20008,[1210001],,icon_battle,180,0,0,0,-1,-1,9,42,204000,,1,-1,1,[1210001]
12102,-1,-1,-1,14,1,-1,13,20008,[1210201],,icon_battle,180,0,0,0,-1,-1,9,44,228000,,1,-1,1,[1210201]
12103,-1,-1,-1,14,1,-1,13,20008,[1210301],,icon_battle,180,0,0,0,-1,-1,10,46,252000,,1,-1,1,[1210301]
12105,-1,-1,-1,14,1,-1,13,20008,[1210501],,icon_battle,180,0,0,0,-1,-1,10,48,276000,,1,-1,1,[1210501]
12106,-1,-1,-1,14,1,-1,13,20008,[1210601],,icon_battle,180,0,0,0,-1,-1,10,50,300000,,1,-1,1,[1210601]
12107,-1,-1,-1,14,1,-1,13,20008,[1210701],,icon_battle,180,0,0,0,-1,-1,11,52,324000,,1,-1,1,[1210701]
12109,-1,-1,-1,14,1,-1,13,20008,[1210901],,icon_battle,180,0,0,0,-1,-1,11,54,348000,,1,-1,1,[1210901]
12110,-1,-1,-1,14,1,-1,13,20008,[1211001],,icon_battle,180,0,0,0,-1,-1,12,56,372000,,1,-1,1,[1211001]
12112,-1,-1,-1,14,1,-1,13,20008,[1211201],,icon_battle,180,0,0,0,-1,-1,12,58,396000,,1,-1,1,[1211201]
12113,-1,-1,-1,14,1,-1,13,20008,[1211301],,icon_battle,180,0,0,0,-1,-1,12,60,420000,,1,-1,1,[1211301]
12114,-1,-1,-1,14,1,-1,13,20010,[1211401],,icon_battle,180,0,0,0,-1,-1,13,62,444000,,1,-1,1,[1211401]
12116,-1,-1,-1,14,1,-1,13,20010,[1211601],,icon_battle,180,0,0,0,-1,-1,13,64,468000,,1,-1,1,[1211601]
12117,-1,-1,-1,14,1,-1,13,20010,[1211701],,icon_battle,180,0,0,0,-1,-1,14,66,492000,,1,-1,1,[1211701]
12119,-1,-1,-1,14,1,-1,13,20010,[1211901],,icon_battle,180,0,0,0,-1,-1,14,68,516000,,1,-1,1,[1211901]
12120,-1,-1,-1,14,1,-1,13,20010,[1212001],,icon_battle,180,0,0,0,-1,-1,14,70,540000,,1,-1,1,[1212001]
12200,-1,-1,-1,14,1,-1,13,20009,[1220001],,icon_battle,180,0,0,0,-1,-1,15,71,564000,,1,-1,1,[1220001]
12201,-1,-1,-1,14,1,-1,13,20009,[1220101],,icon_battle,180,0,0,0,-1,-1,15,72,588000,,1,-1,1,[1220101]
12203,-1,-1,-1,14,1,-1,13,20009,[1220301],,icon_battle,180,0,0,0,-1,-1,15,73,612000,,1,-1,1,[1220301]
12204,-1,-1,-1,14,1,-1,13,20009,[1220401],,icon_battle,180,0,0,0,-1,-1,15,74,636000,,1,-1,1,[1220401]
