id,be_sure,condition_param,condition_type,draw_weight,level_max,level_min,need_building_level,need_gacha_level,open_server_day_need,pool_id,pool_times_max,pool_times_min,pool_weight,quality,reward,times_min
60423,2,10023,1,100,999,1,,17,-1,604,99999,0,1000,5,49023,1
60424,2,10024,1,100,999,1,,7,-1,604,99999,0,1000,5,49024,1
60425,2,10025,1,100,999,1,,3,-1,604,99999,0,1000,5,49025,1
60426,2,10026,1,100,999,1,,2,-1,604,99999,0,1000,5,49026,1
60427,2,10027,1,100,999,1,,11,-1,604,99999,0,1000,5,49027,1
60428,2,10028,1,100,999,1,,13,-1,604,99999,0,1000,5,49028,1
60429,2,,-1,100,999,999,,-1,-1,604,99999,99999,1000,5,49029,1
60430,2,10030,1,100,999,1,,1,-1,604,99999,0,1000,5,49030,1
60431,2,10031,1,100,999,1,,15,-1,604,99999,0,1000,5,49031,1
60432,2,15032|8,3,100,999,1,,-1,-1,604,99999,0,1000,5,49032,1
60433,2,,-1,100,999,999,,-1,-1,604,99999,99999,1000,5,49033,1
60434,2,10034,1,100,999,1,,9,-1,604,99999,0,1000,5,49034,1
60435,2,10035,1,100,999,1,,12,-1,604,99999,0,1000,5,49035,1
60436,2,10036,1,100,999,1,,8,-1,604,99999,0,1000,5,49036,1
60437,2,10037,1,100,999,1,,16,-1,604,99999,0,1000,5,49037,1
60438,2,10038,1,100,999,1,,18,-1,604,99999,0,1000,5,49038,1
60440,2,10040,1,100,999,1,,6,-1,604,99999,0,1000,5,49040,1
61101,-1,,-1,1000,999,1,,-1,-1,611,99999,0,1000,3,49101,1
61102,-1,,-1,1000,999,1,,-1,-1,611,99999,0,1000,3,49102,1
61103,-1,,-1,1000,999,1,,-1,-1,611,99999,0,1000,3,49106,1
61104,-1,,-1,1000,999,1,,-1,-1,611,99999,0,1000,3,49107,1
61105,-1,,-1,1000,999,1,,-1,-1,611,99999,0,1000,3,49109,1
61106,-1,,-1,1000,999,1,,-1,-1,611,99999,0,1000,3,49110,1
61201,1,10003,1,600,999,1,,-1,-1,612,99999,0,1000,4,49103,1
61202,1,,-1,600,999,1,,-1,-1,612,99999,0,1000,4,49104,1
61203,1,,-1,600,999,1,,-1,-1,612,99999,0,1000,4,49105,1
61204,1,,-1,600,999,1,,-1,-1,612,99999,0,1000,4,49111,1
61205,1,,-1,600,999,999,,-1,-1,612,99999,99999,1000,4,49112,1
61206,1,,-1,600,999,1,,-1,-1,612,99999,0,1000,4,49113,1
61207,1,,-1,600,999,1,,-1,-1,612,99999,0,1000,4,49114,1
61208,1,,-1,600,999,1,,-1,-1,612,99999,0,1000,4,49115,1
61209,1,,-1,600,999,1,,-1,-1,612,99999,0,1000,4,49116,1
61412,2,10012,1,100,999,1,,-1,4,614,99999,0,1000,5,49112,1
61408,2,10008,1,100,999,1,,10,-1,614,99999,0,1000,5,49108,1
61417,2,10017,1,100,999,1,,4,-1,614,99999,0,1000,5,49117,1
61418,2,10018,1,100,999,1,,5,-1,614,99999,0,1000,5,49118,1
61419,2,10019,1,100,999,1,,-1,-1,614,99999,0,1000,5,49119,1
61420,2,10020,1,100,999,1,,14,-1,614,99999,0,1000,5,49120,1
61421,2,,-1,100,999,1,,-1,-1,614,99999,0,1000,5,49121,1
61422,2,,-1,100,999,1,,-1,-1,614,99999,0,1000,5,49122,1
61423,2,10023,1,100,999,1,,17,-1,614,99999,0,1000,5,49123,1
61424,2,10024,1,100,999,1,,7,-1,614,99999,0,1000,5,49124,1
61425,2,10025,1,100,999,1,,3,-1,614,99999,0,1000,5,49125,1
61426,2,10026,1,100,999,1,,2,-1,614,99999,0,1000,5,49126,1
61427,2,10027,1,100,999,1,,11,-1,614,99999,0,1000,5,49127,1
61428,2,10028,1,100,999,1,,13,-1,614,99999,0,1000,5,49128,1
61429,2,,-1,100,999,999,,-1,-1,614,99999,99999,1000,5,49129,1
61430,2,10030,1,100,999,1,,1,-1,614,99999,0,1000,5,49130,1
61431,2,10031,1,100,999,1,,15,-1,614,99999,0,1000,5,49131,1
61432,2,15032|8,3,100,999,1,,-1,-1,614,99999,0,1000,5,49132,1
61433,2,,-1,100,999,999,,-1,-1,614,99999,99999,1000,5,49133,1
61434,2,10034,1,100,999,1,,9,-1,614,99999,0,1000,5,49134,1
61435,2,10035,1,100,999,1,,12,-1,614,99999,0,1000,5,49135,1
61436,2,10036,1,100,999,1,,8,-1,614,99999,0,1000,5,49136,1
61437,2,10037,1,100,999,1,,16,-1,614,99999,0,1000,5,49137,1
61438,2,10038,1,100,999,1,,18,-1,614,99999,0,1000,5,49138,1
61440,2,10040,1,100,999,1,,6,-1,614,99999,0,1000,5,49140,1
62101,-1,,-1,1000,999,1,,-1,-1,621,99999,0,1000,3,49201,1
62102,-1,,-1,1000,999,1,,-1,-1,621,99999,0,1000,3,49202,1
62103,-1,,-1,1000,999,1,,-1,-1,621,99999,0,1000,3,49206,1
62104,-1,,-1,1000,999,1,,-1,-1,621,99999,0,1000,3,49207,1
62105,-1,,-1,1000,999,1,,-1,-1,621,99999,0,1000,3,49209,1
62106,-1,,-1,1000,999,1,,-1,-1,621,99999,0,1000,3,49210,1
62201,1,10003,1,600,999,1,,-1,-1,622,99999,0,1000,4,49203,1
62202,1,,-1,600,999,1,,-1,-1,622,99999,0,1000,4,49204,1
62203,1,,-1,600,999,1,,-1,-1,622,99999,0,1000,4,49205,1
62204,1,,-1,600,999,1,,-1,-1,622,99999,0,1000,4,49211,1
62205,1,,-1,600,999,999,,-1,-1,622,99999,99999,1000,4,49212,1
62206,1,,-1,600,999,1,,-1,-1,622,99999,0,1000,4,49213,1
62207,1,,-1,600,999,1,,-1,-1,622,99999,0,1000,4,49214,1
62208,1,,-1,600,999,1,,-1,-1,622,99999,0,1000,4,49215,1
62209,1,,-1,600,999,1,,-1,-1,622,99999,0,1000,4,49216,1
62412,2,10012,1,100,999,1,,-1,4,624,99999,0,1000,5,49212,1
62408,2,10008,1,100,999,1,,10,-1,624,99999,0,1000,5,49208,1
62417,2,10017,1,100,999,1,,4,-1,624,99999,0,1000,5,49217,1
62418,2,10018,1,100,999,1,,5,-1,624,99999,0,1000,5,49218,1
62419,2,10019,1,100,999,1,,-1,-1,624,99999,0,1000,5,49219,1
62420,2,10020,1,100,999,1,,14,-1,624,99999,0,1000,5,49220,1
62421,2,,-1,100,999,1,,-1,-1,624,99999,0,1000,5,49221,1
62422,2,,-1,100,999,1,,-1,-1,624,99999,0,1000,5,49222,1
62423,2,10023,1,100,999,1,,17,-1,624,99999,0,1000,5,49223,1
62424,2,10024,1,100,999,1,,7,-1,624,99999,0,1000,5,49224,1
62425,2,10025,1,100,999,1,,3,-1,624,99999,0,1000,5,49225,1
62426,2,10026,1,100,999,1,,2,-1,624,99999,0,1000,5,49226,1
62427,2,10027,1,100,999,1,,11,-1,624,99999,0,1000,5,49227,1
62428,2,10028,1,100,999,1,,13,-1,624,99999,0,1000,5,49228,1
62429,2,,-1,100,999,999,,-1,-1,624,99999,99999,1000,5,49229,1
62430,2,10030,1,100,999,1,,1,-1,624,99999,0,1000,5,49230,1
62431,2,10031,1,100,999,1,,15,-1,624,99999,0,1000,5,49231,1
62432,2,15032|8,3,100,999,1,,-1,-1,624,99999,0,1000,5,49232,1
62433,2,,-1,100,999,999,,-1,-1,624,99999,99999,1000,5,49233,1
62434,2,10034,1,100,999,1,,9,-1,624,99999,0,1000,5,49234,1
62435,2,10035,1,100,999,1,,12,-1,624,99999,0,1000,5,49235,1
62436,2,10036,1,100,999,1,,8,-1,624,99999,0,1000,5,49236,1
62437,2,10037,1,100,999,1,,16,-1,624,99999,0,1000,5,49237,1
62438,2,10038,1,100,999,1,,18,-1,624,99999,0,1000,5,49238,1
62440,2,10040,1,100,999,1,,6,-1,624,99999,0,1000,5,49240,1
41100,2,,-1,100,999,1,,-1,-1,411,0,0,1000,5,4122,1
41101,2,,-1,100,999,1,,-1,-1,411,1,1,1000,5,4121,1
41102,2,,-1,100,999,1,,-1,-1,411,2,2,1000,5,4122,1
41103,2,,-1,100,999,1,,-1,-1,411,3,3,1000,5,4121,1
41104,2,,-1,100,999,1,,-1,-1,411,99999,4,1000,5,4122,1
41105,2,,-1,100,999,1,,-1,-1,411,99999,4,1000,5,4121,1
41200,2,,-1,100,999,1,,-1,-1,412,0,0,1000,5,4130,1
41201,2,,-1,100,999,1,,-1,-1,412,1,1,1000,5,4121,1
41202,2,,-1,100,999,1,,-1,-1,412,2,2,1000,5,4122,1
41203,2,,-1,100,999,1,,-1,-1,412,3,3,1000,5,4130,1
41204,2,,-1,100,999,1,,-1,-1,412,99999,3,1000,5,4121,1
41205,2,,-1,100,999,1,,-1,-1,412,99999,3,1000,5,4122,1
41300,2,,-1,100,999,1,,-1,-1,413,0,0,1000,5,4126,1
41301,2,,-1,100,999,1,,-1,-1,413,1,1,1000,5,4126,1
41302,2,,-1,100,999,1,,-1,-1,413,2,2,1000,5,4130,1
41303,2,,-1,100,999,1,,-1,-1,413,3,3,1000,5,4122,1
41304,2,,-1,100,999,1,,-1,-1,413,99999,4,1000,5,4126,1
41305,2,,-1,100,999,1,,-1,-1,413,99999,4,1000,5,4126,1
41306,2,,-1,100,999,1,,-1,-1,413,99999,4,1000,5,4130,1
41307,2,,-1,100,999,1,,-1,-1,413,99999,4,1000,5,4122,1
41400,2,,-1,100,999,1,,-1,-1,414,0,0,1000,5,4121,1
41401,2,,-1,100,999,1,,-1,-1,414,1,1,1000,5,4121,1
41402,2,,-1,100,999,1,,-1,-1,414,2,2,1000,5,4117,1
41403,2,,-1,100,999,1,,-1,-1,414,3,3,1000,5,4117,1
41404,2,,-1,100,999,1,,-1,-1,414,99999,4,1000,5,4121,1
41405,2,,-1,100,999,1,,-1,-1,414,99999,4,1000,5,4121,1
41406,2,,-1,100,999,1,,-1,-1,414,99999,4,1000,5,4117,1
41407,2,,-1,100,999,1,,-1,-1,414,99999,4,1000,5,4117,1
90101,-1,,-1,0,999,1,,-1,-1,901,99999,0,0,3,4001,1
90102,-1,,-1,0,999,1,,-1,-1,901,99999,0,0,3,4002,1
90103,-1,,-1,0,999,1,,-1,-1,901,99999,0,0,3,4003,1
90104,-1,,-1,1000,999,1,,-1,-1,901,99999,0,1000,3,4004,1
90201,-1,,-1,0,999,1,,-1,-1,902,99999,0,0,3,4011,1
90202,-1,,-1,0,999,1,,-1,-1,902,99999,0,0,3,4012,1
90203,-1,,-1,0,999,1,,-1,-1,902,99999,0,0,3,4013,1
90204,-1,,-1,1000,999,1,,-1,-1,902,99999,0,1000,3,4014,1
90301,-1,,-1,1000,999,1,,-1,-1,903,99999,0,1000,3,4021,1
90302,-1,,-1,1000,999,1,,-1,-1,903,99999,0,1000,3,4022,1
90303,-1,,-1,1000,999,1,,-1,-1,903,99999,0,1000,3,4023,1
90401,-1,,-1,0,999,1,,-1,-1,904,99999,0,0,3,4031,1
90402,-1,,-1,0,999,1,,-1,-1,904,99999,0,0,3,4032,1
90403,-1,,-1,0,999,1,,-1,-1,904,99999,0,0,3,4033,1
90404,-1,,-1,1000,999,1,,-1,-1,904,99999,0,1000,3,4034,1
90501,-1,,-1,1000,999,1,,-1,-1,905,99999,0,1000,3,4041,1
90502,-1,,-1,1000,999,1,,-1,-1,905,99999,0,1000,3,4042,1
90503,-1,,-1,1000,999,1,,-1,-1,905,99999,0,1000,3,4043,1
30701,-1,,-1,1000,999,999,,-1,-1,307,99999,99999,0,3,4101,1
30702,-1,,-1,1000,999,999,,-1,-1,307,99999,99999,0,3,4102,1
30706,-1,,-1,1000,999,999,,-1,-1,307,99999,99999,0,3,4106,1
30707,-1,,-1,1000,999,999,,-1,-1,307,99999,99999,0,3,4107,1
30709,-1,,-1,1000,999,999,,-1,-1,307,99999,99999,0,3,4109,1
30710,-1,,-1,1000,999,999,,-1,-1,307,99999,99999,0,3,4110,1
30703,1,,-1,600,999,999,,2,-1,307,99999,99999,0,4,4103,1
30704,1,,-1,600,999,999,,-1,-1,307,99999,99999,0,4,4104,1
30705,1,,-1,600,999,999,,1,-1,307,99999,99999,0,4,4105,1
30711,1,,-1,600,999,999,,-1,-1,307,99999,99999,0,4,4111,1
30713,1,,-1,600,999,999,,1,-1,307,99999,99999,0,4,4113,1
30714,1,,-1,600,999,999,,-1,-1,307,99999,99999,0,4,4114,1
30715,1,,-1,600,999,999,,-1,-1,307,99999,99999,0,4,4115,1
30716,1,,-1,600,999,999,,-1,-1,307,99999,99999,0,4,4116,1
30712,-1,,-1,100,999,999,,-1,-1,307,99999,99999,1000,5,4112,1
30708,2,10008,1,100,999,1,,11,-1,307,99999,0,1000,5,4108,1
30717,2,10017,1,100,999,1,,18,-1,307,99999,0,1000,5,4117,1
30718,2,10018,1,100,999,1,,3,-1,307,99999,0,1000,5,4118,1
30719,2,10019,1,100,999,1,,5,-1,307,99999,0,1000,5,4119,1
30720,2,10020,1,100,999,1,,13,-1,307,99999,0,1000,5,4120,1
30721,-1,10021,1,100,999,1,,-1,-1,307,99999,0,1000,5,4121,1
30722,-1,10022,1,100,999,1,,-1,-1,307,99999,0,1000,5,4122,1
30723,2,10023,1,100,999,1,,14,-1,307,99999,0,1000,5,4123,1
30724,2,10024,1,100,999,1,,10,-1,307,99999,0,1000,5,4124,1
30725,2,10025,1,100,999,1,,4,-1,307,99999,0,1000,5,4125,1
30726,-1,10026,1,100,999,1,,-1,-1,307,99999,0,1000,5,4126,1
30727,2,10027,1,100,999,1,,16,-1,307,99999,0,1000,5,4127,1
30728,2,10028,1,100,999,1,,7,-1,307,99999,0,1000,5,4128,1
30729,-1,,-1,100,999,999,,-1,-1,307,99999,99999,1000,5,4129,1
30730,2,10030,1,100,999,1,,9,-1,307,99999,0,1000,5,4130,1
30731,2,10031,1,100,999,1,,17,-1,307,99999,0,1000,5,4131,1
30732,-1,,-1,100,999,999,,-1,-1,307,99999,99999,1000,5,4132,1
30733,-1,,-1,100,999,999,,-1,-1,307,99999,99999,1000,5,4133,1
30734,2,10034,1,100,999,1,,6,-1,307,99999,0,1000,5,4134,1
30735,2,10035,1,100,999,1,,15,-1,307,99999,0,1000,5,4135,1
30736,2,10036,1,100,999,1,,12,-1,307,99999,0,1000,5,4136,1
30737,2,10037,1,100,999,1,,19,-1,307,99999,0,1000,5,4137,1
30738,2,10038,1,100,999,1,,20,-1,307,99999,0,1000,5,4138,1
30740,2,10040,1,100,999,1,,8,-1,307,99999,0,1000,5,4140,1
70101,-1,,-1,1000,999,1,,-1,-1,701,99999,0,1000,3,49001,1
70102,-1,,-1,1000,999,1,,-1,-1,701,99999,0,1000,3,49002,1
70103,-1,,-1,1000,999,1,,-1,-1,701,99999,0,1000,3,49006,1
70104,-1,,-1,1000,999,1,,-1,-1,701,99999,0,1000,3,49007,1
70105,-1,,-1,1000,999,1,,-1,-1,701,99999,0,1000,3,49009,1
70106,-1,,-1,1000,999,1,,-1,-1,701,99999,0,1000,3,49010,1
70201,1,10003,1,600,999,1,,2,-1,702,99999,0,1000,4,49003,1
70202,1,,-1,600,999,1,,-1,-1,702,99999,0,1000,4,49004,1
70203,1,10005,1,600,999,1,,1,-1,702,99999,0,1000,4,49005,1
70204,1,,-1,600,999,1,,-1,-1,702,99999,0,1000,4,49011,1
70206,1,10013,1,600,999,1,,1,-1,702,99999,0,1000,4,49013,1
70207,1,,-1,600,999,1,,-1,-1,702,99999,0,1000,4,49014,1
70208,1,,-1,600,999,1,,-1,-1,702,99999,0,1000,4,49015,1
70209,1,,-1,600,999,1,,-1,-1,702,99999,0,1000,4,49016,1
70412,2,,-1,100,999,999,,-1,-1,704,99999,99999,1000,5,49012,1
70408,2,10008,1,100,999,1,,11,-1,704,99999,0,1000,5,49008,1
70417,2,10017,1,100,999,1,,18,-1,704,99999,0,1000,5,49017,1
70418,2,10018,1,100,999,1,,3,-1,704,99999,0,1000,5,49018,1
70419,2,10019,1,100,999,1,,5,-1,704,99999,0,1000,5,49019,1
70420,2,10020,1,100,999,1,,13,-1,704,99999,0,1000,5,49020,1
70421,2,10021,1,100,999,1,,-1,-1,704,99999,0,1000,5,49021,1
70422,2,10022,1,100,999,1,,-1,-1,704,99999,0,1000,5,49022,1
70423,2,10023,1,100,999,1,,14,-1,704,99999,0,1000,5,49023,1
70424,2,10024,1,100,999,1,,10,-1,704,99999,0,1000,5,49024,1
70425,2,10025,1,100,999,1,,4,-1,704,99999,0,1000,5,49025,1
70426,2,10026,1,100,999,1,,-1,-1,704,99999,0,1000,5,49026,1
70427,2,10027,1,100,999,1,,16,-1,704,99999,0,1000,5,49027,1
70428,2,10028,1,100,999,1,,7,-1,704,99999,0,1000,5,49028,1
70429,2,,-1,100,999,999,,-1,-1,704,99999,99999,1000,5,49029,1
70430,2,10030,1,100,999,1,,9,-1,704,99999,0,1000,5,49030,1
70431,2,10031,1,100,999,1,,17,-1,704,99999,0,1000,5,49031,1
70432,2,,-1,100,999,999,,-1,-1,704,99999,99999,1000,5,49032,1
70433,2,,-1,100,999,999,,-1,-1,704,99999,99999,1000,5,49033,1
70434,2,10034,1,100,999,1,,6,-1,704,99999,0,1000,5,49034,1
70435,2,10035,1,100,999,1,,15,-1,704,99999,0,1000,5,49035,1
70436,2,10036,1,100,999,1,,12,-1,704,99999,0,1000,5,49036,1
70437,2,10037,1,100,999,1,,19,-1,704,99999,0,1000,5,49037,1
70438,2,10038,1,100,999,1,,20,-1,704,99999,0,1000,5,49038,1
70440,2,10040,1,100,999,1,,8,-1,704,99999,0,1000,5,49040,1
71101,-1,,-1,1000,999,1,,-1,-1,711,99999,0,1000,3,49101,1
71102,-1,,-1,1000,999,1,,-1,-1,711,99999,0,1000,3,49102,1
71103,-1,,-1,1000,999,1,,-1,-1,711,99999,0,1000,3,49106,1
71104,-1,,-1,1000,999,1,,-1,-1,711,99999,0,1000,3,49107,1
71105,-1,,-1,1000,999,1,,-1,-1,711,99999,0,1000,3,49109,1
71106,-1,,-1,1000,999,1,,-1,-1,711,99999,0,1000,3,49110,1
71201,1,10003,1,600,999,1,,2,-1,712,99999,0,1000,4,49103,1
71202,1,,-1,600,999,1,,-1,-1,712,99999,0,1000,4,49104,1
71203,1,10005,1,600,999,1,,1,-1,712,99999,0,1000,4,49105,1
71204,1,,-1,600,999,1,,-1,-1,712,99999,0,1000,4,49111,1
71206,1,10013,1,600,999,1,,1,-1,712,99999,0,1000,4,49113,1
71207,1,,-1,600,999,1,,-1,-1,712,99999,0,1000,4,49114,1
71208,1,,-1,600,999,1,,-1,-1,712,99999,0,1000,4,49115,1
71209,1,,-1,600,999,1,,-1,-1,712,99999,0,1000,4,49116,1
71412,2,,-1,100,999,999,,-1,-1,714,99999,99999,1000,5,49112,1
71408,2,10008,1,100,999,1,,11,-1,714,99999,0,1000,5,49108,1
71417,2,10017,1,100,999,1,,18,-1,714,99999,0,1000,5,49117,1
71418,2,10018,1,100,999,1,,3,-1,714,99999,0,1000,5,49118,1
71419,2,10019,1,100,999,1,,5,-1,714,99999,0,1000,5,49119,1
71420,2,10020,1,100,999,1,,13,-1,714,99999,0,1000,5,49120,1
71421,2,10021,1,100,999,1,,-1,-1,714,99999,0,1000,5,49121,1
71422,2,10022,1,100,999,1,,-1,-1,714,99999,0,1000,5,49122,1
71423,2,10023,1,100,999,1,,14,-1,714,99999,0,1000,5,49123,1
71424,2,10024,1,100,999,1,,10,-1,714,99999,0,1000,5,49124,1
71425,2,10025,1,100,999,1,,4,-1,714,99999,0,1000,5,49125,1
71426,2,10026,1,100,999,1,,-1,-1,714,99999,0,1000,5,49126,1
71427,2,10027,1,100,999,1,,16,-1,714,99999,0,1000,5,49127,1
71428,2,10028,1,100,999,1,,7,-1,714,99999,0,1000,5,49128,1
71429,2,,-1,100,999,999,,-1,-1,714,99999,99999,1000,5,49129,1
71430,2,10030,1,100,999,1,,9,-1,714,99999,0,1000,5,49130,1
71431,2,10031,1,100,999,1,,17,-1,714,99999,0,1000,5,49131,1
71432,2,,-1,100,999,999,,-1,-1,714,99999,99999,1000,5,49132,1
71433,2,,-1,100,999,999,,-1,-1,714,99999,99999,1000,5,49133,1
71434,2,10034,1,100,999,1,,6,-1,714,99999,0,1000,5,49134,1
71435,2,10035,1,100,999,1,,15,-1,714,99999,0,1000,5,49135,1
71436,2,10036,1,100,999,1,,12,-1,714,99999,0,1000,5,49136,1
71437,2,10037,1,100,999,1,,19,-1,714,99999,0,1000,5,49137,1
71438,2,10038,1,100,999,1,,20,-1,714,99999,0,1000,5,49138,1
71440,2,10040,1,100,999,1,,8,-1,714,99999,0,1000,5,49140,1
72101,-1,,-1,1000,999,1,,-1,-1,721,99999,0,1000,3,49201,1
72102,-1,,-1,1000,999,1,,-1,-1,721,99999,0,1000,3,49202,1
72103,-1,,-1,1000,999,1,,-1,-1,721,99999,0,1000,3,49206,1
72104,-1,,-1,1000,999,1,,-1,-1,721,99999,0,1000,3,49207,1
72105,-1,,-1,1000,999,1,,-1,-1,721,99999,0,1000,3,49209,1
72106,-1,,-1,1000,999,1,,-1,-1,721,99999,0,1000,3,49210,1
72201,1,10003,1,600,999,1,,2,-1,722,99999,0,1000,4,49203,1
72202,1,,-1,600,999,1,,-1,-1,722,99999,0,1000,4,49204,1
72203,1,10005,1,600,999,1,,1,-1,722,99999,0,1000,4,49205,1
72204,1,,-1,600,999,1,,-1,-1,722,99999,0,1000,4,49211,1
72206,1,10013,1,600,999,1,,1,-1,722,99999,0,1000,4,49213,1
72207,1,,-1,600,999,1,,-1,-1,722,99999,0,1000,4,49214,1
72208,1,,-1,600,999,1,,-1,-1,722,99999,0,1000,4,49215,1
72209,1,,-1,600,999,1,,-1,-1,722,99999,0,1000,4,49216,1
72412,2,,-1,100,999,999,,-1,-1,724,99999,99999,1000,5,49212,1
72408,2,10008,1,100,999,1,,11,-1,724,99999,0,1000,5,49208,1
72417,2,10017,1,100,999,1,,18,-1,724,99999,0,1000,5,49217,1
72418,2,10018,1,100,999,1,,3,-1,724,99999,0,1000,5,49218,1
72419,2,10019,1,100,999,1,,5,-1,724,99999,0,1000,5,49219,1
72420,2,10020,1,100,999,1,,13,-1,724,99999,0,1000,5,49220,1
72421,2,10021,1,100,999,1,,-1,-1,724,99999,0,1000,5,49221,1
72422,2,10022,1,100,999,1,,-1,-1,724,99999,0,1000,5,49222,1
72423,2,10023,1,100,999,1,,14,-1,724,99999,0,1000,5,49223,1
72424,2,10024,1,100,999,1,,10,-1,724,99999,0,1000,5,49224,1
72425,2,10025,1,100,999,1,,4,-1,724,99999,0,1000,5,49225,1
72426,2,10026,1,100,999,1,,-1,-1,724,99999,0,1000,5,49226,1
72427,2,10027,1,100,999,1,,16,-1,724,99999,0,1000,5,49227,1
72428,2,10028,1,100,999,1,,7,-1,724,99999,0,1000,5,49228,1
72429,2,,-1,100,999,999,,-1,-1,724,99999,99999,1000,5,49229,1
72430,2,10030,1,100,999,1,,9,-1,724,99999,0,1000,5,49230,1
72431,2,10031,1,100,999,1,,17,-1,724,99999,0,1000,5,49231,1
72432,2,,-1,100,999,999,,-1,-1,724,99999,99999,1000,5,49232,1
72433,2,,-1,100,999,999,,-1,-1,724,99999,99999,1000,5,49233,1
72434,2,10034,1,100,999,1,,6,-1,724,99999,0,1000,5,49234,1
72435,2,10035,1,100,999,1,,15,-1,724,99999,0,1000,5,49235,1
72436,2,10036,1,100,999,1,,12,-1,724,99999,0,1000,5,49236,1
72437,2,10037,1,100,999,1,,19,-1,724,99999,0,1000,5,49237,1
72438,2,10038,1,100,999,1,,20,-1,724,99999,0,1000,5,49238,1
72440,2,10040,1,100,999,1,,8,-1,724,99999,0,1000,5,49240,1
73101,-1,,-1,1000,999,1,,-1,-1,731,99999,0,1000,3,4101,1
73102,-1,,-1,1000,999,1,,-1,-1,731,99999,0,1000,3,4102,1
73103,-1,,-1,1000,999,1,,-1,-1,731,99999,0,1000,3,4106,1
73104,-1,,-1,1000,999,1,,-1,-1,731,99999,0,1000,3,4107,1
73105,-1,,-1,1000,999,1,,-1,-1,731,99999,0,1000,3,4109,1
73106,-1,,-1,1000,999,1,,-1,-1,731,99999,0,1000,3,4110,1
73201,1,10003,1,600,999,1,,2,-1,732,99999,0,1000,4,4103,1
73202,1,,-1,600,999,1,,-1,-1,732,99999,0,1000,4,4104,1
73203,1,10005,1,600,999,1,,1,-1,732,99999,0,1000,4,4105,1
73204,1,,-1,600,999,1,,-1,-1,732,99999,0,1000,4,4111,1
73206,1,10013,1,600,999,1,,1,-1,732,99999,0,1000,4,4113,1
73207,1,,-1,600,999,1,,-1,-1,732,99999,0,1000,4,4114,1
73208,1,,-1,600,999,1,,-1,-1,732,99999,0,1000,4,4115,1
73209,1,,-1,600,999,1,,-1,-1,732,99999,0,1000,4,4116,1
73412,2,,-1,100,999,999,,-1,-1,734,99999,99999,1000,5,4112,1
73408,2,10008,1,100,999,1,,11,-1,734,99999,0,1000,5,4108,1
73417,2,10017,1,100,999,1,,18,-1,734,99999,0,1000,5,4117,1
73418,2,10018,1,100,999,1,,3,-1,734,99999,0,1000,5,4118,1
73419,2,10019,1,100,999,1,,5,-1,734,99999,0,1000,5,4119,1
73420,2,10020,1,100,999,1,,13,-1,734,99999,0,1000,5,4120,1
73421,2,10021,1,100,999,1,,-1,-1,734,99999,0,1000,5,4121,1
73422,2,10022,1,100,999,1,,-1,-1,734,99999,0,1000,5,4122,1
73423,2,10023,1,100,999,1,,14,-1,734,99999,0,1000,5,4123,1
73424,2,10024,1,100,999,1,,10,-1,734,99999,0,1000,5,4124,1
73425,2,10025,1,100,999,1,,4,-1,734,99999,0,1000,5,4125,1
73426,2,10026,1,100,999,1,,-1,-1,734,99999,0,1000,5,4126,1
73427,2,10027,1,100,999,1,,16,-1,734,99999,0,1000,5,4127,1
73428,2,10028,1,100,999,1,,7,-1,734,99999,0,1000,5,4128,1
73429,2,,-1,100,999,999,,-1,-1,734,99999,99999,1000,5,4129,1
73430,2,10030,1,100,999,1,,9,-1,734,99999,0,1000,5,4130,1
73431,2,10031,1,100,999,1,,17,-1,734,99999,0,1000,5,4131,1
73432,2,,-1,100,999,999,,-1,-1,734,99999,99999,1000,5,4132,1
73433,2,,-1,100,999,999,,-1,-1,734,99999,99999,1000,5,4133,1
73434,2,10034,1,100,999,1,,6,-1,734,99999,0,1000,5,4134,1
73435,2,10035,1,100,999,1,,15,-1,734,99999,0,1000,5,4135,1
73436,2,10036,1,100,999,1,,12,-1,734,99999,0,1000,5,4136,1
73437,2,10037,1,100,999,1,,19,-1,734,99999,0,1000,5,4137,1
73438,2,10038,1,100,999,1,,20,-1,734,99999,0,1000,5,4138,1
73440,2,10040,1,100,999,1,,8,-1,734,99999,0,1000,5,4140,1
70001,-1,,-1,100,999,1,,-1,-1,700,99999,0,520,3,4004,1
70002,-1,,-1,100,999,1,,-1,-1,700,99999,0,70,3,4014,1
70003,-1,,-1,100,999,1,,-1,-1,700,99999,0,530,3,4047,1
70004,-1,,-1,100,999,1,,-1,-1,700,99999,0,70,3,4043,1
70005,-1,,-1,100,999,1,,-1,-1,700,99999,0,525,3,4044,1
70006,-1,,-1,100,999,1,,-1,-1,700,99999,0,525,3,4045,1
70007,-1,,-1,100,999,1,,-1,-1,700,99999,0,70,3,4046,1
1001,-1,,-1,100,999,1,,-1,-1,1001,99999,0,1000,3,4101,1
1002,-1,,-1,100,999,1,,-1,-1,1002,99999,0,1000,3,4102,1
1006,-1,,-1,100,999,1,,-1,-1,1006,99999,0,1000,3,4106,1
1007,-1,,-1,100,999,1,,-1,-1,1007,99999,0,1000,3,4107,1
1009,-1,,-1,100,999,1,,-1,-1,1009,99999,0,1000,3,4109,1
1010,-1,,-1,100,999,1,,-1,-1,1010,99999,0,1000,3,4110,1
1003,1,,-1,100,999,1,,-1,-1,1003,99999,0,1000,4,4103,1
