id,attr_type,buildTime,cost1,cost2,cost3,des,des_icon,emotion,fightforce,group2_attr_type,group2_string_para1,group2_string_para2,guidebook_active_attr,guidebook_lv_points,index,is_guidebook_active,isActivity,lv,lv_up_reward,model,offline,para1,para2,para3,para4,para5,pre_building_level,provides_happiness,restaurant_eat,shine_lv,shine_para1,show_para1,show_para2,show_para3,show_para4,show_para5,string_para1,string_para2,teamlevel,unlock_fog_name,workflowReward
12904061,0,1652629,[2|153|90],[999|4|40000000],[999|5|40000000],,,-1,351950,0,,[1018|15750|1],,20,12904,1,1,61,-1,Building/NewBuild/xiaochang,,-1,-1,-1,-1,-1,[117|65],-1,-1,4,[1|5],-1,-1,-1,-1,-1,,[1018|15750|1],-1,,-1
12904062,0,1766604,[2|153|90],[999|4|40000000],[999|5|40000000],,,-1,366950,0,,[1018|16050|1],,20,12904,1,1,62,-1,Building/NewBuild/xiaochang,,-1,-1,-1,-1,-1,[117|65],-1,-1,4,[2|5],-1,-1,-1,-1,-1,,[1018|16050|1],-1,,-1
12904063,0,1880578,[2|153|90],[999|4|40000000],[999|5|40000000],,,-1,381950,0,,[1018|16350|1],,20,12904,1,1,63,-1,Building/NewBuild/xiaochang,,-1,-1,-1,-1,-1,[117|65],-1,-1,4,[3|5],-1,-1,-1,-1,-1,,[1018|16350|1],-1,,-1
12904064,0,2279489,[2|153|90],[999|4|65000000],[999|5|65000000],,,-1,396950,0,,[1018|16650|1],,20,12904,1,1,64,-1,Building/NewBuild/xiaochang,,-1,-1,-1,-1,-1,[117|65],-1,-1,4,[4|5],-1,-1,-1,-1,-1,,[1018|16650|1],-1,,-1
12904065,0,-1,,,,,,-1,421950,0,,[1018|16950|1],,20,12904,1,1,65,-1,Building/NewBuild/xiaochang,,-1,-1,-1,-1,-1,,-1,-1,5,[0|5],-1,-1,-1,-1,-1,,[1018|16950|1],-1,,-1
128000,0,3,[999|4|35],[999|5|15],,,,-1,0,0,,,,-1,128,-1,0,0,-1,Building/Building_Base_0,,-1,-1,-1,-1,-1,[117|6],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
128001,0,100,[999|4|350],[999|5|150],,,,-1,100,0,,[1032|600|1],,5,128,1,1,1,-1,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|4],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|600|1],-1,,-1
128002,0,200,[999|4|1400],[999|5|600],,,,-1,150,0,,[1032|900|1],,5,128,1,1,2,52102,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|4],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|900|1],-1,,-1
128003,0,300,[999|4|2800],[999|5|1200],,,,-1,200,0,,[1032|1300|1],,5,128,1,1,3,52103,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|4],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|1300|1],-1,,-1
128004,0,600,[999|4|5320],[999|5|2280],,,,-1,250,0,,[1032|1600|1],,5,128,1,1,4,52104,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|5],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|1600|1],-1,,-1
128005,0,700,[999|4|8400],[999|5|3600],,,,-1,300,0,,[1032|2000|1],,5,128,1,1,5,52105,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|6],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|2000|1],-1,,-1
128006,0,900,[999|4|11900],[999|5|5100],,,,-1,350,0,,[1032|2400|1],,5,128,1,1,6,52106,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|7],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|2400|1],-1,,-1
128007,0,1100,[999|4|18200],[999|5|7800],,,,-1,400,0,,[1032|2800|1],,5,128,1,1,7,52107,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|8],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|2800|1],-1,,-1
128008,0,1141,[999|4|26600],[999|5|11400],,,,-1,450,0,,[1032|3200|1],,5,128,1,1,8,52108,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|9],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|3200|1],-1,,-1
128009,0,1859,[999|4|39900],[999|5|17100],,,,-1,500,0,,[1032|3600|1],,5,128,1,1,9,52109,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|10],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|3600|1],-1,,-1
128010,0,2808,[999|4|56000],[999|5|24000],,,,-1,550,0,,[1032|4000|1],,5,128,1,1,10,52110,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|11],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|4000|1],-1,,-1
128011,0,4220,[999|4|112000],[999|5|48000],,,,-1,700,0,,[1032|4500|1],,10,128,1,1,11,52111,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|12],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|4500|1],-1,,-1
128012,0,5860,[999|4|147000],[999|5|63000],,,,-1,950,0,,[1032|5000|1],,10,128,1,1,12,52112,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|13],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|5000|1],-1,,-1
128013,0,8104,[999|4|217000],[999|5|93000],,,,-1,1350,0,,[1032|5500|1],,10,128,1,1,13,52113,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|14],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|5500|1],-1,,-1
128014,0,10308,[999|4|287000],[999|5|123000],,,,-1,1850,0,,[1032|6000|1],,10,128,1,1,14,52114,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|15],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|6000|1],-1,,-1
128015,0,13070,[999|4|343000],[999|5|147000],,,,-1,2450,0,,[1032|6500|1],,10,128,1,1,15,52115,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|16],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|6500|1],-1,,-1
128016,0,15965,[999|4|427000],[999|5|183000],,,,-1,3100,0,,[1032|7000|1],,10,128,1,1,16,52116,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|17],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|7000|1],-1,,-1
128017,0,19494,[999|4|488000],[999|5|212000],,,,-1,3950,0,,[1032|7600|1],,10,128,1,1,17,52117,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|18],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|7600|1],-1,,-1
128018,0,24199,[999|4|562000],[999|5|238000],[999|6|11000],,,-1,5000,0,,[1032|8100|1],,10,128,1,1,18,52118,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|19],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|8100|1],-1,,-1
128019,0,30007,[999|4|680000],[999|5|280000],[999|6|12000],,,-1,6250,0,,[1032|8700|1],,10,128,1,1,19,52119,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|20],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|8700|1],-1,,-1
128020,0,34073,[999|4|760000],[999|5|320000],[999|6|29000],,,-1,7700,0,,[1032|9300|1],,10,128,1,1,20,52120,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|21],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|9300|1],-1,,-1
128021,0,38651,[999|4|860000],[999|5|360000],[999|6|49000],,,-1,9400,0,,[1032|9900|1],,15,128,1,1,21,52121,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|22],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|9900|1],-1,,-1
128022,0,43805,[999|4|940000],[999|5|400000],[999|6|53000],,,-1,11150,0,,[1032|10500|1],,15,128,1,1,22,52122,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|23],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|10500|1],-1,,-1
128023,0,49602,[999|4|1080000],[999|5|460000],[999|6|70000],,,-1,13150,0,,[1032|11200|1],,15,128,1,1,23,52123,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|24],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|11200|1],-1,,-1
128024,0,77947,[999|4|1390000],[999|5|590000],[999|6|80000],,,-1,15250,0,,[1032|11800|1],,15,128,1,1,24,52124,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|25],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|11800|1],-1,,-1
128025,0,85742,[999|4|1400000],[999|5|600000],[999|6|120000],,,-1,17600,0,,[1032|12500|1],,15,128,1,1,25,52125,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|26],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|12500|1],-1,,-1
128026,0,99032,[999|4|1530000],[999|5|650000],[999|6|150000],,,-1,20200,0,,[1032|13200|1],,15,128,1,1,26,52126,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|27],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|13200|1],-1,,-1
128027,0,114122,[999|4|1760000],[999|5|760000],[999|6|260000],,,-1,23000,0,,[1032|13900|1],,15,128,1,1,27,52127,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|28],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|13900|1],-1,,-1
128028,0,136947,[999|4|2320000],[999|5|880000],[999|6|370000],,,-1,26150,0,,[1032|14600|1],,15,128,1,1,28,52128,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|29],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|14600|1],-1,,-1
128029,0,163195,[999|4|3010000],[999|5|1290000],[999|6|740000],,,-1,29650,0,,[1032|15300|1],,15,128,1,1,29,52129,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|30],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|15300|1],-1,,-1
128030,0,193324,[999|4|3830000],[999|5|1670000],[999|6|1100000],,,-1,33450,0,,[1032|16000|1],,15,128,1,1,30,52130,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|31],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|16000|1],-1,,-1
128031,0,243036,[999|4|5200000],[999|5|2200000],[999|6|1300000],,,-1,37600,0,,[1032|16800|1],,20,128,1,1,31,52131,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|32],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|16800|1],-1,,-1
128032,0,300757,[999|4|7100000],[999|5|3100000],[999|6|1900000],,,-1,42150,0,,[1032|17600|1],,20,128,1,1,32,52132,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|33],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|17600|1],-1,,-1
128033,0,422731,[999|4|10000000],[999|5|4200000],[999|6|2500000],,,-1,47150,0,,[1032|18400|1],,20,128,1,1,33,52133,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|34],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|18400|1],-1,,-1
128034,0,505439,[999|4|12400000],[999|5|5200000],[999|6|4400000],,,-1,52700,0,,[1032|19200|1],,20,128,1,1,34,52134,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|35],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|19200|1],-1,,-1
128035,0,667179,[999|4|17200000],[999|5|7200000],[999|6|6400000],,,-1,58800,0,,[1032|20000|1],,20,128,1,1,35,52135,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|36],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|20000|1],-1,,-1
128036,0,856214,[999|4|23800000],[999|5|10200000],[999|6|9200000],,,-1,65450,0,,[1032|20800|1],,20,128,1,1,36,52136,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|37],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|20800|1],-1,,-1
128037,0,1210931,[999|4|35300000],[999|5|15100000],[999|6|14000000],,,-1,72850,0,,[1032|21700|1],,20,128,1,1,37,52137,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|38],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|21700|1],-1,,-1
128038,0,1776032,[999|4|50000000],[999|5|21400000],[999|6|20600000],,,-1,80950,0,,[1032|22500|1],,20,128,1,1,38,52138,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|39],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|22500|1],-1,,-1
128039,0,2442044,[999|4|64400000],[999|5|27600000],[999|6|28800000],,,-1,89800,0,,[1032|23400|1],,20,128,1,1,39,52139,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|40],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|23400|1],-1,,-1
128040,0,103680,[2|153|26],[999|5|30000000],[999|6|9600000],,,-1,99550,0,,[1032|24600|1],,20,128,1,1,40,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|45],-1,-1,-1,,-1,-1,-1,-1,-1,,[1032|24600|1],-1,,-1
128041,0,129600,[2|153|26],[999|5|30000000],[999|6|9600000],,,-1,110550,0,,[1032|25200|1],,20,128,1,1,41,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|45],-1,-1,0,[1|5],-1,-1,-1,-1,-1,,[1032|25200|1],-1,,-1
128042,0,155520,[2|153|26],[999|5|30000000],[999|6|9600000],,,-1,130000,0,,[1032|25800|1],,20,128,1,1,42,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|45],-1,-1,0,[2|5],-1,-1,-1,-1,-1,,[1032|25800|1],-1,,-1
128043,0,181440,[2|153|26],[999|5|30000000],[999|6|9600000],,,-1,150000,0,,[1032|26400|1],,20,128,1,1,43,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|45],-1,-1,0,[3|5],-1,-1,-1,-1,-1,,[1032|26400|1],-1,,-1
128044,0,241920,[2|153|26],[999|5|40000000],[999|6|12800000],,,-1,173500,0,,[1032|27000|1],,20,128,1,1,44,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|45],-1,-1,0,[4|5],-1,-1,-1,-1,-1,,[1032|27000|1],-1,,-1
128045,0,155520,[2|153|31],[999|5|50000000],[999|6|16000000],,,-1,195000,0,,[1032|27600|1],,20,128,1,1,45,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|50],-1,-1,1,[0|5],-1,-1,-1,-1,-1,,[1032|27600|1],-1,,-1
128046,0,190080,[2|153|31],[999|5|50000000],[999|6|16000000],,,-1,217500,0,,[1032|28200|1],,20,128,1,1,46,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|50],-1,-1,1,[1|5],-1,-1,-1,-1,-1,,[1032|28200|1],-1,,-1
128047,0,224640,[2|153|31],[999|5|50000000],[999|6|16000000],,,-1,238750,0,,[1032|28800|1],,20,128,1,1,47,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|50],-1,-1,1,[2|5],-1,-1,-1,-1,-1,,[1032|28800|1],-1,,-1
128048,0,259200,[2|153|31],[999|5|50000000],[999|6|16000000],,,-1,265000,0,,[1032|29400|1],,20,128,1,1,48,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|50],-1,-1,1,[3|5],-1,-1,-1,-1,-1,,[1032|29400|1],-1,,-1
128049,0,328320,[2|153|31],[999|5|75000000],[999|6|24000000],,,-1,283500,0,,[1032|30000|1],,20,128,1,1,49,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|50],-1,-1,1,[4|5],-1,-1,-1,-1,-1,,[1032|30000|1],-1,,-1
128050,0,190080,[2|153|47],[999|5|65000000],[999|6|20800000],,,-1,317500,0,,[1032|30600|1],,20,128,1,1,50,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|55],-1,-1,2,[0|5],-1,-1,-1,-1,-1,,[1032|30600|1],-1,,-1
128051,0,241920,[2|153|47],[999|5|65000000],[999|6|20800000],,,-1,345700,0,,[1032|31200|1],,20,128,1,1,51,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|55],-1,-1,2,[1|5],-1,-1,-1,-1,-1,,[1032|31200|1],-1,,-1
128052,0,276480,[2|153|47],[999|5|65000000],[999|6|20800000],,,-1,375000,0,,[1032|31800|1],,20,128,1,1,52,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|55],-1,-1,2,[2|5],-1,-1,-1,-1,-1,,[1032|31800|1],-1,,-1
128053,0,328320,[2|153|47],[999|5|65000000],[999|6|20800000],,,-1,400000,0,,[1032|32400|1],,20,128,1,1,53,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|55],-1,-1,2,[3|5],-1,-1,-1,-1,-1,,[1032|32400|1],-1,,-1
128054,0,622080,[2|153|47],[999|5|100000000],[999|6|32000000],,,-1,420000,0,,[1032|33000|1],,20,128,1,1,54,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|55],-1,-1,2,[4|5],-1,-1,-1,-1,-1,,[1032|33000|1],-1,,-1
128055,0,1139744,[2|153|67],[999|4|35000000],[999|5|35000000],,,-1,450000,0,,[1032|34000|1],,20,128,1,1,55,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|60],-1,-1,3,[0|5],-1,-1,-1,-1,-1,,[1032|34000|1],-1,,-1
128056,0,1253719,[2|153|67],[999|4|35000000],[999|5|35000000],,,-1,463000,0,,[1032|34500|1],,20,128,1,1,56,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|60],-1,-1,3,[1|5],-1,-1,-1,-1,-1,,[1032|34500|1],-1,,-1
128057,0,1367693,[2|153|67],[999|4|35000000],[999|5|35000000],,,-1,476000,0,,[1032|35000|1],,20,128,1,1,57,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|60],-1,-1,3,[2|5],-1,-1,-1,-1,-1,,[1032|35000|1],-1,,-1
128058,0,1481668,[2|153|67],[999|4|35000000],[999|5|35000000],,,-1,489000,0,,[1032|35500|1],,20,128,1,1,58,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|60],-1,-1,3,[3|5],-1,-1,-1,-1,-1,,[1032|35500|1],-1,,-1
128059,0,1709617,[2|153|67],[999|4|55000000],[999|5|55000000],,,-1,502000,0,,[1032|36000|1],,20,128,1,1,59,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|60],-1,-1,3,[4|5],-1,-1,-1,-1,-1,,[1032|36000|1],-1,,-1
128060,0,1538655,[2|153|90],[999|4|40000000],[999|5|40000000],,,-1,523000,0,,[1032|36500|1],,20,128,1,1,60,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|65],-1,-1,4,[0|5],-1,-1,-1,-1,-1,,[1032|36500|1],-1,,-1
128061,0,1652629,[2|153|90],[999|4|40000000],[999|5|40000000],,,-1,538000,0,,[1032|37000|1],,20,128,1,1,61,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|65],-1,-1,4,[1|5],-1,-1,-1,-1,-1,,[1032|37000|1],-1,,-1
128062,0,1766604,[2|153|90],[999|4|40000000],[999|5|40000000],,,-1,553000,0,,[1032|37500|1],,20,128,1,1,62,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|65],-1,-1,4,[2|5],-1,-1,-1,-1,-1,,[1032|37500|1],-1,,-1
128063,0,1880578,[2|153|90],[999|4|40000000],[999|5|40000000],,,-1,568000,0,,[1032|38000|1],,20,128,1,1,63,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|65],-1,-1,4,[3|5],-1,-1,-1,-1,-1,,[1032|38000|1],-1,,-1
128064,0,2279489,[2|153|90],[999|4|65000000],[999|5|65000000],,,-1,583000,0,,[1032|38500|1],,20,128,1,1,64,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|65],-1,-1,4,[4|5],-1,-1,-1,-1,-1,,[1032|38500|1],-1,,-1
128065,0,2393463,[2|153|113],[999|4|56000000],[999|5|56000000],,,-1,608000,0,,[1032|39000|1],,20,128,1,1,65,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|70],-1,-1,5,[0|5],-1,-1,-1,-1,-1,,[1032|39000|1],-1,,-1
128066,0,2507437,[2|153|113],[999|4|56000000],[999|5|56000000],,,-1,626000,0,,[1032|40000|1],,20,128,1,1,66,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|70],-1,-1,5,[1|5],-1,-1,-1,-1,-1,,[1032|40000|1],-1,,-1
128067,0,2621411,[2|153|113],[999|4|56000000],[999|5|56000000],,,-1,644000,0,,[1032|41000|1],,20,128,1,1,67,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|70],-1,-1,5,[2|5],-1,-1,-1,-1,-1,,[1032|41000|1],-1,,-1
128068,0,2735385,[2|153|113],[999|4|56000000],[999|5|56000000],,,-1,662000,0,,[1032|42000|1],,20,128,1,1,68,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|70],-1,-1,5,[3|5],-1,-1,-1,-1,-1,,[1032|42000|1],-1,,-1
128069,0,2963333,[2|153|113],[999|4|91000000],[999|5|91000000],,,-1,680000,0,,[1032|43000|1],,20,128,1,1,69,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,[117|70],-1,-1,5,[4|5],-1,-1,-1,-1,-1,,[1032|43000|1],-1,,-1
128070,0,-1,,,,,,-1,708800,0,,[1032|45000|1],,20,128,1,1,70,52140,Building/NewBuild/yiyuan,,-1,-1,-1,-1,-1,,-1,-1,6,[0|5],-1,-1,-1,-1,-1,,[1032|45000|1],-1,,-1
130000,1,3,[999|6|5],[999|4|90],,,,-1,0,1,,,,-1,130,-1,0,0,-1,Building/Building_Base_0,,-1,-1,-1,-1,-1,[117|2],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130001,1,100,[999|6|10],[999|4|200],,,,-1,150,1,,,,-1,130,-1,1,1,-1,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|2],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130002,1,200,[999|6|40],[999|4|300],,,,-1,200,1,,,,-1,130,-1,1,2,51902,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|3],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130003,1,300,[999|6|60],[999|4|500],,,,-1,250,1,,,,-1,130,-1,1,3,51903,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|4],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130004,1,1000,[999|6|80],[999|4|800],,,,-1,300,1,,,,-1,130,-1,1,4,51904,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|5],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130005,1,1100,[999|6|200],[999|4|1200],,,,-1,350,1,,,,-1,130,-1,1,5,51905,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|6],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130006,1,1200,[999|6|200],[999|4|2600],,,,-1,400,1,,,,-1,130,-1,1,6,51906,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|7],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130007,1,1300,[999|6|300],[999|4|4700],,,,-1,450,1,,,,-1,130,-1,1,7,51907,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|8],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130008,1,1400,[999|6|400],[999|4|6800],,,,-1,500,1,,,,-1,130,-1,1,8,51908,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|9],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130009,1,1500,[999|6|600],[999|4|8900],,,,-1,550,1,,,,-1,130,-1,1,9,51909,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|10],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130010,1,1600,[999|6|900],[999|4|11000],,,,-1,600,1,,,,-1,130,-1,1,10,51910,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|11],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130011,1,1700,[999|6|1200],[999|4|11000],,,,-1,800,1,,,,-1,130,-1,1,11,51911,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|12],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130012,1,1830,[999|6|1600],[999|4|12000],,,,-1,1000,1,,,,-1,130,-1,1,12,51912,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|13],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130013,1,2379,[999|6|2000],[999|4|15000],,,,-1,1450,1,,,,-1,130,-1,1,13,51913,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|14],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130014,1,3711,[999|6|2400],[999|4|23000],,,,-1,2000,1,,,,-1,130,-1,1,14,51914,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|15],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130015,1,4110,[999|6|2900],[999|4|26000],,,,-1,2550,1,,,,-1,130,-1,1,15,51915,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|16],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130016,1,4522,[999|6|3400],[999|4|28000],,,,-1,3300,1,,,,-1,130,-1,1,16,51916,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|17],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130017,1,5426,[999|6|4100],[999|4|34000],,,,-1,4150,1,,,,-1,130,-1,1,17,51917,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|18],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130018,1,6215,[999|6|4900],[999|4|39000],,,,-1,5200,1,,,,-1,130,-1,1,18,51918,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|19],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130019,1,7458,[999|6|5900],[999|4|46000],,,,-1,6450,1,,,,-1,130,-1,1,19,51919,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|20],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130020,1,7814,[999|6|6500],[999|4|49000],,,,-1,7900,1,,,,-1,130,-1,1,20,51920,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|21],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130021,1,8595,[999|6|7100],[999|4|53000],,,,-1,9550,1,,,,-1,130,-1,1,21,51921,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|22],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
130022,1,9455,[999|6|7900],[999|4|59000],,,,-1,11350,1,,,,-1,130,-1,1,22,51922,Building/NewBuild/chuzheng,,-1,-1,-1,-1,-1,[117|23],-1,-1,-1,,-1,-1,-1,-1,-1,,,-1,,-1
