id,bossShowUnitId,enterCameraPosition,rewardIds,troopQueueHNumber,troopQueueVNumber,troopShowUnitId,unLockCondition,boss_show,boss_size,camera_point,corps,corps_skill,difficulty,enemyEntityPosition,icon,point,power,pre_id,raid,reward,skill_dec,skill_power,skill_type,skill_unlock,soldier_num,soldier_show,soldier_size,sort,target,unlock
20309,60046,"(87.1, -45.0, 0.0)",[155139],10,3,60033,[],60046,34,87.14|-45,2,30009,4,"(88.0, -43.4, 0.0)",Head_60046,87.97|-43.36,13374000,20308,549,155139,corps_skill_30009,"3|384000,4|20000000",-1,,10|3,60033,30,9,2,
20310,60046,"(87.1, -45.0, 0.0)",[155140],10,3,60033,[],60046,34,87.14|-45,2,30006,4,"(88.0, -43.4, 0.0)",Head_60046,87.97|-43.36,13860000,20309,550,155140,corps_skill_30006,"3|396000,4|20000000",-1,,10|3,60033,30,10,2,
20401,60216,"(87.1, -45.0, 0.0)",[155141],6,1,60063,[],60216,38,87.14|-45,2,30004,5,"(88.0, -43.4, 0.0)",Head_60216,87.97|-43.36,16128000,20310,551,155141,corps_skill_30004,"3|576000,4|20000000",-1,,6|1,60063,30,1,2,
20402,60216,"(87.1, -45.0, 0.0)",[155142],6,2,60063,[],60216,38,87.14|-45,2,30004,5,"(88.0, -43.4, 0.0)",Head_60216,87.97|-43.36,16300800,20401,552,155142,corps_skill_30004,"3|592000,4|20000000",-1,,6|2,60063,30,2,2,
20403,60216,"(87.1, -45.0, 0.0)",[155143],6,2,60063,[],60216,38,87.14|-45,2,30006,5,"(88.0, -43.4, 0.0)",Head_60216,87.97|-43.36,16473600,20402,553,155143,corps_skill_30006,"3|608000,4|20000000",-1,,6|2,60063,30,3,2,
20404,60216,"(87.1, -45.0, 0.0)",[155144],8,2,60063,[],60216,38,87.14|-45,2,30006,5,"(88.0, -43.4, 0.0)",Head_60216,87.97|-43.36,16646400,20403,554,155144,corps_skill_30006,"3|624000,4|20000000",-1,,8|2,60063,30,4,2,
20405,60216,"(87.1, -45.0, 0.0)",[155145],8,2,60063,[],60216,38,87.14|-45,2,30011,5,"(88.0, -43.4, 0.0)",Head_60216,87.97|-43.36,16819200,20404,555,155145,corps_skill_30011,"3|640000,4|20000000",-1,,8|2,60063,30,5,2,
20406,60216,"(87.1, -45.0, 0.0)",[155146],8,3,60063,[],60216,38,87.14|-45,2,30004,5,"(88.0, -43.4, 0.0)",Head_60216,87.97|-43.36,16992000,20405,556,155146,corps_skill_30004,"3|656000,4|20000000",-1,,8|3,60063,30,6,2,
20407,60216,"(87.1, -45.0, 0.0)",[155147],8,3,60063,[],60216,38,87.14|-45,2,30004,5,"(88.0, -43.4, 0.0)",Head_60216,87.97|-43.36,17164800,20406,557,155147,corps_skill_30004,"3|672000,4|20000000",-1,,8|3,60063,30,7,2,
20408,60216,"(87.1, -45.0, 0.0)",[155148],10,2,60063,[],60216,38,87.14|-45,2,30006,5,"(88.0, -43.4, 0.0)",Head_60216,87.97|-43.36,17337600,20407,558,155148,corps_skill_30006,"3|688000,4|20000000",-1,,10|2,60063,30,8,2,
20409,60216,"(87.1, -45.0, 0.0)",[155149],10,3,60063,[],60216,38,87.14|-45,2,30006,5,"(88.0, -43.4, 0.0)",Head_60216,87.97|-43.36,17510400,20408,559,155149,corps_skill_30006,"3|704000,4|20000000",-1,,10|3,60063,30,9,2,
20410,60216,"(87.1, -45.0, 0.0)",[155150],10,3,60063,[],60216,38,87.14|-45,2,30011,5,"(88.0, -43.4, 0.0)",Head_60216,87.97|-43.36,17856000,20409,560,155150,corps_skill_30011,"3|720000,4|20000000",-1,,10|3,60063,30,10,2,
20501,60116,"(87.1, -45.0, 0.0)",[155151],6,1,60063,[],60116,40,87.14|-45,2,30004,6,"(88.0, -43.4, 0.0)",Head_60116,87.97|-43.36,20088000,20410,561,155151,corps_skill_30004,"3|1036800,4|20000000",-1,,6|1,60063,30,1,2,
20502,60116,"(87.1, -45.0, 0.0)",[155152],6,2,60063,[],60116,40,87.14|-45,2,30004,6,"(88.0, -43.4, 0.0)",Head_60116,87.97|-43.36,20232000,20501,562,155152,corps_skill_30004,"3|1065600,4|20000000",-1,,6|2,60063,30,2,2,
20503,60116,"(87.1, -45.0, 0.0)",[155153],6,2,60063,[],60116,40,87.14|-45,2,30006,6,"(88.0, -43.4, 0.0)",Head_60116,87.97|-43.36,20376000,20502,563,155153,corps_skill_30006,"3|1094400,4|20000000",-1,,6|2,60063,30,3,2,
20504,60116,"(87.1, -45.0, 0.0)",[155154],8,2,60063,[],60116,40,87.14|-45,2,30006,6,"(88.0, -43.4, 0.0)",Head_60116,87.97|-43.36,20520000,20503,564,155154,corps_skill_30006,"3|1123200,4|20000000",-1,,8|2,60063,30,4,2,
20505,60116,"(87.1, -45.0, 0.0)",[155155],8,2,60063,[],60116,40,87.14|-45,2,30011,6,"(88.0, -43.4, 0.0)",Head_60116,87.97|-43.36,20664000,20504,565,155155,corps_skill_30011,"3|1152000,4|20000000",-1,,8|2,60063,30,5,2,
20506,60116,"(87.1, -45.0, 0.0)",[155156],8,3,60063,[],60116,40,87.14|-45,2,30004,6,"(88.0, -43.4, 0.0)",Head_60116,87.97|-43.36,20808000,20505,566,155156,corps_skill_30004,"3|1180800,4|20000000",-1,,8|3,60063,30,6,2,
20507,60116,"(87.1, -45.0, 0.0)",[155157],8,3,60063,[],60116,40,87.14|-45,2,30004,6,"(88.0, -43.4, 0.0)",Head_60116,87.97|-43.36,20952000,20506,567,155157,corps_skill_30004,"3|1209600,4|20000000",-1,,8|3,60063,30,7,2,
20508,60116,"(87.1, -45.0, 0.0)",[155158],10,2,60063,[],60116,40,87.14|-45,2,30006,6,"(88.0, -43.4, 0.0)",Head_60116,87.97|-43.36,21096000,20507,568,155158,corps_skill_30006,"3|1238400,4|20000000",-1,,10|2,60063,30,8,2,
20509,60116,"(87.1, -45.0, 0.0)",[155159],10,3,60063,[],60116,40,87.14|-45,2,30006,6,"(88.0, -43.4, 0.0)",Head_60116,87.97|-43.36,21240000,20508,569,155159,corps_skill_30006,"3|1267200,4|20000000",-1,,10|3,60063,30,9,2,
20510,60116,"(87.1, -45.0, 0.0)",[155160],10,3,60063,[],60116,40,87.14|-45,2,30011,6,"(88.0, -43.4, 0.0)",Head_60116,87.97|-43.36,21528000,20509,570,155160,corps_skill_30011,"3|1296000,4|20000000",-1,,10|3,60063,30,10,2,
30001,60233,"(87.1, -45.0, 0.0)",[155201],6,1,60230,[],60233,45,87.14|-45,3,30002,1,"(88.0, -43.4, 0.0)",Head_60233,87.97|-43.36,2940000,-1,611,155201,corps_skill_30002,"3|36000,4|20000000",-1,,6|1,60230,30,1,2,
30002,60233,"(87.1, -45.0, 0.0)",[155202],6,1,60230,[],60233,45,87.14|-45,3,30002,1,"(88.0, -43.4, 0.0)",Head_60233,87.97|-43.36,3012000,30001,612,155202,corps_skill_30002,"3|38000,4|20000000",-1,,6|1,60230,30,2,2,
30003,60233,"(87.1, -45.0, 0.0)",[155203],6,1,60230,[],60233,45,87.14|-45,3,30002,1,"(88.0, -43.4, 0.0)",Head_60233,87.97|-43.36,3084000,30002,613,155203,corps_skill_30002,"3|40000,4|20000000",-1,,6|1,60230,30,3,2,
30004,60233,"(87.1, -45.0, 0.0)",[155204],6,2,60230,[],60233,45,87.14|-45,3,30002,1,"(88.0, -43.4, 0.0)",Head_60233,87.97|-43.36,3156000,30003,614,155204,corps_skill_30002,"3|42000,4|20000000",-1,,6|2,60230,30,4,2,
30005,60233,"(87.1, -45.0, 0.0)",[155205],6,2,60230,[],60233,45,87.14|-45,3,30002,1,"(88.0, -43.4, 0.0)",Head_60233,87.97|-43.36,3228000,30004,615,155205,corps_skill_30002,"3|44000,4|20000000",-1,,6|2,60230,30,5,2,
30006,60233,"(87.1, -45.0, 0.0)",[155206],6,2,60230,[],60233,45,87.14|-45,3,30002,1,"(88.0, -43.4, 0.0)",Head_60233,87.97|-43.36,3300000,30005,616,155206,corps_skill_30002,"3|46000,4|20000000",-1,,6|2,60230,30,6,2,
30007,60233,"(87.1, -45.0, 0.0)",[155207],8,2,60230,[],60233,45,87.14|-45,3,30002,1,"(88.0, -43.4, 0.0)",Head_60233,87.97|-43.36,3372000,30006,617,155207,corps_skill_30002,"3|48000,4|20000000",-1,,8|2,60230,30,7,2,
30008,60233,"(87.1, -45.0, 0.0)",[155208],8,2,60230,[],60233,45,87.14|-45,3,30002,1,"(88.0, -43.4, 0.0)",Head_60233,87.97|-43.36,3444000,30007,618,155208,corps_skill_30002,"3|50000,4|20000000",-1,,8|2,60230,30,8,2,
30009,60233,"(87.1, -45.0, 0.0)",[155209],8,3,60230,[],60233,45,87.14|-45,3,30002,1,"(88.0, -43.4, 0.0)",Head_60233,87.97|-43.36,3516000,30008,619,155209,corps_skill_30002,"3|52000,4|20000000",-1,,8|3,60230,30,9,2,
30010,60233,"(87.1, -45.0, 0.0)",[155210],8,3,60230,[],60233,45,87.14|-45,3,30002,1,"(88.0, -43.4, 0.0)",Head_60233,87.97|-43.36,3660000,30009,620,155210,corps_skill_30002,"3|54000,4|20000000",-1,,8|3,60230,30,10,2,
30101,60235,"(87.1, -45.0, 0.0)",[155211],6,1,60230,[],60235,45,87.14|-45,3,30004,2,"(88.0, -43.4, 0.0)",Head_60235,87.97|-43.36,4800000,30010,621,155211,corps_skill_30004,"3|90000,4|20000000",-1,,6|1,60230,30,1,2,
30102,60235,"(87.1, -45.0, 0.0)",[155212],6,1,60230,[],60235,45,87.14|-45,3,30004,2,"(88.0, -43.4, 0.0)",Head_60235,87.97|-43.36,4857000,30101,622,155212,corps_skill_30004,"3|93000,4|20000000",-1,,6|1,60230,30,2,2,
30103,60235,"(87.1, -45.0, 0.0)",[155213],6,1,60230,[],60235,45,87.14|-45,3,30004,2,"(88.0, -43.4, 0.0)",Head_60235,87.97|-43.36,4914000,30102,623,155213,corps_skill_30004,"3|96000,4|20000000",-1,,6|1,60230,30,3,2,
30104,60235,"(87.1, -45.0, 0.0)",[155214],6,2,60230,[],60235,45,87.14|-45,3,30004,2,"(88.0, -43.4, 0.0)",Head_60235,87.97|-43.36,4971000,30103,624,155214,corps_skill_30004,"3|99000,4|20000000",-1,,6|2,60230,30,4,2,
30105,60235,"(87.1, -45.0, 0.0)",[155215],6,2,60230,[],60235,45,87.14|-45,3,30004,2,"(88.0, -43.4, 0.0)",Head_60235,87.97|-43.36,5028000,30104,625,155215,corps_skill_30004,"3|102000,4|20000000",-1,,6|2,60230,30,5,2,
30106,60235,"(87.1, -45.0, 0.0)",[155216],6,2,60230,[],60235,45,87.14|-45,3,30004,2,"(88.0, -43.4, 0.0)",Head_60235,87.97|-43.36,5085000,30105,626,155216,corps_skill_30004,"3|105000,4|20000000",-1,,6|2,60230,30,6,2,
30107,60235,"(87.1, -45.0, 0.0)",[155217],8,2,60230,[],60235,45,87.14|-45,3,30004,2,"(88.0, -43.4, 0.0)",Head_60235,87.97|-43.36,5142000,30106,627,155217,corps_skill_30004,"3|108000,4|20000000",-1,,8|2,60230,30,7,2,
30108,60235,"(87.1, -45.0, 0.0)",[155218],8,2,60230,[],60235,45,87.14|-45,3,30004,2,"(88.0, -43.4, 0.0)",Head_60235,87.97|-43.36,5199000,30107,628,155218,corps_skill_30004,"3|111000,4|20000000",-1,,8|2,60230,30,8,2,
30109,60235,"(87.1, -45.0, 0.0)",[155219],8,3,60230,[],60235,45,87.14|-45,3,30004,2,"(88.0, -43.4, 0.0)",Head_60235,87.97|-43.36,5256000,30108,629,155219,corps_skill_30004,"3|114000,4|20000000",-1,,8|3,60230,30,9,2,
30110,60235,"(87.1, -45.0, 0.0)",[155220],8,3,60230,[],60235,45,87.14|-45,3,30004,2,"(88.0, -43.4, 0.0)",Head_60235,87.97|-43.36,5370000,30109,630,155220,corps_skill_30004,"3|117000,4|20000000",-1,,8|3,60230,30,10,2,
30201,60236,"(87.1, -45.0, 0.0)",[155221],6,2,60232,[],60236,45,87.14|-45,3,30010,3,"(88.0, -43.4, 0.0)",Head_60236,87.97|-43.36,8010000,30110,631,155221,corps_skill_30010,"3|180000,4|20000000",-1,,6|2,60232,30,1,2,
30202,60236,"(87.1, -45.0, 0.0)",[155222],6,2,60232,[],60236,45,87.14|-45,3,30010,3,"(88.0, -43.4, 0.0)",Head_60236,87.97|-43.36,8226000,30201,632,155222,corps_skill_30010,"3|186000,4|20000000",-1,,6|2,60232,30,2,2,
30203,60236,"(87.1, -45.0, 0.0)",[155223],8,2,60232,[],60236,45,87.14|-45,3,30008,3,"(88.0, -43.4, 0.0)",Head_60236,87.97|-43.36,8442000,30202,633,155223,corps_skill_30008,"3|192000,4|20000000",-1,,8|2,60232,30,3,2,
30204,60236,"(87.1, -45.0, 0.0)",[155224],8,2,60232,[],60236,45,87.14|-45,3,30010,3,"(88.0, -43.4, 0.0)",Head_60236,87.97|-43.36,8658000,30203,634,155224,corps_skill_30010,"3|198000,4|20000000",-1,,8|2,60232,30,4,2,
30205,60236,"(87.1, -45.0, 0.0)",[155225],8,2,60232,[],60236,45,87.14|-45,3,30010,3,"(88.0, -43.4, 0.0)",Head_60236,87.97|-43.36,8874000,30204,635,155225,corps_skill_30010,"3|204000,4|20000000",-1,,8|2,60232,30,5,2,
30206,60236,"(87.1, -45.0, 0.0)",[155226],8,3,60232,[],60236,45,87.14|-45,3,30008,3,"(88.0, -43.4, 0.0)",Head_60236,87.97|-43.36,9090000,30205,636,155226,corps_skill_30008,"3|210000,4|20000000",-1,,8|3,60232,30,6,2,
30207,60236,"(87.1, -45.0, 0.0)",[155227],8,3,60232,[],60236,45,87.14|-45,3,30010,3,"(88.0, -43.4, 0.0)",Head_60236,87.97|-43.36,9306000,30206,637,155227,corps_skill_30010,"3|216000,4|20000000",-1,,8|3,60232,30,7,2,
30208,60236,"(87.1, -45.0, 0.0)",[155228],8,3,60232,[],60236,45,87.14|-45,3,30010,3,"(88.0, -43.4, 0.0)",Head_60236,87.97|-43.36,9522000,30207,638,155228,corps_skill_30010,"3|222000,4|20000000",-1,,8|3,60232,30,8,2,
30209,60236,"(87.1, -45.0, 0.0)",[155229],10,3,60232,[],60236,45,87.14|-45,3,30008,3,"(88.0, -43.4, 0.0)",Head_60236,87.97|-43.36,9738000,30208,639,155229,corps_skill_30008,"3|228000,4|20000000",-1,,10|3,60232,30,9,2,
30210,60236,"(87.1, -45.0, 0.0)",[155230],10,3,60232,[],60236,45,87.14|-45,3,30008,3,"(88.0, -43.4, 0.0)",Head_60236,87.97|-43.36,10170000,30209,640,155230,corps_skill_30008,"3|234000,4|20000000",-1,,10|3,60232,30,10,2,
30301,60238,"(87.1, -45.0, 0.0)",[155231],6,2,60237,[],60238,36,87.14|-45,3,30009,4,"(88.0, -43.4, 0.0)",Head_60238,87.97|-43.36,13590000,30210,641,155231,corps_skill_30009,"3|360000,4|20000000",-1,,6|2,60237,30,1,2,
30302,60238,"(87.1, -45.0, 0.0)",[155232],6,2,60237,[],60238,36,87.14|-45,3,30008,4,"(88.0, -43.4, 0.0)",Head_60238,87.97|-43.36,13757400,30301,642,155232,corps_skill_30008,"3|372000,4|20000000",-1,,6|2,60237,30,2,2,
30303,60238,"(87.1, -45.0, 0.0)",[155233],8,2,60237,[],60238,36,87.14|-45,3,30009,4,"(88.0, -43.4, 0.0)",Head_60238,87.97|-43.36,13924800,30302,643,155233,corps_skill_30009,"3|384000,4|20000000",-1,,8|2,60237,30,3,2,
30304,60238,"(87.1, -45.0, 0.0)",[155234],8,2,60237,[],60238,36,87.14|-45,3,30008,4,"(88.0, -43.4, 0.0)",Head_60238,87.97|-43.36,14092200,30303,644,155234,corps_skill_30008,"3|396000,4|20000000",-1,,8|2,60237,30,4,2,
30305,60238,"(87.1, -45.0, 0.0)",[155235],8,2,60237,[],60238,36,87.14|-45,3,30009,4,"(88.0, -43.4, 0.0)",Head_60238,87.97|-43.36,14259600,30304,645,155235,corps_skill_30009,"3|408000,4|20000000",-1,,8|2,60237,30,5,2,
30306,60238,"(87.1, -45.0, 0.0)",[155236],8,3,60237,[],60238,36,87.14|-45,3,30008,4,"(88.0, -43.4, 0.0)",Head_60238,87.97|-43.36,14427000,30305,646,155236,corps_skill_30008,"3|420000,4|20000000",-1,,8|3,60237,30,6,2,
30307,60238,"(87.1, -45.0, 0.0)",[155237],8,3,60237,[],60238,36,87.14|-45,3,30009,4,"(88.0, -43.4, 0.0)",Head_60238,87.97|-43.36,14594400,30306,647,155237,corps_skill_30009,"3|432000,4|20000000",-1,,8|3,60237,30,7,2,
30308,60238,"(87.1, -45.0, 0.0)",[155238],8,3,60237,[],60238,36,87.14|-45,3,30008,4,"(88.0, -43.4, 0.0)",Head_60238,87.97|-43.36,14761800,30307,648,155238,corps_skill_30008,"3|444000,4|20000000",-1,,8|3,60237,30,8,2,
30309,60238,"(87.1, -45.0, 0.0)",[155239],10,3,60237,[],60238,36,87.14|-45,3,30009,4,"(88.0, -43.4, 0.0)",Head_60238,87.97|-43.36,14929200,30308,649,155239,corps_skill_30009,"3|456000,4|20000000",-1,,10|3,60237,30,9,2,
30310,60238,"(87.1, -45.0, 0.0)",[155240],10,3,60237,[],60238,36,87.14|-45,3,30008,4,"(88.0, -43.4, 0.0)",Head_60238,87.97|-43.36,15264000,30309,650,155240,corps_skill_30008,"3|468000,4|20000000",-1,,10|3,60237,30,10,2,
30401,60210,"(87.1, -45.0, 0.0)",[155241],6,1,60231,[],60210,36,87.14|-45,3,30009,5,"(88.0, -43.4, 0.0)",Head_60210,87.97|-43.36,17352000,30310,651,155241,corps_skill_30009,"3|672000,4|20000000",-1,,6|1,60231,30,1,2,
30402,60210,"(87.1, -45.0, 0.0)",[155242],6,2,60231,[],60210,36,87.14|-45,3,30009,5,"(88.0, -43.4, 0.0)",Head_60210,87.97|-43.36,17481600,30401,652,155242,corps_skill_30009,"3|688000,4|20000000",-1,,6|2,60231,30,2,2,
30403,60210,"(87.1, -45.0, 0.0)",[155243],6,2,60231,[],60210,36,87.14|-45,3,30008,5,"(88.0, -43.4, 0.0)",Head_60210,87.97|-43.36,17611200,30402,653,155243,corps_skill_30008,"3|704000,4|20000000",-1,,6|2,60231,30,3,2,
30404,60210,"(87.1, -45.0, 0.0)",[155244],8,2,60231,[],60210,36,87.14|-45,3,30008,5,"(88.0, -43.4, 0.0)",Head_60210,87.97|-43.36,17740800,30403,654,155244,corps_skill_30008,"3|720000,4|20000000",-1,,8|2,60231,30,4,2,
30405,60210,"(87.1, -45.0, 0.0)",[155245],8,2,60231,[],60210,36,87.14|-45,3,30010,5,"(88.0, -43.4, 0.0)",Head_60210,87.97|-43.36,17870400,30404,655,155245,corps_skill_30010,"3|736000,4|20000000",-1,,8|2,60231,30,5,2,
30406,60210,"(87.1, -45.0, 0.0)",[155246],8,3,60231,[],60210,36,87.14|-45,3,30009,5,"(88.0, -43.4, 0.0)",Head_60210,87.97|-43.36,18000000,30405,656,155246,corps_skill_30009,"3|752000,4|20000000",-1,,8|3,60231,30,6,2,
30407,60210,"(87.1, -45.0, 0.0)",[155247],8,3,60231,[],60210,36,87.14|-45,3,30009,5,"(88.0, -43.4, 0.0)",Head_60210,87.97|-43.36,18129600,30406,657,155247,corps_skill_30009,"3|768000,4|20000000",-1,,8|3,60231,30,7,2,
30408,60210,"(87.1, -45.0, 0.0)",[155248],10,2,60231,[],60210,36,87.14|-45,3,30008,5,"(88.0, -43.4, 0.0)",Head_60210,87.97|-43.36,18259200,30407,658,155248,corps_skill_30008,"3|784000,4|20000000",-1,,10|2,60231,30,8,2,
30409,60210,"(87.1, -45.0, 0.0)",[155249],10,3,60231,[],60210,36,87.14|-45,3,30008,5,"(88.0, -43.4, 0.0)",Head_60210,87.97|-43.36,18388800,30408,659,155249,corps_skill_30008,"3|800000,4|20000000",-1,,10|3,60231,30,9,2,
30410,60210,"(87.1, -45.0, 0.0)",[155250],10,3,60231,[],60210,36,87.14|-45,3,30010,5,"(88.0, -43.4, 0.0)",Head_60210,87.97|-43.36,18648000,30409,660,155250,corps_skill_30010,"3|816000,4|20000000",-1,,10|3,60231,30,10,2,
30501,60243,"(87.1, -45.0, 0.0)",[155251],6,1,60231,[],60243,42,87.14|-45,3,30009,6,"(88.0, -43.4, 0.0)",Head_60243,87.97|-43.36,21456000,30410,661,155251,corps_skill_30009,"3|1209600,4|20000000",-1,,6|1,60231,30,1,2,
30502,60243,"(87.1, -45.0, 0.0)",[155252],6,2,60231,[],60243,42,87.14|-45,3,30009,6,"(88.0, -43.4, 0.0)",Head_60243,87.97|-43.36,21513600,30501,662,155252,corps_skill_30009,"3|1238400,4|20000000",-1,,6|2,60231,30,2,2,
30503,60243,"(87.1, -45.0, 0.0)",[155253],6,2,60231,[],60243,42,87.14|-45,3,30008,6,"(88.0, -43.4, 0.0)",Head_60243,87.97|-43.36,21571200,30502,663,155253,corps_skill_30008,"3|1267200,4|20000000",-1,,6|2,60231,30,3,2,
30504,60243,"(87.1, -45.0, 0.0)",[155254],8,2,60231,[],60243,42,87.14|-45,3,30008,6,"(88.0, -43.4, 0.0)",Head_60243,87.97|-43.36,21628800,30503,664,155254,corps_skill_30008,"3|1296000,4|20000000",-1,,8|2,60231,30,4,2,
30505,60243,"(87.1, -45.0, 0.0)",[155255],8,2,60231,[],60243,42,87.14|-45,3,30010,6,"(88.0, -43.4, 0.0)",Head_60243,87.97|-43.36,21686400,30504,665,155255,corps_skill_30010,"3|1324800,4|20000000",-1,,8|2,60231,30,5,2,
30506,60243,"(87.1, -45.0, 0.0)",[155256],8,3,60231,[],60243,42,87.14|-45,3,30009,6,"(88.0, -43.4, 0.0)",Head_60243,87.97|-43.36,21744000,30505,666,155256,corps_skill_30009,"3|1353600,4|20000000",-1,,8|3,60231,30,6,2,
30507,60243,"(87.1, -45.0, 0.0)",[155257],8,3,60231,[],60243,42,87.14|-45,3,30009,6,"(88.0, -43.4, 0.0)",Head_60243,87.97|-43.36,21801600,30506,667,155257,corps_skill_30009,"3|1382400,4|20000000",-1,,8|3,60231,30,7,2,
30508,60243,"(87.1, -45.0, 0.0)",[155258],10,2,60231,[],60243,42,87.14|-45,3,30008,6,"(88.0, -43.4, 0.0)",Head_60243,87.97|-43.36,21859200,30507,668,155258,corps_skill_30008,"3|1411200,4|20000000",-1,,10|2,60231,30,8,2,
30509,60243,"(87.1, -45.0, 0.0)",[155259],10,3,60231,[],60243,42,87.14|-45,3,30008,6,"(88.0, -43.4, 0.0)",Head_60243,87.97|-43.36,21916800,30508,669,155259,corps_skill_30008,"3|1440000,4|20000000",-1,,10|3,60231,30,9,2,
30510,60243,"(87.1, -45.0, 0.0)",[155260],10,3,60231,[],60243,42,87.14|-45,3,30010,6,"(88.0, -43.4, 0.0)",Head_60243,87.97|-43.36,22032000,30509,670,155260,corps_skill_30010,"3|1468800,4|20000000",-1,,10|3,60231,30,10,2,
40001,60186,"(87.1, -45.0, 0.0)",[155301],6,2,60175,[],60186,40,87.14|-45,4,30008,1,"(88.0, -43.4, 0.0)",Head_60186,87.97|-43.36,3420000,-1,711,155301,corps_skill_30008,"3|48000,4|20000000",-1,,6|2,60175,30,1,2,
40002,60186,"(87.1, -45.0, 0.0)",[155302],6,2,60175,[],60186,40,87.14|-45,4,30008,1,"(88.0, -43.4, 0.0)",Head_60186,87.97|-43.36,3480000,40001,712,155302,corps_skill_30008,"3|50000,4|20000000",-1,,6|2,60175,30,2,2,
40003,60186,"(87.1, -45.0, 0.0)",[155303],6,3,60175,[],60186,40,87.14|-45,4,30008,1,"(88.0, -43.4, 0.0)",Head_60186,87.97|-43.36,3540000,40002,713,155303,corps_skill_30008,"3|52000,4|20000000",-1,,6|3,60175,30,3,2,
40004,60186,"(87.1, -45.0, 0.0)",[155304],6,3,60175,[],60186,40,87.14|-45,4,30008,1,"(88.0, -43.4, 0.0)",Head_60186,87.97|-43.36,3600000,40003,714,155304,corps_skill_30008,"3|54000,4|20000000",-1,,6|3,60175,30,4,2,
40005,60186,"(87.1, -45.0, 0.0)",[155305],8,3,60175,[],60186,40,87.14|-45,4,30008,1,"(88.0, -43.4, 0.0)",Head_60186,87.97|-43.36,3660000,40004,715,155305,corps_skill_30008,"3|56000,4|20000000",-1,,8|3,60175,30,5,2,
40006,60186,"(87.1, -45.0, 0.0)",[155306],8,3,60175,[],60186,40,87.14|-45,4,30008,1,"(88.0, -43.4, 0.0)",Head_60186,87.97|-43.36,3720000,40005,716,155306,corps_skill_30008,"3|58000,4|20000000",-1,,8|3,60175,30,6,2,
40007,60186,"(87.1, -45.0, 0.0)",[155307],10,3,60175,[],60186,40,87.14|-45,4,30008,1,"(88.0, -43.4, 0.0)",Head_60186,87.97|-43.36,3780000,40006,717,155307,corps_skill_30008,"3|60000,4|20000000",-1,,10|3,60175,30,7,2,
40008,60186,"(87.1, -45.0, 0.0)",[155308],4,1,60185,[],60186,40,87.14|-45,4,30008,1,"(88.0, -43.4, 0.0)",Head_60186,87.97|-43.36,3840000,40007,718,155308,corps_skill_30008,"3|62000,4|20000000",-1,,4|1,60185,34,8,2,
40009,60186,"(87.1, -45.0, 0.0)",[155309],6,1,60185,[],60186,40,87.14|-45,4,30008,1,"(88.0, -43.4, 0.0)",Head_60186,87.97|-43.36,3900000,40008,719,155309,corps_skill_30008,"3|64000,4|20000000",-1,,6|1,60185,34,9,2,
40010,60186,"(87.1, -45.0, 0.0)",[155310],8,1,60185,[],60186,40,87.14|-45,4,30008,1,"(88.0, -43.4, 0.0)",Head_60186,87.97|-43.36,4020000,40009,720,155310,corps_skill_30008,"3|66000,4|20000000",-1,,8|1,60185,34,10,2,
40101,60188,"(87.1, -45.0, 0.0)",[155311],6,2,60179,[],60188,40,87.14|-45,4,30011,2,"(88.0, -43.4, 0.0)",Head_60188,87.97|-43.36,5010000,40010,721,155311,corps_skill_30011,"3|108000,4|20000000",-1,,6|2,60179,30,1,2,
40102,60188,"(87.1, -45.0, 0.0)",[155312],6,2,60179,[],60188,40,87.14|-45,4,30011,2,"(88.0, -43.4, 0.0)",Head_60188,87.97|-43.36,5067000,40101,722,155312,corps_skill_30011,"3|110000,4|20000000",-1,,6|2,60179,30,2,2,
40103,60188,"(87.1, -45.0, 0.0)",[155313],6,3,60179,[],60188,40,87.14|-45,4,30011,2,"(88.0, -43.4, 0.0)",Head_60188,87.97|-43.36,5124000,40102,723,155313,corps_skill_30011,"3|112000,4|20000000",-1,,6|3,60179,30,3,2,
40104,60188,"(87.1, -45.0, 0.0)",[155314],6,3,60179,[],60188,40,87.14|-45,4,30011,2,"(88.0, -43.4, 0.0)",Head_60188,87.97|-43.36,5181000,40103,724,155314,corps_skill_30011,"3|114000,4|20000000",-1,,6|3,60179,30,4,2,
40105,60188,"(87.1, -45.0, 0.0)",[155315],8,3,60179,[],60188,40,87.14|-45,4,30011,2,"(88.0, -43.4, 0.0)",Head_60188,87.97|-43.36,5238000,40104,725,155315,corps_skill_30011,"3|116000,4|20000000",-1,,8|3,60179,30,5,2,
40106,60188,"(87.1, -45.0, 0.0)",[155316],8,3,60179,[],60188,40,87.14|-45,4,30011,2,"(88.0, -43.4, 0.0)",Head_60188,87.97|-43.36,5295000,40105,726,155316,corps_skill_30011,"3|118000,4|20000000",-1,,8|3,60179,30,6,2,
40107,60188,"(87.1, -45.0, 0.0)",[155317],10,3,60179,[],60188,40,87.14|-45,4,30011,2,"(88.0, -43.4, 0.0)",Head_60188,87.97|-43.36,5352000,40106,727,155317,corps_skill_30011,"3|120000,4|20000000",-1,,10|3,60179,30,7,2,
40108,60188,"(87.1, -45.0, 0.0)",[155318],4,1,60187,[],60188,40,87.14|-45,4,30011,2,"(88.0, -43.4, 0.0)",Head_60188,87.97|-43.36,5409000,40107,728,155318,corps_skill_30011,"3|122000,4|20000000",-1,,4|1,60187,34,8,2,
