id,isPreEventShow,isPreEventShowBubble,IsTabActive,preEventShowBubbleId,preEventShowId,accept_task,area,avatarOffset,city_fog_id,cityCellSize,click_high,costs,dialog_id,diy_area_name,drop_display,dropDisplay,event_active_kill,event_build_limit,event_cost,event_describ,event_type,event_unlock,event_value,event_value_1,event_value_2,event_value_kill,event_value_kill_group,eventUnlock,fightforce,finish_hero_bubble,finish_link,firepot_addlevel,firepot_addtime,firepot_num,is_tap_active,map_id,mapName,model,model2,notice_tips,pre_event_show,pre_event_show_bubble,ranking_param,ranking_server,res_offset,reward_id,rewardGroupIds,size,submit_limit,talkBubbleMeta,teleport_position,telepos,time_bar_time,unlockBuilding,weight
61115,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|143|936,,,-1,-1,[],-1,,-1,-1,-1,,-1,2004,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,-1,,,,0,[],-1
61116,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|143|937,,,-1,-1,[],-1,,-1,-1,-1,,-1,2005,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,-1,,,,0,[],-1
61117,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|143|938,,,-1,-1,[],-1,,-1,-1,-1,,-1,2005,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,-1,,,,0,[],-1
61118,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|143|939,,,-1,-1,[],-1,,-1,-1,-1,,-1,2005,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,-1,,,,0,[],-1
61119,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|143|940,,,-1,-1,[],-1,,-1,-1,-1,,-1,2006,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,-1,,,,0,[],-1
61120,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|143|941,,,-1,-1,[],-1,,-1,-1,-1,,-1,2006,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,-1,,,,0,[],-1
61121,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|143|942,,,-1,-1,[],-1,,-1,-1,-1,,-1,2006,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,-1,,,,0,[],-1
61122,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|143|943,,,-1,-1,[],-1,,-1,-1,-1,,-1,2007,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,-1,,,,0,[],-1
61123,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|143|944,,,-1,-1,[],-1,,-1,-1,-1,,-1,2007,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,-1,,,,0,[],-1
61124,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|14|143|945,,,-1,-1,[],-1,,-1,-1,-1,,-1,2007,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,-1,,,,0,[],-1
62001,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|469,,,-1,-1,[],-1,,-1,-1,-1,,-1,20,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62002,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|470,,,-1,-1,[],-1,,-1,-1,-1,,-1,20,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62003,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|471,,,-1,-1,[],-1,,-1,-1,-1,,-1,20,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62004,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|472,,,-1,-1,[],-1,,-1,-1,-1,,-1,20,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62005,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|473,,,-1,-1,[],-1,,-1,-1,-1,,-1,20,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62101,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|474,,,-1,-1,[],-1,,-1,-1,-1,,-1,21,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62102,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|475,,,-1,-1,[],-1,,-1,-1,-1,,-1,21,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62103,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|476,,,-1,-1,[],-1,,-1,-1,-1,,-1,21,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62104,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|477,,,-1,-1,[],-1,,-1,-1,-1,,-1,21,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62105,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|478,,,-1,-1,[],-1,,-1,-1,-1,,-1,21,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62201,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|479,,,-1,-1,[],-1,,-1,-1,-1,,-1,22,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62202,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|480,,,-1,-1,[],-1,,-1,-1,-1,,-1,22,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62203,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|481,,,-1,-1,[],-1,,-1,-1,-1,,-1,22,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62204,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|482,,,-1,-1,[],-1,,-1,-1,-1,,-1,22,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62205,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|483,,,-1,-1,[],-1,,-1,-1,-1,,-1,22,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62301,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|484,,,-1,-1,[],-1,,-1,-1,-1,,-1,23,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62302,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|485,,,-1,-1,[],-1,,-1,-1,-1,,-1,23,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62303,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|486,,,-1,-1,[],-1,,-1,-1,-1,,-1,23,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62401,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|487,,,-1,-1,[],-1,,-1,-1,-1,,-1,24,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62402,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|488,,,-1,-1,[],-1,,-1,-1,-1,,-1,24,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62403,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|489,,,-1,-1,[],-1,,-1,-1,-1,,-1,24,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62501,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37799,,,-1,-1,[],-1,,-1,-1,-1,,-1,31,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62502,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37800,,,-1,-1,[],-1,,-1,-1,-1,,-1,31,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62503,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37801,,,-1,-1,[],-1,,-1,-1,-1,,-1,31,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62504,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37802,,,-1,-1,[],-1,,-1,-1,-1,,-1,32,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62505,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37803,,,-1,-1,[],-1,,-1,-1,-1,,-1,32,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62506,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37804,,,-1,-1,[],-1,,-1,-1,-1,,-1,32,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62507,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37805,,,-1,-1,[],-1,,-1,-1,-1,,-1,33,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62508,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37806,,,-1,-1,[],-1,,-1,-1,-1,,-1,33,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62509,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37807,,,-1,-1,[],-1,,-1,-1,-1,,-1,33,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62510,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37808,,,-1,-1,[],-1,,-1,-1,-1,,-1,34,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62511,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37809,,,-1,-1,[],-1,,-1,-1,-1,,-1,34,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62512,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37810,,,-1,-1,[],-1,,-1,-1,-1,,-1,34,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62513,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37811,,,-1,-1,[],-1,,-1,-1,-1,,-1,35,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62514,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37812,,,-1,-1,[],-1,,-1,-1,-1,,-1,35,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62515,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|37813,,,-1,-1,[],-1,,-1,-1,-1,,-1,35,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62601,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|38269,,,-1,-1,[],-1,,-1,-1,-1,,-1,41,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62602,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|38270,,,-1,-1,[],-1,,-1,-1,-1,,-1,41,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62603,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|38271,,,-1,-1,[],-1,,-1,-1,-1,,-1,41,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62604,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|38272,,,-1,-1,[],-1,,-1,-1,-1,,-1,42,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62605,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|38273,,,-1,-1,[],-1,,-1,-1,-1,,-1,42,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62606,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|38274,,,-1,-1,[],-1,,-1,-1,-1,,-1,42,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62607,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|38275,,,-1,-1,[],-1,,-1,-1,-1,,-1,43,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62608,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|38276,,,-1,-1,[],-1,,-1,-1,-1,,-1,43,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62609,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|38277,,,-1,-1,[],-1,,-1,-1,-1,,-1,43,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62610,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|109501,,,-1,-1,[],-1,,-1,-1,-1,,-1,51,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62611,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|109502,,,-1,-1,[],-1,,-1,-1,-1,,-1,51,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62612,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|109503,,,-1,-1,[],-1,,-1,-1,-1,,-1,51,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62613,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|109501,,,-1,-1,[],-1,,-1,-1,-1,,-1,52,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62614,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|109502,,,-1,-1,[],-1,,-1,-1,-1,,-1,52,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62615,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|109503,,,-1,-1,[],-1,,-1,-1,-1,,-1,52,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62616,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|109501,,,-1,-1,[],-1,,-1,-1,-1,,-1,53,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62617,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|109502,,,-1,-1,[],-1,,-1,-1,-1,,-1,53,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
62618,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|5",{999:{2:5|3:5}},-1,,,map_event_describe_8,14,,138|14|14|14|14|14|14|14|14|14|109503,,,-1,-1,[],-1,,-1,-1,-1,,-1,53,,Avatar/Spine/Building/Shoushabaoxiang_Zi,,,-1,-1,,-1,,-1,[],150,5,,,,0,[],-1
64010,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|20)],-1,,999|3|50,{999:{3:50}},-1,,[999|7|20],map_event_describe_8,15,,,,,-1,-1,[],-1,,-1,-1,-1,,-1,400,,Avatar/Spine/Building/Shoushabaoxiang,,,-1,-1,,-1,,-1,[],150,-1,,,,0,[],-1
