id,bulletAfterimageTime,bulletFaceRule,bulletType,curveID,curveName,curveType,followBulletPos,fx,scale,skin_FX
60026101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/GreenWorm_SF_skill_2,-1,
60026102,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/GreenWorm_SF_skill_3,50,
60038001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Boss_Dragon_Skill1_fire,-1,
60038101,-1,-1,-1,-1,,-1,0,Effect/Battle/RedDragon_Attack_Fly,-1,
60039101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Cerberus_Fly,-1,
60039201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Cerberus_Skill0,-1,
60040001,-1,-1,-1,-1,,-1,0,Effect/Battle/RedDragon_Attack_Fly_Boss,-1,
60040101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/RedDragon_skill_1,-1,
60040102,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/RedDragon_skill_1,50,
60040103,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/huolong_gj,-1,
60040201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/RedDragon_skill_2,-1,
60046101,-1,-1,-1,-1,,-1,0,Effect/Battle/Skull_King_dilie,-1,
60050101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/ButcherGradeC_Skill_Fly,-1,
60051001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Skull_Shaman_attack_fly,70,
60051201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Skull_Shaman_skill0,-1,
60051301,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Skull_Shaman_skill1,-1,
60051401,-1,-1,-1,-1,,-1,0,Effect/Battle/E_TLL_skill1_dandao,-1,
60094201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Fx_SJR_Skill01,-1,
60095201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Fx_SJJR_Red_Skill01,-1,
60098101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Fx_TrollIceMage_Skill02,-1,
60098201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Fx_TrollIceMage_Skill01,-1,
60114101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Resurrected_mayor_Skill0,-1,
60114201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Resurrected_mayor_Skill1_Fly,-1,
60115001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/BoneDragon_Attack_Fly,-1,
60115201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/BoneDragon_Skill2,-1,
60116203,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/BlackKnight_Skill1_SF,-1,
60123101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Fx_Fire_Fly,-1,
60131101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Treant_huge_Skill0,-1,
60137101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/HermitCrab_crystal_Attck_01,-1,
60143201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Dragon_crystal_Skill1,-1,
60143302,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Dragon_crystal_Skill2,-1,
60144201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Captain_Hammer_Skill1_DiLie,-1,
60145001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Dragon_Frost_Attack_Fly,-1,
60145101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Dragon_Frost_SF_Skill0,-1,
60145102,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Dragon_ice_Skill5,-1,
60145202,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Dragon_Frost_SF_Skill1,-1,
60145203,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/HSL_skill1_gj,-1,
60145301,-1,1,-1,-1,,-1,0,Effect/Battle/Boss/Dragon_Frost_SF_Skill2,-1,
60148101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Frog_elc_Hit,-1,
60158001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Dragon_ice_Attack2,-1,
60179101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/JLWB_Skill0,50,
60181101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/HARFS_Skill0_Hit,-1,
60183101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/RLLS_Skill0_Hit,50,
60186103,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/SRDJ_Skill0_Hit,50,
60188001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/JLDJ_Attack_Fly,-1,
60188101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/JLDJ_Skill0,-1,
60188201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/JLDJ_Skill1,-1,
60189201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/WTQS_Skill1_Hit,-1,
60189302,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/WTQS_Skill2,-1,
60189303,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/WTQS_Skill2,240,
60189304,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/EF_SMFS_SKILL,-1,
60189305,-1,1,-1,-1,,-1,0,Effect/Battle/Boss/WTQS_Skill3,-1,
60189002,-1,-1,-1,-1,,-1,0,Effect/Battle/CommonEffect/Fx_common_Green_Fly,-1,
60195101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/SRJR_Skill0_Hit,-1,
60195201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/SRJR_Skill1,-1,
60197101,-1,1,-1,-1,,-1,0,Effect/Battle/Boss/wcqsz_Skill1,-1,
60209001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/TZ_attack_fly,70,
60209201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/TZ_Skill1,-1,
60209301,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/TZ_Skill2,70,
60211101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/LY_Fly,70,
60212101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/SJ_Fly,125,
60213101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/YXL_Fly,-1,
60213104,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/YXL_Fly,200,
60213102,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMage_Attack_Fly,-1,
60213103,-1,-1,-1,8,SnowMonster,-1,0,Effect/Battle/Boss/KED_Skill1_Fly,100,
60214101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/GL_Skill1,50,
60216001,-1,-1,-1,-1,,-1,0,Effect/Battle/GreenWorm_Attack_Fly,-1,
60216101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/SSNY_skill0,75,
60216201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/SSNY_skill1,70,
60219001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/KEDNS_Attack_Fly,50,
60224001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/KED_Attack_Fly,50,
60224101,-1,-1,-1,8,SnowMonster,-1,0,Effect/Battle/Boss/KED_Skill1_Fly,50,
60224201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/KED_Attack_Fly,50,
60226201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Fx_BX_skill1_dilie,55,
60231001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/KEDNS_Attack_Fly,50,
60231101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Fx_QDSS_skill0,-1,
60235001,-1,-1,-1,8,SnowMonster,-1,0,Effect/Battle/Boss/JYTDS_ZD,50,
60238201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/HJXDH_Skill1_zd,50,
60244203,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/SRJR_Skill1,75,
60244301,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/EF_Skull_king_skill4,-1,
60240001,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMage_Attack_Fly,-1,
60240101,-1,1,-1,-1,,-1,0,Effect/Battle/Boss/RedDragon_skill_2,75,
60241001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Skull_Shaman_attack_fly,70,
60241101,-1,1,-1,-1,,-1,0,Effect/Battle/Boss/Dragon_Frost_SF_Skill2,75,
60242001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/LY_Fly,50,
60242101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/HARFS_Skill0_Hit,-1,
60260001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/mibao_GTJT_fly,25,
60260201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/mibao_GTJT_skill0_GJ,25,
60260301,-1,1,-1,-1,,-1,0,Effect/Battle/Boss/mibao_GTJT_skill01,50,
60246202,-1,1,-1,-1,,-1,0,Effect/Battle/Boss/shachong_skill1,75,
60246401,-1,1,-1,-1,,-1,0,Effect/Battle/Boss/Dragon_Frost_SF_Skill2_v2,75,
60247001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/shawang_attack,50,
60247101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/shawang_attack,100,
60247201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/shawang_skill1,100,
60247301,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/shawang_skill2,100,
60248001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/sangshilong_attack_fly,50,
60248101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/sangshilong_skill0_1,65,
60248102,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/sangshilong_skill0_1,-1,
60248201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/sangshilong_skill1,65,
60248401,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/sangshilong_skill3_huoqiu,50,
60248402,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/sangshilong_skill3_huoqiu_1,-1,
60250001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/shachong_fly,40,
60266301,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/rongyanbalong_skill2,150,
60266401,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/rongyanbalong_skill3,65,
60266501,-1,1,-1,-1,,-1,0,Effect/Battle/Boss/rongyanbalong_skill4,80,
60275101,-1,-1,-1,-1,,-1,0,Effect/Battle/FSZ_YJ_die,50,
60278101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/JLDJ_YJ_fly,50,
60281101,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMageV2_Skill2,48,
60282101,-1,-1,-1,8,SnowMonster,-1,0,Effect/Battle/Boss/yanjiangshou_skill0_fly,50,
60282202,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/yanjiangshou_skill1,50,
60284101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/FSYS_skill0,50,
60284202,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/FSYS_skill01_hit,50,
60284301,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/FSYS_Skill02,50,
60284302,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/FSYS_Skill03,-1,
60286101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/shamoguai_hit,50,
60288101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/dakuloulong_fly,50,
60297002,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/RTZW_skill0,50,
60297101,-1,1,-1,-1,,-1,0,Effect/Battle/Boss/RTZW_skill1,60,
60297402,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/RTZW_skill4,-1,
60304201,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/HDLQ_skill1,48,
60304301,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/HDLQ_skill02_Hit,48,
60304401,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/HDLQ_skill3,48,
60304501,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/HDLQ_skill04_Hit,48,
60305101,-1,-1,-1,8,SnowMonster,-1,0,Seasons/S2/Effect/Boss/BSTF_skill0_fly,50,
60305305,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSTF_skill02_hit,50,
60305401,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSTF_skill03_hit1,75,
60305402,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSTF_skill03_hit2,75,
60305403,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSTF_skill03_hit3,75,
60305404,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSTF_skill03_hit4,75,
60306401,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/DTZM_skill03_fly,75,
60312001,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSTT_atk_hit,-1,
60312402,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSTT_skill03_hit,-1,
60307001,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSTF_skill0_fly,50,
60307203,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/SHMX_skill01_ice,50,
60307204,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/SHMX_skill01_fire,50,
60307301,-1,-1,-1,8,SnowMonster,-1,0,Seasons/S2/Effect/Boss/SHMX_skill02_fly,-1,
60308101,600,-1,1,-1,,-1,0,Seasons/S2/Effect/Boss/BSSS_skill00_line,-1,
60308201,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSSS_skill01,50,
60308401,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSSS_skill03_zidan,50,
60308506,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/SGJL_attack_hit,40,
60309403,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSJL_skill03_hit,40,
60311101,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/HSWY_skill0_fly,-1,
60311202,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/HSWY_skill1,-1,
60315301,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/XZJS_skill2_fly,-1,
60315402,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/XZJS_skill3_hit,-1,
60316201,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSHFH_skill1_fly,-1,
60316301,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSHFH_skill2,-1,
60316401,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/BSHFH_skill3,-1,
60317401,-1,1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/slpx_skill_3,-1,
60317501,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/slpx_skill_4,-1,
60318001,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/AM_attack1_2,50,
60318002,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/AM_attack2_2,50,
60318101,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/AM_skill0_fly1,-1,
60318102,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/AM_skill0_fly2,-1,
60318401,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/AM_skill03,75,
60318402,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/AM_skill04,200,
60318501,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/AM_attack1_2,-1,
60318502,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/AM_attack2_2,-1,
60319001,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/SGJL_attack_fly,-1,
60319101,-1,1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/SGJL_attack_hit,-1,
60319102,-1,1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/SGJL_skill0_HS,-1,
60319201,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/SGJL_skill1_fly,-1,
60319403,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/SGJL_attack_hit,50,
60319406,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/SGJL_skill3,75,
60319504,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/SGJL_skill04_fly_02,-1,
60319513,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/SGJL_skill04_hit,50,
60325101,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/Fx_BYZ_Skill01_hit,75,
60325201,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/Fx_BYZ_Skill02,50,
60329101,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/Boss/Fx_FSZ_skill02,50,
60332101,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/monster/Fx_BSJX_skill0,-1,
60337001,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/monster/Fx_BYL_atk_fly,-1,
60339101,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/monster/Fx_HSJSN_Skill0,-1,
60344001,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/monster/Fx_BGGJS_atk,-1,
60348001,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/monster/Fx_SLJJ_atk,-1,
60348101,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/monster/Fx_SLJJ_skill0,-1,
60350101,-1,1,-1,-1,,-1,0,Seasons/S2/Effect/monster/Fx_BMX_skill1,-1,
60351101,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/monster/Fx_BYS_skill0,-1,
60352001,300,-1,1,-1,,-1,0,Seasons/S2/Effect/monster/Fx_FBYS_atk_line,-1,
60353101,-1,-1,-1,-1,,-1,0,Seasons/S2/Effect/monster/Fx_SUYS_skill0_hit,-1,
60355001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/EF_SMFS_fly,50,
60364003,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_MGDY_attack_hit,50,
60364201,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_MGDY_skill1,50,
60364502,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_MGDY_skill3_hit,50,
60365201,-1,-1,-1,6,Trade,-1,0,Seasons/S3/Effect/BOSS/S3_YGJX_skill1_fly,-1,
60367302,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_AYJL_skill02_1,200,
60367303,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_AYJL_skill02_2,200,
60367304,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_AYJL_skill02_3,200,
60368001,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_XXGNW_attack1_fly,-1,
60368101,-1,1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_XXGNW_skill0_fly,-1,
60368201,-1,-1,-1,6,Trade,-1,0,Seasons/S3/Effect/BOSS/S3_XXGNW_skill1_fly,-1,
60368301,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_XXGNW_skill2_fly,-1,
60368302,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_XXGNW_skill2_sf,120,
60369501,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_YYTS_skill4_hit,50,
60369602,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_JSXN_skill1_fly,50,
60370202,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_Jms_skill01,-1,
60372001,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_GGNW_attack,50,
60372401,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_GGNW_skill03,75,
60375101,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_YLCZ_skill0,75,
60375301,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_YLCZ_skill2_hit,50,
60376001,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_JSXN_attack_fly,50,
60376201,-1,-1,-1,6,Trade,-1,0,Seasons/S3/Effect/BOSS/S3_JSXN_skill1_fly,50,
60376401,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_JSXN_skill3_hit,50,
60376402,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_JSXN_skill1_hit,-1,
60377201,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_YW02_skill1_fly,-1,
60377401,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_YW02_skill3_hit,-1,
60377601,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/BOSS/S3_YW_skill5_hit,-1,
60378101,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_nangua_skill0_fly,-1,
60380101,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_daocaoguai_skill0_fly,50,
60381101,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_guihuo_skill0,-1,
60382001,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_lazhuguai_attack_fly,50,
60386001,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_guideng_attack_fly,50,
60386101,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_guideng_attack_fly,50,
60389201,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_dmny_skill1_hit,50,
60392001,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_NXXG_attack_fly1,-1,
60392002,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_NXXG_attack_fly2,-1,
60392003,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_NXXG_attack_fly3,-1,
60392101,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_NXXG_Skill0_fly,-1,
60393101,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_XXG_skill0_fly,-1,
60393203,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_XXG_skill2_fly,-1,
60395201,-1,-1,-1,-1,,-1,0,Effect/Battle/FSZ_YJ_die,50,
60396001,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_MGFS_attack_fly,-1,
60396101,-1,-1,-1,-1,,-1,0,Seasons/S3/Effect/monster/S3_MGFS_skill0_Fly,-1,
60400001,-1,-1,-1,-1,,-1,0,KVKMatches/KM1/Effect/gebulin_1_attack1,-1,
60403101,-1,-1,-1,-1,,-1,0,KVKMatches/KM1/Effect/xiyishouling_skill0,60,
60409101,-1,-1,-1,-1,,-1,0,Effect/xunlong/FX_GLkL_skill1_fly,-1,
60411201,-1,-1,-1,-1,,-1,0,Effect/xunlong/Fx_KBL_skill2_fly,30,
60412001,-1,-1,-1,-1,,-1,0,Effect/xunlong/Fx_SWJX_attack_fly,60,
60412201,-1,-1,-1,-1,,-1,0,Effect/xunlong/Fx_SWJX_skill2_1,48,
60412401,-1,1,-1,-1,,-1,0,Effect/xunlong/Fx_SWJX_skill4_03,48,
60412501,-1,-1,-1,-1,,-1,0,Effect/xunlong/Fx_SWJX_skill5_fly,60,
60413001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Fx_RYYSG_attack_fly,-1,
60415403,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/FX_BOSS_PH_skill3_02,80,
60415502,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/FX_BOSS_PH_skill4_01_fly,50,
60415504,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/FX_BOSS_PH_skill4_01_gj,80,
60420101,1000,-1,1,-1,,-1,0,Seasons/S4/Effect/Boss/Fx_S4_boss_Heichaonvwang_Skill1_lianxian,-1,
60420202,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/Boss/Fx_S4_boss_Heichaonvwang_Skill2_zadi_01,-1,
60420401,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/Boss/Fx_S4_boss_Heichaonvwang_Skill4_Heidong,-1,
60419301,-1,-1,-1,6,Trade,-1,0,Seasons/S4/Effect/Boss/Fx_S4_boss_dadie_skill2_fly,30,
60422101,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/Boss/Fx_S4_Boss_juchisha_skil0,50,
60423201,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/Boss/FX_S4_boss_jugui_Skill1,70,
60423302,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/Boss/FX_S4_boss_jugui_Skill2_hit,50,
60424601,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/Boss/Fx_S4_boss_kelaken_skill4_2_fly,50,
60426301,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/Boss/Fx_S4_boss_santouhaishe_skill2_hit,-1,
60427201,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/Boss/Fx_S4_boss_shayuren_skill1_Fly,-1,
60428201,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/Boss/Fx_S4_Boss_shenhaijuren_skill1_xuanwo,40,
60430001,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/Fx_beikeSLM_attack,40,
60431002,300,-1,1,-1,,-1,0,Seasons/S2/Effect/monster/FX_dianyao_attack_trail,-1,
60431101,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_dianyao_skill0_fly,40,
60432101,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_ducishuimu_skill0_fly,40,
60436101,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_shanhuguai_attack_fly,40,
60439001,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/Boss/Fx_S4_Boss_fuhuashuiyuansu_attack_fly,40,
60439101,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_shuiyuansu_skill0,-1,
60439201,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_shuiyuansu_skill1,-1,
60440201,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_wumianzhe_J_skill1,-1,
60441101,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_yurenicihou_skill0_fly,40,
60444001,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_niwangshuishou_yuan_attack_fly,40,
60446001,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_shenqianzheyuan_attack_fly,40,
60446101,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_shenqianzheyuan_skill0_fly,55,
60447001,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_yuren_yuan_skill0_fly,55,
60450001,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_yijifashi_skill0,40,
60452001,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_renyujingyingguai_attack_fly,40,
60452101,-1,-1,-1,-1,,-1,0,Seasons/S4/Effect/xiaoguai/FX_renyujingyingguai_skill0_fly,40,
