id,activity_id,exp,icon,level,phase,reward1,reward2,reward3,show_lv_reward1,show_reward
9045,365,2,UI/ItemIcon/icon_battlepass_score,34,1,90034,92034,91034,0,0
9046,365,2,UI/ItemIcon/icon_battlepass_score,35,1,90035,92035,91035,0,0
9047,365,2,UI/ItemIcon/icon_battlepass_score,36,1,90036,92036,91036,0,0
9048,365,2,UI/ItemIcon/icon_battlepass_score,37,1,90037,92037,91037,0,0
9049,365,2,UI/ItemIcon/icon_battlepass_score,38,1,90038,92038,91038,0,0
9050,365,2,UI/ItemIcon/icon_battlepass_score,39,1,90039,92039,91039,0,0
9051,365,2,UI/ItemIcon/icon_battlepass_score,40,1,90040,92040,91040,1,0
9052,365,2,UI/ItemIcon/icon_battlepass_score,41,1,90041,92041,91041,0,0
9053,365,2,UI/ItemIcon/icon_battlepass_score,42,1,90042,92042,91042,0,0
9054,365,2,UI/ItemIcon/icon_battlepass_score,43,1,90043,92043,91043,0,0
9055,365,2,UI/ItemIcon/icon_battlepass_score,44,1,90044,92044,91044,0,0
9056,365,2,UI/ItemIcon/icon_battlepass_score,45,1,90045,92045,91045,0,0
9057,365,2,UI/ItemIcon/icon_battlepass_score,46,1,90046,92046,91046,0,0
9058,365,2,UI/ItemIcon/icon_battlepass_score,47,1,90047,92047,91047,0,0
9059,365,2,UI/ItemIcon/icon_battlepass_score,48,1,90048,92048,91048,0,0
9060,365,2,UI/ItemIcon/icon_battlepass_score,49,1,90049,92049,91049,0,0
9061,365,2,UI/ItemIcon/icon_battlepass_score,50,1,90050,92050,91050,1,0
