id,destroy_type,downgrade,exit_point,exitPos,fight_force,finish_param,finish_type,inlet_point,inletPos,map_event_limit,map_id,map_level,map_zoom_icon,mapEventLimit,monster_level_fix,next_raid,raid_inlet,reborn,time_limit,type
732,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
733,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
734,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
735,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
736,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
737,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
738,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
739,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
740,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
741,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
742,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
743,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
744,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
745,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
746,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
747,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
748,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
749,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
750,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
751,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
752,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
753,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
754,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
755,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
756,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
757,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
758,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
759,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
760,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
761,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
762,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
763,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
764,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
765,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
766,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
767,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
768,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
769,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
770,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,501,,,[],0,-1,-1,0,180,6
811,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
812,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
813,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
814,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
815,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
816,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
817,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
818,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
819,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
820,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
821,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
822,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
823,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
824,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
825,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
826,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
827,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
828,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
829,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
830,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
831,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
832,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
833,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
834,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
835,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
836,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
837,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
838,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
839,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
840,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
841,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
842,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
843,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
844,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
845,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
846,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
847,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
848,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
849,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
850,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
851,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
852,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
853,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
854,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
855,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
856,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
857,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
858,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
859,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
860,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
861,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
862,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
863,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
864,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
865,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
866,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
867,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
868,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
869,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
870,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
911,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
912,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
913,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
914,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
915,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
916,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
917,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
918,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
919,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
920,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
921,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
922,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
923,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
924,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
925,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
926,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
927,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
928,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
929,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
930,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
931,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
932,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
933,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
934,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
935,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
936,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
937,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
938,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
939,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
940,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
941,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
942,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
943,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
944,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
945,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
946,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
947,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
948,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
949,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
950,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
951,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
952,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
953,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
954,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
955,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
956,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
957,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
958,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
959,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
960,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
961,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
962,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
963,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
964,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
965,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
966,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
967,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
968,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
969,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
970,0,-1,,,-1,,4,[86.79|-55.54],[86.79|-55.54],,502,,,[],0,-1,-1,0,180,6
1001,0,-1,,,-1,7001,3,[172.16|35.37],[172.16|35.37],,1101,,,[],0,-1,-1,1,-1,5
1002,0,-1,,,-1,7002,3,[65.67|-44.79],[65.67|-44.79],,1102,,,[],0,-1,-1,1,-1,5
1003,0,-1,,,-1,7003,3,[36.13|-70.03],[36.13|-70.03],,1103,,,[],0,-1,-1,1,-1,5
1004,0,-1,,,-1,7004,3,[-34.19|-55.67],[-34.19|-55.67],,1104,,,[],0,-1,-1,1,-1,5
1011,0,-1,,,-1,7005,3,[36.13|-70.03],[36.13|-70.03],,1105,,,[],0,-1,-1,1,-1,5
1012,0,-1,,,-1,7006,3,[172.16|35.37],[172.16|35.37],,1106,,,[],0,-1,-1,1,-1,5
1013,0,-1,,,-1,7007,3,[31.51|-31.5],[31.51|-31.5],,1107,,,[],0,-1,-1,1,-1,5
1014,0,-1,,,-1,7008,3,[157.06|-14.05],[157.06|-14.05],,1108,,,[],0,-1,-1,1,-1,5
1401,0,-1,[4|-76.62|286.78],[4|-76.62|286.78],-1,10103,2,[10.58|-46.69],[10.58|-46.69],,1401,,,[],0,-1,5002,0,-1,1
1501,0,-1,[5|143.59|312.37],[5|143.59|312.37],-1,5005,3,[227.03|172.87],[227.03|172.87],[6001|6002],1501,,,[6001|6002],0,-1,5004,0,-1,1
1502,0,-1,[5|143.59|312.37],[5|143.59|312.37],-1,150109,2,[344.46|82.85],[344.46|82.85],,1502,,,[],0,-1,5005,0,-1,1
1601,0,-1,[6|-76.62|286.78],[6|-76.62|286.78],-1,70604,2,,,,1601,,,[],0,-1,5003,0,-1,1
2101,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2102,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2103,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2104,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2105,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2106,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2107,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2108,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2109,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2110,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2111,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2112,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2113,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2114,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2115,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2116,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2117,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2118,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2119,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2120,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2121,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2122,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2123,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2124,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2125,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2126,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2127,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2128,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2129,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2130,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2131,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2132,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2133,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2134,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2135,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2136,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2137,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2138,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2139,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2140,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2141,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2142,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2143,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2144,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2145,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2146,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2147,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2148,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2149,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2150,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2151,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2152,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2153,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2154,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2155,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2156,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2157,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2158,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2159,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2160,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2161,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2162,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2163,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2164,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2165,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2166,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2167,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2168,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2169,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2170,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2171,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2172,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2173,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
