id,attribute,attrs,break_cost,break_cost_goods,break_cost_no_back,break_quality,breakCostGoods,breakCostGoodsBack,breakCostList,breakCostNoBack,fightforce,icon_change,lv,master_lv,model_id,star_num
6424,[66|396025|26|1975],[[66|396025]|[26|1975]],[532|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[532|4]],[],206254,icon_41056,4,10,642,0
6430,[65|11120|66|26415|16|895],[[65|11120]|[66|26415]|[16|895]],,,,-1,[],[],[],[],73498,icon_42056,0,6,643,0
6431,[65|14020|66|33305|16|1130],[[65|14020]|[66|33305]|[16|1130]],[533|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[533|4]],[],92698,icon_42056,1,7,643,0
6432,[65|17890|66|42495|16|1205],[[65|17890]|[66|42495]|[16|1205]],[533|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[533|4]],[],113546,icon_42056,2,8,643,0
6433,[65|23690|66|56275|16|1595],[[65|23690]|[66|56275]|[16|1595]],[533|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[533|4]],[],150346,icon_42056,3,9,643,0
6434,[65|33360|66|79245|16|1975],[[65|33360]|[66|79245]|[16|1975]],[533|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[533|4]],[],206294,icon_42056,4,10,643,0
6440,[66|132020|26|895],[[66|132020]|[26|895]],,,,-1,[],[],[],[],73486,icon_45056,0,6,644,0
6441,[66|166455|26|1130],[[66|166455]|[26|1130]],[534|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[534|4]],[],92686,icon_45056,1,7,644,0
6442,[66|212370|26|1205],[[66|212370]|[26|1205]],[534|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[534|4]],[],113520,icon_45056,2,8,644,0
6443,[66|281240|26|1595],[[66|281240]|[26|1595]],[534|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[534|4]],[],150320,icon_45056,3,9,644,0
6444,[66|396025|26|1975],[[66|396025]|[26|1975]],[534|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[534|4]],[],206254,icon_45056,4,10,644,0
6510,[65|13915|165|1780],[[65|13915]|[165|1780]],,,,-1,[],[],[],[],91260,icon_40055,0,6,651,0
6511,[65|17540|165|2245],[[65|17540]|[165|2245]],[511|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[511|4]],[],115060,icon_40055,1,7,651,0
6512,[65|22375|165|2400],[[65|22375]|[165|2400]],[511|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[511|4]],[],137500,icon_40055,2,8,651,0
6513,[65|29625|165|3170],[[65|29625]|[165|3170]],[511|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[511|4]],[],181900,icon_40055,3,9,651,0
6514,[65|41710|165|3940],[[65|41710]|[165|3940]],[511|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[511|4]],[],245640,icon_40055,4,10,651,0
6520,[66|105615|65|2805|166|1780],[[66|105615]|[65|2805]|[166|1780]],,,,-1,[],[],[],[],91288,icon_41055,0,6,652,0
6521,[66|133165|65|3530|166|2245],[[66|133165]|[65|3530]|[166|2245]],[512|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[512|4]],[],115088,icon_41055,1,7,652,0
6522,[66|169900|65|4500|166|2400],[[66|169900]|[65|4500]|[166|2400]],[512|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[512|4]],[],137536,icon_41055,2,8,652,0
6523,[66|225000|65|5950|166|3170],[[66|225000]|[65|5950]|[166|3170]],[512|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[512|4]],[],181936,icon_41055,3,9,652,0
6524,[66|316835|65|8370|166|3940],[[66|316835]|[65|8370]|[166|3940]],[512|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[512|4]],[],245684,icon_41055,4,10,652,0
6530,[65|13915|165|1780],[[65|13915]|[165|1780]],,,,-1,[],[],[],[],91260,icon_42055,0,6,653,0
6531,[65|17540|165|2245],[[65|17540]|[165|2245]],[513|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[513|4]],[],115060,icon_42055,1,7,653,0
6532,[65|22375|165|2400],[[65|22375]|[165|2400]],[513|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[513|4]],[],137500,icon_42055,2,8,653,0
6533,[65|29625|165|3170],[[65|29625]|[165|3170]],[513|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[513|4]],[],181900,icon_42055,3,9,653,0
6534,[65|41710|165|3940],[[65|41710]|[165|3940]],[513|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[513|4]],[],245640,icon_42055,4,10,653,0
6540,[66|105615|65|2805|166|1780],[[66|105615]|[65|2805]|[166|1780]],,,,-1,[],[],[],[],91288,icon_45055,0,6,654,0
6541,[66|133165|65|3530|166|2245],[[66|133165]|[65|3530]|[166|2245]],[514|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[514|4]],[],115088,icon_45055,1,7,654,0
6542,[66|169900|65|4500|166|2400],[[66|169900]|[65|4500]|[166|2400]],[514|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[514|4]],[],137536,icon_45055,2,8,654,0
6543,[66|225000|65|5950|166|3170],[[66|225000]|[65|5950]|[166|3170]],[514|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[514|4]],[],181936,icon_45055,3,9,654,0
6544,[66|316835|65|8370|166|3940],[[66|316835]|[65|8370]|[166|3940]],[514|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[514|4]],[],245684,icon_45055,4,10,654,0
6710,[65|13915|8|895],[[65|13915]|[8|895]],,,,-1,[],[],[],[],73560,icon_40051,0,6,671,0
6711,[65|17540|8|1130],[[65|17540]|[8|1130]],[511|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[511|4]],[],92760,icon_40051,1,7,671,0
6712,[65|22375|8|1205],[[65|22375]|[8|1205]],[511|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[511|4]],[],113600,icon_40051,2,8,671,0
6713,[65|29625|8|1595],[[65|29625]|[8|1595]],[511|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[511|4]],[],150400,icon_40051,3,9,671,0
6714,[65|41710|8|1975],[[65|41710]|[8|1975]],[511|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[511|4]],[],206340,icon_40051,4,10,671,0
6720,[66|100050|65|2805|10|895],[[66|100050]|[65|2805]|[10|895]],,,,-1,[],[],[],[],73587,icon_41051,0,6,672,0
6721,[66|126150|65|3530|10|1130],[[66|126150]|[65|3530]|[10|1130]],[512|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[512|4]],[],92787,icon_41051,1,7,672,0
6722,[66|160950|65|4500|10|1205],[[66|160950]|[65|4500]|[10|1205]],[512|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[512|4]],[],113634,icon_41051,2,8,672,0
6723,[66|213150|65|5950|10|1595],[[66|213150]|[65|5950]|[10|1595]],[512|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[512|4]],[],150434,icon_41051,3,9,672,0
6724,[66|300150|65|8370|10|1975],[[66|300150]|[65|8370]|[10|1975]],[512|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[512|4]],[],206380,icon_41051,4,10,672,0
6730,[65|13915|8|895],[[65|13915]|[8|895]],,,,-1,[],[],[],[],73560,icon_42051,0,6,673,0
6731,[65|17540|8|1130],[[65|17540]|[8|1130]],[513|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[513|4]],[],92760,icon_42051,1,7,673,0
6732,[65|22375|8|1205],[[65|22375]|[8|1205]],[513|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[513|4]],[],113600,icon_42051,2,8,673,0
6733,[65|29625|8|1595],[[65|29625]|[8|1595]],[513|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[513|4]],[],150400,icon_42051,3,9,673,0
6734,[65|41710|8|1975],[[65|41710]|[8|1975]],[513|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[513|4]],[],206340,icon_42051,4,10,673,0
6740,[66|100050|65|2805|10|895],[[66|100050]|[65|2805]|[10|895]],,,,-1,[],[],[],[],73587,icon_45051,0,6,674,0
6741,[66|126150|65|3530|10|1130],[[66|126150]|[65|3530]|[10|1130]],[514|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[514|4]],[],92787,icon_45051,1,7,674,0
6742,[66|160950|65|4500|10|1205],[[66|160950]|[65|4500]|[10|1205]],[514|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[514|4]],[],113634,icon_45051,2,8,674,0
6743,[66|213150|65|5950|10|1595],[[66|213150]|[65|5950]|[10|1595]],[514|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[514|4]],[],150434,icon_45051,3,9,674,0
6744,[66|300150|65|8370|10|1975],[[66|300150]|[65|8370]|[10|1975]],[514|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[514|4]],[],206380,icon_45051,4,10,674,0
6810,[65|13915|165|1780],[[65|13915]|[165|1780]],,,,-1,[],[],[],[],91260,icon_40053,0,6,681,0
6811,[65|17540|165|2245],[[65|17540]|[165|2245]],[521|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[521|4]],[],115060,icon_40053,1,7,681,0
6812,[65|22375|165|2400],[[65|22375]|[165|2400]],[521|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[521|4]],[],137500,icon_40053,2,8,681,0
6813,[65|29625|165|3170],[[65|29625]|[165|3170]],[521|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[521|4]],[],181900,icon_40053,3,9,681,0
6814,[65|41710|165|3940],[[65|41710]|[165|3940]],[521|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[521|4]],[],245640,icon_40053,4,10,681,0
6820,[66|125085|166|1780],[[66|125085]|[166|1780]],,,,-1,[],[],[],[],91194,icon_41053,0,6,682,0
6821,[66|157710|166|2245],[[66|157710]|[166|2245]],[522|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[522|4]],[],114994,icon_41053,1,7,682,0
6822,[66|201210|166|2400],[[66|201210]|[166|2400]],[522|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[522|4]],[],137427,icon_41053,2,8,682,0
6823,[66|266460|166|3170],[[66|266460]|[166|3170]],[522|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[522|4]],[],181827,icon_41053,3,9,682,0
6824,[66|375210|166|3940],[[66|375210]|[166|3940]],[522|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[522|4]],[],245560,icon_41053,4,10,682,0
6830,[65|13915|165|1780],[[65|13915]|[165|1780]],,,,-1,[],[],[],[],91260,icon_42053,0,6,683,0
6831,[65|17540|165|2245],[[65|17540]|[165|2245]],[523|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[523|4]],[],115060,icon_42053,1,7,683,0
6832,[65|22375|165|2400],[[65|22375]|[165|2400]],[523|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[523|4]],[],137500,icon_42053,2,8,683,0
6833,[65|29625|165|3170],[[65|29625]|[165|3170]],[523|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[523|4]],[],181900,icon_42053,3,9,683,0
6834,[65|41710|165|3940],[[65|41710]|[165|3940]],[523|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[523|4]],[],245640,icon_42053,4,10,683,0
6840,[66|125085|166|1780],[[66|125085]|[166|1780]],,,,-1,[],[],[],[],91194,icon_45053,0,6,684,0
6841,[66|157710|166|2245],[[66|157710]|[166|2245]],[524|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[524|4]],[],114994,icon_45053,1,7,684,0
6842,[66|201210|166|2400],[[66|201210]|[166|2400]],[524|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[524|4]],[],137427,icon_45053,2,8,684,0
6843,[66|266460|166|3170],[[66|266460]|[166|3170]],[524|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[524|4]],[],181827,icon_45053,3,9,684,0
6844,[66|375210|166|3940],[[66|375210]|[166|3940]],[524|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[524|4]],[],245560,icon_45053,4,10,684,0
6910,[65|11120|66|25035|16|895],[[65|11120]|[66|25035]|[16|895]],,,,-1,[],[],[],[],73507,icon_40052,0,6,691,0
6911,[65|14020|66|31560|16|1130],[[65|14020]|[66|31560]|[16|1130]],[531|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[531|4]],[],92707,icon_40052,1,7,691,0
6912,[65|17890|66|40260|16|1205],[[65|17890]|[66|40260]|[16|1205]],[531|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[531|4]],[],113554,icon_40052,2,8,691,0
6913,[65|23690|66|53310|16|1595],[[65|23690]|[66|53310]|[16|1595]],[531|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[531|4]],[],150354,icon_40052,3,9,691,0
6914,[65|33360|66|75060|16|1975],[[65|33360]|[66|75060]|[16|1975]],[531|4],[2|144|1],,-1,[[2|144|1]],[[2|144|1]],[[531|4]],[],206300,icon_40052,4,10,691,0
6920,[66|125085|26|895],[[66|125085]|[26|895]],,,,-1,[],[],[],[],73494,icon_41052,0,6,692,0
6921,[66|157710|26|1130],[[66|157710]|[26|1130]],[532|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[532|4]],[],92694,icon_41052,1,7,692,0
6922,[66|201210|26|1205],[[66|201210]|[26|1205]],[532|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[532|4]],[],113527,icon_41052,2,8,692,0
6923,[66|266460|26|1595],[[66|266460]|[26|1595]],[532|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[532|4]],[],150327,icon_41052,3,9,692,0
6924,[66|375210|26|1975],[[66|375210]|[26|1975]],[532|4],[2|145|1],,-1,[[2|145|1]],[[2|145|1]],[[532|4]],[],206260,icon_41052,4,10,692,0
6930,[65|11120|66|25035|16|895],[[65|11120]|[66|25035]|[16|895]],,,,-1,[],[],[],[],73507,icon_42052,0,6,693,0
6931,[65|14020|66|31560|16|1130],[[65|14020]|[66|31560]|[16|1130]],[533|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[533|4]],[],92707,icon_42052,1,7,693,0
6932,[65|17890|66|40260|16|1205],[[65|17890]|[66|40260]|[16|1205]],[533|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[533|4]],[],113554,icon_42052,2,8,693,0
6933,[65|23690|66|53310|16|1595],[[65|23690]|[66|53310]|[16|1595]],[533|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[533|4]],[],150354,icon_42052,3,9,693,0
6934,[65|33360|66|75060|16|1975],[[65|33360]|[66|75060]|[16|1975]],[533|4],[2|146|1],,-1,[[2|146|1]],[[2|146|1]],[[533|4]],[],206300,icon_42052,4,10,693,0
6940,[66|125085|26|895],[[66|125085]|[26|895]],,,,-1,[],[],[],[],73494,icon_45052,0,6,694,0
6941,[66|157710|26|1130],[[66|157710]|[26|1130]],[534|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[534|4]],[],92694,icon_45052,1,7,694,0
6942,[66|201210|26|1205],[[66|201210]|[26|1205]],[534|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[534|4]],[],113527,icon_45052,2,8,694,0
6943,[66|266460|26|1595],[[66|266460]|[26|1595]],[534|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[534|4]],[],150327,icon_45052,3,9,694,0
6944,[66|375210|26|1975],[[66|375210]|[26|1975]],[534|4],[2|147|1],,-1,[[2|147|1]],[[2|147|1]],[[534|4]],[],206260,icon_45052,4,10,694,0
15100,,[],,,,-1,[],[],[],[],0,,0,-1,1501,0
15101,[65|165|66|637|165|240|8|24],[[65|165]|[66|637]|[165|240]|[8|24]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],3583,,1,-1,1501,0
15102,[65|330|66|1275|165|480|8|48],[[65|330]|[66|1275]|[165|480]|[8|48]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],7166,,2,-1,1501,0
15103,[65|496|66|1913|165|720|8|72],[[65|496]|[66|1913]|[165|720]|[8|72]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],10754,,3,-1,1501,0
15104,[65|661|66|2551|165|960|8|96],[[65|661]|[66|2551]|[165|960]|[8|96]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],14337,,4,-1,1501,0
15105,[65|661|66|2551|165|960|8|96],[[65|661]|[66|2551]|[165|960]|[8|96]],,[2|404100005|150|2|151|5|2|206|12500],,-1,[[2|404100005|150]|[2|151|5]|[2|206|12500]],[[2|404100005|150]|[2|151|5]|[2|206|12500]],[],[],18868,,5,-1,1501,0
15106,[65|1323|66|5103|165|1440|8|144],[[65|1323]|[66|5103]|[165|1440]|[8|144]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],23400,,6,-1,1501,0
15107,[65|1653|66|6378|165|1680|8|168],[[65|1653]|[66|6378]|[165|1680]|[8|168]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],27926,,7,-1,1501,0
15108,[65|1984|66|7654|165|1920|8|192],[[65|1984]|[66|7654]|[165|1920]|[8|192]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],32457,,8,-1,1501,0
15109,[65|2315|66|8930|165|2160|8|216],[[65|2315]|[66|8930]|[165|2160]|[8|216]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],36988,,9,-1,1501,0
15110,[65|2315|66|8930|165|2160|8|216],[[65|2315]|[66|8930]|[165|2160]|[8|216]],,[2|404100005|195|2|151|10|2|206|16250],,-1,[[2|404100005|195]|[2|151|10]|[2|206|16250]],[[2|404100005|195]|[2|151|10]|[2|206|16250]],[],[],42463,,10,-1,1501,0
15111,[65|3307|66|12757|165|2640|8|264],[[65|3307]|[66|12757]|[165|2640]|[8|264]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],47937,,11,-1,1501,0
15112,[65|3803|66|14671|165|2880|8|288],[[65|3803]|[66|14671]|[165|2880]|[8|288]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],53412,,12,-1,1501,0
15113,[65|4299|66|16584|165|3120|8|312],[[65|4299]|[66|16584]|[165|3120]|[8|312]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],58886,,13,-1,1501,0
15114,[65|4795|66|18498|165|3360|8|336],[[65|4795]|[66|18498]|[165|3360]|[8|336]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],64361,,14,-1,1501,0
15115,[65|4795|66|18498|165|3360|8|336],[[65|4795]|[66|18498]|[165|3360]|[8|336]],,[2|404100005|240|2|151|15|2|206|20000],,-1,[[2|404100005|240]|[2|151|15]|[2|206|20000]],[[2|404100005|240]|[2|151|15]|[2|206|20000]],[],[],70783,,15,-1,1501,0
15116,[65|6118|66|23601|165|3840|8|384],[[65|6118]|[66|23601]|[165|3840]|[8|384]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],77201,,16,-1,1501,0
15117,[65|6780|66|26152|165|4080|8|408],[[65|6780]|[66|26152]|[165|4080]|[8|408]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],83623,,17,-1,1501,0
15118,[65|7441|66|28704|165|4320|8|432],[[65|7441]|[66|28704]|[165|4320]|[8|432]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],90041,,18,-1,1501,0
15119,[65|8103|66|31255|165|4560|8|456],[[65|8103]|[66|31255]|[165|4560]|[8|456]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],96463,,19,-1,1501,0
15120,[65|8103|66|31255|165|4560|8|456],[[65|8103]|[66|31255]|[165|4560]|[8|456]],,[2|404100005|285|2|151|20|2|206|23750],,-1,[[2|404100005|285]|[2|151|20]|[2|206|23750]],[[2|404100005|285]|[2|151|20]|[2|206|23750]],[],[],103828,,20,-1,1501,0
15121,[65|9757|66|37634|165|5040|8|504],[[65|9757]|[66|37634]|[165|5040]|[8|504]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],111194,,21,-1,1501,0
15122,[65|10584|66|40824|165|5280|8|528],[[65|10584]|[66|40824]|[165|5280]|[8|528]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],118560,,22,-1,1501,0
15123,[65|11410|66|44013|165|5520|8|552],[[65|11410]|[66|44013]|[165|5520]|[8|552]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],125921,,23,-1,1501,0
15124,[65|12237|66|47202|165|5760|8|576],[[65|12237]|[66|47202]|[165|5760]|[8|576]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],133286,,24,-1,1501,0
15125,[65|12237|66|47202|165|5760|8|576],[[65|12237]|[66|47202]|[165|5760]|[8|576]],,[2|404100005|330|2|152|10|2|206|27500],,-1,[[2|404100005|330]|[2|152|10]|[2|206|27500]],[[2|404100005|330]|[2|152|10]|[2|206|27500]],[],[],141600,,25,-1,1501,0
15200,,[],,,,-1,[],[],[],[],0,,0,-1,1502,0
15201,[66|1488|65|70|166|240|16|24],[[66|1488]|[65|70]|[166|240]|[16|24]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],3581,,1,-1,1502,0
15202,[66|2976|65|141|166|480|16|48],[[66|2976]|[65|141]|[166|480]|[16|48]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],7166,,2,-1,1502,0
15203,[66|4465|65|212|166|720|16|72],[[66|4465]|[65|212]|[166|720]|[16|72]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],10752,,3,-1,1502,0
15204,[66|5953|65|283|166|960|16|96],[[66|5953]|[65|283]|[166|960]|[16|96]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],14337,,4,-1,1502,0
15205,[66|5953|65|283|166|960|16|96],[[66|5953]|[65|283]|[166|960]|[16|96]],,[2|404100005|150|2|151|5|2|206|12500],,-1,[[2|404100005|150]|[2|151|5]|[2|206|12500]],[[2|404100005|150]|[2|151|5]|[2|206|12500]],[],[],18868,,5,-1,1502,0
15206,[66|11907|65|567|166|1440|16|144],[[66|11907]|[65|567]|[166|1440]|[16|144]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],23400,,6,-1,1502,0
15207,[66|14883|65|708|166|1680|16|168],[[66|14883]|[65|708]|[166|1680]|[16|168]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],27926,,7,-1,1502,0
15208,[66|17860|65|850|166|1920|16|192],[[66|17860]|[65|850]|[166|1920]|[16|192]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],32457,,8,-1,1502,0
15209,[66|20837|65|992|166|2160|16|216],[[66|20837]|[65|992]|[166|2160]|[16|216]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],36988,,9,-1,1502,0
15210,[66|20837|65|992|166|2160|16|216],[[66|20837]|[65|992]|[166|2160]|[16|216]],,[2|404100005|195|2|151|10|2|206|16250],,-1,[[2|404100005|195]|[2|151|10]|[2|206|16250]],[[2|404100005|195]|[2|151|10]|[2|206|16250]],[],[],42461,,10,-1,1502,0
15211,[66|29767|65|1417|166|2640|16|264],[[66|29767]|[65|1417]|[166|2640]|[16|264]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],47937,,11,-1,1502,0
15212,[66|34232|65|1630|166|2880|16|288],[[66|34232]|[65|1630]|[166|2880]|[16|288]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],53414,,12,-1,1502,0
15213,[66|38697|65|1842|166|3120|16|312],[[66|38697]|[65|1842]|[166|3120]|[16|312]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],58886,,13,-1,1502,0
