id,iconAtlas,condition_type,desc,icon,icon_atlas,is_important,isScale,itemPos,maxlv,name,need_lv,open_id,openIdCondition,openIds,pos,position,queue,sci_ids,techIdDic,techIdDict,techIdKeyDic,techIds,type
132003,Atlas/UI_Tech,1,technology_hero_desc_15,tech_tree_all_hero_hp,,-1,false,"(20, 3)",10,technology_hero_name_27,-1,[131902|1],[131902],[[131902|1]],[20|3],[20|3],,[13200301|13200302|13200303|13200304|13200305|13200306|13200307|13200308|13200309|13200310],{13200301:1|13200302:2|13200303:3|13200304:4|13200305:5|13200306:6|13200307:7|13200308:8|13200309:9|13200310:10},{1:13200301|2:13200302|3:13200303|4:13200304|5:13200305|6:13200306|7:13200307|8:13200308|9:13200309|10:13200310},{13200301:1|13200302:2|13200303:3|13200304:4|13200305:5|13200306:6|13200307:7|13200308:8|13200309:9|13200310:10},[13200301|13200302|13200303|13200304|13200305|13200306|13200307|13200308|13200309|13200310],101
132102,Atlas/UI_Tech,1,technology_hero_desc_16,tech_tree_all_hero_dmgrdc,,-1,false,"(21, 2)",5,technology_hero_name_28,-1,[132001|1|132003|1],[132001|132003],[[132001|1]|[132003|1]],[21|2],[21|2],,[13210201|13210202|13210203|13210204|13210205],{13210201:1|13210202:2|13210203:3|13210204:4|13210205:5},{1:13210201|2:13210202|3:13210203|4:13210204|5:13210205},{13210201:1|13210202:2|13210203:3|13210204:4|13210205:5},[13210201|13210202|13210203|13210204|13210205],101
202001,Atlas/UI_Tech,1,technology_adv_desc_202001,tech_501,,-1,false,"(1, 2)",1,technology_adv_name_202001,-1,,,,[1|2],[1|2],,[20200101],{20200101:1},{1:20200101},{20200101:1},[20200101],202
202002,Atlas/UI_Tech,1,technology_adv_desc_202002,tech_502,,-1,false,"(2, 2)",1,technology_adv_name_202002,-1,[202001|1],[202001],[[202001|1]],[2|2],[2|2],,[20200201],{20200201:1},{1:20200201},{20200201:1},[20200201],202
202003,Atlas/UI_Tech,1,technology_adv_desc_202003,tech_705,,-1,false,"(3, 2)",1,technology_adv_name_202003,-1,[202002|1],[202002],[[202002|1]],[3|2],[3|2],,[20200301],{20200301:1},{1:20200301},{20200301:1},[20200301],202
202004,Atlas/UI_Tech,1,technology_adv_desc_202004,tech_707,,-1,false,"(4, 2)",1,technology_adv_name_202004,-1,[202003|1],[202003],[[202003|1]],[4|2],[4|2],,[20200401],{20200401:1},{1:20200401},{20200401:1},[20200401],202
202005,Atlas/UI_Tech,1,technology_hero_desc_14,tech_2001,,-1,false,"(4, 1)",1,technology_adv_name_202005,-1,[202004|1],[202004],[[202004|1]],[4|1],[4|1],,[20200501],{20200501:1},{1:20200501},{20200501:1},[20200501],202
202006,Atlas/UI_Tech,1,technology_adv_desc_202001,tech_501,,-1,false,"(5, 2)",2,technology_adv_name_202006,-1,[202004|1],[202004],[[202004|1]],[5|2],[5|2],,[20200601|20200602],{20200601:1|20200602:2},{1:20200601|2:20200602},{20200601:1|20200602:2},[20200601|20200602],202
202007,Atlas/UI_Tech,1,technology_adv_desc_202002,tech_502,,-1,false,"(6, 2)",2,technology_adv_name_202007,-1,[202006|1],[202006],[[202006|1]],[6|2],[6|2],,[20200701|20200702],{20200701:1|20200702:2},{1:20200701|2:20200702},{20200701:1|20200702:2},[20200701|20200702],202
202008,Atlas/UI_Tech,1,technology_adv_desc_202003,tech_705,,-1,false,"(7, 2)",2,technology_adv_name_202008,-1,[202007|1],[202007],[[202007|1]],[7|2],[7|2],,[20200801|20200802],{20200801:1|20200802:2},{1:20200801|2:20200802},{20200801:1|20200802:2},[20200801|20200802],202
202009,Atlas/UI_Tech,1,technology_adv_desc_202004,tech_707,,-1,false,"(8, 2)",2,technology_adv_name_202009,-1,[202008|1],[202008],[[202008|1]],[8|2],[8|2],,[20200901|20200902],{20200901:1|20200902:2},{1:20200901|2:20200902},{20200901:1|20200902:2},[20200901|20200902],202
202010,Atlas/UI_Tech,1,technology_hero_desc_15,tech_2002,,-1,false,"(8, 3)",1,technology_adv_name_202010,-1,[202009|1],[202009],[[202009|1]],[8|3],[8|3],,[20201001],{20201001:1},{1:20201001},{20201001:1},[20201001],202
202011,Atlas/UI_Tech,1,technology_adv_desc_202001,tech_501,,-1,false,"(9, 2)",3,technology_adv_name_202011,-1,[202009|1],[202009],[[202009|1]],[9|2],[9|2],,[20201101|20201102|20201103],{20201101:1|20201102:2|20201103:3},{1:20201101|2:20201102|3:20201103},{20201101:1|20201102:2|20201103:3},[20201101|20201102|20201103],202
202012,Atlas/UI_Tech,1,technology_adv_desc_202002,tech_502,,-1,false,"(10, 2)",3,technology_adv_name_202012,-1,[202011|1],[202011],[[202011|1]],[10|2],[10|2],,[20201201|20201202|20201203],{20201201:1|20201202:2|20201203:3},{1:20201201|2:20201202|3:20201203},{20201201:1|20201202:2|20201203:3},[20201201|20201202|20201203],202
202013,Atlas/UI_Tech,1,technology_adv_desc_202003,tech_705,,-1,false,"(11, 2)",3,technology_adv_name_202013,-1,[202012|1],[202012],[[202012|1]],[11|2],[11|2],,[20201301|20201302|20201303],{20201301:1|20201302:2|20201303:3},{1:20201301|2:20201302|3:20201303},{20201301:1|20201302:2|20201303:3},[20201301|20201302|20201303],202
202014,Atlas/UI_Tech,1,technology_adv_desc_202004,tech_707,,-1,false,"(12, 2)",3,technology_adv_name_202014,-1,[202013|1],[202013],[[202013|1]],[12|2],[12|2],,[20201401|20201402|20201403],{20201401:1|20201402:2|20201403:3},{1:20201401|2:20201402|3:20201403},{20201401:1|20201402:2|20201403:3},[20201401|20201402|20201403],202
202015,Atlas/UI_Tech,1,UI_hero_team_troop_7,tech_203,,-1,false,"(12, 1)",1,technology_adv_name_202015,-1,[202014|1],[202014],[[202014|1]],[12|1],[12|1],,[20201501],{20201501:1},{1:20201501},{20201501:1},[20201501],202
202016,Atlas/UI_Tech,1,technology_adv_desc_202001,tech_501,,-1,false,"(13, 2)",5,technology_adv_name_202016,-1,[202014|1],[202014],[[202014|1]],[13|2],[13|2],,[20201601|20201602|20201603|20201604|20201605],{20201601:1|20201602:2|20201603:3|20201604:4|20201605:5},{1:20201601|2:20201602|3:20201603|4:20201604|5:20201605},{20201601:1|20201602:2|20201603:3|20201604:4|20201605:5},[20201601|20201602|20201603|20201604|20201605],202
202017,Atlas/UI_Tech,1,technology_adv_desc_202002,tech_502,,-1,false,"(14, 2)",5,technology_adv_name_202017,-1,[202016|1],[202016],[[202016|1]],[14|2],[14|2],,[20201701|20201702|20201703|20201704|20201705],{20201701:1|20201702:2|20201703:3|20201704:4|20201705:5},{1:20201701|2:20201702|3:20201703|4:20201704|5:20201705},{20201701:1|20201702:2|20201703:3|20201704:4|20201705:5},[20201701|20201702|20201703|20201704|20201705],202
202018,Atlas/UI_Tech,1,technology_adv_desc_202003,tech_705,,-1,false,"(15, 2)",5,technology_adv_name_202018,-1,[202017|1],[202017],[[202017|1]],[15|2],[15|2],,[20201801|20201802|20201803|20201804|20201805],{20201801:1|20201802:2|20201803:3|20201804:4|20201805:5},{1:20201801|2:20201802|3:20201803|4:20201804|5:20201805},{20201801:1|20201802:2|20201803:3|20201804:4|20201805:5},[20201801|20201802|20201803|20201804|20201805],202
202019,Atlas/UI_Tech,1,technology_adv_desc_202004,tech_707,,-1,false,"(16, 2)",5,technology_adv_name_202019,-1,[202018|1],[202018],[[202018|1]],[16|2],[16|2],,[20201901|20201902|20201903|20201904|20201905],{20201901:1|20201902:2|20201903:3|20201904:4|20201905:5},{1:20201901|2:20201902|3:20201903|4:20201904|5:20201905},{20201901:1|20201902:2|20201903:3|20201904:4|20201905:5},[20201901|20201902|20201903|20201904|20201905],202
202020,Atlas/UI_Tech,1,UI_hero_team_troop_8,tech_204,,-1,false,"(16, 3)",1,technology_adv_name_202020,-1,[202019|1],[202019],[[202019|1]],[16|3],[16|3],,[20202001],{20202001:1},{1:20202001},{20202001:1},[20202001],202
202021,Atlas/UI_Tech,1,technology_adv_desc_1015,tech_2013,,-1,false,"(2, 3)",3,technology_adv_name_1015,-1,[202002|1],[202002],[[202002|1]],[2|3],[2|3],,[20202101|20202102|20202103],{20202101:1|20202102:2|20202103:3},{1:20202101|2:20202102|3:20202103},{20202101:1|20202102:2|20202103:3},[20202101|20202102|20202103],202
202022,Atlas/UI_Tech,1,attribute_name_1070,tech_205,,-1,false,"(6, 1)",3,attribute_name_1070,-1,[202007|1],[202007],[[202007|1]],[6|1],[6|1],,[20202201|20202202|20202203],{20202201:1|20202202:2|20202203:3},{1:20202201|2:20202202|3:20202203},{20202201:1|20202202:2|20202203:3},[20202201|20202202|20202203],202
202023,Atlas/UI_Tech,1,technology_adv_desc_1034,tech_101,,-1,false,"(10, 3)",3,technology_adv_name_1034_v1,-1,[202012|1],[202012],[[202012|1]],[10|3],[10|3],,[20202301|20202302|20202303],{20202301:1|20202302:2|20202303:3},{1:20202301|2:20202302|3:20202303},{20202301:1|20202302:2|20202303:3},[20202301|20202302|20202303],202
202024,Atlas/UI_Tech,1,technology_adv_desc_1060,tech_2013,,-1,false,"(14, 1)",3,technology_adv_name_1060,-1,[202017|1],[202017],[[202017|1]],[14|1],[14|1],,[20202401|20202402|20202403],{20202401:1|20202402:2|20202403:3},{1:20202401|2:20202402|3:20202403},{20202401:1|20202402:2|20202403:3},[20202401|20202402|20202403],202
202025,Atlas/UI_Tech,1,technology_train_desc,tech_1109,,-1,false,"(4, 3)",1,technology_train_v1,-1,[202004|1],[202004],[[202004|1]],[4|3],[4|3],,[20202501],{20202501:1},{1:20202501},{20202501:1},[20202501],202
202026,Atlas/UI_Tech,1,technology_train_desc,tech_1109,,-1,false,"(8, 1)",1,technology_train_V2,-1,[202009|1],[202009],[[202009|1]],[8|1],[8|1],,[20202601],{20202601:1},{1:20202601},{20202601:1},[20202601],202
202027,Atlas/UI_Tech,1,technology_train_desc,tech_1109,,-1,false,"(12, 3)",1,technology_train_V3,-1,[202014|1],[202014],[[202014|1]],[12|3],[12|3],,[20202701],{20202701:1},{1:20202701},{20202701:1},[20202701],202
202028,Atlas/UI_Tech,1,technology_train_desc,tech_1109,,-1,false,"(16, 1)",1,technology_train_V4,-1,[202019|1],[202019],[[202019|1]],[16|1],[16|1],,[20202801],{20202801:1},{1:20202801},{20202801:1},[20202801],202
213001,Atlas/UI_Tech,-1,technology_adv_desc_1034,tech_101,,-1,false,"(1, 2)",5,technology_adv_name_1034_v1,-1,,,,[1|2],[1|2],,[21300101|21300102|21300103|21300104|21300105],{21300101:1|21300102:2|21300103:3|21300104:4|21300105:5},{1:21300101|2:21300102|3:21300103|4:21300104|5:21300105},{21300101:1|21300102:2|21300103:3|21300104:4|21300105:5},[21300101|21300102|21300103|21300104|21300105],213
213002,Atlas/UI_Tech,1,technology_adv_desc_1032,tech_504,,-1,false,"(2, 1)",5,technology_adv_name_1032,-1,[213001|1],[213001],[[213001|1]],[2|1],[2|1],,[21300201|21300202|21300203|21300204|21300205],{21300201:1|21300202:2|21300203:3|21300204:4|21300205:5},{1:21300201|2:21300202|3:21300203|4:21300204|5:21300205},{21300201:1|21300202:2|21300203:3|21300204:4|21300205:5},[21300201|21300202|21300203|21300204|21300205],213
213003,Atlas/UI_Tech,1,technology_train_desc,tech_1109,,-1,false,"(2, 3)",5,technology_train_v1,-1,[213001|1],[213001],[[213001|1]],[2|3],[2|3],,[21300301|21300302|21300303|21300304|21300305],{21300301:1|21300302:2|21300303:3|21300304:4|21300305:5},{1:21300301|2:21300302|3:21300303|4:21300304|5:21300305},{21300301:1|21300302:2|21300303:3|21300304:4|21300305:5},[21300301|21300302|21300303|21300304|21300305],213
213004,Atlas/UI_Tech,1,technology_adv_desc_1035,tech_102,,-1,false,"(3, 2)",5,technology_adv_name_1035_v1,-1,[213002|1|213003|1],[213002|213003],[[213002|1]|[213003|1]],[3|2],[3|2],,[21300401|21300402|21300403|21300404|21300405],{21300401:1|21300402:2|21300403:3|21300404:4|21300405:5},{1:21300401|2:21300402|3:21300403|4:21300404|5:21300405},{21300401:1|21300402:2|21300403:3|21300404:4|21300405:5},[21300401|21300402|21300403|21300404|21300405],213
213005,Atlas/UI_Tech,1,technology_treat_desc,tech_207,,-1,false,"(4, 1)",5,technology_treat_v1,-1,[213004|1],[213004],[[213004|1]],[4|1],[4|1],,[21300501|21300502|21300503|21300504|21300505],{21300501:1|21300502:2|21300503:3|21300504:4|21300505:5},{1:21300501|2:21300502|3:21300503|4:21300504|5:21300505},{21300501:1|21300502:2|21300503:3|21300504:4|21300505:5},[21300501|21300502|21300503|21300504|21300505],213
213006,Atlas/UI_Tech,1,technology_adv_desc_1016,tech_510,,-1,false,"(4, 3)",5,technology_adv_name_1016,-1,[213004|1],[213004],[[213004|1]],[4|3],[4|3],,[21300601|21300602|21300603|21300604|21300605],{21300601:1|21300602:2|21300603:3|21300604:4|21300605:5},{1:21300601|2:21300602|3:21300603|4:21300604|5:21300605},{21300601:1|21300602:2|21300603:3|21300604:4|21300605:5},[21300601|21300602|21300603|21300604|21300605],213
213007,Atlas/UI_Tech,1,technology_buildno_desc,tech_108,,-1,false,"(5, 2)",5,technology_buildno_v1,-1,[213005|1|213006|1],[213005|213006],[[213005|1]|[213006|1]],[5|2],[5|2],,[21300701|21300702|21300703|21300704|21300705],{21300701:1|21300702:2|21300703:3|21300704:4|21300705:5},{1:21300701|2:21300702|3:21300703|4:21300704|5:21300705},{21300701:1|21300702:2|21300703:3|21300704:4|21300705:5},[21300701|21300702|21300703|21300704|21300705],213
213008,Atlas/UI_Tech,1,technology_adv_desc_1034,tech_101,,-1,false,"(6, 2)",5,technology_adv_name_1034_v2,-1,[213007|1],[213007],[[213007|1]],[6|2],[6|2],,[21300801|21300802|21300803|21300804|21300805],{21300801:1|21300802:2|21300803:3|21300804:4|21300805:5},{1:21300801|2:21300802|3:21300803|4:21300804|5:21300805},{21300801:1|21300802:2|21300803:3|21300804:4|21300805:5},[21300801|21300802|21300803|21300804|21300805],213
213009,Atlas/UI_Tech,1,technology_adv_desc_1032,tech_504,,-1,false,"(7, 1)",5,technology_adv_name_1032,-1,[213008|1],[213008],[[213008|1]],[7|1],[7|1],,[21300901|21300902|21300903|21300904|21300905],{21300901:1|21300902:2|21300903:3|21300904:4|21300905:5},{1:21300901|2:21300902|3:21300903|4:21300904|5:21300905},{21300901:1|21300902:2|21300903:3|21300904:4|21300905:5},[21300901|21300902|21300903|21300904|21300905],213
213010,Atlas/UI_Tech,1,technology_train_desc,tech_1109,,-1,false,"(7, 3)",5,technology_train_V2,-1,[213008|1],[213008],[[213008|1]],[7|3],[7|3],,[21301001|21301002|21301003|21301004|21301005],{21301001:1|21301002:2|21301003:3|21301004:4|21301005:5},{1:21301001|2:21301002|3:21301003|4:21301004|5:21301005},{21301001:1|21301002:2|21301003:3|21301004:4|21301005:5},[21301001|21301002|21301003|21301004|21301005],213
213011,Atlas/UI_Tech,1,technology_adv_desc_1035,tech_102,,-1,false,"(8, 2)",5,technology_adv_name_1035_v2,-1,[213009|1|213010|1],[213009|213010],[[213009|1]|[213010|1]],[8|2],[8|2],,[21301101|21301102|21301103|21301104|21301105],{21301101:1|21301102:2|21301103:3|21301104:4|21301105:5},{1:21301101|2:21301102|3:21301103|4:21301104|5:21301105},{21301101:1|21301102:2|21301103:3|21301104:4|21301105:5},[21301101|21301102|21301103|21301104|21301105],213
213012,Atlas/UI_Tech,1,technology_treat_desc,tech_207,,-1,false,"(9, 1)",5,technology_treat_V2,-1,[213011|1],[213011],[[213011|1]],[9|1],[9|1],,[21301201|21301202|21301203|21301204|21301205],{21301201:1|21301202:2|21301203:3|21301204:4|21301205:5},{1:21301201|2:21301202|3:21301203|4:21301204|5:21301205},{21301201:1|21301202:2|21301203:3|21301204:4|21301205:5},[21301201|21301202|21301203|21301204|21301205],213
213013,Atlas/UI_Tech,1,technology_adv_desc_1016,tech_510,,-1,false,"(9, 3)",5,technology_adv_name_1016,-1,[213011|1],[213011],[[213011|1]],[9|3],[9|3],,[21301301|21301302|21301303|21301304|21301305],{21301301:1|21301302:2|21301303:3|21301304:4|21301305:5},{1:21301301|2:21301302|3:21301303|4:21301304|5:21301305},{21301301:1|21301302:2|21301303:3|21301304:4|21301305:5},[21301301|21301302|21301303|21301304|21301305],213
213014,Atlas/UI_Tech,1,technology_adv_grounds_desc,tech_603,,-1,false,"(10, 2)",5,technology_adv_grounds_v1,-1,[213012|1|213013|1],[213012|213013],[[213012|1]|[213013|1]],[10|2],[10|2],,[21301401|21301402|21301403|21301404|21301405],{21301401:1|21301402:2|21301403:3|21301404:4|21301405:5},{1:21301401|2:21301402|3:21301403|4:21301404|5:21301405},{21301401:1|21301402:2|21301403:3|21301404:4|21301405:5},[21301401|21301402|21301403|21301404|21301405],213
213015,Atlas/UI_Tech,1,technology_adv_desc_1034,tech_101,,-1,false,"(11, 2)",5,technology_adv_name_1034_v3,-1,[213014|1],[213014],[[213014|1]],[11|2],[11|2],,[21301501|21301502|21301503|21301504|21301505],{21301501:1|21301502:2|21301503:3|21301504:4|21301505:5},{1:21301501|2:21301502|3:21301503|4:21301504|5:21301505},{21301501:1|21301502:2|21301503:3|21301504:4|21301505:5},[21301501|21301502|21301503|21301504|21301505],213
213016,Atlas/UI_Tech,1,technology_adv_desc_1032,tech_504,,-1,false,"(12, 1)",5,technology_adv_name_1032,-1,[213015|1],[213015],[[213015|1]],[12|1],[12|1],,[21301601|21301602|21301603|21301604|21301605],{21301601:1|21301602:2|21301603:3|21301604:4|21301605:5},{1:21301601|2:21301602|3:21301603|4:21301604|5:21301605},{21301601:1|21301602:2|21301603:3|21301604:4|21301605:5},[21301601|21301602|21301603|21301604|21301605],213
213017,Atlas/UI_Tech,1,technology_train_desc,tech_1109,,-1,false,"(12, 3)",5,technology_train_V3,-1,[213015|1],[213015],[[213015|1]],[12|3],[12|3],,[21301701|21301702|21301703|21301704|21301705],{21301701:1|21301702:2|21301703:3|21301704:4|21301705:5},{1:21301701|2:21301702|3:21301703|4:21301704|5:21301705},{21301701:1|21301702:2|21301703:3|21301704:4|21301705:5},[21301701|21301702|21301703|21301704|21301705],213
213018,Atlas/UI_Tech,1,technology_adv_desc_1035,tech_102,,-1,false,"(13, 2)",5,technology_adv_name_1035_v3,-1,[213016|1|213017|1],[213016|213017],[[213016|1]|[213017|1]],[13|2],[13|2],,[21301801|21301802|21301803|21301804|21301805],{21301801:1|21301802:2|21301803:3|21301804:4|21301805:5},{1:21301801|2:21301802|3:21301803|4:21301804|5:21301805},{21301801:1|21301802:2|21301803:3|21301804:4|21301805:5},[21301801|21301802|21301803|21301804|21301805],213
213019,Atlas/UI_Tech,1,technology_treat_desc,tech_207,,-1,false,"(14, 1)",5,technology_treat_V3,-1,[213018|1],[213018],[[213018|1]],[14|1],[14|1],,[21301901|21301902|21301903|21301904|21301905],{21301901:1|21301902:2|21301903:3|21301904:4|21301905:5},{1:21301901|2:21301902|3:21301903|4:21301904|5:21301905},{21301901:1|21301902:2|21301903:3|21301904:4|21301905:5},[21301901|21301902|21301903|21301904|21301905],213
213020,Atlas/UI_Tech,1,technology_adv_desc_1016,tech_510,,-1,false,"(14, 3)",5,technology_adv_name_1016,-1,[213018|1],[213018],[[213018|1]],[14|3],[14|3],,[21302001|21302002|21302003|21302004|21302005],{21302001:1|21302002:2|21302003:3|21302004:4|21302005:5},{1:21302001|2:21302002|3:21302003|4:21302004|5:21302005},{21302001:1|21302002:2|21302003:3|21302004:4|21302005:5},[21302001|21302002|21302003|21302004|21302005],213
213021,Atlas/UI_Tech,1,technology_treatno_desc,tech_1407,,-1,false,"(15, 2)",5,technology_treatno_v1,-1,[213019|1|213020|1],[213019|213020],[[213019|1]|[213020|1]],[15|2],[15|2],,[21302101|21302102|21302103|21302104|21302105],{21302101:1|21302102:2|21302103:3|21302104:4|21302105:5},{1:21302101|2:21302102|3:21302103|4:21302104|5:21302105},{21302101:1|21302102:2|21302103:3|21302104:4|21302105:5},[21302101|21302102|21302103|21302104|21302105],213
213022,Atlas/UI_Tech,1,technology_adv_desc_1034,tech_101,,-1,false,"(16, 2)",5,technology_adv_name_1034_v4,-1,[213021|1],[213021],[[213021|1]],[16|2],[16|2],,[21302201|21302202|21302203|21302204|21302205],{21302201:1|21302202:2|21302203:3|21302204:4|21302205:5},{1:21302201|2:21302202|3:21302203|4:21302204|5:21302205},{21302201:1|21302202:2|21302203:3|21302204:4|21302205:5},[21302201|21302202|21302203|21302204|21302205],213
213023,Atlas/UI_Tech,1,technology_adv_desc_1032,tech_504,,-1,false,"(17, 1)",5,technology_adv_name_1032,-1,[213022|1],[213022],[[213022|1]],[17|1],[17|1],,[21302301|21302302|21302303|21302304|21302305],{21302301:1|21302302:2|21302303:3|21302304:4|21302305:5},{1:21302301|2:21302302|3:21302303|4:21302304|5:21302305},{21302301:1|21302302:2|21302303:3|21302304:4|21302305:5},[21302301|21302302|21302303|21302304|21302305],213
213024,Atlas/UI_Tech,1,technology_train_desc,tech_1109,,-1,false,"(17, 3)",5,technology_train_V4,-1,[213022|1],[213022],[[213022|1]],[17|3],[17|3],,[21302401|21302402|21302403|21302404|21302405],{21302401:1|21302402:2|21302403:3|21302404:4|21302405:5},{1:21302401|2:21302402|3:21302403|4:21302404|5:21302405},{21302401:1|21302402:2|21302403:3|21302404:4|21302405:5},[21302401|21302402|21302403|21302404|21302405],213
213025,Atlas/UI_Tech,1,technology_adv_desc_1035,tech_102,,-1,false,"(18, 2)",5,technology_adv_name_1035_v4,-1,[213023|1|213024|1],[213023|213024],[[213023|1]|[213024|1]],[18|2],[18|2],,[21302501|21302502|21302503|21302504|21302505],{21302501:1|21302502:2|21302503:3|21302504:4|21302505:5},{1:21302501|2:21302502|3:21302503|4:21302504|5:21302505},{21302501:1|21302502:2|21302503:3|21302504:4|21302505:5},[21302501|21302502|21302503|21302504|21302505],213
213026,Atlas/UI_Tech,1,technology_treat_desc,tech_207,,-1,false,"(19, 1)",5,technology_treat_V4,-1,[213025|1],[213025],[[213025|1]],[19|1],[19|1],,[21302601|21302602|21302603|21302604|21302605],{21302601:1|21302602:2|21302603:3|21302604:4|21302605:5},{1:21302601|2:21302602|3:21302603|4:21302604|5:21302605},{21302601:1|21302602:2|21302603:3|21302604:4|21302605:5},[21302601|21302602|21302603|21302604|21302605],213
213027,Atlas/UI_Tech,1,technology_adv_desc_1016,tech_510,,-1,false,"(19, 3)",5,technology_adv_name_1016,-1,[213025|1],[213025],[[213025|1]],[19|3],[19|3],,[21302701|21302702|21302703|21302704|21302705],{21302701:1|21302702:2|21302703:3|21302704:4|21302705:5},{1:21302701|2:21302702|3:21302703|4:21302704|5:21302705},{21302701:1|21302702:2|21302703:3|21302704:4|21302705:5},[21302701|21302702|21302703|21302704|21302705],213
213028,Atlas/UI_Tech,1,technology_adv_grounds_desc,tech_603,,-1,false,"(20, 2)",5,technology_adv_grounds_v2,-1,[213026|1|213027|1],[213026|213027],[[213026|1]|[213027|1]],[20|2],[20|2],,[21302801|21302802|21302803|21302804|21302805],{21302801:1|21302802:2|21302803:3|21302804:4|21302805:5},{1:21302801|2:21302802|3:21302803|4:21302804|5:21302805},{21302801:1|21302802:2|21302803:3|21302804:4|21302805:5},[21302801|21302802|21302803|21302804|21302805],213
213029,Atlas/UI_Tech,1,technology_adv_desc_1056,tech_1410,,-1,false,"(21, 2)",5,technology_adv_name_1056,-1,[213028|1],[213028],[[213028|1]],[21|2],[21|2],,[21302901|21302902|21302903|21302904|21302905],{21302901:1|21302902:2|21302903:3|21302904:4|21302905:5},{1:21302901|2:21302902|3:21302903|4:21302904|5:21302905},{21302901:1|21302902:2|21302903:3|21302904:4|21302905:5},[21302901|21302902|21302903|21302904|21302905],213
213030,Atlas/UI_Tech,1,technology_adv_desc_jiaochang,tech_jiaochang,,-1,false,"(22, 2)",1,technology_adv_name_jiaochang,-1,[213029|1],[213029],[[213029|1]],[22|2],[22|2],,[21303001],{21303001:1},{1:21303001},{21303001:1},[21303001],213
214001,Atlas/UI_Tech,-1,technology_hero_desc_1,tech_tree_league_hero_dmg,,-1,false,"(1, 2)",5,technology_hero_name_1,-1,,,,[1|2],[1|2],,[21400101|21400102|21400103|21400104|21400105],{21400101:1|21400102:2|21400103:3|21400104:4|21400105:5},{1:21400101|2:21400102|3:21400103|4:21400104|5:21400105},{21400101:1|21400102:2|21400103:3|21400104:4|21400105:5},[21400101|21400102|21400103|21400104|21400105],214
214002,Atlas/UI_Tech,1,technology_hero_desc_2,tech_tree_league_hero_atk,,-1,false,"(2, 1)",5,technology_hero_name_2,-1,[214001|1],[214001],[[214001|1]],[2|1],[2|1],,[21400201|21400202|21400203|21400204|21400205],{21400201:1|21400202:2|21400203:3|21400204:4|21400205:5},{1:21400201|2:21400202|3:21400203|4:21400204|5:21400205},{21400201:1|21400202:2|21400203:3|21400204:4|21400205:5},[21400201|21400202|21400203|21400204|21400205],214
214003,Atlas/UI_Tech,1,technology_hero_desc_3,tech_tree_league_hero_hp,,-1,false,"(2, 3)",5,technology_hero_name_3,-1,[214001|1],[214001],[[214001|1]],[2|3],[2|3],,[21400301|21400302|21400303|21400304|21400305],{21400301:1|21400302:2|21400303:3|21400304:4|21400305:5},{1:21400301|2:21400302|3:21400303|4:21400304|5:21400305},{21400301:1|21400302:2|21400303:3|21400304:4|21400305:5},[21400301|21400302|21400303|21400304|21400305],214
214004,Atlas/UI_Tech,1,technology_hero_desc_4,tech_tree_league_hero_dmgrdc,,-1,false,"(3, 2)",5,technology_hero_name_4,-1,[214002|1|214003|1],[214002|214003],[[214002|1]|[214003|1]],[3|2],[3|2],,[21400401|21400402|21400403|21400404|21400405],{21400401:1|21400402:2|21400403:3|21400404:4|21400405:5},{1:21400401|2:21400402|3:21400403|4:21400404|5:21400405},{21400401:1|21400402:2|21400403:3|21400404:4|21400405:5},[21400401|21400402|21400403|21400404|21400405],214
214005,Atlas/UI_Tech,1,technology_hero_desc_5,tech_tree_nature_hero_dmg,,-1,false,"(4, 2)",5,technology_hero_name_5,-1,[214004|1],[214004],[[214004|1]],[4|2],[4|2],,[21400501|21400502|21400503|21400504|21400505],{21400501:1|21400502:2|21400503:3|21400504:4|21400505:5},{1:21400501|2:21400502|3:21400503|4:21400504|5:21400505},{21400501:1|21400502:2|21400503:3|21400504:4|21400505:5},[21400501|21400502|21400503|21400504|21400505],214
214006,Atlas/UI_Tech,1,technology_hero_desc_6,tech_tree_nature_hero_atk,,-1,false,"(5, 1)",5,technology_hero_name_6,-1,[214005|1],[214005],[[214005|1]],[5|1],[5|1],,[21400601|21400602|21400603|21400604|21400605],{21400601:1|21400602:2|21400603:3|21400604:4|21400605:5},{1:21400601|2:21400602|3:21400603|4:21400604|5:21400605},{21400601:1|21400602:2|21400603:3|21400604:4|21400605:5},[21400601|21400602|21400603|21400604|21400605],214
214007,Atlas/UI_Tech,1,technology_hero_desc_7,tech_tree_nature_hero_hp,,-1,false,"(5, 3)",5,technology_hero_name_7,-1,[214005|1],[214005],[[214005|1]],[5|3],[5|3],,[21400701|21400702|21400703|21400704|21400705],{21400701:1|21400702:2|21400703:3|21400704:4|21400705:5},{1:21400701|2:21400702|3:21400703|4:21400704|5:21400705},{21400701:1|21400702:2|21400703:3|21400704:4|21400705:5},[21400701|21400702|21400703|21400704|21400705],214
214008,Atlas/UI_Tech,1,technology_hero_desc_8,tech_tree_nature_hero_dmgrdc,,-1,false,"(6, 2)",5,technology_hero_name_8,-1,[214006|1|214007|1],[214006|214007],[[214006|1]|[214007|1]],[6|2],[6|2],,[21400801|21400802|21400803|21400804|21400805],{21400801:1|21400802:2|21400803:3|21400804:4|21400805:5},{1:21400801|2:21400802|3:21400803|4:21400804|5:21400805},{21400801:1|21400802:2|21400803:3|21400804:4|21400805:5},[21400801|21400802|21400803|21400804|21400805],214
