id,picAtlas,scale,anim,anim_2,anim_2_f,anim_f,attr_equip,attr_equip_f,attr_own,attr_own_f,auto_use,avatar,avatar_birth,avatar_birth_f,avatar_f,avatar_idle,avatar_idle_f,building_lv,City_building_resource,City_building_resource_f,conversion_goods,cost,costArr,desc,fightforce,group,Hall_icon,hide,large,level,name,offsetX,offsetY,pic,pic_atlas,pic_f,position1,quality,scale1,scale2,server_list,serverSet,sex,shield_scale,skill_effect_buff,source_goods,territory_anim,territory_desc,territory_param,territory_range,unlock_days,world_skin_skill
21303,Atlas/UI_Worldskin,1.8,castle_face_213,,,castle_face_213,[10103|1000|1076|1500],[10103|1000|1076|1500],[10104|3400|1019|26],[10104|3400|1019|26],1,,,,,,,,Avatar/Spine/Building/chengjiandating_213,Avatar/Spine/Building/chengjiandating_213,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_213,95000,213,Building_chengjiandating,-1,2,4,skin_name_213,0,0,worldskin_017,Atlas/UI_Worldskin,worldskin_017,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,213001,-1,,,,-1,33,213001
21304,Atlas/UI_Worldskin,1.8,castle_face_213,,,castle_face_213,[10103|1000|1076|1500],[10103|1000|1076|1500],[10104|3700|1019|28],[10104|3700|1019|28],1,,,,,,,,Avatar/Spine/Building/chengjiandating_213,Avatar/Spine/Building/chengjiandating_213,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_213,100000,213,Building_chengjiandating,-1,2,5,skin_name_213,0,0,worldskin_017,Atlas/UI_Worldskin,worldskin_017,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,213001,-1,,,,-1,33,213001
2132,Atlas/UI_Worldskin,1.8,castle_face_213_lv2,,,castle_face_213_lv2,[10103|1000|1076|1500],[10103|1000|1076|1500],[10104|4000|1019|30],[10104|4000|1019|30],1,,,,,,,,Avatar/Spine/Building/chengjiandating_213_lv2,Avatar/Spine/Building/chengjiandating_213_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_213,120000,213,Building_chengjiandating,-1,2,6,skin_name_213,0,0,worldskin_017_lv2,Atlas/UI_Worldskin,worldskin_017_lv2,[0|0],6,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,213021,-1,,,,-1,33,213021
221,Atlas/UI_Worldskin,1.8,castle_face_221,,,castle_face_221,[10103|500],[10103|500],[10103|500|10104|1000|1039|500|1022|2000|1016|2000],[10103|500|10104|1000|1039|500|1022|2000|1016|2000],1,,,,,,,,Avatar/Spine/Building/chengjiandating_221,Avatar/Spine/Building/chengjiandating_221,999|2|5000,,[],skin_desc_221,40000,221,Building_chengjiandating,-1,2,1,skin_name_221,0,0,worldskin_018,Atlas/UI_Worldskin,worldskin_018,[0|0],4,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,11,-1
231,Atlas/UI_Worldskin,1.8,castle_face_231,,,castle_face_231,[1039|500|1000104|3000],[1039|500|1000104|3000],[10103|500|10104|500|13104|1500],[10103|500|10104|500|13104|1500],1,,,,,,,,Avatar/Spine/Building/chengjiandating_231,Avatar/Spine/Building/chengjiandating_231,999|2|5000,,[],skin_desc_231,80000,231,Building_chengjiandating,-1,2,1,skin_name_231,0,0,worldskin_019,Atlas/UI_Worldskin,worldskin_019,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,231001,-1,,,,-1,29,231001
23101,Atlas/UI_Worldskin,1.8,castle_face_231,,,castle_face_231,[1039|500|1000104|3000],[1039|500|1000104|3000],[10103|600|10104|600|13104|1700],[10103|600|10104|600|13104|1700],1,,,,,,,,Avatar/Spine/Building/chengjiandating_231,Avatar/Spine/Building/chengjiandating_231,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_231,85000,231,Building_chengjiandating,-1,2,2,skin_name_231,0,0,worldskin_019,Atlas/UI_Worldskin,worldskin_019,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,231001,-1,,,,-1,29,231001
23102,Atlas/UI_Worldskin,1.8,castle_face_231,,,castle_face_231,[1039|500|1000104|3000],[1039|500|1000104|3000],[10103|700|10104|700|13104|1900],[10103|700|10104|700|13104|1900],1,,,,,,,,Avatar/Spine/Building/chengjiandating_231,Avatar/Spine/Building/chengjiandating_231,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_231,90000,231,Building_chengjiandating,-1,2,3,skin_name_231,0,0,worldskin_019,Atlas/UI_Worldskin,worldskin_019,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,231001,-1,,,,-1,29,231001
23103,Atlas/UI_Worldskin,1.8,castle_face_231,,,castle_face_231,[1039|500|1000104|3000],[1039|500|1000104|3000],[10103|800|10104|800|13104|2100],[10103|800|10104|800|13104|2100],1,,,,,,,,Avatar/Spine/Building/chengjiandating_231,Avatar/Spine/Building/chengjiandating_231,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_231,95000,231,Building_chengjiandating,-1,2,4,skin_name_231,0,0,worldskin_019,Atlas/UI_Worldskin,worldskin_019,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,231001,-1,,,,-1,29,231001
23104,Atlas/UI_Worldskin,1.8,castle_face_231,,,castle_face_231,[1039|500|1000104|3000],[1039|500|1000104|3000],[10103|900|10104|900|13104|2300],[10103|900|10104|900|13104|2300],1,,,,,,,,Avatar/Spine/Building/chengjiandating_231,Avatar/Spine/Building/chengjiandating_231,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_231,100000,231,Building_chengjiandating,-1,2,5,skin_name_231,0,0,worldskin_019,Atlas/UI_Worldskin,worldskin_019,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,231001,-1,,,,-1,29,231001
2312,Atlas/UI_Worldskin,1.8,castle_face_231_lv2,,,castle_face_231_lv2,[1039|500|1000104|3000],[1039|500|1000104|3000],[10103|1000|10104|1000|13104|2500],[10103|1000|10104|1000|13104|2500],1,,,,,,,,Avatar/Spine/Building/chengjiandating_231_lv2,Avatar/Spine/Building/chengjiandating_231_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_231,120000,231,Building_chengjiandating,-1,2,6,skin_name_231,0,0,worldskin_019,Atlas/UI_Worldskin,worldskin_019,[0|0],6,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,231021,-1,,,,-1,29,231021
241,Atlas/UI_Worldskin,1.8,castle_face_241,,,castle_face_241,[15103|1500|33|1500],[15103|1500|33|1500],[10103|500|10104|500|15104|1500],[10103|500|10104|500|15104|1500],1,,,,,,,,Avatar/Spine/Building/chengjiandating_241,Avatar/Spine/Building/chengjiandating_241,999|2|5000,,[],skin_desc_241,80000,241,Building_chengjiandating,-1,2,1,skin_name_241,0,0,worldskin_020,Atlas/UI_Worldskin,worldskin_020,[0|0],5,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,241001,-1,,,,-1,33,241001
24101,Atlas/UI_Worldskin,1.75,castle_face_241,,,castle_face_241,[15103|1500|33|1500],[15103|1500|33|1500],[10103|600|10104|600|15104|1700],[10103|600|10104|600|15104|1700],1,,,,,,,,Avatar/Spine/Building/chengjiandating_241,Avatar/Spine/Building/chengjiandating_241,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_241,85000,241,Building_chengjiandating,-1,2,2,skin_name_241,0,0,worldskin_020,Atlas/UI_Worldskin,worldskin_020,[0|0],5,175,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,241001,-1,,,,-1,33,241001
24102,Atlas/UI_Worldskin,1.75,castle_face_241,,,castle_face_241,[15103|1500|33|1500],[15103|1500|33|1500],[10103|700|10104|700|15104|1900],[10103|700|10104|700|15104|1900],1,,,,,,,,Avatar/Spine/Building/chengjiandating_241,Avatar/Spine/Building/chengjiandating_241,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_241,90000,241,Building_chengjiandating,-1,2,3,skin_name_241,0,0,worldskin_020,Atlas/UI_Worldskin,worldskin_020,[0|0],5,175,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,241001,-1,,,,-1,33,241001
24103,Atlas/UI_Worldskin,1.75,castle_face_241,,,castle_face_241,[15103|1500|33|1500],[15103|1500|33|1500],[10103|800|10104|800|15104|2100],[10103|800|10104|800|15104|2100],1,,,,,,,,Avatar/Spine/Building/chengjiandating_241,Avatar/Spine/Building/chengjiandating_241,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_241,95000,241,Building_chengjiandating,-1,2,4,skin_name_241,0,0,worldskin_020,Atlas/UI_Worldskin,worldskin_020,[0|0],5,175,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,241001,-1,,,,-1,33,241001
24104,Atlas/UI_Worldskin,1.75,castle_face_241,,,castle_face_241,[15103|1500|33|1500],[15103|1500|33|1500],[10103|900|10104|900|15104|2300],[10103|900|10104|900|15104|2300],1,,,,,,,,Avatar/Spine/Building/chengjiandating_241,Avatar/Spine/Building/chengjiandating_241,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_241,100000,241,Building_chengjiandating,-1,2,5,skin_name_241,0,0,worldskin_020,Atlas/UI_Worldskin,worldskin_020,[0|0],5,175,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,241001,-1,,,,-1,33,241001
2412,Atlas/UI_Worldskin,1.75,castle_face_241_lv2,,,castle_face_241_lv2,[15103|1500|33|1500],[15103|1500|33|1500],[10103|1000|10104|1000|15104|2500],[10103|1000|10104|1000|15104|2500],1,,,,,,,,Avatar/Spine/Building/chengjiandating_241_lv2,Avatar/Spine/Building/chengjiandating_241_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_241,120000,241,Building_chengjiandating,-1,2,6,skin_name_241,0,0,worldskin_020_lv2,Atlas/UI_Worldskin,worldskin_020_lv2,[0|0],6,175,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,241021,-1,,,,-1,33,241021
251,Atlas/UI_Worldskin,1.8,castle_face_251,,,castle_face_251,[10104|1000],[10104|1000],[10103|300|10104|1000|1022|1000],[10103|300|10104|1000|1022|1000],1,,,,,,,,Avatar/Spine/Building/chengjiandating_251,Avatar/Spine/Building/chengjiandating_251,999|2|5000,,[],skin_desc_251,40000,251,Building_chengjiandating,-1,2,1,skin_name_251,0,0,worldskin_021,Atlas/UI_Worldskin,worldskin_021,[0|0],4,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
252,Atlas/UI_Worldskin,1.8,castle_face_252,,,castle_face_252,[10103|500|20|1000],[10103|500|20|1000],[10104|3000|1019|30],[10104|3000|1019|30],1,,,,,,,,Avatar/Spine/Building/chengjiandating_252,Avatar/Spine/Building/chengjiandating_252,999|2|5000,,[],skin_desc_252,60000,252,Building_chengjiandating,-1,2,1,skin_name_252,0,0,worldskin_022,Atlas/UI_Worldskin,worldskin_022,[0|0],4,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
261,Atlas/UI_Worldskin,1.8,castle_face_261,,,castle_face_261,[10103|500|1006|2000],[10103|500|1006|2000],[10104|3000|1019|30],[10104|3000|1019|30],1,,,,,,,,Avatar/Spine/Building/chengjiandating_261,Avatar/Spine/Building/chengjiandating_261,999|2|5000,,[],skin_desc_261,60000,261,Building_chengjiandating,-1,2,1,skin_name_261,0,0,worldskin_023,Atlas/UI_Worldskin,worldskin_023,[0|0],5,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,26,-1
26101,Atlas/UI_Worldskin,1.8,castle_face_261,,,castle_face_261,[10103|500|1006|2000],[10103|500|1006|2000],[10104|3400|1019|32],[10104|3400|1019|32],1,,,,,,,,Avatar/Spine/Building/chengjiandating_261,Avatar/Spine/Building/chengjiandating_261,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_261,65000,261,Building_chengjiandating,-1,2,2,skin_name_261,0,0,worldskin_023,Atlas/UI_Worldskin,worldskin_023,[0|0],5,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,26,-1
26102,Atlas/UI_Worldskin,1.8,castle_face_261,,,castle_face_261,[10103|500|1006|2000],[10103|500|1006|2000],[10104|3800|1019|34],[10104|3800|1019|34],1,,,,,,,,Avatar/Spine/Building/chengjiandating_261,Avatar/Spine/Building/chengjiandating_261,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_261,70000,261,Building_chengjiandating,-1,2,3,skin_name_261,0,0,worldskin_023,Atlas/UI_Worldskin,worldskin_023,[0|0],5,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,26,-1
26103,Atlas/UI_Worldskin,1.8,castle_face_261,,,castle_face_261,[10103|500|1006|2000],[10103|500|1006|2000],[10104|4200|1019|36],[10104|4200|1019|36],1,,,,,,,,Avatar/Spine/Building/chengjiandating_261,Avatar/Spine/Building/chengjiandating_261,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_261,75000,261,Building_chengjiandating,-1,2,4,skin_name_261,0,0,worldskin_023,Atlas/UI_Worldskin,worldskin_023,[0|0],5,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,26,-1
26104,Atlas/UI_Worldskin,1.8,castle_face_261,,,castle_face_261,[10103|500|1006|2000],[10103|500|1006|2000],[10104|4600|1019|38],[10104|4600|1019|38],1,,,,,,,,Avatar/Spine/Building/chengjiandating_261,Avatar/Spine/Building/chengjiandating_261,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_261,80000,261,Building_chengjiandating,-1,2,5,skin_name_261,0,0,worldskin_023,Atlas/UI_Worldskin,worldskin_023,[0|0],5,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,26,-1
2612,Atlas/UI_Worldskin,1.8,castle_face_261_lv2,,,castle_face_261_lv2,[10103|500|1006|2000],[10103|500|1006|2000],[10104|5000|1019|40],[10104|5000|1019|40],1,,,,,,,,Avatar/Spine/Building/chengjiandating_261_lv2,Avatar/Spine/Building/chengjiandating_261_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_261,100000,261,Building_chengjiandating,-1,2,6,skin_name_261,0,0,worldskin_023_lv2,Atlas/UI_Worldskin,worldskin_023_lv2,[0|0],6,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,26,-1
262,Atlas/UI_Worldskin,1.8,castle_face_262,,,castle_face_262,[10103|500|25|1000],[10103|500|25|1000],[10104|3000|1019|30],[10104|3000|1019|30],1,,,,,,,,Avatar/Spine/Building/chengjiandating_262,Avatar/Spine/Building/chengjiandating_262,999|2|5000,,[],skin_desc_262,60000,262,Building_chengjiandating,-1,2,1,skin_name_262,0,0,worldskin_024,Atlas/UI_Worldskin,worldskin_024,[0|0],5,180,135,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
271,Atlas/UI_Worldskin,1.8,castle_face_271,,,castle_face_271,[14103|1000|14104|1000],[14103|1000|14104|1000],[14103|1000|14104|2000|1054|30|21025|1000|21026|2000],[14103|1000|14104|2000|1054|30|21025|1000|21026|2000],1,,,,,,,,Avatar/Spine/Building/chengjiandating_271,Avatar/Spine/Building/chengjiandating_271,999|2|5000,,[],skin_desc_271,80000,271,Building_chengjiandating,-1,2,1,skin_name_271,0,0,worldskin_025,Atlas/UI_Worldskin,worldskin_025,[0|0],5,180,155,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,271001,-1,,,,-1,55,271001
27101,Atlas/UI_Worldskin,1.8,castle_face_271,,,castle_face_271,[14103|1000|14104|1000],[14103|1000|14104|1000],[14103|1100|14104|2200|1054|32|21025|1100|21026|2200],[14103|1100|14104|2200|1054|32|21025|1100|21026|2200],1,,,,,,,,Avatar/Spine/Building/chengjiandating_271,Avatar/Spine/Building/chengjiandating_271,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_271,85000,271,Building_chengjiandating,-1,2,2,skin_name_271,0,0,worldskin_025,Atlas/UI_Worldskin,worldskin_025,[0|0],5,180,155,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,271001,-1,,,,-1,55,271001
27102,Atlas/UI_Worldskin,1.8,castle_face_271,,,castle_face_271,[14103|1000|14104|1000],[14103|1000|14104|1000],[14103|1200|14104|2400|1054|34|21025|1200|21026|2400],[14103|1200|14104|2400|1054|34|21025|1200|21026|2400],1,,,,,,,,Avatar/Spine/Building/chengjiandating_271,Avatar/Spine/Building/chengjiandating_271,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_271,90000,271,Building_chengjiandating,-1,2,3,skin_name_271,0,0,worldskin_025,Atlas/UI_Worldskin,worldskin_025,[0|0],5,180,155,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,271001,-1,,,,-1,55,271001
27103,Atlas/UI_Worldskin,1.8,castle_face_271,,,castle_face_271,[14103|1000|14104|1000],[14103|1000|14104|1000],[14103|1300|14104|2600|1054|36|21025|1300|21026|2600],[14103|1300|14104|2600|1054|36|21025|1300|21026|2600],1,,,,,,,,Avatar/Spine/Building/chengjiandating_271,Avatar/Spine/Building/chengjiandating_271,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_271,95000,271,Building_chengjiandating,-1,2,4,skin_name_271,0,0,worldskin_025,Atlas/UI_Worldskin,worldskin_025,[0|0],5,180,155,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,271001,-1,,,,-1,55,271001
27104,Atlas/UI_Worldskin,1.8,castle_face_271,,,castle_face_271,[14103|1000|14104|1000],[14103|1000|14104|1000],[14103|1400|14104|2800|1054|38|21025|1400|21026|2800],[14103|1400|14104|2800|1054|38|21025|1400|21026|2800],1,,,,,,,,Avatar/Spine/Building/chengjiandating_271,Avatar/Spine/Building/chengjiandating_271,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_271,100000,271,Building_chengjiandating,-1,2,5,skin_name_271,0,0,worldskin_025,Atlas/UI_Worldskin,worldskin_025,[0|0],5,180,155,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,271001,-1,,,,-1,55,271001
2712,Atlas/UI_Worldskin,1.8,castle_face_271_lv2,,,castle_face_271_lv2,[14103|1000|14104|1000],[14103|1000|14104|1000],[14103|1500|14104|3000|1054|40|21025|1500|21026|3000],[14103|1500|14104|3000|1054|40|21025|1500|21026|3000],1,,,,,,,,Avatar/Spine/Building/chengjiandating_271_lv2,Avatar/Spine/Building/chengjiandating_271_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_271,120000,271,Building_chengjiandating,-1,2,6,skin_name_271,0,0,worldskin_025_lv2,Atlas/UI_Worldskin,worldskin_025_lv2,[0|0],6,180,155,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,271021,-1,,,,-1,55,271021
281,Atlas/UI_Worldskin,1.8,castle_face_281,,,castle_face_281,[10103|500|8|1000],[10103|500|8|1000],[10104|3000|1019|30],[10104|3000|1019|30],1,,,,,,,,Avatar/Spine/Building/chengjiandating_281,Avatar/Spine/Building/chengjiandating_281,999|2|5000,,[],skin_desc_281,60000,281,Building_chengjiandating,-1,2,1,skin_name_281,0,0,worldskin_027,Atlas/UI_Worldskin,worldskin_027,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
28101,Atlas/UI_Worldskin,1.8,castle_face_281,,,castle_face_281,[10103|500|8|1000],[10103|500|8|1000],[10104|3400|1019|32],[10104|3400|1019|32],1,,,,,,,,Avatar/Spine/Building/chengjiandating_281,Avatar/Spine/Building/chengjiandating_281,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_281,65000,281,Building_chengjiandating,-1,2,2,skin_name_281,0,0,worldskin_027,Atlas/UI_Worldskin,worldskin_027,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
28102,Atlas/UI_Worldskin,1.8,castle_face_281,,,castle_face_281,[10103|500|8|1000],[10103|500|8|1000],[10104|3800|1019|34],[10104|3800|1019|34],1,,,,,,,,Avatar/Spine/Building/chengjiandating_281,Avatar/Spine/Building/chengjiandating_281,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_281,70000,281,Building_chengjiandating,-1,2,3,skin_name_281,0,0,worldskin_027,Atlas/UI_Worldskin,worldskin_027,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
28103,Atlas/UI_Worldskin,1.8,castle_face_281,,,castle_face_281,[10103|500|8|1000],[10103|500|8|1000],[10104|4200|1019|36],[10104|4200|1019|36],1,,,,,,,,Avatar/Spine/Building/chengjiandating_281,Avatar/Spine/Building/chengjiandating_281,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_281,75000,281,Building_chengjiandating,-1,2,4,skin_name_281,0,0,worldskin_027,Atlas/UI_Worldskin,worldskin_027,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
28104,Atlas/UI_Worldskin,1.8,castle_face_281,,,castle_face_281,[10103|500|8|1000],[10103|500|8|1000],[10104|4600|1019|38],[10104|4600|1019|38],1,,,,,,,,Avatar/Spine/Building/chengjiandating_281,Avatar/Spine/Building/chengjiandating_281,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_281,80000,281,Building_chengjiandating,-1,2,5,skin_name_281,0,0,worldskin_027,Atlas/UI_Worldskin,worldskin_027,[0|0],5,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
2812,Atlas/UI_Worldskin,1.8,castle_face_281_lv2,,,castle_face_281_lv2,[10103|500|8|1000],[10103|500|8|1000],[10104|5000|1019|40],[10104|5000|1019|40],1,,,,,,,,Avatar/Spine/Building/chengjiandating_281_lv2,Avatar/Spine/Building/chengjiandating_281_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_281,100000,281,Building_chengjiandating,-1,2,6,skin_name_281,0,0,worldskin_027_lv2,Atlas/UI_Worldskin,worldskin_027_lv2,[0|0],6,180,170,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
291,Atlas/UI_Worldskin,1.8,castle_face_291,,,castle_face_291,[1039|1000|15104|3000],[1039|1000|15104|3000],[15103|1000|15104|2000|1055|30|21027|1000|21028|2000],[15103|1000|15104|2000|1055|30|21027|1000|21028|2000],1,,,,,,,,Avatar/Spine/Building/chengjiandating_291,Avatar/Spine/Building/chengjiandating_291,999|2|5000,,[],skin_desc_291,80000,291,Building_chengjiandating,-1,2,1,skin_name_291,0,0,worldskin_028,Atlas/UI_Worldskin,worldskin_028,[0|0],5,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
29101,Atlas/UI_Worldskin,1.8,castle_face_291,,,castle_face_291,[1039|1000|15104|3000],[1039|1000|15104|3000],[15103|1100|15104|2200|1055|32|21027|1100|21028|2200],[15103|1100|15104|2200|1055|32|21027|1100|21028|2200],1,,,,,,,,Avatar/Spine/Building/chengjiandating_291,Avatar/Spine/Building/chengjiandating_291,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_291,85000,291,Building_chengjiandating,-1,2,2,skin_name_291,0,0,worldskin_028,Atlas/UI_Worldskin,worldskin_028,[0|0],5,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
29102,Atlas/UI_Worldskin,1.8,castle_face_291,,,castle_face_291,[1039|1000|15104|3000],[1039|1000|15104|3000],[15103|1200|15104|2400|1055|34|21027|1200|21028|2400],[15103|1200|15104|2400|1055|34|21027|1200|21028|2400],1,,,,,,,,Avatar/Spine/Building/chengjiandating_291,Avatar/Spine/Building/chengjiandating_291,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_291,90000,291,Building_chengjiandating,-1,2,3,skin_name_291,0,0,worldskin_028,Atlas/UI_Worldskin,worldskin_028,[0|0],5,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
29103,Atlas/UI_Worldskin,1.8,castle_face_291,,,castle_face_291,[1039|1000|15104|3000],[1039|1000|15104|3000],[15103|1300|15104|2600|1055|36|21027|1300|21028|2600],[15103|1300|15104|2600|1055|36|21027|1300|21028|2600],1,,,,,,,,Avatar/Spine/Building/chengjiandating_291,Avatar/Spine/Building/chengjiandating_291,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_291,95000,291,Building_chengjiandating,-1,2,4,skin_name_291,0,0,worldskin_028,Atlas/UI_Worldskin,worldskin_028,[0|0],5,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
29104,Atlas/UI_Worldskin,1.8,castle_face_291,,,castle_face_291,[1039|1000|15104|3000],[1039|1000|15104|3000],[15103|1400|15104|2800|1055|38|21027|1400|21028|2800],[15103|1400|15104|2800|1055|38|21027|1400|21028|2800],1,,,,,,,,Avatar/Spine/Building/chengjiandating_291,Avatar/Spine/Building/chengjiandating_291,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_291,100000,291,Building_chengjiandating,-1,2,5,skin_name_291,0,0,worldskin_028,Atlas/UI_Worldskin,worldskin_028,[0|0],5,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
2912,Atlas/UI_Worldskin,1.8,castle_face_291_lv2,,,castle_face_291_lv2,[1039|1000|15104|3000],[1039|1000|15104|3000],[15103|1500|15104|3000|1055|40|21027|1500|21028|3000],[15103|1500|15104|3000|1055|40|21027|1500|21028|3000],1,,,,,,,,Avatar/Spine/Building/chengjiandating_291_lv2,Avatar/Spine/Building/chengjiandating_291_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_291,120000,291,Building_chengjiandating,-1,2,6,skin_name_291,0,0,worldskin_028_lv2,Atlas/UI_Worldskin,worldskin_028_lv2,[0|0],6,180,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
