id,specialAttribute4Self,attrAllExtraIdArr,attribute_all1,attribute_all2,attribute_self1,attribute_self2,attribute_self3,attribute_team1,attribute_team2,attribute1,attribute2,attributeAllExtras,attributeAllExtrasMax,attributesAll1,attributesAll2,attributeSelfExtras,attributeSelfExtrasMax,attributesSelf,attributesTeam1,attributesTeam2,attributeTeamExtras,attributeTeamExtrasMax,attrSelfExtraIdArr,attrTeamExtraIdArr,desc,desc_parameter1,desc_parameter2,desc_parameter3,desc_parameter4,desc_parameter5,desc1,desc2,desc3,desc4,desc5,descParams,descs,extraAttribute_all1,extraAttribute_self1,extraAttribute_team1,extraAttribute1,fightforce,fightforces,icon,icon_artclass,level_desc,level_desc_parameter,maxlevel_desc,maxlv,name,para,skill,skills,special_desc,specialAttribute_self1,specialAttribute_team1,specialAttribute_team2,specialTroopAttribute_team1,type
1003401,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[2|205|8],[51.25],[51.25],[51.25],,hero_skill_desc_1003401_1,hero_skill_desc_healing,hero_skill_desc_healing,hero_skill_desc_healing,,[[2|205|8]|[51.25]|[51.25]|[51.25]|[]],[hero_skill_desc_1003401_1|hero_skill_desc_healing|hero_skill_desc_healing|hero_skill_desc_healing|],,,,,[100|150|200],[100|150|200],1087,Atlas/UI_Skill,skill_enhance_01,205|10.25,skill_enhance_03,4,hero_skill_name_1003401,-1,[10034101],[10034101],[0|2|0],,,,,1
1003402,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[80|6|15],[20|10],[20],[60|20],,hero_skill_desc_1003402_1,hero_skill_desc_level_10034_5,hero_skill_desc_healing,hero_skill_desc_level_10034_6,,[[80|6|15]|[20|10]|[20]|[60|20]|[]],[hero_skill_desc_1003402_1|hero_skill_desc_level_10034_5|hero_skill_desc_healing|hero_skill_desc_level_10034_6|],,,,,[100|150|200],[100|150|200],1088,Atlas/UI_Skill,skill_enhance_01,80|4,skill_enhance_03,4,hero_skill_name_1003402,-1,[10034201],[10034201],[2|0|0],,,,,2
1003403,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1.75|24],[0.35],[0.35],[0.7|20|48],,hero_skill_desc_1003403_1,hero_skill_desc_bufftime,hero_skill_desc_bufftime,hero_skill_desc_level_10034_3,,[[1.75|24]|[0.35]|[0.35]|[0.7|20|48]|[]],[hero_skill_desc_1003403_1|hero_skill_desc_bufftime|hero_skill_desc_bufftime|hero_skill_desc_level_10034_3|],,,,,[150|250|400],[150|250|400],1089,Atlas/UI_Skill,skill_enhance_04,1.75|0,skill_enhance_04,4,hero_skill_name_1003403,-1,[10034301|10034302],[10034301|10034302],[2|0],,,,,1
1003411,,,,,,,,[34|250|375|500|625],,,,,,{},{},,,{},{34:[250|375|500|625]},{},,,,,,[2.5],[1.25],[1.25],[1.25],,hero_skill_desc_1003411_1,hero_skill_desc_attr_15,hero_skill_desc_attr_15,hero_skill_desc_attr_15,,[[2.5]|[1.25]|[1.25]|[1.25]|[]],[hero_skill_desc_1003411_1|hero_skill_desc_attr_15|hero_skill_desc_attr_15|hero_skill_desc_attr_15|],,,,,[500|750|1000],[500|750|1000],2067,Atlas/UI_Skill,skill_enhance_01,2.5|0.25,skill_enhance_03,4,hero_skill_name_1003411,-1,,[],[2],,,,,2
1003412,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[25|8],[12.5],[12.5],[12.5],,hero_skill_desc_1003412_1,hero_skill_desc_summon,hero_skill_desc_summon,hero_skill_desc_summon,,[[25|8]|[12.5]|[12.5]|[12.5]|[]],[hero_skill_desc_1003412_1|hero_skill_desc_summon|hero_skill_desc_summon|hero_skill_desc_summon|],,,,,[500|750|1000],[500|750|1000],2068,Atlas/UI_Skill,skill_enhance_01,25|2.5,skill_enhance_03,4,hero_skill_name_1003412,-1,[10034501],[10034501],[2|0],,,,,2
1003404,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[3|2.75|50|100|24],[0.35],[0.35],[0.7|20|48],,hero_skill_desc_1003404_1,hero_skill_desc_bufftime,hero_skill_desc_bufftime,hero_skill_desc_level_10034_4,,[[3|2.75|50|100|24]|[0.35]|[0.35]|[0.7|20|48]|[]],[hero_skill_desc_1003404_1|hero_skill_desc_bufftime|hero_skill_desc_bufftime|hero_skill_desc_level_10034_4|],,,,,[150|250|400],[150|250|400],1129,Atlas/UI_Skill,skill_enhance_04,2.75|0,skill_enhance_04,4,hero_skill_name_1003404,-1,[10034401|10034402],[10034401|10034402],[0|2|0|0|0],,,,,1
1003413,,,,,[33|1500|3000],,,[9|500|1000],,,,,,{},{},,,{33:[1500|3000]},{9:[500|1000]},{},,,,,,[5|15],[5|15],,,,hero_skill_desc_1003413_1,hero_skill_desc_extra_add_32,,,,[[5|15]|[5|15]|[]|[]|[]],[hero_skill_desc_1003413_1|hero_skill_desc_extra_add_32|||],,,,,[500|750|1000],[500|750|1000],2103,Atlas/UI_Skill,,,,2,hero_skill_name_1003413,-1,,[],,,,,,2
1003414,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[2|20|4|8],[20],[10|1|2],[5|10],[10|10|5],hero_skill_desc_1003414_1,hero_skill_desc_level_10027_1,hero_skill_desc_level_10034_1,hero_skill_desc_level_10023_3,hero_skill_desc_level_10034_2,[[2|20|4|8]|[20]|[10|1|2]|[5|10]|[10|10|5]],[hero_skill_desc_1003414_1|hero_skill_desc_level_10027_1|hero_skill_desc_level_10034_1|hero_skill_desc_level_10023_3|hero_skill_desc_level_10034_2],,,,,[100|150|200|250|300],[100|150|200|250|300],equipment_Exclusive028,Atlas/UI_Equipment,,,,5,hero_skill_name_1003414,-1,[10034801|10034802],[10034801|10034802],,,,,,2
1003416,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,[100|200],[100|200],,,,,,2,hero_skill_name_1003416,-1,[10034851],[10034851],,,,,,2
1003501,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[50|5|8|15],[2.5|7.5|8|50],[2.5],[2.5|100],,hero_skill_desc_1003501_1,hero_skill_desc_attr_36,hero_skill_desc_buff_shield,hero_skill_desc_attr_37,,[[50|5|8|15]|[2.5|7.5|8|50]|[2.5]|[2.5|100]|[]],[hero_skill_desc_1003501_1|hero_skill_desc_attr_36|hero_skill_desc_buff_shield|hero_skill_desc_attr_37|],,,,,[100|150|200],[100|150|200],1090,Atlas/UI_Skill,skill_enhance_01,50|0.5,skill_enhance_03,4,hero_skill_name_1003501,-1,[10035101],[10035101],[2|0|0|0],,,,,1
1003502,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[150|45|1|2|15],[100|1],[1],[1|20],,hero_skill_desc_1003502_1,hero_skill_desc_damage_3,hero_skill_desc_bufftime,hero_skill_desc_bufftime_2,,[[150|45|1|2|15]|[100|1]|[1]|[1|20]|[]],[hero_skill_desc_1003502_1|hero_skill_desc_damage_3|hero_skill_desc_bufftime|hero_skill_desc_bufftime_2|],,,,,[100|150|200],[100|150|200],1091,Atlas/UI_Skill,skill_enhance_01,45|1,skill_enhance_03,4,hero_skill_name_1003502,-1,[10035201],[10035201],[0|2|0|0|0],,,,,2
1003503,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[100|30|0.5|60|5.6|15],[15|2.5],[15|2.5],[45|7.5],,hero_skill_desc_1003503_1,hero_skill_desc_damage_9,hero_skill_desc_damage_9,hero_skill_desc_damage_9,,[[100|30|0.5|60|5.6|15]|[15|2.5]|[15|2.5]|[45|7.5]|[]],[hero_skill_desc_1003503_1|hero_skill_desc_damage_9|hero_skill_desc_damage_9|hero_skill_desc_damage_9|],,,,,[150|250|400],[150|250|400],1092,Atlas/UI_Skill,skill_enhance_01|skill_enhance_01,"30|0.5,60|3",skill_enhance_03|skill_enhance_03,4,hero_skill_name_1003503,-1,[10035301],[10035301],[0|2|0|2|0|0],,,,,1
1003511,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[35|50|8],[17.5],[17.5],[17.5|15|50|8],,hero_skill_desc_1003511_1,hero_skill_desc_buff_shield,hero_skill_desc_buff_shield,hero_skill_desc_level_10035_4,,[[35|50|8]|[17.5]|[17.5]|[17.5|15|50|8]|[]],[hero_skill_desc_1003511_1|hero_skill_desc_buff_shield|hero_skill_desc_buff_shield|hero_skill_desc_level_10035_4|],,,,,[500|750|1000],[500|750|1000],2069,Atlas/UI_Skill,skill_enhance_01,35|3.5,skill_enhance_03,4,hero_skill_name_1003511,-1,[10035401|10035402],[10035401|10035402],[2|0|0],,,,,2
1003512,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[12.5],[6.25],[6.25],[6.25],,hero_skill_desc_1003512_1,hero_skill_desc_attr_12,hero_skill_desc_attr_12,hero_skill_desc_attr_12,,[[12.5]|[6.25]|[6.25]|[6.25]|[]],[hero_skill_desc_1003512_1|hero_skill_desc_attr_12|hero_skill_desc_attr_12|hero_skill_desc_attr_12|],,,,,[500|750|1000],[500|750|1000],2070,Atlas/UI_Skill,skill_enhance_01,12.5|1.25,skill_enhance_03,4,hero_skill_name_1003512,-1,[10035501],[10035501],[2],,,,,2
1003504,,,,,,,,[5030|1200|1200|1200|1200],,,,,,{},{},,,{},{5030:[1200|1200|1200|1200]},{},,,,,,[100|30|0.5|60|5.6|15|70|8|12],[15|2.5],[15|2.5],[45|7.5],,hero_skill_desc_1003504_1,hero_skill_desc_damage_9,hero_skill_desc_damage_9,hero_skill_desc_damage_9,,[[100|30|0.5|60|5.6|15|70|8|12]|[15|2.5]|[15|2.5]|[45|7.5]|[]],[hero_skill_desc_1003504_1|hero_skill_desc_damage_9|hero_skill_desc_damage_9|hero_skill_desc_damage_9|],,,,,[150|250|400],[150|250|400],1113,Atlas/UI_Skill,skill_enhance_01|skill_enhance_01,"30|0.5,60|3",skill_enhance_03|skill_enhance_03,4,hero_skill_name_1003503,-1,[10035601],[10035601],[0|2|0|2|0|0|0|0|0],,,,,1
1003513,,,,,,,,[16|500|1000],[9|1000|1800],,,,,{},{},,,{},{16:[500|1000]},{9:[1000|1800]},,,,,,[5|10],[5|8],,,,hero_skill_desc_1003513_1,hero_skill_desc_extra_add_28,,,,[[5|10]|[5|8]|[]|[]|[]],[hero_skill_desc_1003513_1|hero_skill_desc_extra_add_28|||],,,,,[500|1000],[500|1000],2089,Atlas/UI_Skill,,,,2,hero_skill_name_1003513,-1,,[],,,,,,2
1003514,,,,,[26|0|1500|1500|1500|1500],,,,,,,,,{},{},,,{26:[0|1500|1500|1500|1500]},{},{},,,,,,[70|3],[15],[1.5|5|20|7],[5|10],[6|40],hero_skill_desc_1003514_1,hero_skill_desc_level_10031_1,hero_skill_desc_level_10035_1,hero_skill_desc_level_10035_2,hero_skill_desc_level_10035_3,[[70|3]|[15]|[1.5|5|20|7]|[5|10]|[6|40]],[hero_skill_desc_1003514_1|hero_skill_desc_level_10031_1|hero_skill_desc_level_10035_1|hero_skill_desc_level_10035_2|hero_skill_desc_level_10035_3],,,,,[100|150|200|250|300],[100|150|200|250|300],equipment_Exclusive019,Atlas/UI_Equipment,,,,5,hero_skill_name_1003514,-1,[10035801|10035802],[10035801|10035802],,,,,,2
1003516,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,[100|200],[100|200],,,,,,2,hero_skill_name_1003516,-1,[10035851],[10035851],,,,,,2
1003701,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1|170|10|5|10],[1|42.5|2.5],[1|42.5|2.5],[1|42.5|2.5],,hero_skill_desc_1003701_1,hero_skill_desc_num_2,hero_skill_desc_num_2,hero_skill_desc_num_2,,[[1|170|10|5|10]|[1|42.5|2.5]|[1|42.5|2.5]|[1|42.5|2.5]|[]],[hero_skill_desc_1003701_1|hero_skill_desc_num_2|hero_skill_desc_num_2|hero_skill_desc_num_2|],,,,,[100|150|200],[100|150|200],1094,Atlas/UI_Skill,skill_enhance_01|skill_enhance_01,"170|8.5,5|0.5",skill_enhance_03|skill_enhance_03,4,hero_skill_name_1003701,-1,[10037101],[10037101],[0|2|2|0|0],,,,,1
1003702,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[30|100|3|15],[25|2.5],[25|2.5],[25|2.5|5|1|200|30],,hero_skill_desc_1003702_1,hero_skill_desc_damage_10,hero_skill_desc_damage_10,hero_skill_desc_level_10037_5,,[[30|100|3|15]|[25|2.5]|[25|2.5]|[25|2.5|5|1|200|30]|[]],[hero_skill_desc_1003702_1|hero_skill_desc_damage_10|hero_skill_desc_damage_10|hero_skill_desc_level_10037_5|],,,,,[100|150|200],[100|150|200],1095,Atlas/UI_Skill,skill_enhance_01|skill_enhance_01,"30|0.5,100|5",skill_enhance_03|skill_enhance_03,4,hero_skill_name_1003702,-1,[10037201],[10037201],[2|2|0|0],,,,,2
1003703,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[3|242|0.35|21],[1|80.5|0.15],[1|80.5],[1|181.5],,hero_skill_desc_1003703_1,hero_skill_desc_level_10037_8,hero_skill_desc_num_3,hero_skill_desc_num_3,,[[3|242|0.35|21]|[1|80.5|0.15]|[1|80.5]|[1|181.5]|[]],[hero_skill_desc_1003703_1|hero_skill_desc_level_10037_8|hero_skill_desc_num_3|hero_skill_desc_num_3|],,,,,[150|250|400],[150|250|400],1096,Atlas/UI_Skill,skill_enhance_01,242|12.1,skill_enhance_03,4,hero_skill_name_1003703,-1,[10037301],[10037301],[0|2|0|0],,,,,1
1003711,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[2.5],[2],[0.5],[0.5|3],,hero_skill_desc_1003711_1,hero_skill_desc_level_10037_7,hero_skill_desc_extra_add_9,hero_skill_desc_level_10037_6,,[[2.5]|[2]|[0.5]|[0.5|3]|[]],[hero_skill_desc_1003711_1|hero_skill_desc_level_10037_7|hero_skill_desc_extra_add_9|hero_skill_desc_level_10037_6|],,,,,[500|750|1000],[500|750|1000],2071,Atlas/UI_Skill,skill_enhance_01,2.5|0.1,skill_enhance_03,4,hero_skill_name_1003711,-1,[10037401|10037402],[10037401|10037402],[2],,,,,2
1003712,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[0.5],[0.5],[0.5],[0.5],,hero_skill_desc_1003712_1,hero_skill_desc_buff_2,hero_skill_desc_buff_2,hero_skill_desc_buff_2,,[[0.5]|[0.5]|[0.5]|[0.5]|[]],[hero_skill_desc_1003712_1|hero_skill_desc_buff_2|hero_skill_desc_buff_2|hero_skill_desc_buff_2|],,,,,[500|750|1000],[500|750|1000],2072,Atlas/UI_Skill,skill_enhance_04,0.5|0,skill_enhance_04,4,hero_skill_name_1003712,-1,[10037501],[10037501],[2],,,,,2
1003713,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[3|1],[3|2],,,,hero_skill_desc_1003713_1,hero_skill_desc_level_10037_1,,,,[[3|1]|[3|2]|[]|[]|[]],[hero_skill_desc_1003713_1|hero_skill_desc_level_10037_1|||],,,,,[500|1000],[500|1000],2078,Atlas/UI_Skill,,,,2,hero_skill_name_1003713,-1,,[],,,"61,5,3,300|600","1039,5,3,100|300",,2
1003704,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[30|100|3|15|6|3],[25|2.5],[25|2.5],[25|2.5|5|1|200|30],,hero_skill_desc_1003704_1,hero_skill_desc_damage_10,hero_skill_desc_damage_10,hero_skill_desc_level_10037_5,,[[30|100|3|15|6|3]|[25|2.5]|[25|2.5]|[25|2.5|5|1|200|30]|[]],[hero_skill_desc_1003704_1|hero_skill_desc_damage_10|hero_skill_desc_damage_10|hero_skill_desc_level_10037_5|],,,,,[100|150|200],[100|150|200],1095,Atlas/UI_Skill,skill_enhance_01|skill_enhance_01,"30|0.5,100|5",skill_enhance_03|skill_enhance_03,4,hero_skill_name_1003704,-1,[10037601],[10037601],[2|2|0|0|0|0],,,,,2
1003714,,,,,[20|0|1000|1000|1000|1000],,,,,,,,,{},{},,,{20:[0|1000|1000|1000|1000]},{},{},,,,,,[6|12|20],[10],[1|6],[10],[2|1|10|8|2],hero_skill_desc_1003714_1,hero_skill_desc_level_10033_2,hero_skill_desc_level_10037_2,hero_skill_desc_level_10037_3,hero_skill_desc_level_10037_4,[[6|12|20]|[10]|[1|6]|[10]|[2|1|10|8|2]],[hero_skill_desc_1003714_1|hero_skill_desc_level_10033_2|hero_skill_desc_level_10037_2|hero_skill_desc_level_10037_3|hero_skill_desc_level_10037_4],,,,,[100|150|200|250|300],[100|150|200|250|300],equipment_Exclusive022,Atlas/UI_Equipment,,,,5,hero_skill_name_1003714,-1,[10037801|10037802|10037803],[10037801|10037802|10037803],,,,,,2
1003716,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,[100|200],[100|200],,,,,,2,hero_skill_name_1003716,-1,[10037851],[10037851],,,,,,2
1003801,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[3|36|40|6|12],[3|2],[3],[3],,hero_skill_desc_1003801_1,hero_skill_desc_extra_add_21,hero_skill_desc_extra_add_20,hero_skill_desc_extra_add_20,,[[3|36|40|6|12]|[3|2]|[3]|[3]|[]],[hero_skill_desc_1003801_1|hero_skill_desc_extra_add_21|hero_skill_desc_extra_add_20|hero_skill_desc_extra_add_20|],,,,,[100|150|200],[100|150|200],1097,Atlas/UI_Skill,skill_enhance_01,36|0.6,skill_enhance_03,4,hero_skill_name_1003801,-1,[10038101],[10038101],[0|2|0|0|0],,,,,1
1003802,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[100|5|0.5|1|15],[15],[30],[0|5],,hero_skill_desc_1003802_1,hero_skill_desc_damage,hero_skill_desc_damage,hero_skill_desc_damage_16,,[[100|5|0.5|1|15]|[15]|[30]|[0|5]|[]],[hero_skill_desc_1003802_1|hero_skill_desc_damage|hero_skill_desc_damage|hero_skill_desc_damage_16|],,,,,[100|150|200],[100|150|200],1098,Atlas/UI_Skill,skill_enhance_01,100|3,skill_enhance_03,4,hero_skill_name_1003802,-1,[10038201],[10038201],[2|0|0|0|0],,,,,2
1003803,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[200|3],[50|2],[50],[150],,hero_skill_desc_1003803_1,hero_skill_desc_damage_3,hero_skill_desc_damage,hero_skill_desc_damage_17,,[[200|3]|[50|2]|[50]|[150]|[]],[hero_skill_desc_1003803_1|hero_skill_desc_damage_3|hero_skill_desc_damage|hero_skill_desc_damage_17|],,,,,[150|250|400],[150|250|400],1099,Atlas/UI_Skill,skill_enhance_01,200|10,skill_enhance_03,4,hero_skill_name_1003803,-1,[10038301],[10038301],[2|0],,,,,1
1003811,,,,,,,,[4104|500|750|1000|1250],[21|0|1000|1000|1000],,,,,{},{},,,{},{4104:[500|750|1000|1250]},{21:[0|1000|1000|1000]},,,,,,[5],[2.5|10],[2.5],[2.5|2],,hero_skill_desc_1003811_1,hero_skill_desc_level_10038_3,hero_skill_desc_extra_add,hero_skill_desc_extra_add_19,,[[5]|[2.5|10]|[2.5]|[2.5|2]|[]],[hero_skill_desc_1003811_1|hero_skill_desc_level_10038_3|hero_skill_desc_extra_add|hero_skill_desc_extra_add_19|],,,,,[500|750|1000],[500|750|1000],2073,Atlas/UI_Skill,skill_enhance_01,5|0.5,skill_enhance_03,4,hero_skill_name_1003811,-1,[10038401],[10038401],[2],,,,,2
1003812,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[16],[7],[1],[1],,hero_skill_desc_1003812_1,hero_skill_desc_passive_add_2,hero_skill_desc_passive_add_2,hero_skill_desc_passive_add_2,,[[16]|[7]|[1]|[1]|[]],[hero_skill_desc_1003812_1|hero_skill_desc_passive_add_2|hero_skill_desc_passive_add_2|hero_skill_desc_passive_add_2|],,,,,[500|750|1000],[500|750|1000],2074,Atlas/UI_Skill,skill_enhance_01,16|-0.2,skill_enhance_03,4,hero_skill_name_1003812,-1,[10038501],[10038501],[2],,,,,2
1003804,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[100|5|0.5|15|3|5|8],[15],[30],[0|5],,hero_skill_desc_1003804_1,hero_skill_desc_damage,hero_skill_desc_damage,hero_skill_desc_damage_16,,[[100|5|0.5|15|3|5|8]|[15]|[30]|[0|5]|[]],[hero_skill_desc_1003804_1|hero_skill_desc_damage|hero_skill_desc_damage|hero_skill_desc_damage_16|],,,,,[100|150|200],[100|150|200],1110,Atlas/UI_Skill,skill_enhance_01,100|3,skill_enhance_03,4,hero_skill_name_1003804,-1,[10038601|10038602],[10038601|10038602],[2|0|0|0|0|0|0],,,,,2
1003813,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[10],[10],,,,hero_skill_desc_1003813_1,hero_skill_desc_extra_add,,,,[[10]|[10]|[]|[]|[]],[hero_skill_desc_1003813_1|hero_skill_desc_extra_add|||],,,,,[500|1000],[500|1000],2086,Atlas/UI_Skill,,,,2,hero_skill_name_1003813,-1,[10038701],[10038701],,,,,,2
1003814,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[16],[7],[1],[1],,hero_skill_desc_1003812_1,hero_skill_desc_passive_add_2,hero_skill_desc_passive_add_2,hero_skill_desc_passive_add_2,,[[16]|[7]|[1]|[1]|[]],[hero_skill_desc_1003812_1|hero_skill_desc_passive_add_2|hero_skill_desc_passive_add_2|hero_skill_desc_passive_add_2|],,,,,[500|750|1000],[500|750|1000],2074,Atlas/UI_Skill,skill_enhance_01,16|-0.2,skill_enhance_03,4,hero_skill_name_1003812,-1,[10038502],[10038502],[2],,,,,2
1003815,,,,,[21|0|1500|1500|1500|1500],,,,,,,,,{},{},,,{21:[0|1500|1500|1500|1500]},{},{},,,,,,[15|70|6|6|5|65|3],[15],[5|35|1.5],[5|10],[2|1],hero_skill_desc_1003815_1,hero_skill_desc_level_10018_1,hero_skill_desc_level_10038_1,hero_skill_desc_level_10023_3,hero_skill_desc_level_10038_2,[[15|70|6|6|5|65|3]|[15]|[5|35|1.5]|[5|10]|[2|1]],[hero_skill_desc_1003815_1|hero_skill_desc_level_10018_1|hero_skill_desc_level_10038_1|hero_skill_desc_level_10023_3|hero_skill_desc_level_10038_2],,,,,[100|150|200|250|300],[100|150|200|250|300],equipment_Exclusive014,Atlas/UI_Equipment,,,,5,hero_skill_name_1003815,-1,[10038801|10038802|10038803],[10038801|10038802|10038803],,,,,,2
1003817,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,[100|200],[100|200],,,,,,2,hero_skill_name_1003817,-1,[10038851],[10038851],,,,,,2
1003901,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[400|50|8|10],[50|35|6],[50],[50|40],,hero_skill_desc_1003901_1,hero_skill_desc_buff_shield_2,hero_skill_desc_buff_shield,hero_skill_desc_buff_shield_3,,[[400|50|8|10]|[50|35|6]|[50]|[50|40]|[]],[hero_skill_desc_1003901_1|hero_skill_desc_buff_shield_2|hero_skill_desc_buff_shield|hero_skill_desc_buff_shield_3|],,,,,[100|150|200],[100|150|200],1100,Atlas/UI_Skill,skill_enhance_01,400|10,skill_enhance_03,4,hero_skill_name_1003901,-1,[10039101],[10039101],[2|0|0|0],,,,,1
1003902,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[18|1000|6],[2|1.5],[2],[2|50|6],,hero_skill_desc_1003902_1,hero_skill_desc_damage_29,hero_skill_desc_damage_30,hero_skill_desc_damage_31,,[[18|1000|6]|[2|1.5]|[2]|[2|50|6]|[]],[hero_skill_desc_1003902_1|hero_skill_desc_damage_29|hero_skill_desc_damage_30|hero_skill_desc_damage_31|],,,,,[100|150|200],[100|150|200],1101,Atlas/UI_Skill,skill_enhance_01,18|0.4,skill_enhance_03,4,hero_skill_name_1003902,-1,[10039201],[10039201],[2|0|0],,,,,2
1003903,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[55|5|200|8|15],[100],[10|1],,,hero_skill_desc_1003903_1,hero_skill_desc_extra_add_22,hero_skill_desc_extra_add_23,hero_skill_desc_extra_add_24,,[[55|5|200|8|15]|[100]|[10|1]|[]|[]],[hero_skill_desc_1003903_1|hero_skill_desc_extra_add_22|hero_skill_desc_extra_add_23|hero_skill_desc_extra_add_24|],,,,,[150|250|400],[150|250|400],1102,Atlas/UI_Skill,skill_enhance_01,55|0.5,skill_enhance_03,4,hero_skill_name_1003903,-1,[10039301],[10039301],[2|0|0|0|0],,,,,1
1003911,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[15|15|6],[2.5],[2.5],[2.5],,hero_skill_desc_1003911_1,hero_skill_desc_attr_25,hero_skill_desc_attr_25,hero_skill_desc_extra_add_25,,[[15|15|6]|[2.5]|[2.5]|[2.5]|[]],[hero_skill_desc_1003911_1|hero_skill_desc_attr_25|hero_skill_desc_attr_25|hero_skill_desc_extra_add_25|],,,,,[500|750|1000],[500|750|1000],2075,Atlas/UI_Skill,skill_enhance_01,15|0.5,skill_enhance_03,4,hero_skill_name_1003911,-1,[10039401|10039402],[10039401|10039402],[0|2|0],,,,,2
1003912,,,,,[21|2500|2750|3250|3250],,,,,,,,,{},{},,,{21:[2500|2750|3250|3250]},{},{},,,,,,[25],[2.5],[7.5],[30|2|30],,hero_skill_desc_1003912_1,hero_skill_desc_extra_add,hero_skill_desc_extra_add,hero_skill_desc_extra_add_26,,[[25]|[2.5]|[7.5]|[30|2|30]|[]],[hero_skill_desc_1003912_1|hero_skill_desc_extra_add|hero_skill_desc_extra_add|hero_skill_desc_extra_add_26|],,,,,[500|750|1000],[500|750|1000],2076,Atlas/UI_Skill,skill_enhance_01,25|0.5,skill_enhance_03,4,hero_skill_name_1003912,-1,[10039501],[10039501],[2],,,,,2
1003913,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[5|5],,,,,hero_skill_desc_1003913_1,,,,,[[5|5]|[]|[]|[]|[]],[hero_skill_desc_1003913_1||||],,,,,[1000],[1000],2079,Atlas/UI_Skill,,,,1,hero_skill_name_1003913,-1,,[],,,"1038,5,2,500","1059,5,2,500",,3
1003904,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[18|1000|6|25|6],[2|1.5],[2],[2|50|6],,hero_skill_desc_1003904_1,hero_skill_desc_damage_29,hero_skill_desc_damage_30,hero_skill_desc_damage_31,,[[18|1000|6|25|6]|[2|1.5]|[2]|[2|50|6]|[]],[hero_skill_desc_1003904_1|hero_skill_desc_damage_29|hero_skill_desc_damage_30|hero_skill_desc_damage_31|],,,,,[100|150|200],[100|150|200],1101,Atlas/UI_Skill,skill_enhance_01,18|0.4,skill_enhance_03,4,hero_skill_name_1003904,-1,[10039601],[10039601],[2|0|0|0|0],,,,,2
1003914,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[2.5|2.5],[2.5|2.5],,,,hero_skill_desc_1003913_1,hero_skill_desc_level_10039_1,,,,[[2.5|2.5]|[2.5|2.5]|[]|[]|[]],[hero_skill_desc_1003913_1|hero_skill_desc_level_10039_1|||],,,,,[500|1000],[500|1000],2079,Atlas/UI_Skill,,,,1,hero_skill_name_1003914,-1,,[],,,"1038,5,2,250|500","1059,5,2,250|500",,3
