id,breakIconAtlas,getWays,pictureAtlas,RaceCostDic,attr,attrs,basePowers,born_Lv,break_bonus_attribute,break_icon,break_icon_atlas,break_on,break_reward,breakBonusAttr,breakRewards,canBreak,drop_exist_time,effect,fightforce,fly_bag,get_id,is_decompose,levelUpAttr,max_level,name,order,picture,picture_atlas,produce_goods,produce_time,produceGoods,quality,race_produce_goods,scale,star_up_bonus_attribute,starAttrs,suit_id,type,version
692,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[66|32625],[[66|32625]],[14500],-1,,,,-1,[2|206|20000],[],[[2|206|20000]],false,7000,E_ui_shenqi_H018,[14500],1,[11145005|12120102],1,[],-1,equipment_name_41059,-1,icon_41059,Atlas/UI_Equipment,,-1,[],6,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,,[],319,2,-1
693,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[65|2900|66|6525],[[65|2900]|[66|6525]],[11600|2900],-1,,,,-1,[2|206|20000],[],[[2|206|20000]],false,7000,E_ui_shenqi_H019,[11600|2900],1,[11145005|12120103],1,[],-1,equipment_name_42059,-1,icon_42059,Atlas/UI_Equipment,,-1,[],6,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,,[],319,3,-1
694,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[66|32625],[[66|32625]],[14500],-1,,,,-1,[2|206|20000],[],[[2|206|20000]],false,7000,E_ui_shenqi_H020,[14500],1,[11145005|12120104],1,[],-1,equipment_name_45059,-1,icon_45059,Atlas/UI_Equipment,,-1,[],6,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,,[],319,4,-1
241,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|165],[[65|165]],[660],9,,,,-1,[999|4|10|999|5|10],[],[[999|4|10]|[999|5|10]],false,3000,,[660],1,,1,[],-1,equipment_name_241,-1,icon_40004,Atlas/UI_Equipment,,-1,[],2,,140,,[],-1,1,-1
242,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|1485],[[66|1485]],[594],9,,,,-1,[999|4|10|999|5|10],[],[[999|4|10]|[999|5|10]],false,3000,,[594],1,,1,[],-1,equipment_name_242,-1,icon_41002,Atlas/UI_Equipment,,-1,[],2,,140,,[],-1,2,-1
243,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|165],[[65|165]],[660],9,,,,-1,[999|4|10|999|5|10],[],[[999|4|10]|[999|5|10]],false,3000,,[660],1,,1,[],-1,equipment_name_243,-1,icon_42005,Atlas/UI_Equipment,,-1,[],2,,140,,[],-1,3,-1
244,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|1485],[[66|1485]],[594],9,,,,-1,[999|4|10|999|5|10],[],[[999|4|10]|[999|5|10]],false,3000,,[594],1,,1,[],-1,equipment_name_244,-1,icon_45011,Atlas/UI_Equipment,,-1,[],2,,140,,[],-1,4,-1
341,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|325],[[65|325]],[1300],9,,,,-1,[999|4|20|999|5|20],[],[[999|4|20]|[999|5|20]],false,4000,,[1300],1,,1,[],-1,equipment_name_341,-1,icon_40002,Atlas/UI_Equipment,,-1,[],3,,155,,[],-1,1,-1
342,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|2970],[[66|2970]],[1188],9,,,,-1,[999|4|20|999|5|20],[],[[999|4|20]|[999|5|20]],false,4000,,[1188],1,,1,[],-1,equipment_name_342,-1,icon_41022,Atlas/UI_Equipment,,-1,[],3,,155,,[],-1,2,-1
343,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|325],[[65|325]],[1300],9,,,,-1,[999|4|20|999|5|20],[],[[999|4|20]|[999|5|20]],false,4000,,[1300],1,,1,[],-1,equipment_name_343,-1,icon_42010,Atlas/UI_Equipment,,-1,[],3,,155,,[],-1,3,-1
344,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|2970],[[66|2970]],[1188],9,,,,-1,[999|4|20|999|5|20],[],[[999|4|20]|[999|5|20]],false,4000,,[1188],1,,1,[],-1,equipment_name_344,-1,icon_45022,Atlas/UI_Equipment,,-1,[],3,,155,,[],-1,4,-1
351,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|325],[[65|325]],[1300],9,,,,-1,[999|4|20|999|5|20],[],[[999|4|20]|[999|5|20]],false,4000,,[1300],1,,1,[],-1,equipment_name_351,-1,icon_40002,Atlas/UI_Equipment,,-1,[],3,,155,,[],-1,1,-1
352,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|2970],[[66|2970]],[1188],9,,,,-1,[999|4|20|999|5|20],[],[[999|4|20]|[999|5|20]],false,4000,,[1188],1,,1,[],-1,equipment_name_352,-1,icon_41022,Atlas/UI_Equipment,,-1,[],3,,155,,[],-1,2,-1
353,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|325],[[65|325]],[1300],9,,,,-1,[999|4|20|999|5|20],[],[[999|4|20]|[999|5|20]],false,4000,,[1300],1,,1,[],-1,equipment_name_353,-1,icon_42010,Atlas/UI_Equipment,,-1,[],3,,155,,[],-1,3,-1
354,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|2970],[[66|2970]],[1188],9,,,,-1,[999|4|20|999|5|20],[],[[999|4|20]|[999|5|20]],false,4000,,[1188],1,,1,[],-1,equipment_name_354,-1,icon_45022,Atlas/UI_Equipment,,-1,[],3,,155,,[],-1,4,-1
441,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|605],[[65|605]],[2420],9,,,,-1,[999|4|30|999|5|30],[],[[999|4|30]|[999|5|30]],false,5000,,[2420],1,,1,[],-1,equipment_name_441,-1,icon_40022,Atlas/UI_Equipment,,-1,[],4,,155,,[],-1,1,-1
442,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|5940],[[66|5940]],[2376],9,,,,-1,[999|4|30|999|5|30],[],[[999|4|30]|[999|5|30]],false,5000,,[2376],1,,1,[],-1,equipment_name_442,-1,icon_41020,Atlas/UI_Equipment,,-1,[],4,,155,,[],-1,2,-1
443,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|605],[[65|605]],[2420],9,,,,-1,[999|4|30|999|5|30],[],[[999|4|30]|[999|5|30]],false,5000,,[2420],1,,1,[],-1,equipment_name_443,-1,icon_42020,Atlas/UI_Equipment,,-1,[],4,,155,,[],-1,3,-1
444,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|5940],[[66|5940]],[2376],9,,,,-1,[999|4|30|999|5|30],[],[[999|4|30]|[999|5|30]],false,5000,,[2376],1,,1,[],-1,equipment_name_444,-1,icon_45023,Atlas/UI_Equipment,,-1,[],4,,155,,[],-1,4,-1
451,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|605],[[65|605]],[2420],9,,,,-1,[999|4|30|999|5|30],[],[[999|4|30]|[999|5|30]],false,5000,,[2420],1,,1,[],-1,equipment_name_451,-1,icon_40022,Atlas/UI_Equipment,,-1,[],4,,155,,[],-1,1,-1
452,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|5940],[[66|5940]],[2376],9,,,,-1,[999|4|30|999|5|30],[],[[999|4|30]|[999|5|30]],false,5000,,[2376],1,,1,[],-1,equipment_name_452,-1,icon_41020,Atlas/UI_Equipment,,-1,[],4,,155,,[],-1,2,-1
453,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|605],[[65|605]],[2420],9,,,,-1,[999|4|30|999|5|30],[],[[999|4|30]|[999|5|30]],false,5000,,[2420],1,,1,[],-1,equipment_name_453,-1,icon_42020,Atlas/UI_Equipment,,-1,[],4,,155,,[],-1,3,-1
454,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|5940],[[66|5940]],[2376],9,,,,-1,[999|4|30|999|5|30],[],[[999|4|30]|[999|5|30]],false,5000,,[2376],1,,1,[],-1,equipment_name_454,-1,icon_45023,Atlas/UI_Equipment,,-1,[],4,,155,,[],-1,4,-1
1501,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[65|640|66|2455|165|250|8|300],[[65|640]|[66|2455]|[165|250]|[8|300]],[9152],-1,"5|65|1920,10|8|800,15|65|1920,20|8|800,25|18|1000",icon_40051,Atlas/UI_Equipment,1,[2|404100005|750],[[5|65|1920]|[10|8|800]|[15|65|1920]|[20|8|800]|[25|18|1000]],[[2|404100005|750]],true,6000,,[9152],1,,1,[[10|65|640]|[20|8|400]|[30|65|640]|[40|8|400]],40,equipment_name_1501,-1,icon_40028,Atlas/UI_Equipment,"2|404100005|750,999|6|16000",172800,[[2|404100005|750]|[999|6|16000]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|65|640,20|8|400,30|65|640,40|8|400",[[10|65|640]|[20|8|400]|[30|65|640]|[40|8|400]],-1,1,1
1502,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[66|5725|65|275|166|250|16|300],[[66|5725]|[65|275]|[166|250]|[16|300]],[9152],-1,"5|66|17175,10|16|800,15|66|17175,20|16|800,25|20|1200",icon_41051,Atlas/UI_Equipment,1,[2|404100005|750],[[5|66|17175]|[10|16|800]|[15|66|17175]|[20|16|800]|[25|20|1200]],[[2|404100005|750]],true,6000,,[9152],1,,1,[[10|66|5725]|[20|16|400]|[30|66|5725]|[40|16|400]],40,equipment_name_1502,-1,icon_41028,Atlas/UI_Equipment,"2|404100005|750,999|6|16000",172800,[[2|404100005|750]|[999|6|16000]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|66|5725,20|16|400,30|66|5725,40|16|400",[[10|66|5725]|[20|16|400]|[30|66|5725]|[40|16|400]],-1,2,1
1503,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[65|640|66|2455|165|250|10|300],[[65|640]|[66|2455]|[165|250]|[10|300]],[9152],-1,"5|65|1920,10|10|800,15|65|1920,20|10|800,25|18|1000",icon_42051,Atlas/UI_Equipment,1,[2|404100005|750],[[5|65|1920]|[10|10|800]|[15|65|1920]|[20|10|800]|[25|18|1000]],[[2|404100005|750]],true,6000,,[9152],1,,1,[[10|65|640]|[20|10|400]|[30|65|640]|[40|10|400]],40,equipment_name_1503,-1,icon_42028,Atlas/UI_Equipment,"2|404100005|750,999|6|16000",172800,[[2|404100005|750]|[999|6|16000]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|65|640,20|10|400,30|65|640,40|10|400",[[10|65|640]|[20|10|400]|[30|65|640]|[40|10|400]],-1,3,1
1504,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[66|5725|65|275|166|250|26|300],[[66|5725]|[65|275]|[166|250]|[26|300]],[9152],-1,"5|66|17175,10|26|800,15|66|17175,20|26|800,25|21|1200",icon_45051,Atlas/UI_Equipment,1,[2|404100005|750],[[5|66|17175]|[10|26|800]|[15|66|17175]|[20|26|800]|[25|21|1200]],[[2|404100005|750]],true,6000,,[9152],1,,1,[[10|66|5725]|[20|26|400]|[30|66|5725]|[40|26|400]],40,equipment_name_1504,-1,icon_45028,Atlas/UI_Equipment,"2|404100005|750,999|6|16000",172800,[[2|404100005|750]|[999|6|16000]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|66|5725,20|26|400,30|66|5725,40|26|400",[[10|66|5725]|[20|26|400]|[30|66|5725]|[40|26|400]],-1,4,1
1401,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|265|66|1025|1200115|250],[[65|265]|[66|1025]|[1200115|250]],[4020],-1,,,,-1,[2|404100004|150],[],[[2|404100004|150]],false,5000,,[4020],1,,1,[[10|1200115|200]|[20|1200115|200]|[30|1200115|200]],30,equipment_name_1401,-1,icon_40005,Atlas/UI_Equipment,2|404100004|150,7200,[[2|404100004|150]],4,,155,"10|1200115|200,20|1200115|200,30|1200115|200",[[10|1200115|200]|[20|1200115|200]|[30|1200115|200]],-1,1,1
1402,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|2385|65|115|1200116|250],[[66|2385]|[65|115]|[1200116|250]],[4020],-1,,,,-1,[2|404100004|150],[],[[2|404100004|150]],false,5000,,[4020],1,,1,[[10|1200116|200]|[20|1200116|200]|[30|1200116|200]],30,equipment_name_1402,-1,icon_41001,Atlas/UI_Equipment,2|404100004|150,7200,[[2|404100004|150]],4,,155,"10|1200116|200,20|1200116|200,30|1200116|200",[[10|1200116|200]|[20|1200116|200]|[30|1200116|200]],-1,2,1
1403,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|265|66|1025|1200115|250],[[65|265]|[66|1025]|[1200115|250]],[4020],-1,,,,-1,[2|404100004|150],[],[[2|404100004|150]],false,5000,,[4020],1,,1,[[10|1200115|200]|[20|1200115|200]|[30|1200115|200]],30,equipment_name_1403,-1,icon_42001,Atlas/UI_Equipment,2|404100004|150,7200,[[2|404100004|150]],4,,155,"10|1200115|200,20|1200115|200,30|1200115|200",[[10|1200115|200]|[20|1200115|200]|[30|1200115|200]],-1,3,1
1404,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|2385|65|115|1200116|250],[[66|2385]|[65|115]|[1200116|250]],[4020],-1,,,,-1,[2|404100004|150],[],[[2|404100004|150]],false,5000,,[4020],1,,1,[[10|1200116|200]|[20|1200116|200]|[30|1200116|200]],30,equipment_name_1404,-1,icon_45008,Atlas/UI_Equipment,2|404100004|150,7200,[[2|404100004|150]],4,,155,"10|1200116|200,20|1200116|200,30|1200116|200",[[10|1200116|200]|[20|1200116|200]|[30|1200116|200]],-1,4,1
1301,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|135|66|515],[[65|135]|[66|515]],[772],-1,,,,-1,[2|404100003|40],[],[[2|404100003|40]],false,4000,,[772],1,,1,[[10|65|70]],15,equipment_name_1301,-1,icon_40006,Atlas/UI_Equipment,"2|404100003|40,999|6|120",1200,[[2|404100003|40]|[999|6|120]],3,,155,10|65|70,[[10|65|70]],-1,1,1
1302,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|1195|65|60],[[66|1195]|[65|60]],[772],-1,,,,-1,[2|404100003|40],[],[[2|404100003|40]],false,4000,,[772],1,,1,[[10|66|600]],15,equipment_name_1302,-1,icon_41004,Atlas/UI_Equipment,"2|404100003|40,999|6|120",1200,[[2|404100003|40]|[999|6|120]],3,,155,10|66|600,[[10|66|600]],-1,2,1
1303,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|135|66|515],[[65|135]|[66|515]],[772],-1,,,,-1,[2|404100003|40],[],[[2|404100003|40]],false,4000,,[772],1,,1,[[10|65|70]],15,equipment_name_1303,-1,icon_42004,Atlas/UI_Equipment,"2|404100003|40,999|6|120",1200,[[2|404100003|40]|[999|6|120]],3,,155,10|65|70,[[10|65|70]],-1,3,1
1304,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|1195|65|60],[[66|1195]|[65|60]],[772],-1,,,,-1,[2|404100003|40],[],[[2|404100003|40]],false,4000,,[772],1,,1,[[10|66|600]],15,equipment_name_1304,-1,icon_45004,Atlas/UI_Equipment,"2|404100003|40,999|6|120",1200,[[2|404100003|40]|[999|6|120]],3,,155,10|66|600,[[10|66|600]],-1,4,1
1201,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|70],[[65|70]],[280],-1,,,,-1,[2|404100002|40],[],[[2|404100002|40]],false,4000,,[280],1,,1,[],5,equipment_name_1201,-1,icon_40001,Atlas/UI_Equipment,"2|404100002|40,999|6|60",600,[[2|404100002|40]|[999|6|60]],2,,155,,[],-1,1,1
1202,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|600],[[66|600]],[280],-1,,,,-1,[2|404100002|40],[],[[2|404100002|40]],false,4000,,[280],1,,1,[],5,equipment_name_1202,-1,icon_41002,Atlas/UI_Equipment,"2|404100002|40,999|6|60",600,[[2|404100002|40]|[999|6|60]],2,,155,,[],-1,2,1
1203,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[65|70],[[65|70]],[280],-1,,,,-1,[2|404100002|40],[],[[2|404100002|40]],false,4000,,[280],1,,1,[],5,equipment_name_1203,-1,icon_42002,Atlas/UI_Equipment,"2|404100002|40,999|6|60",600,[[2|404100002|40]|[999|6|60]],2,,155,,[],-1,3,1
1204,Atlas/UI_Item,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{},[66|600],[[66|600]],[280],-1,,,,-1,[2|404100002|40],[],[[2|404100002|40]],false,4000,,[280],1,,1,[],5,equipment_name_1204,-1,icon_45002,Atlas/UI_Equipment,"2|404100002|40,999|6|60",600,[[2|404100002|40]|[999|6|60]],2,,155,,[],-1,4,1
1511,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[65|770|66|2455|165|250|8|300],[[65|770]|[66|2455]|[165|250]|[8|300]],[10980],-1,"5|65|2310,10|8|1000,15|65|2310,20|8|1000,25|18|1000",icon_40063,Atlas/UI_Equipment,1,[2|404100005|750],[[5|65|2310]|[10|8|1000]|[15|65|2310]|[20|8|1000]|[25|18|1000]],[[2|404100005|750]],true,6000,,[10980],1,,1,[[10|65|770]|[20|8|500]|[30|65|770]|[40|8|500]],40,equipment_name_1511,-1,icon_40061,Atlas/UI_Equipment,2|404100005|750,172800,[[2|404100005|750]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|65|770,20|8|500,30|65|770,40|8|500",[[10|65|770]|[20|8|500]|[30|65|770]|[40|8|500]],1101,1,1
1512,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[66|5725|65|275|166|250|16|300],[[66|5725]|[65|275]|[166|250]|[16|300]],[10980],-1,"5|66|17175,10|16|800,15|66|17175,20|16|800,25|20|1200",icon_41063,Atlas/UI_Equipment,1,[2|404100005|750],[[5|66|17175]|[10|16|800]|[15|66|17175]|[20|16|800]|[25|20|1200]],[[2|404100005|750]],true,6000,,[10980],1,,1,[[10|66|5725]|[20|16|400]|[30|66|5725]|[40|16|400]],40,equipment_name_1512,-1,icon_41061,Atlas/UI_Equipment,2|404100005|750,172800,[[2|404100005|750]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|66|5725,20|16|400,30|66|5725,40|16|400",[[10|66|5725]|[20|16|400]|[30|66|5725]|[40|16|400]],1101,2,1
1513,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[65|770|66|2455|165|250|10|300],[[65|770]|[66|2455]|[165|250]|[10|300]],[10980],-1,"5|65|2310,10|10|1000,15|65|2310,20|10|1000,25|18|1000",icon_42063,Atlas/UI_Equipment,1,[2|404100005|750],[[5|65|2310]|[10|10|1000]|[15|65|2310]|[20|10|1000]|[25|18|1000]],[[2|404100005|750]],true,6000,,[10980],1,,1,[[10|65|770]|[20|10|500]|[30|65|770]|[40|10|500]],40,equipment_name_1513,-1,icon_42061,Atlas/UI_Equipment,2|404100005|750,172800,[[2|404100005|750]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|65|770,20|10|500,30|65|770,40|10|500",[[10|65|770]|[20|10|500]|[30|65|770]|[40|10|500]],1101,3,1
1514,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[66|5725|65|275|166|250|26|300],[[66|5725]|[65|275]|[166|250]|[26|300]],[10980],-1,"5|66|17175,10|26|800,15|66|17175,20|26|800,25|21|1200",icon_45063,Atlas/UI_Equipment,1,[2|404100005|750],[[5|66|17175]|[10|26|800]|[15|66|17175]|[20|26|800]|[25|21|1200]],[[2|404100005|750]],true,6000,,[10980],1,,1,[[10|66|5725]|[20|26|400]|[30|66|5725]|[40|26|400]],40,equipment_name_1514,-1,icon_45061,Atlas/UI_Equipment,2|404100005|750,172800,[[2|404100005|750]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|66|5725,20|26|400,30|66|5725,40|26|400",[[10|66|5725]|[20|26|400]|[30|66|5725]|[40|26|400]],1101,4,1
1521,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[65|640|66|2455|165|250|8|300],[[65|640]|[66|2455]|[165|250]|[8|300]],[10980],-1,"5|65|1920,10|8|800,15|65|1920,20|8|800,25|18|1000",icon_40062,Atlas/UI_Equipment,1,[2|404100005|750],[[5|65|1920]|[10|8|800]|[15|65|1920]|[20|8|800]|[25|18|1000]],[[2|404100005|750]],true,6000,,[10980],1,,1,[[10|65|640]|[20|8|400]|[30|65|640]|[40|8|400]],40,equipment_name_1521,-1,icon_40060,Atlas/UI_Equipment,2|404100005|750,172800,[[2|404100005|750]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|65|640,20|8|400,30|65|640,40|8|400",[[10|65|640]|[20|8|400]|[30|65|640]|[40|8|400]],1102,1,1
1522,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[66|6870|65|275|166|250|16|300],[[66|6870]|[65|275]|[166|250]|[16|300]],[10980],-1,"5|66|20610,10|16|1000,15|66|20610,20|16|1000,25|20|1200",icon_41062,Atlas/UI_Equipment,1,[2|404100005|750],[[5|66|20610]|[10|16|1000]|[15|66|20610]|[20|16|1000]|[25|20|1200]],[[2|404100005|750]],true,6000,,[10980],1,,1,[[10|66|6870]|[20|16|500]|[30|66|6870]|[40|16|500]],40,equipment_name_1522,-1,icon_41060,Atlas/UI_Equipment,2|404100005|750,172800,[[2|404100005|750]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|66|6870,20|16|500,30|66|6870,40|16|500",[[10|66|6870]|[20|16|500]|[30|66|6870]|[40|16|500]],1102,2,1
1523,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[65|640|66|2455|165|250|10|300],[[65|640]|[66|2455]|[165|250]|[10|300]],[10980],-1,"5|65|1920,10|10|800,15|65|1920,20|10|800,25|18|1000",icon_42062,Atlas/UI_Equipment,1,[2|404100005|750],[[5|65|1920]|[10|10|800]|[15|65|1920]|[20|10|800]|[25|18|1000]],[[2|404100005|750]],true,6000,,[10980],1,,1,[[10|65|640]|[20|10|400]|[30|65|640]|[40|10|400]],40,equipment_name_1523,-1,icon_42060,Atlas/UI_Equipment,2|404100005|750,172800,[[2|404100005|750]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|65|640,20|10|400,30|65|640,40|10|400",[[10|65|640]|[20|10|400]|[30|65|640]|[40|10|400]],1102,3,1
1524,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[66|6870|65|275|166|250|26|300],[[66|6870]|[65|275]|[166|250]|[26|300]],[10980],-1,"5|66|20610,10|26|1000,15|66|20610,20|26|1000,25|21|1200",icon_45062,Atlas/UI_Equipment,1,[2|404100005|750],[[5|66|20610]|[10|26|1000]|[15|66|20610]|[20|26|1000]|[25|21|1200]],[[2|404100005|750]],true,6000,,[10980],1,,1,[[10|66|6870]|[20|26|500]|[30|66|6870]|[40|26|500]],40,equipment_name_1524,-1,icon_45060,Atlas/UI_Equipment,2|404100005|750,172800,[[2|404100005|750]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|66|6870,20|26|500,30|66|6870,40|26|500",[[10|66|6870]|[20|26|500]|[30|66|6870]|[40|26|500]],1102,4,1
1531,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[65|640|66|2455|165|250|8|300],[[65|640]|[66|2455]|[165|250]|[8|300]],[10980],-1,"5|65|2115,10|8|900,15|65|2115,20|8|900,25|18|1000",icon_40064,Atlas/UI_Equipment,1,[2|404100005|750],[[5|65|2115]|[10|8|900]|[15|65|2115]|[20|8|900]|[25|18|1000]],[[2|404100005|750]],true,6000,,[10980],1,,1,[[10|65|705]|[20|8|450]|[30|65|705]|[40|8|450]],40,equipment_name_1531,-1,icon_40053,Atlas/UI_Equipment,2|404100005|750,172800,[[2|404100005|750]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|65|705,20|8|450,30|65|705,40|8|450",[[10|65|705]|[20|8|450]|[30|65|705]|[40|8|450]],1103,1,1
1532,Atlas/UI_Equipment,<ERROR:TargetInvocationException>,Atlas/UI_Equipment,{1:[2|404100006|1]|2:[2|404100006|1]|3:[2|404100006|1]},[66|5725|65|275|166|250|16|300],[[66|5725]|[65|275]|[166|250]|[16|300]],[10980],-1,"5|66|18895,10|16|900,15|66|18895,20|16|900,25|20|1200",icon_41064,Atlas/UI_Equipment,1,[2|404100005|750],[[5|66|18895]|[10|16|900]|[15|66|18895]|[20|16|900]|[25|20|1200]],[[2|404100005|750]],true,6000,,[10980],1,,1,[[10|66|6300]|[20|16|450]|[30|66|6300]|[40|16|450]],40,equipment_name_1532,-1,icon_41053,Atlas/UI_Equipment,2|404100005|750,172800,[[2|404100005|750]],5,"1|2|404100006|1,2|2|404100006|1,3|2|404100006|1",165,"10|66|6300,20|16|450,30|66|6300,40|16|450",[[10|66|6300]|[20|16|450]|[30|66|6300]|[40|16|450]],1103,2,1
