id,battle_time,buffs,defend_unit,defend_unit_position,first_reward,group_id,Initially_buff,map,monster_id,need_day,own_buffs,pre_level,use_own_hero
1602,180,-1,-1,-1,-1,2,-1,815,5916201|5916202|5916203|5916204|5916205|5916206|5916207|5916208|5916209|5916210|5916213,-1,-1,-1,1
1603,180,-1,-1,-1,-1,2,-1,816,5916301|5916302|5916303|5916304|5916305|5916306|5916307|5916308|5916309|5916310|5916313,-1,-1,-1,1
1604,180,-1,-1,-1,-1,2,-1,816,5916401|5916402|5916403|5916404|5916405|5916406|5916407|5916408|5916409|5916410|5916413,-1,-1,-1,1
1605,180,-1,-1,-1,-1,2,-1,817,5916501|5916502|5916503|5916504|5916505|5916506|5916507|5916508|5916509|5916510|5916513,-1,-1,-1,1
1606,60,-1,-1,-1,-1,2,-1,815,5916601,-1,-1,-1,1
1607,60,-1,-1,-1,-1,2,-1,815,5916602,-1,-1,-1,1
1608,60,-1,-1,-1,-1,2,-1,816,5916603,-1,-1,-1,1
1609,60,-1,-1,-1,-1,2,-1,816,5916604,-1,-1,-1,1
1610,60,-1,-1,-1,-1,2,-1,817,5916605,-1,-1,-1,1
1611,60,-1,-1,-1,-1,2,-1,817,5916606,-1,-1,-1,1
1701,180,-1,-1,-1,-1,2,-1,815,5917101|5917102|5917103|5917104|5917105|5917106|5917107|5917108|5917109|5917110|5917113,-1,-1,-1,1
1702,180,-1,-1,-1,-1,2,-1,815,5917201|5917202|5917203|5917204|5917205|5917206|5917207|5917208|5917209|5917210|5917213,-1,-1,-1,1
1703,180,-1,-1,-1,-1,2,-1,816,5917301|5917302|5917303|5917304|5917305|5917306|5917307|5917308|5917309|5917310|5917313,-1,-1,-1,1
1704,180,-1,-1,-1,-1,2,-1,816,5917401|5917402|5917403|5917404|5917405|5917406|5917407|5917408|5917409|5917410|5917413,-1,-1,-1,1
1705,180,-1,-1,-1,-1,2,-1,817,5917501|5917502|5917503|5917504|5917505|5917506|5917507|5917508|5917509|5917510|5917513,-1,-1,-1,1
1706,60,-1,-1,-1,-1,2,-1,815,5917601,-1,-1,-1,1
1707,60,-1,-1,-1,-1,2,-1,815,5917602,-1,-1,-1,1
1708,60,-1,-1,-1,-1,2,-1,816,5917603,-1,-1,-1,1
1709,60,-1,-1,-1,-1,2,-1,816,5917604,-1,-1,-1,1
1710,60,-1,-1,-1,-1,2,-1,817,5917605,-1,-1,-1,1
1711,60,-1,-1,-1,-1,2,-1,817,5917606,-1,-1,-1,1
1801,180,-1,-1,-1,-1,2,-1,815,5918101|5918102|5918103|5918104|5918105|5918106|5918107|5918108|5918109|5918110|5918113,-1,-1,-1,1
1802,180,-1,-1,-1,-1,2,-1,815,5918201|5918202|5918203|5918204|5918205|5918206|5918207|5918208|5918209|5918210|5918213,-1,-1,-1,1
1803,180,-1,-1,-1,-1,2,-1,816,5918301|5918302|5918303|5918304|5918305|5918306|5918307|5918308|5918309|5918310|5918313,-1,-1,-1,1
1804,180,-1,-1,-1,-1,2,-1,816,5918401|5918402|5918403|5918404|5918405|5918406|5918407|5918408|5918409|5918410|5918413,-1,-1,-1,1
1805,180,-1,-1,-1,-1,2,-1,817,5918501|5918502|5918503|5918504|5918505|5918506|5918507|5918508|5918509|5918510|5918513,-1,-1,-1,1
1806,60,-1,-1,-1,-1,2,-1,815,5918601,-1,-1,-1,1
1807,60,-1,-1,-1,-1,2,-1,815,5918602,-1,-1,-1,1
1808,60,-1,-1,-1,-1,2,-1,816,5918603,-1,-1,-1,1
1809,60,-1,-1,-1,-1,2,-1,816,5918604,-1,-1,-1,1
1810,60,-1,-1,-1,-1,2,-1,817,5918605,-1,-1,-1,1
1811,60,-1,-1,-1,-1,2,-1,817,5918606,-1,-1,-1,1
100801,180,-1,-1,-1,-1,2,-1,809,5908101|5908102|5908103|5908104|5908105|5908106|5908107|5908108|5908109|5908110|5908113,-1,-1,-1,1
100802,180,-1,-1,-1,-1,2,-1,809,5908201|5908202|5908203|5908204|5908205|5908206|5908207|5908208|5908209|5908210|5908213,-1,-1,-1,1
100803,180,-1,-1,-1,-1,2,-1,810,5908301|5908302|5908303|5908304|5908305|5908306|5908307|5908308|5908309|5908310|5908313,-1,-1,-1,1
100804,180,-1,-1,-1,-1,2,-1,810,5908401|5908402|5908403|5908404|5908405|5908406|5908407|5908408|5908409|5908410|5908413,-1,-1,-1,1
100805,180,-1,-1,-1,-1,2,-1,811,5908501|5908502|5908503|5908504|5908505|5908506|5908507|5908508|5908509|5908510|5908513,-1,-1,-1,1
100806,60,-1,-1,-1,-1,2,-1,809,5908601,-1,-1,-1,1
100807,60,-1,-1,-1,-1,2,-1,809,5908602,-1,-1,-1,1
100808,60,-1,-1,-1,-1,2,-1,810,5908603,-1,-1,-1,1
100809,60,-1,-1,-1,-1,2,-1,810,5908604,-1,-1,-1,1
100810,60,-1,-1,-1,-1,2,-1,811,5908605,-1,-1,-1,1
100811,60,-1,-1,-1,-1,2,-1,811,5908606,-1,-1,-1,1
100901,180,-1,-1,-1,-1,2,-1,809,5909101|5909102|5909103|5909104|5909105|5909106|5909107|5909108|5909109|5909110|5909113,-1,-1,-1,1
100902,180,-1,-1,-1,-1,2,-1,809,5909201|5909202|5909203|5909204|5909205|5909206|5909207|5909208|5909209|5909210|5909213,-1,-1,-1,1
100903,180,-1,-1,-1,-1,2,-1,810,5909301|5909302|5909303|5909304|5909305|5909306|5909307|5909308|5909309|5909310|5909313,-1,-1,-1,1
100904,180,-1,-1,-1,-1,2,-1,810,5909401|5909402|5909403|5909404|5909405|5909406|5909407|5909408|5909409|5909410|5909413,-1,-1,-1,1
100905,180,-1,-1,-1,-1,2,-1,811,5909501|5909502|5909503|5909504|5909505|5909506|5909507|5909508|5909509|5909510|5909513,-1,-1,-1,1
100906,60,-1,-1,-1,-1,2,-1,809,5909601,-1,-1,-1,1
100907,60,-1,-1,-1,-1,2,-1,809,5909602,-1,-1,-1,1
100908,60,-1,-1,-1,-1,2,-1,810,5909603,-1,-1,-1,1
100909,60,-1,-1,-1,-1,2,-1,810,5909604,-1,-1,-1,1
100910,60,-1,-1,-1,-1,2,-1,811,5909605,-1,-1,-1,1
100911,60,-1,-1,-1,-1,2,-1,811,5909606,-1,-1,-1,1
101001,180,-1,-1,-1,-1,2,-1,809,5910101|5910102|5910103|5910104|5910105|5910106|5910107|5910108|5910109|5910110|5910113,-1,-1,-1,1
101002,180,-1,-1,-1,-1,2,-1,809,5910201|5910202|5910203|5910204|5910205|5910206|5910207|5910208|5910209|5910210|5910213,-1,-1,-1,1
101003,180,-1,-1,-1,-1,2,-1,810,5910301|5910302|5910303|5910304|5910305|5910306|5910307|5910308|5910309|5910310|5910313,-1,-1,-1,1
101004,180,-1,-1,-1,-1,2,-1,810,5910401|5910402|5910403|5910404|5910405|5910406|5910407|5910408|5910409|5910410|5910413,-1,-1,-1,1
101005,180,-1,-1,-1,-1,2,-1,811,5910501|5910502|5910503|5910504|5910505|5910506|5910507|5910508|5910509|5910510|5910513,-1,-1,-1,1
101006,60,-1,-1,-1,-1,2,-1,809,5910601,-1,-1,-1,1
101007,60,-1,-1,-1,-1,2,-1,809,5910602,-1,-1,-1,1
101008,60,-1,-1,-1,-1,2,-1,810,5910603,-1,-1,-1,1
101009,60,-1,-1,-1,-1,2,-1,810,5910604,-1,-1,-1,1
101010,60,-1,-1,-1,-1,2,-1,811,5910605,-1,-1,-1,1
101011,60,-1,-1,-1,-1,2,-1,811,5910606,-1,-1,-1,1
101101,180,-1,-1,-1,-1,2,-1,809,5911101|5911102|5911103|5911104|5911105|5911106|5911107|5911108|5911109|5911110|5911113,-1,-1,-1,1
101102,180,-1,-1,-1,-1,2,-1,809,5911201|5911202|5911203|5911204|5911205|5911206|5911207|5911208|5911209|5911210|5911213,-1,-1,-1,1
101103,180,-1,-1,-1,-1,2,-1,810,5911301|5911302|5911303|5911304|5911305|5911306|5911307|5911308|5911309|5911310|5911313,-1,-1,-1,1
101104,180,-1,-1,-1,-1,2,-1,810,5911401|5911402|5911403|5911404|5911405|5911406|5911407|5911408|5911409|5911410|5911413,-1,-1,-1,1
101105,180,-1,-1,-1,-1,2,-1,811,5911501|5911502|5911503|5911504|5911505|5911506|5911507|5911508|5911509|5911510|5911513,-1,-1,-1,1
101106,60,-1,-1,-1,-1,2,-1,809,5911601,-1,-1,-1,1
101107,60,-1,-1,-1,-1,2,-1,809,5911602,-1,-1,-1,1
101108,60,-1,-1,-1,-1,2,-1,810,5911603,-1,-1,-1,1
101109,60,-1,-1,-1,-1,2,-1,810,5911604,-1,-1,-1,1
101110,60,-1,-1,-1,-1,2,-1,811,5911605,-1,-1,-1,1
101111,60,-1,-1,-1,-1,2,-1,811,5911606,-1,-1,-1,1
101201,180,-1,-1,-1,-1,2,-1,809,5912101|5912102|5912103|5912104|5912105|5912106|5912107|5912108|5912109|5912110|5912113,-1,-1,-1,1
101202,180,-1,-1,-1,-1,2,-1,809,5912201|5912202|5912203|5912204|5912205|5912206|5912207|5912208|5912209|5912210|5912213,-1,-1,-1,1
101203,180,-1,-1,-1,-1,2,-1,810,5912301|5912302|5912303|5912304|5912305|5912306|5912307|5912308|5912309|5912310|5912313,-1,-1,-1,1
101204,180,-1,-1,-1,-1,2,-1,810,5912401|5912402|5912403|5912404|5912405|5912406|5912407|5912408|5912409|5912410|5912413,-1,-1,-1,1
101205,180,-1,-1,-1,-1,2,-1,811,5912501|5912502|5912503|5912504|5912505|5912506|5912507|5912508|5912509|5912510|5912513,-1,-1,-1,1
101206,60,-1,-1,-1,-1,2,-1,809,5912601,-1,-1,-1,1
101207,60,-1,-1,-1,-1,2,-1,809,5912602,-1,-1,-1,1
101208,60,-1,-1,-1,-1,2,-1,810,5912603,-1,-1,-1,1
101209,60,-1,-1,-1,-1,2,-1,810,5912604,-1,-1,-1,1
101210,60,-1,-1,-1,-1,2,-1,811,5912605,-1,-1,-1,1
101211,60,-1,-1,-1,-1,2,-1,811,5912606,-1,-1,-1,1
101301,180,-1,-1,-1,-1,2,-1,809,5913101|5913102|5913103|5913104|5913105|5913106|5913107|5913108|5913109|5913110|5913113,-1,-1,-1,1
101302,180,-1,-1,-1,-1,2,-1,809,5913201|5913202|5913203|5913204|5913205|5913206|5913207|5913208|5913209|5913210|5913213,-1,-1,-1,1
101303,180,-1,-1,-1,-1,2,-1,810,5913301|5913302|5913303|5913304|5913305|5913306|5913307|5913308|5913309|5913310|5913313,-1,-1,-1,1
101304,180,-1,-1,-1,-1,2,-1,810,5913401|5913402|5913403|5913404|5913405|5913406|5913407|5913408|5913409|5913410|5913413,-1,-1,-1,1
101305,180,-1,-1,-1,-1,2,-1,811,5913501|5913502|5913503|5913504|5913505|5913506|5913507|5913508|5913509|5913510|5913513,-1,-1,-1,1
101306,60,-1,-1,-1,-1,2,-1,809,5913601,-1,-1,-1,1
101307,60,-1,-1,-1,-1,2,-1,809,5913602,-1,-1,-1,1
101308,60,-1,-1,-1,-1,2,-1,810,5913603,-1,-1,-1,1
101309,60,-1,-1,-1,-1,2,-1,810,5913604,-1,-1,-1,1
101310,60,-1,-1,-1,-1,2,-1,811,5913605,-1,-1,-1,1
101311,60,-1,-1,-1,-1,2,-1,811,5913606,-1,-1,-1,1
1000101,180,-1,-1,-1,-1,2,-1,812,5801201|5801202|5801203|5801204|5801205|5801206|5801207|5801208|5801209|5801210|5801213,-1,-1,-1,1
1000102,180,-1,-1,-1,-1,2,-1,813,5801101|5801102|5801103|5801104|5801105|5801106|5801107|5801108|5801109|5801110|5801113,-1,-1,-1,1
1000103,60,-1,-1,-1,-1,2,-1,812,5801601,-1,-1,-1,1
1000104,60,-1,-1,-1,-1,2,-1,812,5801602,-1,-1,-1,1
1000105,60,-1,-1,-1,-1,2,-1,813,5801603,-1,-1,-1,1
1000106,60,-1,-1,-1,-1,2,-1,814,5801604,-1,-1,-1,1
1000201,180,-1,-1,-1,-1,2,-1,812,5802201|5802202|5802203|5802204|5802205|5802206|5802207|5802208|5802209|5802210|5802213,-1,-1,-1,1
1000202,180,-1,-1,-1,-1,2,-1,813,5802101|5802102|5802103|5802104|5802105|5802106|5802107|5802108|5802109|5802110|5802113,-1,-1,-1,1
1000203,60,-1,-1,-1,-1,2,-1,812,5802601,-1,-1,-1,1
1000204,60,-1,-1,-1,-1,2,-1,812,5802602,-1,-1,-1,1
1000205,60,-1,-1,-1,-1,2,-1,813,5802603,-1,-1,-1,1
1000206,60,-1,-1,-1,-1,2,-1,814,5802604,-1,-1,-1,1
1000301,180,-1,-1,-1,-1,2,-1,812,5803201|5803202|5803203|5803204|5803205|5803206|5803207|5803208|5803209|5803210|5803213,-1,-1,-1,1
1000302,180,-1,-1,-1,-1,2,-1,813,5803101|5803102|5803103|5803104|5803105|5803106|5803107|5803108|5803109|5803110|5803113,-1,-1,-1,1
1000303,60,-1,-1,-1,-1,2,-1,812,5803601,-1,-1,-1,1
1000304,60,-1,-1,-1,-1,2,-1,812,5803602,-1,-1,-1,1
1000305,60,-1,-1,-1,-1,2,-1,813,5803603,-1,-1,-1,1
1000306,60,-1,-1,-1,-1,2,-1,814,5803604,-1,-1,-1,1
1000401,180,-1,-1,-1,-1,2,-1,812,5804201|5804202|5804203|5804204|5804205|5804206|5804207|5804208|5804209|5804210|5804213,-1,-1,-1,1
1000402,180,-1,-1,-1,-1,2,-1,813,5804101|5804102|5804103|5804104|5804105|5804106|5804107|5804108|5804109|5804110|5804113,-1,-1,-1,1
1000403,60,-1,-1,-1,-1,2,-1,812,5804601,-1,-1,-1,1
1000404,60,-1,-1,-1,-1,2,-1,812,5804602,-1,-1,-1,1
1000405,60,-1,-1,-1,-1,2,-1,813,5804603,-1,-1,-1,1
1000406,60,-1,-1,-1,-1,2,-1,814,5804604,-1,-1,-1,1
1000501,180,-1,-1,-1,-1,2,-1,812,5805201|5805202|5805203|5805204|5805205|5805206|5805207|5805208|5805209|5805210|5805213,-1,-1,-1,1
1000502,180,-1,-1,-1,-1,2,-1,813,5805101|5805102|5805103|5805104|5805105|5805106|5805107|5805108|5805109|5805110|5805113,-1,-1,-1,1
1000503,60,-1,-1,-1,-1,2,-1,812,5805601,-1,-1,-1,1
1000504,60,-1,-1,-1,-1,2,-1,812,5805602,-1,-1,-1,1
1000505,60,-1,-1,-1,-1,2,-1,813,5805603,-1,-1,-1,1
1000506,60,-1,-1,-1,-1,2,-1,814,5805604,-1,-1,-1,1
1000601,180,-1,-1,-1,-1,2,-1,812,5806201|5806202|5806203|5806204|5806205|5806206|5806207|5806208|5806209|5806210|5806213,-1,-1,-1,1
1000602,180,-1,-1,-1,-1,2,-1,813,5806101|5806102|5806103|5806104|5806105|5806106|5806107|5806108|5806109|5806110|5806113,-1,-1,-1,1
1000603,60,-1,-1,-1,-1,2,-1,812,5806601,-1,-1,-1,1
1000604,60,-1,-1,-1,-1,2,-1,812,5806602,-1,-1,-1,1
1000605,60,-1,-1,-1,-1,2,-1,813,5806603,-1,-1,-1,1
1000606,60,-1,-1,-1,-1,2,-1,814,5806604,-1,-1,-1,1
1000701,180,-1,-1,-1,-1,2,-1,812,5807201|5807202|5807203|5807204|5807205|5807206|5807207|5807208|5807209|5807210|5807213,-1,-1,-1,1
1000702,180,-1,-1,-1,-1,2,-1,813,5807101|5807102|5807103|5807104|5807105|5807106|5807107|5807108|5807109|5807110|5807113,-1,-1,-1,1
1000703,60,-1,-1,-1,-1,2,-1,812,5807601,-1,-1,-1,1
1000704,60,-1,-1,-1,-1,2,-1,812,5807602,-1,-1,-1,1
1000705,60,-1,-1,-1,-1,2,-1,813,5807603,-1,-1,-1,1
1000706,60,-1,-1,-1,-1,2,-1,814,5807604,-1,-1,-1,1
1000801,180,-1,-1,-1,-1,2,-1,812,5808201|5808202|5808203|5808204|5808205|5808206|5808207|5808208|5808209|5808210|5808213,-1,-1,-1,1
1000802,180,-1,-1,-1,-1,2,-1,813,5808101|5808102|5808103|5808104|5808105|5808106|5808107|5808108|5808109|5808110|5808113,-1,-1,-1,1
1000803,60,-1,-1,-1,-1,2,-1,812,5808601,-1,-1,-1,1
1000804,60,-1,-1,-1,-1,2,-1,812,5808602,-1,-1,-1,1
1000805,60,-1,-1,-1,-1,2,-1,813,5808603,-1,-1,-1,1
1000806,60,-1,-1,-1,-1,2,-1,814,5808604,-1,-1,-1,1
1000901,180,-1,-1,-1,-1,2,-1,812,5809201|5809202|5809203|5809204|5809205|5809206|5809207|5809208|5809209|5809210|5809213,-1,-1,-1,1
1000902,180,-1,-1,-1,-1,2,-1,813,5809101|5809102|5809103|5809104|5809105|5809106|5809107|5809108|5809109|5809110|5809113,-1,-1,-1,1
1000903,60,-1,-1,-1,-1,2,-1,812,5809601,-1,-1,-1,1
1000904,60,-1,-1,-1,-1,2,-1,812,5809602,-1,-1,-1,1
1000905,60,-1,-1,-1,-1,2,-1,813,5809603,-1,-1,-1,1
1000906,60,-1,-1,-1,-1,2,-1,814,5809604,-1,-1,-1,1
1001001,180,-1,-1,-1,-1,2,-1,812,5810201|5810202|5810203|5810204|5810205|5810206|5810207|5810208|5810209|5810210|5810213,-1,-1,-1,1
1001002,180,-1,-1,-1,-1,2,-1,813,5810101|5810102|5810103|5810104|5810105|5810106|5810107|5810108|5810109|5810110|5810113,-1,-1,-1,1
1001003,60,-1,-1,-1,-1,2,-1,812,5810601,-1,-1,-1,1
1001004,60,-1,-1,-1,-1,2,-1,812,5810602,-1,-1,-1,1
1001005,60,-1,-1,-1,-1,2,-1,813,5810603,-1,-1,-1,1
1001006,60,-1,-1,-1,-1,2,-1,814,5810604,-1,-1,-1,1
1001101,180,-1,-1,-1,-1,2,-1,812,5811201|5811202|5811203|5811204|5811205|5811206|5811207|5811208|5811209|5811210|5811213,-1,-1,-1,1
1001102,180,-1,-1,-1,-1,2,-1,813,5811101|5811102|5811103|5811104|5811105|5811106|5811107|5811108|5811109|5811110|5811113,-1,-1,-1,1
1001103,60,-1,-1,-1,-1,2,-1,812,5811601,-1,-1,-1,1
1001104,60,-1,-1,-1,-1,2,-1,812,5811602,-1,-1,-1,1
1001105,60,-1,-1,-1,-1,2,-1,813,5811603,-1,-1,-1,1
1001106,60,-1,-1,-1,-1,2,-1,814,5811604,-1,-1,-1,1
1001201,180,-1,-1,-1,-1,2,-1,812,5812201|5812202|5812203|5812204|5812205|5812206|5812207|5812208|5812209|5812210|5812213,-1,-1,-1,1
1001202,180,-1,-1,-1,-1,2,-1,813,5812101|5812102|5812103|5812104|5812105|5812106|5812107|5812108|5812109|5812110|5812113,-1,-1,-1,1
1001203,60,-1,-1,-1,-1,2,-1,812,5812601,-1,-1,-1,1
1001204,60,-1,-1,-1,-1,2,-1,812,5812602,-1,-1,-1,1
1001205,60,-1,-1,-1,-1,2,-1,813,5812603,-1,-1,-1,1
1001206,60,-1,-1,-1,-1,2,-1,814,5812604,-1,-1,-1,1
1001301,180,-1,-1,-1,-1,2,-1,812,5813201|5813202|5813203|5813204|5813205|5813206|5813207|5813208|5813209|5813210|5813213,-1,-1,-1,1
1001302,180,-1,-1,-1,-1,2,-1,813,5813101|5813102|5813103|5813104|5813105|5813106|5813107|5813108|5813109|5813110|5813113,-1,-1,-1,1
1001303,60,-1,-1,-1,-1,2,-1,812,5813601,-1,-1,-1,1
1001304,60,-1,-1,-1,-1,2,-1,812,5813602,-1,-1,-1,1
1001305,60,-1,-1,-1,-1,2,-1,813,5813603,-1,-1,-1,1
1001306,60,-1,-1,-1,-1,2,-1,814,5813604,-1,-1,-1,1
