id,appear_range,elite_number_limit,group_id,group_name,instance_id,monster_group,monsterDic,monsterList
8704,50,-1,8704,,22,[210203|3],{210203:3},[210203|210203|210203]
8705,50,-1,8705,,22,[210204|3],{210204:3},[210204|210204|210204]
8706,50,-1,8706,,22,[210205|4],{210205:4},[210205|210205|210205|210205]
8707,50,-1,8707,,22,[210206|1],{210206:1},[210206]
8708,50,-1,8708,,22,[210207|4],{210207:4},[210207|210207|210207|210207]
8709,50,-1,8709,,22,[210208|3],{210208:3},[210208|210208|210208]
8710,50,-1,8710,,22,[210209|4],{210209:4},[210209|210209|210209|210209]
8711,50,-1,8711,,22,[210210|1],{210210:1},[210210]
8712,50,-1,8712,,22,[210211|4],{210211:4},[210211|210211|210211|210211]
8713,50,-1,8713,,22,[210212|1],{210212:1},[210212]
8714,50,-1,8714,,22,[210213|5],{210213:5},[210213|210213|210213|210213|210213]
8715,50,-1,8715,,22,[210214|3],{210214:3},[210214|210214|210214]
8716,50,-1,8716,,22,[210215|1],{210215:1},[210215]
8717,50,-1,8717,,22,[210225|1],{210225:1},[210225]
8718,50,-1,8718,,22,[210226|1],{210226:1},[210226]
8719,50,-1,8719,,22,[210228|1],{210228:1},[210228]
8801,50,-1,8801,,23,[210300|5],{210300:5},[210300|210300|210300|210300|210300]
8802,50,-1,8802,,23,[210301|3],{210301:3},[210301|210301|210301]
8803,50,-1,8803,,23,[210302|3],{210302:3},[210302|210302|210302]
8804,50,-1,8804,,23,[210303|1],{210303:1},[210303]
8805,50,-1,8805,,23,[210304|5],{210304:5},[210304|210304|210304|210304|210304]
8806,50,-1,8806,,23,[210305|1],{210305:1},[210305]
8807,50,-1,8807,,23,[210306|3],{210306:3},[210306|210306|210306]
8808,50,-1,8808,,23,[210307|1],{210307:1},[210307]
8809,50,-1,8809,,23,[210308|1],{210308:1},[210308]
8810,50,-1,8810,,23,[210309|1],{210309:1},[210309]
8811,50,-1,8811,,23,[210310|6],{210310:6},[210310|210310|210310|210310|210310|210310]
8812,50,-1,8812,,23,[210311|1],{210311:1},[210311]
8813,50,-1,8813,,23,[210312|3],{210312:3},[210312|210312|210312]
8814,50,-1,8814,,23,[210313|3],{210313:3},[210313|210313|210313]
8815,50,-1,8815,,23,[210314|1],{210314:1},[210314]
8820,50,-1,8820,,23,[210320|1],{210320:1},[210320]
8821,50,-1,8821,,23,[210321|1],{210321:1},[210321]
8822,50,-1,8822,,23,[210322|1],{210322:1},[210322]
8901,50,-1,8901,,24,[210400|4],{210400:4},[210400|210400|210400|210400]
8902,50,-1,8902,,24,[210400|2|210401|3],{210400:2|210401:3},[210400|210400|210401|210401|210401]
8903,50,-1,8903,,24,[210402|5],{210402:5},[210402|210402|210402|210402|210402]
8904,50,-1,8904,,24,[210403|1],{210403:1},[210403]
8905,50,-1,8905,,24,[210404|3],{210404:3},[210404|210404|210404]
8906,50,-1,8906,,24,[210405|2],{210405:2},[210405|210405]
8907,50,-1,8907,,24,[210406|1],{210406:1},[210406]
8908,50,-1,8908,,24,[210407|4],{210407:4},[210407|210407|210407|210407]
8909,50,-1,8909,,24,[210407|2|210408|3],{210407:2|210408:3},[210407|210407|210408|210408|210408]
8910,50,-1,8910,,24,[210408|4],{210408:4},[210408|210408|210408|210408]
8911,50,-1,8911,,24,[210409|1],{210409:1},[210409]
8912,50,-1,8912,,24,[210410|1],{210410:1},[210410]
8913,50,-1,8913,,24,[210411|3],{210411:3},[210411|210411|210411]
8914,50,-1,8914,,24,[210412|1],{210412:1},[210412]
8915,50,-1,8915,,24,[210413|1],{210413:1},[210413]
8920,50,-1,8920,,24,[210420|1],{210420:1},[210420]
8921,50,-1,8921,,24,[210421|1],{210421:1},[210421]
8922,50,-1,8922,,24,[210422|1],{210422:1},[210422]
9001,50,-1,9001,,31,[210500|3],{210500:3},[210500|210500|210500]
9002,50,-1,9002,,31,[210501|3],{210501:3},[210501|210501|210501]
9003,50,-1,9003,,31,[210500|3|210501|1],{210500:3|210501:1},[210500|210500|210500|210501]
9004,50,-1,9004,,31,[210502|3],{210502:3},[210502|210502|210502]
9005,50,-1,9005,,31,[210503|3],{210503:3},[210503|210503|210503]
9006,50,-1,9006,,31,[210504|1],{210504:1},[210504]
9007,50,-1,9007,,31,[210505|3],{210505:3},[210505|210505|210505]
9008,50,-1,9008,,31,[210506|3],{210506:3},[210506|210506|210506]
9009,50,-1,9009,,31,[210505|2|210506|3],{210505:2|210506:3},[210505|210505|210506|210506|210506]
9010,50,-1,9010,,31,[210505|3|210506|2],{210505:3|210506:2},[210505|210505|210505|210506|210506]
9011,50,-1,9011,,31,[210507|1],{210507:1},[210507]
9012,50,-1,9012,,31,[210508|1],{210508:1},[210508]
9013,50,-1,9013,,31,[210509|4],{210509:4},[210509|210509|210509|210509]
9014,50,-1,9014,,31,[210510|3],{210510:3},[210510|210510|210510]
9015,50,-1,9015,,31,[210511|1],{210511:1},[210511]
9016,50,-1,9016,,31,[210512|3],{210512:3},[210512|210512|210512]
9017,50,-1,9017,,31,[210512|5],{210512:5},[210512|210512|210512|210512|210512]
9018,50,-1,9018,,31,[210513|1],{210513:1},[210513]
9019,50,-1,9019,,31,[210514|1],{210514:1},[210514]
9020,50,-1,9020,,31,[210515|1],{210515:1},[210515]
9101,50,-1,9101,,32,[210520|1],{210520:1},[210520]
9102,50,-1,9102,,32,[210520|4],{210520:4},[210520|210520|210520|210520]
9103,50,-1,9103,,32,[210521|3],{210521:3},[210521|210521|210521]
9104,50,-1,9104,,32,[210520|2|210521|3],{210520:2|210521:3},[210520|210520|210521|210521|210521]
9105,50,-1,9105,,32,[210522|1],{210522:1},[210522]
9106,50,-1,9106,,32,[210523|3],{210523:3},[210523|210523|210523]
9107,50,-1,9107,,32,[210524|1],{210524:1},[210524]
9108,50,-1,9108,,32,[210523|3|210524|1],{210523:3|210524:1},[210523|210523|210523|210524]
9109,50,-1,9109,,32,[210525|5],{210525:5},[210525|210525|210525|210525|210525]
9110,50,-1,9110,,32,[210526|1],{210526:1},[210526]
9111,50,-1,9111,,32,[210527|5],{210527:5},[210527|210527|210527|210527|210527]
9112,50,-1,9112,,32,[210528|1],{210528:1},[210528]
9113,50,-1,9113,,32,[210529|2],{210529:2},[210529|210529]
9114,50,-1,9114,,32,[210530|4],{210530:4},[210530|210530|210530|210530]
9115,50,-1,9115,,32,[210531|3],{210531:3},[210531|210531|210531]
9116,50,-1,9116,,32,[210532|1],{210532:1},[210532]
9117,50,-1,9117,,32,[210532|3],{210532:3},[210532|210532|210532]
9118,50,-1,9118,,32,[210533|4],{210533:4},[210533|210533|210533|210533]
9119,50,-1,9119,,32,[210534|1|210533|3],{210534:1|210533:3},[210534|210533|210533|210533]
9120,50,-1,9120,,32,[210535|3],{210535:3},[210535|210535|210535]
9121,50,-1,9121,,32,[210536|1|210535|3],{210536:1|210535:3},[210536|210535|210535|210535]
9122,50,-1,9122,,32,[210537|1],{210537:1},[210537]
9123,50,-1,9123,,32,[210538|1],{210538:1},[210538]
9124,50,-1,9124,,32,[210539|1],{210539:1},[210539]
9125,50,-1,9125,,32,[210540|1],{210540:1},[210540]
9130,50,-1,9130,,33,[210550|3],{210550:3},[210550|210550|210550]
9131,50,-1,9131,,33,[210551|1],{210551:1},[210551]
9132,50,-1,9132,,33,[210551|3],{210551:3},[210551|210551|210551]
9133,50,-1,9133,,33,[210552|3],{210552:3},[210552|210552|210552]
9134,50,-1,9134,,33,[210553|1],{210553:1},[210553]
9135,50,-1,9135,,33,[210554|3],{210554:3},[210554|210554|210554]
9136,50,-1,9136,,33,[210555|1],{210555:1},[210555]
9137,50,-1,9137,,33,[210556|5],{210556:5},[210556|210556|210556|210556|210556]
9138,50,-1,9138,,33,[210557|5],{210557:5},[210557|210557|210557|210557|210557]
9139,50,-1,9139,,33,[210558|1],{210558:1},[210558]
9140,50,-1,9140,,33,[210559|1],{210559:1},[210559]
9141,50,-1,9141,,33,[210560|1],{210560:1},[210560]
9142,50,-1,9142,,33,[210560|3],{210560:3},[210560|210560|210560]
9143,50,-1,9143,,33,[210561|3],{210561:3},[210561|210561|210561]
9144,50,-1,9144,,33,[210562|3],{210562:3},[210562|210562|210562]
9145,50,-1,9145,,33,[210563|1],{210563:1},[210563]
9146,50,-1,9146,,33,[210564|1],{210564:1},[210564]
9147,50,-1,9147,,33,[210565|1],{210565:1},[210565]
9148,50,-1,9148,,33,[210566|1],{210566:1},[210566]
9150,50,-1,9150,,34,[210570|3],{210570:3},[210570|210570|210570]
9151,50,-1,9151,,34,[210571|1],{210571:1},[210571]
9152,50,-1,9152,,34,[210572|4],{210572:4},[210572|210572|210572|210572]
9153,50,-1,9153,,34,[210573|4],{210573:4},[210573|210573|210573|210573]
9154,50,-1,9154,,34,[210574|1],{210574:1},[210574]
9155,50,-1,9155,,34,[210575|1],{210575:1},[210575]
9156,50,-1,9156,,34,[210576|3],{210576:3},[210576|210576|210576]
9157,50,-1,9157,,34,[210577|1],{210577:1},[210577]
9158,50,-1,9158,,34,[210578|1],{210578:1},[210578]
9159,50,-1,9159,,34,[210579|1],{210579:1},[210579]
9160,50,-1,9160,,34,[210580|1],{210580:1},[210580]
9161,50,-1,9161,,34,[210581|1],{210581:1},[210581]
9170,50,-1,9170,,35,[210600|3],{210600:3},[210600|210600|210600]
9171,50,-1,9171,,35,[210601|2|210600|3],{210601:2|210600:3},[210601|210601|210600|210600|210600]
9172,50,-1,9172,,35,[210602|1],{210602:1},[210602]
9173,50,-1,9173,,35,[210602|1|210600|3],{210602:1|210600:3},[210602|210600|210600|210600]
9174,50,-1,9174,,35,[210603|1],{210603:1},[210603]
9175,50,-1,9175,,35,[210604|1],{210604:1},[210604]
9176,50,-1,9176,,35,[210604|3],{210604:3},[210604|210604|210604]
9177,50,-1,9177,,35,[210605|1],{210605:1},[210605]
9178,50,-1,9178,,35,[210606|1],{210606:1},[210606]
9179,50,-1,9179,,35,[210607|3],{210607:3},[210607|210607|210607]
9180,50,-1,9180,,35,[210608|1],{210608:1},[210608]
9181,50,-1,9181,,35,[210608|3],{210608:3},[210608|210608|210608]
9182,50,-1,9182,,35,[210609|1],{210609:1},[210609]
9183,50,-1,9183,,35,[210610|1],{210610:1},[210610]
9184,50,-1,9184,,35,[210611|1],{210611:1},[210611]
9185,50,-1,9185,,35,[210612|1],{210612:1},[210612]
9200,50,-1,9200,,41,[210700|4],{210700:4},[210700|210700|210700|210700]
9201,50,-1,9201,,41,[210701|4],{210701:4},[210701|210701|210701|210701]
9202,50,-1,9202,,41,[210702|1],{210702:1},[210702]
9203,50,-1,9203,,41,[210703|3],{210703:3},[210703|210703|210703]
9204,50,-1,9204,,41,[210704|4],{210704:4},[210704|210704|210704|210704]
9205,50,-1,9205,,41,[210705|3],{210705:3},[210705|210705|210705]
9206,50,-1,9206,,41,[210706|3],{210706:3},[210706|210706|210706]
9207,50,-1,9207,,41,[210707|1],{210707:1},[210707]
9208,50,-1,9208,,41,[210708|4],{210708:4},[210708|210708|210708|210708]
9209,50,-1,9209,,41,[210709|5],{210709:5},[210709|210709|210709|210709|210709]
9210,50,-1,9210,,41,[210710|3],{210710:3},[210710|210710|210710]
9211,50,-1,9211,,41,[210711|1],{210711:1},[210711]
9212,50,-1,9212,,41,[210712|1],{210712:1},[210712]
9213,50,-1,9213,,41,[210713|1],{210713:1},[210713]
9214,50,-1,9214,,41,[210714|1],{210714:1},[210714]
9220,50,-1,9220,,42,[210720|4],{210720:4},[210720|210720|210720|210720]
9221,50,-1,9221,,42,[210721|4],{210721:4},[210721|210721|210721|210721]
9222,50,-1,9222,,42,[210722|4],{210722:4},[210722|210722|210722|210722]
9223,50,-1,9223,,42,[210723|2],{210723:2},[210723|210723]
9224,50,-1,9224,,42,[210724|4],{210724:4},[210724|210724|210724|210724]
9225,50,-1,9225,,42,[210725|2],{210725:2},[210725|210725]
9226,50,-1,9226,,42,[210726|1],{210726:1},[210726]
9227,50,-1,9227,,42,[210727|3],{210727:3},[210727|210727|210727]
9228,50,-1,9228,,42,[210728|1],{210728:1},[210728]
9229,50,-1,9229,,42,[210729|2|210730|2],{210729:2|210730:2},[210729|210729|210730|210730]
9230,50,-1,9230,,42,[210730|3|210729|1],{210730:3|210729:1},[210730|210730|210730|210729]
9231,50,-1,9231,,42,[210731|1],{210731:1},[210731]
9232,50,-1,9232,,42,[210732|1],{210732:1},[210732]
9233,50,-1,9233,,42,[210733|1],{210733:1},[210733]
9234,50,-1,9234,,42,[210734|1],{210734:1},[210734]
9235,50,-1,9235,,42,[210735|1],{210735:1},[210735]
9240,50,-1,9240,,43,[210740|5],{210740:5},[210740|210740|210740|210740|210740]
9241,50,-1,9241,,43,[210741|3],{210741:3},[210741|210741|210741]
9242,50,-1,9242,,43,[210742|5],{210742:5},[210742|210742|210742|210742|210742]
9243,50,-1,9243,,43,[210742|3],{210742:3},[210742|210742|210742]
9244,50,-1,9244,,43,[210743|1],{210743:1},[210743]
9245,50,-1,9245,,43,[210744|3],{210744:3},[210744|210744|210744]
9246,50,-1,9246,,43,[210745|1],{210745:1},[210745]
9247,50,-1,9247,,43,[210746|4],{210746:4},[210746|210746|210746|210746]
9248,50,-1,9248,,43,[210747|3],{210747:3},[210747|210747|210747]
9249,50,-1,9249,,43,[210748|1],{210748:1},[210748]
9250,50,-1,9250,,43,[210749|1],{210749:1},[210749]
9251,50,-1,9251,,43,[210750|1],{210750:1},[210750]
9252,50,-1,9252,,43,[210751|1],{210751:1},[210751]
9253,50,-1,9253,,43,[210752|1],{210752:1},[210752]
9254,50,-1,9254,,43,[210753|1],{210753:1},[210753]
9260,50,-1,9260,,51,[210760|3],{210760:3},[210760|210760|210760]
9261,50,-1,9261,,51,[210761|4],{210761:4},[210761|210761|210761|210761]
9262,50,-1,9262,,51,[210762|1],{210762:1},[210762]
9263,50,-1,9263,,51,[210763|3],{210763:3},[210763|210763|210763]
9264,50,-1,9264,,51,[210764|4],{210764:4},[210764|210764|210764|210764]
9265,50,-1,9265,,51,[210765|3],{210765:3},[210765|210765|210765]
9266,50,-1,9266,,51,[210766|1],{210766:1},[210766]
9267,50,-1,9267,,51,[210767|3],{210767:3},[210767|210767|210767]
9268,50,-1,9268,,51,[210768|4],{210768:4},[210768|210768|210768|210768]
9269,50,-1,9269,,51,[210769|1],{210769:1},[210769]
9270,50,-1,9270,,51,[210770|3],{210770:3},[210770|210770|210770]
9271,50,-1,9271,,51,[210771|3],{210771:3},[210771|210771|210771]
9272,50,-1,9272,,51,[210772|1],{210772:1},[210772]
9273,50,-1,9273,,51,[210773|3],{210773:3},[210773|210773|210773]
9274,50,-1,9274,,51,[210774|1],{210774:1},[210774]
9275,50,-1,9275,,51,[210775|1],{210775:1},[210775]
9276,50,-1,9276,,51,[210776|1],{210776:1},[210776]
9280,50,-1,9280,,52,[210780|4],{210780:4},[210780|210780|210780|210780]
9281,50,-1,9281,,52,[210781|3],{210781:3},[210781|210781|210781]
9282,50,-1,9282,,52,[210782|2],{210782:2},[210782|210782]
9283,50,-1,9283,,52,[210783|1],{210783:1},[210783]
9284,50,-1,9284,,52,[210784|5],{210784:5},[210784|210784|210784|210784|210784]
9285,50,-1,9285,,52,[210785|3],{210785:3},[210785|210785|210785]
9286,50,-1,9286,,52,[210786|1],{210786:1},[210786]
9287,50,-1,9287,,52,[210787|3],{210787:3},[210787|210787|210787]
9288,50,-1,9288,,52,[210788|1],{210788:1},[210788]
9289,50,-1,9289,,52,[210789|4],{210789:4},[210789|210789|210789|210789]
9290,50,-1,9290,,52,[210790|1],{210790:1},[210790]
9291,50,-1,9291,,52,[210791|1],{210791:1},[210791]
9292,50,-1,9292,,52,[210792|1],{210792:1},[210792]
9300,50,-1,9300,,53,[210800|3],{210800:3},[210800|210800|210800]
9301,50,-1,9301,,53,[210801|2],{210801:2},[210801|210801]
9302,50,-1,9302,,53,[210802|3],{210802:3},[210802|210802|210802]
9303,50,-1,9303,,53,[210803|1],{210803:1},[210803]
9304,50,-1,9304,,53,[210804|4],{210804:4},[210804|210804|210804|210804]
9305,50,-1,9305,,53,[210805|2],{210805:2},[210805|210805]
9306,50,-1,9306,,53,[210806|5],{210806:5},[210806|210806|210806|210806|210806]
9307,50,-1,9307,,53,[210807|1],{210807:1},[210807]
9308,50,-1,9308,,53,[210808|3],{210808:3},[210808|210808|210808]
9309,50,-1,9309,,53,[210809|1],{210809:1},[210809]
9310,50,-1,9310,,53,[210810|1],{210810:1},[210810]
9311,50,-1,9311,,53,[210811|1],{210811:1},[210811]
9312,50,-1,9312,,53,[210812|1],{210812:1},[210812]
10001,-1,1,1,hero_name_60210,210,[6001|1],{6001:1},[6001]
10002,-1,1,2,hero_name_60222,211,[6002|1],{6002:1},[6002]
10003,-1,-1,3,,212,[6003|3|6004|2],{6003:3|6004:2},[6003|6003|6003|6004|6004]
10004,-1,1,4,hero_name_60188,212,[6005|1],{6005:1},[6005]
10005,-1,-1,1,,213,[6006|3|6007|2],{6006:3|6007:2},[6006|6006|6006|6007|6007]
10006,-1,-1,2,,213,[6008|3|6009|2],{6008:3|6009:2},[6008|6008|6008|6009|6009]
10007,-1,-1,3,,213,[6007|3|6009|2],{6007:3|6009:2},[6007|6007|6007|6009|6009]
10008,-1,1,4,hero_name_60225,213,[6010|1],{6010:1},[6010]
10009,-1,-1,1,,214,[6011|3],{6011:3},[6011|6011|6011]
10010,-1,-1,2,,214,[6012|3],{6012:3},[6012|6012|6012]
10011,-1,-1,3,,214,[6013|2|6014|2],{6013:2|6014:2},[6013|6013|6014|6014]
10012,-1,1,4,hero_name_60196,214,[6015|1],{6015:1},[6015]
10013,-1,-1,1,,215,[6017|5],{6017:5},[6017|6017|6017|6017|6017]
10014,-1,-1,2,,215,[6016|5],{6016:5},[6016|6016|6016|6016|6016]
10015,-1,1,3,instance_completion_conditions_1018,215,[6018|1],{6018:1},[6018]
10016,-1,-1,1,,216,[6021|1],{6021:1},[6021]
10017,-1,-1,2,,216,[6019|2|6020|1],{6019:2|6020:1},[6019|6019|6020]
10018,-1,1,3,instance_completion_conditions_1019,216,[6022|1],{6022:1},[6022]
10019,-1,-1,1,,217,[6023|4|6024|3],{6023:4|6024:3},[6023|6023|6023|6023|6024|6024|6024]
10020,-1,-1,2,,217,[6025|5],{6025:5},[6025|6025|6025|6025|6025]
10021,-1,1,3,instance_completion_conditions_1020,217,[6026|1],{6026:1},[6026]
10022,-1,1,1,instance_completion_conditions_1021,218,[6027|1],{6027:1},[6027]
10023,-1,1,1,instance_completion_conditions_1022,219,[6028|1],{6028:1},[6028]
10025,-1,1,1,,220,[6030|1],{6030:1},[6030]
10101,30,-1,10101,,202,[300000|4],{300000:4},[300000|300000|300000|300000]
10102,30,-1,10102,,202,[300001|3],{300001:3},[300001|300001|300001]
10103,30,-1,10103,hero_name_60144,202,[300002|1],{300002:1},[300002]
10104,30,-1,10104,,202,[300003|1],{300003:1},[300003]
10105,30,-1,10105,,202,[300004|2],{300004:2},[300004|300004]
10106,30,-1,10106,,202,[300005|3],{300005:3},[300005|300005|300005]
20001,-1,-1,1,,2101,[320000|1],{320000:1},[320000]
20002,-1,-1,1,,2102,[320001|1],{320001:1},[320001]
20003,-1,-1,1,,2103,[320002|1],{320002:1},[320002]
20004,-1,-1,1,,2104,[320003|1],{320003:1},[320003]
20005,-1,-1,1,,2105,[320004|1],{320004:1},[320004]
20006,-1,-1,1,,2106,[320010|1],{320010:1},[320010]
20007,-1,-1,1,,2107,[320011|1],{320011:1},[320011]
20008,-1,-1,1,,2108,[320012|1],{320012:1},[320012]
20009,-1,-1,1,,2109,[320013|1],{320013:1},[320013]
20010,-1,-1,1,,2110,[320014|1],{320014:1},[320014]
20011,-1,-1,1,,2111,[320020|1],{320020:1},[320020]
20012,-1,-1,1,,2112,[320021|1],{320021:1},[320021]
20013,-1,-1,1,,2113,[320022|1],{320022:1},[320022]
20014,-1,-1,1,,2114,[320023|1],{320023:1},[320023]
20015,-1,-1,1,,2115,[320024|1],{320024:1},[320024]
20016,-1,-1,1,,2116,[320030|1],{320030:1},[320030]
20017,-1,-1,1,,2117,[320031|1],{320031:1},[320031]
20018,-1,-1,1,,2118,[320032|1],{320032:1},[320032]
20019,-1,-1,1,,2119,[320033|1],{320033:1},[320033]
20020,-1,-1,1,,2120,[320034|1],{320034:1},[320034]
20021,-1,-1,1,,2121,[320040|1],{320040:1},[320040]
20022,-1,-1,1,,2122,[320041|1],{320041:1},[320041]
20023,-1,-1,1,,2123,[320042|1],{320042:1},[320042]
20024,-1,-1,1,,2124,[320043|1],{320043:1},[320043]
20025,-1,-1,1,,2125,[320044|1],{320044:1},[320044]
20026,-1,-1,1,,2126,[320050|1],{320050:1},[320050]
20027,-1,-1,1,,2127,[320051|1],{320051:1},[320051]
20028,-1,-1,1,,2128,[320052|1],{320052:1},[320052]
20029,-1,-1,1,,2129,[320053|1],{320053:1},[320053]
20030,-1,-1,1,,2130,[320054|1],{320054:1},[320054]
20031,-1,-1,1,,2131,[320060|1],{320060:1},[320060]
20032,-1,-1,1,,2132,[320061|1],{320061:1},[320061]
20033,-1,-1,1,,2133,[320062|1],{320062:1},[320062]
20034,-1,-1,1,,2134,[320063|1],{320063:1},[320063]
20035,-1,-1,1,,2135,[320064|1],{320064:1},[320064]
20036,-1,-1,1,,2136,[320070|1],{320070:1},[320070]
20037,-1,-1,1,,2137,[320071|1],{320071:1},[320071]
20038,-1,-1,1,,2138,[320072|1],{320072:1},[320072]
20039,-1,-1,1,,2139,[320073|1],{320073:1},[320073]
20040,-1,-1,1,,2140,[320074|1],{320074:1},[320074]
20041,-1,-1,1,,2141,[320080|1],{320080:1},[320080]
20042,-1,-1,1,,2142,[320081|1],{320081:1},[320081]
20043,-1,-1,1,,2143,[320082|1],{320082:1},[320082]
20044,-1,-1,1,,2144,[320083|1],{320083:1},[320083]
20045,-1,-1,1,,2145,[320084|1],{320084:1},[320084]
20046,-1,-1,1,,2146,[320090|1],{320090:1},[320090]
20047,-1,-1,1,,2147,[320091|1],{320091:1},[320091]
20048,-1,-1,1,,2148,[320092|1],{320092:1},[320092]
20049,-1,-1,1,,2149,[320093|1],{320093:1},[320093]
20050,-1,-1,1,,2150,[320094|1],{320094:1},[320094]
20051,-1,-1,1,,2151,[320100|1],{320100:1},[320100]
20052,-1,-1,1,,2152,[320101|1],{320101:1},[320101]
20053,-1,-1,1,,2153,[320102|1],{320102:1},[320102]
20054,-1,-1,1,,2154,[320103|1],{320103:1},[320103]
20055,-1,-1,1,,2155,[320104|1],{320104:1},[320104]
20056,-1,-1,1,,2156,[320110|1],{320110:1},[320110]
20057,-1,-1,1,,2157,[320111|1],{320111:1},[320111]
20058,-1,-1,1,,2158,[320112|1],{320112:1},[320112]
20059,-1,-1,1,,2159,[320113|1],{320113:1},[320113]
20060,-1,-1,1,,2160,[320114|1],{320114:1},[320114]
20061,-1,-1,1,,2161,[320120|1],{320120:1},[320120]
20062,-1,-1,1,,2162,[320121|1],{320121:1},[320121]
20063,-1,-1,1,,2163,[320122|1],{320122:1},[320122]
20064,-1,-1,1,,2164,[320123|1],{320123:1},[320123]
20065,-1,-1,1,,2165,[320124|1],{320124:1},[320124]
20066,-1,-1,1,,2166,[320130|1],{320130:1},[320130]
20067,-1,-1,1,,2167,[320131|1],{320131:1},[320131]
20068,-1,-1,1,,2168,[320132|1],{320132:1},[320132]
20069,-1,-1,1,,2169,[320133|1],{320133:1},[320133]
20070,-1,-1,1,,2170,[320134|1],{320134:1},[320134]
20071,-1,-1,1,,2171,[320140|1],{320140:1},[320140]
20072,-1,-1,1,,2172,[320141|1],{320141:1},[320141]
20073,-1,-1,1,,2173,[320142|1],{320142:1},[320142]
20074,-1,-1,1,,2174,[320143|1],{320143:1},[320143]
20075,-1,-1,1,,2175,[320144|1],{320144:1},[320144]
20076,-1,-1,1,,2176,[320150|1],{320150:1},[320150]
20077,-1,-1,1,,2177,[320151|1],{320151:1},[320151]
20078,-1,-1,1,,2178,[320152|1],{320152:1},[320152]
20079,-1,-1,1,,2179,[320153|1],{320153:1},[320153]
20080,-1,-1,1,,2180,[320154|1],{320154:1},[320154]
20081,-1,-1,1,,2181,[320155|1],{320155:1},[320155]
20082,-1,-1,1,,2182,[320156|1],{320156:1},[320156]
20083,-1,-1,1,,2183,[320157|1],{320157:1},[320157]
20084,-1,-1,1,,2184,[320158|1],{320158:1},[320158]
20085,-1,-1,1,,2185,[320159|1],{320159:1},[320159]
20086,-1,-1,1,,2186,[320160|1],{320160:1},[320160]
20087,-1,-1,1,,2187,[320161|1],{320161:1},[320161]
20088,-1,-1,1,,2188,[320162|1],{320162:1},[320162]
20089,-1,-1,1,,2189,[320163|1],{320163:1},[320163]
20090,-1,-1,1,,2190,[320164|1],{320164:1},[320164]
20091,-1,-1,1,,2191,[320165|1],{320165:1},[320165]
20092,-1,-1,1,,2192,[320166|1],{320166:1},[320166]
20093,-1,-1,1,,2193,[320167|1],{320167:1},[320167]
20094,-1,-1,1,,2194,[320168|1],{320168:1},[320168]
20095,-1,-1,1,,2195,[320169|1],{320169:1},[320169]
20096,-1,-1,1,,2196,[320170|1],{320170:1},[320170]
20097,-1,-1,1,,2197,[320171|1],{320171:1},[320171]
20098,-1,-1,1,,2198,[320172|1],{320172:1},[320172]
20099,-1,-1,1,,2199,[320173|1],{320173:1},[320173]
20100,-1,-1,1,,2200,[320174|1],{320174:1},[320174]
20101,-1,-1,1,,2201,[320175|1],{320175:1},[320175]
20102,-1,-1,1,,2202,[320176|1],{320176:1},[320176]
20103,-1,-1,1,,2203,[320177|1],{320177:1},[320177]
20104,-1,-1,1,,2204,[320178|1],{320178:1},[320178]
20105,-1,-1,1,,2205,[320179|1],{320179:1},[320179]
20106,-1,-1,1,,2206,[320180|1],{320180:1},[320180]
20107,-1,-1,1,,2207,[320181|1],{320181:1},[320181]
20108,-1,-1,1,,2208,[320182|1],{320182:1},[320182]
20109,-1,-1,1,,2209,[320183|1],{320183:1},[320183]
20110,-1,-1,1,,2210,[320184|1],{320184:1},[320184]
20111,-1,-1,1,,2211,[320185|1],{320185:1},[320185]
20112,-1,-1,1,,2212,[320186|1],{320186:1},[320186]
20113,-1,-1,1,,2213,[320187|1],{320187:1},[320187]
20114,-1,-1,1,,2214,[320188|1],{320188:1},[320188]
20115,-1,-1,1,,2215,[320189|1],{320189:1},[320189]
20116,-1,-1,1,,2216,[320190|1],{320190:1},[320190]
20117,-1,-1,1,,2217,[320191|1],{320191:1},[320191]
20118,-1,-1,1,,2218,[320192|1],{320192:1},[320192]
20119,-1,-1,1,,2219,[320193|1],{320193:1},[320193]
20120,-1,-1,1,,2220,[320194|1],{320194:1},[320194]
20121,-1,-1,1,,2221,[320195|1],{320195:1},[320195]
20122,-1,-1,1,,2222,[320196|1],{320196:1},[320196]
20123,-1,-1,1,,2223,[320197|1],{320197:1},[320197]
20124,-1,-1,1,,2224,[320198|1],{320198:1},[320198]
20125,-1,-1,1,,2225,[320199|1],{320199:1},[320199]
20126,-1,-1,1,,2226,[320200|1],{320200:1},[320200]
20127,-1,-1,1,,2227,[320201|1],{320201:1},[320201]
20128,-1,-1,1,,2228,[320202|1],{320202:1},[320202]
20129,-1,-1,1,,2229,[320203|1],{320203:1},[320203]
20130,-1,-1,1,,2230,[320204|1],{320204:1},[320204]
20131,-1,-1,1,,2231,[320205|1],{320205:1},[320205]
20132,-1,-1,1,,2232,[320206|1],{320206:1},[320206]
20133,-1,-1,1,,2233,[320207|1],{320207:1},[320207]
20134,-1,-1,1,,2234,[320208|1],{320208:1},[320208]
20135,-1,-1,1,,2235,[320209|1],{320209:1},[320209]
20136,-1,-1,1,,2236,[320210|1],{320210:1},[320210]
20137,-1,-1,1,,2237,[320211|1],{320211:1},[320211]
