id,isNormalAtk,adjustAttr,AdjustAttrs,adjustExtraBullet,AdjustExtraBulletParameters,adjustFinalEffect,AdjustParameters,adjustType,adjustTypearameter,atker_buffs,atkerBuffsList,before_buffs,buffList,buffs,bullet_replace,bullet_reply,bulletTraceID,damageNumType,decFilter,decLimit,decOnCreation,decParamList,decParams,decSide,decTime,decTragetLimit,decType,delayTime,dmg_atk_type,dmg_enhance,dmgFilter,effectAudio,effectFX,effectFX_new,effectFXTime,effetFXBindPos,gatherDmg,haveAdjustFinalEffect,heal_enhance,hpPercentDmg,hpPercentDmg_enhance,hpPercentHeal,hpPercentHeal_enhance,IsFollowtarget,judgeFX,judgeFX_time,launch_offset,LaunchOffset,lifeTime,mark,markDic,offsetAngle,phone_shake,rounds,size_change,skillDamageType,special_bullet,specialBullet,speed,TargetFilteringParams,TargetFilteringRules,update_at_once,upgradeDataDic
60115201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60115201,-1,-1,0,-1,[300|800],[300|800],-1,500,-1,3,0,-1,0,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01_small,[107],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1],{1:0},0,-1,-1,,1,,[],1,[],,-1,
60116001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[300|90],[300|90],-1,200,-1,4,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],100,[0],{0:0},0,-1,-1,,0,,[],1,[],,-1,
60116101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[150],[150],-1,0,-1,2,900,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60116102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6011601],[6011601],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60116201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60116203,-1,-1,0,-1,[200|600],[200|600],-1,1100,-1,3,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1],{1:0},0,-1,-1,,1,,[],1,[],,-1,
60116202,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6011602],[6011602],[],,-1,-1,-1,-1,-1,[],,-1,-1,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60123001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60123101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60123101,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_Fire_Hit_01,[105],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1|101],{1:0|101:1},0,-1,-1,,1,,[],1000,[],,-1,
60123102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60123101,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_Fire_Hit_01,[105],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1|101],{1:0|101:1},30,-1,-1,,1,,[],1000,[],,-1,
60123103,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60123101,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_Fire_Hit_01,[105],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1|101],{1:0|101:1},-30,-1,-1,,1,,[],1000,[],,-1,
60131001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[35],[35],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60131101,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60131101,-1,-1,0,-1,[200],[200],-1,2100,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],2000,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60134001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[35],[35],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60134101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6013401],[6013401],[],,-1,-1,-1,0,-1,[50],[50],-1,0,-1,2,100,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1],{1:0},0,-1,-1,,1,,[],750,[],,-1,
60134102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6013402],[6013402],[],,-1,-1,-1,-1,-1,[],,-1,-1,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60134103,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6013403],[6013403],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,750,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60137001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[35],[35],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60137002,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[35],[35],-1,300,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],400,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60137101,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6013701],[6013701],[],,60137101,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1500,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60137102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6013707],[6013707],[],,-1,-1,-1,0,-1,[150],[150],-1,0,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1],{1:0},0,-1,-1,,1,,[],700,[],,-1,
60137103,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6013702],[6013702],[],,-1,-1,-1,-1,-1,[],,-1,-1,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60137201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6013703],[6013703],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60137202,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[200|250],[200|250],-1,100,-1,3,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],700,[0],{0:0},0,-1,-1,,0,,[],1,[],,-1,
60137203,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6013706],[6013706],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,300,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60137301,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6013704],[6013704],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60137302,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6013705],[6013705],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60141001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[35],[35],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60141101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014101],[6014101],[],,-1,-1,-1,0,-1,[50],[50],-1,0,-1,2,100,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1],{1:0},0,-1,-1,,1,,[],750,[],,-1,
60141102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014102],[6014102],[],,-1,-1,-1,-1,-1,[],,-1,-1,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60143001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[100],[100],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60143101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014302],[6014302],[],,-1,-1,-1,0,-1,[400],[400],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60143201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60143201,-1,-1,0,-1,[250],[250],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60143301,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014301],[6014301],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60143302,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60143302,-1,-1,0,1,[200],[200],-1,1500,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],2500,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60144001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[50],[50],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60144101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014401],[6014401],[],,-1,-1,-1,0,-1,[250],[250],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60144201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60144201,-1,-1,0,-1,[200],[200],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60144301,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014402],[6014402],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60144302,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[200],[200],-1,200,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,1,,-1,,[0|0],4000,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60144303,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60144304,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014403],[6014403],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,4000,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60145001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60145001,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01_small,[107],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1500,[0|101],{0:0|101:1},0,-1,-1,,0,,[],1000,[],,-1,
60145002,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60145001,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01_small,[107],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1500,[0|101],{0:0|101:1},0,-1,-1,,0,,[],1000,[],,-1,
60145101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60145101,-1,-1,0,-1,[250],[250],-1,0,-1,2,0,-1,0,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01_small,[107],500,0,-1,false,0,,,,,-1,,-1,,[0|0],2000,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60145102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014503],[6014503],[],,60145102,-1,-1,0,-1,[300],[300],-1,1000,-1,2,0,-1,0,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01_small,[107],500,0,-1,false,0,,,,,1,,-1,,[0|0],5100,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60145201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014501],[6014501],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60145202,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014502],[6014502],[],,60145202,-1,-1,0,1,[150],[150],-1,1300,-1,2,0,-1,0,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01_small,[107],500,0,-1,false,0,,,,,-1,,-1,,[0|0],2300,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60145203,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[400|150],[400|150],-1,500,-1,4,0,-1,0,1,attack_ice,,[107],-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],1100,[1],{1:0},0,-1,-1,,1,,[],1,[],,-1,
60145301,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60145301,-1,-1,0,-1,[175],[175],-1,0,-1,2,0,-1,0,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01_small,[107],500,0,-1,false,0,,,,,-1,,-1,[0|-140],[0|-140],2000,[1|101],{1:0|101:1},0,-1,-1,,1,,[],750,[],,-1,
60145302,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60145301,-1,-1,0,-1,[175],[175],-1,0,-1,2,500,-1,0,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01_small,[107],500,0,-1,false,0,,,,,-1,,-1,[0|-140],[0|-140],2000,[1|101],{1:0|101:1},0,-1,-1,,1,,[],750,[],,-1,
60145303,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014504],[6014504],[],,60145301,-1,-1,0,-1,[175],[175],-1,0,-1,2,0,-1,0,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01_small,[107],500,0,-1,false,0,,,,,-1,,-1,[0|-140],[0|-140],2000,[1|101],{1:0|101:1},0,-1,-1,,1,,[],750,[],,-1,
60145304,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6014504],[6014504],[],,60145301,-1,-1,0,-1,[175],[175],-1,0,-1,2,500,-1,0,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01_small,[107],500,0,-1,false,0,,,,,-1,,-1,[0|-140],[0|-140],2000,[1|101],{1:0|101:1},0,-1,-1,,1,,[],750,[],,-1,
60148001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[201|301|401],[201|301|401],[],,-1,-1,-1,0,-1,[50],[50],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60148101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[201|301|401],[201|301|401],[],,60148101,-1,-1,0,-1,[150],[150],-1,0,-1,2,750,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60158001,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60158001,-1,-1,0,-1,[100],[100],-1,1100,-1,2,0,-1,0,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01_small,[107],500,0,-1,false,0,,,,,-1,,-1,[0|-80],[0|-80],1000,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60171101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,10026201,4,-1,0,-1,[150],[150],-1,1000,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],2900,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60173101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[100],[100],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],300,[1],{1:0},0,-1,-1,,1,,[],1500,[],,-1,
60173102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6017301],[6017301],[],,-1,-1,-1,-1,-1,[],,-1,-1,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60176001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[150],[150],-1,1600,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1500,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60179101,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60179101,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],500,[0|101],{0:0|101:1},0,-1,-1,,0,,[],1500,[],,-1,
60181101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6018101],[6018101],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60181102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60181101,-1,-1,0,-1,[100],[100],-1,1600,-1,2,0,-1,0,1,attack,Effect/Battle/Boss/HARFS_Skill0_Hit,[108],500,1,-1,false,0,,,,,-1,,-1,,[0|0],1500,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60183101,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60183101,-1,-1,0,-1,[150],[150],-1,1600,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1500,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60184101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6018402],[6018402],[],,-1,-1,-1,0,-1,[150],[150],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],700,[1],{1:0},0,-1,-1,,1,,[],750,[],,-1,
60184102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6018401],[6018401],[],,-1,-1,-1,-1,-1,[],,-1,-1,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60184201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[250],[250],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60184301,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6018403],[6018403],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60185101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[250],[250],-1,0,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],0,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60186101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[250|90],[250|90],-1,333,-1,4,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],400,[1],{1:0},0,-1,-1,,1,,[],1,[],,-1,
60186102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[250|90],[250|90],-1,600,-1,4,600,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],500,[1],{1:0},0,-1,-1,,1,,[],1,[],,-1,
60186103,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60186103,-1,-1,0,-1,[200],[200],-1,1100,-1,2,1000,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60186201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[250],[250],-1,300,-1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],500,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60186301,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6018601],[6018601],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60187101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[250|90],[250|90],-1,1400,-1,4,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1300,[1],{1:0},0,-1,-1,,1,,[],1,[],,-1,
60188001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60188001,-1,-1,1,-1,[30],[30],-1,0,1,2,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],500,[0|101],{0:0|101:1},0,-1,-1,,0,,[],1200,[],,-1,
60188101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60188101,-1,-1,0,-1,[],,-1,1400,-1,1,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],1300,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
