id,fight_type,group,help_point,lose_point,model,name,point,pve_config,size,speed,target_object,time
25013,602,5,66000,20,,Activity_DrakKnight_building_001,132000,244013,100,0,3,60
25014,602,5,70800,20,,Activity_DrakKnight_building_001,141600,244014,100,0,2,60
25015,602,5,-1,20,,Activity_DrakKnight_building_001,151200,244015,120,0,1,120
25016,602,5,81000,20,,Activity_DrakKnight_building_001,162000,244016,80,0,2,60
25017,602,5,85800,20,,Activity_DrakKnight_building_001,171600,244017,80,0,2,60
25018,602,5,91200,20,,Activity_DrakKnight_building_001,182400,244018,100,0,3,60
25019,602,5,96000,20,,Activity_DrakKnight_building_001,192000,244019,100,0,2,60
25020,602,5,-1,20,,Activity_DrakKnight_building_001,201600,244020,120,0,1,120
26001,602,6,10800,20,,Activity_DrakKnight_building_001,21600,345001,60,0,2,60
26002,602,6,20400,20,,Activity_DrakKnight_building_001,40800,345002,60,0,2,60
26003,602,6,31200,20,,Activity_DrakKnight_building_001,62400,345003,60,0,3,60
26004,602,6,40800,20,,Activity_DrakKnight_building_001,81600,345004,60,0,2,60
26005,602,6,-1,20,,Activity_DrakKnight_building_001,100800,345005,75,0,1,120
26006,602,6,61200,20,,Activity_DrakKnight_building_001,122400,345006,120,0,2,60
26007,602,6,70800,20,,Activity_DrakKnight_building_001,141600,345007,120,0,2,60
26008,602,6,81600,20,,Activity_DrakKnight_building_001,163200,345008,120,0,3,60
26009,602,6,91200,20,,Activity_DrakKnight_building_001,182400,345009,120,0,2,60
26010,602,6,-1,20,,Activity_DrakKnight_building_001,201600,345010,75,0,1,120
26011,602,6,111600,20,,Activity_DrakKnight_building_001,223200,345011,60,0,2,60
26012,602,6,121200,20,,Activity_DrakKnight_building_001,242400,345012,60,0,2,60
26013,602,6,132000,20,,Activity_DrakKnight_building_001,264000,345013,60,0,3,60
26014,602,6,141600,20,,Activity_DrakKnight_building_001,283200,345014,60,0,2,60
26015,602,6,-1,20,,Activity_DrakKnight_building_001,302400,345015,75,0,1,120
26016,602,6,162000,20,,Activity_DrakKnight_building_001,324000,345016,120,0,2,60
26017,602,6,171600,20,,Activity_DrakKnight_building_001,343200,345017,120,0,2,60
26018,602,6,182400,20,,Activity_DrakKnight_building_001,364800,345018,120,0,3,60
26019,602,6,192000,20,,Activity_DrakKnight_building_001,384000,345019,120,0,2,60
26020,602,6,-1,20,,Activity_DrakKnight_building_001,403200,345020,80,0,1,120
27001,602,7,21600,20,,Activity_DrakKnight_building_001,43200,446001,48,0,2,60
27002,602,7,43200,20,,Activity_DrakKnight_building_001,86400,446002,48,0,2,60
27003,602,7,61200,20,,Activity_DrakKnight_building_001,122400,446003,48,0,3,60
27004,602,7,82800,20,,Activity_DrakKnight_building_001,165600,446004,48,0,2,60
27005,602,7,-1,20,,Activity_DrakKnight_building_001,201600,446005,60,0,1,120
27006,602,7,122400,20,,Activity_DrakKnight_building_001,244800,446006,80,0,2,60
27007,602,7,144000,20,,Activity_DrakKnight_building_001,288000,446007,80,0,2,60
27008,602,7,162000,20,,Activity_DrakKnight_building_001,324000,446008,80,0,3,60
27009,602,7,183600,20,,Activity_DrakKnight_building_001,367200,446009,80,0,2,60
27010,602,7,-1,20,,Activity_DrakKnight_building_001,403200,446010,60,0,1,120
27011,602,7,223200,20,,Activity_DrakKnight_building_001,446400,446011,48,0,2,60
27012,602,7,244800,20,,Activity_DrakKnight_building_001,489600,446012,48,0,2,60
27013,602,7,262800,20,,Activity_DrakKnight_building_001,525600,446013,48,0,3,60
27014,602,7,284400,20,,Activity_DrakKnight_building_001,568800,446014,48,0,2,60
27015,602,7,-1,20,,Activity_DrakKnight_building_001,604800,446015,60,0,1,120
27016,602,7,324000,20,,Activity_DrakKnight_building_001,648000,446016,80,0,2,60
27017,602,7,345600,20,,Activity_DrakKnight_building_001,691200,446017,80,0,2,60
27018,602,7,363600,20,,Activity_DrakKnight_building_001,727200,446018,80,0,3,60
27019,602,7,385200,20,,Activity_DrakKnight_building_001,770400,446019,80,0,2,60
27020,602,7,-1,20,,Activity_DrakKnight_building_001,806400,446020,60,0,1,120
31001,601,1,100,20,,Activity_DrakKnight_building_001,200,340001,60,0,2,60
31002,601,1,200,20,,Activity_DrakKnight_building_001,400,340002,60,0,2,60
31003,601,1,300,20,,Activity_DrakKnight_building_001,600,340003,60,0,3,60
31004,601,1,400,20,,Activity_DrakKnight_building_001,800,340004,60,0,2,60
31005,601,1,-1,20,,Activity_DrakKnight_building_001,1000,340005,75,0,1,120
31006,601,1,600,20,,Activity_DrakKnight_building_001,1200,340006,120,0,2,60
31007,601,1,700,20,,Activity_DrakKnight_building_001,1400,340007,120,0,2,60
31008,601,1,800,20,,Activity_DrakKnight_building_001,1600,340008,120,0,3,60
31009,601,1,900,20,,Activity_DrakKnight_building_001,1800,340009,120,0,2,60
31010,601,1,-1,20,,Activity_DrakKnight_building_001,2000,340010,75,0,1,120
31011,601,1,1100,20,,Activity_DrakKnight_building_001,2200,340011,60,0,2,60
31012,601,1,1200,20,,Activity_DrakKnight_building_001,2400,340012,60,0,2,60
31013,601,1,1300,20,,Activity_DrakKnight_building_001,2600,340013,60,0,3,60
31014,601,1,1400,20,,Activity_DrakKnight_building_001,2800,340014,60,0,2,60
31015,601,1,-1,20,,Activity_DrakKnight_building_001,3000,340015,75,0,1,120
31016,601,1,1600,20,,Activity_DrakKnight_building_001,3200,340016,120,0,2,60
31017,601,1,1700,20,,Activity_DrakKnight_building_001,3400,340017,120,0,2,60
31018,601,1,1800,20,,Activity_DrakKnight_building_001,3600,340018,120,0,3,60
31019,601,1,1900,20,,Activity_DrakKnight_building_001,3800,340019,120,0,2,60
31020,601,1,-1,20,,Activity_DrakKnight_building_001,4000,340020,80,0,1,120
32001,601,2,300,20,,Activity_DrakKnight_building_001,600,341001,60,0,2,60
32002,601,2,600,20,,Activity_DrakKnight_building_001,1200,341002,60,0,2,60
32003,601,2,850,20,,Activity_DrakKnight_building_001,1700,341003,60,0,3,60
32004,601,2,1150,20,,Activity_DrakKnight_building_001,2300,341004,60,0,2,60
32005,601,2,-1,20,,Activity_DrakKnight_building_001,2800,341005,75,0,1,120
32006,601,2,1700,20,,Activity_DrakKnight_building_001,3400,341006,120,0,2,60
32007,601,2,2000,20,,Activity_DrakKnight_building_001,4000,341007,120,0,2,60
32008,601,2,2250,20,,Activity_DrakKnight_building_001,4500,341008,120,0,3,60
32009,601,2,2550,20,,Activity_DrakKnight_building_001,5100,341009,120,0,2,60
32010,601,2,-1,20,,Activity_DrakKnight_building_001,5600,341010,75,0,1,120
32011,601,2,3100,20,,Activity_DrakKnight_building_001,6200,341011,60,0,2,60
32012,601,2,3400,20,,Activity_DrakKnight_building_001,6800,341012,60,0,2,60
32013,601,2,3650,20,,Activity_DrakKnight_building_001,7300,341013,60,0,3,60
32014,601,2,3950,20,,Activity_DrakKnight_building_001,7900,341014,60,0,2,60
32015,601,2,-1,20,,Activity_DrakKnight_building_001,8400,341015,75,0,1,120
32016,601,2,4500,20,,Activity_DrakKnight_building_001,9000,341016,120,0,2,60
32017,601,2,4800,20,,Activity_DrakKnight_building_001,9600,341017,120,0,2,60
32018,601,2,5050,20,,Activity_DrakKnight_building_001,10100,341018,120,0,3,60
32019,601,2,5350,20,,Activity_DrakKnight_building_001,10700,341019,120,0,2,60
32020,601,2,-1,20,,Activity_DrakKnight_building_001,11200,341020,80,0,1,120
33001,602,3,900,20,,Activity_DrakKnight_building_001,1800,342001,60,0,2,60
33002,602,3,1700,20,,Activity_DrakKnight_building_001,3400,342002,60,0,2,60
33003,602,3,2600,20,,Activity_DrakKnight_building_001,5200,342003,60,0,3,60
33004,602,3,3400,20,,Activity_DrakKnight_building_001,6800,342004,60,0,2,60
33005,602,3,-1,20,,Activity_DrakKnight_building_001,8400,342005,75,0,1,120
33006,602,3,5100,20,,Activity_DrakKnight_building_001,10200,342006,120,0,2,60
33007,602,3,5900,20,,Activity_DrakKnight_building_001,11800,342007,120,0,2,60
33008,602,3,6800,20,,Activity_DrakKnight_building_001,13600,342008,120,0,3,60
33009,602,3,7600,20,,Activity_DrakKnight_building_001,15200,342009,120,0,2,60
33010,602,3,-1,20,,Activity_DrakKnight_building_001,16800,342010,75,0,1,120
33011,602,3,9300,20,,Activity_DrakKnight_building_001,18600,342011,60,0,2,60
33012,602,3,10100,20,,Activity_DrakKnight_building_001,20200,342012,60,0,2,60
33013,602,3,11000,20,,Activity_DrakKnight_building_001,22000,342013,60,0,3,60
33014,602,3,11800,20,,Activity_DrakKnight_building_001,23600,342014,60,0,2,60
33015,602,3,-1,20,,Activity_DrakKnight_building_001,25200,342015,75,0,1,120
33016,602,3,13500,20,,Activity_DrakKnight_building_001,27000,342016,120,0,2,60
33017,602,3,14300,20,,Activity_DrakKnight_building_001,28600,342017,120,0,2,60
33018,602,3,15200,20,,Activity_DrakKnight_building_001,30400,342018,120,0,3,60
33019,602,3,16000,20,,Activity_DrakKnight_building_001,32000,342019,120,0,2,60
33020,602,3,-1,20,,Activity_DrakKnight_building_001,33600,342020,80,0,1,120
34001,602,4,2700,20,,Activity_DrakKnight_building_001,5400,343001,60,0,2,60
34002,602,4,5100,20,,Activity_DrakKnight_building_001,10200,343002,60,0,2,60
34003,602,4,7800,20,,Activity_DrakKnight_building_001,15600,343003,60,0,3,60
34004,602,4,10200,20,,Activity_DrakKnight_building_001,20400,343004,60,0,2,60
34005,602,4,-1,20,,Activity_DrakKnight_building_001,25200,343005,75,0,1,120
34006,602,4,15300,20,,Activity_DrakKnight_building_001,30600,343006,120,0,2,60
34007,602,4,17700,20,,Activity_DrakKnight_building_001,35400,343007,120,0,2,60
34008,602,4,20400,20,,Activity_DrakKnight_building_001,40800,343008,120,0,3,60
34009,602,4,22800,20,,Activity_DrakKnight_building_001,45600,343009,120,0,2,60
34010,602,4,-1,20,,Activity_DrakKnight_building_001,50400,343010,75,0,1,120
34011,602,4,27900,20,,Activity_DrakKnight_building_001,55800,343011,60,0,2,60
34012,602,4,30300,20,,Activity_DrakKnight_building_001,60600,343012,60,0,2,60
34013,602,4,33000,20,,Activity_DrakKnight_building_001,66000,343013,60,0,3,60
34014,602,4,35400,20,,Activity_DrakKnight_building_001,70800,343014,60,0,2,60
34015,602,4,-1,20,,Activity_DrakKnight_building_001,75600,343015,75,0,1,120
34016,602,4,40500,20,,Activity_DrakKnight_building_001,81000,343016,120,0,2,60
34017,602,4,42900,20,,Activity_DrakKnight_building_001,85800,343017,120,0,2,60
34018,602,4,45600,20,,Activity_DrakKnight_building_001,91200,343018,120,0,3,60
34019,602,4,48000,20,,Activity_DrakKnight_building_001,96000,343019,120,0,2,60
34020,602,4,-1,20,,Activity_DrakKnight_building_001,100800,343020,80,0,1,120
35001,602,5,5400,20,,Activity_DrakKnight_building_001,10800,344001,60,0,2,60
35002,602,5,10200,20,,Activity_DrakKnight_building_001,20400,344002,60,0,2,60
35003,602,5,15600,20,,Activity_DrakKnight_building_001,31200,344003,60,0,3,60
35004,602,5,20400,20,,Activity_DrakKnight_building_001,40800,344004,60,0,2,60
35005,602,5,-1,20,,Activity_DrakKnight_building_001,50400,344005,75,0,1,120
35006,602,5,30600,20,,Activity_DrakKnight_building_001,61200,344006,120,0,2,60
35007,602,5,35400,20,,Activity_DrakKnight_building_001,70800,344007,120,0,2,60
35008,602,5,40800,20,,Activity_DrakKnight_building_001,81600,344008,120,0,3,60
35009,602,5,45600,20,,Activity_DrakKnight_building_001,91200,344009,120,0,2,60
35010,602,5,-1,20,,Activity_DrakKnight_building_001,100800,344010,75,0,1,120
35011,602,5,55800,20,,Activity_DrakKnight_building_001,111600,344011,60,0,2,60
35012,602,5,60600,20,,Activity_DrakKnight_building_001,121200,344012,60,0,2,60
35013,602,5,66000,20,,Activity_DrakKnight_building_001,132000,344013,60,0,3,60
35014,602,5,70800,20,,Activity_DrakKnight_building_001,141600,344014,60,0,2,60
35015,602,5,-1,20,,Activity_DrakKnight_building_001,151200,344015,75,0,1,120
35016,602,5,81000,20,,Activity_DrakKnight_building_001,162000,344016,120,0,2,60
35017,602,5,85800,20,,Activity_DrakKnight_building_001,171600,344017,120,0,2,60
35018,602,5,91200,20,,Activity_DrakKnight_building_001,182400,344018,120,0,3,60
35019,602,5,96000,20,,Activity_DrakKnight_building_001,192000,344019,120,0,2,60
35020,602,5,-1,20,,Activity_DrakKnight_building_001,201600,344020,80,0,1,120
36001,602,6,10800,20,,Activity_DrakKnight_building_001,21600,345001,60,0,2,60
36002,602,6,20400,20,,Activity_DrakKnight_building_001,40800,345002,60,0,2,60
36003,602,6,31200,20,,Activity_DrakKnight_building_001,62400,345003,60,0,3,60
36004,602,6,40800,20,,Activity_DrakKnight_building_001,81600,345004,60,0,2,60
36005,602,6,-1,20,,Activity_DrakKnight_building_001,100800,345005,75,0,1,120
36006,602,6,61200,20,,Activity_DrakKnight_building_001,122400,345006,120,0,2,60
36007,602,6,70800,20,,Activity_DrakKnight_building_001,141600,345007,120,0,2,60
36008,602,6,81600,20,,Activity_DrakKnight_building_001,163200,345008,120,0,3,60
36009,602,6,91200,20,,Activity_DrakKnight_building_001,182400,345009,120,0,2,60
36010,602,6,-1,20,,Activity_DrakKnight_building_001,201600,345010,75,0,1,120
36011,602,6,111600,20,,Activity_DrakKnight_building_001,223200,345011,60,0,2,60
36012,602,6,121200,20,,Activity_DrakKnight_building_001,242400,345012,60,0,2,60
36013,602,6,132000,20,,Activity_DrakKnight_building_001,264000,345013,60,0,3,60
36014,602,6,141600,20,,Activity_DrakKnight_building_001,283200,345014,60,0,2,60
36015,602,6,-1,20,,Activity_DrakKnight_building_001,302400,345015,75,0,1,120
36016,602,6,162000,20,,Activity_DrakKnight_building_001,324000,345016,120,0,2,60
36017,602,6,171600,20,,Activity_DrakKnight_building_001,343200,345017,120,0,2,60
36018,602,6,182400,20,,Activity_DrakKnight_building_001,364800,345018,120,0,3,60
36019,602,6,192000,20,,Activity_DrakKnight_building_001,384000,345019,120,0,2,60
36020,602,6,-1,20,,Activity_DrakKnight_building_001,403200,345020,80,0,1,120
37001,602,7,21600,20,,Activity_DrakKnight_building_001,43200,446001,48,0,2,60
37002,602,7,43200,20,,Activity_DrakKnight_building_001,86400,446002,48,0,2,60
37003,602,7,61200,20,,Activity_DrakKnight_building_001,122400,446003,48,0,3,60
37004,602,7,82800,20,,Activity_DrakKnight_building_001,165600,446004,48,0,2,60
37005,602,7,-1,20,,Activity_DrakKnight_building_001,201600,446005,60,0,1,120
37006,602,7,122400,20,,Activity_DrakKnight_building_001,244800,446006,80,0,2,60
37007,602,7,144000,20,,Activity_DrakKnight_building_001,288000,446007,80,0,2,60
37008,602,7,162000,20,,Activity_DrakKnight_building_001,324000,446008,80,0,3,60
37009,602,7,183600,20,,Activity_DrakKnight_building_001,367200,446009,80,0,2,60
37010,602,7,-1,20,,Activity_DrakKnight_building_001,403200,446010,60,0,1,120
37011,602,7,223200,20,,Activity_DrakKnight_building_001,446400,446011,48,0,2,60
37012,602,7,244800,20,,Activity_DrakKnight_building_001,489600,446012,48,0,2,60
37013,602,7,262800,20,,Activity_DrakKnight_building_001,525600,446013,48,0,3,60
37014,602,7,284400,20,,Activity_DrakKnight_building_001,568800,446014,48,0,2,60
37015,602,7,-1,20,,Activity_DrakKnight_building_001,604800,446015,60,0,1,120
37016,602,7,324000,20,,Activity_DrakKnight_building_001,648000,446016,80,0,2,60
37017,602,7,345600,20,,Activity_DrakKnight_building_001,691200,446017,80,0,2,60
37018,602,7,363600,20,,Activity_DrakKnight_building_001,727200,446018,80,0,3,60
37019,602,7,385200,20,,Activity_DrakKnight_building_001,770400,446019,80,0,2,60
37020,602,7,-1,20,,Activity_DrakKnight_building_001,806400,446020,60,0,1,120
41001,601,1,100,20,,Activity_DrakKnight_building_001,200,440001,48,0,2,60
41002,601,1,200,20,,Activity_DrakKnight_building_001,400,440002,48,0,2,60
41003,601,1,300,20,,Activity_DrakKnight_building_001,600,440003,48,0,3,60
41004,601,1,400,20,,Activity_DrakKnight_building_001,800,440004,48,0,2,60
41005,601,1,-1,20,,Activity_DrakKnight_building_001,1000,440005,60,0,1,120
41006,601,1,600,20,,Activity_DrakKnight_building_001,1200,440006,80,0,2,60
41007,601,1,700,20,,Activity_DrakKnight_building_001,1400,440007,80,0,2,60
41008,601,1,800,20,,Activity_DrakKnight_building_001,1600,440008,80,0,3,60
41009,601,1,900,20,,Activity_DrakKnight_building_001,1800,440009,80,0,2,60
41010,601,1,-1,20,,Activity_DrakKnight_building_001,2000,440010,60,0,1,120
41011,601,1,1100,20,,Activity_DrakKnight_building_001,2200,440011,48,0,2,60
41012,601,1,1200,20,,Activity_DrakKnight_building_001,2400,440012,48,0,2,60
41013,601,1,1300,20,,Activity_DrakKnight_building_001,2600,440013,48,0,3,60
41014,601,1,1400,20,,Activity_DrakKnight_building_001,2800,440014,48,0,2,60
41015,601,1,-1,20,,Activity_DrakKnight_building_001,3000,440015,60,0,1,120
41016,601,1,1600,20,,Activity_DrakKnight_building_001,3200,440016,80,0,2,60
41017,601,1,1700,20,,Activity_DrakKnight_building_001,3400,440017,80,0,2,60
41018,601,1,1800,20,,Activity_DrakKnight_building_001,3600,440018,80,0,3,60
41019,601,1,1900,20,,Activity_DrakKnight_building_001,3800,440019,80,0,2,60
41020,601,1,-1,20,,Activity_DrakKnight_building_001,4000,440020,60,0,1,120
42001,601,2,300,20,,Activity_DrakKnight_building_001,600,441001,48,0,2,60
42002,601,2,600,20,,Activity_DrakKnight_building_001,1200,441002,48,0,2,60
42003,601,2,850,20,,Activity_DrakKnight_building_001,1700,441003,48,0,3,60
42004,601,2,1150,20,,Activity_DrakKnight_building_001,2300,441004,48,0,2,60
42005,601,2,-1,20,,Activity_DrakKnight_building_001,2800,441005,60,0,1,120
42006,601,2,1700,20,,Activity_DrakKnight_building_001,3400,441006,80,0,2,60
42007,601,2,2000,20,,Activity_DrakKnight_building_001,4000,441007,80,0,2,60
42008,601,2,2250,20,,Activity_DrakKnight_building_001,4500,441008,80,0,3,60
42009,601,2,2550,20,,Activity_DrakKnight_building_001,5100,441009,80,0,2,60
42010,601,2,-1,20,,Activity_DrakKnight_building_001,5600,441010,60,0,1,120
42011,601,2,3100,20,,Activity_DrakKnight_building_001,6200,441011,48,0,2,60
42012,601,2,3400,20,,Activity_DrakKnight_building_001,6800,441012,48,0,2,60
42013,601,2,3650,20,,Activity_DrakKnight_building_001,7300,441013,48,0,3,60
42014,601,2,3950,20,,Activity_DrakKnight_building_001,7900,441014,48,0,2,60
42015,601,2,-1,20,,Activity_DrakKnight_building_001,8400,441015,60,0,1,120
42016,601,2,4500,20,,Activity_DrakKnight_building_001,9000,441016,80,0,2,60
42017,601,2,4800,20,,Activity_DrakKnight_building_001,9600,441017,80,0,2,60
42018,601,2,5050,20,,Activity_DrakKnight_building_001,10100,441018,80,0,3,60
42019,601,2,5350,20,,Activity_DrakKnight_building_001,10700,441019,80,0,2,60
42020,601,2,-1,20,,Activity_DrakKnight_building_001,11200,441020,60,0,1,120
43001,602,3,900,20,,Activity_DrakKnight_building_001,1800,442001,48,0,2,60
43002,602,3,1700,20,,Activity_DrakKnight_building_001,3400,442002,48,0,2,60
43003,602,3,2600,20,,Activity_DrakKnight_building_001,5200,442003,48,0,3,60
43004,602,3,3400,20,,Activity_DrakKnight_building_001,6800,442004,48,0,2,60
43005,602,3,-1,20,,Activity_DrakKnight_building_001,8400,442005,60,0,1,120
43006,602,3,5100,20,,Activity_DrakKnight_building_001,10200,442006,80,0,2,60
43007,602,3,5900,20,,Activity_DrakKnight_building_001,11800,442007,80,0,2,60
43008,602,3,6800,20,,Activity_DrakKnight_building_001,13600,442008,80,0,3,60
43009,602,3,7600,20,,Activity_DrakKnight_building_001,15200,442009,80,0,2,60
43010,602,3,-1,20,,Activity_DrakKnight_building_001,16800,442010,60,0,1,120
43011,602,3,9300,20,,Activity_DrakKnight_building_001,18600,442011,48,0,2,60
43012,602,3,10100,20,,Activity_DrakKnight_building_001,20200,442012,48,0,2,60
43013,602,3,11000,20,,Activity_DrakKnight_building_001,22000,442013,48,0,3,60
43014,602,3,11800,20,,Activity_DrakKnight_building_001,23600,442014,48,0,2,60
43015,602,3,-1,20,,Activity_DrakKnight_building_001,25200,442015,60,0,1,120
43016,602,3,13500,20,,Activity_DrakKnight_building_001,27000,442016,80,0,2,60
43017,602,3,14300,20,,Activity_DrakKnight_building_001,28600,442017,80,0,2,60
43018,602,3,15200,20,,Activity_DrakKnight_building_001,30400,442018,80,0,3,60
43019,602,3,16000,20,,Activity_DrakKnight_building_001,32000,442019,80,0,2,60
43020,602,3,-1,20,,Activity_DrakKnight_building_001,33600,442020,60,0,1,120
44001,602,4,2700,20,,Activity_DrakKnight_building_001,5400,443001,48,0,2,60
44002,602,4,5100,20,,Activity_DrakKnight_building_001,10200,443002,48,0,2,60
44003,602,4,7800,20,,Activity_DrakKnight_building_001,15600,443003,48,0,3,60
44004,602,4,10200,20,,Activity_DrakKnight_building_001,20400,443004,48,0,2,60
44005,602,4,-1,20,,Activity_DrakKnight_building_001,25200,443005,60,0,1,120
44006,602,4,15300,20,,Activity_DrakKnight_building_001,30600,443006,80,0,2,60
44007,602,4,17700,20,,Activity_DrakKnight_building_001,35400,443007,80,0,2,60
44008,602,4,20400,20,,Activity_DrakKnight_building_001,40800,443008,80,0,3,60
44009,602,4,22800,20,,Activity_DrakKnight_building_001,45600,443009,80,0,2,60
44010,602,4,-1,20,,Activity_DrakKnight_building_001,50400,443010,60,0,1,120
44011,602,4,27900,20,,Activity_DrakKnight_building_001,55800,443011,48,0,2,60
44012,602,4,30300,20,,Activity_DrakKnight_building_001,60600,443012,48,0,2,60
44013,602,4,33000,20,,Activity_DrakKnight_building_001,66000,443013,48,0,3,60
44014,602,4,35400,20,,Activity_DrakKnight_building_001,70800,443014,48,0,2,60
44015,602,4,-1,20,,Activity_DrakKnight_building_001,75600,443015,60,0,1,120
44016,602,4,40500,20,,Activity_DrakKnight_building_001,81000,443016,80,0,2,60
44017,602,4,42900,20,,Activity_DrakKnight_building_001,85800,443017,80,0,2,60
44018,602,4,45600,20,,Activity_DrakKnight_building_001,91200,443018,80,0,3,60
44019,602,4,48000,20,,Activity_DrakKnight_building_001,96000,443019,80,0,2,60
44020,602,4,-1,20,,Activity_DrakKnight_building_001,100800,443020,60,0,1,120
45001,602,5,5400,20,,Activity_DrakKnight_building_001,10800,444001,48,0,2,60
45002,602,5,10200,20,,Activity_DrakKnight_building_001,20400,444002,48,0,2,60
45003,602,5,15600,20,,Activity_DrakKnight_building_001,31200,444003,48,0,3,60
45004,602,5,20400,20,,Activity_DrakKnight_building_001,40800,444004,48,0,2,60
45005,602,5,-1,20,,Activity_DrakKnight_building_001,50400,444005,60,0,1,120
45006,602,5,30600,20,,Activity_DrakKnight_building_001,61200,444006,80,0,2,60
45007,602,5,35400,20,,Activity_DrakKnight_building_001,70800,444007,80,0,2,60
45008,602,5,40800,20,,Activity_DrakKnight_building_001,81600,444008,80,0,3,60
45009,602,5,45600,20,,Activity_DrakKnight_building_001,91200,444009,80,0,2,60
45010,602,5,-1,20,,Activity_DrakKnight_building_001,100800,444010,60,0,1,120
45011,602,5,55800,20,,Activity_DrakKnight_building_001,111600,444011,48,0,2,60
45012,602,5,60600,20,,Activity_DrakKnight_building_001,121200,444012,48,0,2,60
45013,602,5,66000,20,,Activity_DrakKnight_building_001,132000,444013,48,0,3,60
45014,602,5,70800,20,,Activity_DrakKnight_building_001,141600,444014,48,0,2,60
45015,602,5,-1,20,,Activity_DrakKnight_building_001,151200,444015,60,0,1,120
45016,602,5,81000,20,,Activity_DrakKnight_building_001,162000,444016,80,0,2,60
45017,602,5,85800,20,,Activity_DrakKnight_building_001,171600,444017,80,0,2,60
45018,602,5,91200,20,,Activity_DrakKnight_building_001,182400,444018,80,0,3,60
45019,602,5,96000,20,,Activity_DrakKnight_building_001,192000,444019,80,0,2,60
45020,602,5,-1,20,,Activity_DrakKnight_building_001,201600,444020,60,0,1,120
46001,602,6,10800,20,,Activity_DrakKnight_building_001,21600,445001,48,0,2,60
46002,602,6,20400,20,,Activity_DrakKnight_building_001,40800,445002,48,0,2,60
46003,602,6,31200,20,,Activity_DrakKnight_building_001,62400,445003,48,0,3,60
46004,602,6,40800,20,,Activity_DrakKnight_building_001,81600,445004,48,0,2,60
46005,602,6,-1,20,,Activity_DrakKnight_building_001,100800,445005,60,0,1,120
46006,602,6,61200,20,,Activity_DrakKnight_building_001,122400,445006,80,0,2,60
46007,602,6,70800,20,,Activity_DrakKnight_building_001,141600,445007,80,0,2,60
46008,602,6,81600,20,,Activity_DrakKnight_building_001,163200,445008,80,0,3,60
46009,602,6,91200,20,,Activity_DrakKnight_building_001,182400,445009,80,0,2,60
46010,602,6,-1,20,,Activity_DrakKnight_building_001,201600,445010,60,0,1,120
46011,602,6,111600,20,,Activity_DrakKnight_building_001,223200,445011,48,0,2,60
46012,602,6,121200,20,,Activity_DrakKnight_building_001,242400,445012,48,0,2,60
46013,602,6,132000,20,,Activity_DrakKnight_building_001,264000,445013,48,0,3,60
46014,602,6,141600,20,,Activity_DrakKnight_building_001,283200,445014,48,0,2,60
46015,602,6,-1,20,,Activity_DrakKnight_building_001,302400,445015,60,0,1,120
46016,602,6,162000,20,,Activity_DrakKnight_building_001,324000,445016,80,0,2,60
46017,602,6,171600,20,,Activity_DrakKnight_building_001,343200,445017,80,0,2,60
46018,602,6,182400,20,,Activity_DrakKnight_building_001,364800,445018,80,0,3,60
46019,602,6,192000,20,,Activity_DrakKnight_building_001,384000,445019,80,0,2,60
46020,602,6,-1,20,,Activity_DrakKnight_building_001,403200,445020,60,0,1,120
47001,602,7,21600,20,,Activity_DrakKnight_building_001,43200,446001,48,0,2,60
47002,602,7,43200,20,,Activity_DrakKnight_building_001,86400,446002,48,0,2,60
47003,602,7,61200,20,,Activity_DrakKnight_building_001,122400,446003,48,0,3,60
47004,602,7,82800,20,,Activity_DrakKnight_building_001,165600,446004,48,0,2,60
47005,602,7,-1,20,,Activity_DrakKnight_building_001,201600,446005,60,0,1,120
47006,602,7,122400,20,,Activity_DrakKnight_building_001,244800,446006,80,0,2,60
47007,602,7,144000,20,,Activity_DrakKnight_building_001,288000,446007,80,0,2,60
47008,602,7,162000,20,,Activity_DrakKnight_building_001,324000,446008,80,0,3,60
47009,602,7,183600,20,,Activity_DrakKnight_building_001,367200,446009,80,0,2,60
47010,602,7,-1,20,,Activity_DrakKnight_building_001,403200,446010,60,0,1,120
47011,602,7,223200,20,,Activity_DrakKnight_building_001,446400,446011,48,0,2,60
47012,602,7,244800,20,,Activity_DrakKnight_building_001,489600,446012,48,0,2,60
47013,602,7,262800,20,,Activity_DrakKnight_building_001,525600,446013,48,0,3,60
47014,602,7,284400,20,,Activity_DrakKnight_building_001,568800,446014,48,0,2,60
47015,602,7,-1,20,,Activity_DrakKnight_building_001,604800,446015,60,0,1,120
47016,602,7,324000,20,,Activity_DrakKnight_building_001,648000,446016,80,0,2,60
47017,602,7,345600,20,,Activity_DrakKnight_building_001,691200,446017,80,0,2,60
47018,602,7,363600,20,,Activity_DrakKnight_building_001,727200,446018,80,0,3,60
47019,602,7,385200,20,,Activity_DrakKnight_building_001,770400,446019,80,0,2,60
47020,602,7,-1,20,,Activity_DrakKnight_building_001,806400,446020,60,0,1,120
