id,attribute_all1,attribute_all2,attribute_self1,attribute_self2,attribute_self3,attribute_team1,attribute_team2,enhance_cost,enhance_level,extraAttribute_all1,extraAttribute_self1,extraAttribute_team1,fightforce,maxLevel
1004113,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004114,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004115,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1004201,-1,-1,0,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004202,-1,-1,0,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004203,-1,-1,0,0,0,-1,-1,3602,"0|2,1|5,2|10,3|15",,,,360,15
1004211,-1,-1,0,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004212,-1,-1,0,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004213,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004214,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004215,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1004301,-1,-1,0,0,0,-1,-1,1601,"0|2,1|5,2|10,3|15",,,,360,15
1004302,-1,-1,0,0,0,-1,-1,1601,"0|2,1|5,2|10,3|15",,,,360,15
1004303,-1,-1,0,0,0,-1,-1,1602,"0|2,1|5,2|10,3|15",,,,360,15
1004311,-1,-1,0,0,0,-1,-1,1601,"0|2,1|5,2|10,3|15",,,,360,15
1004312,-1,-1,100,0,0,-1,-1,1601,"0|2,1|5,2|10,3|15",,,,360,15
1004313,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004315,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1004401,-1,-1,0,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004402,-1,-1,0,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004403,-1,-1,0,0,0,-1,-1,3602,"0|2,1|5,2|10,3|15",,,,360,15
1004411,-1,-1,0,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004412,-1,-1,0,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004413,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004414,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004415,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1004501,-1,-1,0,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004502,-1,-1,0,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004503,-1,-1,0,0,0,-1,-1,3602,"0|2,1|5,2|10,3|15",,,,360,15
1004511,-1,-1,0,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004512,-1,-1,50,0,0,-1,-1,3601,"0|2,1|5,2|10,3|15",,,,360,15
1004513,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004514,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004515,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1004601,-1,-1,0,0,0,-1,-1,1601,"0|2,1|5,2|10,3|15",,,,360,15
1004602,-1,-1,0,0,0,-1,-1,1601,"0|2,1|5,2|10,3|15",,,,360,15
1004603,-1,-1,0,0,0,-1,-1,1602,"0|2,1|5,2|10,3|15",,,,360,15
1004611,-1,-1,25,25,0,25,25,1601,"0|2,1|5,2|10,3|15",,,,360,15
1004612,-1,-1,0,0,0,-1,-1,1601,"0|2,1|5,2|10,3|15",,,,360,15
1004613,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004615,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1004701,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004702,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004703,-1,-1,0,0,0,-1,-1,2602,"0|2,1|5,2|10,3|15",,,,360,15
1004711,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004712,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004713,-1,-1,0,0,0,-1,-1,-1,0|1,,,,360,1
1004714,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004716,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1004801,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004802,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004803,-1,-1,0,0,0,-1,-1,2602,"0|2,1|5,2|10,3|15",,,,360,15
1004811,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004812,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004813,-1,-1,0,0,0,-1,-1,-1,0|1,,,,360,1
1004814,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004815,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004816,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1004901,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004902,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004903,-1,-1,0,0,0,-1,-1,2602,"0|2,1|5,2|10,3|15",,,,360,15
1004911,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004912,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1004913,-1,-1,0,0,0,-1,-1,-1,0|1,,,,360,1
1004914,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1004916,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1005001,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005002,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005003,-1,-1,0,0,0,-1,-1,2602,"0|2,1|5,2|10,3|15",,,,360,15
1005011,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005012,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005013,-1,-1,0,0,0,-1,-1,-1,0|1,,,,360,1
1005014,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1005015,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1005016,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1005101,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005102,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005103,-1,-1,0,0,0,-1,-1,2602,"0|2,1|5,2|10,3|15",,,,360,15
1005111,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005112,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005113,-1,-1,0,0,0,-1,-1,-1,0|1,,,,360,1
1005114,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1005115,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1005116,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1005201,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005202,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005203,-1,-1,0,0,0,-1,-1,2602,"0|2,1|5,2|10,3|15",,,,360,15
1005211,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005212,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005213,-1,-1,0,0,0,-1,-1,-1,0|1,,,,360,1
1005214,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1005216,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1005301,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005302,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005303,-1,-1,0,0,0,-1,-1,2602,"0|2,1|5,2|10,3|15",,,,360,15
1005311,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005312,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005313,-1,-1,0,0,0,-1,-1,-1,0|1,,,,360,1
1005314,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1005316,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1005401,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005402,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005403,-1,-1,0,0,0,-1,-1,2602,"0|2,1|5,2|10,3|15",,,,360,15
1005411,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005412,-1,-1,0,0,0,-1,-1,2601,"0|2,1|5,2|10,3|15",,,,360,15
1005413,-1,-1,0,0,0,-1,-1,-1,0|1,,,,360,1
1005414,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1,2|1,3|1,4|1",,,,360,1
1005416,-1,-1,0,0,0,-1,-1,-1,"0|1,1|1",,,,360,1
1000001,-1,-1,0,0,0,-1,-1,-1,0|1,,,,360,1
1000002,-1,-1,0,0,0,-1,-1,-1,0|1,,,,360,1
