id,rewardIds,skillDec,unlockParam,boss_id,boss_show,difficulty,enemyEntityPosition,group_id,is_boss,point,power,pre_id,raid,reward,skill_dec,skill_id,skill_power,sort,target,unlock
10130,[155930],0,,320204,Textures/Adventure/bg_SecretTreasure_boss2,26,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,49687300,10129,2230,155930,,,"3|9600000,4|20000000",5,2,
10131,[155931],150018,,320205,Textures/Adventure/bg_SecretTreasure_hero19,27,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,54324200,10130,2231,155931,150018,25018181,"3|9720000,4|20000000",1,2,
10132,[155932],150019,,320206,Textures/Adventure/bg_SecretTreasure_hero26,27,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,54388120,10131,2232,155932,150019,25019181,"3|9840000,4|20000000",2,2,
10133,[155933],150006,,320207,Textures/Adventure/bg_SecretTreasure_hero26,27,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,54452040,10132,2233,155933,150006,25006182,"3|9960000,4|20000000",3,2,
10134,[155934],150003,,320208,Textures/Adventure/bg_SecretTreasure_hero09,27,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,54515960,10133,2234,155934,150003,25003181,"3|10080000,4|20000000",4,2,
10135,[155935],0,,320209,Textures/Adventure/bg_SecretTreasure_boss2,27,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,54643800,10134,2235,155935,,,"3|10200000,4|20000000",5,2,
10136,[155936],150010,,320210,Textures/Adventure/bg_SecretTreasure_hero14,28,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,54643800,10135,2236,155936,150010,25010191,"3|10320000,4|20000000",1,2,
10137,[155937],150016,,320211,Textures/Adventure/bg_SecretTreasure_hero22,28,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,55007520,10136,2237,155937,150016,25016191,"3|10440000,4|20000000",2,2,
10138,[155938],150002,,320212,Textures/Adventure/bg_SecretTreasure_hero07,28,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,55371240,10137,2238,155938,150002,25002191,"3|10560000,4|20000000",3,2,
10139,[155939],150007,,320213,Textures/Adventure/bg_SecretTreasure_hero07,28,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,55734960,10138,2239,155939,150007,25007192,"3|10680000,4|20000000",4,2,
10140,[155940],0,,320214,Textures/Adventure/bg_SecretTreasure_boss2,28,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,56462400,10139,2240,155940,,,"3|10800000,4|20000000",5,2,
10141,[155941],150018,,320215,Textures/Adventure/bg_SecretTreasure_hero15,29,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,56462400,10140,2241,155941,150018,25018191,"3|10920000,4|20000000",1,2,
10142,[155942],150001,,320216,Textures/Adventure/bg_SecretTreasure_hero26,29,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,56676800,10141,2242,155942,150001,25001191,"3|11040000,4|20000000",2,2,
10143,[155943],150004,,320217,Textures/Adventure/bg_SecretTreasure_hero26,29,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,56891200,10142,2243,155943,150004,25004191,"3|11160000,4|20000000",3,2,
10144,[155944],150005,,320218,Textures/Adventure/bg_SecretTreasure_hero27,29,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,57105600,10143,2244,155944,150005,25005191,"3|11280000,4|20000000",4,2,
10145,[155945],0,,320219,Textures/Adventure/bg_SecretTreasure_boss2,29,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,57534400,10144,2245,155945,,,"3|11400000,4|20000000",5,2,
10146,[155946],150011,,320220,Textures/Adventure/bg_SecretTreasure_hero31,30,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,57534400,10145,2246,155946,150011,25011191,"3|11520000,4|20000000",1,2,
10147,[155947],150006,,320221,Textures/Adventure/bg_SecretTreasure_hero24,30,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,57601980,10146,2247,155947,150006,25006192,"3|11640000,4|20000000",2,2,
10148,[155948],150003,,320222,Textures/Adventure/bg_SecretTreasure_hero25,30,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,57669560,10147,2248,155948,150003,25003191,"3|11760000,4|20000000",3,2,
10149,[155949],150017,,320223,Textures/Adventure/bg_SecretTreasure_hero28,30,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,57737140,10148,2249,155949,150017,25017191,"3|11880000,4|20000000",4,2,
10150,[155950],0,,320224,Textures/Adventure/bg_SecretTreasure_boss2,30,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,57804720,10149,2250,155950,,,"3|12000000,4|20000000",5,2,
10151,[155951],150002,,320225,Textures/Adventure/bg_SecretTreasure_hero16,31,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,57872300,10150,2251,155951,150002,25002201,"3|12120000,4|20000000",1,2,
10152,[155952],150010,,320226,Textures/Adventure/bg_SecretTreasure_hero20,31,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,57939880,10151,2252,155952,150010,25010201,"3|12240000,4|20000000",2,2,
10153,[155953],150009,,320227,Textures/Adventure/bg_SecretTreasure_hero21,31,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,58007460,10152,2253,155953,150009,25009201,"3|12360000,4|20000000",3,2,
10154,[155954],150016,,320228,Textures/Adventure/bg_SecretTreasure_hero29,31,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,58075040,10153,2254,155954,150016,25016201,"3|12480000,4|20000000",4,2,
10155,[155955],0,,320229,Textures/Adventure/bg_SecretTreasure_boss2,31,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,58142620,10154,2255,155955,,,"3|12600000,4|20000000",5,2,
10156,[155956],150005,,320230,Textures/Adventure/bg_SecretTreasure_hero07_01,32,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,58210200,10155,2256,155956,150005,25005201,"3|12720000,4|20000000",1,2,
10157,[155957],150017,,320231,Textures/Adventure/bg_SecretTreasure_hero22,32,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,58277780,10156,2257,155957,150017,25017201,"3|12840000,4|20000000",2,2,
10158,[155958],150016,,320232,Textures/Adventure/bg_SecretTreasure_hero23,32,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,58345360,10157,2258,155958,150016,25016201,"3|12960000,4|20000000",3,2,
10159,[155959],150013,,320233,Textures/Adventure/bg_SecretTreasure_hero30,32,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,58412940,10158,2259,155959,150013,25013201,"3|13080000,4|20000000",4,2,
10160,[155960],0,,320234,Textures/Adventure/bg_SecretTreasure_boss2,32,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,58480520,10159,2260,155960,,,"3|13200000,4|20000000",5,2,
