id,act,actionType_1,actionType_2,actionType_3,actionType_4,actionTypeIndex,actParams_1,actParams_2,actParams_3,actParams_4,addConditions,avatar,cantDispel,damageNumType,desc,dispel_type,enhance_actParams_1,enhance_actParams_2,enhance_actParams_3,enhance_actParams_4,fx,fx_line,fx_news,icon,ignore_blackscreen,level_enhance,mat,maxLevel,name,overwrite,releaseProbability_enhance,ShowWord,special_hit_effect,type,TypeList,TypePos,updateTime,upgradeDataDic,viewValueList,viewValues
6037202,,5,-1,-1,-1,{5:0},53044|4|5000|2500|2|350|60372203,,,,,-1,-1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037203,,5,-1,-1,-1,{5:0},53045|1|10000|4000|1|0|60372303,,,,,-1,-1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037204,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6037205,,5,-1,-1,-1,{5:0},53047|2|5000|1000|2|200|60372102,,,,,-1,-1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037206,,5,-1,-1,-1,{5:0},53048|1|10000|4000|1|0|60372303,,,,,-1,-1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037301,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6037302,,14,-1,-1,-1,{14:0},60373202|1,,,,,-1,-1,-1,,[2|6037302],,,,,,,,,1,0,,-1,,-1,0,-1,,[2|6037301],[2|6037301],{2:0|6037301:1},-1,{1:BuffUpgradeData},[],
6037303,,5,7,-1,-1,{5:0|7:1},53046|1|5000|10000|2|300|60373203,6037301|0,,,,-1,-1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[2|6037302],[2|6037302],{2:0|6037302:1},-1,{1:BuffUpgradeData},[],
6037304,,14,-1,-1,-1,{14:0},60373302|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037305,,1,9,23,-1,{1:0|9:1|23:2},1|4|200,2|0|0|20|10000,0|60373303|1|500|2|0|0|0,,,-1,-1,-1,,[2|6037304],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2|6037303],[2|6037303],{2:0|6037303:1},1000,{1:BuffUpgradeData},[],
6037306,repel,3,4,-1,-1,{3:0|4:1},,2|2000|150,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6037307,,4,-1,-1,-1,{4:0},1|600|1200,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037308,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037401,repel,3,4,-1,-1,{3:0|4:1},,1|2000|150,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6037402,,1,-1,48,-1,{1:0|48:1},1|3|-4000,,5|-225,,,-1,-1,3,,,,,,,,,[1002131],,-1,0,,4,,1,0,-1,,[1|203|301],[1|203|301],{1:0|203:1|301:2},1000,{1:BuffUpgradeData},[],
6037403,,14,-1,-1,-1,{14:0},60374302|1,,,,,-1,-1,-1,,[2|6037402],,,,,,,,,1,0,,-1,,-1,0,-1,,[2|6037401],[2|6037401],{2:0|6037401:1},-1,{1:BuffUpgradeData},[],
6037404,,1,9,23,23,{1:0|9:1|23:3},1|4|400,2|0|0|20|10000,0|60374303|3|500|2|0|0|0,0|60374304|1|500|2|0|0|0,,-1,-1,-1,,[2|6037403],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2|6037402],[2|6037402],{2:0|6037402:1},1000,{1:BuffUpgradeData},[],
6037405,repel,3,4,-1,-1,{3:0|4:1},,2|1000|150,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6037406,repel,3,7,-1,-1,{3:0|7:1},,6037402|0,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[2|6037403],[2|6037403],{2:0|6037403:1},-1,{1:BuffUpgradeData},[],
6037407,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6037408,,4,-1,-1,-1,{4:0},1|350|1200,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037501,,20,-1,-1,-1,{20:0},1|5|6037502,,,,,-1,-1,-1,,[2|6037502],,,,,,,,,1,0,,5,,1,0,-1,,[2|6037501],[2|6037501],{2:0|6037501:1},-1,{1:BuffUpgradeData},[],
6037502,,7,14,-1,-1,{7:0|14:1},6037501|0,60375102|1,,,,-1,-1,-1,,[2|6037503],,,,,,,,,1,0,,-1,,-1,0,-1,,[2|6037502],[2|6037502],{2:0|6037502:1},-1,{1:BuffUpgradeData},[],
6037503,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6037504,,7,-1,-1,-1,{7:0},6037502|0,,,,,-1,-1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[2|6037503],[2|6037503],{2:0|6037503:1},-1,{1:BuffUpgradeData},[],
6037505,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6037506,repel,3,4,-1,-1,{3:0|4:1},,4|1500|200,,,,-1,-1,-1,,[1],,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6037507,,48,-1,-1,-1,{48:0},5|-225,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6037508,,26,30,-1,-1,{26:0|30:1},225|500|60375102|4|0|0,10000,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},700,{1:BuffUpgradeData},[],
6037509,,20,-1,-1,-1,{20:0},1|5|6037509,,,,,-1,-1,-1,,[2|6037502],,,,,,,,,1,0,,5,,1,0,-1,,[2|6037501],[2|6037501],{2:0|6037501:1},-1,{1:BuffUpgradeData},[],
6037510,,7,14,-1,-1,{7:0|14:1},6037501|0,60375104|1,,,,-1,-1,-1,,[2|6037503],,,,,,,,,1,0,,-1,,-1,0,-1,,[2|6037502],[2|6037502],{2:0|6037502:1},-1,{1:BuffUpgradeData},[],
6037601,,14,-1,-1,-1,{14:0},60376103|1,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037602,,30,16,7,-1,{30:0|16:1|7:2},1000,300,6037601|0,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,6,,1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037603,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6037604,,69,19,-1,-1,{69:0|19:1},100,0|1|2,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[1|16],[1|16],{1:0|16:1},-1,{1:BuffUpgradeData},[],
6037605,,14,-1,-1,-1,{14:0},60376102|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037606,,14,-1,-1,-1,{14:0},60376202|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037607,,14,-1,-1,-1,{14:0},60376302|1,,,,,-1,-1,-1,,[2|6037602],,,,,,,,,1,0,,-1,,-1,0,-1,,[2|6037601],[2|6037601],{2:0|6037601:1},-1,{1:BuffUpgradeData},[],
6037608,,14,-1,-1,-1,{14:0},60376402|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037609,,1,1,48,-1,{1:1|48:2},1|3|-10000,1|4|-100,5|-225,,,-1,-1,3,,,,,,,,,[1002131],,-1,0,,-1,,-1,0,-1,,[1|203|301],[1|203|301],{1:0|203:1|301:2},1000,{1:BuffUpgradeData},[],
6037610,,26,-1,-1,-1,{26:0},100|300|60376403|2|0|0,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},700,{1:BuffUpgradeData},[],
6037611,,14,-1,-1,-1,{14:0},60376105|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037612,,14,-1,-1,-1,{14:0},60376106|1,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037613,,14,-1,-1,-1,{14:0},60376204|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037614,,1,48,-1,-1,{1:0|48:1},1|3|-10000,5|-225,,,,-1,-1,3,,,,,,,,,[1002131],,-1,0,,-1,,-1,0,-1,,[1|203|301],[1|203|301],{1:0|203:1|301:2},1000,{1:BuffUpgradeData},[],
6037615,,14,-1,-1,-1,{14:0},60376304|1,,,,,-1,-1,-1,,[2|6037602],,,,,,,,,1,0,,-1,,-1,0,-1,,[2|6037601],[2|6037601],{2:0|6037601:1},-1,{1:BuffUpgradeData},[],
6037701,,14,-1,-1,-1,{14:0},60377202|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037702,,1,-1,-1,-1,{1:0},1|3|-2000,,,,,-1,-1,-1,,,,,,,,,[100003],,-1,0,,5,,1,0,-1,,[1|301|201],[1|301|201],{1:0|301:1|201:2},1000,{1:BuffUpgradeData},[],
6037703,,14,-1,-1,-1,{14:0},60377302|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037704,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6037705,,14,-1,-1,-1,{14:0},60377402|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037706,repel,3,4,-1,-1,{3:0|4:1},,3|200|500,,,,-1,-1,-1,,[1],,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1],[1],{1:0},-1,{1:BuffUpgradeData},[],
6037707,,14,-1,-1,-1,{14:0},60377502|1,,,,,-1,-1,-1,,[2|6037702],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2|6037701],[2|6037701],{2:0|6037701:1},-1,{1:BuffUpgradeData},[],
6037708,,7,59,-1,-1,{7:0|59:1},6037701|0,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2|6037702],[2|6037702],{2:0|6037702:1},-1,{1:BuffUpgradeData},[],
6037709,,1,-1,-1,-1,{1:0},1|3|-2000,,,,,-1,-1,-1,,,,,,,,,[100003],,-1,0,,5,,1,0,-1,,[1|301|201],[1|301|201],{1:0|301:1|201:2},1000,{1:BuffUpgradeData},[],
6037710,,14,-1,-1,-1,{14:0},60377602|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037711,,14,-1,-1,-1,{14:0},60377603|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037712,,14,-1,-1,-1,{14:0},60377204|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6037801,,1,-1,-1,-1,{1:0},1|3|-2000,,,,,-1,-1,-1,,,,,,,,,[100003],,-1,0,,5,,1,0,-1,,[1|301|201],[1|301|201],{1:0|301:1|201:2},1000,{1:BuffUpgradeData},[],
6037901,,4,-1,-1,-1,{4:0},1|200|1800,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6038201,,48,-1,-1,-1,{48:0},6|2000,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,10,,1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6038202,,48,-1,-1,-1,{48:0},5|45,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6038301,,5,-1,-1,-1,{5:0},53041|2|10000|6000|2|200,,,,,-1,-1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6038302,,48,-1,-1,-1,{48:0},5|-225,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6038303,,14,-1,-1,-1,{14:0},60383102|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6038304,,14,-1,-1,-1,{14:0},60383104|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6038305,,5,-1,-1,-1,{5:0},53042|2|10000|6000|2|200,,,,,-1,-1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6038401,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6038501,,22,48,19,-1,{22:0|48:1|19:2},1|101,5|300,60385,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6038502,,52,19,-1,-1,{52:0|19:1},300,0|1|2,,,,-1,-1,-1,,,,,,,,,[1004502],,-1,0,,-1,,-1,0,-1,,[1|12],[1|12],{1:0|12:1},-1,{1:BuffUpgradeData},[],
6038601,,1,-1,-1,-1,{1:0},1|3|-2000,,,,,-1,-1,-1,,,,,,,,,[100003],,-1,0,,5,,1,0,-1,,[1|301|201],[1|301|201],{1:0|301:1|201:2},1000,{1:BuffUpgradeData},[],
6038701,,4,11,-1,-1,{4:0|11:1},3|0|200,1,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6038702,,52,19,-1,-1,{52:0|19:1},100,0|1|2,,,,-1,-1,-1,,,,,,,,,[1004502],,-1,0,,-1,,-1,0,-1,,[1|12],[1|12],{1:0|12:1},-1,{1:BuffUpgradeData},[],
6038801,skill0,31,3,11,-1,{31:0|3:1|11:2},1|1|0,,1,,,-1,1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039001,,14,-1,-1,-1,{14:0},60390102|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039002,,48,-1,-1,-1,{48:0},"103|4000,6|5000",,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039101,,14,-1,-1,-1,{14:0},60391202|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039102,,48,-1,-1,-1,{48:0},"103|4000,6|5000",,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039201,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6039202,,69,19,-1,-1,{69:0|19:1},50,0|1|2,,,,-1,-1,-1,,,,,,,,,[1005102],,-1,0,,-1,,-1,0,-1,,[1|16],[1|16],{1:0|16:1},-1,{1:BuffUpgradeData},[],
6039203,,14,-1,-1,-1,{14:0},60392202|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039301,,30,48,-1,-1,{30:0|48:1},-1000,82|5000,,,,-1,-1,-1,,,,0|250,,,,,[1002301],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6039302,,48,-1,-1,-1,{48:0},5|-225,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6039303,,14,-1,-1,-1,{14:0},60393202|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039304,,23,-1,-1,-1,{23:0},0|60393203|0|500|2|0|0|0|0|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039305,,14,-1,-1,-1,{14:0},60393204|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039306,,23,-1,-1,-1,{23:0},0|60393206|0|500|2|0|0|0|0|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039401,repel,3,4,-1,-1,{3:0|4:1},,2|1500|100,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6039601,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[6039602],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6039701,,52,19,-1,-1,{52:0|19:1},100,0|1|2,,,,-1,-1,-1,,,,,,,,,[1004502],,-1,0,,-1,,-1,0,-1,,[1|12],[1|12],{1:0|12:1},-1,{1:BuffUpgradeData},[],
6039702,,14,-1,-1,-1,{14:0},60397202|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039703,repel,3,4,-1,-1,{3:0|4:1},,4|200|500,,,,-1,-1,-1,,[1],,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6039704,,14,-1,-1,-1,{14:0},60397204|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6039801,,4,-1,-1,-1,{4:0},1|4000|100,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6040501,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6040601,,1,-1,-1,-1,{1:0},1|3|-10000,,,,,-1,-1,-1,,,,,,,,,[1002131],,-1,0,,-1,,-1,0,-1,,[1|203|301],[1|203|301],{1:0|203:1|301:2},1000,{1:BuffUpgradeData},[],
6040801,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6040802,,4,-1,-1,-1,{4:0},1|750|800,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6040901,repel,3,4,-1,-1,{3:0|4:1},,2|2000|100,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6040902,,30,-1,-1,-1,{30:0},5000,,,,,-1,-1,-1,,[1],,,,,,,[6040902],,1,0,,-1,,-1,0,-1,,[1|30],[1|30],{1:0|30:1},-1,{1:BuffUpgradeData},[],
6040903,,30,-1,-1,-1,{30:0},9900,,,,,-1,-1,-1,,[1],,,,,,,[6040902],,1,0,,-1,,-1,0,-1,,[1|30],[1|30],{1:0|30:1},-1,{1:BuffUpgradeData},[],
6041001,,4,-1,-1,-1,{4:0},1|2400|300,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6041002,,4,-1,-1,-1,{4:0},3|0|500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6041003,,48,22,-1,-1,{48:0|22:1},71|3000,"1|112,4|113,9|114,10|115,11|116,12|117,16|118,17|119,18|120",,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6041101,,4,-1,-1,-1,{4:0},1|2400|400,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6041102,,52,19,-1,-1,{52:0|19:1},100,0|1|2,,,,-1,-1,-1,,,,,,,,,[1004502],,-1,0,,-1,,-1,0,-1,,[1|12],[1|12],{1:0|12:1},-1,{1:BuffUpgradeData},[],
6041201,,4,-1,-1,-1,{4:0},1|2400|500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6041202,,52,19,-1,-1,{52:0|19:1},100,0|1|2,,,,-1,-1,-1,,,,,,,,,[1004502],,-1,0,,-1,,-1,0,-1,,[1|12],[1|12],{1:0|12:1},-1,{1:BuffUpgradeData},[],
6041203,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6041204,,4,-1,-1,-1,{4:0},3|0|500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6041205,,14,-1,-1,-1,{14:0},60412102|1,,,,,-1,-1,-1,,[2|6041202],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2|6041201],[2|6041201],{2:0|6041201:1},-1,{1:BuffUpgradeData},[],
6041206,,14,7,-1,-1,{14:0|7:1},60412103|1,6041201|0,,,,-1,-1,-1,,[2|6041203],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2|6041202],[2|6041202],{2:0|6041202:1},-1,{1:BuffUpgradeData},[],
6041207,,7,-1,-1,-1,{7:0},6041202|0,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2|6041203],[2|6041203],{2:0|6041203:1},-1,{1:BuffUpgradeData},[],
6041208,,48,-1,-1,-1,{48:0},19|5000,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6041209,,14,-1,-1,-1,{14:0},60412105|1,,,,,-1,-1,-1,,[2|6041205],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2|6041205],[2|6041205],{2:0|6041205:1},-1,{1:BuffUpgradeData},[],
6041210,,14,7,-1,-1,{14:0|7:1},60412106|1,6041205|0,,,,-1,-1,-1,,[2|6041206],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2|6041206],[2|6041206],{2:0|6041206:1},-1,{1:BuffUpgradeData},[],
6041211,,7,-1,-1,-1,{7:0},6041206|0,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2|6041207],[2|6041207],{2:0|6041207:1},-1,{1:BuffUpgradeData},[],
6041501,repel,3,4,-1,-1,{3:0|4:1},,2|2000|100,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6041502,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6041503,skill2,14,19,18,48,{14:0|19:1|18:2|48:3},60415302|1,0|1,,5|100,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6041504,,14,-1,-1,-1,{14:0},60415402|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6041505,,71,-1,-1,-1,{71:0},6041501|6041502|6041503|6041504|6041505|6041506|6041507|6041508|6041509|6041510|6041511|6041512|6041513|6041514|6041515|6041516|6041517|6041518|6041519|6041520|6041521,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},100,{1:BuffUpgradeData},[],
6041801,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[1],[1],{1:0},-1,{1:BuffUpgradeData},[],
