id,build_limit,fresh,fresh_para,group,hot,item,level_max,level_min,mutex_group,price,price_ori,sell,sell_lifetime,sell_show,tech_limit,unlock_building,unlock_desc,unlock_tech,unlock_vip,weight
70330001,[117|24],2,-1,7033,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70340001,[117|24],2,-1,7034,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70350001,[117|24],2,-1,7035,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70360001,[117|24],2,-1,7036,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70370001,[117|24],2,-1,7037,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70380001,[117|24],2,-1,7038,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70390001,[117|24],2,-1,7039,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70400001,[117|24],2,-1,7040,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70410001,[117|24],2,-1,7041,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70420001,[117|24],2,-1,7042,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70430001,[117|24],2,-1,7043,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70440001,[117|24],2,-1,7044,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70450001,[117|24],2,-1,7045,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70460001,[117|24],2,-1,7046,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70470001,[117|24],2,-1,7047,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70480001,[117|24],2,-1,7048,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70490001,[117|24],2,-1,7049,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70500001,[117|24],2,-1,7050,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70510001,[117|24],2,-1,7051,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70520001,[117|24],2,-1,7052,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70530001,[117|24],2,-1,7053,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70540001,[117|24],2,-1,7054,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70550001,[117|24],2,-1,7055,1,2|141|1,999,1,7051,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70550002,[117|24],2,-1,7055,1,2|142|1,999,1,7052,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70550003,[117|24],2,-1,7055,1,2|143|1,999,1,7053,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70560001,[117|24],2,-1,7056,1,2|141|1,999,1,7051,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70560002,[117|24],2,-1,7056,1,2|142|1,999,1,7052,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70560003,[117|24],2,-1,7056,1,2|143|1,999,1,7053,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71010001,[117|22],3,3,7101,1,2|144|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
71010002,[117|22],3,3,7101,1,2|145|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
71010003,[117|22],3,3,7101,1,2|146|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
71010004,[117|22],3,3,7101,1,2|147|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
71020001,[117|24],3,3,7102,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71020002,[117|24],3,3,7102,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71020003,[117|24],3,3,7102,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71030001,[117|24],3,3,7103,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71030002,[117|24],3,3,7103,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71030003,[117|24],3,3,7103,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71040001,[117|22],2,-1,7104,1,2|144|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
71040002,[117|22],2,-1,7104,1,2|145|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
71040003,[117|22],2,-1,7104,1,2|146|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
71040004,[117|22],2,-1,7104,1,2|147|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
71050001,[117|24],2,-1,7105,1,2|141|1,999,1,7101,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71050002,[117|24],2,-1,7105,1,2|142|1,999,1,7102,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71050003,[117|24],2,-1,7105,1,2|143|1,999,1,7103,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71060001,[117|24],2,-1,7106,1,2|141|1,999,1,7101,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71060002,[117|24],2,-1,7106,1,2|142|1,999,1,7102,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71060003,[117|24],2,-1,7106,1,2|143|1,999,1,7103,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
71060004,[117|24],2,-1,7107,1,2|404100006|1,999,1,-1,2|1003|240,2|1003|750,1,-1,-1,[],[117|24],,,-1,1
120010001,[],1,-1,12001,-1,2|100003|1,999,1,-1,2|1003|10,,2,-1,-1,[],,,,-1,1
120020001,[],1,-1,12002,-1,2|200305|1,999,1,-1,2|1003|1,2|1003|5,10,-1,-1,[],,,,-1,1
120030001,[],1,-1,12003,-1,2|200105|1,999,1,-1,2|1003|1,2|1003|5,10,-1,-1,[],,,,-1,1
120040001,[],1,-1,12004,-1,2|202002|1,999,1,-1,2|1003|15,2|1003|25,1,-1,-1,[],,,,-1,1
120050001,[],1,-1,12005,-1,2|161008|1,999,1,-1,2|1003|30,,2,-1,-1,[],,,,-1,1
120060001,[],1,-1,12006,-1,2|203034|1,999,1,-1,2|1003|4,2|1003|5,5,-1,-1,[],,,,-1,1
120070001,[],1,-1,12007,-1,2|130000|100,999,1,-1,2|1003|6,2|1003|8,5,-1,-1,[],,,,-1,1
121010001,[],1,-1,12101,-1,2|10026|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121020001,[],1,-1,12102,-1,2|10019|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121010002,[],1,-1,12101,-1,2|10018|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121020002,[],1,-1,12102,-1,2|10030|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121010003,[],1,-1,12101,-1,2|10017|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121020003,[],1,-1,12102,-1,2|10034|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121010004,[],1,-1,12101,-1,2|10035|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121020004,[],1,-1,12102,-1,2|10023|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121030004,[],1,-1,12103,-1,2|10027|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121010005,[],1,-1,12101,-1,2|10028|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121020005,[],1,-1,12102,-1,2|10034|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121010006,[],1,-1,12101,-1,2|10026|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121020006,[],1,-1,12102,-1,2|10035|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121010007,[],1,-1,12101,-1,2|10018|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121020007,[],1,-1,12102,-1,2|10030|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
121210001,[],1,-1,12121,1,2|160151|1,999,1,-1,2|1003|120,,1,-1,-1,[],,,,-1,1
121210002,[],1,-1,12121,1,2|160152|1,999,1,-1,2|1003|120,,1,-1,-1,[],,,,-1,1
121210003,[],1,-1,12121,1,2|160153|1,999,1,-1,2|1003|120,,1,-1,-1,[],,,,-1,1
121210004,[],1,-1,12121,1,2|160154|1,999,1,-1,2|1003|120,,1,-1,-1,[],,,,-1,1
121290001,[],1,-1,12129,1,2|160150|1,999,1,-1,2|1003|96,2|1003|120,1,-1,-1,[],,,,-1,1
121410001,[],1,-1,12141,1,6|20004|1,999,1,-1,2|1003|25,2|1003|80,1,9,-1,[],,,,-1,1
121420001,[],1,-1,12142,1,7|151|1,999,1,-1,2|1003|80,,1,1,-1,[],,,,-1,1
121430001,[],1,-1,12143,1,6|108501|1,999,1,-1,2|1003|200,,1,-1,-1,[],,,,-1,1
122010001,[117|22],2,-1,12201,1,2|144|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
122010002,[117|22],2,-1,12201,1,2|145|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
122010003,[117|22],2,-1,12201,1,2|146|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
122010004,[117|22],2,-1,12201,1,2|147|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
122020001,[117|24],2,-1,12202,1,2|141|1,999,1,12201,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
122020002,[117|24],2,-1,12202,1,2|142|1,999,1,12202,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
122020003,[117|24],2,-1,12202,1,2|143|1,999,1,12203,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
122020004,[117|24],2,-1,12202,1,2|141|1,999,1,12201,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
122020005,[117|24],2,-1,12202,1,2|142|1,999,1,12202,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
122020006,[117|24],2,-1,12202,1,2|143|1,999,1,12203,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
122020007,[117|24],2,-1,12203,1,2|404100006|1,999,1,-1,2|1003|240,2|1003|750,1,-1,-1,[],[117|24],,,-1,1
140010001,[],1,-1,14001,-1,2|100003|1,999,1,-1,2|1003|10,,2,-1,-1,[],,,,-1,1
140040001,[],1,-1,14004,-1,2|202002|1,999,1,-1,2|1003|15,2|1003|25,1,-1,-1,[],,,,-1,1
140070001,[],1,-1,14007,-1,2|404100005|100,999,1,-1,2|1003|45,2|1003|55,1,-1,-1,[],,,,-1,1
140210001,[],1,-1,14021,-1,2|206|1000,999,1,-1,2|1003|30,,5,-1,-1,[],,,,-1,1
140050001,[],1,-1,14005,-1,2|161008|1,999,1,-1,2|1003|60,,1,-1,-1,[],,,,-1,1
140280001,[],1,-1,14028,-1,2|161008|1,999,1,-1,2|1003|30,2|1003|60,2,-1,-1,[],,,,-1,1
140060001,[],1,-1,14006,-1,2|203034|1,999,1,-1,2|1003|4,,5,-1,-1,[],,,,-1,1
140220001,[],1,-1,14022,-1,2|203037|1,999,1,-1,2|1003|4,,5,-1,-1,[],,,,-1,1
140230001,[],1,-1,14023,-1,2|200005|1,999,1,-1,2|1003|1,2|1003|5,10,-1,-1,[],,,,-1,1
140020001,[],1,-1,14002,-1,2|200305|1,999,1,-1,2|1003|1,2|1003|5,10,-1,-1,[],,,,-1,1
140030001,[],1,-1,14003,-1,2|200105|1,999,1,-1,2|1003|1,2|1003|5,10,-1,-1,[],,,,-1,1
140300001,[],2,-1,14030,1,2|307|1,999,1,-1,2|1003|10,2|1003|20,50,-1,-1,[],,,,-1,1
140310001,[],2,-1,14031,1,2|295|100,999,1,-1,2|1003|10,2|1003|20,20,-1,-1,[],,,,-1,1
140320001,[],2,-1,14032,1,2|289|20,999,1,-1,2|1003|10,2|1003|20,50,-1,-1,[],,,,-1,1
140330001,[],2,-1,14033,1,2|153|1,999,1,-1,2|1003|3,2|1003|5,200,-1,-1,[],,,,-1,1
140340001,[],2,-1,14034,1,2|230001|1,999,1,-1,2|1003|10,2|1003|20,30,-1,-1,[],,,,-1,1
140350001,[],2,-1,14035,1,2|284|1000,999,1,-1,2|1003|10,2|1003|20,100,-1,-1,[],,,,-1,1
140140001,[],2,-1,14014,1,2|141|1,999,1,-1,2|1003|200,2|1003|250,2,-1,-1,[],,,,-1,1
140150001,[],2,-1,14015,1,2|142|1,999,1,-1,2|1003|200,2|1003|250,2,-1,-1,[],,,,-1,1
140160001,[],2,-1,14016,1,2|143|1,999,1,-1,2|1003|200,2|1003|250,2,-1,-1,[],,,,-1,1
140250001,[],2,-1,14025,1,2|141|1,999,1,-1,2|1003|120,2|1003|250,2,-1,-1,[],,,,-1,1
140260001,[],2,-1,14026,1,2|142|1,999,1,-1,2|1003|120,2|1003|250,2,-1,-1,[],,,,-1,1
140270001,[],2,-1,14027,1,2|143|1,999,1,-1,2|1003|120,2|1003|250,2,-1,-1,[],,,,-1,1
140090001,[],2,-1,14009,1,2|11324001|1,999,1,-1,2|1003|120,2|1003|850,2,2,-1,[],,,,-1,1
140100001,[],2,-1,14010,1,6|108501|1,999,1,-1,2|1003|200,2|1003|500,1,-1,-1,[],,,,-1,1
140110001,[],2,-1,14011,1,6|108502|1,999,1,-1,2|1003|200,2|1003|500,1,-1,-1,[],,,,-1,1
140080001,[],2,-1,14008,1,2|404100006|1,999,1,-1,2|1003|240,2|1003|750,1,-1,-1,[],,,,-1,1
140120001,[],2,-1,14012,-1,2|151|1,999,1,-1,2|1003|20,2|1003|50,5,-1,-1,[],,,,-1,1
140170001,[117|22],2,-1,14017,-1,2|144|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
140180001,[117|22],2,-1,14018,-1,2|145|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
140190001,[117|22],2,-1,14019,-1,2|146|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
140200001,[117|22],2,-1,14020,-1,2|147|1,999,1,-1,2|1003|200,,1,-1,-1,[],[117|22],,,-1,1
140130001,[],2,-1,14013,-1,2|206|1000,999,1,-1,2|1003|30,2|1003|70,5,-1,-1,[],,,,-1,1
140240001,[],2,-1,14024,-1,2|160150|1,999,1,-1,2|1003|96,2|1003|120,3,-1,-1,[],,,,-1,1
140290001,[],2,-1,14029,1,999|2|5000,999,1,-1,2|1003|120,2|1003|500,3,-1,-1,[],,,,-1,1
141010001,[],3,30,14101,1,2|514|1,999,1,-1,2|1003|200,2|1003|300,1,-1,-1,[],,,,-1,1
141020001,[],3,30,14102,1,2|152|1,999,1,-1,2|1003|200,2|1003|300,2,-1,-1,[],,,,-1,1
141030001,[],3,30,14103,1,2|410295004|1,999,1,-1,2|1003|400,2|1003|600,1,-1,-1,[],,,,-1,1
801000001,[],1,-1,801,-1,999|3|15000,999,1,-1,999|4|25000,,3,-1,-1,[],,,,-1,1
802000001,[],1,-1,802,-1,999|3|15000,999,1,-1,999|5|25000,,3,-1,-1,[],,,,-1,1
803000001,[],1,-1,803,-1,999|4|50000,999,1,-1,999|5|60000,,5,-1,-1,[],,,,-1,1
804000001,[],1,-1,804,-1,999|4|50000,999,1,-1,999|3|30000,,5,-1,-1,[],,,,-1,1
805000001,[],1,-1,805,-1,999|5|50000,999,1,-1,999|4|60000,,5,-1,-1,[],,,,-1,1
806000001,[],1,-1,806,-1,999|5|50000,999,1,-1,999|3|30000,,5,-1,-1,[],,,,-1,1
807000001,[],1,-1,807,-1,2|301|15,999,1,-1,2|121|1,,9999,-1,-1,[],,,,-1,1
808000001,[],1,-1,808,-1,999|3|50000,999,1,-1,999|4|75000,,3,-1,-1,[],,,,-1,1
809000001,[],1,-1,809,-1,999|3|50000,999,1,-1,999|5|75000,,3,-1,-1,[],,,,-1,1
810000001,[],1,-1,810,-1,999|4|100000,999,1,-1,999|5|120000,,5,-1,-1,[],,,,-1,1
811000001,[],1,-1,811,-1,999|4|120000,999,1,-1,999|3|80000,,5,-1,-1,[],,,,-1,1
812000001,[],1,-1,812,-1,999|5|100000,999,1,-1,999|4|120000,,5,-1,-1,[],,,,-1,1
813000001,[],1,-1,813,-1,999|5|120000,999,1,-1,999|3|80000,,5,-1,-1,[],,,,-1,1
814000001,[],1,-1,814,-1,2|159|1,999,1,-1,2|153|1,,9999,-1,-1,[],,,,-1,1
1015000001,[],2,-1,1015,-1,2|155|1,999,1,-1,2|154|400,,45,-1,-1,[201104|1],,,[201104|1],-1,1
1016000001,[],2,-1,1016,-1,2|238|1,999,1,-1,2|237|64000,,5,-1,-1,[201304|1],,,[201304|1],-1,1
1017000001,[],2,-1,1017,-1,2|156|1,999,1,-1,2|155|4,,5,-1,-1,[201504|1],,,[201504|1],-1,1
1018000001,[],2,-1,1018,-1,2|153|1,999,1,-1,999|4|800000,,5,-1,-1,[202404|1],,,[202404|1],-1,1
1019000001,[],2,-1,1019,-1,2|153|1,999,1,-1,999|5|800000,,5,-1,-1,[202404|1],,,[202404|1],-1,1
1020000001,[],2,-1,1020,-1,2|153|1,999,1,-1,999|6|400000,,5,-1,-1,[202404|1],,,[202404|1],-1,1
1021000001,[],2,-1,1021,-1,2|238|1,999,1,-1,2|237|30000,,5,-1,-1,[201304|1],,,[201304|1],-1,1
1022000001,[],2,-1,1022,-1,2|237|5000,999,1,-1,2|238|1,,5,-1,-1,[201304|1],,,[201304|1],-1,1
1023000001,[],2,-1,1023,-1,2|154|50,999,1,-1,2|155|1,,95,-1,-1,[201104|1],,,[201104|1],-1,1
1024000001,[],2,-1,1024,-1,2|155|1,999,1,-1,2|156|1,,95,-1,-1,[201504|1],,,[201504|1],-1,1
1025000001,[],2,-1,1025,-1,2|284|30,999,1,-1,2|289|1,,95,-1,-1,[],,,,-1,1
1029000001,[],2,-1,1029,-1,2|157|1,999,1,-1,2|154|1000,,5,-1,-1,[],,,,-1,1
1030000001,[],2,-1,1030,-1,2|157|1,999,1,-1,2|155|10,,5,-1,-1,[],,,,-1,1
1031000001,[],2,-1,1031,-1,2|157|1,999,1,-1,2|156|6,,5,-1,-1,[],,,,-1,1
100100001,[],2,-1,1001,-1,2|10004|2,999,1,-1,2|10001|10,,5,-1,-1,[],,,,-1,1
100100002,[],2,-1,1001,-1,2|10013|2,999,1,-1,2|10002|10,,5,-1,-1,[],,,,-1,1
100100003,[],2,-1,1001,-1,2|10014|2,999,1,-1,2|10006|10,,5,-1,-1,[],,,,-1,1
100100004,[],2,-1,1001,-1,2|10005|2,999,1,-1,2|10007|10,,5,-1,-1,[],,,,-1,1
100100005,[],2,-1,1001,-1,2|10011|2,999,1,-1,2|10009|10,,5,-1,-1,[],,,,-1,1
100100006,[],2,-1,1001,-1,2|10016|2,999,1,-1,2|10010|10,,5,-1,-1,[],,,,-1,1
100200001,[],2,-1,1002,-1,2|10030|2,999,999,-1,2|10003|10,,5,-1,-1,[],,,,-1,0
100200002,[],2,-1,1002,-1,2|10018|2,999,999,-1,2|10004|10,,5,-1,-1,[],,,,-1,0
100200003,[],2,-1,1002,-1,2|10008|2,999,999,-1,2|10005|10,,5,-1,-1,[],,,,-1,0
100200004,[],2,-1,1002,-1,2|10022|2,999,999,-1,2|10011|10,,5,-1,-1,[],,,,-1,0
100200005,[],2,-1,1002,-1,2|10021|2,999,999,-1,2|10013|10,,5,-1,-1,[],,,,-1,0
100200006,[],2,-1,1002,-1,2|10024|2,999,999,-1,2|10014|10,,5,-1,-1,[],,,,-1,0
100200007,[],2,-1,1002,-1,2|10020|2,999,999,-1,2|10015|10,,5,-1,-1,[],,,,-1,0
100200008,[],2,-1,1002,-1,2|10023|2,999,999,-1,2|10016|10,,5,-1,-1,[],,,,-1,0
100200009,[],2,-1,1002,-1,2|10018|2,999,1,-1,2|10003|10,,5,-1,-1,[],,,,-1,1
100200010,[],2,-1,1002,-1,2|10018|2,999,1,-1,2|10004|10,,5,-1,-1,[],,,,-1,1
100200011,[],2,-1,1002,-1,2|10008|2,999,1,-1,2|10005|10,,5,-1,-1,[],,,,-1,1
100200012,[],2,-1,1002,-1,2|10008|2,999,1,-1,2|10011|10,,5,-1,-1,[],,,,-1,1
100200013,[],2,-1,1002,-1,2|10008|2,999,1,-1,2|10013|10,,5,-1,-1,[],,,,-1,1
100200014,[],2,-1,1002,-1,2|10018|2,999,1,-1,2|10014|10,,5,-1,-1,[],,,,-1,1
100200015,[],2,-1,1002,-1,2|10034|2,999,1,-1,2|10015|10,,5,-1,-1,[],,,,-1,1
100200016,[],2,-1,1002,-1,2|10034|2,999,1,-1,2|10016|10,,5,-1,-1,[],,,,-1,1
100200017,[],2,-1,1002,-1,2|10025|2,999,1,-1,2|10003|10,,5,-1,-1,[],,,,-1,1
100200018,[],2,-1,1002,-1,2|10025|2,999,1,-1,2|10004|10,,5,-1,-1,[],,,,-1,1
100200019,[],2,-1,1002,-1,2|10019|2,999,1,-1,2|10005|10,,5,-1,-1,[],,,,-1,1
100200020,[],2,-1,1002,-1,2|10019|2,999,1,-1,2|10011|10,,5,-1,-1,[],,,,-1,1
100200021,[],2,-1,1002,-1,2|10019|2,999,1,-1,2|10013|10,,5,-1,-1,[],,,,-1,1
100200022,[],2,-1,1002,-1,2|10025|2,999,1,-1,2|10014|10,,5,-1,-1,[],,,,-1,1
100200023,[],2,-1,1002,-1,2|10028|2,999,1,-1,2|10015|10,,5,-1,-1,[],,,,-1,1
100200024,[],2,-1,1002,-1,2|10028|2,999,1,-1,2|10016|10,,5,-1,-1,[],,,,-1,1
100300001,[],2,-1,1003,-1,2|162002|1,999,1,-1,2|363001|2,,5,-1,-1,[],,,,-1,1
100300002,[],2,-1,1003,-1,2|162002|1,999,1,-1,2|363002|2,,5,-1,-1,[],,,,-1,1
100300003,[],2,-1,1003,-1,2|162002|1,999,1,-1,2|363003|2,,5,-1,-1,[],,,,-1,1
100400001,[],2,-1,1004,-1,2|162003|1,999,1,-1,2|364001|3,,5,-1,-1,[],,,,-1,1
100400002,[],2,-1,1004,-1,2|162003|1,999,1,-1,2|364002|3,,5,-1,-1,[],,,,-1,1
100400003,[],2,-1,1004,-1,2|162003|1,999,1,-1,2|364003|3,,5,-1,-1,[],,,,-1,1
100400004,[],2,-1,1004,-1,2|162003|1,999,1,-1,2|364004|3,,5,-1,-1,[],,,,-1,1
100400005,[],2,-1,1004,-1,2|162003|1,999,1,-1,2|364005|3,,5,-1,-1,[],,,,-1,1
100400006,[],2,-1,1004,-1,2|162003|1,999,1,-1,2|364006|3,,5,-1,-1,[],,,,-1,1
100400007,[],2,-1,1004,-1,2|162003|1,999,1,-1,2|364007|3,,5,-1,-1,[],,,,-1,1
100500001,[],2,-1,1005,-1,2|220202|1,999,1,-1,2|303001|10,,5,-1,-1,[],,,,-1,1
100500002,[],2,-1,1005,-1,2|220202|1,999,1,-1,2|303002|10,,5,-1,-1,[],,,,-1,1
100500003,[],2,-1,1005,-1,2|220202|1,999,1,-1,2|303003|10,,5,-1,-1,[],,,,-1,1
100600001,[],2,-1,1006,-1,2|220203|1,999,1,-1,2|304001|10,,5,-1,-1,[],,,,-1,1
100600002,[],2,-1,1006,-1,2|220203|1,999,1,-1,2|304002|10,,5,-1,-1,[],,,,-1,1
100600003,[],2,-1,1006,-1,2|220203|1,999,1,-1,2|304003|10,,5,-1,-1,[],,,,-1,1
100600004,[],2,-1,1006,-1,2|220203|1,999,1,-1,2|304004|10,,5,-1,-1,[],,,,-1,1
100600005,[],2,-1,1006,-1,2|220203|1,999,1,-1,2|304005|10,,5,-1,-1,[],,,,-1,1
100600006,[],2,-1,1006,-1,2|220203|1,999,1,-1,2|304006|10,,5,-1,-1,[],,,,-1,1
100600007,[],2,-1,1006,-1,2|220203|1,999,1,-1,2|304007|10,,5,-1,-1,[],,,,-1,1
100700001,[],2,-1,1007,-1,2|201|1,999,1,-1,2|10003|10,,10,-1,-1,[],,,,-1,1
100800001,[],2,-1,1008,-1,2|201|1,999,1,-1,2|10004|10,,10,-1,-1,[],,,,-1,1
100900001,[],2,-1,1009,-1,2|201|1,999,1,-1,2|10005|10,,10,-1,-1,[],,,,-1,1
101000001,[],2,-1,1010,-1,2|201|1,999,1,-1,2|10011|10,,10,-1,-1,[],,,,-1,1
101100001,[],2,-1,1011,-1,2|201|1,999,1,-1,2|10013|10,,10,-1,-1,[],,,,-1,1
101200001,[],2,-1,1012,-1,2|201|1,999,1,-1,2|10014|10,,10,-1,-1,[],,,,-1,1
101300001,[],2,-1,1013,-1,2|201|1,999,1,-1,2|10015|10,,10,-1,-1,[],,,,-1,1
101400001,[],2,-1,1014,-1,2|201|1,999,1,-1,2|10016|10,,10,-1,-1,[],,,,-1,1
102600001,[],2,-1,1026,-1,2|220202|1,999,1,-1,2|220201|10,,15,-1,-1,[],,,,-1,1
102700001,[],2,-1,1027,-1,2|220203|1,999,1,-1,2|220202|10,,15,-1,-1,[],,,,-1,1
112000001,[117|24],2,-1,1111,1,2|142|1,999,1,-1,2|505|6000,,1,-1,-1,[],[117|24],,,-1,1
110100001,[],2,-1,1101,1,2|10035|1,999,1,-1,2|505|120,2|505|150,10,-1,-1,[],,,,-1,1
111000001,[],2,-1,1110,1,2|10036|1,999,1,-1,2|505|120,2|505|150,10,-1,-1,[],,,,-1,1
110200001,[],2,-1,1102,1,2|161005|1,999,1,-1,2|505|50,2|505|100,5,-1,-1,[],,,,-1,1
110300001,[],2,-1,1103,1,2|201|1,999,1,-1,2|505|80,2|505|100,10,-1,-1,[],,,,-1,1
110400001,[],2,-1,1104,1,2|161008|1,999,1,-1,2|505|500,,1,-1,-1,[],,,,-1,1
110500001,[],2,-1,1105,-1,2|200403|1,999,1,-1,2|505|20,,20,-1,-1,[],,,,-1,1
110600001,[],2,-1,1106,-1,2|130000|100,999,1,-1,2|505|80,2|505|150,10,-1,-1,[],,,,-1,1
110700001,[],2,-1,1107,-1,2|206008|1,999,1,-1,2|505|80,,10,-1,-1,[],,,,-1,1
110800001,[],2,-1,1108,-1,2|206108|1,999,1,-1,2|505|40,,10,-1,-1,[],,,,-1,1
110900001,[],2,-1,1109,-1,2|206208|1,999,1,-1,2|505|40,,10,-1,-1,[],,,,-1,1
113300001,[],2,-1,1133,-1,2|161005|1,999,1,-1,2|505|100,,20,-1,-1,[],,,,-1,1
113800001,[],2,-1,1138,-1,2|203038|1,999,1,-1,2|505|500,,10,-1,-1,[],,,,-1,1
114100001,[],2,-1,1141,1,2|141|1,999,1,-1,2|505|6000,2|505|9600,1,-1,-1,[],,,,-1,1
114000001,[],2,-1,1140,1,2|142|1,999,1,-1,2|505|6000,2|505|9600,1,-1,-1,[],,,,-1,1
114200001,[],2,-1,1142,1,2|143|1,999,1,-1,2|505|6000,2|505|9600,1,-1,-1,[],,,,-1,1
