id,LanguageTitle,banner,day,entry_icon,form_group,giftPushIdArray,gifts,mail_id,medal_point,name,patch_mail_id,reward_rank,reward_score,rewardRank,score,stageRewardIdArray,stageTargetScoreArray,stageTaskIdArray,target_score
5047,ui_race_top_16,,7,,504,[512109062|512109063|512109064|512109065|512109066],[512109062|512109063|512109064|512109065|512109066],1097,,race_top_name_day7_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550|98564|98565|98566],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550|98564|98565|98566],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5051,ui_race_top_16,,1,,505,[1127812|1127813|1127814|1127815|1127816],[1127812|1127813|1127814|1127815|1127816],1091,,race_top_name_day1_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5052,ui_race_top_16,,2,,505,[1127822|1127823|1127824|1127825|1127826],[1127822|1127823|1127824|1127825|1127826],1092,,race_top_name_day2_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|98541|98542|98543|98540],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98541|98542|98543|98540],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5053,ui_race_top_16,,3,,505,[1127802|1127803|1127804|1127805|1127806],[1127802|1127803|1127804|1127805|1127806],1093,,race_top_name_day3_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|92511|92512|92513|92514|98564|98565|98566],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|92511|92512|92513|92514|98564|98565|98566],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5054,ui_race_top_16,,4,,505,[1127832|1127833|1127834|1127835|1127836],[1127832|1127833|1127834|1127835|1127836],1094,,race_top_name_day4_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5055,ui_race_top_16,,5,,505,[1127842|1127843|1127844|1127845|1127846],[1127842|1127843|1127844|1127845|1127846],1095,,race_top_name_day5_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|92522|92523|92521|92524],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|92522|92523|92521|92524],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5056,ui_race_top_16,,6,,505,[1127852|1127853|1127854|1127855|1127856],[1127852|1127853|1127854|1127855|1127856],1096,,race_top_name_day6_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|98551|98550],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98551|98550],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5057,ui_race_top_16,,7,,505,[1127862|1127863|1127864|1127865|1127866],[1127862|1127863|1127864|1127865|1127866],1097,,race_top_name_day7_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550|98564|98565|98566],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550|98564|98565|98566],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5061,ui_race_top_16,,1,,506,[512109042|512109043|512109044|512109045|512109046],[512109042|512109043|512109044|512109045|512109046],1095,,race_top_name_day5_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|92522|92523|92521|92524],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|92522|92523|92521|92524],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5062,ui_race_top_16,,2,,506,[512109052|512109053|512109054|512109055|512109056],[512109052|512109053|512109054|512109055|512109056],1096,,race_top_name_day6_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|98551|98550],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98551|98550],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5063,ui_race_top_16,,3,,506,[512109012|512109013|512109014|512109015|512109016],[512109012|512109013|512109014|512109015|512109016],1091,,race_top_name_day1_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98564|98565|98566],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98564|98565|98566],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5064,ui_race_top_16,,4,,506,[512109032|512109033|512109034|512109035|512109036],[512109032|512109033|512109034|512109035|512109036],1094,,race_top_name_day4_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5065,ui_race_top_16,,5,,506,[512109022|512109023|512109024|512109025|512109026],[512109022|512109023|512109024|512109025|512109026],1092,,race_top_name_day2_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|98541|98542|98543|98540],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98541|98542|98543|98540],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5066,ui_race_top_16,,6,,506,[512109002|512109003|512109004|512109005|512109006],[512109002|512109003|512109004|512109005|512109006],1093,,race_top_name_day3_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|92511|92512|92513|92514],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|92511|92512|92513|92514],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5067,ui_race_top_16,,7,,506,[512109062|512109063|512109064|512109065|512109066],[512109062|512109063|512109064|512109065|512109066],1097,,race_top_name_day7_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550|98564|98565|98566],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550|98564|98565|98566],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5071,ui_race_top_16,,1,,507,[1127812|1127813|1127814|1127815|1127816],[1127812|1127813|1127814|1127815|1127816],1091,,race_top_name_day1_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5072,ui_race_top_16,,2,,507,[1127822|1127823|1127824|1127825|1127826],[1127822|1127823|1127824|1127825|1127826],1092,,race_top_name_day2_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|98541|98542|98543|98540],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98541|98542|98543|98540],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5073,ui_race_top_16,,3,,507,[1127802|1127803|1127804|1127805|1127806],[1127802|1127803|1127804|1127805|1127806],1093,,race_top_name_day3_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|92511|92512|92513|92514|98564|98565|98566],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|92511|92512|92513|92514|98564|98565|98566],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5074,ui_race_top_16,,4,,507,[1127832|1127833|1127834|1127835|1127836],[1127832|1127833|1127834|1127835|1127836],1094,,race_top_name_day4_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5075,ui_race_top_16,,5,,507,[1127842|1127843|1127844|1127845|1127846],[1127842|1127843|1127844|1127845|1127846],1095,,race_top_name_day5_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|92522|92523|92521|92524],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|92522|92523|92521|92524],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5076,ui_race_top_16,,6,,507,[1127852|1127853|1127854|1127855|1127856],[1127852|1127853|1127854|1127855|1127856],1096,,race_top_name_day6_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|98551|98550],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98551|98550],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5077,ui_race_top_16,,7,,507,[1127862|1127863|1127864|1127865|1127866],[1127862|1127863|1127864|1127865|1127866],1097,,race_top_name_day7_s389,1064,10551,[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],10551,[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550|98564|98565|98566],[1216001|1216002|1216003|1216004|1216005|1216006|1216007|1216008|1216009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550|98564|98565|98566],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
6001,ui_race_top_16,hd_banner_zqlz_04,1,hd_btn_zuiqianglingzhu,600,[1127802|1127803|1127804|1127805|1127806],[1127802|1127803|1127804|1127805|1127806],4006,[0|0|1],mail_race_top_alliance_name_day1,3028,11000,[1223001|1223002|1223003],11000,[98000|98300|98304|98305|98306|98311|98312|98313|99101|99102|99103|99401|99411],[1223001|1223002|1223003],[100000|300000|500000],[98000|98300|98304|98305|98306|98311|98312|98313|99101|99102|99103|99401|99411],[100000|300000|500000]
6002,ui_race_top_16,hd_banner_zqlz_03,2,hd_btn_zuiqianglingzhu,600,[1127812|1127813|1127814|1127815|1127816],[1127812|1127813|1127814|1127815|1127816],4007,[0|0|1],mail_race_top_alliance_name_day2,3028,11000,[1223001|1223002|1223003],11000,[98000|98201|98211|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98201|98211|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
6003,ui_race_top_16,hd_banner_zqlz_05,3,hd_btn_zuiqianglingzhu,600,[1127822|1127823|1127824|1127825|1127826],[1127822|1127823|1127824|1127825|1127826],4008,[0|0|1],mail_race_top_alliance_name_day3,3028,11000,[1223001|1223002|1223003],11000,[98000|98202|98212|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98202|98212|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
6004,ui_race_top_16,hd_banner_zqlz_07,4,hd_btn_zuiqianglingzhu,600,[1127832|1127833|1127834|1127835|1127836],[1127832|1127833|1127834|1127835|1127836],4009,[0|0|1],mail_race_top_alliance_name_day4,3028,11000,[1223001|1223002|1223003],11000,[98000|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[1223001|1223002|1223003],[100000|300000|500000],[98000|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[100000|300000|500000]
6005,ui_race_top_16,hd_banner_zqlz_06,5,hd_btn_zuiqianglingzhu,600,[1127842|1127843|1127844|1127845|1127846],[1127842|1127843|1127844|1127845|1127846],4010,[0|0|1],mail_race_top_alliance_name_day5,3028,11000,[1223001|1223002|1223003],11000,[98000|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610],[1223001|1223002|1223003],[100000|300000|500000],[98000|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610],[100000|300000|500000]
6006,ui_race_top_16,hd_banner_zqlz_02,6,hd_btn_zuiqianglingzhu,600,[1127852|1127853|1127854|1127855|1127856],[1127852|1127853|1127854|1127855|1127856],4011,[0|0|0],mail_race_top_alliance_name_day6,3028,11002,[1223004|1223005|1223006],11002,[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620],[1223004|1223005|1223006],[100000|300000|500000],[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620],[100000|300000|500000]
6011,ui_race_top_16,hd_banner_zqlz_03,1,hd_btn_zuiqianglingzhu,601,[11180021|11180022|11180023|11180024|11180025],[11180021|11180022|11180023|11180024|11180025],4007,[0|0|1],mail_race_top_alliance_name_day2,3028,11000,[1223001|1223002|1223003],11000,[98000|98501|98502|98413|98414|98415|98201|98211|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98413|98414|98415|98201|98211|98221|98222|98223],[100000|300000|500000]
6012,ui_race_top_16,hd_banner_zqlz_05,2,hd_btn_zuiqianglingzhu,601,[11180031|11180032|11180033|11180034|11180035],[11180031|11180032|11180033|11180034|11180035],4008,[0|0|1],mail_race_top_alliance_name_day3,3028,11000,[1223001|1223002|1223003],11000,[98000|98501|98502|98413|98414|98415|98202|98212|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98413|98414|98415|98202|98212|98221|98222|98223],[100000|300000|500000]
6013,ui_race_top_16,hd_banner_zqlz_07,3,hd_btn_zuiqianglingzhu,601,[11180011|11180012|11180013|11180014|11180015],[11180011|11180012|11180013|11180014|11180015],4009,[0|0|1],mail_race_top_alliance_name_day4,3028,11000,[1223001|1223002|1223003],11000,[98000|98511|98512|98513|98514|98701|98702|98703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|98701|98702|98703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[100000|300000|500000]
6014,ui_race_top_16,hd_banner_zqlz_04,4,hd_btn_zuiqianglingzhu,601,[11180041|11180042|11180043|11180044|11180045],[11180041|11180042|11180043|11180044|11180045],4006,[0|0|1],mail_race_top_alliance_name_day1,3028,11000,[1223001|1223002|1223003],11000,[98000|98511|98512|98513|98514|98300|98304|98305|98306|98311|98312|98313],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|98300|98304|98305|98306|98311|98312|98313],[100000|300000|500000]
6015,ui_race_top_16,hd_banner_zqlz_06,5,hd_btn_zuiqianglingzhu,601,[11180051|11180052|11180053|11180054|11180055],[11180051|11180052|11180053|11180054|11180055],4010,[0|0|1],mail_race_top_alliance_name_day5,3028,11000,[1223001|1223002|1223003],11000,[98000|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610],[1223001|1223002|1223003],[100000|300000|500000],[98000|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610],[100000|300000|500000]
6016,ui_race_top_16,hd_banner_zqlz_02,6,hd_btn_zuiqianglingzhu,601,[11180061|11180062|11180063|11180064|11180065],[11180061|11180062|11180063|11180064|11180065],4011,[0|0|0],mail_race_top_alliance_name_day6,3028,11102,[1223004|1223005|1223006],11102,[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620],[1223004|1223005|1223006],[100000|300000|500000],[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620],[100000|300000|500000]
7001,ui_race_top_16,hd_banner_zqlz_03,1,hd_btn_zuiqianglingzhu,700,[11180021|11180022|11180023|11180024|11180025],[11180021|11180022|11180023|11180024|11180025],4007,[0|0|1],mail_race_top_alliance_name_day2,3028,11000,[1223001|1223002|1223003],11000,[98000|98501|98502|98400|98413|98414|98415|98201|98211|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98400|98413|98414|98415|98201|98211|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
7002,ui_race_top_16,hd_banner_zqlz_05,2,hd_btn_zuiqianglingzhu,700,[11180031|11180032|11180033|11180034|11180035],[11180031|11180032|11180033|11180034|11180035],4008,[0|0|1],mail_race_top_alliance_name_day3,3028,11000,[1223001|1223002|1223003],11000,[98000|98501|98502|98400|98413|98414|98415|98202|98212|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98400|98413|98414|98415|98202|98212|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
7003,ui_race_top_16,hd_banner_zqlz_07,3,hd_btn_zuiqianglingzhu,700,[11180011|11180012|11180013|11180014|11180015],[11180011|11180012|11180013|11180014|11180015],4009,[0|0|1],mail_race_top_alliance_name_day4,3028,11000,[1223001|1223002|1223003],11000,[98000|98511|98512|98513|98514|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[100000|300000|500000]
7004,ui_race_top_16,hd_banner_zqlz_04,4,hd_btn_zuiqianglingzhu,700,[11180041|11180042|11180043|11180044|11180045],[11180041|11180042|11180043|11180044|11180045],4006,[0|0|1],mail_race_top_alliance_name_day1,3028,11000,[1223001|1223002|1223003],11000,[98000|98511|98512|98513|98514|98300|98304|98305|98306|98311|98312|98313|99401|99411],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|98300|98304|98305|98306|98311|98312|98313|99401|99411],[100000|300000|500000]
7005,ui_race_top_16,hd_banner_zqlz_06,5,hd_btn_zuiqianglingzhu,700,[11180051|11180052|11180053|11180054|11180055],[11180051|11180052|11180053|11180054|11180055],4010,[0|0|1],mail_race_top_alliance_name_day5,3028,11000,[1223001|1223002|1223003],11000,[98000|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610],[1223001|1223002|1223003],[100000|300000|500000],[98000|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610],[100000|300000|500000]
7006,ui_race_top_16,hd_banner_zqlz_02,6,hd_btn_zuiqianglingzhu,700,[11180061|11180062|11180063|11180064|11180065],[11180061|11180062|11180063|11180064|11180065],4011,[0|0|0],mail_race_top_alliance_name_day6,3028,11002,[1223004|1223005|1223006],11002,[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620],[1223004|1223005|1223006],[100000|300000|500000],[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620],[100000|300000|500000]
7011,ui_race_top_16,hd_banner_zqlz_03,1,hd_btn_zuiqianglingzhu,701,[1127812|1127813|1127814|1127815|1127816],[1127812|1127813|1127814|1127815|1127816],4007,[0|0|1],mail_race_top_alliance_name_day2,3028,11000,[1223001|1223002|1223003],11000,[98000|98501|98502|98413|98414|98415|98201|98211|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98413|98414|98415|98201|98211|98221|98222|98223],[100000|300000|500000]
7012,ui_race_top_16,hd_banner_zqlz_05,2,hd_btn_zuiqianglingzhu,701,[1127822|1127823|1127824|1127825|1127826],[1127822|1127823|1127824|1127825|1127826],4008,[0|0|1],mail_race_top_alliance_name_day3,3028,11000,[1223001|1223002|1223003],11000,[98000|98501|98502|98413|98414|98415|98202|98212|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98413|98414|98415|98202|98212|98221|98222|98223],[100000|300000|500000]
7013,ui_race_top_16,hd_banner_zqlz_07,3,hd_btn_zuiqianglingzhu,701,[1127832|1127833|1127834|1127835|1127836],[1127832|1127833|1127834|1127835|1127836],4009,[0|0|1],mail_race_top_alliance_name_day4,3028,11000,[1223001|1223002|1223003],11000,[98000|98511|98512|98513|98701|98702|98703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98701|98702|98703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[100000|300000|500000]
7014,ui_race_top_16,hd_banner_zqlz_04,4,hd_btn_zuiqianglingzhu,701,[1127802|1127803|1127804|1127805|1127806],[1127802|1127803|1127804|1127805|1127806],4006,[0|0|1],mail_race_top_alliance_name_day1,3028,11000,[1223001|1223002|1223003],11000,[98000|98511|98512|98513|98300|98304|98305|98306|98311|98312|98313],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98300|98304|98305|98306|98311|98312|98313],[100000|300000|500000]
7015,ui_race_top_16,hd_banner_zqlz_06,5,hd_btn_zuiqianglingzhu,701,[1127842|1127843|1127844|1127845|1127846],[1127842|1127843|1127844|1127845|1127846],4010,[0|0|1],mail_race_top_alliance_name_day5,3028,11000,[1223001|1223002|1223003],11000,[98000|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610],[1223001|1223002|1223003],[100000|300000|500000],[98000|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610],[100000|300000|500000]
