id,iconAtlas,area,atlas,attibute,attrs,desc,drop_exist_time,fight,fly_bag,fun_offset,funOffset,head,icon,icon_big_scale,is_show,lvup_num,maxlv,model,name,quality,res_offset,resoffset,reward,size,suit_id
110403,Atlas/Building_DIY,[1|1],,[103|200],[[103|200]],citybuilding_DIY_des_110403,4000,1500,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_110403,zsw_110403,120,1,410295002,13,Building/Building_DIY/Building_diy_110403,citybuilding_DIY_name_110403,4,[0|0],"(0.0, 0.0)",,"(1, 1)",11
113501,Atlas/Building_DIY,[2|2],,[9|500],[[9|500]],citybuilding_DIY_des_113501,4000,5000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_113501,zsw_113501,120,1,410295003,13,Building/Building_DIY/Building_diy_113501,citybuilding_DIY_name_113501,5,[0|1],"(0.0, 1.0)",,"(2, 2)",13
113401,Atlas/Building_DIY,[3|2],,[10104|200],[[10104|200]],citybuilding_DIY_des_113401,4000,1500,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_113401,zsw_113401,120,1,410295002,13,Building/Building_DIY/Building_diy_113401,citybuilding_DIY_name_113401,4,[0|0.2],"(0.0, 0.2)",,"(3, 2)",13
113402,Atlas/Building_DIY,[2|2],,[1016|200],[[1016|200]],citybuilding_DIY_des_113402,4000,1500,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_113402,zsw_113402,120,1,410295002,13,Building/Building_DIY/Building_diy_113402,citybuilding_DIY_name_113402,4,[0|0.2],"(0.0, 0.2)",,"(2, 2)",13
113403,Atlas/Building_DIY,[2|2],,[10103|200],[[10103|200]],citybuilding_DIY_des_113403,4000,1500,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_113403,zsw_113403,120,1,410295002,13,Building/Building_DIY/Building_diy_113403,citybuilding_DIY_name_113403,4,[0|1],"(0.0, 1.0)",,"(2, 2)",13
113301,Atlas/Building_DIY,[2|2],,[10104|100],[[10104|100]],citybuilding_DIY_des_113301,4000,300,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_113301,zsw_113301,120,1,410295001,13,Building/Building_DIY/Building_diy_113301,citybuilding_DIY_name_113301,3,[0|1],"(0.0, 1.0)",,"(2, 2)",13
114401,Atlas/Building_DIY,[2|2],,[1016|300],[[1016|300]],citybuilding_DIY_des_114401,4000,1500,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_114401,zsw_114401,120,1,410295002,13,Building/Building_DIY/Building_diy_114401,citybuilding_DIY_name_114401,4,[0|1],"(0.0, 1.0)",,"(2, 2)",14
114501,Atlas/Building_DIY,[2|2],,[1018|20],[[1018|20]],citybuilding_DIY_des_114501,4000,1500,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_114501,zsw_114501,120,1,410295002,13,Building/Building_DIY/Building_diy_114501,citybuilding_DIY_name_114501,4,[0|0.2],"(0.0, 0.2)",,"(2, 2)",14
114502,Atlas/Building_DIY,[2|2],,[1053|5],[[1053|5]],citybuilding_DIY_des_114502,4000,5000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_114502,zsw_114502,120,1,410295003,13,Building/Building_DIY/Building_diy_114502,citybuilding_DIY_name_114502,5,[0|0.2],"(0.0, 0.2)",,"(2, 2)",14
114503,Atlas/Building_DIY,[2|2],,[1054|5],[[1054|5]],citybuilding_DIY_des_114503,4000,5000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_114503,zsw_114503,120,1,410295003,13,Building/Building_DIY/Building_diy_114503,citybuilding_DIY_name_114503,5,[0|1],"(0.0, 1.0)",,"(2, 2)",14
114504,Atlas/Building_DIY,[2|2],,[1055|5],[[1055|5]],citybuilding_DIY_des_114504,4000,5000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_114504,zsw_114504,120,1,410295003,13,Building/Building_DIY/Building_diy_114504,citybuilding_DIY_name_114504,5,[0|1],"(0.0, 1.0)",,"(2, 2)",14
115301,Atlas/Building_DIY,[1|1],,[3103|100],[[3103|100]],citybuilding_DIY_des_115301,4000,400,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_115301,zsw_115301,120,1,410295001,13,Building/Building_DIY/Building_diy_115301,citybuilding_DIY_name_115301,3,[0|1],"(0.0, 1.0)",,"(1, 1)",15
115302,Atlas/Building_DIY,[2|2],,[104|100],[[104|100]],citybuilding_DIY_des_115302,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_115302,zsw_115302,120,1,410295002,13,Building/Building_DIY/Building_diy_115302,citybuilding_DIY_name_115302,4,[0|1],"(0.0, 1.0)",,"(2, 2)",15
115303,Atlas/Building_DIY,[1|1],,[41|300],[[41|300]],citybuilding_DIY_des_115303,4000,400,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_115303,zsw_115303,120,1,410295001,13,Building/Building_DIY/Building_diy_115303,citybuilding_DIY_name_115303,3,[0|1],"(0.0, 1.0)",,"(1, 1)",15
115304,Atlas/Building_DIY,[2|2],,[104|100],[[104|100]],citybuilding_DIY_des_115304,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_115304,zsw_115304,120,1,410295002,13,Building/Building_DIY/Building_diy_115304,citybuilding_DIY_name_115304,4,[0|1],"(0.0, 1.0)",,"(2, 2)",15
115305,Atlas/Building_DIY,[2|2],,[8|100],[[8|100]],citybuilding_DIY_des_115305,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_115305,zsw_115305,120,1,410295002,13,Building/Building_DIY/Building_diy_115305,citybuilding_DIY_name_115305,4,[0|1],"(0.0, 1.0)",,"(2, 2)",15
115306,Atlas/Building_DIY,[2|2],,[103|100],[[103|100]],citybuilding_DIY_des_115306,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_115306,zsw_115306,120,1,410295002,13,Building/Building_DIY/Building_diy_115306,citybuilding_DIY_name_115306,4,[0|1],"(0.0, 1.0)",,"(2, 2)",15
115307,Atlas/Building_DIY,[2|2],,[10|100],[[10|100]],citybuilding_DIY_des_115307,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_115307,zsw_115307,120,1,410295002,13,Building/Building_DIY/Building_diy_115307,citybuilding_DIY_name_115307,4,[0|1],"(0.0, 1.0)",,"(2, 2)",15
115308,Atlas/Building_DIY,[1|1],,[4103|100],[[4103|100]],citybuilding_DIY_des_115308,4000,400,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_115308,zsw_115308,120,1,410295001,13,Building/Building_DIY/Building_diy_115308,citybuilding_DIY_name_115308,3,[0|1],"(0.0, 1.0)",,"(1, 1)",15
115309,Atlas/Building_DIY,[1|1],,[5103|100],[[5103|100]],citybuilding_DIY_des_115309,4000,400,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_115309,zsw_115309,120,1,410295001,13,Building/Building_DIY/Building_diy_115309,citybuilding_DIY_name_115309,3,[0|1],"(0.0, 1.0)",,"(1, 1)",15
116301,Atlas/Building_DIY,[2|2],,[8|100],[[8|100]],citybuilding_DIY_des_116301,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_116301,zsw_116301,120,1,410295002,13,Building/Building_DIY/Building_diy_116301,citybuilding_DIY_name_116301,4,[0|1],"(0.0, 1.0)",,"(2, 2)",16
116302,Atlas/Building_DIY,[1|1],,[10|100],[[10|100]],citybuilding_DIY_des_116302,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_116302,zsw_116302,120,1,410295002,13,Building/Building_DIY/Building_diy_116302,citybuilding_DIY_name_116302,4,[0|1],"(0.0, 1.0)",,"(1, 1)",16
116303,Atlas/Building_DIY,[1|1],,[42|300],[[42|300]],citybuilding_DIY_des_116303,4000,400,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_116303,zsw_116303,120,1,410295001,13,Building/Building_DIY/Building_diy_116303,citybuilding_DIY_name_116303,3,[0|1],"(0.0, 1.0)",,"(1, 1)",16
116304,Atlas/Building_DIY,[2|2],,[103|100],[[103|100]],citybuilding_DIY_des_116304,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_116304,zsw_116304,120,1,410295002,13,Building/Building_DIY/Building_diy_116304,citybuilding_DIY_name_116304,4,[0|1],"(0.0, 1.0)",,"(2, 2)",16
116305,Atlas/Building_DIY,[3|3],,[104|100],[[104|100]],citybuilding_DIY_des_116305,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_116305,zsw_116305,120,1,410295002,13,Building/Building_DIY/Building_diy_116305,citybuilding_DIY_name_116305,4,[0|1],"(0.0, 1.0)",,"(3, 3)",16
116306,Atlas/Building_DIY,[3|3],,[104|100],[[104|100]],citybuilding_DIY_des_116306,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_116306,zsw_116306,120,1,410295002,13,Building/Building_DIY/Building_diy_116306,citybuilding_DIY_name_116306,4,[0|1],"(0.0, 1.0)",,"(3, 3)",16
116307,Atlas/Building_DIY,[1|1],,[3104|100],[[3104|100]],citybuilding_DIY_des_116307,4000,400,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_116307,zsw_116307,120,1,410295001,13,Building/Building_DIY/Building_diy_116307,citybuilding_DIY_name_116307,3,[0|1],"(0.0, 1.0)",,"(1, 1)",16
116308,Atlas/Building_DIY,[1|1],,[4104|100],[[4104|100]],citybuilding_DIY_des_116308,4000,400,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_116308,zsw_116308,120,1,410295001,13,Building/Building_DIY/Building_diy_116308,citybuilding_DIY_name_116308,3,[0|1],"(0.0, 1.0)",,"(1, 1)",16
116309,Atlas/Building_DIY,[1|1],,[5104|100],[[5104|100]],citybuilding_DIY_des_116309,4000,400,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_116309,zsw_116309,120,1,410295001,13,Building/Building_DIY/Building_diy_116309,citybuilding_DIY_name_116309,3,[0|1],"(0.0, 1.0)",,"(1, 1)",16
117501,Atlas/Building_DIY,[3|3],,[10104|500],[[10104|500]],citybuilding_DIY_des_117501,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_117501,zsw_117501,120,1,410295004,13,Building/Building_DIY/Building_diy_117501,citybuilding_DIY_name_117501,6,[0.19|1.57],"(0.2, 1.6)",,"(3, 3)",17
117502,Atlas/Building_DIY,[2|2],,[10103|300],[[10103|300]],citybuilding_DIY_des_117502,4000,5000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_117502,zsw_117502,120,1,410295003,13,Building/Building_DIY/Building_diy_117502,citybuilding_DIY_name_117502,5,[0|1],"(0.0, 1.0)",,"(2, 2)",17
117503,Atlas/Building_DIY,[2|2],,[1056|100],[[1056|100]],citybuilding_DIY_des_117503,4000,5000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_117503,zsw_117503,120,1,410295003,13,Building/Building_DIY/Building_diy_117504,citybuilding_DIY_name_117503,5,[0|1],"(0.0, 1.0)",,"(2, 2)",17
117504,Atlas/Building_DIY,[2|2],,[1039|100],[[1039|100]],citybuilding_DIY_des_117504,4000,5000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_117504,zsw_117504,120,1,410295003,13,Building/Building_DIY/Building_diy_117503,citybuilding_DIY_name_117504,5,[0|1],"(0.0, 1.0)",,"(2, 2)",17
117505,Atlas/Building_DIY,[2|2],,[10104|500],[[10104|500]],citybuilding_DIY_des_117505,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_117505,zsw_117505,120,1,410295004,13,Building/Building_DIY/Building_diy_117505,citybuilding_DIY_name_117505,6,[0|1],"(0.0, 1.0)",,"(2, 2)",17
118501,Atlas/Building_DIY,[3|3],,,[],citybuilding_DIY_des_118501,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_118501,zsw_118501,120,1,410295003,1,Building/Building_DIY/Building_diy_118501,citybuilding_DIY_name_118501,5,[0|0.5],"(0.0, 0.5)",,"(3, 3)",18
118502,Atlas/Building_DIY,[3|3],,,[],citybuilding_DIY_des_118502,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_118503,zsw_118503,120,1,410295003,1,Building/Building_DIY/Building_diy_118502,citybuilding_DIY_name_118502,5,[0|0.5],"(0.0, 0.5)",,"(3, 3)",18
118503,Atlas/Building_DIY,[3|3],,,[],citybuilding_DIY_des_118503,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_118502,zsw_118502,120,1,410295003,1,Building/Building_DIY/Building_diy_118503,citybuilding_DIY_name_118503,5,[0|0.5],"(0.0, 0.5)",,"(3, 3)",18
119501,Atlas/Building_DIY,[2|2],,[11|500],[[11|500]],citybuilding_DIY_des_119501,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_119501,zsw_119501,120,1,410295003,13,Building/Building_DIY/Building_diy_119501,citybuilding_DIY_name_119501,5,[0|0.97],"(0.0, 1.0)",,"(2, 2)",19
119401,Atlas/Building_DIY,[1|1],,[10104|100],[[10104|100]],citybuilding_DIY_des_119401,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_119401,zsw_119401,120,1,410295001,13,Building/Building_DIY/Building_diy_119401,citybuilding_DIY_name_119401,3,[0|1],"(0.0, 1.0)",,"(1, 1)",19
119402,Atlas/Building_DIY,[1|1],,[10104|200],[[10104|200]],citybuilding_DIY_des_119402,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_119402,zsw_119402,120,1,410295002,13,Building/Building_DIY/Building_diy_119402,citybuilding_DIY_name_119402,4,[0|1],"(0.0, 1.0)",,"(1, 1)",19
119403,Atlas/Building_DIY,[1|1],,[10103|200],[[10103|200]],citybuilding_DIY_des_119403,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_119403,zsw_119403,120,1,410295002,13,Building/Building_DIY/Building_diy_119403,citybuilding_DIY_name_119403,4,[0|1],"(0.0, 1.0)",,"(1, 1)",19
119404,Atlas/Building_DIY,[2|2],,[1022|200],[[1022|200]],citybuilding_DIY_des_119404,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_119404,zsw_119404,120,1,410295002,13,Building/Building_DIY/Building_diy_119404,citybuilding_DIY_name_119404,4,[0|1],"(0.0, 1.0)",,"(2, 2)",19
200401,Atlas/Building_DIY,[1|1],,[1030|60],[[1030|60]],citybuilding_DIY_des_200401,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_200401,zsw_200401,120,1,410295002,13,Building/Building_DIY/Building_diy_200401,citybuilding_DIY_name_200401,4,[0|1],"(0.0, 1.0)",,"(1, 1)",20
200402,Atlas/Building_DIY,[1|1],,[1031|60],[[1031|60]],citybuilding_DIY_des_200402,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_200402,zsw_200402,120,1,410295002,13,Building/Building_DIY/Building_diy_200402,citybuilding_DIY_name_200402,4,[0|1],"(0.0, 1.0)",,"(1, 1)",20
200403,Atlas/Building_DIY,[1|1],,[1029|60],[[1029|60]],citybuilding_DIY_des_200403,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_200403,zsw_200403,120,1,410295002,13,Building/Building_DIY/Building_diy_200403,citybuilding_DIY_name_200403,4,[0|1],"(0.0, 1.0)",,"(1, 1)",20
200301,Atlas/Building_DIY,[2|2],,[1016|200],[[1016|200]],citybuilding_DIY_des_200301,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_200301,zsw_200301,120,1,410295001,13,Building/Building_DIY/Building_diy_200404,citybuilding_DIY_name_200301,3,[0|1],"(0.0, 1.0)",,"(2, 2)",20
200404,Atlas/Building_DIY,[2|2],,[1022|200],[[1022|200]],citybuilding_DIY_des_200404,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_200404,zsw_200404,120,1,410295002,13,Building/Building_DIY/Building_diy_200405,citybuilding_DIY_name_200404,4,[0|1],"(0.0, 1.0)",,"(2, 2)",20
200501,Atlas/Building_DIY,[2|2],,[1017|6],[[1017|6]],citybuilding_DIY_des_200501,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_200501,zsw_200501,120,1,410295003,13,Building/Building_DIY/Building_diy_200501,citybuilding_DIY_name_200501,5,[0|1],"(0.0, 1.0)",,"(2, 2)",20
121501,Atlas/Building_DIY,[4|3],,[13103|200],[[13103|200]],citybuilding_DIY_des_121501,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_121501,zsw_121501,120,1,410295003,13,Building/Building_DIY/Building_diy_121501,citybuilding_DIY_name_121501,5,[0|1],"(0.0, 1.0)",,"(4, 3)",21
121502,Atlas/Building_DIY,[3|3],,[14103|200],[[14103|200]],citybuilding_DIY_des_121502,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_121502,zsw_121502,120,1,410295003,13,Building/Building_DIY/Building_diy_121502,citybuilding_DIY_name_121502,5,[0|1],"(0.0, 1.0)",,"(3, 3)",21
121503,Atlas/Building_DIY,[2|2],,[15103|200],[[15103|200]],citybuilding_DIY_des_121503,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_121503,zsw_121503,120,1,410295003,13,Building/Building_DIY/Building_diy_121503,citybuilding_DIY_name_121503,5,[0|1],"(0.0, 1.0)",,"(2, 2)",21
121401,Atlas/Building_DIY,[2|2],,[10104|200],[[10104|200]],citybuilding_DIY_des_121401,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_121401,zsw_121401,120,1,410295002,13,Building/Building_DIY/Building_diy_121401,citybuilding_DIY_name_121401,4,[0|1],"(0.0, 1.0)",,"(2, 2)",21
121402,Atlas/Building_DIY,[2|2],,[10104|200],[[10104|200]],citybuilding_DIY_des_121402,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_121402,zsw_121402,120,1,410295002,13,Building/Building_DIY/Building_diy_121402,citybuilding_DIY_name_121402,4,[0|1],"(0.0, 1.0)",,"(2, 2)",21
122501,Atlas/Building_DIY,[3|3],,[10103|250],[[10103|250]],citybuilding_DIY_des_122501,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_122501,zsw_122501,120,1,410295003,13,Building/Building_DIY/Building_diy_122501,citybuilding_DIY_name_122501,5,[0|1],"(0.0, 1.0)",,"(3, 3)",22
122502,Atlas/Building_DIY,[2|2],,[10104|250],[[10104|250]],citybuilding_DIY_des_122502,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_122502,zsw_122502,120,1,410295003,13,Building/Building_DIY/Building_diy_122502,citybuilding_DIY_name_122502,5,[0|1.61],"(0.0, 1.6)",,"(2, 2)",22
122401,Atlas/Building_DIY,[2|2],,[10104|200],[[10104|200]],citybuilding_DIY_des_122401,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_122401,zsw_122401,120,1,410295002,13,Building/Building_DIY/Building_diy_122401,citybuilding_DIY_name_122401,4,[0|1],"(0.0, 1.0)",,"(2, 2)",22
122402,Atlas/Building_DIY,[2|2],,[9|200],[[9|200]],citybuilding_DIY_des_122402,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_122402,zsw_122402,120,1,410295002,13,Building/Building_DIY/Building_diy_122402,citybuilding_DIY_name_122402,4,[0|1],"(0.0, 1.0)",,"(2, 2)",22
122403,Atlas/Building_DIY,[2|2],,[25|200],[[25|200]],citybuilding_DIY_des_122403,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_122403,zsw_122403,120,1,410295002,13,Building/Building_DIY/Building_diy_122403,citybuilding_DIY_name_122403,4,[0|1],"(0.0, 1.0)",,"(2, 2)",22
123501,Atlas/Building_DIY,[2|2],,[10103|500],[[10103|500]],citybuilding_DIY_des_123501,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_123501,zsw_123501,120,1,-1,13,Building/Building_DIY/Building_diy_123501,citybuilding_DIY_name_123501,6,[0|1],"(0.0, 1.0)",,"(2, 2)",23
123502,Atlas/Building_DIY,[2|2],,[10104|500],[[10104|500]],citybuilding_DIY_des_123502,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_123502,zsw_123502,120,1,-1,13,Building/Building_DIY/Building_diy_123502,citybuilding_DIY_name_123502,6,[0|1],"(0.0, 1.0)",,"(2, 2)",23
123401,Atlas/Building_DIY,[2|2],,[13104|300],[[13104|300]],citybuilding_DIY_des_123401,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_123401,zsw_123401,120,1,-1,13,Building/Building_DIY/Building_diy_123401,citybuilding_DIY_name_123401,5,[0|1],"(0.0, 1.0)",,"(2, 2)",23
123402,Atlas/Building_DIY,[2|2],,[13103|200],[[13103|200]],citybuilding_DIY_des_123402,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_123402,zsw_123402,120,1,-1,13,Building/Building_DIY/Building_diy_123402,citybuilding_DIY_name_123402,4,[0|1],"(0.0, 1.0)",,"(2, 2)",23
123403,Atlas/Building_DIY,[2|2],,[14104|300],[[14104|300]],citybuilding_DIY_des_123403,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_123403,zsw_123403,120,1,-1,13,Building/Building_DIY/Building_diy_123403,citybuilding_DIY_name_123403,5,[0|1.64],"(0.0, 1.6)",,"(2, 2)",23
123404,Atlas/Building_DIY,[2|2],,[14103|200],[[14103|200]],citybuilding_DIY_des_123404,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_123404,zsw_123404,120,1,-1,13,Building/Building_DIY/Building_diy_123404,citybuilding_DIY_name_123404,4,[0|1],"(0.0, 1.0)",,"(2, 2)",23
123405,Atlas/Building_DIY,[2|2],,[15104|300],[[15104|300]],citybuilding_DIY_des_123405,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_123405,zsw_123405,120,1,-1,13,Building/Building_DIY/Building_diy_123405,citybuilding_DIY_name_123405,5,[0|1],"(0.0, 1.0)",,"(2, 2)",23
123406,Atlas/Building_DIY,[2|2],,[15103|200],[[15103|200]],citybuilding_DIY_des_123406,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_123406,zsw_123406,120,1,-1,13,Building/Building_DIY/Building_diy_123406,citybuilding_DIY_name_123406,4,[0|1],"(0.0, 1.0)",,"(2, 2)",23
124501,Atlas/Building_DIY,[3|3],,[10104|250],[[10104|250]],citybuilding_DIY_des_124501,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_124501,zsw_124501,120,1,410295003,13,Building/Building_DIY/Building_diy_124501,citybuilding_DIY_name_124501,5,[0|1],"(0.0, 1.0)",,"(3, 3)",24
124401,Atlas/Building_DIY,[2|2],,[25|200],[[25|200]],citybuilding_DIY_des_124401,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_124401,zsw_124401,120,1,410295002,13,Building/Building_DIY/Building_diy_124401,citybuilding_DIY_name_124401,4,[0|1],"(0.0, 1.0)",,"(2, 2)",24
124402,Atlas/Building_DIY,[2|2],,[12|200],[[12|200]],citybuilding_DIY_des_124402,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_124402,zsw_124402,120,1,410295002,13,Building/Building_DIY/Building_diy_124402,citybuilding_DIY_name_124402,4,[0|1],"(0.0, 1.0)",,"(2, 2)",24
124403,Atlas/Building_DIY,[2|2],,[10103|200],[[10103|200]],citybuilding_DIY_des_124403,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_124403,zsw_124403,120,1,410295002,13,Building/Building_DIY/Building_diy_124403,citybuilding_DIY_name_124403,4,[0|1],"(0.0, 1.0)",,"(2, 2)",24
124301,Atlas/Building_DIY,[2|2],,[17|100],[[17|100]],citybuilding_DIY_des_124301,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_124301,zsw_124301,120,1,410295001,13,Building/Building_DIY/Building_diy_124301,citybuilding_DIY_name_124301,3,[0|1],"(0.0, 1.0)",,"(2, 2)",24
125501,Atlas/Building_DIY,[3|3],,[5103|300],[[5103|300]],citybuilding_DIY_des_125501,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_125501,zsw_125501,120,1,410295003,13,Building/Building_DIY/Building_diy_125501,citybuilding_DIY_name_125501,5,[0|1],"(0.0, 1.0)",,"(3, 3)",25
125502,Atlas/Building_DIY,[3|3],,[5103|450],[[5103|450]],citybuilding_DIY_des_125502,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_125502,zsw_125502,120,1,410295003,13,Building/Building_DIY/Building_diy_125502,citybuilding_DIY_name_125502,5,[0|1],"(0.0, 1.0)",,"(3, 3)",25
125401,Atlas/Building_DIY,[1|1],,[5102|300],[[5102|300]],citybuilding_DIY_des_125401,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_125401,zsw_125401,120,1,410295002,13,Building/Building_DIY/Building_diy_125041,citybuilding_DIY_name_125401,4,[0|0],"(0.0, 0.0)",,"(1, 1)",25
125402,Atlas/Building_DIY,[2|2],,[5011|300],[[5011|300]],citybuilding_DIY_des_125402,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_125402,zsw_125402,120,1,410295002,13,Building/Building_DIY/Building_diy_125402,citybuilding_DIY_name_125402,4,[0|1],"(0.0, 1.0)",,"(2, 2)",25
125403,Atlas/Building_DIY,[1|1],,[5017|300],[[5017|300]],citybuilding_DIY_des_125403,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_125403,zsw_125403,120,1,410295002,13,Building/Building_DIY/Building_diy_125403,citybuilding_DIY_name_125403,4,[0.03|0.48],"(0.0, 0.5)",,"(1, 1)",25
126501,Atlas/Building_DIY,[3|3],,[10104|450],[[10104|450]],citybuilding_DIY_des_126501,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_126501,zsw_126501,120,1,410295003,13,Building/Building_DIY/Building_diy_126501,citybuilding_DIY_name_126501,5,[0.14|1.67],"(0.1, 1.7)",,"(3, 3)",26
126502,Atlas/Building_DIY,[3|3],,[10103|300],[[10103|300]],citybuilding_DIY_des_126502,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_126502,zsw_126502,120,1,410295003,13,Building/Building_DIY/Building_diy_126502,citybuilding_DIY_name_126502,5,[0|1],"(0.0, 1.0)",,"(3, 3)",26
126401,Atlas/Building_DIY,[3|2],,[9|200],[[9|200]],citybuilding_DIY_des_126401,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_126401,zsw_126401,120,1,410295002,13,Building/Building_DIY/Building_diy_126401,citybuilding_DIY_name_126401,4,[-0.36|1.54],"(-0.4, 1.5)",,"(3, 2)",26
126402,Atlas/Building_DIY,[2|2],,[17|200],[[17|200]],citybuilding_DIY_des_126402,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_126402,zsw_126402,120,1,410295002,13,Building/Building_DIY/Building_diy_126402,citybuilding_DIY_name_126402,4,[0|1],"(0.0, 1.0)",,"(2, 2)",26
126301,Atlas/Building_DIY,[1|1],,[13|100],[[13|100]],citybuilding_DIY_des_126301,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_126301,zsw_126301,120,1,410295001,13,Building/Building_DIY/Building_diy_126301,citybuilding_DIY_name_126301,3,[0|0],"(0.0, 0.0)",,"(1, 1)",26
127401,Atlas/Building_DIY,[2|2],,[9|200],[[9|200]],citybuilding_DIY_des_127401,4000,-1,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_127401,zsw_127401,120,1,410295002,13,Building/Building_DIY/Building_diy_127401,citybuilding_DIY_name_127401,4,[0.14|1.23],"(0.1, 1.2)",,"(2, 2)",27
